ZINC01174928	O=Cc1ccc(OCc2ccc(C(=O)[O-])cc2)c(I)c1
ZINC50009492	CN(C(=O)c1cc(Br)cn1C1CC1)c1ccccc1F
ZINC50608094	CCn1ccnc1Oc1ccc(I)cc1
ZINC52224453	Fc1cc(Br)ccc1-n1cc(CCBr)nn1
ZINC52225276	ClCCc1cn(-c2ccc(I)cc2)nn1
ZINC58713382	Cc1nc(C)c(C(=O)N(C2CC2)C2CCCc3ccccc32)s1
ZINC60036888	N#C/C(=C/c1ccccc1Cl)c1nc(-c2ccncc2)cs1
ZINC62354498	COc1ccc(I)cc1C(=O)c1cscn1
ZINC62456279	O=C(CCc1ccccc1F)N1CCN2CCc3ccccc3C2C1
ZINC40000595	O=C1N=C(CSc2c(Cl)cccc2Cl)N=C2C=CSC12
ZINC64041696	O=C1N=C(CSc2cc(Cl)ccc2Cl)N=C2C=CSC12
ZINC05429032	Cc1nc(SCc2csc(C)n2)c2c(C)c(C)sc2n1
ZINC66689726	O=C(/C=C/c1c(F)cccc1F)N1CCOC(c2ccccc2F)C1
ZINC67047151	O=C(C1CCCCC1C(F)(F)F)N1CCCC(c2nccs2)C1
ZINC67048275	O=C(C1CC1c1ccc(Cl)cc1)N1CCCC(c2nccs2)C1
ZINC67048437	O=C(C1CCCC(C(F)(F)F)C1)N1CCCC(c2nccs2)C1
ZINC67231343	C=C(Br)CN1CCCC1c1cccc2c1OCCO2
ZINC02503452	CCOc1ccc2c(c1)CN(c1ccc(Br)cc1)CO2
ZINC00032767	CCC1=NC(C(F)(F)F)(C(F)(F)F)N=C2C=C(C)C=C(C)N21
ZINC04566518	CO/N=C1/C(=O)c2ccccc2C1(c1ccccc1)c1ccccc1
ZINC00386637	N#CCC(C#N)c1c(-c2ccccc2)cn2c1sc1ccccc12
ZINC00495487	C=C(C)Cn1c(SC)nc2c(c1=O)C(C)(C)Cc1ccccc1-2
ZINC05780518	CC(Sc1nc2cc(Cl)ccc2s1)C(=O)N1CCCC1
ZINC02802785	Cc1cc2nc(-c3cccs3)cc(C(F)(F)C(F)(F)F)n2n1
ZINC06893396	CC(C)c1ccc(-c2c(N3CCc4ccccc4C3)c(=O)c2=O)cc1
ZINC08120310	Cc1sc2ncnc(N(C)Cc3ccc(Cl)s3)c2c1C
ZINC08221770	Cc1cc(COc2ccc3ccccc3c2Br)no1
ZINC09304352	Cc1csc(N2N=C(c3ccccc3)CC2c2cccs2)n1
ZINC04386853	Fc1cccc(Cl)c1Cn1c(C2CCCO2)nc2ccccc21
ZINC07136255	Cc1csc(/C(=C\c2ccccc2)c2nc3ccccc3n2C)n1
ZINC16779098	COC(=O)C1CC(c2ccc(Cl)cc2)=Nc2ccccc2S1
ZINC20158410	CCc1cc2c(=O)n(Cc3ccc(Cl)cc3)c(C)nc2s1
ZINC27027105	CC(=O)N(c1ccccc1)c1nc(-c2ccc(Cl)cc2)cs1
ZINC27255208	Cc1nc(-c2ccccc2)ccc1C(=O)N(C)C1CCCCC1C
ZINC28065145	Cc1csc(N2N=C(c3cccs3)CC2c2cccs2)n1
ZINC29827087	CC(c1ccc(F)cc1)N1CCCC(c2nc3ccccc3o2)C1
ZINC31207396	CON(C)C(=O)c1ccc(-c2ccc(Br)cc2)s1
ZINC32754303	CC(c1cc2ccccc2o1)N(C)C(=O)C1(C)CC1(Cl)Cl
ZINC32760876	CC(c1cc2ccccc2o1)N(C)C(=O)C1CCCc2ccccc21
ZINC34940250	O=C(Cc1nc2ccccc2o1)c1ccc(Br)s1
ZINC35163624	Fc1ccc(OCc2nnsc2Cl)c(Br)c1
ZINC36910380	COc1ccc(-n2c(C(C)Cl)nc3cc(Cl)ccc32)cc1
ZINC37328394	Cc1sc2nc(COc3ccccc3F)nc(Cl)c2c1C
ZINC37328401	Cc1sc2nc(COc3cccc(F)c3)nc(Cl)c2c1C
ZINC37408816	Cc1nn(C)c(Cl)c1COc1ccc(Br)cc1F
ZINC00134723	S=c1nc(-c2ccccc2)n(Cc2ccco2)c2c1CCCC2
ZINC39554999	CC(Sc1ncccc1Cl)C(=O)N1c2ccccc2CC1C
ZINC39555001	CC(Sc1ncccc1Cl)C(=O)N1c2ccccc2CC1C
ZINC39555002	CC(Sc1ncccc1Cl)C(=O)N1c2ccccc2CC1C
ZINC42177817	Cc1ccc2nc(SCc3cccc(F)c3F)n(C)c(=O)c2c1
ZINC44731117	Cc1cc(C(C)n2c(CCl)nc3cccc(Cl)c32)c(C)o1
ZINC47821599	Clc1ccc(CSc2nnc3n2CCCCC3)cc1Cl
ZINC47821610	Clc1ccc(CSc2nnc3n2CCCCC3)c(Cl)c1
ZINC48367820	CC(c1ccccc1F)S(=O)(=O)c1nc2ccccc2s1
ZINC48651276	Cc1ccc(S(=O)(=O)C(C)c2ccc(Cl)cc2Cl)nc1
ZINC49124347	O=C(/C=C/c1cn2ccccc2n1)c1ccc(Br)s1
ZINC50840509	Cc1ccc(N(C)Cc2nc(Cl)c3ccsc3n2)c(C)c1
ZINC52224430	Clc1ccc(Cl)c(-n2cc(CCBr)nn2)c1
ZINC54078076	O=Cc1cn(-c2cccc(Br)c2)nc1C1CCCC1
ZINC56034062	O=C(c1csc(-c2cccs2)n1)N1CCCC1C1CCCC1
ZINC59248167	Cc1cccc(/N=C/c2cc(Br)c(N3CCCC3)o2)c1
ZINC60102916	Cc1cc(C)c(CSc2nc3ccsc3c(=O)n2C)c(C)c1
ZINC24636347	O=C(Oc1ccc2cc(Br)ccc2c1)C1CCOCC1
ZINC61629237	FC(F)c1cc(S)n(-c2ncc(C(F)(F)F)cc2Cl)n1
ZINC63279068	Cc1ccc(/C=C(/C#N)c2nc(-c3ccc(C#N)cc3)cs2)s1
ZINC66263338	CC(C)(C)c1ccc(=O)n(Cc2sccc2Br)n1
ZINC66263398	CC(C)(C)c1ccc(=O)n(Cc2ccc(Br)s2)n1
ZINC00134125	CC(=O)Nc1ncc(Cc2ccc(Br)cc2)s1
ZINC00166915	O=C(NCc1cccs1)c1cc(F)c(Cl)nc1Cl
ZINC02217121	O=C(Nc1nccs1)C1(c2ccccc2)CC1(Cl)Cl
ZINC04831886	O=C(Nc1nccs1)C1C(c2ccccc2)C1(Cl)Cl
ZINC02762893	Cc1nc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)sc1C
ZINC03328217	O=C(Nc1cccc(I)c1)c1ccccn1
ZINC02578694	[O-][N+]1(CC#CC(O)(c2ccccc2)c2ccccc2)CCCC1
ZINC05636235	CC(NC(=O)c1cc2c(s1)CCCCC2)c1ccncc1
ZINC06516014	CCCC(=O)Nc1ncc(I)cc1C
ZINC14201176	Brc1cccc(C2=NN=C(NC3CC3)SC2)c1
ZINC19903643	Brc1ccc(CNc2cccc3cccnc23)o1
ZINC20450064	Cc1ccc(C2=NC3SC=C(c4ccccc4)C3C(=O)N2)cc1
ZINC20589587	CC(n1c(C2CC2)n[nH]c1=S)C12CC3CC(CC(C3)C1)C2
ZINC22330528	O=C(NCC1Cc2cccc(F)c2O1)c1c(F)cccc1F
ZINC24070553	Cc1cc(S(=O)(=O)Nc2ccc3c(c2)CCC3)c(C)s1
ZINC32532023	Cc1cc(S(=O)(=O)Nc2ccc(F)c(F)c2)c(C)s1
ZINC35042401	CC(=O)N1CCc2cc(NCc3ccc(Cl)s3)ccc21
ZINC35945779	CC(C(=O)c1c[nH]c2ccccc12)N1CCc2ccccc2C1
ZINC37091046	Cc1ccc(Br)cc1NCc1c(C)nn(C)c1C
ZINC37187949	Cc1c(C(C)NC2CCS(=O)(=O)C2)sc2ccccc12
ZINC37561054	Cn1ccc(NC2CC(c3ccccc3Br)C2)n1
ZINC37785478	CC(Nc1ccc(=O)n(C)c1)c1ccc(Br)cc1
ZINC04622073	O=C(/C=C/c1ccccn1)c1ccc(Br)cc1O
ZINC04824118	OC(C1=C/C(=C\c2ccncc2)c2ccccc21)c1ccncc1
ZINC38003489	CC(Nc1ccc(=O)n(C)c1)c1ccc(Br)s1
ZINC40215020	CC(NC(=O)c1ccc(Br)s1)c1cccnc1
ZINC40445482	Cc1nc(C)c(C(C)Nc2ncc(Cl)cc2Cl)s1
ZINC41874751	C[NH+](C1CCSC1)C1(C(=O)[O-])CCCCc2ccccc21
ZINC42418595	Cc1cc(C(=O)NCc2ccc(Br)cc2)c(C)o1
ZINC43683380	OCC#Cc1ccsc1CSc1ncnc2ccccc12
ZINC44288286	Cc1cc(Br)oc1C(=O)NCc1ccccc1F
ZINC44592107	Cc1cc(C)cc(C[NH+]2CCc3sccc3C2C(=O)[O-])c1
ZINC45048667	OCC#Cc1ccc(Cn2ccnc2-c2cccs2)s1
ZINC45167510	Cc1nn(C)c(C)c1C(C)Nc1ccccc1Br
ZINC47826573	O=S(=O)(NC1CCc2ccccc2C1)c1ccccc1F
ZINC47830799	CC(NC(=O)c1cc(F)c(Cl)cc1Cl)c1ccccn1
ZINC48194280	Cc1ccc(CNC(=O)c2cc(Cl)nc(Cl)c2)s1
ZINC48630291	O=C1Cc2cc(C(Br)C3CCOC3)c(Cl)cc2N1
ZINC48759330	Brc1cccnc1NCC1Cc2ccccc2O1
ZINC48913701	Cc1cc(C(C)NC(=O)c2scnc2Cl)c(C)s1
ZINC49017744	CC1CCCC(N(C)C(=O)c2ccc(C#CCCO)s2)C1
ZINC49490191	O=C(Nc1ccc2nc(C3CC3)sc2c1)c1cccs1
ZINC49531712	CCC(c1cccs1)n1c(=S)[nH]c2sccc2c1=O
ZINC52097752	Cc1nn(CC(C)(O)c2ccccc2)c(C)c1Br
ZINC54712450	CC(CCl)C(=O)Nc1nc2c(F)c(F)c(F)cc2s1
ZINC58161174	CSc1sc(NC(=O)c2ccc3c(c2)CCC3)nc1C
ZINC60205697	Cc1cccc(NCC(=O)N2CCc3sccc3C2)c1C
ZINC62779160	COc1ccc(C(Cl)c2cn[nH]c2)c(Br)c1
ZINC65343933	CS(=O)(=O)c1ccc(-c2cc(O)cc(Br)c2)cc1
ZINC67372137	Fc1ccccc1C1CC1Nc1ncc(Br)cn1
ZINC04789297	O=C(C1c2ccccc2C(=O)N2CCc3ccccc3C12)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1
ZINC03548967	CC1CCc2c(sc3ncnc(OCC(=O)N4CCN(S(=O)(=O)c5ccccc5)CC4)c23)C1
ZINC09414204	CC1Oc2c(C(=O)N3CCN(S(=O)(=O)c4ccc5c(c4)OCCCO5)CC3)cccc2C1C
ZINC03366025	Cc1ccc(-c2csc3ncnc(OCC(=O)N4CCN(C(=O)c5ccco5)CC4)c23)cc1
ZINC09423038	CC1(C)Cc2c(c(-c3ccco3)nc3sc4c(=O)n(CC(=O)N5CCCC5)cnc4c23)CO1
ZINC09646092	Cc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCCC3c3nnc4ccccn34)CC2)cc1C
ZINC09722706	Cc1noc(/C=C/c2ccco2)c1S(=O)(=O)N1CCC(C(=O)N2CC(C)CC(C)C2)CC1
ZINC09730392	O=C(Cn1cnc2sccc2c1=O)N1N=C2/C(=C/c3ccco3)CCCC2C1c1ccco1
ZINC10235431	COc1cc(C(=O)N2CCC(c3nc4cc(Cl)ccc4s3)CC2)c([N+](=O)[O-])cc1OC
ZINC11064130	Cc1c(C(=O)OCc2cc(=O)n3c(C)csc3n2)sc2nc3n(c(=O)c12)CCCCC3
ZINC11582578	CC1C(N2C(=O)/C(=C/c3cccc([N+](=O)[O-])c3)SC2=S)C(=O)N(c2ccccc2)N1C
ZINC12022228	COc1cc(=O)n2c(c1C(=O)N(C)C(C)c1ccco1)CCN(C(=O)C1(C)CCCCC1)CC2
ZINC12041736	Cc1ccccc1-c1cc2c(c(OC3CCOC3)c1)OCCN(S(=O)(=O)c1c(C)noc1C)C2
ZINC01379186	COc1ccc(N2CCN(C(=O)CSc3nnc4c5c(C)c(C)sc5ncn34)CC2)cc1
ZINC12843301	Cc1c2c(=O)n(-c3nc4ccccc4s3)n(Cc3ccccn3)c2cc(=O)n1CC1CCCO1
ZINC12907087	CC(C)N(Cc1nnc(-c2ccccc2Br)o1)C(=O)c1nn(C)c(=O)c2ccccc12
ZINC13163403	O=C(CCc1nc2ccccc2o1)N1CCN(c2cnn(-c3ccccc3)c(=O)c2Cl)CC1
ZINC14740356	COc1ccc(-c2cc3c(n(C)c2=O)CCN(C(=O)C(C)n2nc(C)cc2C)C3)c2ccc(C)nc12
ZINC15712440	Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CCN(C(=O)c2cc3cc(F)ccc3s2)CC1
ZINC15930411	CC(Oc1cccc(Cl)c1)C(=O)N1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1
ZINC18013010	Cc1ccc(OC(C)C(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)OCCCO4)CC2)cc1
ZINC20069381	CC1CN(c2nc3ccccc3nc2SCC(=O)N2CCC3(CC2)OCCO3)CC(C)O1
ZINC21149937	Cc1cc(C)c(S(=O)(=O)N2CCN(Cc3nnnn3-c3ccc(F)c(F)c3)CC2)c(C)c1
ZINC21786258	O=C(c1cc(-c2ccc3c(c2)OCCO3)on1)N(Cc1cccc(Cl)c1)C1CCS(=O)(=O)C1
ZINC21983859	O=C(Cn1cnc2c(cnn2-c2ccccc2)c1=O)N1N=C(c2cccs2)CC1c1cccs1
ZINC22186179	COc1cc(OC)c(C2=CCN(C(=O)c3sc4nc5n(c(=O)c4c3C)CCC5)CC2)c(OC)c1
ZINC14481579	O=C(c1nn(-c2ccc(F)cc2)c2c1CCC2)N1CCN(Cc2nc(-c3cccs3)no2)CC1
ZINC23866705	Cc1nn(CC(C)C)c2sc(C(=O)N3CCN(Cc4cc(=O)n5ccsc5n4)CC3)cc12
ZINC24536037	Cc1ccc(OCc2nc(C(=O)N3CC(C(=O)N4CCOCC4)Oc4ccccc43)cs2)cc1
ZINC24884380	O=C(CCn1c(=O)oc2cc(S(=O)(=O)N3CCCC3)ccc21)N1CCCC2CCCCC21
ZINC31500256	O=C(/C=C/c1cn(-c2ccccc2)nc1-c1cccnc1)N1CCCC1c1nnc2ccccn12
ZINC32558775	O=C(CSc1ncnc2c1cnn2-c1ccccc1)N1CCCC1c1ccc2c(c1)OCCCO2
ZINC32910933	CC(=O)N1CCN(C(=O)COC(=O)c2c3c(nc4ccccc24)/C(=C/c2ccco2)CC(C)C3)CC1
ZINC33045122	O=C(C1CCCN(c2nc3cccnc3s2)C1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
ZINC33250690	Cc1ccc(/C=C/c2onc(C)c2S(=O)(=O)N2CCCC(C(=O)N3CCOCC3)C2)cc1
ZINC33250869	Cc1ccc(C)c(/C=C/c2onc(C)c2S(=O)(=O)N2CCCC(C(=O)N3CCN(C)CC3)C2)c1
ZINC34988008	CCCCN1C(=O)/C(=C\c2c(N3CCC4(CC3)OCCO4)nc3ccccn3c2=O)SC1=S
ZINC36167358	O=C1c2cccnc2C(=O)N1Cc1ccc(F)cc1S(=O)(=O)N1CCN(C2CCCCC2)CC1
ZINC04035203	Cc1noc(/C=C/c2ccco2)c1S(=O)(=O)N1CCC(C(=O)N2CCc3ccccc3C2)CC1
ZINC02394241	CCn1c(SCC(=O)N2CCOCC2)nc2oc3c(Cl)cc(Cl)cc3c(=O)c2c1=O
ZINC08598834	Cc1ccc(C)c(N2CCN(C(=O)CCc3c(C)nc4c(c3C)c(=O)n(C)c(=O)n4C)CC2)c1
ZINC36702525	COc1ccc(Cl)c2sc(N3CCN(C(=O)Cn4c(=O)oc5ccccc54)CC3)nc12
ZINC39702390	Cc1ccc(C2CC(c3ccc(Br)cc3)=NN2C(=O)Cn2nc3ncccn3c2=O)cc1
ZINC41077424	Cc1ccccc1S(=O)(=O)N1CCN(Cc2cc(=O)n3nc(-c4cccs4)sc3n2)CC1
ZINC45915101	Cc1cc(=O)nc2sc(N3CCN(C(=O)c4c(-n5cccc5)sc5c4CCCC5)CC3)nn12
ZINC46911883	O=C(C1CCCN(c2ccc(Cl)nn2)C1)N1CCN(S(=O)(=O)c2ccc3c(c2)CCC3)CC1
ZINC49937121	N#CC1C(=O)N=C(SCCSC2=NC(=O)C(C#N)C3(CCCC3)C2C#N)C(C#N)C12CCCC2
ZINC59718273	COc1ccc(N2N=C(C(C)=O)N(C)N(C(C)=O)C2c2ccc(I)o2)cc1
ZINC17838009	COc1cc(C2C3C(=O)CC(c4ccco4)CC3=Nc3ccccc3N2C(C)=O)cc(OC)c1OC
ZINC65035107	O=C(C1CCN(S(=O)(=O)c2cc(-c3noc(C4CCC4)n3)cs2)CC1)N1CCCCCC1
ZINC01696552	Brc1ccc(Cc2ccccn2)cc1
ZINC05947571	N#CC(Sc1ccccc1)=C1SCCCS1
ZINC15442075	O=C(c1ccc(Br)s1)C(F)(F)F
ZINC15444015	CSc1cc(=O)cc(-c2ccc(F)cc2)s1
ZINC16927669	C/C(Cl)=C/CC1(C)CCCC(C)(C)CC1=O
ZINC19946418	CCc1ccc2c(c1)CC(CBr)O2
ZINC20184609	Cc1nc(-c2ccccc2)c(CCCl)s1
ZINC14217339	Fc1cccc(Cl)c1CN1CCc2ccccc2C1
ZINC36205625	O=CC(Cl)Cc1ccccc1Br
ZINC36903482	CC(Br)C(=O)c1ccc2c(c1)CCCC2
ZINC36903544	CC(Br)C(=O)c1csc2ccccc12
ZINC37175410	CN(c1ccccc1CCl)C1CCSC1
ZINC37507423	Fc1ccc(-c2nc(CCl)cs2)cc1F
ZINC38337468	CC(c1ccccn1)C1CCCCC1Br
ZINC40265748	ClC(c1ccc(Br)cc1)c1ccoc1
ZINC40271981	Cc1ccc(C(Cl)c2ccc3c(c2)CCC3)o1
ZINC40278568	Cc1ccc(C(Br)c2cccnc2)cc1C
ZINC40283627	Fc1ccc(C(Br)C2CCCO2)cc1F
ZINC42728612	Cc1ccsc1C(=O)c1c(F)cccc1F
ZINC43208730	C=C(Br)Cc1cc(F)cc(OC)c1
ZINC43648558	O=C1c2ccccc2CCC1Cc1ccsc1
ZINC43654061	CC(C)(C)C1CCC(=O)C(Cc2ccsc2)C1
ZINC43676093	CC(C)C(=O)CCc1sccc1Br
ZINC48629724	Fc1cc(F)c(C(Cl)C2CCOC2)c(F)c1
ZINC48630159	Fc1ccc(C(Br)C2CCOC2)cc1F
ZINC52175302	BrC1CCCC1CC1CCOCC1
ZINC53339121	CC1CCC(Br)C(CC2CCCO2)C1
ZINC53339125	CC1CCC(Br)C(CC2CCCO2)C1
ZINC55331420	Cc1ccc(C(Cl)c2ccc(F)c(F)c2)c(C)n1
ZINC55331421	Cc1ccc(C(Cl)c2ccc(F)c(F)c2)c(C)n1
ZINC49942809	CC(c1ccc(Br)cc1)n1cccc1
ZINC62168719	BrC(Cc1ccccc1)C1CCOC1
ZINC62240555	CCc1ccc(C(Cl)C2CCCOC2)s1
ZINC62241100	ClC(c1ccc2c(c1)CCC2)C1CCCOC1
ZINC62241130	Cc1cc(C(Cl)C2CCCOC2)c(C)s1
ZINC62241132	Cc1cc(C(Cl)C2CCCOC2)c(C)s1
ZINC62241644	Cc1ccc(C(Br)C2CCCOC2)s1
ZINC62336314	CC1CC1C(Br)c1ccc2c(c1)COC2
ZINC62360778	BrC(c1ccccc1)c1cscn1
ZINC63041403	CC(C)C(c1ccncc1)C(C)Br
ZINC63041404	CC(C)C(c1ccncc1)C(C)Br
ZINC63042028	CCC(c1nccc2sccc12)C(C)Cl
ZINC63043101	CCC(Cl)Cc1ccc(Br)cn1
ZINC63044337	CC(Br)Cc1nc2ccccc2s1
ZINC63045290	CC(C)(C)C(Br)Cc1ccccn1
ZINC63046034	CC(Br)C(C)c1ccc(Cl)cn1
ZINC63064557	N#CC(CCl)Cc1cc(Br)cs1
ZINC63116459	CCCc1cc2cc(F)c(F)c(F)c2nc1Cl
ZINC65335465	Cc1cc(C)c(C(=O)CBr)cc1C
ZINC66309408	Fc1cc(Br)cc(F)c1OC(F)F
ZINC02383491	Clc1ccc(CSCCn2cccc2)cc1
ZINC01653080	CCOC(=S)SSC(Cl)(Cl)Cl
ZINC03876732	SCCCCOc1ccccc1Br
ZINC01673873	O=C(/C=C/c1ccccc1)C1(c2ccccc2)CC1
ZINC08080309	Cc1ccc(C(=O)/C=C/c2sccc2C)s1
ZINC35321654	BrCCSc1nc2ccccc2s1
ZINC36193696	Cc1cc(C)c(C)c(C(=O)CCCCl)c1C
ZINC36749903	Fc1ccc(OCCCCBr)cc1F
ZINC36867049	ClCc1ccccc1OCc1ccsc1
ZINC36905074	CC(Br)c1ccc(OC(F)F)cc1
ZINC36949752	CC1CCCC(OCCCCBr)C1
ZINC36985551	CC(C)N(C)c1cc(Br)ccc1CCl
ZINC37408500	CCCC(=O)CCc1ccc(F)c(Br)c1
ZINC38328520	C#CCCOc1ccccc1I
ZINC40271814	CCCc1ccc(C(Cl)C2CCCO2)cc1
ZINC41307924	SCCCCOc1c(Cl)cccc1Cl
ZINC42418233	Ic1ccc(OCC2CC2)cc1
ZINC43640788	ClCCCCOc1ccccc1Br
ZINC43676090	CCCC(=O)CCc1sccc1Br
ZINC43679118	C=CCCOCc1ccc(Br)s1
ZINC43679119	C=CCCOCc1sccc1Br
ZINC49600828	C=CCCOCc1ccc(Br)cc1
ZINC49600983	CC(C)COCc1ccccc1Br
ZINC49852736	FC(F)(F)COCCC1CCCCC1Cl
ZINC49988441	CCc1ccc(N(C)CCBr)cc1
ZINC50006464	Cc1ccc(N(C)CCCBr)cc1
ZINC50479774	CCCOC(CBr)c1ccc(C)cc1
ZINC02016250	CCC(C)OC(CBr)c1ccccc1
ZINC50480064	CCC(C)OC(CBr)c1ccc(F)cc1
ZINC50480860	Cc1ccc(C(CBr)OCC(C)C)cc1
ZINC50503106	FC(F)(F)COC1CCCCCC1Br
ZINC51174588	C/C=C/COCc1cc(Br)cs1
ZINC51174612	C/C=C/COCc1sccc1Br
ZINC52142311	C=CC(C)Oc1ccccc1I
ZINC52228543	CCC(=O)C(Br)Cc1ccc(C)c(F)c1
ZINC52228545	CCC(=O)C(Br)Cc1ccc(C)c(F)c1
ZINC53339137	CCC1CCC(Br)C(CC2CCCO2)C1
ZINC53779361	CC(C)CCC(=O)Cc1cc(Br)cs1
ZINC55022349	N#CCC(SCc1ccccc1)c1ccccc1
ZINC58469990	CC(C)c1ccc(CN(C)C/C=C/Cl)cc1
ZINC62144305	Cc1ccc(CC(Cl)c2cccnc2)cc1C
ZINC62144500	Fc1cccc(Cl)c1CC(Cl)C1CCOCC1
ZINC62144544	Fc1cccc(Cl)c1CC(Cl)C1CCOC1
ZINC62168301	Fc1ccccc1CC(Br)c1ccoc1
ZINC62168514	Cc1ccccc1CC(Br)C1CCOC1
ZINC62360324	CCc1ccc(C(Cl)c2cscn2)cc1
ZINC63040850	CC(C)C(c1ncccc1Br)C(C)Cl
ZINC63041307	CCc1csc(C(C(C)C)C(C)Br)n1
ZINC63044589	CCC(c1ncccc1C)C(C)Br
ZINC63157271	Cc1ccccc1CC(=O)C1CCCc2ccccc21
ZINC01436035	BrCc1ccccc1OCc1ccccc1
ZINC00246207	C=CCc1ccc(-c2ccc(Br)cc2)nc1
ZINC01673546	BrCCOC(c1ccccc1)c1ccccc1
ZINC05772951	O=C1c2ccccc2CC1SC(=S)c1ccccc1
ZINC15781798	CCCC(SC(C)(C)C)N1CCSC1=S
ZINC16764504	O=C(c1cccs1)C1CC1c1ccc(Cl)cc1
ZINC17197922	CSc1ccc(C(=O)/C=C/c2cccs2)cc1
ZINC19803918	Cc1cc(Cl)cc(C)c1OCCBr
ZINC35454304	ClCCOc1ccccc1I
ZINC35719566	CN(Cc1ccsc1)c1cccc(Cl)c1CCl
ZINC36943069	O=C(Cc1ccccc1F)c1ccc(Cl)s1
ZINC37175413	CN(c1cccc(Cl)c1CCl)C1CCSC1
ZINC37756209	FC(F)COc1ccc(Cl)cc1CBr
ZINC40278924	CCc1ccc(C(Br)c2ccoc2C)s1
ZINC40278926	CCc1ccc(C(Br)c2ccoc2C)s1
ZINC40283722	CCc1ccc(C(Br)C2CCCO2)cc1
ZINC41438895	Cc1ccc(-c2nc(CCBr)cs2)cc1
ZINC41440256	CCc1ccc(C2(CBr)CCOCC2)cc1
ZINC41466603	COc1ccc(Cl)cc1/C(C)=C/CCBr
ZINC42469420	ClCc1ccc(N(Cc2ccsc2)C2CC2)cc1
ZINC43463465	FC(F)(F)OCc1ccc(Br)s1
ZINC43662466	CC(C)OCCC1CCc2ccccc2C1Cl
ZINC49600956	CC(C)CCOCc1ccccc1Br
ZINC49732311	CC1Cc2cc(C(Br)CC3CC3)ccc2O1
ZINC49846987	ClCCc1nc(-c2ccc(Cl)cc2)cs1
ZINC49852871	CC(C)OCCC1CCc2ccccc2C1Cl
ZINC50480151	Clc1ccc(C(CBr)OCC2CC2)cc1
ZINC50502822	CC(OC1CCCC1Br)c1ccccc1
ZINC50502824	CC(OC1CCCC1Br)c1ccccc1
ZINC50503104	BrC1CCCC1OCCCc1ccccc1
ZINC51696402	COCC(Cl)CCc1sccc1Br
ZINC51696621	COCC(Cl)CCc1ccc(Br)cc1
ZINC52147231	BrC1CCCC1OCC1CCCCC1
ZINC52228315	Cc1cccc(CC(Br)C(=O)C2CC2)c1C
ZINC52228540	CCCC(=O)C(Br)Cc1ccc(C)c(F)c1
ZINC58930460	c1ccc(CCSCc2cccc3ccccc23)nc1
ZINC61618123	O=C(Cc1c(F)cccc1Cl)C1(c2ccccc2)CC1
ZINC62144547	Fc1cccc(Cl)c1CC(Cl)C1CCOC1
ZINC62144899	COCCC(Cl)Cc1ccc(Br)cc1
ZINC62147869	COCCC(Cl)Cc1cccc(Br)c1
ZINC62148603	Cc1ccc(CC(Br)c2cccnc2)cc1C
ZINC62168295	Cc1ccoc1C(Br)Cc1ccccc1F
ZINC62168696	BrC(CCc1ccco1)Cc1ccccc1
ZINC62168810	Cc1ccc(C)c(CC(Br)c2ccncc2)c1
ZINC62241671	CCc1ccc(C(Br)C2CCCOC2)s1
ZINC62241683	CCc1ccc(C(Br)C2CCCOC2)s1
ZINC62335980	CC(C)CC(Br)c1ccc2c(c1)COC2
ZINC63041326	Cc1ccnc(C(C(C)C)C(C)Br)c1
ZINC63044746	CCC(c1nc2ccccc2s1)C(C)Br
ZINC63045797	CC(C)C(Br)Cc1nc2ccccc2s1
ZINC03069520	Clc1nc(-c2cccnc2)nc2sc3c(c12)CCCC3
ZINC00151709	CCOc1ccc(-c2csc3ncnc(Cl)c23)cc1
ZINC04524423	C/N=C1/S/C(=C/c2ccc(Cl)cc2Cl)C(=O)N1C
ZINC01394825	CC(=O)c1cn(Cc2cnc(Cl)s2)c2ccccc12
ZINC00547002	Cc1ccc(CC2Sc3nc4ccccc4n3C2=O)cc1
ZINC03194118	CCc1nc(N2CCCCCC2)c2c3c(sc2n1)CCC3
ZINC01972884	CC1CCc2c(sc3ncn(C4CCCCC4)c(=O)c23)C1
ZINC07781103	O=C(/C=C/c1ccc2c(c1)OCO2)c1ccc(Cl)s1
ZINC12653061	Cc1nc(C)c(Cc2cccc3ccccc23)c(N(C)C)n1
ZINC13001282	CCC1c2ccsc2CCN1c1cnc2ccccc2n1
ZINC16739098	Cc1ccc(C)c(C(=O)C2CC2c2ccc3c(c2)OCO3)c1
ZINC19803112	CC1(C)Cc2cccc(OCc3ccc(Cl)nc3)c2O1
ZINC20469366	Cc1nn(C)c(OC2CCCc3ccccc32)c1CCl
ZINC24985463	Cc1csc(Sc2nnc(-c3ccccc3)s2)n1
ZINC27532587	CC1=C(/N=C\c2ccccc2)C(=O)N(c2ccccc2)C1C
ZINC35347213	CC(Cl)c1nc(Cc2ccc(Cl)cc2Cl)no1
ZINC36244379	Cc1cc(Br)c2nc(C(C)(C)C)c(C#N)n2c1
