ZINC00178939	NC(=O)c1c(NC(=O)c2cccnc2Cl)sc2c1CCCCC2
ZINC62930646	Cc1cc(C)c(S(=O)(=O)Nc2ccc(Cl)c(S(N)(=O)=O)c2)c(C)c1
ZINC63268456	Cc1sc2[nH]c(CCC(=O)NNc3cccc(Cl)c3)nc(=O)c2c1C
ZINC63584452	Cc1ccc(S(N)(=O)=O)cc1C(=O)N1CCC(Nc2ccc(F)cc2)CC1
ZINC64940461	Cc1cc(Cl)ccc1S(=O)(=O)NNC(=O)NCCc1cccs1
ZINC50581361	O=C(NCC(=O)N1CC=C(c2c[nH]c3cc(F)ccc23)CC1)NCC1CCCC1
ZINC65420364	CC(=O)Nc1cc(NC(=O)NC(C)COc2ccc(C)cc2)c(F)cc1F
ZINC66097420	O=C(CCNC(=O)C1CCC1)Nc1cc(-c2cc(Cl)cc(Cl)c2)[nH]n1
ZINC66136052	CNC(=O)c1c(C)nc(N)nc1COc1ccc(Br)cc1C(C)C
ZINC66671506	Cc1csc(Sc2ccc(NC(=O)NCC(=O)NC3CC3)c(C)c2)n1
ZINC66719349	Cc1cc(NC(=O)C(=O)NC2CC3CCC2(C)C3(C)C)ccc1C(=O)NC(C)C
ZINC66981759	CC(=O)Nc1cc(NC(=O)NC(C)COc2ccccc2F)c(F)cc1F
ZINC66981866	CC(=O)Nc1cc(NC(=O)NC(C)COc2ccc(F)cc2)c(F)cc1F
ZINC67000698	Cc1ccc(NC(=O)C(=O)NCC2(O)CCCc3ccccc32)c2cccnc12
ZINC67028274	CC1=C(C(=O)Nc2ccccc2C(F)(F)F)C(c2cc[nH]n2)NC(=S)N1C
ZINC67081803	Cc1ccsc1C(=O)NNC(=O)NC(C)c1oc2ccc(F)cc2c1C
ZINC67095224	CS(=O)(=O)c1cc(S(N)(=O)=O)ccc1NCC12CC3CC(CC(C3)C1)C2
ZINC67116495	COC(=O)C1=C(C)NC(=S)NC1c1cc(OC)c(O)cc1Br
ZINC67246370	O=C1NC(=O)C2(CCC(C(=O)Nc3ccccc3Sc3ccccc3)CC2)N1
ZINC67256424	CNS(=O)(=O)c1cccc(C(C)NC(=O)Nc2ccc3sccc3c2)c1
ZINC67488257	Cc1cc(C(=O)NNC(=O)NC(C)(C)c2cccc(C(F)(F)F)c2)c(C)o1
ZINC67607008	Cc1ccc(C(C)NC(=O)NCc2cccc(NC(=O)C3CCCO3)c2)cc1
ZINC00375075	CCOc1cc(C2Nc3ccccc3C(=O)N2O)ccc1O
ZINC01004523	CCc1n[nH]c2c1C(c1cccc(OC)c1)C(C#N)=C(N)O2
ZINC04853170	CCOc1ccccc1/C=C(\C#N)c1n[nH]c(N)c1C#N
ZINC00198104	COc1ccc(OC)c(C2C(C#N)=C(N)SC(=N)C2C#N)c1
ZINC06748276	CSc1nc2c(c(=O)[nH]1)C(c1cccc(O)c1)CC(=O)N2
ZINC11727798	CC(C)Oc1ccc2nc3c(cc2c1)c(N)nn3CCO
ZINC07061300	Cc1cccc(-n2ccnc2SC(C)C(=O)NC(N)=O)c1
ZINC06556564	Cc1cc(C)c2[nH]c3nc(SCC(N)=O)nnc3c2c1
ZINC19983929	CC1CN(CC(=O)/N=c2\[nH]c3ccc(N)cc3s2)CCO1
ZINC22535515	Nn1c(SC2CCCCNC2=O)nnc1C1CCCCC1
ZINC28294020	COc1cc(O)ccc1C1N=C(O)NC2=C1C(=O)CC(C)(C)C2
ZINC31890678	CCC1Nc2ccc(S(=O)(=O)NC3CC3)cc2NC1=O
ZINC06056625	CN1N=C(N)/C(=N/Nc2ccccc2C(F)(F)F)C1=O
ZINC37063413	Cc1ccc(S(=O)(=O)Nc2cc(C)nn2C)c(N)c1
ZINC37302973	COC1CCCCC1Nc1ccc2[nH]c(=O)c(=O)[nH]c2c1
ZINC37302977	COC1CCCCC1Nc1ccc2[nH]c(=O)c(=O)[nH]c2c1
ZINC37759233	N#Cc1cc(N)cnc1Oc1ccc2c(c1)CCC(=O)N2
ZINC39133419	Cc1ccccc1C1[NH+]=C(c2ccnc(N)n2)C=C1C(=O)[O-]
ZINC39969994	CCc1ccc(C2CC(=O)NC3=NC(N)=NC(=O)C32)cc1
ZINC40291912	Cc1nnc(OC2CCCCC2C)c(/C(N)=N/O)c1C
ZINC40291974	Cc1nnc(Oc2ccc(F)c(F)c2)c(/C(N)=N/O)c1C
ZINC42458765	CC(CN(C)C(=O)c1ccc(Br)o1)/C(N)=N/O
ZINC44783506	CC1CN(C(=O)C2(/C(N)=N/O)CCCCCC2)CC(C)O1
ZINC44785210	CC1CN(C(=O)C2(/C(N)=N/O)CCCCCC2)C(C)CO1
ZINC45061933	CN(C/C(N)=N/O)S(=O)(=O)c1cc(Cl)ccc1Cl
ZINC47682076	Cc1ccc(-c2nc3sc(C(N)=O)c(C)c3c(=O)[nH]2)o1
ZINC48561387	NC(=O)NCC1CCCN(c2ncnc3ccsc23)C1
ZINC49117943	CCC1CCCCC1NS(=O)(=O)c1cn(C)nc1N
ZINC49430987	Cc1oc(C)c(C(=O)NNC(=O)NC2CCCC2)c1C
ZINC50046468	CN(C)c1nc(N)nc(CSc2ccccc2O)n1
ZINC50266062	CCn1cc(S(=O)(=O)[N-]c2ccc(C)c(N)c2C)[nH+]c1C
ZINC50321110	CC(C)c1[nH]nc(C(=O)N2CCOC3CCCCC32)c1N
ZINC50321112	CC(C)c1[nH]nc(C(=O)N2CCOC3CCCCC32)c1N
ZINC50673639	CC(NS(=O)(=O)c1cnc(N)nc1)c1cccc(Cl)c1
ZINC51150574	NNc1ccc(CSc2nnc3n2CCCCC3)cn1
ZINC51151043	NNc1snnc1CSc1ncnc2ccccc12
ZINC51606548	Cc1cc(C)nc(Sc2cc3nc[nH]c(=O)c3cc2N)n1
ZINC52551534	CCC1(CC)CNC(=O)C2=C1N=C(c1ccnc(N)n1)C2
ZINC50634079	COc1ccc(C)cc1[N-]S(=O)(=O)c1cc[nH+]c(N)c1
ZINC54421397	Nc1nonc1C(=O)NC1CCCC(C(F)(F)F)C1
ZINC58232995	Nc1ccc(F)c(-c2nnc(NC(=O)C3CCCO3)s2)c1
ZINC59041064	COc1ccccc1N1CCN(C2N=C(C)[NH+]=C2N)CC1
ZINC61406726	N/C(=N/O)c1ccccc1CSc1nnc2ccccn12
ZINC61594076	CC(C)n1c(Sc2ccc(N)c3cccnc23)n[nH]c1=O
ZINC61818860	Nc1n[nH]cc1S(=O)(=O)N1CCC2(CCCCC2)CC1
ZINC62660460	CC(NC(=O)c1cscn1)c1ccc2[nH]c(=O)[nH]c2c1
ZINC62810621	Nc1c[nH]nc1C(=O)N1CCN(c2cccc(Cl)c2)CC1
ZINC63105155	Cn1c(Sc2nc3ccc(N)cc3s2)n[nH]c1=O
ZINC63908868	Cc1c(C(=O)NC2=NNC(C)S2)[nH]c2c1C(=O)CCC2
ZINC64428725	O=C(Cc1coc2cc3c(cc12)CCC3)NNC(=O)NC1CC1
ZINC03286864	CCOC(=O)c1sc(NC(=S)Nc2cccc(C)c2C)cc1C
ZINC08561447	CCCOc1ccccc1C(=O)NC(=S)Nc1ccc(F)c(Cl)c1
ZINC09260218	CC(C)Oc1ccccc1C(=O)NC(=S)NCc1ccccc1Cl
ZINC11801243	COc1ccc(C(N)=S)cc1OCCOc1ccc(C(C)C)cc1
ZINC11802344	CCOc1cc(C(N)=S)cc(Cl)c1OCCOc1ccccc1
ZINC11885914	CCOc1cc(C(N)=S)ccc1OCCOc1c(C)cccc1C
ZINC11946842	CCOc1cc(C(N)=S)ccc1OCCOc1ccc(C(C)C)c(C)c1
ZINC12211183	CSc1nc(NCCCCCO)c2c3c(sc2n1)CCCC3
ZINC12592283	CC(=O)c1cccc(NCC(=O)NC(c2ccccc2)c2cccs2)c1
ZINC13330788	S=C(NCCc1ccccc1)Nc1ccn(Cc2ccccc2Cl)n1
ZINC14650173	C=CCNC(=S)NC(=O)c1cc(Br)ccc1OCCCC
ZINC14651139	CCNC(=S)NC(=O)c1cc(Br)ccc1OCCC(C)C
ZINC14653328	CCCOc1ccc(Br)cc1C(=O)NC(=S)NC(C)(C)C
ZINC14879283	CCC(C)CNC(=O)CCC1(Cc2ccc3ccccc3c2)CCC(=O)N1
ZINC14909550	Cc1ccc(NC(=O)CSCC(=O)Nc2ccccc2C(C)C)c(C)c1
ZINC17072788	C#CC(CC)(CC)NC(=S)Nc1sc2c(c1C(=O)OC)CCC2
ZINC21897801	CCCCCNC(=O)C(NC(=O)C12CC3CC(CC(C3)C1)C2)C(C)C
ZINC25472953	Cc1cccc(NC(=O)CNc2cc(F)ccc2OCC(F)(F)F)c1C
ZINC04457694	C=C(C)C1CC=C(C)/C(=N/NC(=O)CCCNc2cccc(C)c2)C1
ZINC02873157	CCCCC(=O)NC(=S)Nc1cccc(Cl)c1N1CCCCC1
ZINC25348737	CC(C)CCC(C)NC(=O)C(NC(=O)c1ccccc1Cl)C(C)C
ZINC40318640	CCCCN(C(C)CC)S(=O)(=O)c1c(Cl)cc(N)cc1Cl
ZINC40491752	CCC(C)(C)NC(=O)C(C)Nc1cccc(Br)c1COC
ZINC40657541	Cc1cc(C(CC(=O)NCC(=O)NC2CCCCC2)C2CC2)ccc1F
ZINC40677390	COc1ccc(C(CC(=O)NCC2(CO)CCCCC2)C2CC2)cc1C
ZINC40899182	Cc1ccc(NC(=S)NC(=O)COc2ccc(C(C)C)c(C)c2)c(C)c1
ZINC41311284	CCCC(CC(=O)NCC(=O)NC1CCCCC1)c1ccc(F)cc1
ZINC43224671	CCc1c(-c2ccc(OC)c(C)c2)c(C(N)=O)c(C)n1CCC(C)C
ZINC49414226	Cc1ccc(NC(=O)NCCOCCC(C)C)c(Br)c1
ZINC52468417	CCOCc1ccccc1NC(=O)NCCSCc1ccc(C)cc1
ZINC55154027	CCOc1cc(C)ccc1NCC(=O)Nc1c(CC)cccc1CC
ZINC55244030	Cc1ccc(SCC[NH+](C)Cc2c(C(=O)[O-])[nH]c3ccc(C)cc23)cc1
ZINC04978463	N/C(Cc1cccc2ccccc12)=N\OC(=O)CSc1ccccc1
ZINC56188243	CCOc1ccc(NC(C)C(=O)NCc2cccs2)cc1Cl
ZINC56205634	CCOc1ccc(NC(C)C(=O)Nc2c(C)cccc2CC)cc1F
ZINC56207386	CCc1cccc(CC)c1NC(=O)C(C)Nc1cc(F)c(OC)c(F)c1
ZINC56207557	COc1c(F)cc(NC(C)C(=O)NCCc2ccc(F)cc2)cc1F
ZINC56728381	CCOCc1ccccc1NC(=O)NC(C)c1ccccc1C(F)(F)F
ZINC58050930	CCc1ccc(C(NCC(=O)NC(C)(C#N)C2CC2)c2cccs2)cc1
ZINC59266764	COc1ccccc1CCNC(=O)NC(c1ccccc1)C(C)(C)C
ZINC59337653	CC(C)Oc1cccc(CNC(=O)Nc2ccccc2SC(F)F)c1
ZINC59853167	CC(C)Oc1cccc(CNC(=O)NC(c2cccs2)C(C)C)c1
ZINC60346019	CCCCC1CCC(C(=O)NCCNC(=O)CC2CCCC2)CC1
ZINC08687466	CCN(Cc1ccccc1)c1ccc(/C=N/[NH+]=C(\[S-])NC(C)C)cc1
ZINC08687466	CCN(Cc1ccccc1)c1ccc(/C=N/NC(=S)NC(C)C)cc1
ZINC63311637	CCOc1cccc(C(C)NC(C)C(=O)Nc2ccc(C)cc2C)c1
ZINC06795352	CCn1c(C(=O)[O-])c(C[NH2+]CCC2=CCCCC2)c2ccc(C)cc21
ZINC65483720	CC(COCC(F)(F)F)NC(=O)NC(c1cccs1)C(C)(C)C
ZINC66062946	C=C(C)COc1ccccc1NCC(=O)NC(CC)c1ccccc1
ZINC66357697	CC(CC(=O)NCCc1cc(F)cc(F)c1)NC(=O)C1CCCCC1
ZINC67011799	CCOc1ccc(O)c(CNCc2sc(-c3ccccc3)nc2C)c1
ZINC00342039	Cc1cc(C)c(NC(=O)C(C)Sc2nnc(N)s2)c(C)c1
ZINC06050007	COc1cc(C2NC(=O)c3cc(C(C)C)sc3N2)ccc1O
ZINC13739311	C/C(=N\NC(N)=S)c1cc2cc(Br)ccc2oc1=O
ZINC14199324	NC(=O)c1ccc(S(=O)(=O)NC2CCC3CCCCC3C2)cc1
ZINC19985129	CC1CN(CC(=O)Nc2c(Cl)cc(N)cc2Cl)CC(C)O1
ZINC21509882	COc1ccc(N)cc1S(=O)(=O)Nc1cc(F)ccc1C
ZINC21796789	CC1CN(C(C)C(=O)Nc2c(N)cc(Cl)cc2Cl)CCO1
ZINC22153984	NC(=S)c1ccnc(Nc2ccc3c(c2)OCCCO3)c1
ZINC32397130	NC(=O)N1CCCC(C(=O)NC(c2cccs2)C2CCCC2)C1
ZINC31991741	Nc1cccc2[nH]nc(-c3cccc(CN4CCOCC4)c3)c12
ZINC33045271	CC(C)(C)C1CCCCC1NC(=O)C1CCCN(C(N)=O)C1
ZINC35354213	CC1Cc2ccccc2N1S(=O)(=O)c1ccccc1NN
ZINC35734426	CC(NS(=O)(=O)c1c(N)cc(Cl)cc1Cl)C1CCCO1
ZINC37011223	CC1CC1C(=O)Nc1c(Cl)cc(S(N)(=O)=O)cc1Cl
ZINC37317948	Cc1ncsc1C(C)Nc1cc(S(N)(=O)=O)ccc1Cl
ZINC37509432	Cc1ccc(S(N)(=O)=O)cc1NCc1ccc(Cl)o1
ZINC38053269	Nc1cc(Cl)c(NC(=O)CCn2cc(Cl)cn2)c(Cl)c1
ZINC38055777	Nc1ccc(OCc2nc3ccc(Cl)cc3c(=O)[nH]2)cc1
ZINC18195780	NC1=NN(c2ccccc2)C(=O)C1C(O)c1ccc(Cl)cc1
ZINC40337710	CC(c1ccccc1O)N(C)S(=O)(=O)c1cccc(N)c1
ZINC40348273	Cc1ccc(C(C)NS(=O)(=O)c2ccc(Cl)c(N)c2)o1
ZINC40728765	Cc1nn(CC(=O)Nc2c(N)cc(Cl)cc2Cl)c(C)c1C
ZINC40732941	Cc1ccc(CNc2ncnc(N3CCC(C)CC3)c2N)cc1
ZINC42142787	CC(Sc1nc2ccc(N)cc2o1)C(=O)NC1CCCC1
ZINC43592388	COc1ccc(Cl)cc1NS(=O)(=O)c1ccc(N)cc1F
ZINC45047602	CC1(NC(=O)c2ccc(S(N)(=O)=O)cc2F)CCCCC1
ZINC46500738	CC1CC(C)CN(C(=O)CNc2ccc(C(N)=O)c(Cl)c2)C1
ZINC48926275	CC1(C)COCCN1CC(=O)Nc1c(Cl)cc(N)cc1Cl
ZINC49150199	CCc1[nH]/c(=N/S(=O)(=O)c2c(F)cc(N)cc2F)sc1C
ZINC49183049	CC(C)CNC(=O)NNC(=O)c1ccc(Br)s1
ZINC49563397	COc1cc(F)ccc1NS(=O)(=O)c1ccc(N)cc1C
ZINC50038808	CC1CCCCC1NC(=O)Nc1cc(C(F)(F)F)c[nH]c1=O
ZINC50653430	Nc1ncc(Br)cc1S(=O)(=O)NCC1CCCC1
ZINC51601071	N#CCc1ccc(NS(=O)(=O)c2cc(F)ccc2N)cc1
ZINC51637360	CC1CCN(S(=O)(=O)Nc2ccc(F)c(C(N)=S)c2)CC1
ZINC52308705	Cc1cc(SC(C)C(=O)Nc2ccc(Cl)cc2N)n(C)n1
ZINC54185571	Cc1nnc(Sc2cccc(Cl)c2)c(/C(N)=N/O)c1C
ZINC54308490	O=C(CC1CCC[NH2+]C1)Nc1c(Cl)cc(Cl)cc1C(=O)[O-]
ZINC58057567	CC(C)c1ccc(-c2cc(=O)[nH]c(-c3ccccn3)n2)cc1N
ZINC37099254	Cc1cc(C(=O)NC2CCCCC2C)cc(S(N)(=O)=O)c1C
ZINC61696894	CC(=O)c1ccc(Sc2nc(N)cc(=O)[nH]2)c(Br)c1
ZINC61895335	Cc1ccn(CC(=O)Nc2c(N)cc(Cl)cc2Cl)c(=O)c1
ZINC62115782	O=C([O-])c1ccc(Br)cc1NC(=O)C1CC[NH2+]C1
ZINC62789735	N/C(=N/O)c1ccc(Cl)cc1Sc1nc2ccccc2o1
ZINC39584256	CC1=CC(C(=O)N/N=C/c2ccc(Br)s2)NN1
ZINC63337563	Cc1cc(C)c(S(N)(=O)=O)cc1C(=O)NC1CCCCC1C
ZINC63388796	CNC(=O)C1CCC(NC(=O)Nc2ccc(F)cc2Cl)CC1
ZINC63799146	Cc1cc(C)c(CNC(=O)N2CCC(C(N)=O)CC2)c(C)c1
ZINC66650884	CC1(CNC(=O)c2cc(S(N)(=O)=O)ccc2Cl)CCCC1
ZINC67201866	CC(NC(=O)C1CC1c1cccc(F)c1)c1ccc2[nH]c(=O)[nH]c2c1
ZINC04094512	CCCCOCC(O)Cn1c(Cc2ccccc2)nc2ccccc21
ZINC02176093	C=CCOc1ccc(/C=N/NC(=O)CSc2ccc(C)cc2)cc1
ZINC09869033	CCOc1ccccc1NC(=O)C(C)Oc1ccccc1C(C)CC
ZINC11526721	C=CCNc1nnc(SCCOc2c(C)cccc2C)s1
ZINC12556615	CCCCCCn1c(SCC2CCC(=O)N2)nc2ccccc21
ZINC14664485	CCCN(CCC)C(=S)NC(=O)c1ccccc1OC(C)C
ZINC17032173	CCC(/C=N/NS(=O)(=O)c1ccc(C(C)CC)cc1)CC
ZINC19204905	C=CCO/N=C(\CCC)C1=C(NC(C)(C)C)CC(C)(C)CC1=O
ZINC19738521	CCOCCOc1cccc(NCCOc2c(C)cccc2C)c1
ZINC19809289	CCCCCCC(C)NC(=O)CC(C)(C)CC(=O)N1CCCCC1
ZINC20761980	CCN(CC)c1ccc(/C=N/NCc2ccccc2OC)cc1
ZINC27824514	CCCCCOc1cc(C)c(Cl)cc1S(=O)(=O)NCC
ZINC32601788	CCCCOc1cc(C)c(Cl)cc1S(=O)(=O)NCCC
ZINC34712717	C=CCOc1cccc(-c2nc(C(=O)NCCC(C)C)cs2)c1
ZINC35160088	CCCCC(CC)C(=O)Nc1cc(C)c(C(=O)OCC)s1
ZINC35563797	C=C(C)CSc1nnc(NC(=O)C(CC)CCCC)s1
ZINC35574887	C=CCOc1cccc2c1cc(C(=O)NC(C)CC)n2C/C=C\C
ZINC36493222	CCCCNC(=O)C(C(CC)CC)N(C(=O)CC)C1CCCCC1
ZINC36493223	CCCCNC(=O)C(C(CC)CC)N(C(=O)CC)C1CCCCC1
ZINC36535555	CCCC(=O)N(C)C(C(=O)NC(C)(C)CC(C)(C)C)C(CC)CC
ZINC36540144	CCCCCC(C(=O)NC(C)(C)CC(C)(C)C)N(C)C(=O)CC
ZINC36569914	CCC/C=C/C(C(=O)NC(C)(C)CC(C)(C)C)N(C=O)CCC
ZINC36573676	CCCN(C(=O)C=C(C)C)C(C(=O)NC(C)(C)C)C(CC)CC
ZINC36573957	CCC/C=C/C(C(=O)NC(C)(C)C)N(CCC)C(=O)CCC
ZINC36578646	CCCN(C(=O)CC)C(C(=O)NC1CCCCC1)C(CC)CC
ZINC36578716	CCCCCC(C(=O)NC1CCCCC1)N(CCC)C(=O)CC
ZINC36580425	C/C=C\C(C(=O)NCCCC)N(C(=O)C1CCCCC1)C(C)(C)C
ZINC36580633	CCC/C=C/C(C(=O)NC(C)(C)C)N(C(=O)CC(C)C)C(C)(C)C
ZINC36592000	C=C(C)C(=O)N(C(/C=C/CCC)C(=O)NC(C)(C)C)C(C)(C)C
ZINC36592099	C=C(C)C(=O)N(C(CCCCC)C(=O)NC(C)(C)C)C(C)(C)C
ZINC36594380	C/C=C\C(C(=O)NC(C)(C)CC(C)(C)C)N(C(=O)CC)C(C)(C)C
ZINC36594681	C/C=C/C(C(=O)NC1CCCCC1)N(C(=O)CCCC)C(C)(C)C
ZINC40038610	C=CCSc1nnc(NC(=O)C2CCC(CCCC)CC2)s1
ZINC41144497	CCOc1cc(OCC)c(-c2ccc(NC)s2)c(OCC)c1
ZINC50832534	CCCCCCC(C)OCc1nc(NC)c2ccsc2n1
ZINC57922677	C=C(C)COc1ccc(C(C)=O)cc1NC(=O)C(CC)CC
ZINC57988532	CCCCCOc1cccc(-c2sc(NC)nc2C)c1OC
ZINC58411219	CCC(CC)C(=O)N(C)CCCc1cc(-c2ccc(F)cc2)n[nH]1
ZINC60213048	CCCCC(CC)CNC(=O)C(C)(C)c1ccc2c(c1)OCCO2
ZINC62492829	CCC[NH+](CCC)CCc1nc(C(C)(C)C)c(C(=O)[O-])s1
ZINC66166432	Cc1cccc(OC(C)CNc2ccc(OCC3CCCO3)cc2)c1
ZINC66166437	Cc1cccc(OC(C)CNc2ccc(OCC3CCCO3)cc2)c1
ZINC66167561	COCCOc1ccc(NCCOc2ccc(C(C)C)cc2)cc1
ZINC66167622	CCc1ccc(OC(C)CNc2ccc(OCCOC)cc2)cc1
ZINC66170053	CCOCCOc1cccc(NCC(C)Oc2ccccc2C)c1
ZINC66170376	Cc1cccc(C)c1OCCNc1cccc(OCC2CCCO2)c1
ZINC66170383	Cc1ccc(OCCNc2cccc(OCC3CCCO3)c2)c(C)c1
ZINC66171491	COCCOc1cccc(NCC(C)Oc2c(C)cccc2C)c1
ZINC66171621	Cc1cccc(OC(C)CNc2ccccc2OCC2CCCO2)c1
ZINC66645241	CC(C)CC(C)(C#N)NC(=O)CCc1ccccc1OC(F)(F)F
ZINC05175419	CCCCCOc1c(Br)cc(C=O)cc1OC
ZINC00236799	CCOc1ccc(/N=C/c2ccc(N(CC)CC)cc2)cc1
ZINC14658248	CCCN(CCC)C(=O)c1ccc(OC(C)C)c(Br)c1
ZINC15657748	CC/C(=C\CC/C(C)=C/C(=O)OC)CCC1OC1(C)CC
ZINC19720996	CC(C)c1cccc(C(C)C)c1OCCCCN1CCOCC1
ZINC35120003	CCCCC(=O)N1C(C(=O)OC(C)C)CSC1C(C)(C)C
ZINC35124218	CCCCOC(=O)C1CSC(C2CCCCC2)N1C(=O)CC
ZINC35180638	CCCCN(CCCC)C(=O)c1cc(Br)cn1C
ZINC35278201	CCCCN(Cc1cccn1C)C(=O)c1ccc(C(C)(C)C)cc1
ZINC35349225	CCC(C)c1ccccc1OCCCN1CC(C)OC(C)C1
ZINC37342420	CCOc1ccc(C(=O)COC2CCCCC2CC)cc1
ZINC37364803	CCCC(C)C(=O)c1cc(OCC)c(OCC)cc1Cl
ZINC37979712	CC(C)CCN(CCC(C)C)C(=O)c1cc(Cl)ccn1
ZINC38109769	CCCCCN(C(C)C)S(=O)(=O)c1sc(Cl)nc1C
ZINC39773189	COCCCn1c(SC(C)C)nnc1-c1ccc(Cl)cc1
ZINC40224078	C=CCc1ccccc1OCCCn1cnc2cc(C)c(C)cc21
ZINC40422778	CCCCN(C(C)CC)S(=O)(=O)c1ccccc1Br
ZINC41091297	CCCCN(CCCC)S(=O)(=O)c1ccc(F)c(C)c1
ZINC41737018	Cc1ccc(OCCN(C)C(=O)CCCl)c(C(C)(C)C)c1
ZINC42298982	CCN(CC(=O)OC)C(=O)c1ccc(SC(F)(F)F)cc1
ZINC49446990	C#CCOCC1CCN(C(=O)C2CCC(CCCC)CC2)CC1
ZINC51363123	CCCCC(CC)C(=O)c1ccc2c(c1)oc(=O)n2CC
ZINC13939919	C=CCN(CC=C)S(=O)(=O)c1ccc(C(C)(C)C)cc1
ZINC57629788	CCCCN(C)C(=O)CC(C#N)c1ccc(C(C)(C)C)cc1
ZINC57654117	COc1ccc(OC(C#N)CCc2ccc(C(C)C)cc2)cc1
ZINC57654145	CCOc1ccccc1OC(C#N)CCc1ccc(C)c(C)c1
ZINC57684985	CCOc1cccc(OCCC(C#N)c2ccc(C)cc2)c1
ZINC57685360	COc1ccccc1OCCCC(C#N)c1ccccc1Cl
ZINC57686036	CCOc1ccc(OCCC(C#N)c2cccc(Cl)c2)cc1
ZINC57696082	CCc1ccc(OC)c(C(C#N)CCOc2cccc(F)c2)c1
ZINC57697173	CCc1ccccc1OCCC(C#N)c1cc(F)ccc1OC
ZINC57743154	CCCN(CCC)C(=O)C(C#N)Cc1ccc(Cl)c(Cl)c1
ZINC57784098	CC(=O)c1ccc(OCC(=O)OC(C)c2ccc(C)cc2)cc1
ZINC57932396	CCCCSc1nnc(-c2ccc(F)cc2)n1CC1CCCO1
ZINC58345005	CC1CCCCC1OCCN(Cc1cccs1)CC1CCCO1
ZINC58700989	CC(c1cccc(C(F)(F)F)c1)N(C(=O)CCc1ccco1)C1CC1
ZINC59121941	CCSc1nnc(SCCOC2CCCCC2C)s1
ZINC00485280	CCOC(=O)c1ccc(/N=C/c2ccccc2OCC)cc1
ZINC59808284	C=CCn1c(SC(C)CC)nnc1-c1cccc(OC)c1
ZINC59984018	CCN(CC1CCCO1)C(=O)C(C)Oc1ccc(C(C)(C)C)cc1
ZINC60020056	CCN(CC(C)C#N)C(=O)C(C)Oc1ccc(C(C)(C)C)cc1
ZINC60020062	CCN(CC(C)C#N)C(=O)C(C)Oc1ccc(C(C)(C)C)cc1
ZINC62109244	CCOCC1CCCN(C(=O)CC(c2ccc(F)cc2)C(C)C)C1
ZINC62170464	CCC(C)OC(=O)c1ccccc1OCc1ccccc1C
ZINC62276180	CCCC(CC(=O)N(C)CCC1CCCCO1)c1ccc(F)cc1
ZINC62291177	CCCCCn1nnc(C=O)c1-c1ccc(C(C)(C)C)cc1
ZINC62291213	CCCCCn1nnc(C=O)c1Cc1ccc(Cl)cc1
ZINC62292079	CCCCCCn1nnc(C=O)c1-c1ccc(F)c(F)c1F
ZINC62315369	C=C(C)Cn1nnc(C=O)c1C1CCC(CCCC)CC1
ZINC62326053	Cc1cc(C(CC(=O)N(C)CCC2CCCCO2)C2CC2)ccc1F
ZINC04252612	CCCCC(=O)/N=c1\sc2cccc(F)c2n1CCOCC
ZINC04459609	CCC(C)N(Cc1cccn1Cc1cccc(Cl)c1)C(=O)C(C)Cl
ZINC02985668	CCOc1ccccc1OCCOc1c(C)cc(C)cc1Br
ZINC02881282	Cc1ccc(SCCOCCn2cnc3cc(C)c(C)cc32)cc1
ZINC00421342	CCc1ccc(OCc2nnc(SCc3ccc(C)cc3)o2)cc1
ZINC05468195	CCCN(CCC)C(=O)C(C)Oc1ccc(Cl)cc1Cl
ZINC06158490	C#CCN(C(=O)Oc1ccccc1)C(CC=C)C1CCCCC1
ZINC06319145	CCOC(=O)c1c(C)n(CC(C)C)c2c1cc(OCC)c1ccccc12
ZINC07780181	C=CCn1c(SC(C#N)Cc2ccccc2)nnc1C1CCCCC1
ZINC08313904	Cc1ccc(C(=O)COC(=O)COc2ccc(Cl)c(C)c2)c(C)c1
ZINC08729780	CCOc1cc(C=O)c(Sc2ccc(Cl)cc2)cc1OCC
ZINC11953692	COc1ccc(C#N)c(OCCOc2c(C)cccc2C(C)(C)C)c1
ZINC11993169	CCOc1cc(C#N)ccc1OCCOc1ccc(Cl)cc1Cl
ZINC12588631	CC1CCC(C(C)C)C(OC(=O)COC(=O)c2ccccc2F)C1
ZINC15833374	COc1cccc(OCCSc2nc3ccccc3n2C(C)C)c1
ZINC19722948	C=CCN(CC=C)Cc1cccn1-c1nc2ccc(C)cc2s1
ZINC16247194	Cc1ccc(OCCCCN2CC(C)OC(C)C2)c(C(C)(C)C)c1
ZINC20167341	Cc1ccc(C(C)C)c(OCCCCN2CC(C)OC(C)C2)c1
ZINC20202267	C#CCN(Cc1nc(-c2ccccc2OCC)oc1C)C1CCCCC1
ZINC20369946	CCCCN(CCCC)C(=O)c1cc(F)ccc1Br
ZINC27822910	CCCCCOc1cc(C)c(Cl)cc1S(=O)(=O)N1CCCC1
ZINC35306908	C=CCN(Cc1cccn1Cc1cccc(Cl)c1)C(=O)c1cccs1
ZINC35414439	CCCOc1ccc(CBr)c(OCc2ccc(F)cc2)c1
ZINC35955427	CCCN(CCC)C(=O)c1cn2c(n1)CCC(c1ccc(CC)cc1)C2
ZINC36203687	CCN(CC)c1ccc(C(=O)CSC2CCCCC2)cc1C
ZINC37640509	CCCCCn1c(=O)n(CCCC)c(=O)c2c3c(sc21)CCC3
