ZINC06680090	CCNC(=O)c1cc(S(=O)(=O)NCC(=O)[O-])c(C)s1
ZINC40582719	O=C([O-])CNC(=O)CNC(=O)N1CCCC(CO)C1
ZINC42397372	CNC(=O)C1CCCN1C(=O)NC(CC(N)=O)C(=O)[O-]
ZINC42407126	NC(=O)CC(NC(=O)N1CCCCC1C(N)=O)C(=O)[O-]
ZINC44887121	Cc1cc(S(=O)(=O)NC(C)c2nnn[n-]2)cc(N)c1C
ZINC44887673	Cc1c(N)cc(S(=O)(=O)NCc2nnn[n-]2)cc1Cl
ZINC44925553	Nc1cc(S(N)(=O)=O)ccc1NCc1nnn[n-]1
ZINC48847137	O=C1CCC(C(=O)Nc2ccc(O)cc2C(=O)[O-])=NN1
ZINC48916862	CCC1COC(C)CN1C(=O)NC(CC(N)=O)C(=O)[O-]
ZINC49104725	CC(NC(=O)Nc1ccc(C(=O)[O-])cc1O)C(=O)N(C)C
ZINC49152474	CCNC(=O)NNS(=O)(=O)c1ccc2nc([O-])oc2c1
ZINC49228851	CCNC(=O)C(C)NC(=O)N1CC(O)CC1C(=O)[O-]
ZINC50398112	O=C([O-])COCC(=O)NC(=O)NC1CCCNC1=O
ZINC50672791	Nc1cc([N+](=O)[O-])ccc1S(=O)(=O)NCc1nnn[n-]1
ZINC51116306	NNc1ncc(Br)cc1C(=O)NCc1nnn[n-]1
ZINC04552127	O=[N+]([O-])/N=C1/[N-]C2Nc3nonc3NC2N1
ZINC03131524	Nc1c(S(=O)(=O)[O-])cc2c3c(cccc13)C(=O)N(N)C2=O
ZINC61685655	NNc1ccc(S(=O)(=O)[N-]c2ccon2)c([N+](=O)[O-])c1
ZINC61685667	NNc1ncc(Br)cc1S(=O)(=O)[N-]c1ccon1
ZINC61844863	COc1ccc(S(=O)(=O)[N-]c2nnc[nH]2)cc1C(N)=O
ZINC09320204	CC/C(NNC(=O)c1ccccc1)=C1/C(=O)NC(=O)N=C1[O-]
ZINC09320204	CC/C(NNC(=O)c1ccccc1)=C1\C(=O)NC(=O)N=C1[O-]
ZINC62846777	CCC1(C(=O)[O-])CCN(C(=O)NCCS(N)(=O)=O)CC1
ZINC62946740	NC(=O)N1CCCC(C(=O)Nc2cncc(C(=O)[O-])c2)C1
ZINC62948001	NC(=O)C1CCCCN1C(=O)Nc1cncc(C(=O)[O-])c1
ZINC39275863	CC1=C(C2([O-])C(=O)NC(=O)NC2=O)C(O)N=N1
ZINC09694455	O=C1N=C([O-])C(O)(c2c(O)n[nH]c2-c2ccccc2)C(=O)N1
ZINC04697830	C/C(CC(=O)NCc1ccco1)=N\NC(N)=S
ZINC01715398	CC(C)(O)CNC(=O)C(=O)NCC(C)(C)O
ZINC09303483	O=C(NCCCO)C(=O)Nc1ccc2[nH]ccc2c1
ZINC11919887	Cn1c(N)c(NC(=O)c2cccs2)c(=O)[nH]c1=O
ZINC00153718	NNC(=O)CNc1cccc([N+](=O)[O-])c1
ZINC20294066	NC(=O)C1CCCN1S(=O)(=O)c1cccc(N)c1
ZINC34940195	CCOC(=O)N1CCC(NC(=S)NN)CC1
ZINC35339689	CNS(=O)(=O)c1ccc(NCCOC)c(N)c1
ZINC36748868	NC(=O)CCNC(=O)NC(=O)CCCl
ZINC37002056	Cc1c(NC(=O)C2CC(O)C[NH2+]2)cccc1C(=O)[O-]
ZINC40370579	CCCC(NC(=O)C1CCCO1)/C(N)=N/O
ZINC40372084	CCOCC(=O)NC1(/C(N)=N/O)CCCC1
ZINC40377252	CC1CCC(NS(C)(=O)=O)(/C(N)=N/O)CC1
ZINC40444634	Cc1cc(C(N)=O)ccc1NC(=O)c1cn[nH]c1
ZINC41083538	COC(=O)c1cc(N)ccc1NCCNC(C)=O
ZINC42397004	CNC(=O)C1CCCN1C(=O)Nc1cccc(N)c1
ZINC42420343	[NH3+]CCNS(=O)(=O)c1ccc(C(=O)[O-])s1
ZINC42430705	[NH3+]C1CCCCC1NS(=O)(=O)CCCC(=O)[O-]
ZINC42431195	CC(C)N(CC(=O)[O-])C(=O)NC1CCCCC1[NH3+]
ZINC42431224	CN(CC(=O)[O-])C(=O)NC1CCCCC1[NH3+]
ZINC42507217	COCC(O)CN(C)c1ccc(/C(N)=N/O)cc1C
ZINC43410632	CN(CCO)c1nc2c(cc1/C(N)=N/O)CCCC2
ZINC43434085	CC(C)CC([NH2+]C1CCN(C(N)=O)CC1)C(=O)[O-]
ZINC43542309	CCC(Sc1nc(C)n[nH]1)/C(N)=N/O
ZINC44985127	CNC(=O)CCNC(=O)c1cc(N)ccc1N(C)C
ZINC48405532	COc1cc(C(N)=O)cc(Cl)c1OCC(N)=O
ZINC48490882	C=CCNC(=O)C(=O)Nc1ccc(CC(N)=O)cc1
ZINC48824667	N#Cc1ccc(CNC(=O)CNC(N)=O)cc1
ZINC48968764	N/C(=N/O)c1ccc(C(=O)N2CCCC(O)C2)cc1
ZINC49487390	C=CCNC(=O)C(=O)Nc1cc(C(N)=O)ccc1C
ZINC50251378	[NH3+]CC1CCN(C(=O)NCCCC(=O)[O-])C1
ZINC50770200	CNc1ccc(C(=O)NCCCC(N)=O)cn1
ZINC50973253	N/C(=N/O)c1ccc(NC(=O)C2CCCCO2)cc1
ZINC51090693	NNc1ncc(C(=O)Nc2cnccn2)cc1Cl
ZINC51886331	CCn1c(N)c(N2CCC(CO)C2)c(=O)[nH]c1=O
ZINC52759417	CC(NC(N)=O)C(=O)N1CCCC1CCCO
ZINC52759420	CC(NC(N)=O)C(=O)N1CCCC1CCCO
ZINC52764179	CC(C(=O)N1CCCC1CCCO)/C(N)=N/O
ZINC54265709	O=C(NCC[NH2+]C1CC1)c1cc([O-])[nH]c(=O)c1
ZINC58839015	CC1CCCCC1NC(=O)COCC(=O)NN
ZINC58849186	NNC(=O)CCCC(=O)N1CCCCC1CCO
ZINC59952006	N/C(=N/O)c1ccc(NC(=O)C2CCOCC2)cc1
ZINC51355395	CN(CCC(=O)[O-])C(=O)NCCC[NH3+]
ZINC61364403	CC(Nc1c(N)n(C)c(=O)[nH]c1=O)c1ccsc1
ZINC61686056	NNc1ncc(C(=O)Nc2cnoc2)cc1Cl
ZINC62775382	Nc1ccc(-n2nccc2NC(=O)c2cn[nH]c2)cc1
ZINC62811031	Nc1c[nH]nc1C(=O)NCCc1ccncc1
ZINC62812088	Cc1cc(CNC(=O)c2n[nH]cc2N)on1
ZINC62832764	Cn1cc(CNC(=O)c2c[nH]c3ccc(N)cc23)cn1
ZINC66002170	NS(=O)(=O)NCc1ccc(C(=O)NC2CC2)cc1
ZINC04244899	NNC(=S)Nc1ccc([N+](=O)[O-])cc1
ZINC23082426	NC(=O)c1cccc(C(=O)NCC(=O)NC2CC2)c1
ZINC35083833	CC(C(=O)NC(N)=O)[NH+]1CCC(C(=O)[O-])CC1
ZINC35345157	NNc1cc2c(cc1[N+](=O)[O-])CC(=O)N2
ZINC36203196	CC(C)C(NC(N)=O)C(=O)N1CCCC(CO)C1
ZINC36747614	NC(=O)CCNc1cc[nH+]c(C(=O)[O-])c1
ZINC36793604	CC(C)C(NC(N)=O)C(=O)N(CCO)C(C)C
ZINC36929597	N/C(CC(=O)Nc1ccc2c(c1)OCO2)=N\O
ZINC37002055	Cc1c(NC(=O)C2CC(O)C[NH2+]2)cccc1C(=O)[O-]
ZINC37044788	CC([NH3+])C(=O)Nc1cccc(-c2nnn[n-]2)c1
ZINC39369374	NC1NN=NN1Cc1nc2ccccc2[nH]1
ZINC40371756	N/C(CNC(=O)c1ccc2c(c1)OCCO2)=N\O
ZINC40377101	N/C(CNS(=O)(=O)C(F)F)=N/O
ZINC40715551	O=C(Nc1ccc(CCO)cc1)c1c[nH]c(=O)[nH]1
ZINC42397006	CNC(=O)C1CCCN1C(=O)Nc1cccc(N)c1
ZINC42420368	[NH3+]CCNS(=O)(=O)c1ccc(CC(=O)[O-])s1
ZINC42420469	[NH3+]CCNC(=O)N(CC(=O)[O-])C1CCCC1
ZINC42429699	O=C([O-])CCCNC(=O)NC1CC[NH2+]CC1
ZINC44511420	N/C(CC(=O)NCCC1CCCO1)=N/O
ZINC44927785	Oc1ccc(C[NH2+]Cc2nnn[n-]2)cc1O
ZINC45922507	Cc1ccc(NC(=O)NN)c([N+](=O)[O-])c1
ZINC48490967	C=CCNC(=O)C(=O)Nc1cccc(C(N)=O)c1
ZINC48630370	CCC(NC(=O)C1CCOC1)/C(N)=N/O
ZINC48695523	Cc1cc(C(=O)NCc2ccc(C(N)=O)cc2)[nH]n1
ZINC49083904	CCCC(NC(N)=O)C(=O)NCc1ccncc1
ZINC49432239	Cc1cc(NC2CCCCNC2=O)nc(N)n1
ZINC50251150	CCCC(C)(NC(=O)N1CCC(C[NH3+])C1)C(=O)[O-]
ZINC50251261	CC(C)CC(NC(=O)N1CCC(C[NH3+])C1)C(=O)[O-]
ZINC50305771	Cc1[nH]nc(C(=O)Nc2ccn(C)n2)c1N
ZINC50306415	Cc1csc(CNC(=O)c2n[nH]c(C)c2N)n1
ZINC50753231	CNc1ccc(Cl)c(C(=O)NCCC(N)=O)n1
ZINC51119003	Cn1cc(CNC(=O)c2ccc(NN)cc2)cn1
ZINC52764168	N/C(CC(=O)N1CCCC1CCCO)=N\O
ZINC54155984	N/C(CCNS(=O)(=O)C(F)F)=N/O
ZINC54244230	C[NH2+]CCNC(=O)c1cc([O-])[nH]c(=O)c1
ZINC55187123	NC(=O)C1CCCCN1C(=O)c1csc(N)n1
ZINC55272720	Cc1n[nH]cc1CNC(=O)Cc1csc(N)n1
ZINC41029306	[NH3+]C1CCCN(CC(=O)NCCCC(=O)[O-])C1
ZINC58838866	CN(C)c1ccc(NC(=O)CCC(=O)NN)cc1
ZINC58841069	CC(CNc1ccc2c(c1)OCO2)C(=O)NN
ZINC60462660	CCC(=O)Nc1cccc(C(=O)NCC(N)=O)c1
ZINC52791747	COCCC([NH3+])C(=O)Nc1cccc(C(=O)[O-])c1C
ZINC61364404	CC(Nc1c(N)n(C)c(=O)[nH]c1=O)c1ccsc1
ZINC61830255	CC(CC(=O)[O-])CC([NH3+])c1ccc2[nH]c(=O)oc2c1
ZINC62811140	CC(NC(=O)c1n[nH]cc1N)C(=O)N1CCCCC1
ZINC62811852	Nc1c[nH]nc1C(=O)NCC1CCS(=O)(=O)C1
ZINC62876493	CCC1(C(=O)[O-])CCCN(C(=O)NCCC[NH3+])C1
ZINC62947063	CSCCC([NH3+])C(=O)Nc1cncc(C(=O)[O-])c1
ZINC62947140	[NH3+]CCCC(=O)Nc1cncc(C(=O)[O-])c1
ZINC66056652	CC(C)NC(=O)COc1cccc(C(=O)NN)c1
ZINC01698959	O=C(NNCNNC(=O)C1CC1)C1CC1
ZINC04666687	[NH3+]CCNS(=O)(=O)c1cccc(C(=O)[O-])c1
ZINC33434214	NC(=O)CCC(=O)Nc1ccc2cn[nH]c2c1
ZINC35324465	[NH3+]C(CCCCC(=O)[O-])c1ccc2[nH]c(=O)oc2c1
ZINC35354365	COCCNS(=O)(=O)c1ccccc1NN
ZINC36892170	[NH3+]C(CCCC(=O)[O-])c1ccc2[nH]c(=O)oc2c1
ZINC36948024	COc1ccc(NC(=O)C(=O)NN)cc1Cl
ZINC37486425	CCCNc1c(N)n(CC)c(=O)[nH]c1=O
ZINC37624634	CCOC(=O)c1[nH]c(C)c(CCC(=O)NN)c1C
ZINC13682827	Cc1sc2nc(CC(=O)NN)[nH]c(=O)c2c1C
ZINC39094058	CC(C)(C)OC(=O)NCC([NH3+])CC(=O)[O-]
ZINC39963157	Cc1ccc(NCc2n[nH]c(CC(N)=O)n2)cc1
ZINC40364588	CCC(C)(NS(=O)(=O)c1cn[nH]c1)C(N)=S
ZINC40377140	N/C(CNS(=O)(=O)c1cc(F)ccc1F)=N\O
ZINC42430343	CCCCC(NC(=O)N1CCCC([NH3+])C1)C(=O)[O-]
ZINC42430654	[NH3+]C1CCCCC1NC(=O)COCC(=O)[O-]
ZINC42430704	[NH3+]C1CCCCC1NS(=O)(=O)CCCC(=O)[O-]
ZINC42430913	C[NH2+]CCCNC(=O)NC1(C(=O)[O-])CCCCC1
ZINC42459122	COCCN(C)c1ccc(S(N)(=O)=O)cc1N
ZINC42500557	COCC(O)CN(C)c1cc2c(cc1N)CC(=O)N2
ZINC42874242	CNC(=O)Cc1ccccc1NC(=O)NCCO
ZINC43111021	NC(=O)CCCNC(=O)c1cccc2cn[nH]c12
ZINC44783396	N/C(=N/O)C1(C(=O)NC2CC2)CCOCC1
ZINC45953177	Cc1c(C(N)=O)cccc1N1CC(C(N)=O)CC1=O
ZINC47465865	COCCCNC(=O)C(C)NC(N)=O
ZINC47576681	COCCNC(=O)NCc1ccc(C(N)=O)cc1
ZINC47622674	O=C(NCCNC(=O)C1CC1)NC1CCC(O)CC1
ZINC47962747	C=CCNC(=O)C(=O)Nc1sccc1C(N)=O
ZINC48631820	COCC(=O)NC1(/C(N)=N/O)CCCC1
ZINC48966320	CC(=O)NC1(C(=O)NCCCC(N)=O)CCCCC1
ZINC50251263	CC(C)CC(NC(=O)N1CCC(C[NH3+])C1)C(=O)[O-]
ZINC50703174	Cc1n[nH]c(C)c1NC(=O)c1ccc(N)nc1
ZINC51043238	NC(=O)CCCNc1cccc(C(=O)[O-])[nH+]1
ZINC04276264	N=C1NC(=O)C(CC(=O)Nc2ccc(O)cc2)S1
ZINC51355399	[NH3+]CCCNC(=O)N1CCCCC1CC(=O)[O-]
ZINC51892818	CC(NC(N)=O)C(=O)N1CCCC(CCO)C1
ZINC52764181	CC(C(=O)N1CCCC1CCCO)/C(N)=N/O
ZINC55171552	CCNC(=O)CNC(=O)c1sc(N)nc1C
ZINC55186156	Nc1nc(C(=O)NC2CCCCNC2=O)cs1
ZINC55305361	CC(C)(NC(=O)C1COCCO1)/C(N)=N/O
ZINC55385197	Cc1cc(C)cc(NC(=O)CC(=O)NCC(N)=O)c1
ZINC56015532	CCOCCNC(=O)C(C)NC(N)=O
ZINC37660374	NC(=O)CCCNCc1nc(=O)c2sccc2[nH]1
ZINC58841071	CC(CNc1ccc2c(c1)OCO2)C(=O)NN
ZINC58844798	NNC(=O)COCC(=O)NC1CCCCCCC1
ZINC61886588	CCOCC(=O)NC1CCCC1/C(N)=N/O
ZINC61886594	CCOCC(=O)NC1CCCC1/C(N)=N/O
ZINC62811896	Cc1ncc(CNC(=O)c2n[nH]cc2N)s1
ZINC62947843	O=C(Nc1cncc(C(=O)[O-])c1)NC1CC[NH2+]CC1
ZINC63176347	[NH3+]C1CCCC1NS(=O)(=O)CCC(=O)[O-]
ZINC02532534	Cc1ccc(-n2ncc(C(=O)NN)c2C)cc1
ZINC13954440	NC(=O)C(=O)N/N=C/C1CC2C=CC1C2
ZINC00442587	COC(=O)Nc1sc(C)c(C)c1C(N)=O
ZINC01717609	Nc1ccc(-c2n[nH]c(=O)o2)cc1
ZINC02046046	CC1(c2ccccc2O)NC(=O)NC1=O
ZINC05605786	COC(=O)C(CCl)NC(N)=O
ZINC12536997	Nc1cccc(CN2C(=O)CNC2=O)c1
ZINC19479163	N/C(CCCN1CCOCC1)=N\O
ZINC20078554	CCCC(C)n1c(N)cc(=O)[nH]c1=O
ZINC20329238	NNc1nc2ccccc2c(=O)n1C1CC1
ZINC08665106	CN(N)c1cn[nH]c(=O)c1Cl
ZINC31959154	CC(C)c1nnc(/N=C(\[O-])C[NH3+])s1
ZINC35431116	CC1CC(C)CN(S(=O)(=O)[N-][NH3+])C1
ZINC35776274	CC(CN1CCOCC1C)/C(N)=N/O
ZINC36929621	CC1CCN(C(=O)C/C(N)=N/O)CC1
ZINC36929813	CC1CC(C)CN(C(=O)C/C(N)=N/O)C1
ZINC04335899	CO/N=C(/N)c1n[nH]cc1Br
ZINC39127524	Cn1c(C(=O)NN)cc2ccoc21
ZINC39946881	NC(=O)NC1=NC2C=CC=CC2=N1
ZINC40168087	O=S1(=O)C=CC(NC(=S)NO)C1
ZINC40471521	CCC([NH3+])C(=O)N1CCC(C(=O)[O-])CC1
ZINC41583073	N#CCN1CCC2=C(C(N)=O)C(=N)SC2C1
ZINC42203879	CNC(=O)C1CCN(C(N)=O)CC1
ZINC42405398	CC(CC(=O)[O-])[NH+]1CCCCC1C(N)=O
ZINC43515998	CC1COCCN1C(C)/C(N)=N/O
ZINC43537771	NC(=O)CCNc1cncc(Cl)n1
ZINC44317978	CS(=O)(=O)c1ccc(CNC(N)=O)cc1
ZINC44785571	CC1CCCN1C(=O)C(C)(C)/C(N)=N/O
ZINC45921818	Cc1n[nH]c(CN2CCOCC2)c1N
ZINC49127650	CC(NC(=O)NC1CC1)C(=O)NC(C)(C)C
ZINC49516327	O=C(NCC(F)(F)F)Nc1cc[nH]n1
ZINC49522370	O=C(NCC1(O)CCCC1)C(=O)NC1CC1
ZINC49816882	CC1=NC(N2CCOC3CCCC32)C(N)=[NH+]1
ZINC50457825	[NH3+]C1CC1/C([O-])=N/c1nncs1
ZINC50568168	CC(C(=O)N1CCCC(C)C1C)/C(N)=N/O
ZINC50908714	[NH3+]C1CCCN(c2ccc(C(=O)[O-])o2)C1
ZINC51152066	NNc1nc(CC2CCCO2)nc2c1CCC2
ZINC51859334	NC(=O)C1CCC[NH+](C/C=C/C(=O)[O-])C1
ZINC54082326	CC([NH3+])(c1nn[n-]n1)C1CCCC1
ZINC54335065	CC(CNC(=O)C1CCC[NH2+]C1)C(=O)[O-]
ZINC57312285	[NH3+]Cc1cc(C(=O)[O-])cc2c1OCOC2
ZINC42040317	O=c1[nH]nc(C2Cc3ccccc3N2)[nH]1
ZINC05621220	C/C(CC(N)=O)=N\NC(=O)c1cccs1
ZINC61591658	O=c1[nH][nH]c(=S)n1C1CCCCC1O
ZINC61918904	CC(/C(N)=N/O)N1CCCOCC1
ZINC61918905	CCC(/C(N)=N/O)N1CCCOCC1
ZINC61935733	Nc1ccc(NC(=O)N2CCCOCC2)cc1
ZINC62135777	CCCC([NH3+])C(=O)N1CCC(C(=O)[O-])C1
ZINC62916276	CC(C)([NH3+])C(=O)N1CCC(C)(C(=O)[O-])C1
ZINC62960583	CCC1(CC)CCN(C(=O)C(=O)NN)CC1
ZINC05677280	NC(=O)C(=O)N/N=C/c1cccs1
ZINC00082696	Cc1nn(C)c2sc(C(=O)NN)cc12
ZINC00580944	CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC02994274	Cc1cccc(NC(=O)C(=O)NCCO)c1
ZINC03103072	CC(C)C1NC(=O)C(O)(C(F)(F)F)NC1=O
ZINC04006325	CC1(c2ccc(O)cc2)NC(=O)NC1=O
ZINC04729309	NNC(=O)CCC1CCCCC12OCCO2
ZINC17379514	Nc1cc2c(cc1/C=C1/CCNC1=O)OCO2
ZINC20281501	Nc1ccc(CN2C(=O)CNC2=O)cc1
ZINC25503323	CC1(C)SCC(=O)N1NC(N)=O
ZINC34977284	CNc1ccc(S(=O)(=O)N(C)C)cc1N
ZINC35137581	CCNC(=O)CNC(=O)c1cccc(O)c1
ZINC35737090	CC(c1cccs1)n1c(N)cc(=O)[nH]c1=O
ZINC35776291	CC1COCCN1CCC/C(N)=N/O
ZINC36948200	NNC(=O)C(=O)N1CCCc2ccccc21
ZINC37372434	NC(=O)CCNc1nsnc1Cl
ZINC37389955	NNC(=O)c1csc(-c2ccco2)n1
ZINC37408940	N#Cc1ccc(NCCS(N)(=O)=O)cc1
ZINC00133122	COC(=O)c1ccc(C(=O)NN)cc1
ZINC39094546	CC(C)(C)OC(=O)N/C(C=O)=C/N
ZINC40305563	Cn1ccc(NC(=O)c2sccc2N)n1
ZINC42462189	CC1(C)COCCN1CCC/C(N)=N/O
ZINC43841131	CC(NC(=O)NC1CCCCNC1=O)C1CC1
ZINC44300203	N#CC1(C(=O)NCC(N)=O)CCCC1
ZINC44588044	NN/C(=N\c1ccccc1)c1ccon1
ZINC45332725	N#CC(N)CSc1nccc(=O)[nH]1
ZINC46466296	CCC1CCCCN1C(=O)C(C)NC(N)=O
ZINC48251381	CC(C/C(N)=N/O)N1CCOCC1
ZINC49241145	CCNC(=O)C(C)NC(=O)NC(C)C
ZINC49468006	CSC(C)C(=O)NNC(=O)NC(C)C
ZINC49474069	CSc1nc(N)n2c1C(=O)NC2=S
ZINC49814863	ONCC(O)c1ccc2c(c1)OCCO2
ZINC50010707	Cc1ccc(N(C)C(=O)C(=O)NN)cc1
ZINC50244760	[NH3+]C1CCN(C(=O)c2cccc(C(=O)[O-])c2)C1
ZINC51147766	NNc1ccc(CN2CCCCC2=O)cn1
ZINC51859336	NC(=O)C1CCC[NH+](C/C=C/C(=O)[O-])C1
ZINC40246820	CCC(O)c1ccc2c(c1)NC(=O)CC(=O)N2
ZINC59422706	NNc1nsnc(Cl)c1=O
ZINC41908086	CC(NC(=O)C1(C#N)CCCC1)C(N)=O
ZINC61918903	CC(/C(N)=N/O)N1CCCOCC1
ZINC62100058	Nc1ccsc1C(=O)N1CCNC(=O)CC1
ZINC62808496	O=C(c1ccc(O)cc1O)N1CC(O)C1
ZINC62846281	CCC1(C(=O)[O-])CC[NH+](CC(N)=O)CC1
ZINC62870418	CCC([NH3+])C(=O)N1CCCC(C)(C(=O)[O-])C1
ZINC62897369	CC1(C(=O)NCCC(=O)[O-])CC[NH2+]C1
ZINC39363586	NNC(=O)C1N=NC2=C1CCCC2
ZINC63063495	Nc1ccc(NC(=O)c2ccc(=O)oc2)cc1
ZINC12428936	O=C1NC(=O)/C(=C\c2ccc(O)cc2)N1
ZINC12428936	O=C1NC(=O)/C(=C/c2ccc(O)cc2)N1
ZINC65336503	NC1=[NH+]C(N2CCCCC2)=NC(=O)C1[S-]
ZINC66151686	CCCC(=O)N1CCCC(C(=O)NN)C1
ZINC03776573	O=C([O-])CCC(NC(=O)C1CCC[NH2+]1)C(=O)[O-]
ZINC12896210	NC(=O)CNS(=O)(=O)c1ccc(F)c(C(=O)[O-])c1
ZINC20245519	NS(=O)(=O)c1cccc(NS(=O)(=O)CC(=O)[O-])c1
ZINC22165734	CCC(C)(NC(=O)NCC(=O)NC1CC1)C(=O)[O-]
ZINC31350028	[NH3+]C1CNC(C(=O)[O-])=C(CC(=O)[O-])C1=O
ZINC35409535	CCC(NC(=O)C1CCCN(C(N)=O)C1)C(=O)[O-]
ZINC35680102	CCC(C)C(NC(N)=O)C(=O)N1CCN(CC(=O)[O-])CC1
ZINC36338079	CCCC(C)(NC(=O)C(C)NC(N)=O)C(=O)[O-]
ZINC36974167	NC(=O)NCc1ccc(C(=O)N2CCCC2C(=O)[O-])cc1
ZINC37433643	NC(=O)N1CCCC(C(=O)NCC(=O)[O-])C1
ZINC37435502	CC(C)C(NC(N)=O)C(=O)N1CCCC1C(=O)[O-]
ZINC37450213	CC(C)N1CC(C(=O)NC(CC(N)=O)C(=O)[O-])CC1=O
ZINC37456274	CC(NC(N)=O)C(=O)NC1(C(=O)[O-])CCCC1
ZINC37457015	CC1CCC(NC(=O)C(C)NC(N)=O)(C(=O)[O-])CC1
ZINC37457070	CC1CCC(NC(=O)C(NC(N)=O)C(C)C)(C(=O)[O-])CC1
ZINC37586579	CC(NC(N)=O)C(=O)N(CC(=O)[O-])C1CCCC1
ZINC37586580	CC(NC(N)=O)C(=O)N(CC(=O)[O-])C1CCCC1
ZINC39097972	CC1(O)C(=O)NC(=O)N(CC(=O)[O-])C1O
ZINC40483988	O=C([O-])CCC(NC(=O)C1CCCC[NH2+]1)C(=O)[O-]
ZINC40521916	CCCC(C)(NC(=O)N1CCC(C(N)=O)CC1)C(=O)[O-]
ZINC40547651	CCCC(NC(=O)N1CCCC(C(N)=O)C1)C(=O)[O-]
ZINC40558377	CSCCC(NC(=O)N1CCCC1C(N)=O)C(=O)[O-]
ZINC40558446	CC(NC(=O)N1CCCC1C(N)=O)(C(=O)[O-])C1CC1
ZINC40578407	CC(NC(=O)N1CCCC1C(=O)[O-])C(N)=O
ZINC40578408	CC(NC(=O)N1CCCC1C(=O)[O-])C(N)=O
ZINC40578536	CC(NC(=O)NC1(C(=O)[O-])CCCCCC1)C(N)=O
ZINC40578540	CC(CC(=O)[O-])NC(=O)NC(C)C(N)=O
ZINC40578812	Cc1n[nH]c(C)c1NC(=O)NC(C(=O)[O-])C(C)C
ZINC40578816	Cc1n[nH]c(C)c1NC(=O)NC(C)C(=O)[O-]
ZINC40578963	COC1CC(C(=O)[O-])N(C(=O)NCCS(N)(=O)=O)C1
ZINC40589973	CCC1COCCN1C(=O)NC(CCC(N)=O)C(=O)[O-]
ZINC40598254	COC1CC(C(=O)[O-])N(C(=O)NCCCC(N)=O)C1
ZINC40912236	CC(NC(=O)NC(C)(C)C(=O)[O-])C(N)=O
ZINC42357365	CC(C)(NC(=O)NCc1cn[nH]c1)C(=O)[O-]
ZINC42574284	CNC(=O)C(C)NC(=O)NC(=O)COCC(=O)[O-]
ZINC42575505	CNC(=O)C(C)NC(=O)NCCC(=O)[O-]
ZINC48843397	O=C([O-])CCCNC(=O)NCC(=O)N1CCNCC1
ZINC49103268	CNC(=O)C(C)NC(=O)NC1(C(=O)[O-])CCCCC1
ZINC49103488	CNC(=O)C(C)NC(=O)NC(C(=O)[O-])C1CCCCC1
ZINC49228484	CCNC(=O)C(C)NC(=O)NC1(C(=O)[O-])CCCC1
ZINC49571650	O=C([O-])CCC(NC(=O)NC1CC[NH+]2CCCC12)C(=O)[O-]
ZINC50251204	[NH3+]CC1CCN(C(=O)NC(CCC(=O)[O-])C(=O)[O-])C1
ZINC50376664	COC1CCCC1NC(=O)NC(C(=O)[O-])C(C)O
ZINC50398248	CC1CCC(NC(=O)NC2CCCNC2=O)(C(=O)[O-])CC1
ZINC50398251	CC(NC(=O)NC1CCCNC1=O)(C(=O)[O-])C1CC1
ZINC54336485	CNC(=O)C(C)NC(=O)NCC(C)C(=O)[O-]
ZINC54337153	CC(CNC(=O)NC1CCCNC1=O)C(=O)[O-]
ZINC54524760	CC(C)NC(=O)CNC(=O)NC(C(=O)[O-])C1CC1
ZINC61147883	O=C([O-])CNC(=O)CNC(=O)NCC1CCOC1
ZINC61937162	CC1CN(C(=O)NC(CC(N)=O)C(=O)[O-])CCCO1
ZINC04134810	COc1nc(C)nc(NC(=O)NN)n1
ZINC01613117	CC1(C)OC(C(N)=O)=C(C(N)=O)O1
ZINC04625566	Cc1cc(CO)c(C(=O)NCCO)c(=O)[nH]1
ZINC05369827	CC(=N/O)/C(=N\O)N1CC1C(N)=O
ZINC02575251	CCn1c(N)c(N)c(=O)n(CC)c1=O
ZINC05104225	NC(=O)C1CCCC12NC(=O)NC2=O
ZINC06494770	O=C1N=C(NOF)C(F)C(NO)N1
ZINC17122396	O=C1N=C(NOF)C(F)C(NO)N1
ZINC17122400	O=C1N=C(NOF)C(F)C(NO)N1
ZINC19729493	[NH3+]C(c1cccc(O)c1)c1nnn[n-]1
ZINC06904132	CC(=N/O)/C(=N\O)N1CC1C(N)=O
ZINC08614566	Cc1cc(C(=O)NN)c(C#N)c(=O)[nH]1
ZINC34702412	[NH3+]CCSc1nnc([O-])[nH]c1=O
ZINC35119554	Cc1[nH]c(=O)[nH]c(=O)c1CCC(=O)NCCO
ZINC35247850	O=C(Nc1cn[nH]c1)c1c[nH]c(=O)[nH]1
ZINC36998681	NC(=O)Cn1cc(NCc2cc[nH]n2)cn1
ZINC37486384	CCn1c(N)c(NC)c(=O)[nH]c1=O
ZINC37744734	NC(=O)CCNS(=O)(=O)c1cn[nH]c1
ZINC01395545	NN/C(=C\[N+](=O)[O-])Nc1ccccc1
ZINC39091149	CC(C)(C)OC(=O)NC([NH3+])C(=O)[O-]
ZINC40219097	CCNC(=O)NCCS(N)(=O)=O
ZINC40376990	CC(C)(NS(C)(=O)=O)/C(N)=N/O
ZINC40469882	O=C([O-])CCCNC(=O)C1CC(O)C[NH2+]1
