ZINC00112261	Cc1cc(C)c(C(=O)Nc2nnc(C(C)C)s2)c(C)c1
ZINC20210681	CN(C(=O)c1cc(F)ccc1Br)c1ccc(O)cc1
ZINC31333937	Cc1cc(NC(=O)c2ccc(C)n2C)ccc1Br
ZINC33521309	CC1CCc2c(sc3nc(CCBr)[nH]c(=O)c23)C1
ZINC36254892	Cc1cc(-c2c(C)sc3nc(CO)cn23)ccc1Cl
ZINC36719992	Cc1cc(Br)ccc1NC(=O)c1ccc(C)n1C
ZINC37116905	O=c1[nH]cnc2cc(-c3ccc(F)cc3Br)sc12
ZINC37187215	Brc1ccc2c(c1)OCCCC2Nc1cccnc1
ZINC37337832	O=c1[nH]cnc2cc(-c3cc(Br)ccc3F)sc12
ZINC37392376	O=S1(=O)CCC(Nc2ccc(Br)cc2Cl)C1
ZINC37503663	O=C(c1cc2ccccc2[nH]1)N1CCCC1c1ccsc1
ZINC37503664	O=C(c1cc2ccccc2[nH]1)N1CCCC1c1ccsc1
ZINC01079497	O=C1N2CCCc3cccc(c32)C12Nc1ccccc1S2
ZINC37979568	O=C(Nc1ccc2sccc2c1)c1cccnc1Cl
ZINC37979572	O=C(Nc1ccc2sccc2c1)c1ccnc(Cl)c1
ZINC39503909	CON1CC(c2ccccc2O)CC12CCC(Br)C2
ZINC39504092	CON1CC(Br)CC12CCC(c1ccccc1O)C2
ZINC39506514	COC1CCC2(C1)CC(c1ccccc1O)CN2Br
ZINC39506516	COC1CCC2(C1)CC(c1ccccc1O)CN2Br
ZINC39506559	COC1CN(Br)C2(CCC(c3ccccc3O)C2)C1
ZINC39506560	COC1CN(Br)C2(CCC(c3ccccc3O)C2)C1
ZINC39510855	COC1CCC2(C1)C(Cl)CCCN2c1ccccc1O
ZINC40260796	OC(c1cc(Cl)sc1Cl)C1COc2ccccc2O1
ZINC40354815	CC1CCC(C#N)(NC(=O)c2ccc(Br)s2)CC1
ZINC43594387	Cn1c(C2NCCc3ccccc32)nc2cccc(Cl)c21
ZINC44265348	Fc1cc(-c2nc3ncccc3[nH]2)ccc1Br
ZINC54554463	CC(C)C1CCC2=C(C(=O)N3CCCC3)C(=N)SC2C1
ZINC54910451	CC1(C)Cc2nc(N3CCc4sccc4C3)sc2C(O)C1
ZINC02783774	Cc1cc2n(n1)C(C(F)F)CC(c1ccc(C)c(C)c1)N2
ZINC08735232	O=C([O-])C1CC[NH+](C2c3ccccc3-c3ccccc32)CC1
ZINC60098627	Cc1cccc(C)c1NC(=O)c1ccc(Cl)nc1Cl
ZINC60337799	Cc1c(C(=O)NC2CCSCC2)oc2c(C)cccc12
ZINC60852703	CC1CCc2sc(C(=O)NC3(C#N)CCCC3)cc2C1
ZINC61692474	CCNc1c(C#N)cnc2c(Cl)ccc(Br)c12
ZINC61888739	N#CC1CCCC1NC(=O)c1cc2c(s1)CCCCC2
ZINC63113355	CC1CCC2C(CCCN2C(=O)c2cc(Br)c[nH]2)C1
ZINC40287018	OC1=Nc2c(-c3ccccc3)nsc2C(c2ccsc2)C1
ZINC40287018	O=C1CC(c2ccsc2)c2snc(-c3ccccc3)c2N1
ZINC00198613	O=C(Nc1c2c(nc3c1CCC3)CCCC2)C1CCCCC1
ZINC67348356	Brc1cnc(NC2CCc3ccccc32)nc1
ZINC05007798	O=C(Nc1ccc(I)cc1)C1CC2CCC1C2
ZINC05516748	C/C(C=O)=C\c1cc(Br)cc(Br)c1O
ZINC01188018	O=C(Nc1ccc(I)cc1)C1CC2CCC1C2
ZINC09211384	O=C(NC1CCCC1)C1=Cc2sc3c(c2CS1)CCCC3
ZINC13643404	Cc1cc(C)c2c(c1)C1C=CCC1C(c1ccc(N(C)C)cc1)N2
ZINC13643406	Cc1cc(C)c2c(c1)C1C=CCC1C(c1ccc(N(C)C)cc1)N2
ZINC13643407	Cc1cc(C)c2c(c1)C1C=CCC1C(c1ccc(N(C)C)cc1)N2
ZINC13643593	Cc1ccc(C)c2c1NC(c1ccc(N(C)C)cc1)C1CC=CC21
ZINC14463773	N#Cc1cccc2c1NC(c1cccc3ccccc13)C1CC=CC21
ZINC14545981	COc1ccccc1C1Nc2c(C)ccc(C)c2C2C=CCC21
ZINC14546086	COc1ccccc1C1Nc2c(ccc(C)c2C)C2C=CCC21
ZINC19888916	COc1ccccc1C1Nc2c(ccc(C)c2C)C2C=CCC21
ZINC19893091	COc1ccccc1C1Nc2c(C)ccc(C)c2C2C=CCC21
ZINC19908750	CCCc1nc2cc(Br)c(Br)cc2[nH]1
ZINC20686067	Cc1ccc(C)c2c1NC(c1ccc(N(C)C)cc1)C1CC=CC21
ZINC20686072	Cc1ccc(C)c2c1NC(c1ccc(N(C)C)cc1)C1CC=CC21
ZINC20691146	Cc1cc(C)c(C2Nc3c(C#N)cccc3C3C=CCC32)c(C)c1
ZINC20691149	Cc1cc(C)c(C2Nc3c(C#N)cccc3C3C=CCC32)c(C)c1
ZINC25869795	Cc1ccc(NC(=O)c2cc(C)sc2C)c(Br)c1
ZINC27446062	O=C(Nc1ccccc1I)C1CC2CCC1C2
ZINC35286936	CCC1CS/C(=N\c2ccc(I)cc2)N1
ZINC36985487	CC1Cc2ccccc2N1c1cc(Br)ccc1CO
ZINC37369052	Cc1ccc(C(=O)Nc2cc(Br)ccc2C)s1
ZINC37492285	OC1CCCCC1Oc1ccc(Br)cc1Cl
ZINC37492286	OC1CCCCC1Oc1ccc(Br)cc1Cl
ZINC00292374	Clc1ccc(Cl)c(/N=C2\NCC(CBr)S2)c1
ZINC38290873	Oc1ccc(/C=N/c2ccccc2I)cc1
ZINC39509781	ON1CCCC(Br)C12CCC(Cc1ccccc1)C2
ZINC39511550	CSC1CCC2(C1)C(c1ccccc1O)CCCN2Cl
ZINC39511552	CSC1CCC2(C1)C(c1ccccc1O)CCCN2Cl
ZINC39511553	CSC1CCC2(C1)C(c1ccccc1O)CCCN2Cl
ZINC40227028	Clc1ncccc1NC1CCc2cc(Br)ccc21
ZINC40261933	CC1Cc2cc(C(O)c3ccc(Br)cc3F)ccc2O1
ZINC40261935	CC1Cc2cc(C(O)c3ccc(Br)cc3F)ccc2O1
ZINC41590082	Cc1ccc(NC(=O)C2(C)CC2(Cl)Cl)c(Br)c1
ZINC42200265	O=C(Nc1ccccc1I)C1CC2C=CC1C2
ZINC42582184	CCc1cc(=O)c2c(Br)ccc(Br)c2[nH]1
ZINC43577930	CC1Cc2cc(C(O)c3ccc(Br)c(F)c3)ccc2O1
ZINC47907359	CC1CCCC(NC(=O)c2sccc2Br)C1C
ZINC47907361	CC1CCCC(NC(=O)c2sccc2Br)C1C
ZINC00261124	Oc1ccc(/C=N/c2ccc(I)cc2)cc1
ZINC50330942	OC1CCCc2nc(Cc3c(Cl)cccc3Cl)sc21
ZINC50330943	OC1CCCc2nc(Cc3c(Cl)cccc3Cl)sc21
ZINC19887287	N#Cc1cccc2c1NC(c1cccc3ccccc13)C1CC=CC21
ZINC00568310	Cc1cc(NC(=O)C(C)C)c(C)cc1I
ZINC59294139	Cc1cc(NC(=O)C(C)C)cc(C)c1I
ZINC61417189	OC(c1ccc2ncccc2c1)c1cc(Cl)sc1Cl
ZINC61629496	CNc1cc(C(F)F)nc2c(I)cccc12
ZINC61694916	CC(O)c1ccc(N2CCc3ccccc32)c(Br)c1
ZINC62779474	Clc1cc(C(Br)c2ccn[nH]2)c(Cl)s1
ZINC02982600	CCCc1nc2oc3c(-c4ccccc4)c(C(=O)[O-])c(C)nc3c2c2c1COC(C)(C)C2
ZINC01759649	O=C([O-])C1=CC2(c3ccccc3)C(=O)C1(c1ccccc1)C1=C2c2cccc3cccc1c23
ZINC01952460	O=[N+]([O-])c1cc(Cl)cc(/C=N/c2cccc(-c3nc4ccccc4s3)c2)c1[O-]
ZINC03066520	CC(C)(C)c1ccc(-c2nc3cc(/N=C/c4cc([N+](=O)[O-])ccc4[O-])ccc3o2)cc1
ZINC03034016	Cc1cc(C)cc(-c2nc3cc(/N=C/c4cccc([N+](=O)[O-])c4[O-])ccc3o2)c1
ZINC08826550	O=[N+]([O-])c1ccc([O-])c(/C=N/c2ccc3oc(-c4ccc(F)cc4Cl)nc3c2)c1
ZINC08920766	O=[N+]([O-])c1cc2oc3c(c2c(/C=N/c2ccccc2I)c1[O-])CCCC3
ZINC03177326	CC1(C)c2ccccc2N(c2ccccc2)C12C=Cc1cc([N+](=O)[O-])cc(C(=O)[O-])c1O2
ZINC11895361	Cc1c(OC(C)c2ccc(C(=O)[O-])o2)ccc2c(-c3ccccc3)cc(=O)oc12
ZINC03114265	Cc1ccc2oc(-c3cccc(/N=C/c4c(C)c(Cl)c(C)c([N+](=O)[O-])c4[O-])c3)nc2c1
ZINC01011603	O=C([O-])c1ccc(CSc2nc3ccc(N4C(=O)C5C6C=CC(C6)C5C4=O)cc3s2)cc1
ZINC13083729	O=C([O-])c1cc(I)ccc1OCc1ccc(Br)cc1
ZINC13279731	Cc1cccc(-n2c(Sc3ncccc3C(=O)[O-])nnc2-c2ccc(Cl)cc2)c1
ZINC13299674	CC(=O)N(c1nc(/C=C/c2cc(C(=O)[O-])c3ccccc3n2)cs1)c1cccc(C)c1C
ZINC03169504	Cc1cc2nc(-c3cccc(/N=C/c4cc([N+](=O)[O-])cc(Br)c4[O-])c3)oc2cc1C
ZINC05612101	Cc1cc([O-])c(C2=Nc3ccccc3SC(c3ccc(C(C)C)cc3)C2)c(=O)o1
ZINC23375022	O=C([O-])c1cc2c3c(c1)C1C=CCC1C(C1CC=CCC1)N3CC1CC=CC21
ZINC25499065	Cc1ccc(CSc2nc(C)c(Cc3ccc(C)c(C)c3)c([O-])n2)c(C)c1
ZINC25499152	Cc1nc(SCc2ccccc2)nc([O-])c1Cc1ccc2c(c1)CCCC2
ZINC27516754	CCCOc1cccc(-c2nc3c4c5c(sc4nc([O-])n3n2)CCCC5)c1
ZINC27516759	CC(C)CCOc1cccc(-c2nc3c4c5c(sc4nc([O-])n3n2)CCCC5)c1
ZINC27516869	CC(C)(C)C1CCc2c(sc3nc([O-])n4nc(-c5ccccc5Cl)nc4c23)C1
ZINC32115550	Cc1cc(/C=N/c2ccc3oc(-c4cc(F)c(F)cc4Cl)nc3c2)c([O-])c([N+](=O)[O-])c1
ZINC02791733	Cc1ccccc1-n1c([S-])nnc1-c1cc(Br)c(Br)s1
ZINC34131942	C=C(C)C1CCC2(C(=O)[O-])CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
ZINC34931344	Cc1ccc2nc(N3C(=O)C([O-])=C(C(=O)c4ccc(Cl)cc4)C3c3ccc(C)o3)sc2c1
ZINC34931991	CCc1ccc(C2C(C(=O)c3ccco3)=C([O-])C(=O)N2c2nc3ccc(C)cc3s2)cc1
ZINC35669230	CN1C(=O)/C(=C/c2cc3c(cc2Br)OCO3)S/C1=N\c1cccc(C(=O)[O-])c1
ZINC36517089	CC(C)c1ccc(C2C3=C([O-])CC(C)(C)CC3=NC3=C2C(=O)CC(C)(C)C3)cc1
ZINC37384306	Cc1ccc(C)c([N-]S(=O)(=O)c2c(Cl)cc(Br)cc2Cl)c1
ZINC38107708	O=S(=O)([N-]c1ccc(SC(F)(F)F)cc1)c1cnc(Cl)s1
ZINC16928949	C=CCN1C(=O)/C(=C/c2cn(C)c3ccccc23)S/C1=N/c1cccc(C(=O)[O-])c1
ZINC39866749	CC(C)c1ccc(/C=C2\S/C(=N/c3cccc(C(=O)[O-])c3)N(c3ccccc3)C2=O)cc1
ZINC43226165	Cc1ccc(-n2nc(-c3cccc([N+](=O)[O-])c3)c(C(=O)[O-])c2-c2ccccc2)cc1C
ZINC43867155	C=C(C)C1CCC2(C(=O)[O-])CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
ZINC44603991	O=c1oc2cc(OCc3ccccc3)ccc2c([O-])c1/N=N/c1ccccc1
ZINC39884685	N#CC(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)/C([O-])=N/c1ccccc1[N+](=O)[O-]
ZINC16661213	CC(/C=C1\SC([N-]c2ccccc2Br)=NC1=O)=C\c1ccccc1
ZINC16661213	CC(/C=C1\S/C(=N\c2ccccc2Br)NC1=O)=C\c1ccccc1
ZINC55616415	Cc1nn(C)c(Cl)c1S(=O)(=O)[N-]c1ccc(SC(F)(F)F)cc1
ZINC07488903	Cc1cc(/C=C(\Cl)c2nc([O-])c3c4c(sc3n2)CCC4)cc(C)c1O
ZINC59105039	C/N=C1/S/C(=C\c2ccc(OCc3cccc(C(=O)[O-])c3)c(Cl)c2)C(=O)N1C
ZINC59146135	CCN1C(=O)/C(=C2\S/C(=N/c3ccccc3)N=C2[O-])c2cc(Br)ccc21
ZINC59248292	Cc1ccc(C(=O)[O-])cc1/N=C/c1cc(Br)c(Sc2ccc(Cl)cc2)o1
ZINC59387192	Oc1c(Br)cc(Br)cc1/C=N/c1ccc2nc([S-])sc2c1
ZINC33347595	O=C1N=C([N-]c2ccccc2Cl)S/C1=C\c1ccc(I)cc1
ZINC35656490	CCOc1ccc(Br)cc1/C=C1/S/C(=N/c2ccc(C(=O)[O-])cc2)N(C)C1=O
ZINC59599765	Cc1cccc(-n2c(C)cc(/C=C3/S/C(=N/c4cccc(C(=O)[O-])c4)N(C)C3=O)c2C)c1
ZINC59859530	CC(C)c1ccc(/C=C2/C(=O)N(c3ccc(C45CC6CC(CC(C6)C4)C5)cc3)C(=O)N=C2[O-])cc1
ZINC15016284	CSc1ccc(/C=C2\S/C(=N\c3cccc(C(F)(F)F)c3)NC2=O)cc1
ZINC01030814	O=[N+]([O-])c1cccc(-c2cc([O-])n3nc(C(F)(F)F)c(-c4ccccc4)c3n2)c1
ZINC02566457	Oc1c(Br)cc(Br)cc1/C=N/N=C/c1ccccc1
ZINC04517468	CSc1ccccc1C(=O)Nc1nc2c(Br)cccc2s1
ZINC05299116	CSc1ccc2nc(NC(=O)c3ccc(Br)s3)sc2c1
ZINC01642395	CC(C)(C)C1=C(Br)C(O)(C(C)(C)C)OP1(=O)c1ccccc1
ZINC03333203	CSc1ccc(Cl)c(C(=O)Nc2nc3c(F)c(F)c(F)cc3s2)c1
ZINC06210792	O=c1[nH]c(/C(Cl)=C/c2ccsc2)nc2scc(-c3cccs3)c12
ZINC00942698	Cc1cc(I)ccc1NC(=O)/C(C#N)=C/c1ccccc1
ZINC10695733	Cc1csc(-c2ccsc2NC(=O)c2ccc(Br)s2)n1
ZINC12757267	O=S(=O)(NC1CCSc2c(F)cccc21)c1ccc2c(c1)CCCC2
ZINC12757273	O=S(=O)(NC1CCSc2c(F)cccc21)c1ccc2c(c1)CCCC2
ZINC12924927	CC(NC(=O)c1ccccc1I)c1cc2ccccc2o1
ZINC06963844	Cc1cc(I)ccc1NC(=O)Cn1ccc2ccccc21
ZINC14479351	COc1ccc(C2Nc3c(Br)cccc3C3C=CCC32)cc1OC
ZINC17192229	N#C/C(=C/c1ccc(O)c(Br)c1)c1nc(-c2ccccc2)cs1
ZINC20132240	CCC(Br)C(=O)Nc1nc2cc(Br)c(C)cc2s1
ZINC20132243	CCC(Br)C(=O)Nc1nc2cc(Br)c(C)cc2s1
ZINC20132299	CCC(Br)C(=O)Nc1nc2c(Br)cc(Cl)cc2s1
ZINC20133324	Cc1cc2sc(NC(=O)C(Br)C(C)C)nc2cc1Br
ZINC20480519	CCN(C(=O)c1ccc(I)cc1)c1cc(O)ccc1C
ZINC20505540	Clc1cc(Br)cc(Cl)c1NCc1ccc2c(c1)OCCO2
ZINC20715310	COc1ccc(C2Nc3c(Br)cccc3C3C=CCC32)cc1OC
ZINC35116439	Brc1cc2c(cc1CNc1ccccc1Br)OCO2
ZINC36750552	Fc1ccc(Br)cc1NCc1cc(Br)c2c(c1)OCO2
ZINC36804959	Clc1cc(CNc2cccc(I)c2)cc2c1OCO2
ZINC36903341	Brc1cccc(NCc2cc(Br)c3c(c2)OCCCO3)c1
ZINC36954736	CC(Nc1cc2c(cc1Br)OCCO2)c1ccccc1Br
ZINC36956750	Brc1ccc(NCc2cccc3c2OCCO3)c(Br)c1
ZINC37057434	Cc1cn2c(CNc3ccc(I)cc3C)c(C)nc2s1
ZINC37105180	Clc1cc(I)ccc1NCc1cccc2c1OCO2
ZINC37296724	Cc1ccc(NCc2c(C)nc3scc(C)n23)cc1I
ZINC37324625	Fc1cc(Br)ccc1NCc1cc(Br)c2c(c1)OCO2
ZINC37324639	Brc1ccccc1NCc1cc(Br)c2c(c1)OCO2
ZINC37324755	Brc1ccccc1NCc1cc(Br)c2c(c1)OCCO2
ZINC37424061	Clc1cc(Cl)cc(CNc2cc3c(cc2Br)OCCO3)c1
ZINC37575235	CC1CCCC(NS(=O)(=O)c2ccc(Br)cc2Br)C1
ZINC37987689	O=C(NCc1ccc(Br)s1)c1cc2ccccc2c(Cl)n1
ZINC46690940	Cn1c(C(=O)NCc2ccc(Cl)cc2)c(Br)c2ccccc21
ZINC46898690	CC(NC(=O)c1c(Br)c2ccccc2n1C)c1ccccc1F
ZINC47835497	O=C(Oc1cccc(I)c1)c1cc(Br)c[nH]1
ZINC48458411	Cc1ccc(/C=C/C(=O)Nc2ccc(I)cc2Cl)o1
ZINC48502004	N#C/C(=C\c1ccc(Br)s1)C(=O)Nc1ccccc1Br
ZINC48794325	Cc1ccc(Br)cc1NC(=O)/C=C\c1ccc(Br)o1
ZINC49446564	CN(Cc1ccc(Br)s1)C(=O)c1ccc(Br)cc1O
ZINC57398147	N#C/C(=C/c1ccccc1I)C(=O)Nc1ccccc1Cl
ZINC15360046	O=S(=O)(NC1CCSc2ccc(F)cc21)c1ccc2c(c1)CCCC2
ZINC59117284	N#C/C(=C\c1ccccc1I)C(=O)Nc1ccccc1Cl
ZINC59305199	O=C(Nc1ccc(F)cc1Br)c1csc(-c2cccs2)n1
ZINC63445742	CCn1ccc2cc(NC(=O)c3ccccc3I)ccc21
ZINC13477835	Cc1cccc(CC2S/C(=N\c3ccc(Br)cc3)NC2=O)c1
ZINC13477835	Cc1cccc(CC2S/C(=N/c3ccc(Br)cc3)NC2=O)c1
ZINC64897349	O=C(Nc1cccc(C2SCCCS2)c1)c1ccc(Cl)nc1Cl
ZINC01793518	Cc1ccc(-n2c(SC(C)C)nc3sc4c(c3c2=O)CC(C(C)C)OC4)cc1
ZINC01752534	C=CCSc1nc2sc3c(c2c(=O)n1-c1cccc(C)c1)CC(C(C)C)OC3
ZINC02254535	CC(C)CCSc1nc2sc3c(c2c(=O)n1-c1ccccc1)CC(C)(C)OC3
ZINC02305289	C=CCSc1nc2sc3c(c2c(=O)n1-c1ccccc1C)CC(C(C)C)OC3
ZINC05046994	Cc1sc2nc(SCc3ccccc3Cl)n(Cc3ccco3)c(=O)c2c1C
ZINC02394507	CC1(C)Cc2c(sc3nc(SCc4ccccc4)nc(N4CCCC4)c23)CO1
ZINC05182397	Cc1ccc(SCCC(=O)N2CCN(c3nc4c(C)cc(C)cc4s3)CC2)cc1
ZINC05485887	Cc1ccc(OCCn2cnc3scc(-c4ccc5c(c4)CCCC5)c3c2=O)cc1
ZINC06923609	Cc1ccc(C2CC2c2nc3c4c5c(sc4ncn3n2)CC(C(C)(C)C)CC5)cc1
ZINC08008226	Cc1cc(C)cc(-n2c(SC(C)C#N)nnc2-c2ccc(Br)cc2)c1
ZINC02060627	C=CCSc1nc2c(c(=O)n1C1CCOC(C)(C)C1)C1(CCCC1)Cc1ccccc1-2
ZINC01978613	O=c1c(OCc2ccccc2F)c(-c2ccc(Br)o2)oc2ccccc12
ZINC01452881	Brc1ccc(OCCn2c3ccccc3c3nc4ccccc4nc32)cc1
ZINC01392029	CCSc1nnc(-c2sc3cc(C(F)(F)F)cnc3c2-c2cccs2)n1C
ZINC09037869	CC(C)c1cccc2sc(N(Cc3cccnc3)C(=O)c3ccc(Cl)s3)nc12
ZINC09038079	Cc1ccc(C(=O)N(Cc2cccnc2)c2nc3c(C(C)C)cccc3s2)c(C)c1
ZINC09241461	Cc1ccc2nc(N(Cc3cccnc3)C(=O)c3cc(Cl)cc(Cl)c3)sc2c1
ZINC09241510	Cc1ccc2nc(N(Cc3cccnc3)C(=O)c3cccc4ccccc34)sc2c1
ZINC09399417	COCCn1/c(=N/C(=O)c2ccc(Cl)cc2Cl)sc2cc(SC)ccc21
ZINC03249569	O=C(CSc1nc2ccccc2c(=O)n1-c1ccccc1F)c1ccc(Cl)s1
ZINC09542215	Cc1ccc2sc(N(Cc3ccccc3)C(=O)c3nc4ccccc4s3)nc2c1C
ZINC09401929	Cc1ccc2nc(N(Cc3ccccn3)C(=O)c3cccc4ccccc34)sc2c1
ZINC09422978	Cc1c(OCc2ccc(Cl)cc2)ccc2c1O/C(=C/c1cn(C)c3ccccc13)C2=O
ZINC10061517	Cc1cc2nc(N(CC3CCCO3)C(=O)Cc3ccc(Cl)s3)sc2cc1C
ZINC10020702	Cc1ccc(CC(=O)N(Cc2cccnc2)c2nc3c(C)c(Cl)ccc3s2)c(C)c1
ZINC10526887	Cc1ccc(CC(=O)N(CC2CCCO2)c2nc3c(C)cc(Cl)cc3s2)c(C)c1
ZINC11142467	Cc1cc(C)c2nc(N(CC3CCCO3)C(=O)c3ccc4c(c3)CCCC4)sc2c1
ZINC11143118	Cc1ccc(C)c2sc(N(CC3CCCO3)C(=O)c3cc(Cl)sc3Cl)nc12
ZINC12401086	CC(C)(C)c1ccc(C2=NC(C(F)(F)F)(C(F)(F)F)N=C(N3CCCCC3)O2)cc1
ZINC00932964	Cc1cc(C)c2cc(C)c(SCC(=O)N(C)c3nc(-c4ccccc4)cs3)nc2c1
ZINC12555259	CCOc1ccc2nc(SCc3cn4cc(Br)ccc4n3)sc2c1
ZINC12625589	CC1Cc2ccccc2N1C(=O)Cn1c(SCc2ccccc2)nc2ccccc21
ZINC00713463	O=S(=O)(c1ccc2ccccc2c1)n1cnc(-c2ccccc2)c1-c1ccccc1
ZINC13207928	Cc1ccc(S(=O)(=O)N2CC3CC(/C=C/c4ccnc5ccccc45)CC(C3)C2)cc1
ZINC13627894	C#CCn1/c(=N/C(=O)c2cc(Cl)sc2Cl)sc2cc(OCC)ccc21
ZINC13785893	O=c1/c(=C\c2cc(Cl)ccc2OCc2ccccc2F)sc2nc3ccccc3n12
ZINC20610418	Cc1c(Cc2ccccc2)c(=O)oc2c3c(ccc12)OCN(C(C)c1ccccc1)C3
ZINC22902107	Cc1ccc(C)c(C(=O)N(Cc2ccco2)c2nc3c(C)c(Cl)ccc3s2)c1
ZINC22902179	CSc1cccc(C(=O)N(Cc2ccco2)c2nc3c(C)c(Cl)ccc3s2)c1
ZINC23586556	COCC(C)n1c(SC2c3ccccc3-c3ccccc32)nc2ccccc2c1=O
ZINC28182616	Cc1c(OCc2ccc(Cl)cc2)ccc2c1O/C(=C\c1cn(C)c3ccccc13)C2=O
ZINC39342366	CC1CCC2=C3C(=O)N=C(c4ccc(OCc5ccc(Cl)cc5)cc4)N=C3SC2C1
ZINC39863961	C=CCN1C(=O)/C(=C/c2cccc(Br)c2)S/C1=N\c1cccnc1Cl
ZINC39911023	CSc1ccc(C2c3c(oc4c(C)cc(C)cc4c3=O)C(=O)N2Cc2ccccc2)cc1
ZINC40063566	CCCCN1C(=O)c2oc3c(C)c(C)ccc3c(=O)c2C1c1ccc(Br)cc1
ZINC59056143	CC(=O)C1=NN(c2ccc(Cl)cc2)C(c2ccc(C)s2)N1c1ccc(C)cc1
ZINC59425967	COc1ccc(C2=C/C(=C/c3ccc(-c4ccc(Br)cc4)o3)C(=O)O2)cc1
ZINC59443032	CCOc1ccc(C2Sc3ccccc3N=C3C2=C(OC(C)=O)c2ccccc23)cc1
ZINC41436935	Cc1cc(OCC(=O)c2ccc(Cl)cc2)cc2c1C(=O)/C(=C/c1cccs1)O2
ZINC13108414	CN(C)c1ccc(-c2nc3ccccn3c2/N=C/c2ccc(Br)cc2)cc1
ZINC01384089	FC(F)(F)c1cc(-c2ccccc2)nn1-c1nc(-c2ccccc2)cs1
ZINC04154887	Cc1ccc(-c2csc(/C(C#N)=C/c3ccc(-c4ccccc4)o3)n2)cc1
ZINC03628091	CCc1nc2sc3c(SCc4ccccc4)ncnc3c2c2c1CCCC2
ZINC02062427	O=c1oc2cc(OCc3ccc(Cl)cc3)c(Cl)cc2c2c1CCCC2
ZINC01030258	c1ccc2c(-c3csc(-c4ccc(-c5ccon5)s4)n3)csc2c1
ZINC01031702	Cc1onc(-c2ccccc2)c1-c1csc(-c2ccc(C(F)(F)F)cc2)n1
ZINC04532035	COC(=O)CCC(C)C1CCC2C3CCC4CCCCC4(C)C3C3OC3C12C
ZINC04532036	COC(=O)CCC(C)C1CCC2C3CCC4CCCCC4(C)C3C3OC3C12C
ZINC03616166	Cc1ccc(C2=NC(C(F)(F)F)(C(F)(F)F)N=C3C=CC(Cl)=CN32)cc1
ZINC04745942	CC(C)c1cc2c(=O)c(-c3ccccc3)coc2cc1OCc1ccccc1
ZINC02298095	C=C(C)CSc1nc2sc3c(c2c(=O)n1-c1ccc(C)cc1)C(C)CCC3
ZINC02275659	CCCCSc1nc2sc3c(c2c(=O)n1-c1ccccc1)CCCCC3
ZINC01795535	CCCCSc1nc2sc3c(c2c(=O)n1-c1ccccc1C)CCC3
ZINC05236261	Cc1ccc(-c2c(C)sc3ncn(Cc4ccc(Cl)cc4)c(=O)c23)cc1C
ZINC05469693	CCCC1Oc2ccc(Br)cc2C2CC(c3cccs3)=NN12
ZINC05632570	Cn1nc(C(F)(F)F)c2cc(COc3ccc(C(C)(C)C)cc3)sc21
ZINC01386175	Cc1cc(C(F)(F)F)n(-c2nc(-c3ccc(-c4ccccc4)cc3)cs2)n1
ZINC06019465	Cc1ccc(S(=O)(=O)N=[S@@](Cc2ccccc2)c2c(C)cccc2C)cc1
ZINC00752287	CC(C)c1cc(C(C)C)c(S(=O)(=O)N2CCCCCC2)c(C(C)C)c1
ZINC02335266	C=CCn1c(SCc2ccc(C)c(C)c2)nc2sc(C)c(C)c2c1=O
ZINC06982596	Cc1ccc(N=P(Oc2ccccc2)(c2ccc(C)o2)C(C)(C)C)c(C)c1
ZINC09294283	C#CCn1/c(=N\C(=O)c2ccccc2SCC)sc2cc(F)ccc21
ZINC09298628	CCCn1/c(=N/C(=O)c2ccc(Br)cc2)sc2ccccc21
ZINC09563594	CSCCn1/c(=N/C(=O)c2cc(C)ccc2C)sc2cc(C)ccc21
ZINC09565284	C=CCn1/c(=N\C(=O)Cc2ccc(SC)cc2)sc2cc(C)ccc21
ZINC12313476	CSc1ccc(CC(=O)/N=c2\sc3ccc4ccccc4c3n2C)cc1
ZINC09520357	CSc1ccc2c(c1)s/c(=N\C(=O)Cc1cccc3ccccc13)n2C
ZINC12604521	CC/N=c1\scc(-c2ccc(F)cc2)n1/N=C/c1ccc(SC)cc1
ZINC12904386	CCn1/c(=N/C(=O)/C=C/c2cccs2)sc2cc(Br)ccc21
ZINC12529062	Cc1cc(C)c2nc(SCC(=O)N3CC4(C)CC3CC(C)(C)C4)cc(C)c2c1
ZINC14780186	CC(C)Oc1ccc(C(=O)Oc2ccc(Cl)cc2Br)cc1
ZINC14783168	CC(C)Oc1ccc(Br)cc1C(=O)Oc1ccc(Cl)cc1
ZINC17198321	O=C1CSC(c2ccccc2Cl)N1c1ccccc1Oc1ccccc1
ZINC22022280	COc1ccc(-c2nc(CSC3=Nc4ccccc4CS3)cs2)cc1
ZINC24975068	Fc1ccccc1N(Cc1ccc(C(F)(F)F)cc1)c1nc2cnccc2s1
ZINC28648129	CCOc1nc2c(c(-c3ccc(C)cc3)c1C#N)CCSc1ccccc1-2
ZINC34773177	c1ccc(CSc2nc(N3CCCC3)c3sc4c(c3n2)CCCC4)cc1
