ZINC06447457	Cn1c(=O)c2[nH]c(CC[NH3+])nc2n(C)c1=O
ZINC08774043	CC(=O)N/C(=C\c1ccccc1)C(=O)OC(C)C(=O)Nc1ccc(S(N)(=O)=O)cc1
ZINC08844380	Cc1csc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)ccc3c2=O)n1
ZINC08844385	O=C1CC(c2ccc3c(c2)OCCO3)Oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc21
ZINC08844387	O=C1CC(c2ccc3c(c2)OCCO3)Oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc21
ZINC07977729	Nn1c(COc2ccccc2F)nnc1SCC(=O)NNC(=O)c1ccccc1
ZINC10794431	Cc1ccc(NC(=O)NC(=O)COC(=O)c2ccc(S(N)(=O)=O)cc2)c(C)c1
ZINC11090606	Cc1cc(C)cc(OCc2nnc(SC(C)C(=O)NC(=O)NC3CC3)n2N)c1
ZINC11666971	COc1ccc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)ccc3c2=O)cc1
ZINC11671092	CC(Sc1nnc(-c2ccco2)n1N)C(=O)NCC(=O)Nc1ccc(F)c(F)c1F
ZINC09546295	COc1ccc(S(=O)(=O)Nc2sc3c(c2C(N)=O)CCC(C)C3)cc1NC(C)=O
ZINC15082908	CNc1nc2[nH]c(=O)c3c(c2s1)OC(N)=C(C#N)C3c1cccc(OC)c1OC
ZINC15898849	CC1CCCCC12NC(=O)N(CC(=O)NNC(=S)NCC1CCCO1)C2=O
ZINC16665938	CC1(c2ccc3c(c2)CCC3)NC(=O)N(CC(=O)Nc2sccc2C(N)=O)C1=O
ZINC16714109	CC(=O)Nc1sc(C)c(C)c1C(=O)OC(C)C(=O)Nc1sccc1C(N)=O
ZINC16890428	CC(=O)NC1C(O)C(O)C(CO)OC1n1nc(-c2ccccc2)n(-c2ccccc2)c1=S
ZINC02802239	CCn1ncc(NC(=S)NNC(=O)c2cnn3c2NC(C)CC3C(F)(F)F)c1C
ZINC19597327	CC(C)OC(=O)C1(C#N)C(c2ccccc2C(F)(F)F)C(C(N)=O)N2C=C(C(N)=O)C=CC21
ZINC19946552	COc1ccccc1NC(=O)C1=C(C)NC(SCC(N)=O)=C(C#N)C1c1ccc(C)o1
ZINC20843010	CCc1nnc(SCC(=O)Nc2ccc(S(=O)(=O)NC(C)(C)C)cc2)n1N
ZINC21317769	COc1ccccc1NC(=O)CSc1nnc(N/N=C/c2cccs2)n1N
ZINC21325367	C/C(=N\Nc1nnc(SCC(=O)Nc2nc(C)cs2)n1N)c1cccs1
ZINC22309906	CCNC(=O)NC(=O)C(C)Sc1nc2cc(S(N)(=O)=O)ccc2n1CC
ZINC23751421	CC1(c2ccc(F)cc2)NC(=O)N(CC(=O)NNC(=O)c2ccccc2O)C1=O
ZINC20842714	Cc1nnc(SCCC(=O)Nc2ccc(S(=O)(=O)Nc3ccccc3)cc2)n1N
ZINC31631752	CC1(c2ccccc2)NC(=O)N(CC(=O)Nc2sc3c(c2C(N)=O)CCC3)C1=O
ZINC32594302	CC(=O)NC1C(O)C(O)C(CO)OC1n1nc(-c2ccc(C)cc2)n(CC(C)C)c1=S
ZINC33771986	CCCCN1C(=O)C2C(c3cc(C)c(O)c(C)c3)[NH2+]C(Cc3ccc(O)cc3)(C(=O)[O-])C2C1=O
ZINC34380625	COc1cccc(C2[NH2+]C(C(=O)[O-])(C(C)O)C3C(=O)N(c4ccc(C)c(Cl)c4)C(=O)C23)c1O
ZINC34388735	Cc1ccc(N2C(=O)C3C(c4cc(C)c(O)c(C)c4)[NH2+]C(C(=O)[O-])(C(C)O)C3C2=O)cc1Cl
ZINC13865100	CC1(NC(=S)Nc2ccc(NC(=S)NC3(C)CCS(=O)(=O)C3)cc2)CCS(=O)(=O)C1
ZINC39248156	CCOC(=O)C1SC(NC(=O)CSc2nc(N)cc(=O)[nH]2)=NC1c1ccccc1
ZINC40166800	CC1(NC(=O)Nc2ccc(NC(=O)NC3(C)CCS(=O)(=O)C3)cc2)CCS(=O)(=O)C1
ZINC33965105	CC/C=C\C(O)C(O)C1=C(C)C(=O)C2(O1)C(=O)NC(OC)(C(=O)c1ccccc1)C2O
ZINC43553750	CCNC(=O)OC1CCC2(C)C(CC(=O)N3CCC(O)C3)C(O)CCC2C1(C)CO
ZINC20611747	COc1ccccc1CN1C(=O)C2C(CCC(N)=O)NC3(C(=O)Nc4c(C)cc(C)cc43)C2C1=O
ZINC15968723	Cc1ccc2c(c1C)NC(=O)C21NC(CCC(N)=O)C2C(=O)N(CCc3ccccc3)C(=O)C21
ZINC20566000	COCCCN1C(=O)C2C(Cc3ccc(O)c(O)c3)NC3(C(=O)Nc4ccc(Cl)cc43)C2C1=O
ZINC16024804	CCC(C)N1C(=O)C2C(CCC(N)=O)NC3(C(=O)Nc4ccc(Br)cc43)C2C1=O
ZINC53996169	CC(NC(=O)c1ccc(N)c([N+](=O)[O-])c1)c1ccc(OCC(=O)NC2CC2)cc1
ZINC56850888	CC1CCc2c(sc3nc(CCC(=O)NCCS(N)(=O)=O)[nH]c(=O)c23)C1
ZINC23063210	CC(OC(=O)c1cc(S(=O)(=O)NC2CC2)ccc1Br)C(=O)NC(N)=O
ZINC25161001	N#Cc1c(CCCNC(=O)CCc2nc3ccccc3c(=O)[nH]2)nn(-c2ccc(F)cc2)c1N
ZINC59845319	CC(=O)NNC(=O)C(C)Sc1nnc(-c2ccccc2Br)n1N
ZINC08390128	CC(C)NC(=O)C(=O)NNC(=O)CNC(=O)c1ccc(Oc2ccccc2)cc1
ZINC40012564	CC(C)OC(=O)C1C2=C(CCCC2)SC1NC(=O)CSc1n[nH]c(N)n1
ZINC64683493	O=C(CNC(=O)NC(CC1=c2ccccc2=[NH+]C1)C(=O)[O-])Nc1ccc2ccccc2c1
ZINC64683664	COc1ccc(C2CC(CNC(=O)NC(CC3=c4ccccc4=[NH+]C3)C(=O)[O-])ON2)cc1
ZINC05347393	C[NH+](C)CCCn1cnc2c(c1=[NH2+])C(c1ccc(Cl)cc1)c1ccc(O)cc1O2
ZINC03171297	CC1(C)CC([NH2+]C(CO)C(O)c2ccc([N+](=O)[O-])cc2)=CC(=[N+]2CCCCC2)C1
ZINC03171299	CC1(C)CC([NH2+]C(CO)C(O)c2ccc([N+](=O)[O-])cc2)=CC(=[N+]2CCCCC2)C1
ZINC06661004	C[NH+](C)CCn1cnc2c(c1=[NH2+])C(c1ccccc1Cl)c1ccc(O)cc1O2
ZINC34789305	CC[NH+]1CCN(C(=O)c2[nH]nc3c2C[NH2+]CC3)CC1
ZINC06660606	Cc1ccc(C2c3ccc(O)cc3Oc3nc[n+](CCCn4cc[nH+]c4)c(N)c32)cc1
ZINC36135363	CC[NH+]1CCC(N(C)C(=O)C([NH3+])CCS(C)(=O)=O)CC1
ZINC37039902	CC(C(=O)N1CCOCC1)N1CC[NH+](CCCC[NH3+])CC1
ZINC37280054	CCCNC(=O)C(C)[NH2+]C1CC[NH+](CC(=O)N(C)C)CC1
ZINC37804614	CC(C)[NH+]1CCC(N(C)C(=O)C([NH3+])CCS(C)(=O)=O)CC1
ZINC37819221	CCC(C)C([NH3+])C(=O)N1CCN(C(=O)C[NH+](C)C)CC1
ZINC38596520	CC1=CC(C)N(CCC(=O)N/N=C/C2=c3ccccc3=[NH+]C2)N1
ZINC38802743	O=C1[NH+]=c2ccccc2=[NH+]C1N/N=C/c1ccc(O)cc1
ZINC39627380	C[NH+](C)CCCNC(=O)C1CN(C(=O)C2CCC2)CC12CC[NH2+]CC2
ZINC39627413	CCC(CC)C(=O)N1CC(C(=O)NCCC[NH+](C)C)C2(CC[NH2+]CC2)C1
ZINC39629988	O=C(NCCCn1cc[nH+]c1)C1CN(C(=O)CCC2CCCC2)CC12CC[NH2+]CC2
ZINC39630985	C[NH+](C)CC(C)(C)CNC(=O)C1CN(C(=O)C2CC=CCC2)CC12CC[NH2+]CC2
ZINC39678880	CC(C)C(=O)N1CC(C(=O)NCCCC[NH+](C)C)C2(CC[NH2+]CC2)C1
ZINC39689732	CCCCCCC(=O)N1CC(C(=O)NCC2CC[NH+](C)C2)C2(CC[NH2+]CC2)C1
ZINC39698808	COc1ccc(C2=C([NH3+])N=NC3=c4ccccc4=[NH+]C23)cc1OC
ZINC40676027	C[NH+](C)CC(O)C[NH2+]CCc1ccc([N+](=O)[O-])cc1
ZINC40862215	CC(CNS(=O)(=O)N1CC[NH2+]CC1)C[NH+]1CCCCC1
ZINC40862288	CC(C)[NH+]1CCC(CNS(=O)(=O)N2CC[NH2+]CC2)C1
ZINC42525084	CN(CCC[NH3+])S(=O)(=O)N1CCC[NH+](C)CC1
ZINC43402302	COCC[NH+](Cc1nc(C(C)(C)[NH3+])no1)C(C)C1CC1
ZINC43525130	CCC1C[NH+]2CCC1CC2CNC(=O)C(=O)NCC1CC2CC[NH+]1CC2CC
ZINC43525182	C#CC1C[NH+]2CCC1CC2C[NH+](Cc1ccc(CO)o1)Cc1ccc(CO)o1
ZINC49153140	CC[NH+]1CCC(NC(=O)NC(C)Cn2cc[nH+]c2)CC1
ZINC49415358	CC(C)[NH+]1CCC(CNC(=O)NCCn2cc[nH+]c2)C1
ZINC05208567	Nc1c2c(nc[n+]1CCCn1cc[nH+]c1)Oc1cc(O)ccc1C2c1ccco1
ZINC50814878	CC(C)C[NH+](CC[NH+](C)C)Cc1cc([N+](=O)[O-])ccc1N
ZINC51952333	CC(C)NC(=O)NC(=O)C(C)[NH+]1CCC([NH+]2CCCC2)CC1
ZINC52713594	CCNC(=O)NC(=O)C(C)[NH+]1CCC(C[NH+]2CCCCCC2)CC1
ZINC52809046	COCCC([NH3+])C(=O)N(C)CCN(C)C1CC[NH+](C)CC1
ZINC54095987	COc1c(C)c[nH+]c(CN2CCC(C(N)=O)([NH+]3CCCCC3)CC2)c1C
ZINC56524060	CC(C)NC(=O)NC(=O)C(C)[NH+]1CCC(CC[NH+](C)C)CC1
ZINC61645048	C[NH+](C)CC1CCCN1C(=O)C([NH3+])CCS(C)(=O)=O
ZINC61758704	CC(C)Cn1cc[nH+]c(N2CCN(CC[NH3+])CC2)c1=O
ZINC62082446	CC(C)[NH+]1CCC(C[NH3+])(N2CCN(S(C)(=O)=O)CC2)CC1
ZINC63271182	COc1ccc2c(c1OC)=CC(C(=O)NCC(=O)NCCC1=c3ccccc3=[NH+]C1)[NH+]=2
ZINC63694303	O=C(NCCC1[NH+]=c2ccccc2=[NH+]1)C1CC(C2CC2)N(C2CCS(=O)(=O)C2)N1
ZINC63746706	O=C(NCC1[NH+]=c2ccccc2=[NH+]1)c1c[nH]c(=S)n1-c1ccccc1
ZINC58393372	CC(C)c1[nH+]n(C)c(N(C)C)c1CNCC(O)C[NH+]1CCCCC1
ZINC58341798	Cc1cc2n([nH+]1)CC(C[NH2+]CC1CCS(=O)(=O)C1)CN2
ZINC65253054	CCCCNC(=O)C1CCC[NH+](CC(=O)NC2CC[NH+](C3CC3)CC2)C1
ZINC65305706	O=C(Cc1cccs1)NCC(=O)NC1[NH+]=c2ccccc2=[NH+]1
ZINC65380354	O=C1[NH+]=c2cc(F)ccc2=CC1CN1CNc2sc3c(c2C1=O)CC[NH2+]C3
ZINC65380950	Cc1c[nH+]c(NCC[NH+]2CCCCC2CO)nc1N(C)C
ZINC65381931	Cc1ccc2c(c1)c(CNc1nc(C)[nH+]c3c1CC[NH2+]CC3)nn2C
ZINC66233754	CC1CC(C)C[NH+](C(C)(C)CNC(=O)NCCc2[nH+]ccn2C)C1
ZINC05835439	COc1cc(C[NH2+]C2CCc3cc(OC)c(OC)c(OC)c3-c3ccc(SC)c(=O)cc32)cc(OC)c1
ZINC03007033	CCOC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N(C)c3ccccc3)cc2)sc2c1CC[NH+](CC)C2
ZINC03007119	COC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N(C)c3ccccc3)cc2)sc2c1CC[NH+](C(C)C)C2
ZINC01502859	CS(=O)(=O)c1cc(C#N)c(N2CCN(C(=O)Nc3cccc(C(F)(F)F)c3)CC2)[nH+]c1-c1ccc(Cl)cc1
ZINC08623493	CCC(CC)c1cc(C2C[NH+]3CCC2CC3COC(=O)Nc2ccc(F)cc2F)nc(-c2ccncc2)n1
ZINC08881025	CCC[NH+]1CCc2c(sc(NC(=O)c3ccc(S(=O)(=O)N(C)c4ccccc4)cc3)c2C(=O)OC)C1
ZINC08881181	CCC[NH+]1CCc2c(sc(NC(=O)c3ccc(S(=O)(=O)N4CCCCCC4)cc3)c2C(=O)OCC)C1
ZINC09110451	Cc1ccc(N2CC[NH+](CCc3nc4cc(NC(=O)COc5ccc([N+](=O)[O-])cc5)ccc4n3C)CC2)cc1
ZINC09383364	CCOC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N(CC)c3ccccc3)cc2)sc2c1CC[NH+](C)C2
ZINC09391511	CCOC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)sc2c1CC(C)(C)[NH2+]C2(C)C
ZINC09681938	COc1ccc(-n2nc(C(=O)Nc3ccccc3N3CC[NH+](C)CC3)c3c4ccccc4n(C)c3c2=O)cc1
ZINC12481965	COc1ccccc1N1CCN(C(=O)CC2CC[NH2+]CC2Cc2cc(CSc3ccccc3)on2)CC1
ZINC03841460	Cn1cc(C[NH+]2CC3CC(C2)c2ccc(NS(=O)(=O)c4ccc(Cl)cc4)c(=O)n2C3)c2ccccc21
ZINC19606801	Cc1nonc1C[NH+](C)Cc1cc(-c2ccc3c(c2)OCO3)ccc1OCC(=O)Nc1ccc(F)c(F)c1
ZINC19820973	Cc1cc(C)cc(NC(=O)CC2C(=O)NCCN2C(=O)C[NH+]2CCN(c3cccc(C(F)(F)F)c3)CC2)c1
ZINC19901842	Cc1ccc(OCC(O)CN2CC[NH+](CCN3C(=O)c4cccc5cccc(c45)C3=O)CC2)c(C(C)(C)C)c1
ZINC19938968	COc1ccccc1-c1ccc(C(=O)NCCC2=CCCCC2)c(N2CCC([NH+]3CCCC(CO)C3)CC2)n1
ZINC19961814	CCc1ccccc1NC(=O)CC1C(=O)NCCN1C(=O)C[NH+]1CCN(c2cccc(C(F)(F)F)c2)CC1
ZINC20104162	CC[NH+]1CCN(CCCNC(=O)C2c3ccccc3C(=O)N(C3CCCCC3)C2c2ccc(OC)cc2)CC1
ZINC20104164	CC[NH+]1CCN(CCCNC(=O)C2c3ccccc3C(=O)N(C3CCCCC3)C2c2ccc(OC)cc2)CC1
ZINC28650003	CC(C)[NH+](CCO)CCN(C(=O)Nc1cc(Cl)nc(Cl)c1)C1CCC2(c3cccc(C#N)c3)CC2C1
ZINC32644036	COc1ccc(OC)c(S(=O)(=O)N2Cc3ccccc3CC2C(=O)NC2CC(C)(C)[NH+](C)C(C)(C)C2)c1
ZINC32914580	Cc1ccccc1C[NH+]1CCCN(C(=O)c2cc(NS(=O)(=O)c3cccc([N+](=O)[O-])c3)ccc2O)CC1
ZINC34756744	O=C(CSc1nc(N2CC[NH+](CC(=O)N3CC3)CC2)c2c3c(sc2n1)CCCC3)Nc1ccccc1
ZINC34757750	Cc1ccc(NC(=O)C[NH+]2CCN(c3nc(SCC(=O)N(C)C)nc4sc5c(c34)CCC5)CC2)cc1
ZINC34759226	CCc1ccccc1-n1c(C(C)N(CC[NH+](C)C)C(=O)Nc2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O
ZINC34759230	CCc1ccccc1-n1c(C(C)N(CC[NH+](C)C)C(=O)Nc2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O
ZINC35642321	CCOC(=O)C1=C(C[NH+]2CCCN(C(=O)c3cccs3)CC2)N(CC)C(=O)NC1c1ccccc1OC
ZINC35646539	CCOC(=O)C1=C(C[NH+]2CCCN(C(=O)c3cccs3)CC2)N(CC)C(=O)NC1c1ccc(OC)cc1
ZINC35671775	Cc1ccc(-n2cc(-c3ccc(Cl)cc3)nc2NC(=O)CN(CC[NH+](C)C)C(=O)c2ccco2)cc1C
ZINC35695321	COc1ccc(-c2cn(-c3ccc(F)cc3)/c(=N/C(=O)CN(CC[NH+](C)C)C(=O)c3ccccc3C)[nH]2)cc1
ZINC36003298	CCNC(=O)N1CCC[NH+](CC2=C(C(=O)OCC)C(c3cccc(Oc4ccccc4)c3)NC(=O)N2C)CC1
ZINC36006699	CCOC(=O)C1=C(C[NH+]2CCCN(C(=O)NC(C)(C)C)CC2)N(C)C(=O)NC1c1cc(OC)cc(OC)c1
ZINC36006700	CCOC(=O)C1=C(C[NH+]2CCCN(C(=O)NC(C)(C)C)CC2)N(C)C(=O)NC1c1cc(OC)cc(OC)c1
ZINC36013834	CCOC(=O)C1=C(C[NH+]2CCCN(C(=O)C3CCCC3)CC2)N(CC)C(=O)NC1c1ccc(C(C)C)cc1
ZINC20490492	CCOc1ccc(NC(=O)c2cnn3c2N=C(c2ccc(CC)cc2)CC3c2cccc(OC)c2OC)cc1
ZINC37603335	C[NH+](C)CCNC(=O)c1ccc(COc2ccc3c(c2)C(c2ccc(F)cc2)N(C(=O)C2CCCC2)CC3)o1
ZINC39439792	CCOC(=O)C1C2=C(CCCC2)SC1NC(=O)CSC1N=N/C(=[NH+]/N=C/c2ccccc2Cl)N1
ZINC39439793	CCOC(=O)C1C2=C(CCCC2)SC1NC(=O)CSC1N=N/C(=[NH+]/N=C/c2ccccc2Cl)N1
ZINC39439794	CCOC(=O)C1C2=C(CCCC2)SC1NC(=O)CSC1N=N/C(=[NH+]/N=C/c2ccccc2Cl)N1
ZINC39696245	CCc1ccc(C(C)NC(=O)C2CN(C(=O)COc3cccc4c(C)cc(=O)oc34)CC23CC[NH2+]CC3)cc1
ZINC40343809	O=C1c2n[nH]c(-c3ccc(Cl)cc3)c2C(c2ccc(OCc3ccccc3)cc2)N1CCCn1cc[nH+]c1
ZINC40426482	CC(C)CC(C(=O)N(C)C1CC[NH+](C)CC1)N1CC2=C(C1=O)C(c1ccccc1C(F)(F)F)NC(=O)N2C
ZINC40426483	CC(C)CC(C(=O)N(C)C1CC[NH+](C)CC1)N1CC2=C(C1=O)C(c1ccccc1C(F)(F)F)NC(=O)N2C
ZINC36029905	COc1ccc(CCN2C(=O)C(CC(C)C)[NH2+]C23CCN(S(=O)(=O)c2ccc(F)cc2)CC3)cc1OC
ZINC01026735	CCOc1ccc(/C=N/NC(=O)COc2ccc(F)cc2F)cc1C[NH+]1CC2CC(C1)c1cccc(=O)n1C2
ZINC01317832	COc1ccc(C2[NH2+]CCc3c2[nH]c2ccc(OCc4ccccc4)cc32)cc1COc1ccc(NC(C)=O)cc1
ZINC63314204	COc1ccc(C2=C3C(N=N2)C(=O)N(CCC2=c4cc(OC)ccc4=[NH+]C2)C3c2ccc(O)c(OC)c2)cc1
ZINC63362578	COc1cc(CNC(=O)c2cccc(N3C(=O)N4CCC5=c6ccccc6=[NH+]C5C4(C)C3=O)c2)cc(OC)c1
ZINC63584604	COc1ccc2c(c1)=C(CCNC(=O)C1=CNN(C(C)(C)C)C1C1CCN(C(=O)OC(C)(C)C)CC1)C[NH+]=2
ZINC08742687	O=c1c2sc3[nH+]c(N4CCOCC4)c4c(c3c2ncn1C(c1ccccc1)c1ccccc1)CCCC4
ZINC08788458	CC(C)C[NH+](Cc1c(O)ccc2c(=O)c(Oc3ccccc3C(C)C)c(C(F)(F)F)oc12)CC(C)C
ZINC08834865	CCOc1ccc(C2c3c(oc4ccc(Br)cc4c3=O)C(=O)N2CCC[NH+](CC)CC)cc1
ZINC02371413	CC1(C)Cc2c(c(N3CCOCC3)[nH+]c3sc4c(Cl)nc(SCc5ccccc5)nc4c23)CO1
ZINC08960221	CCOc1ccc2nc(N(CCC[NH+]3CCOCC3)C(=O)c3cc4cccc(OCC)c4o3)sc2c1
ZINC09357826	COC(=O)C1(C#N)C(c2ccc(Br)cc2)C(C(=O)c2ccccc2)[NH+]2C=Cc3ccccc3C21
ZINC10786069	Cc1cc(Cl)cc2sc(N(CCC[NH+]3CCOCC3)C(=O)CCSc3ccc(F)cc3)nc12
ZINC10815559	CC[NH+](CC)CCN(C(=O)c1cccc(SC(C)C)c1)c1nc2c(S(C)(=O)=O)cccc2s1
ZINC12296228	COc1c2c(cc3c1C(CC(=O)CC/C=C(/C)CCC1C(C)CCC4C(C)(C)CCCC14C)[NH+](C)CC3)OCO2
ZINC12572103	Cc1ccc(N2CCN(C(=O)COc3ccc(-c4nc5ccccc5s4)cc3C[NH+](C)C)CC2)c(C)c1
ZINC13559583	Cc1c(-c2ccc(C(C)C)cc2)c(=O)n(CC[NH+](C)CCc2ccccn2)c(=O)n1Cc1c(F)cccc1F
ZINC14881003	COc1ccc2cc(CN(CCc3ccc(F)cc3)C(=O)c3cccs3)c(N3CCOCC3)[nH+]c2c1
ZINC20806337	O=[N+]([O-])c1cccc(-c2cs/c(=[NH+]\c3ccc(-c4nnc5n4CCCCC5)cc3)n2-c2ccccc2)c1
ZINC15072524	COC(=O)CCC1C[NH+](C2Cc3ccccc3C2)CCC1N1CCN(c2cccc(C(F)(F)F)c2)CC1
ZINC22325284	CCC1CCCC[NH+]1CCCNC(=O)CN(c1cc(Cl)ccc1C)S(=O)(=O)c1ccc(C)cc1
ZINC23339537	CC1CCN(C(=O)CCC2CN(C(C)C)CCC2[NH+]2CCN(c3cccc(C(F)(F)F)c3)CC2)CC1
ZINC23455274	Cc1cc(C)c(C)c(S(=O)(=O)N2CC[NH+](CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c1C
ZINC23456058	Cc1cc(C)c(C)c(S(=O)(=O)N2CC[NH+](CCOC(c3ccccc3)c3ccc(F)c(F)c3)CC2)c1C
ZINC23471536	CCCCSc1ccc(/N=C2\C(=O)N(CN3CC[NH+](C/C=C/c4ccccc4)CC3)c3ccccc32)cc1
ZINC25149386	O=S(=O)(c1ccc(Oc2ccccc2)cc1)N1CC[NH+](CCOC(c2ccccc2)c2ccccc2)CC1
ZINC27529107	Clc1ccc(OCCNc2ccc(CC[NH+]3CCN(Cc4ccc5c(c4)OCO5)CC3)cc2)c(Cl)c1
ZINC27904179	COc1ccc(OC)c(C2C(C(=O)C34CC5CC(CC(C5)C3)C4)[NH+]3C=Cc4ccccc4C3C2(C#N)C#N)c1
ZINC33068994	COc1cc(C[NH+](Cc2cc(=O)n3c(-c4ccc(F)cc4)csc3n2)CC(C)C)cc(OC)c1OC
ZINC34747328	Cc1ccc(C[NH+]2CCN(c3nc4sc5c(c4c(=O)n3Cc3cc(C)ccc3C)CCCC5)CC2)c(C)c1
ZINC34747347	Cc1ccc(Cn2c(N3CC[NH+](Cc4cc(C)ccc4C)CC3)nc3sc4c(c3c2=O)CCCC4)c(C)c1
ZINC34747370	O=c1c2c3c(sc2nc(N2CC[NH+](CCc4ccccc4)CC2)n1CCCc1ccccc1)CCCC3
ZINC34945351	O=C(Nc1ccc(Br)cc1)N(CCCn1cc[nH+]c1)Cc1ccc(OCc2ccccc2)cc1
ZINC35486234	CCCOc1ccc(C2c3c(oc4ccc(Br)cc4c3=O)C(=O)N2CC[NH+](CC)CC)cc1
ZINC35486672	CC(C)CCOc1cccc(C2c3c(oc4ccc(Br)cc4c3=O)C(=O)N2CC[NH+](C)C)c1
ZINC35486677	CCCCCCOc1ccc(C2c3c(oc4ccc(Br)cc4c3=O)C(=O)N2CC[NH+](C)C)cc1
ZINC35545583	CN(Cc1ccco1)C(=O)C1Cc2cc(C(F)(F)F)ccc2N2CC[NH+](CCOc3ccccc3)CC12
ZINC35938493	Cc1ccc(C2c3ccsc3CC[NH+]2CC(=O)N2CCN(C(=O)c3cccc4ccccc34)C(C)C2)cc1
ZINC35938778	Cc1ccccc1C1c2ccsc2CC[NH+]1C(C)C(=O)N1CCN(C(=O)c2cccc3ccccc23)CC1
ZINC36638009	CCOc1cccc2sc(N(CC[NH+](CC)CC)C(=O)c3cc4c(ccc5ccccc54)oc3=O)nc12
ZINC34676779	CCN(C)c1nc(N2CCN(c3ccccc3)CC2)[nH+]c2c1CN(C(=O)c1cccc(C(F)(F)F)c1)CC2
ZINC36648013	Cc1ccc2nc(N(CC[NH+](C)C)C(=O)C3CCCN(S(=O)(=O)c4ccc(Cl)s4)C3)sc2c1
ZINC39303752	C=CCOc1ccc(CN2CCN(C(=O)C3CCCC[NH+]3Cc3cc(C(C)C)ccc3OC)CC2)cc1
ZINC39325193	CCc1ccc2c(c1)=CC(CN(Cc1ccccc1)S(=O)(=O)c1ccccc1Br)C(=O)[NH+]=2
ZINC39707731	COc1ccc(C2C3=C(N=c4s/c(=C/C5=c6ccccc6=[NH+]C5)c(=O)n42)c2ccccc2CC3)cc1OC
ZINC39987205	O=C1[NH+]=c2ccc(Cl)cc2=C(c2ccccc2)C1C1=NN(C(=O)c2ccc(F)cc2)C(c2ccco2)C1
ZINC39988949	O=C1[NH+]=c2ccc(Cl)cc2=C(c2ccccc2)C1C1=NN(C(=O)c2ccccc2F)C(c2ccco2)C1
ZINC40014717	CC[NH+](CC)CCCN1C(=O)c2oc3ccc(Cl)cc3c(=O)c2C1c1cccc(OCc2ccccc2)c1
ZINC40555941	CC[NH+](CC)CCN1C(=O)c2oc3c(ccc4ccccc43)c(=O)c2C1c1cccc(Br)c1
ZINC35104378	Cc1ccc(N2C(SCC(=O)[O-])=[NH+]/C(=[NH+]/c3ccc(Cl)cc3)C23CCCCC3)cc1Br
ZINC04172766	COc1cc(-c2[nH+]c3cc(C)ccn3c2NC(C)(C)CC(C)(C)C)ccc1OC(=O)/C=C/c1ccccc1
ZINC04172567	Cc1ccn2c(NC(C)(C)CC(C)(C)C)c(-c3ccc(OS(=O)(=O)c4ccc(Cl)cc4)cc3)[nH+]c2c1
ZINC39946124	CCc1ccc(OCc2nnc(SCC(=O)C3=c4ccccc4=[NH+]C3C)n2C(C)c2ccccc2)cc1
ZINC63374961	CCc1ccc(C2CN3C(=O)CN(CCc4ccc(OC)cc4)C(=O)C3(C)C3[NH+]=c4ccccc4=C23)cc1
ZINC63375252	CCOC(=O)c1ccc(N2C(=O)C3CC4=c5ccccc5=[NH+]C4C(c4ccc(C(C)C)cc4)N3C2=O)cc1
ZINC63503303	CCOc1ccc(C2C3[NH+]=c4ccccc4=C3CCN2C(=O)c2cc3cc(Br)ccc3o2)cc1
ZINC01033957	O=S(=O)(c1ccccc1)c1ccc(S(=O)(=O)N2CC[NH+](C3c4ccccc4-c4ccccc43)CC2)s1
ZINC08254414	COc1ccccc1N1CCN(C(=O)C2C[NH+]3CCC2CC3Cn2cc(-c3ccc(C(C)(C)C)cc3)nn2)CC1
ZINC08254417	COc1ccccc1N1CCN(C(=O)C2C[NH+]3CCC2CC3Cn2cc(-c3ccc(C(C)(C)C)cc3)nn2)CC1
ZINC08442456	CC(C)(C)C(C(Oc1ccc(Cl)cc1)n1cncn1)n1nnnc1C(c1ccccc1)[NH+]1CCCCC1
ZINC08767049	CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(N4CC[NH+](C)CC4)o3)c(=O)n2C1c1c(OC)ccc2ccccc12
ZINC08767091	CC1=C(C(=O)OC(C)C)C(c2ccc(Cl)cc2)n2c(s/c(=C/c3ccc(N4CC[NH+](C)CC4)o3)c2=O)=N1
ZINC08837206	c1ccc(CN(Cc2ccccc2)c2nnnc3c2sc2[nH+]c(N4CCOCC4)c4c(c23)CCCC4)cc1
ZINC12202684	CN(C)c1[nH+]c2cc3c(cc2cc1CN(CC1CCCO1)C(=O)C(c1ccccc1)c1ccccc1)OCO3
ZINC12490042	CN(c1ccccc1)S(=O)(=O)c1ccc(C(=O)Oc2ccc3nc(N4CC[NH+](C)CC4)sc3c2)cc1
