ZINC02780389	Cc1nn(C)cc1C(=O)Nc1sc2c(c1C(N)=O)CCC2
ZINC09706359	NC(=O)c1oc2ccccc2c1NC(=O)C(=O)NC(c1ccccc1)c1ccccc1
ZINC10174613	CC1CC(=O)Nc2ccccc2N1C(=O)CNc1ccccc1SCC(N)=O
ZINC11859110	CCOc1cc(C2NC(=O)NC(O)(C(F)(F)F)C2C(=O)c2ccccc2)ccc1O
ZINC09849237	CC1=C(C(=O)Nc2c(C)cccc2C)C(c2ccco2)C(C#N)=C(SCC(N)=O)N1
ZINC20467303	CCNC(=O)NC1CCC2(C)CCC(C(C)C(=O)NCc3ccco3)C(O)C2C1C
ZINC20467304	CCNC(=O)NC1CCC2(C)CCC(C(C)C(=O)NCc3ccco3)C(O)C2C1C
ZINC29617240	Cc1ccc(NC(=O)NC(=O)C(C)Sc2nc(C)c(CC(N)=O)s2)c(C)c1
ZINC31297566	CN(CC(=O)Nc1c(Cl)cccc1Cl)C(C(=O)NC(N)=O)c1ccccc1
ZINC32891430	NC(=O)c1ccc(N2CCCC2)c(NC(=O)CNC(=O)C23CC4CC(CC(C4)C2)C3)c1
ZINC17214464	Cc1cccc(NC(=O)/C(=N\NC(C)(C)C)C2NC(=S)NC2=O)c1C
ZINC01234792	CC1=C(C(=O)Nc2ccccc2)C(c2ccco2)C(C#N)=C(SCC(N)=O)N1
ZINC38556175	NN1C(SCC(=O)c2ccc(F)cc2)NNC1C1C=C(c2ccccc2)N=N1
ZINC38556178	NN1C(SCC(=O)c2ccc(F)cc2)NNC1C1C=C(c2ccccc2)N=N1
ZINC38556191	NN1C(SCC(=O)c2ccccc2Cl)NNC1C1C=C(c2ccccc2)N=N1
ZINC38556194	NN1C(SCC(=O)c2ccccc2Cl)NNC1C1C=C(c2ccccc2)N=N1
ZINC38556207	Cc1ccccc1C(=O)CSC1NNC(C2C=C(c3ccccc3)N=N2)N1N
ZINC38748420	Cc1ccc(C(=O)CSC2NNC(C3C=C(c4ccc(F)cc4)N=N3)N2N)cc1
ZINC39915957	OCC1OC(Sc2nc3ccccc3n2CCc2ccccc2)C(O)C(O)C1O
ZINC39915959	OCC1OC(Sc2nc3ccccc3n2CCc2ccccc2)C(O)C(O)C1O
ZINC41547172	Cc1ccc2c(c1)NC(=O)C(C)(C(=O)Nc1sc3c(c1C(N)=O)CCC(C)C3)O2
ZINC42620211	CCC(C)c1ccccc1N1CC(C(=O)Nc2cccc(NC(N)=O)c2)CC1=O
ZINC44452616	NC(=O)NC(=O)c1c(NC(=O)CCOc2ccccc2)sc2c1CCC2
ZINC47483496	C#Cc1cccc(NC(=O)CNC(=O)Nc2ccc(C(=O)NC(C)(C)C)cc2)c1
ZINC47588235	C#Cc1cccc(NC(=O)CNC(=O)Nc2cccc(C(=O)NC(C)(C)C)c2)c1
ZINC52357699	NC(=O)CNC(=O)c1ccc(CNc2ncnc3sc4c(c23)CCCC4)cc1
ZINC53575815	O=C(CCNC(=O)c1ccsc1)NNC(=O)c1cc2ccccc2cc1O
ZINC09647428	Cc1nc(NCCCc2n[nH]c(N)c2C#N)c2c(-c3ccccc3)csc2n1
ZINC57649017	Cc1cc(N)nc(SC(C)C(=O)NCC(=O)Nc2c(C)cccc2C)n1
ZINC57996422	CC(=O)NC1(/C(N)=N/OCC(=O)NC2CCCc3ccccc32)CCCCCC1
ZINC25035249	Nc1nc(N)nc(CN2CCC(c3nc4cc(Cl)ccc4s3)CC2)n1
ZINC58236270	Cc1nc(SCC(=O)NC(C)c2ccc(NC(N)=O)cc2)c(C#N)c(C)c1C
ZINC58247739	Cc1[nH]c2ccc(CNC(=O)NC(C)C(=O)NCc3ccco3)cc2c1C
ZINC26024619	Cc1ccc(C(=O)OC(C)C(=O)Nc2sc3c(c2C(N)=O)CCC3)cc1O
ZINC53899066	NS(=O)(=O)c1cc2c(cc1Cl)NC(c1ccc(F)cc1)NS2(=O)=O
ZINC19819792	Cc1nc(/N=C(\N)N2CCC(Cc3ccccc3)CC2)[nH]c(=O)c1CCO
ZINC61044037	Cc1cc(C)c(CNC(=O)NCC(=O)Nc2ccc(F)c(F)c2)c(=O)[nH]1
ZINC63160915	O=C(NCc1ccc(C(=O)NC2CC2)cc1)Nc1cc(C(F)(F)F)c[nH]c1=O
ZINC66348911	CN(CC(O)c1ccc(F)cc1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC66402693	CCC(=O)Nc1ccc(C(C)NC(=O)Nc2cc(C(F)(F)F)c[nH]c2=O)cc1
ZINC66951885	O=C1COc2ccc(NC(=O)NCC3(O)CCCc4ccccc43)cc2N1
ZINC66952682	COC(C)C(=O)Nc1cccc(NC(=O)NCC2(O)CCCc3ccccc32)c1
ZINC67000535	CCNC(=O)c1ccc(NC(=O)C(=O)NCC2(O)CCCc3ccccc32)cc1
ZINC67354373	CS(=O)(=O)c1c(F)cc(NC(=O)NCCc2cccc(C(N)=O)c2)cc1F
ZINC67396050	CNC(=O)c1cc(NC(=O)C(=O)NC(C)Cc2ccc(O)cc2)ccc1Cl
ZINC67571686	CC(=O)NCc1ccc(C(=O)NNC(=O)c2cc(Cl)ccc2O)s1
ZINC08863600	CN(C)c1ccc(/C=C2\N=C(c3ccccc3)N(c3nc4ccc(C(=O)[O-])cc4s3)C2=O)cc1
ZINC09012148	CCN1C(=O)/C(=C/c2cc(Br)c(OC)c(OC)c2)S/C1=N/c1cccc(C(=O)[O-])c1
ZINC13218290	C=CCn1c(SCc2nc3cc(C(=O)[O-])ccc3n2CC)nc2sc3c(c2c1=O)CCC(C)C3
ZINC13413820	CCOc1ccc(-n2c(SCc3c(C(=O)[O-])oc4ccccc34)nc3ccccc3c2=O)cc1
ZINC13458268	CCn1c(SCc2cc(-c3ccc(Cl)cc3Cl)no2)nc2cc(C(=O)[O-])ccc2c1=O
ZINC13897598	COc1cc(OC)c(/C=C2\S/C(=N\c3ccc(C(=O)[O-])cc3)N(C)C2=O)cc1Br
ZINC16431020	O=[N+]([O-])c1ccc([O-])c(/C=N/c2ccc3oc(-c4c(F)c(F)c(F)c(F)c4F)nc3c2)c1
ZINC08763571	CC1(C)CC(=O)c2c(oc3c(Cl)cc([N-]S(=O)(=O)c4ccc(Cl)c([N+](=O)[O-])c4)cc23)C1
ZINC09403672	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(c4nc5ccc(Cl)cc5s4)C3c3cccs3)ccc2O1
ZINC02217954	Cc1nn(-c2ccc(Cl)cc2)c(=NC(=O)c2ccc([N+](=O)[O-])cc2)c(-c2ccccc2)c1[O-]
ZINC22750491	COC(=O)C1=C(C)N=c2s/c(=C\c3ccccc3C(=O)[O-])c(=O)n2C1c1ccccc1OC(C)C
ZINC09065446	CCOc1ccc2c(c1)-c1c(ssc1=S)C(C)(C)N2C(=O)CSc1nc(C)cc(=O)[nH]1
ZINC16293574	N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccc(Br)cc1)c1nc([O-])c2ccccc2n1
ZINC33551040	C=CCOc1cccc(C2C(C(=O)c3ccc(C)o3)=C([O-])C(=O)N2c2nc3ccc(Cl)cc3s2)c1
ZINC34112396	COc1cc(/C=C2\S/C(=N\c3ccc(C(=O)[O-])cc3)N(C)C2=O)ccc1OCc1ccccc1C#N
ZINC34954311	Cc1ccc(C)c(C(=O)C2=C([O-])C(=O)N(c3nc4ccc(F)cc4s3)C2c2ccc([N+](=O)[O-])cc2)c1
ZINC35263576	C=CCOc1cccc(C2C(C(=O)c3ccccc3)=C([O-])C(=O)N2c2nc3ccc(F)cc3s2)c1
ZINC35279282	O=C(C1=C([O-])C(=O)N(Cc2ccco2)C1c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
ZINC35518997	Cc1ccc(-c2ccc(/C=C(\C#N)c3nc([O-])c4cc(Br)ccc4n3)o2)c([N+](=O)[O-])c1
ZINC35656406	CCOc1cc(Cl)c(/C=C2\S/C(=N\c3ccc(C(=O)[O-])cc3)N(CC)C2=O)cc1OC
ZINC35656870	C#CCOc1c(Br)cc(/C=C2\S/C(=N\c3cccc(C(=O)[O-])c3)N(C)C2=O)cc1OC
ZINC36050848	COC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N(C)Cc3ccccc3)N2C1c1cccc(F)c1
ZINC36061317	CC1=C(C(=O)OC(C)(C)C)C(c2ccc(C)cc2)N2C(/C=C(\[O-])N3CCOCC3)=CSC2=N1
ZINC09403416	O=C1/C(=N\S(=O)(=O)c2cccs2)C(N2CCC(Cc3ccccc3)CC2)=C([O-])c2ccccc21
ZINC38620038	Cc1cc(OC(C)C(=O)c2c(C)c(C#N)c(=O)n(CCc3ccccc3)c2[O-])cc(C)c1Cl
ZINC38620724	COCCCn1c([O-])c(C(=O)c2sc3cc(Cl)cc(Cl)c3c2Cl)c(C)c(C#N)c1=O
ZINC38621581	Cc1c(C(=O)c2sc3cccc(Cl)c3c2Cl)c([O-])n(CCCOC(C)C)c(=O)c1C#N
ZINC38623348	Cc1c(C(=O)C(C)Oc2ccc(Cl)cc2Cl)c([O-])n(C(C)c2ccccc2)c(=O)c1C#N
ZINC38693644	Cc1ccc(S(=O)(=O)[N-]c2ccc3c(c2)N(S(=O)(=O)c2ccc(F)cc2)CCC3)cc1Cl
ZINC38707356	C=CCN1C(=O)C(C)(C)COc2cc([N-]S(=O)(=O)c3cc(C)c(Cl)cc3Cl)ccc21
ZINC39126678	CC1CCC(C(=O)N(c2oc(-c3ccc(-c4cn5ccsc5n4)cc3)cc2C(=O)[O-])C(C)C)CC1
ZINC39870790	COc1ccc(CCn2c([O-])c(/N=N/c3ccccc3C(F)(F)F)c(C)c(C#N)c2=O)cc1
ZINC39997869	CCCc1nnc(/N=C([O-])/C(C#N)=C/c2cn(-c3ccccc3)nc2C23CC4CC(CC(C4)C2)C3)s1
ZINC39998159	CCCSc1nnc(/N=C([O-])/C(C#N)=C/c2ccc(-c3ccc(Br)cc3)o2)s1
ZINC39998159	CCCSc1nnc(/N=C(O)/C(C#N)=C/c2ccc(-c3ccc(Br)cc3)o2)s1
ZINC41120721	N#CC(=C\c1cn(Cc2ccccc2[N+](=O)[O-])c2ccccc12)/C([O-])=N/c1nc2ccccc2s1
ZINC47146734	O=C1C2Sc3nc([O-])sc3C(c3cccc(Oc4ccccc4)c3)C2C(=O)N1c1ccccc1
ZINC02819262	C=CCOc1c(Cl)cc(/C=C2/C(=O)N(c3ccc(Cl)c(Cl)c3)C(=O)N=C2[O-])cc1Cl
ZINC59104680	CCOc1cccc(N2C(=O)/C(=C/c3cc(C)n(-c4c(C)cccc4CC)c3C)C([O-])=NC2=S)c1
ZINC59156584	O=C1/C(=N\[N-]S(=O)(=O)c2ccccc2)c2ccccc2N1C(c1ccccc1)c1ccccc1
ZINC59224972	O=S(=O)([N-]c1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1)c1cc(Cl)ccc1Cl
ZINC16451053	O=C([O-])Cn1cc(/C=C2/S/C(=N/c3ccccc3)N(c3ccccc3)C2=O)c2ccccc21
ZINC33551994	CN1C(=O)/C(=C\c2ccc(N(C)C)c(Br)c2)S/C1=N\c1cccc(C(=O)[O-])c1
ZINC59599968	C#CCOc1c(Cl)cc(/C=C2/S/C(=N/c3cccc(C(=O)[O-])c3)N(C)C2=O)cc1OCC
ZINC59862833	Cc1ccccc1N1C(=O)N=C([O-])/C(=C\c2ccc(-c3ccc(Br)c(C)c3C)o2)C1=O
ZINC59862884	Cc1c(Br)ccc(-c2ccc(/C=C3\C(=O)N(c4ccc(Cl)cc4)C(=O)N=C3[O-])o2)c1C
ZINC39730364	CC1(C)CC2=NC3=NC(SCc4ccccc4F)=NC(=O)C3C(c3cccc([N+](=O)[O-])c3)C2=C([O-])C1
ZINC39730380	CC1(C)CC2=NC3=NC(SCc4ccccc4F)=NC(=O)C3C(c3ccc([N+](=O)[O-])cc3)C2=C([O-])C1
ZINC39749154	O=C1N=C(SCc2ccc([N+](=O)[O-])cc2)N=C2N=C3CCCC([O-])=C3C(c3ccc(Cl)cc3)C12
ZINC02361216	Cc1ccc(N2C(=O)/C(=C/c3cccn3Cc3ccc(Cl)c(Cl)c3)C(=O)N=C2[O-])cc1Cl
ZINC02361216	Cc1ccc(N2C(=O)N=C([O-])/C(=C\c3cccn3Cc3ccc(Cl)c(Cl)c3)C2=O)cc1Cl
ZINC65010999	Cc1cc2c(C)c(C(=O)N3CCCCCC3)oc2c(S(=O)(=O)[N-]c2ccc(F)c(F)c2)c1C
ZINC12413229	CCc1ccc(/N=C2/NC(=O)/C(=C/c3cc(Cl)c(OCC(=O)[O-])c(Br)c3)S2)cc1
ZINC12662703	CC(=O)C1CCC2C3CCC4=C/C(=N/OCC(=O)NCc5ccc(C(=O)[O-])cc5)CCC4(C)C3CCC12C
ZINC13268554	CCOC(=O)C1=C(C)N(c2ccc(C(=O)[O-])cc2)C(=O)NC1c1ccc(F)c(Br)c1
ZINC13269400	COc1ccc(C(=O)[O-])cc1S(=O)(=O)NC(c1ccc2c(c1)CCCC2)c1cccs1
ZINC16194838	COc1cc(Nc2cnn(C34CC5CC(CC(C5)C3)C4)c(=O)c2Cl)c(C(=O)[O-])cc1OC
ZINC18198759	Cc1nn(-c2ccccc2C(=O)[O-])c2c1C(c1ccc(Cl)cc1)C1=C(CC(c3cccs3)CC1=O)N2
ZINC01458904	Cc1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2N(C(=O)CCC(=O)[O-])C3c2ccccc2Cl)cc1
ZINC09360824	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(c4nc5ccc(Cl)cc5s4)C3c3ccc(O)cc3)ccc2O1
ZINC09360822	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(c4nc5ccc(Cl)cc5s4)C3c3ccc(O)cc3)ccc2O1
ZINC25365566	COc1ccccc1NS(=O)(=O)c1cc([N-]S(=O)(=O)c2ccc(C)cc2Cl)ccc1C
ZINC27662403	COc1cc(C2C(C(=O)c3cc(C)ccc3C)=C([O-])C(=O)N2Cc2ccccc2)cc(Br)c1O
ZINC33727080	CCCOc1cccc(C(=O)C2=C([O-])C(=O)N(c3nc4ccc(Cl)cc4s3)C2c2cccc(O)c2)c1
ZINC33789885	CCOc1cccc(C(=O)C2=C([O-])C(=O)N(c3nc4ccc(Cl)cc4s3)C2c2cccc(O)c2)c1
ZINC09292116	Cc1ccc2nc(N3C(=O)C([O-])=C(C(=O)c4ccc5c(c4)CC(C)O5)C3c3ccc(O)cc3)sc2c1
ZINC34923871	COC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3cccc(F)c3)N2C1c1cccc(F)c1
ZINC34954412	CCOc1cc(C2C(C(=O)c3cc(C)ccc3C)=C([O-])C(=O)N2c2nc3ccc(F)cc3s2)ccc1O
ZINC35361908	CC(=O)C1CCC2C3CCC4=C/C(=N/OCC(=O)NCc5ccc(C(=O)[O-])cc5)CCC4(C)C3CCC12C
ZINC35421387	CCOc1ccc2nc(N3C(=O)C([O-])=C(C(=O)/C=C/c4ccccc4)C3c3cccc(O)c3)sc2c1
ZINC35421391	CCOc1ccc2nc(N3C(=O)C([O-])=C(C(=O)/C=C/c4ccccc4)C3c3cccc(O)c3)sc2c1
ZINC35421526	Cc1ccc2nc(N3C(=O)C([O-])=C(C(=O)/C=C/c4ccccc4)C3c3ccc(O)cc3)sc2c1
ZINC35456435	Cc1ccccc1Cc1nn(-c2ccccc2C)c([O-])c1/C=C1\NC(=O)N(Cc2cc(F)ccc2F)C1=O
ZINC35520109	COc1cc(C2C(C(=O)c3ccc(C)cc3)=C([O-])C(=O)N2CCc2ccccc2)cc(Br)c1O
ZINC35520432	CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nc4ccc(Cl)cc4s3)C2c2cccc(O)c2)cc1
ZINC21191047	COc1cc(/C=C(\Cl)c2nc([O-])c3c(-c4cccs4)csc3n2)cc([N+](=O)[O-])c1O
ZINC35698107	CC1=C(C(=O)N(C)C(C)C)C(c2ccc(F)cc2)N2C(/C=C(\[O-])NCC3CC3)=CSC2=N1
ZINC35829503	Cc1ccccc1-n1nc(Cc2ccc(F)cc2)c(/C=C2\NC(=O)N(Cc3c(F)cccc3F)C2=O)c1[O-]
ZINC36058876	CCC(C)N/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)N(C)C)C(c3ccc(C(F)(F)F)cc3)N12
ZINC38277885	CC(C)(C)c1cc(C2C(C(=O)c3ccccc3)=C([O-])C(=O)N2CC2CCCO2)cc(C(C)(C)C)c1O
ZINC39887480	Cc1ccc(C)c(N2C([S-])=C(C#N)C(=O)NC2c2cn(-c3ccccc3)nc2-c2ccccc2)c1
ZINC39887577	COc1ccccc1N1C([S-])=C(C#N)C(=O)NC1c1ccc(-c2cc(C(F)(F)F)ccc2Cl)o1
ZINC40124297	COc1ccc(Br)cc1C1NC(=O)C([O-])=C1C(=O)c1cc(C)c(OCC(C)C)c(C)c1
ZINC40147969	COc1ccccc1N1C([S-])=C(C#N)C(=O)NC1c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1
ZINC40363710	O=C(NCc1ccccc1)c1cc([N-]S(=O)(=O)c2cc(Cl)ccc2Cl)ccc1N1CCCC1
ZINC40823275	Cc1c(C(=O)Nc2ccccc2Cl)oc2c1/C(=N/N=C(\[O-])C(F)(F)C(F)(F)C(F)(F)F)CCC2
ZINC43741404	CC(=O)C1CCC2C3CCC4=C/C(=N/OCC(=O)NCc5ccc(C(=O)[O-])cc5)CCC4(C)C3CCC12C
ZINC44320521	CC1(C)CCc2cc(CC(NC(=O)OCC3c4ccccc4-c4ccccc43)C(=O)[O-])ccc2O1
ZINC44325654	CC1CCc2cc(CC(NC(=O)OCC3c4ccccc4-c4ccccc43)C(=O)[O-])ccc2N1C
ZINC13425869	CCCn1c(SCc2cc(=O)[nH]c3sc(C(=O)[O-])c(C)c23)nc2cc(Cl)ccc2c1=O
ZINC13416044	C=CCn1c(SCc2cc(=O)[nH]c3sc(C(=O)[O-])c(C)c23)nc2sc3c(c2c1=O)CCCC3
ZINC13401704	CCn1c(SCc2cc(=O)[nH]c3sc(C(=O)[O-])c(C)c23)nc2cc3ccccc3cc2c1=O
ZINC13049212	Cc1[nH]c2ccccc2c1C(=O)C(C)Sc1nc2cc(C(=O)[O-])ccc2c(=O)n1CC(C)C
ZINC32655192	CC1(C)CC(=O)C2=C(C1)Nc1nc(SCc3ccccc3Cl)nc([O-])c1C2c1ccc([N+](=O)[O-])cc1
ZINC59105362	CCO/C([O-])=C1\C(=O)/C(=C/c2cc(Br)c(O)c(OC)c2)S\C1=N/c1ccc(C)cc1
ZINC33715684	O=C([O-])c1cccc(COc2ccc(/C=C3\NC(=O)N(c4ccc(Cl)cc4)C3=O)cc2Cl)c1
ZINC59250024	Cc1cc(/C=C2/S/C(=N/c3ccc(F)cc3)NC2=O)c(C)n1-c1ccc(C(=O)[O-])c(Cl)c1
ZINC02312291	CCOc1ccccc1C1C(C#N)=C(SCC(=O)Nc2ccc(C)cc2)N=C2CCCC([O-])=C21
ZINC02312291	CCOc1ccccc1C1C(C#N)=C(SCC(=O)Nc2ccc(C)cc2)NC2=C1C(=O)CCC2
ZINC02312290	CCOc1ccccc1C1C(C#N)=C(SCC(=O)Nc2ccc(C)cc2)N=C2CCCC([O-])=C21
ZINC02312290	CCOc1ccccc1C1C(C#N)=C(SCC(=O)Nc2ccc(C)cc2)NC2=C1C(=O)CCC2
ZINC63600858	Cc1ccc(S(=O)(=O)[N-]c2nc3c(C)cc(NC(=O)C4N=NC5=C4CCCC5)cc3s2)cc1
ZINC36357940	C=CCN1C(=O)C2(CC(O)=Nc3c2sc(C(=O)[O-])c3-c2ccccc2)c2cc(Cl)ccc21
ZINC36357940	C=CCN1C(=O)C2(CC(=O)Nc3c2sc(C(=O)[O-])c3-c2ccccc2)c2cc(Cl)ccc21
ZINC09311838	O=C([O-])Cn1cc(/C=C2\S/C(=N\c3ccccc3)N(CCc3c[nH]c4ccccc34)C2=O)c2ccccc21
ZINC06655445	CCC1=NN(c2ccc(Cl)cc2)C(=O)C1C/C(=C/c1ccc(F)cc1)C(=O)[O-]
ZINC06615556	O=[N+]([O-])c1cc(Br)cc(/C=N/c2ccccc2N2CCCCC2)c1[O-]
ZINC02092790	Cc1c(CCC(=O)[O-])c(=O)oc2cc(OCc3ccc(Br)cc3F)ccc12
ZINC13076683	CC1(C)Cc2cccc(OS(=O)(=O)c3cc(C(=O)[O-])c(Cl)cc3Cl)c2O1
ZINC13200895	Cn1c(SCCOc2cc(Cl)ccc2Cl)nc2cc(C(=O)[O-])ccc2c1=O
ZINC13312679	O=C([O-])c1cc(S(=O)(=O)N2CCc3sccc3C2c2ccccc2)ccc1Cl
ZINC13342805	Cc1ccc(C(=O)[O-])c(OS(=O)(=O)c2cc(Br)ccc2Br)c1
ZINC13463762	Cc1cc(C)c(C)c(S(=O)(=O)Oc2ccc(-c3nc(CC(=O)[O-])cs3)cc2)c1C
ZINC16185208	CCN1/C(=C2\SC(=S)N(c3cccc(C(=O)[O-])c3)C2=O)C=Cc2cc(C)ccc21
ZINC03039889	O=[N+]([O-])c1cc(Br)c([O-])c(/C=N/c2ccccc2OC(F)(F)C(F)F)c1
ZINC17251576	CCCCN1CCc2cc(/C=C3/C(=O)N(c4ccc(C)c(C)c4)C(=S)N=C3[O-])ccc21
ZINC23217187	N#C/C(=C\c1cccnc1)C(=O)Nc1ncc(Cc2cc(Cl)ccc2Cl)s1
ZINC27526001	CCOC(=O)c1sc(=S)n(-c2ccc(C)cc2)c1/N=C(\[O-])c1ccc(Cl)cc1
ZINC28245245	Cc1ccc(S(=O)(=O)[N-]c2cc(-c3nnc4n3CCCCC4)c(F)cc2F)c(Cl)c1
ZINC29869101	Cc1ccc(-c2nnc([S-])n2CC(=O)N(C)C(C)c2cc3ccccc3o2)cc1
ZINC33263901	Cc1ccc([N-]S(=O)(=O)c2ccc(-c3cc(C(F)(F)F)on3)o2)cc1Cl
ZINC09331919	O=C1N=C([O-])/C(=C/c2c3ccccc3cc3ccccc23)C(=O)N1CCc1ccc(F)cc1
ZINC34990424	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(c4ccccn4)C3c3cccc4ccccc34)ccc2O1
ZINC35263570	Cc1cc(C)c2nc(N3C(=O)C([O-])=C(C(=O)c4ccc(C)o4)C3c3cccs3)sc2c1
ZINC09471396	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(CCc4ccccc4)C3c3ccccc3F)ccc2O1
ZINC09454435	CC1Cc2cc(C(=O)C3=C([O-])C(=O)N(CCc4ccccc4)C3c3cccs3)ccc2O1
ZINC09424573	Cc1cc(/C=C2\C(=O)N(c3ccc(C(C)C)cc3)C(=S)N=C2[O-])c(C)n1-c1ccc(F)cc1
ZINC09370777	Cc1nnc(N2C(=O)C([O-])=C(C(=O)c3ccc(Cl)cc3)C2c2ccc(C(C)(C)C)cc2)s1
ZINC38623654	Cc1c(C(=O)C2C(C=C(Cl)Cl)C2(C)C)c([O-])n(Cc2ccc(F)cc2)c(=O)c1C#N
ZINC38701786	CC1=C(c2ccc(Cl)cc2)C(/N=C/C2=C([O-])CC(c3ccc(F)cc3)CC2=O)N=N1
ZINC38718467	O=S(=O)([N-]c1ccc(-c2cn3c(n2)SCC3)cc1)c1cccc(Cl)c1Cl
ZINC13550938	O=C1/C(=C\c2cc3c4c(c2)CCCN4CCC3)C([O-])=NC(=S)N1CCC1=CCCCC1
ZINC39868060	N#C/C(=C\c1ccc(OC(=O)/C=C/c2ccccc2)cc1)c1nc([O-])c2ccccc2n1
ZINC43681927	CO/C([O-])=c1\ccccc1=C1c2ccc(N(C)C)cc2Oc2cc(N(C)C)ccc21
ZINC43681927	CO/C(O)=c1/ccccc1=C1c2ccc(N(C)C)cc2Oc2cc(N(C)C)ccc21
ZINC38710714	CC(C)CN1C(=O)C(C)(C)COc2cc([N-]S(=O)(=O)c3c(F)cccc3F)ccc21
ZINC01445620	O=C1OC(C2=C([O-])C(=O)N(c3ccccc3)C2c2ccccc2)=C/C1=N/c1ccccc1
ZINC40844503	CCO/C([O-])=C1C(=N\C(=O)C(F)(F)F)\Oc2ccc3ccccc3c2C\1c1ccccc1
ZINC15434033	CC1CC(C)CN(C(=O)/C=C/c2ccc(S(=O)(=O)[N-]c3ccccc3Cl)cc2)C1
ZINC21188584	Cc1ccccc1-c1nnc([S-])n1/N=C/c1c(C)nn(-c2ccc(F)cc2)c1Cl
ZINC02308879	Cc1cc(C)cc(-n2c(C)cc(/C=C3\C(=O)N=C([O-])N(c4ccc(Cl)cc4)C3=O)c2C)c1
ZINC02308879	Cc1cc(C)cc(-n2c(C)cc(/C=C3/C(=O)N(c4ccc(Cl)cc4)C(=O)N=C3[O-])c2C)c1
ZINC33457892	CCC(C)Oc1ccccc1/C=C1\C(=O)N(c2cccc(Cl)c2C)C(=S)N=C1[O-]
ZINC20227892	COc1c(Cl)cc(C(=O)n2c([O-])c3cc(Br)ccc3nc2=S)cc1Cl
ZINC39729978	CCSC1=NC(=O)C2C(=N1)N=C1CC(C)(C)CC([O-])=C1C2c1ccc(Cl)cc1
ZINC39731088	CN(C)c1ccc(C2C3=C([O-])CCCC3=NC3=NC(SCc4ccccc4)=NC(=O)C32)cc1
ZINC39765127	Cc1ccc(CSC2=NC(=O)C3C(=N2)N=C2CCCC([O-])=C2C3c2ccc(C#N)cc2)cc1
ZINC18284295	CC1=CC(C)(C)N(C(=O)CSc2nc(-c3ccccc3)n[nH]2)c2ccc(C)cc21
ZINC63763213	Cc1ccc([N-]S(=O)(=O)c2cc(C3=NN=C(C(F)(F)F)C3)sc2C)c(Cl)c1
ZINC63763219	Cc1cc(C)c([N-]S(=O)(=O)c2cc(C3=NN=C(C(F)(F)F)C3)sc2C)c(C)c1
ZINC64450509	Cc1ccc([N-]S(=O)(=O)c2cc(-c3nc(-c4ccc(F)cc4)no3)sc2C)cc1
ZINC35476183	CN(Cc1ccccc1)Cc1cc(=O)n2[n-]c(-c3ccc(C(C)(C)C)cc3)nc2n1
ZINC64747833	CC(C)Sc1nc2ccc([N-]S(=O)(=O)c3cccc4nsnc34)cc2s1
ZINC35557545	Cc1ccc([N-]S(=O)(=O)c2cc(-c3noc(C4CCCC4)n3)cs2)cc1F
ZINC35557552	O=S(=O)([N-]c1ccc(F)c(Cl)c1)c1cc(-c2noc(C3CCCC3)n2)cs1
ZINC65021173	CC1(C)CN(C(=O)C2CC2)c2ccc(S(=O)(=O)[N-]c3ccccc3C(F)(F)F)cc21
ZINC66323925	CCc1c(-c2c([O-])/c(=N/c3ccc(Cl)cc3)c2=O)c(=O)n(-c2ccccc2)n1CC
ZINC04189341	COC(=O)C1C(=O)C2=C(CC1C)Nc1ccccc1NC2c1ccc(OC)cc1OC
ZINC06811900	CCOc1ccc(NC(=O)C2Sc3nnc(CC)n3NC2c2ccc(C)cc2)cc1
ZINC08948022	COc1ccc(C)cc1NC(=O)CN1C(=O)NC(C)(c2ccc(C(C)(C)C)cc2)C1=O
ZINC02367221	Cc1ccc(-n2c(N)c(C(=O)OCC3CCCO3)c3nc4ccccc4nc32)cc1Cl
ZINC09238909	CCOc1ccc(C2Nn3c(C)nnc3SC2C(=O)Nc2ccc(C)c(Cl)c2)cc1
ZINC09254871	Cc1ccc(-c2nn(Cc3ccccc3)cc2C(=O)Nc2ccc3c(c2)NC(=O)C(C)O3)cc1
ZINC09952140	CCC(C)(C)C1CCc2c(sc(NC(=O)CN3C(=O)NC4(CCCC4)C3=O)c2C#N)C1
ZINC09956968	Cc1sc2nc(C(C)Sc3nnc(-c4c[nH]c5ccccc45)o3)[nH]c(=O)c2c1C
