ZINC04219119	O=C([O-])c1c[nH]c2cc(Br)c(Br)cc12
ZINC37465857	CC1CCCC(C)N1S(=O)(=O)c1cc(C(=O)[O-])sc1Br
ZINC04756978	Cc1ccc(S(=O)(=O)[N-]c2ccccc2C(=O)N2CCCCCC2)cc1
ZINC05426671	Cc1ccc(-n2c([S-])nnc2Cn2nc(C(F)F)cc2C(F)F)cc1
ZINC02659514	O=S(=O)([N-]c1ncnc2sc3c(c12)CCC3)c1ccc(Cl)s1
ZINC39692749	O=C([O-])c1ccoc1CSC1N=CC(c2ccc(Br)cc2)=N1
ZINC40691020	CCCn1cc([N-]S(=O)(=O)c2cccc(Br)c2)ccc1=O
ZINC09319357	O=C(CSc1nc2ncc(Cl)cc2[n-]1)N1CCSC1c1ccccc1F
ZINC42266238	N#CCOc1cccc([N-]S(=O)(=O)c2sccc2Br)c1
ZINC44244081	CC(C)Oc1ccc([N-]S(=O)(=O)c2cncc(Br)c2)cc1
ZINC44244240	CCOc1cc(C)ccc1[N-]S(=O)(=O)c1cncc(Br)c1
ZINC49060889	N#CCOc1ccccc1[N-]S(=O)(=O)c1sccc1Br
ZINC55585822	Cc1ccc(/C=C/S(=O)(=O)[N-]c2cc(Cl)ccc2C(=O)N(C)C)cc1
ZINC55589586	Cc1ccc(/C=C\S(=O)(=O)[N-]c2ccc(F)c(N3CCCC3=O)c2)cc1
ZINC57690147	O=S(=O)([N-]c1nc(-c2ccncc2)cs1)c1ccc2c(c1)CCCC2
ZINC57754557	CC(=O)c1cccc(S(=O)(=O)[N-]c2cc(N3CCCCC3)ccc2F)c1
ZINC58014926	O=S(=O)([N-]c1ccon1)c1c(Cl)cc(Br)cc1Cl
ZINC51873570	Cc1cccc(-c2nnc([S-])n2CC(=O)N(C)Cc2sccc2C)c1
ZINC60240444	Cc1ccc(C(=O)N2CCCC2CC2CCCCC2)cc1[N-]S(C)(=O)=O
ZINC46928831	O=S(=O)(/N=C(\[O-])COc1ccc2c(c1)CCC2)c1ccc(Cl)s1
ZINC47251135	Cc1ccc(S(=O)(=O)[N-]c2ccc(Cl)cc2C(=O)N2CCCC2)cc1
ZINC62925991	CCCC1(C(=O)[O-])CCN(S(=O)(=O)c2cc(Cl)sc2Cl)C1
ZINC39764754	Cc1ccc(C2C3=C([O-])CCCC3=NC3=NC(SC(C)C)=NC(=O)C32)s1
ZINC64479175	COc1ccc(C#N)cc1[N-]S(=O)(=O)c1ccc(Br)s1
ZINC19831043	CC1=C(C(=O)OCC2CCCO2)C(c2ccsc2)C2=C([O-])CCCC2=N1
ZINC19831043	CC1=C(C(=O)OCC2CCCO2)C(c2ccsc2)C2=C(CCCC2=O)N1
ZINC52769569	Cc1ccc(C23CC4CC(CC(/C([O-])=N/S(=O)(=O)N(C)C)(C4)C2)C3)cc1
ZINC66002743	N#Cc1ccc(S(=O)(=O)/N=C(\[O-])C=C2CCCCC2)cc1C(F)(F)F
ZINC66253667	Cc1nc([N-]S(=O)(=O)C2=Cc3ccccc3CC2)sc1SCC#N
ZINC66253993	Cn1cccc1-c1csc([N-]S(=O)(=O)c2cc(Cl)sc2Cl)n1
ZINC66255033	Cc1ccc(S(=O)(=O)[N-]c2nc(-c3ccc4c(c3)COC4)cs2)s1
ZINC67004173	Cc1ccc(/C([O-])=C(/C#N)C(=O)C2CC(=O)N(C3CCC(C)CC3)C2)s1
ZINC08703983	CN(Cc1ccc(Cl)s1)C(=O)c1ccc(-c2nnn[n-]2)cc1
ZINC13416363	Cc1nc(SCC(=O)N2CCCC(C(=O)[O-])C2)c2c3c(sc2n1)CCC3
ZINC13943574	N#C/C(=C\c1ccc(-c2cccc(C(=O)[O-])c2)o1)C(=O)N1CCCC1
ZINC19582084	Cc1nn2c([O-])cc(-c3cnccn3)nc2c1-c1ccc(Cl)cc1
ZINC19955347	CC(C(=O)[O-])n1nnc2sc3c(c2c1=O)CCC(C(C)(C)C)C3
ZINC09109138	CC(C)Cc1nc2oc3c(ncn4c([S-])nnc34)c2c2c1CCC2
ZINC29009023	CC1(C)CC(=O)C(/C=N/c2c(C#N)cnn2-c2ccccc2)=C([O-])C1
ZINC31669714	O=S(=O)(c1ccc2nc([O-])oc2c1)N1CCCc2cc(F)c(F)cc21
ZINC32096034	CCn1cnnc1-c1cccc([N-]S(=O)(=O)c2cccs2)c1
ZINC32097984	CC(C)n1ncc2cc([N-]S(=O)(=O)c3cccc(F)c3)cnc21
ZINC32598201	O=S(=O)(c1ccc2nc([O-])oc2c1)N1CCCc2c(F)cc(F)cc21
ZINC32701960	Cc1cc(C(=O)N(C)Cc2ccc(Cl)s2)c2c([O-])nn(C)c2n1
ZINC32702121	Cc1cc(C(=O)N(C)Cc2ccc(Br)s2)c2c([O-])nn(C)c2n1
ZINC04674192	Cc1nnc(SCC(=O)OC2CC3CCC2(C)C3(C)C)nc1[O-]
ZINC35090195	Cc1cc(-c2nc3c(cc2F)c(=O)c2c([O-])nsc2n3C2CC2)ccn1
ZINC37760927	CC(C)(C)c1nn(C2(C)CCS(=O)(=O)C2)c(Cl)c1C(=O)[O-]
ZINC09228234	Cc1cc(-c2ccc(S(=O)(=O)[N-]c3ccc(C#N)cc3)s2)on1
ZINC05154136	N#Cc1ccccc1[N-]S(=O)(=O)c1cc2c3c(c1)CCC(=O)N3CCC2
ZINC38602792	COc1ccc(S(=O)(=O)[N-]c2nnc(SC)s2)cc1F
ZINC38696604	O=C1CCCN1c1cccc([N-]S(=O)(=O)c2cccc3cccnc23)c1
ZINC38770065	CC(=O)/C(Sc1nnc2ccc(-c3ccc(C)cc3)nn12)=C(\C)[O-]
ZINC39463704	CSc1cnc2cc(S(=O)(=O)Oc3ccccc3)cc([O-])n12
ZINC39930014	[O-]c1nnc(-c2ccco2)c2cn(-c3ccc(Br)cc3)nc12
ZINC40691520	Cc1nc(Cl)sc1S(=O)(=O)[N-]c1cc(C(C)(C)C)no1
ZINC48762020	CC(C)Oc1ncccc1[N-]S(=O)(=O)c1cnc(Cl)s1
ZINC49169172	CC1=NN(c2ccc(C(=O)/C(C#N)=C(\[O-])c3ccoc3C)cc2)CC1
ZINC49513962	CC(Sc1nncs1)/C([O-])=N/S(=O)(=O)C1CCCCC1
ZINC50593543	Cc1nn(-c2nc3sccn3c2C(=O)[O-])c(C)c1Br
ZINC49841576	O=C1/C(=N/c2ccccc2F)C(Cl)C(=O)c2nc(-c3ccccn3)[n-]c21
ZINC55312964	O=C([O-])c1cc(S(=O)(=O)N2CCc3sccc3C2)c(Br)o1
ZINC55575579	Cc1nc(CN(C)c2ncnc3sc(C(=O)[O-])c(C)c23)cs1
ZINC58261008	Cc1ccc(C(=O)N2CCCCCC2c2ccncc2)cc1[N-]S(C)(=O)=O
ZINC62140795	Cc1ccc(S(=O)(=O)/N=C(\[O-])N2CCC(c3ccco3)C2)cc1
ZINC62825442	Cc1nnnn1-c1c(Br)cc(Br)cc1C(=O)[O-]
ZINC39731728	CO/C([O-])=C1/C(C)=NC2=NC(SC)=NC(=O)C2C1c1ccc(F)cc1
ZINC63685487	CC1COCCN1C(=O)c1cccc([N-]S(=O)(=O)c2ccc(F)c(F)c2)c1
ZINC63795486	CC1=C(C)C(c2ccc(S(=O)(=O)[N-]c3nccs3)s2)N=N1
ZINC63850026	COc1ccc(S(=O)(=O)[N-]c2cnc(C(C)(C)C)nc2)cc1C
ZINC05238906	CCc1nc(SCC(=O)N(C)C2CCCCC2)nc([O-])c1C#N
ZINC64025645	CC1=NC2SC(Sc3n[n-]c(Cc4cccs4)n3)=NN2C1
ZINC64478639	O=C(c1cccc([N-]S(=O)(=O)c2ccc(Cl)nc2)c1)N1CCSCC1
ZINC64952543	COc1cccc([N-]S(=O)(=O)C2CCC(C3C=CN=N3)S2)c1
ZINC65183816	CCc1nn2c(S(=O)(=O)[N-]c3cccc(C)c3)c(C)nc2s1
ZINC65254754	Cc1ccc([N-]S(=O)(=O)c2cc3n(c2)CCN(C(C)C)C3=O)cc1
ZINC65644045	Cc1ccc(S(=O)(=O)/N=C(\[O-])c2cccc3c2OCCO3)s1
ZINC66255121	CC(=O)c1cccc(S(=O)(=O)[N-]c2nc3c(s2)C(=O)CCC3)c1
ZINC66690310	Cn1c([O-])c2ccc(C(=O)N3CCOC(c4ccccc4F)C3)cc2nc1=S
ZINC67001460	CC1CCC(N2CC(/C([O-])=C(\C#N)C(=O)N3CCCCC3)CC2=O)CC1
ZINC67349038	Brc1cnc(Sc2nc(-c3ccncc3)n[n-]2)nc1
ZINC67599983	Cc1ccc(C)c(S(=O)(=O)/N=C(\[O-])c2cnn(C)c2C(F)F)c1
ZINC13192922	Cc1ccsc1CN(C)c1ccc(S(=O)(=O)N2CCCCC2)cc1C(=O)[O-]
ZINC20176133	CCOc1ccc(/C=C2\C(=O)N(c3ccc(C)cc3)C(=S)N=C2[O-])c(OCC)c1
ZINC22522084	COc1ccc(S(=O)(=O)[N-]c2cc(Cl)cc(Cl)c2)cc1N1CCCC1=O
ZINC25149779	CC(Sc1nc(C2CC2)nc2c1c(=O)nc([O-])n2C1CC1)c1ccccc1Cl
ZINC27925089	Cc1nn(-c2ccc([N-]S(=O)(=O)c3cccc4cccnc34)cc2)c(C)c1Cl
ZINC31276597	CCC(CC)c1nnc(/N=C(\[O-])c2sc(-c3ccc(C)o3)nc2C)s1
ZINC33297600	COc1cc([N-]S(=O)(=O)c2cc(-c3nc(C)cs3)cs2)cc(OC)c1
ZINC03432643	COCCn1c(C)cc(/C=N\n2c([S-])nnc2-c2cccc(Cl)c2)c1C
ZINC03432645	COCCn1c(C)cc(/C=N/n2c([S-])nnc2-c2cccc(Cl)c2)c1C
ZINC35684212	Cc1ccc([N-]S(=O)(=O)c2ccc3c(c2)OCCO3)c(C(=O)c2ccccc2)c1
ZINC35697945	CCN(C)/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)OC)C(c3ccsc3)N12
ZINC35917160	CN(C)c1ccc([N-]S(=O)(=O)C2CON(C)C2c2ccc3ccccc3c2)cc1
ZINC37601219	Cc1cccc(C2c3cc(OC(C)C(=O)[O-])ccc3CCN2C(=O)c2ccco2)c1
ZINC01197623	O=S(=O)([N-]/N=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1
ZINC39379495	CCCCSC1=NC(=O)C2C(=N1)N=C(C)/C(=C(\[O-])OC)C2c1ccc(F)cc1
ZINC39379499	CCCCSC1=NC(=O)C2C(=N1)N=C(C)/C(=C(\[O-])OC)C2c1ccc(F)cc1
ZINC39379518	CCCCSC1=NC(=O)C2C(=N1)N=C(C)/C(=C(/[O-])OC)C2c1cccc(C)c1
ZINC39379524	CCCCSC1=NC(=O)C2C(=N1)N=C(C)/C(=C(\[O-])OC)C2c1ccc(C)cc1
ZINC39412372	CCc1ccc(C2=NN=CC2/C=N/[N-]S(=O)(=O)c2ccc(Cl)cc2)cc1
ZINC40475315	COC(=O)C1=C(C(=O)OC)C(c2ccc(OC)cc2)c2sc([S-])nc2S1
ZINC50633240	COc1ccccc1CN(CC1CCCO1)C(=O)c1cc([O-])c2ccccc2n1
ZINC55652280	CCCOc1ccc([N-]S(=O)(=O)c2c(C)nn(C)c2Cl)cc1Cl
ZINC24573135	CCCSc1n/c(=N\C(=O)CN2CCN(c3ccccc3F)CC2)s[n-]1
ZINC31535163	Cc1cc(C)n(-c2ccccc2[N-]S(=O)(=O)c2cccc(OC(F)(F)F)c2)n1
ZINC31535285	Cc1cc(C)n(-c2ccccc2[N-]S(=O)(=O)c2ccc(OC(F)(F)F)cc2)n1
ZINC59288706	CCC1CCCCN1S(=O)(=O)c1ccc([N-]S(=O)(=O)c2ccccc2)cc1
ZINC48461100	O=S(=O)(/N=C(\[O-])c1occc1COc1ccccc1)c1ccc(Cl)s1
ZINC59859692	Cc1cccc(N2C(=O)N=C([O-])/C(=C/c3ccc(N(C)CCCl)cc3)C2=O)c1C
ZINC46927541	COc1cc(/C=C/C([O-])=N/S(=O)(=O)c2ccc(C)cc2)cc(Cl)c1OC
ZINC39764996	CCCSC1=NC(=O)C2C(=N1)N=C1CCCC([O-])=C1C2c1ccc(N(C)C)cc1
ZINC63547364	CCOc1ccc(C2=NC3=NN=C(c4ccc(F)cc4)C3C(C(=O)[O-])=C2)cc1
ZINC01315284	CCSC1=C(C#N)C(c2cc(OC)c(OC)c(OC)c2)C2=C([O-])CCCC2=N1
ZINC01315284	CCSC1=C(C#N)C(c2cc(OC)c(OC)c(OC)c2)C2=C(CCCC2=O)N1
ZINC64479082	COc1ccc(C#N)cc1[N-]S(=O)(=O)c1ccc(OC(F)F)c(Cl)c1
ZINC64666956	CCCc1ccc(S(=O)(=O)/N=C(\[O-])C2CCCN(C(=O)C(C)(C)C)C2)cc1
ZINC35557038	CCc1ccc([N-]S(=O)(=O)c2cc(-c3noc(C4CC4)n3)cs2)cc1
ZINC64845756	CCOc1ccc([N-]S(=O)(=O)c2c(C)sc(C)c2-c2onc(C)c2C)cc1
ZINC64845864	CCOc1ccccc1[N-]S(=O)(=O)c1c(C)sc(C)c1-c1onc(C)c1C
ZINC64920036	Cc1nnc(-c2ccc(S(=O)(=O)[N-]c3ccc(Br)c(C)c3)s2)o1
ZINC64920570	CCc1cccc([N-]S(=O)(=O)c2ccc(-c3nnc(C4CCC4)o3)s2)c1
ZINC64952348	COc1ccc([N-]S(=O)(=O)c2ccc(C3=NN=C(C(F)(F)F)C3)s2)cc1
ZINC64981113	Cc1cc(C)nc(SC/C([O-])=N/c2c(C#N)sc(=S)n2-c2ccccc2)n1
ZINC65004004	COc1ccc([N-]S(=O)(=O)c2ccc(-c3cnc(C4CC4)o3)s2)cc1
ZINC65004238	COc1ccc([N-]S(=O)(=O)c2ccc(-c3cnc(C4CCC4)o3)s2)cc1
ZINC65112432	CCn1nccc1-c1csc(S(=O)(=O)[N-]c2ccc(OC)c(Cl)c2)c1
ZINC65112521	COc1ccc([N-]S(=O)(=O)c2cc(-c3ccnn3C(C)C)cs2)cc1F
ZINC65183760	CCc1nn2c(S(=O)(=O)[N-]c3ccc(C)cc3Br)c(C)nc2s1
ZINC57483012	CCS(=O)(=O)[N-]c1ccc(S(=O)(=O)N(C)c2ccc(C)cc2C)c(C)c1
ZINC66249410	O=S(=O)([N-]c1ncc(Cc2ccccc2)s1)c1cnn(-c2ccccc2)c1
ZINC66254108	CCn1cc(S(=O)(=O)[N-]c2nc(C)c(Cc3cccc(Cl)c3)s2)cn1
ZINC66254109	CCn1cc(S(=O)(=O)[N-]c2nc(C)c(Cc3ccc(C)cc3)s2)cn1
ZINC02529183	CC1(C)C2CCC13CS(=O)(=O)N(C(=O)c1ccccc1C(=O)[O-])C3C2
ZINC17072571	CC(C)=C1C2CCC1C(C(=O)N1CCC3(CC1)OCCO3)C2C(=O)[O-]
ZINC23078011	CC1CN(C(=O)c2ccccc2[N-]S(=O)(=O)c2cccs2)CC(C)O1
ZINC27834040	O=[N+]([O-])c1cccc(C(C#Cc2ccccc2)N2CCOCC2)c1[O-]
ZINC27906407	N#C/C(=C/c1ccc(-c2ccc(C(=O)[O-])cc2)o1)C(=O)N1CCCCC1
ZINC32630349	CN(C)C(=O)c1cc([N-]S(=O)(=O)c2ccccc2C#N)ccc1Cl
ZINC35659274	Cc1nc(C(C)C)nc(SCc2nnsc2Cl)c1C(=O)[O-]
ZINC36611069	[S-]c1nncn1/N=C/c1ccc(COc2ccc3c(c2)CCC3)o1
ZINC36917875	CCn1c(C(=O)[O-])ccc1-c1ccc([N+](=O)[O-])cc1Br
ZINC13543277	C=CCN1C(=O)N=C([O-])/C(=C/c2ccc(N(C)C)c(Br)c2)C1=O
ZINC01508837	COc1ccc(-c2ncncc2-c2cnn(-c3ccccc3)c2)c([O-])c1
ZINC02416182	CC1(C)CC2CC(C)(CN2S(=O)(=O)c2ccc3nc([O-])oc3c2)C1
ZINC38706456	Cc1ccc2cccc(S(=O)(=O)[N-]c3ccc4c(c3)CC(=O)N4C)c2n1
ZINC39940349	COc1ccc(N(C)/C([S-])=N/C2=CC3C(=O)N=CN=C3C=C2)cc1
ZINC41270070	Cc1ccc(S(=O)(=O)[N-]c2ccc(C(=O)N3CCOCC3C)cc2)s1
ZINC41636448	Cc1ccsc1C(c1sc2ncnn2c1[O-])N1CCC(=O)CC1
ZINC41959243	O=C([O-])C1(Oc2c(Cl)cc([N+](=O)[O-])cc2Cl)CCSC1
ZINC47992178	Cc1ccc(Oc2ccc([N-]S(=O)(=O)c3cnn(C)c3)cc2)cc1
ZINC48676615	Cn1cc(S(=O)(=O)/N=C(\[O-])C2CCCCC2C(F)(F)F)cn1
ZINC48984261	CSc1ccc(N2CC(/C([O-])=C(\C#N)C(=O)N3CCCCC3)CC2=O)cc1
ZINC48994376	Cc1ccc(-c2nc(C)c(/C([O-])=C(\C#N)C(=O)N3CCCC3)s2)o1
ZINC49099477	N#C/C(C(=O)N1CCOCC1)=C(\[O-])c1ccc(OC2CCCC2)cc1
ZINC49167213	Cc1occc1/C([O-])=C(/C#N)C(=O)/C=C/c1c(Cl)nc2ccccn12
ZINC49526620	CC(c1ccc(Br)cc1)n1nnnc1SCC(=O)[O-]
ZINC55329665	CCC1CCCN1S(=O)(=O)c1cc(C(=O)[O-])oc1Br
ZINC00446667	O=C1CC(c2ccccc2)CC([O-])=C1/C=N/c1cccc([N+](=O)[O-])c1
ZINC55564523	Cc1cccc(Oc2ccc([N-]S(=O)(=O)c3cnn(C)c3)cc2)c1
ZINC55619144	COc1ccc([N-]S(=O)(=O)c2cccc3nsnc23)cc1F
ZINC48421563	Cc1ccc(S(=O)(=O)/N=C(\[O-])C2CC(=O)N(C3CCCC3)C2)cc1
ZINC58229255	Cc1c(/C=C(/C#N)c2nc([O-])c3cc(Br)ccc3n2)cc(C#N)n1C
ZINC59250732	Cc1ccc(S(=O)(=O)/N=C(\[O-])c2cc(C)n(-c3cccnc3)c2C)s1
ZINC59393865	CC1CCN(C(=O)C2CCN(c3cnnc([O-])c3Cl)CC2)CC1
ZINC59465967	O=S(=O)([N-]c1nccs1)c1ccc(/N=C/c2cccnc2)cc1
ZINC59947568	Cc1ccc(S(=O)(=O)[N-]/N=C2\C(=O)N(C)c3ccc(C)cc32)cc1
ZINC46928414	COC(=O)c1ccccc1S(=O)(=O)/N=C(\[O-])c1sccc1C
ZINC08053002	O=S(=O)([N-]c1cc(Cl)ccc1-n1cncn1)c1cccs1
ZINC36190180	CS(=O)(=O)N1CCc2cc([N-]S(=O)(=O)C3CCCC3)ccc21
ZINC62825441	O=C([O-])c1cc(Br)cc(Br)c1-n1cnnn1
ZINC39731731	CO/C([O-])=C1/C(C)=NC2=NC(SC)=NC(=O)C2C1c1ccc(F)cc1
ZINC39977475	CC(C)C1N=N/C(=N/C(=O)c2cnc3c(Cl)cccc3c2[O-])S1
ZINC63441098	CCOc1ccccc1CN1C(=O)C2SC=CC2n2c([S-])nnc21
ZINC63653157	CC1=CC(c2ccc(S(=O)(=O)[N-]c3ccc(C#N)cc3)s2)N=N1
ZINC65153384	O=S(=O)([N-]c1cc(-c2ccncc2)no1)c1ccc2c(c1)CCC2
ZINC65254756	Cc1cccc([N-]S(=O)(=O)c2cc3n(c2)CCN(C(C)C)C3=O)c1
ZINC66247993	Cc1cc([N-]S(=O)(=O)c2ccc3c(c2)CCCC3)n(CCC#N)n1
ZINC66248033	Cc1cc([N-]S(=O)(=O)c2ccc(C)c(Cl)c2)n(CCC#N)n1
ZINC66554807	O=S1(=O)CCN2C=CC=C(/C([O-])=N/c3cccc(SC(F)F)c3)C2=N1
ZINC67541743	O=C(c1nc([O-])c2ccccc2n1)N1CCn2cccc2C1c1ccccc1
ZINC67600006	Cc1ccc(S(=O)(=O)/N=C(\[O-])c2cnn(C)c2C(F)F)cc1C
ZINC67630475	Cc1cc([O-])c(-c2ccnc3c(-c4ccc(F)cc4)cnn23)c(=O)o1
ZINC13036151	O=C([O-])c1ccccc1-n1ncc(N2CCc3ccccc3C2)c(Cl)c1=O
ZINC05818320	Cc1ccc(C(=O)C2=C([O-])C(=O)N(c3nncs3)C2c2ccc(C)cc2)cc1
ZINC01245910	COc1ccc(/C=N/n2c([S-])nnc2-c2ccncc2)cc1Br
ZINC06007083	COc1ccc(/C=N/n2c([S-])nnc2-c2ccccn2)cc1Br
ZINC22758745	O=S(=O)([N-]c1ccc2nc(N3CCCC3)sc2c1)c1cccnc1Cl
ZINC22959387	Cc1ccc(Br)cc1S(=O)(=O)[N-]c1cnc2c(c1)c(C)nn2C
ZINC24990646	Cc1cc([N-]S(=O)(=O)c2ccc(Sc3ccc(Cl)cc3)nc2)no1
ZINC32165384	CN(CC12CC3CC(CC(C3)C1)C2)C(=O)c1cc(C2CC2)nc2c1c([O-])nn2C
ZINC32909179	COc1cc(Cl)c([N-]S(=O)(=O)c2cccc3cc(C)cnc23)cc1OC
ZINC36611338	Cc1nnc([S-])n1/N=C/c1ccc(COc2ccc(F)c(Cl)c2)o1
ZINC36190169	O=C(C1CC1)N1CCCc2ccc([N-]S(=O)(=O)c3ccc(Cl)nc3)cc21
ZINC39405154	Cc1ccc(C2=NN=CC2/C=N/[N-]S(=O)(=O)c2ccc(Cl)cc2)cc1
ZINC39620413	COC(=O)C1=C(C)C(/C([O-])=N/c2nc(-c3ccc(Cl)cc3)cs2)=NC1C
ZINC39670175	N#C/C(=C\c1ccc(-c2ccc(C(=O)[O-])cc2)o1)C(=O)C1CN=C2C=CC=CC21
ZINC39712406	CCCSC1=NC(=O)C2C(=N1)N=C(C)/C(=C(\[O-])OC)C2c1ccc(F)cc1
ZINC39994616	CCCc1nnc(/N=C([O-])/C(C#N)=C/C2=Cc3ccccc3OC2C)s1
ZINC45947580	Cc1nc(N2CCc3ccccc3C2)nc(N2CCCC(C(=O)[O-])C2)c1C
ZINC47906432	O=c1c2cc([N-]S(=O)(=O)c3ccc(F)c(Cl)c3)ccc2nc2n1CCC2
ZINC49061116	Cc1c([N-]S(=O)(=O)c2sccc2Br)cccc1[N+](=O)[O-]
ZINC49168587	Cc1occc1/C([O-])=C(/C#N)C(=O)c1ccc(-n2cc(Br)cn2)cc1
ZINC49736101	CC(=O)c1cccc(S(=O)(=O)[N-]c2oncc2-c2ccc(Cl)cc2)c1
ZINC54827982	O=S(=O)([N-]c1cccc(Cl)c1-n1cccn1)c1ccc(Cl)nc1
ZINC55581569	Cc1nn(C)c(Cl)c1S(=O)(=O)[N-]c1cccc(OC(F)(F)F)c1
ZINC55586517	COc1ccc(S(=O)(=O)N2CCCc3cc(F)cc(F)c32)cc1C(=O)[O-]
ZINC57122246	N#Cc1ccccc1S(=O)(=O)[N-]c1ccc(-n2nccc2C(F)(F)F)cc1
ZINC57531583	CC(COc1c(Br)cc([N+](=O)[O-])cc1Br)C(=O)[O-]
ZINC57724438	CCOc1ccc2nc([N-]S(=O)(=O)c3ccc(Cl)nc3)sc2c1
ZINC42266874	CC(Oc1ccccc1C#N)/C([O-])=N/S(=O)(=O)c1ccc(Cl)s1
ZINC59466314	Cc1cc([N-]S(=O)(=O)c2ccc(/N=C/c3ccccc3Cl)cc2)no1
ZINC62140289	CC(=O)c1ccc([N-]S(=O)(=O)c2ccc(-c3nc(C)oc3C)cc2)cc1
ZINC39730727	CCOc1ccc(C2C3=C([O-])CCCC3=NC3=NC(SC)=NC(=O)C32)cc1
ZINC39790169	CC1=C2C(CSc3nccc(C(F)(F)F)n3)=CC(=O)N=C2SC1C(=O)[O-]
ZINC39764908	CCCSC1=NC(=O)C2C(=N1)N=C1CCCC([O-])=C1C2c1ccccc1OC
ZINC39764910	CCCSC1=NC(=O)C2C(=N1)N=C1CCCC([O-])=C1C2c1ccccc1OC
ZINC39766076	CCCSC1=NC(=O)C2C(=N1)N=C1CC(C)(C)CC([O-])=C1C2c1ccncc1
ZINC39774820	CCCCSC1=NC(=O)C2C(=N1)N=C1CCCC([O-])=C1C2c1ccc(C)o1
ZINC39775034	CC(C)CCSC1=NC(=O)C2C(=N1)N=C1CCCC([O-])=C1C2c1ccncc1
ZINC63772200	Cc1ccc(S(=O)(=O)[N-]/N=C\C2C=NN=C2c2ccc(F)cc2)cc1C
ZINC26392416	COC(=O)C1=C(C)N=C(C)/C(=C(/[O-])OC)C1c1cc2ccccc2nc1Cl
ZINC64479123	COc1ccc(S(=O)(=O)[N-]c2cc(C#N)ccc2OC)cc1Br
ZINC64610960	CCSc1nc2ccc([N-]S(=O)(=O)C3=C(C)N=NC3C)cc2s1
ZINC64837545	Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)[N-]c1ccc(C#N)cc1
ZINC64837560	Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)[N-]c1cccc(C#N)c1
ZINC64920441	Cc1cccc(C)c1[N-]S(=O)(=O)c1ccc(-c2nnc(C3CCC3)o2)s1
ZINC66250678	O=S(=O)([N-]c1nc2ccc(OC(F)(F)F)cc2s1)c1cncc(F)c1
ZINC66255170	O=C1CCCc2nc([N-]S(=O)(=O)c3ccccc3OC(F)(F)F)sc21
ZINC66255209	COc1ccc(S(=O)(=O)[N-]c2nc3c(s2)C(=O)CCC3)c2ccccc12
ZINC66276612	COC(=O)c1ccc(CSc2nc3ncc(Br)cc3[n-]2)o1
ZINC66447196	O=C(CCn1c([S-])nnc1-c1cccs1)N1CCOC2CCCCC21
ZINC66504006	Cc1cccc(S(=O)(=O)/N=C(\[O-])C2CCN(c3ccc(C)c(C)c3)C2=O)c1
ZINC06174332	Cc1nc2sc3c(c2c2nc(/C=C\C(=O)[O-])nn12)CCC(C)C3
ZINC06174333	Cc1nc2sc3c(c2c2nc(/C=C\C(=O)[O-])nn12)CCC(C)C3
ZINC06208590	Cc1nc2sc3c(c2c2nc(/C=C\C(=O)[O-])nn12)C(C)CCC3
ZINC06698961	CC1=C(C)CC(C(=O)N2CCC3(CC2)OCCO3)C(C(=O)[O-])C1
ZINC06698963	CC1=C(C)CC(C(=O)N2CCC3(CC2)OCCO3)C(C(=O)[O-])C1
ZINC08339605	CCn1nc(C)c(CN(C)C(=O)C2CC=CCC2C(=O)[O-])c1C
ZINC08339610	CCn1nc(C)c(CN(C)C(=O)C2CC=CCC2C(=O)[O-])c1C
ZINC00553044	O=C([O-])CCC(=O)N1N=C(c2cccs2)CC1c1ccco1
ZINC00553045	O=C([O-])CCC(=O)N1N=C(c2cccs2)CC1c1ccco1
ZINC10290958	O=C(c1ccc([N+](=O)[O-])c([O-])c1)N1CCCC(C(F)(F)F)C1
ZINC13171192	O=C([O-])C1CCCN(C(=O)c2ccc(COc3ccccc3)o2)C1
ZINC02332464	Cc1nc2sc3c(c2c2nc(/C=C/C(=O)[O-])nn12)CC(C)CC3
ZINC22160424	CC(=O)c1cc(C(=O)N2C(C(=O)[O-])CC3CCCCC32)n(C)c1
ZINC28020367	O=S(=O)([N-]c1ccccc1-n1cncn1)c1cccc(F)c1
ZINC28695617	COC(=O)c1sccc1S(=O)(=O)[N-]c1ccc(C#N)cc1
ZINC31720124	O=C1OCCN1c1cccc([N-]S(=O)(=O)c2cccs2)c1
ZINC31811256	CC1CC(C)CN(C(=O)c2cc(C3CC3)nc3c2c([O-])nn3C)C1
ZINC31811261	CC1CC(C)CN(C(=O)c2cc(C3CC3)nc3c2c([O-])nn3C)C1
ZINC32596090	Cn1cnnc1-c1ccc([N-]S(=O)(=O)c2cccs2)cc1
ZINC33233552	CC(c1ccc(F)cc1)N(C)C(=O)c1ccc(-c2nnn[n-]2)cc1
ZINC35358223	Cc1cc([N-]S(=O)(=O)c2ccc3nc(Cl)ccc3c2)on1
ZINC35543173	O=C([O-])C1Cc2ccccc2N2CCN(C(=O)c3ccco3)CC12
ZINC35543175	O=C([O-])C1Cc2ccccc2N2CCN(C(=O)c3ccco3)CC12
