ZINC03897368	S=C1NCCOCCNC(=S)NCCOCCN1
ZINC38595174	N=C1NC(=S)NC(C2C=CC=N2)N1
ZINC16082817	N/C(=N\O)c1c(F)c(F)c(F)c(/C(N)=N\O)c1F
ZINC05014680	CC1CCC(C(=O)[O-])(C(=O)NC(N)=O)CC1C
ZINC19472643	NS(=O)(=O)Nc1ccc(C(=O)[O-])c(O)c1
ZINC01295793	NP(=O)([O-])NS(=O)(=O)c1ccccc1
ZINC19878724	[NH3+][N-]S(=O)(=O)c1ccc(C(=O)[O-])cc1
ZINC20185140	NS(=O)(=O)c1ccc(NC(=O)C(=O)[O-])cc1
ZINC22059170	CCSC1OC(C(=O)[O-])C(O)C(O)C1O
ZINC32501028	Nn1c([O-])c(Cc2cccc(O)c2)nnc1=S
ZINC36778057	Cc1nn(C(C)C(=O)NC(N)=O)c(C)c1C(=O)[O-]
ZINC37456334	NC(=O)N1CCCC(C(=O)NC2(C(=O)[O-])CCCC2)C1
ZINC37473916	NC(=O)N(CC(=O)[O-])c1ccc(O)cc1
ZINC39073160	NC(=O)c1sc(=O)n(-c2ccc(O)cc2)c1[O-]
ZINC39083243	CC1(C(=O)[O-])CCC([NH3+])(C(=O)[O-])C1
ZINC39084624	Nc1ccc(C(=O)[O-])c([N+](=O)[O-])c1O
ZINC39096161	O=C([O-])C(O)CC1=CC=CC(O)C1O
ZINC39098591	NC(=O)NNC(=O)c1cccc(=O)c([O-])c1
ZINC39121062	O=C([O-])/C=C1/CC(=O)N/C(=C\O)N1
ZINC39357466	N=C1N=C(N)[N-]C2N=C(SCC(N)=O)N=C12
ZINC39568207	CC1=NC(C(=O)NN)C(C)=C1/C=C/C(=O)[O-]
ZINC39937095	CCSC1OC(C(=O)[O-])C(O)C(O)C1O
ZINC40548643	O=C([O-])C1CC(O)CN1C(=O)NC1CCC(O)CC1
ZINC40578386	CC(NC(=O)N1CSCC1C(=O)[O-])C(N)=O
ZINC41034712	CC1CCCC(NC(N)=O)(C(=O)[O-])C1
ZINC41038069	CC1CCCCC1(NC(N)=O)C(=O)[O-]
ZINC42407070	NC(=O)C1CCCCN1C(=O)N1CC(O)CC1C(=O)[O-]
ZINC42407072	NC(=O)C1CCCCN1C(=O)N1CC(O)CC1C(=O)[O-]
ZINC42439471	CC1CCC(C(N)=O)CN1C(=O)NCC(=O)[O-]
ZINC44168643	CCOC1OC(C(=O)[O-])C(O)C(O)C1O
ZINC44169058	CC(C)SC1OC(C(=O)[O-])C(O)C(O)C1O
ZINC44169847	COC1OC(C(=O)[O-])C(O)C(O)C1O
ZINC44924929	CC(Nc1ccc2cc(N)ccc2n1)c1nnn[n-]1
ZINC44925012	CC(Nc1ccc(N)c2nonc12)c1nnn[n-]1
ZINC44925114	CC(Nc1c(F)cc(N)cc1F)c1nnn[n-]1
ZINC44963084	CC1(C)OC2C(O)C(O)COC2(COS([NH-])(=O)=O)O1
ZINC39097314	O=C([O-])C1(O)CC(O)C(O)C(F)(F)C1
ZINC35986578	O=C(Nc1[nH+]ccs1)NP(=O)([O-])[O-]
ZINC50291422	Nc1ccccc1NC(=O)C1(C(=O)[O-])CC1
ZINC50398245	O=C(NC1CCCNC1=O)NC1(C(=O)[O-])CCCC1
ZINC06223304	Nc1cc([O-])nc2n[nH]c(=S)n12
ZINC52011579	CC(NC(=O)NC1CCCCC1O)C(=O)[O-]
ZINC17106132	CCSc1nc2c(N)nc(N)nc2nc1[O-]
ZINC55174562	Cc1nc(N)sc1C(=O)N1CC(O)CC1C(=O)[O-]
ZINC05210229	COC1OC(CO)C([O-])=C(O)C1=N
ZINC62722626	Nc1ccc(O)c2cc(S(=O)(=O)[O-])ccc12
ZINC62722643	Nc1ccc(S(=O)(=O)[O-])c2ccc(O)cc12
ZINC62723194	Nc1cc(O)c(N)c2ccc(S(=O)(=O)[O-])cc12
ZINC62723197	Nc1c(O)cc2cc(S(=O)(=O)[O-])ccc2c1N
ZINC62831794	Nc1ccc(C(=O)[O-])c(NC(=O)C2CCOC2)c1
ZINC62831877	NC(=O)Nc1cc(N)ccc1C(=O)[O-]
ZINC65356697	NC(C(=O)[O-])c1o[nH]c(=O)c1Br
ZINC66327981	Nc1cc(C(=O)[O-])[nH+]c(C(=O)[O-])c1
ZINC00648547	CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1ccc(COc2ccc(Br)cc2)o1
ZINC06166573	Cc1sc2ncn(CC(=O)N/N=C\c3cc(Br)ccc3O)c(=O)c2c1C
ZINC02970416	O=C1NC(=O)C(=Cc2cc(Cl)ccc2OCc2ccc(Br)cc2)C(=O)N1
ZINC00673420	N#CC1=C(N)N(c2ccccc2C#N)C2=C(C(=O)CC(c3ccccc3)C2)C1c1ccc2c(c1)OCO2
ZINC08623223	CC1(c2ccc(Cl)cc2)NC(=O)N(CC(=O)Nc2ccc(Br)cc2)C1=O
ZINC08634976	CC1(c2cccc(Br)c2)NC(=O)N(CC(=O)Nc2ccc(Br)cc2)C1=O
ZINC09260429	Cc1cc(/C=C2/C(=O)NC(=S)N(c3cccc(Cl)c3Cl)C2=O)c(C)n1-c1ccc(O)cc1
ZINC09725930	C#CCn1/c(=N/C(=O)c2ccc(Br)cc2)sc2cc(S(N)(=O)=O)ccc21
ZINC12462787	Cc1cccc(N2C(N)=C(C#N)C3(C(=O)N(C)c4ccccc43)C3=C2CC(C)(C)CC3=O)c1
ZINC08986296	O=C1NC(=O)N(c2cccc(Cl)c2Cl)C(=O)/C1=C/c1cccn1-c1ccc(O)cc1
ZINC13567612	CCCN1C(=O)C2(C(C#N)=C(N)N(c3ccc(F)cc3)C3=C2C(=O)CCC3)c2ccccc21
ZINC13567689	Cc1c(Cl)cccc1N1C(N)=C(C#N)C2(C(=O)N(C)c3ccccc32)C2=C1CCCC2=O
ZINC13567755	C#CCN1C(=O)C2(C(C#N)=C(N)N(c3cc(C)cc(C)c3)C3=C2C(=O)CCC3)c2ccccc21
ZINC13583428	O=C(N/N=C\c1cc(Br)cc(Br)c1O)C1COc2ccccc2O1
ZINC14162375	CC1CC2(CCCC2)N2C(=O)C3(C(C#N)=C(N)OC4=C3C(=O)CCC4)c3cc(F)cc1c32
ZINC15023967	N#CC1(C(N)=O)C(c2ccncc2)C(C(=O)c2ccc(Cl)cc2)N2c3ccc(F)cc3C=CC21
ZINC15084617	N#CC1=C(N)N2C(=C(C#N)C13C(=O)N(Cc1ccc(Cl)cc1)c1ccccc13)Sc1ccccc12
ZINC15085262	N#CC1=C(N)N2C(=C(C#N)C13C(=O)N(Cc1ccccc1F)c1ccccc13)Sc1ccccc12
ZINC15188792	CC1CCCC2(C1)C(C#N)=C(SCC(=O)Nc1ccc(Br)cc1)NC(=O)C2C#N
ZINC15866605	Cc1cc(Br)ccc1NS(=O)(=O)c1cc(-c2ccc(=O)[nH]n2)cc(C)c1C
ZINC16309811	O=C(N/N=C/c1cc(Br)cc(Br)c1O)C1COc2ccccc2O1
ZINC16779326	C=CCSc1nc2c(c(=O)[nH]1)C(c1ccc3c(c1)OCO3)C1=C(CC(C)(C)CC1=O)N2
ZINC19926256	COC(=O)C1CC2(O)C3CCC4CC(O)CCC4(C)C3CCC2(C)C1c1ccc(=O)oc1
ZINC20899162	COc1ccccc1N1C(=O)NC(=O)/C(=C2\CC(c3cccs3)Sc3ccccc3N2)C1=O
ZINC21722388	CNC(=O)N1c2ccccc2NC2=C(C(=O)CC(c3ccco3)C2)C1c1ccc(OC)cc1
ZINC17098076	CSc1ccc(C2N=C(Nc3nc4ccccc4o3)NC3=C2C(=O)CC(C)(C)C3)cc1
ZINC22620185	CC(Sc1nc2sc3c(c2c(=O)n1C)CCC3)C(=O)NC(=O)NC1CCCCC1
ZINC23379404	COc1cc(OC)c(C2C3CCCC=C3C(C#N)=C(N)C2(C#N)C#N)cc1Br
ZINC16047182	CC([NH2+]Cc1nc([O-])c2cc(Br)cc(Br)c2n1)c1ccc2c(c1)OCCO2
ZINC27550463	Cc1cc(C2C(C#N)=C(N)N(c3ccc(Cl)c([N+](=O)[O-])c3)C3=C2C(=O)CC(C)(C)C3)c(C)s1
ZINC31160395	C=CC(C)(C)C12Nc3c(ccc4c3OC(C)(C)C=C4)C1(O)CC1C(=O)N3CCCC3C(=O)N12
ZINC31161085	C=CC(C)(C)c1[nH]c2cc3c(cc2c1CC1NC(=O)C2CCCN2C1=O)C=CC(C)(C)O3
ZINC20934133	C/C(=N\NC(=O)Cc1nc2sc(C)c(C)c2c(=O)[nH]1)c1ccccc1Br
ZINC01022997	CCOc1ccc(C2C(C#N)=C(N)N(c3sc4c(c3C#N)CCCC4)C3=C2C(=O)CCC3)cc1
ZINC05945438	CN1C(=O)C2(C(C#N)=C(N)N(c3cc(Cl)cc(Cl)c3)C3=C2C(=O)CC(C)(C)C3)c2ccccc21
ZINC39210333	N#CC1=C(N)OC2=NN=C(c3ccc(Cl)cc3)C2C1C1C=NN=C1c1ccc(F)cc1
ZINC39237567	Cc1cc(C(F)(F)F)nc2c1C1NC(C3C=NN=C3c3ccc(Cl)cc3)NC(=O)C1S2
ZINC39918989	CCn1c(C)cc2c(c1=O)C1(C(=O)N(Cc3ccc(Cl)cc3)c3ccccc31)C(C#N)=C(N)O2
ZINC40476485	CC(C)CSc1nc2c(c(=O)[nH]1)C(c1ccc(C#N)cc1)C1=C(CC(C)(C)CC1=O)N2
ZINC40950337	O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccn(-c2ccccc2)c(=O)c1
ZINC43225812	Cc1c(C(N)=O)cc(-c2ccc3c(c2)C(C)(C)CCC3(C)C)n1C(C)C(=O)N1CCN(C)CC1
ZINC18200818	Cc1ccc(C2C3=C(CC(c4ccco4)CC3=O)Nc3[nH]n(-c4ccccc4)c(=O)c32)s1
ZINC08424791	O=C1NC(=O)N(c2ccc(Cl)cc2)C(=O)/C1=C\Nc1ccccc1I
ZINC49735098	CCOc1ccccc1C1C/C(=C2\C(=O)NC(=S)N(C)C2=O)Nc2ccccc2S1
ZINC15959195	Cc1ccc(C(=O)C2C3CCCN3C3(C(=O)Nc4c(C)cccc43)C23C(=O)Nc2ccccc23)cc1
ZINC32097181	O=C1Nc2ccc(Cl)cc2C12CC(O)=Nc1c2cnn1-c1ccc(OC(F)(F)F)cc1
ZINC32097181	O=C1CC2(C(=O)Nc3ccc(Cl)cc32)c2cnn(-c3ccc(OC(F)(F)F)cc3)c2N1
ZINC32100549	O=C1Nc2c(Cl)cccc2C12CC(O)=Nc1c2cnn1-c1ccc(OC(F)(F)F)cc1
ZINC32100549	O=C1CC2(C(=O)Nc3c(Cl)cccc32)c2cnn(-c3ccc(OC(F)(F)F)cc3)c2N1
ZINC09124566	Cc1cc(O)c(-c2[nH]nc3c2C(c2ccc(Cl)c(Cl)c2)N(CCO)C3=O)cc1Cl
ZINC09124566	Cc1cc(O)c(-c2n[nH]c3c2C(c2ccc(Cl)c(Cl)c2)N(CCO)C3=O)cc1Cl
ZINC63376022	Cc1ccc(-n2c(=O)[nH]c([O-])c(C3C4[NH+]=c5ccccc5=C4CCN3C)c2=O)cc1Cl
ZINC08845132	Cc1cc(C)c(-c2n[nH]c3c2C(c2cccc(Br)c2)N(CCO)C3=O)c(O)c1
ZINC01474300	CCn1c(SCC(=O)N/N=C/c2ccc(O)c(O)c2)nnc1-c1ccc(C)cc1
ZINC02253678	COCCNC(=O)c1c(N)n(/N=C/c2ccc(C)cc2)c2nc3ccccc3nc12
ZINC03542342	CCOc1ccccc1Nc1nnc(SCC(=O)NC(=O)NC(C)C)s1
ZINC05672873	CCOC(=O)c1c(NC(=O)C(=O)N/N=C/c2ccc(O)cc2)sc2c1CCCC2
ZINC03265426	COc1ccc(C(=O)NC(=S)Nc2cccc3c(O)cccc23)cc1[N+](=O)[O-]
ZINC06868992	COc1cc2c(cc1OC)C(CNC(=O)NC(C)(C)C)N(C(=O)NC(C)C)CC2
ZINC06832140	CCCCN(C(=O)CN1CCCc2cc(C)ccc21)c1c(N)n(CCC)c(=O)[nH]c1=O
ZINC01165706	CC(C)C(=O)Nc1cccc(NC(=S)NC(=O)/C=C/c2cccc([N+](=O)[O-])c2)c1
ZINC09436508	Cc1cc2occ(CC(=O)OC(C)C(=O)Nc3ccc(S(N)(=O)=O)cc3)c2cc1C
ZINC08962185	CCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)NC(CC)CO3)cc1
ZINC11456127	NS(=O)(=O)c1cccc(NC(=O)COC(=O)c2cccc(Oc3ccccc3)c2)c1
ZINC11510676	Cc1ccc(C(=O)NCC(=O)OCC(=O)NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1
ZINC12538200	COc1ccc(-c2nnc(SC(C)C(=O)NC(N)=O)n2C2CCCCC2C)cc1
ZINC03421444	O=C(COC(=O)/C=C/c1ccc(OC(F)F)cc1)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC12604786	CCOC(=O)NNC(=O)c1ccc(S(=O)(=O)Nc2ccc(C)c(C)c2)cc1
ZINC12604926	CCOc1ccc(S(=O)(=O)Nc2ccc(C(=O)NNC(=O)C3CC3C)cc2)cc1
ZINC12520742	NS(=O)(=O)c1ccc(NC(=O)c2ccc(OCc3cn4ccccc4n3)cc2)cc1
ZINC16749443	NC(=O)c1ccc(COC(=O)c2cc(Br)ccc2O)c([N+](=O)[O-])c1
ZINC17080372	COc1ccc(S(=O)(=O)NNC(=O)Nc2ccc(C(C)C)cc2)cc1OC
ZINC17114063	CC(C)(C)c1ccc(C(=O)NCCC(=O)NN2C(=O)NC3(CCCCC3)C2=O)cc1
ZINC18405420	Cc1c(C#N)c(NC(=O)COC(=O)c2cccc(Cl)c2N)n(Cc2ccco2)c1C
ZINC19351327	Cc1ccc(C(=O)NC(C(=O)OCC(=O)NC(=O)NC2CCCCC2)C(C)C)cc1
ZINC20581907	CCCC1=C(C(=O)OCC)C2(C(=O)O1)C(C(=O)OC(C)C)=C(N)Nc1ccccc12
ZINC20877782	Cn1c(=O)n(C)c2cc(COc3ccccc3CNc3ccc4[nH]c(=O)[nH]c4c3)ccc21
ZINC20969340	CCCCn1c(N)c(N(CC)C(=O)c2cc(Cl)ccc2OC)c(=O)[nH]c1=O
ZINC21081012	Cc1ccc(/C=N/Nc2nc(SCCC(=O)Nc3ccc(Cl)cc3)n[nH]2)o1
ZINC21082872	CC(C)CN(C(=O)c1ccc(OC(C)C)cc1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC21321192	Cc1ccc(/C=N/Nc2nnc(SCC(=O)C3C4CC5CC(C4)CC3C5)n2N)o1
ZINC22025158	CCOC(=O)C1=C(COC(=O)c2cccc(O)c2)NC(=O)NC1c1ccccc1
ZINC22356314	NC(=O)c1ccccc1NCC(=O)N1N=C(c2cc3ccccc3o2)CC1c1ccco1
ZINC25107954	CC(C)C(NC(=O)Cc1n[nH]c(=O)c2ccccc12)C(=O)Nc1cccc2ncccc12
ZINC25394140	CCC1(c2ccccc2)NC(=O)N(NC(=O)CC(C)NC(=O)c2ccccc2)C1=O
ZINC25394153	CCC1(c2ccccc2)NC(=O)N(NC(=O)CC(C)NC(=O)c2ccccc2)C1=O
ZINC32535608	CCC(C(=O)Nc1nnc(C(C)C)s1)n1c(N)nnc1SCc1ccccc1
ZINC21576260	COc1ccc(-c2nnc(SCC(=O)NC3CCCCC3)n2N)c(OC)c1
ZINC33413685	COc1cc(-c2cc(N)n(-c3nc(-c4cccc(O)c4)cs3)n2)cc(OC)c1OC
ZINC04368682	CCOc1cc(C2C(C(N)=O)=C(C)N=C3N=CNN32)ccc1OCc1ccccc1C
ZINC14476234	COCCCNC(=O)c1ccc2c(c1)C1C=CCC1C(c1cc([N+](=O)[O-])ccc1O)N2
ZINC36849378	Cc1ccc(-n2c(SC(C(=O)NC(N)=O)C(C)C)nnc2-c2ccncc2)cc1C
ZINC13607541	CCCc1cc(=O)oc2cc(C)cc(OCC(=O)Nc3ccc(S(N)(=O)=O)cc3)c12
ZINC36136648	O=C(N/N=C/c1ccc(O)c([N+](=O)[O-])c1)C(O)(c1ccccc1)c1ccccc1
ZINC47584904	COC(=O)Nc1ccc(NC(=O)N(Cc2ccco2)Cc2ccccc2O)cc1
ZINC05690903	COCCN1C(=O)c2[nH]nc(-c3cc(C)cc(C)c3O)c2C1c1ccc(O)c(OC)c1
ZINC54650226	O=C(NCCc1ccccc1C(F)(F)F)NNc1ccc(-n2cccn2)nn1
ZINC59015737	O=C(CSc1n[nH]c(N/N=C/c2cccc(Cl)c2Cl)n1)NCc1ccco1
ZINC59311725	CCC/C=N/Nc1nc(SCC(=O)Nc2sc3c(c2C#N)CCCC3)n[nH]1
ZINC59645429	COC(=O)COc1c(Cl)cc(/C=N/NC(=O)Cc2csc(N)n2)cc1Cl
ZINC13131228	CCOc1ccc(C2CC(c3ccc(OC)c(OC)c3)n3nc(N)nc3N2)cc1
ZINC66200742	COc1cc(/C=N/NC(=O)c2ccc(NC(=O)CC(C)C)cc2)cc(OC)c1O
ZINC67200386	CCOC(=O)NC1CCCN(C(=O)CCCCC2SCC3NC(=O)NC32)C1
ZINC01143943	Cc1n[nH]c2c1C(c1ccc(OCc3ccc(F)cc3)c(Cl)c1)C(C#N)=C(N)O2
ZINC05080344	CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(/C(C)=N\NC(N)=O)CCC32)C1
ZINC05784951	COc1ccc(NC(=O)C2=C(C)NC(=O)NC2c2ccc(C(C)(C)C)cc2)cc1
ZINC09316572	COc1cccc(C(=O)c2c(N)c(C(=O)Nc3ccc(C)cc3C)c3ccccn23)c1
ZINC09638589	Nn1c(SCC(=O)Nc2ccc(Br)cc2)nnc1-c1ccc(Cl)cc1
ZINC11592217	Nn1c(SCC(=O)Nc2c(Cl)cc(Cl)cc2Cl)nnc1-c1cccs1
ZINC13037849	O=C(COc1cc(Cl)ccc1Cl)Nc1cc2[nH]c(=O)[nH]c2cc1Br
ZINC08926777	Cc1cc(Cl)ccc1OCc1cc(C2C(C#N)=C(N)Oc3n[nH]c(C)c32)sc1C
ZINC08926777	Cc1cc(Cl)ccc1OCc1cc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)sc1C
ZINC06858597	Cc1ccc(S(=O)(=O)Nc2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2)cc1
ZINC21715367	Nc1ccc2[nH+]c(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc(C(=O)[O-])c2c1
ZINC22662463	COc1ccccc1NC(=O)CSc1nc(N)c2c3c(sc2n1)CC(C)CC3
ZINC24773963	CC(=O)c1ccc(NC(=O)C(C)Sc2nc(N)c3c(C)c(C)sc3n2)cc1
ZINC28051157	O=C(CC1Nc2ccccc2NC1=O)Nc1ccccc1Oc1ccccc1
ZINC28051159	O=C(CC1Nc2ccccc2NC1=O)Nc1ccccc1Oc1ccccc1
ZINC28535649	Nn1c(SCc2ccc(Cl)cc2)nnc(Nc2cccc(Cl)c2Cl)c1=O
ZINC31848422	COc1ccc(C(=O)c2c(N)c(-c3nc4ccc(C)cc4[nH]3)c3ccccn23)cc1
ZINC33810314	C=CCSc1nc2c(c(=O)[nH]1)C(c1ccc(O)cc1)C1=C(CC(C)(C)CC1=O)N2
ZINC35023208	N#Cc1ccc(C2NC(=O)NC(O)(C(F)(F)F)C2C(=O)c2ccc3ccccc3c2)cc1
ZINC35709840	O=C(Nc1ccc(N2CCCC2)c(C(=O)NC2CC2)c1)Nc1cccc(Cl)c1Cl
ZINC35723106	CC1CCN(c2ccc(NC(=O)Nc3ccc(F)cc3F)cc2C(=O)NC2CC2)CC1
ZINC36247994	O=C(CCN1c2ccccc2Sc2ccccc21)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC36818384	COc1ccc(C)cc1NC(=O)CSc1nc(N)c2c3c(sc2n1)CC(C)CC3
ZINC04192563	Nc1c(C(=O)NC2CC2)sc2nc3c(c(-c4ccco4)c12)CC/C3=C/c1ccco1
ZINC04574830	CC1=C(C(N)=O)C(c2ccccc2)N2[N-]C(SCc3ccccc3Cl)=NC2=[NH+]1
ZINC39326857	COc1cccc(/C=C2\CNCC3=C2OC(N)=C(C#N)C3c2cccc(OC)c2)c1
ZINC39969173	Cc1cccc(C2NNC(SCc3nc4ccccc4c(=O)[nH]3)N2c2ccccc2)c1
ZINC40476503	CC(C)CSc1nc2c(c(=O)[nH]1)C(c1ccc(O)cc1)C1=C(CC(C)(C)CC1=O)N2
ZINC40681436	Cc1cc(C)cc(Oc2ncnc(Nc3ccc(Br)cn3)c2N)c1
ZINC40681490	Cc1cc(C)cc(Oc2ncnc(Nc3nc4ccc(C)cc4s3)c2N)c1
ZINC40735410	CCOc1ccccc1Nc1ncnc(N2CC3(C)CC2CC(C)(C)C3)c1N
ZINC40761239	Nc1c(Nc2nc3ccccc3s2)ncnc1Sc1cccc2cccnc12
ZINC40779876	Cc1ccc(Oc2ncnc(Nc3ccc(Br)cn3)c2N)cc1
ZINC40783120	Cc1cc(Oc2ncnc(Nc3nc(C)c(C)s3)c2N)cc(C)c1Cl
ZINC40783159	Cc1nc(Nc2ncnc(Oc3ccc(Br)cc3)c2N)sc1C
ZINC40783373	COc1ccc2nc(Nc3ncnc(Sc4ccc(C)cc4)c3N)sc2c1
ZINC40797094	Nc1c(Nc2cccc3ncccc23)ncnc1Sc1cccc2cccnc12
ZINC45639121	CC1CCC(C(C)C)C(NC(=O)NNC(=O)c2cc(Br)cn2C)C1
ZINC47128961	CC(NC(=O)N1CCc2sccc2C1C)c1ccc(NC(=O)NC2CC2)cc1
ZINC18325247	[NH-]/C(=N\C(=O)c1sc2ccccc2c1Cl)Nc1nc2ccccc2o1
ZINC51331056	CCOc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(-c4ccc(Cl)c(Cl)c4)c32)cc1
ZINC56568758	COc1ccc(NC(C)=O)cc1NC(=O)NCC(C)(C)c1ccc(Cl)cc1
ZINC04723372	CSC1=NP(=S)(NNc2ccccc2)Nc2c1c(C)nn2-c1ccccc1
ZINC18330557	Nc1nc(CSc2nnc(NC3CCCCC3)s2)nc2sc3c(c12)CCCC3
ZINC59384903	CC1=C(C(=O)N/N=C/c2ccc(N(C)C)cc2)C(c2ccccc2Cl)NC(=S)N1
ZINC20555800	C=C1C=C([O-])N2C(=NC(NCc3ccc(Cl)cc3)=[NH+]C2c2ccc(F)cc2)N1
ZINC14461525	CC[NH+](CC)c1ccc(C2Nc3c(O)cc([N+](=O)[O-])cc3C3C=CCC32)cc1
ZINC53626418	Cc1nc(NC(=O)C23CC4CC(CC(C4)C2)C3)sc1C1NC(c2cccs2)NO1
ZINC63686508	Cc1ccc(C(=O)NC2NN=C(SCc3cc(=O)c4c(C)cc(C)cc4[nH]3)S2)cc1
ZINC65868946	COc1ccc(C2(C(=O)NC(C)c3ccc4[nH]c(=O)[nH]c4c3)CCCCC2)cc1
ZINC66671914	O=C(NCC1(c2cccs2)CCCC1)Nc1cccc(-c2ccc(=O)[nH]n2)c1
ZINC00944948	CC1CCc2c(sc(NC(=O)COc3ccc(C(C)C)cc3)c2C(N)=O)C1
ZINC00891632	CCOc1ccc2cc3c(N)c(C(=O)NC4CCCCC4C)sc3nc2c1
ZINC04177296	N#CC1=C(N)Oc2cc(O)ccc2C1c1ccccc1OCc1ccc(Cl)cc1
ZINC00799800	CC1=C(C(=O)Nc2ccc(Cl)cc2)C(c2ccc(N(C)C)cc2)NC(=S)N1
ZINC00663231	Nc1c(C(=O)Nc2ccccc2OC(F)(F)F)sc2nc3c(cc12)CCCC3
ZINC01424840	Oc1ccc(Oc2ccccc2)cc1C(O)(c1nc2ccccc2[nH]1)C(F)(F)F
ZINC04786585	Nc1c(C(=O)Nc2ccc(F)cc2)c2ccccn2c1C(=O)c1ccc(F)cc1
ZINC01198923	CCN(CC)c1ccc(C2NC(=S)NC(C)=C2C(=O)Nc2ccccc2)cc1
ZINC00743398	CCC(C)C(NC(=O)Nc1ccc(C)cc1)C(=O)Nc1ccc2c(c1)CCC2
ZINC05338486	Nc1ccc(C2=NN(c3ccccc3)C(c3ccccc3)N(c3ccccc3)N2)cc1
ZINC05835027	CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccccc2OC(F)F)NC(=S)N1
ZINC05908591	CCOc1ccccc1NC(=O)C1=C(C)NC(=S)NC1c1ccc(C)cc1
ZINC02727937	Cc1cc(C)c(COc2ccc(Br)cc2)cc1/C=N/NC(N)=O
ZINC06045547	CCCC1CCc2c(sc(NC(=O)c3ccccc3OC)c2C(N)=O)C1
ZINC06563480	CC(C)(C)c1ccc(C(=O)NC(=S)NNC(=O)c2ccc(Cl)cc2)cc1
ZINC00995690	CCC1CCc2c(sc(NC(=O)/C=C/c3ccc(OC)cc3)c2C(N)=O)C1
ZINC04246357	Nc1ccc(Br)cc1C(=O)OCC(=O)Nc1cccc2ccccc12
ZINC10768441	CC(Nc1ccc(NC(=O)C2CC2)cc1)C(=O)Nc1ccc(Cl)cc1Cl
ZINC12342170	Nc1c(C(=O)Nc2ccc(F)cc2)c2ccccn2c1C(=O)c1ccc(Cl)cc1
ZINC06108729	CC(NC(=O)CSc1nc(N)c2c3c(sc2n1)CCCC3)c1cccs1
ZINC06108866	CC(Sc1nc(N)c2c3c(sc2n1)CCCC3)C(=O)Nc1ccc(F)cc1
ZINC13207690	NC(=S)N/N=C/c1c(-c2ccc(-c3ccccc3)cc2)nc2n1CCS2
ZINC14457478	COc1ccc(C2Nc3ccc(NC(=O)CC(C)C)cc3C3C=CCC32)cc1O
ZINC16881149	Cc1ccc(Cc2c(O)nc(N)n(Cc3cccc4ccccc34)c2=O)c(C)c1
ZINC20707012	CC(C)(C)NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccccc1O)N2
ZINC23864642	CC(=O)Nc1ccc(NC(C)C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1
ZINC01510852	Cc1ccc(C23CC4CC(CC(C(=O)N/N=C/c5ccc(O)c(O)c5)(C4)C2)C3)cc1
ZINC28640896	Cc1cc(/C=N\NC(=O)c2ccccc2N)c(C)n1-c1cccc(C(F)(F)F)c1
ZINC36056959	CC(C)(C)C1CCCC2C1=NN(c1nc(C(N)=S)cs1)C2(O)C(F)(F)F
ZINC00636742	Cc1ccc(OCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)c(C(C)(C)C)c1
ZINC04713772	C/C(=C/C(=O)NC12CC3CC(CC(C3)C1)C2)NNC(=O)c1ccc(Cl)cc1
ZINC04713772	C/C(=C\C(=O)NC12CC3CC(CC(C3)C1)C2)NNC(=O)c1ccc(Cl)cc1
ZINC40725634	Nc1c(Nc2ccc(Cl)c(C(F)(F)F)c2)ncnc1N1CCCCCC1
ZINC40782284	Cc1ccc(Oc2ncnc(Nc3ccc(Br)cc3)c2N)cc1
ZINC40798058	Cc1cc(Oc2ncnc(NCCc3cccs3)c2N)cc(C)c1Cl
ZINC40801438	Nc1c(NCc2ccccc2Cl)ncnc1Oc1ccc(Br)cc1
ZINC44087618	O=C(Nc1cccc(NC(=O)C2CC2)c1)NC(c1cccs1)C1CCCC1
ZINC44973478	CCCSc1nc(N)c2c(n1)NC1=C(C(=O)CC(C)(C)C1)C2c1ccccc1
ZINC46658376	Cc1sc2nc(SC(C)C(=O)NC3CCCC(C)C3C)nc(N)c2c1C
ZINC48141527	CC(C)CNC(=O)c1ccc(NC(=O)NC2CCc3ccccc32)cc1Cl
ZINC48258698	CCC(=O)Nc1ccc(C)c(NC(=O)NC2CCCC(C(F)(F)F)C2)c1
ZINC04180578	CC1=NN(c2ccccc2C)C(=O)/C1=C/Nc1ccc(-c2ccc(N)cc2)cc1
