ZINC01027075	Cc1nnc(CSc2nnc3n(N)cnn23)o1
ZINC57768058	CCC1Oc2ccc([N+](=O)[O-])cc2N(C(C)(C)C(=O)[O-])C1=O
ZINC57768083	CCC1Oc2cc([N+](=O)[O-])ccc2N(C(C)(C)C(=O)[O-])C1=O
ZINC58003433	O=[N+]([O-])c1ccn(C/C([O-])=N/c2ncn[nH]2)n1
ZINC58985900	N#Cc1cnn2c([O-])cc(CSc3nnc(N)s3)nc12
ZINC44931431	CC(Nc1ccc([N+](=O)[O-])cc1)c1nnn[n-]1
ZINC00339450	CS(=O)(=O)c1nc(-c2ccc([N+](=O)[O-])cc2)n[n-]1
ZINC14983677	O=C([O-])c1[nH]nc2cc([N+](=O)[O-])cc([N+](=O)[O-])c12
ZINC60362160	O=C(Nc1ccc([N+](=O)[O-])cc1C(=O)[O-])c1cnccn1
ZINC62843586	CC1(C(=O)[O-])CCN(c2ncc([N+](=O)[O-])cn2)CC1
ZINC62843609	CC1(C(=O)[O-])CCN(c2cncc3nnnn23)CC1
ZINC62913979	Cc1c(C(=O)N2CCC(C)(C(=O)[O-])C2)cnc2ncnn12
ZINC63215832	O=C([O-])c1nccnc1NC(=O)C1CCS(=O)(=O)C1
ZINC04264722	CC(C)C(NC(=O)C1OC2OC(C)(C)OC2C2OC(C)(C)OC12)C(=O)[O-]
ZINC02140497	CC(C)C(NC(=O)C1OC2OC(C)(C)OC2C2OC(C)(C)OC12)C(=O)[O-]
ZINC02372163	CN1C(=O)C(=NNc2ccc(S(=O)(=O)[O-])cc2)C(=O)N(C)C1=S
ZINC03841327	CCCS(=O)(=O)Nc1ccc2n(c1=O)CC1CC2CN(C(=O)C(=O)[O-])C1
ZINC05746763	CS(=O)(=O)c1ccc(S(=O)CC(=O)[O-])c([N+](=O)[O-])c1
ZINC06727707	O=C([O-])C1COC2(CCN(C(=O)c3ccc(F)cc3)CC2)N1C(=O)c1ccco1
ZINC13168214	O=C(NC1(C(=O)[O-])CCCCC1)c1cccc(S(=O)(=O)N2CCOCC2)c1
ZINC13424846	CC(C)C(NC(=O)C1OC2OC(C)(C)OC2C2OC(C)(C)OC12)C(=O)[O-]
ZINC27533524	O=C1/C(=C\c2cccc([N+](=O)[O-])c2)SC(=S)N1CCS(=O)(=O)[O-]
ZINC32508439	CN1/C(=N/C(=O)COCC(=O)[O-])SC2CS(=O)(=O)CC21
ZINC34430720	Cc1c(C)n2c(CNC(=O)CSS(=O)(=O)[O-])c(C)c(=O)n2c1=O
ZINC34779236	Cc1c(C(=O)[O-])sc2c1c(=O)n(CC(=O)N1CCCC1)c(=O)n2CC(=O)N(C)C
ZINC37582110	Cc1cnc(C(=O)N(CC(=O)[O-])C2CCS(=O)(=O)C2)cn1
ZINC37582191	Cn1cc(C(=O)N(CC(=O)[O-])C2CCS(=O)(=O)C2)cn1
ZINC37582202	Cc1cc(C(=O)N(CC(=O)[O-])C2CCS(=O)(=O)C2)on1
ZINC37582231	O=C([O-])CN(C(=O)C1=COCCO1)C1CCS(=O)(=O)C1
ZINC37582237	O=C([O-])CN(C(=O)CN1CCCC1=O)C1CCS(=O)(=O)C1
ZINC37582254	CC(C(=O)N(CC(=O)[O-])C1CCS(=O)(=O)C1)n1cccn1
ZINC37582255	CC(C(=O)N(CC(=O)[O-])C1CCS(=O)(=O)C1)n1cccn1
ZINC37582257	CC(C(=O)N(CC(=O)[O-])C1CCS(=O)(=O)C1)n1cncn1
ZINC37582259	CC(C(=O)N(CC(=O)[O-])C1CCS(=O)(=O)C1)n1cncn1
ZINC37582285	O=C([O-])CN(C(=O)C1COCCO1)C1CCS(=O)(=O)C1
ZINC37582286	O=C([O-])CN(C(=O)C1COCCO1)C1CCS(=O)(=O)C1
ZINC37582350	CC(=O)NC(C)C(=O)N(CC(=O)[O-])C1CCS(=O)(=O)C1
ZINC37582357	O=C([O-])CN(C(=O)c1cnsn1)C1CCS(=O)(=O)C1
ZINC37591794	Cn1cc(S(=O)(=O)N(CC(=O)[O-])C2CCS(=O)(=O)C2)cn1
ZINC37731878	CCN(C1CCS(=O)(=O)C1)S(=O)(=O)c1[nH]ncc1C(=O)[O-]
ZINC38764282	CC1=C(S(=O)(=O)NC2C(C(=O)[O-])C=NN2C)C(C)N=N1
ZINC39631065	O=C([O-])CN(C1CCS(=O)(=O)C1)S(=O)(=O)c1cccc2nsnc12
ZINC39946977	O=C1N=CN=C2C1=NCN2C1OC2COP(=O)([O-])OC2C1O
ZINC40581600	CS(=O)(=O)CCC(NC(=O)N1CCS(=O)(=O)CC1)C(=O)[O-]
ZINC41017658	Cn1nc(C(=O)Nc2nnc(SCC(=O)[O-])s2)ccc1=O
ZINC42426024	CCCN(CC(=O)N(C)C)C(=O)N1CC(O)CC1C(=O)[O-]
ZINC42853996	O=P1([O-])OCC2OC(n3cnc4c3nnn3ccnc43)C(O)C2O1
ZINC43510630	O=C(Cn1cc([N+](=O)[O-])cn1)NC1(C(=O)[O-])CCSC1
ZINC44882424	CC1(NC(=O)N2CCOC(C(=O)[O-])C2)CCS(=O)(=O)C1
ZINC44882427	CC1(NC(=O)N2CCOC(C(=O)[O-])C2)CCS(=O)(=O)C1
ZINC49514537	Cc1nn(C)c(Cl)c1S(=O)(=O)/N=C(\[O-])C1COCCO1
ZINC49871817	CCN(CC)C(=O)CN(C)C(=O)N1CCOC(C(=O)[O-])C1
ZINC50199454	O=C([O-])CN(C1CCS(=O)(=O)C1)S(=O)(=O)C1CCOCC1
ZINC51348729	CN/C([O-])=C(\C#N)C(=O)C1CCCN(C2=NS(=O)(=O)c3ccccc32)C1
ZINC52787294	COCCC(NC(=O)N1CCS(=O)(=O)CC1)C(=O)[O-]
ZINC54053920	CC(C(=O)[O-])N(C)S(=O)(=O)c1cc([N+](=O)[O-])ccc1F
ZINC54376649	N#Cc1nccnc1N(CC(=O)[O-])C1CCS(=O)(=O)C1
ZINC60861911	C/C([O-])=N/S(=O)(=O)c1ccc(NC=C2C(=O)N(C)C(=O)N(C)C2=O)cc1
ZINC62084645	CS(=O)(=O)N1CCN(C(=O)N(CC(=O)[O-])C2CC2)CC1
ZINC52796053	Cn1cc(/C=C/C([O-])=N/S(=O)(=O)N2CCCCC2)c(=O)n(C)c1=O
ZINC65535426	CC1=C(C(NC(=O)C2SCC3=C2OCCO3)C(=O)[O-])C(C)N=N1
ZINC66248049	Cc1cc([N-]S(=O)(=O)c2cn(C)c(C)n2)n(CCC#N)n1
ZINC67002332	CC(NC(=O)C1CCOCC1)/C([O-])=N/S(=O)(=O)N1CCCC1
ZINC04497901	C/C(=N\NC(N)=S)C1(C)CC2(CC(C)(C)OC2=O)C(=O)O1
ZINC06290109	NC(=O)c1ccc(OCC(=O)NC2CCS(=O)(=O)C2)cc1
ZINC10101071	CC(=O)N1CCc2c(sc(NC(=O)C3CCCO3)c2C(N)=O)C1
ZINC05390739	Cn1cc(CC2(O)C(=O)OC3C(O)COC32O)c2ccccc21
ZINC05390740	Cn1cc(CC2(O)C(=O)OC3C(O)COC32O)c2ccccc21
ZINC16428923	NNC(=O)COc1ccc(S(=O)(=O)N2CCCC2)cc1
ZINC16958283	O=C1OC2C(O)COC2(O)C1(O)C(C[N+](=O)[O-])c1ccc(Cl)cc1
ZINC20463702	C=CCNC(=O)NC1C2COC(O2)C(N2CCN(C(C)=O)CC2)C1O
ZINC12483152	CCNC(=O)NC1C2COC(O2)C(N2CCN(C(C)=O)CC2)C1O
ZINC20757625	Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)NC1CS(=O)(=O)CC1Cl
ZINC34556412	COC1C(O)C(CO)OC1n1ccc(NC(C)=O)nc1=O
ZINC36724738	Cc1ccc(S(=O)(=O)N2CCN(CC(=O)NN)CC2)cc1
ZINC37556376	NNc1nc2sccn2c1S(=O)(=O)N1CCS(=O)(=O)CC1
ZINC37770779	O=C(Cn1cc(NC(=O)C2CSCN2)cn1)NC1CC1
ZINC06645807	CN(C)S(=O)(=O)NCC(=O)NNC=C1C=CC(=O)C=C1
ZINC38665336	CSCC1NC(C2=CN=C3C(=O)N=CN=C23)C(O)C1O
ZINC39125147	CCCn1c(=O)c(NC(=O)C2C3CC4OC(=O)C2C4C3)c(N)n(C)c1=O
ZINC40287476	Cc1nn(C)c(C)c1NC(=O)C(=O)NCC(O)CN1CCOCC1
ZINC40324469	Nc1cnn(CC(=O)N(CCO)C2CCS(=O)(=O)C2)c1
ZINC40324490	Cc1ncc(N)cc1C(=O)N(CCO)C1CCS(=O)(=O)C1
ZINC40346399	Cc1nn(CC(=O)NCC2CCS(=O)(=O)C2)c(C)c1N
ZINC40348758	CCn1cc(S(=O)(=O)NCC2CCS(=O)(=O)C2)c(N)n1
ZINC40369354	CN(CC/C(N)=N/O)C(=O)c1cccc(S(C)(=O)=O)c1
ZINC42453824	CCN(CC/C(N)=N/O)C(=O)c1ccc(S(C)(=O)=O)cc1
ZINC43212457	CC(=O)NCCn1c(-c2csc(CC#N)n2)cc(C(N)=O)c1C
ZINC44417510	CCNC(=O)CN(C)C(=O)c1cc(N)cc(S(C)(=O)=O)c1
ZINC45060252	CCN(C/C(N)=N/O)C(=O)c1cccc(S(C)(=O)=O)c1
ZINC46866505	CC(=O)NCCC(=O)NNC(=O)c1sc(N2CCOCC2)nc1C
ZINC46979162	Cc1ccc(S(=O)(=O)NC2CC2)cc1C(=O)N(C)CC(N)=O
ZINC48380404	CSCCC(NC(N)=O)C(=O)N(C)C1CCS(=O)(=O)C1
ZINC48392256	O=C1NC(=S)NC(=O)C1=CNCCCN1CCCC1=O
ZINC48952946	CSC(C)C(=O)NNC(=O)NC1CCS(=O)(=O)C1
ZINC49151043	O=C(CSC1CCS(=O)(=O)C1)NNC(=O)NC1CC1
ZINC49151046	O=C(CSC1CCS(=O)(=O)C1)NNC(=O)NC1CC1
ZINC50242778	[NH3+]C1CCN(S(=O)(=O)c2cc(C(=O)[O-])n(C3CC3)c2)C1
ZINC50242779	[NH3+]C1CCN(S(=O)(=O)c2cc(C(=O)[O-])n(C3CC3)c2)C1
ZINC50655718	Cn1cc(NS(=O)(=O)c2cc(S(C)(=O)=O)ccc2N)cn1
ZINC50661057	Nc1cc(S(=O)(=O)NCC2CCS(=O)(=O)C2)ccn1
ZINC54523218	CC1(NC(=O)C[NH2+]C(C(=O)[O-])C2CC2)CCS(=O)(=O)C1
ZINC54523220	CC1(NC(=O)C[NH2+]C(C(=O)[O-])C2CC2)CCS(=O)(=O)C1
ZINC55187460	Nc1nc(C(=O)N(CCO)C2CCS(=O)(=O)C2)cs1
ZINC62074491	CC(CNC(=O)N1CC(O)CC1C(=O)[O-])C[NH+]1CCCC1
ZINC62074764	CC(CNC(=O)N1CC(O)CC1C(=O)[O-])C[NH+]1CCCC1
ZINC62082172	CS(=O)(=O)N1CCN(S(=O)(=O)c2cccnc2NN)CC1
ZINC18143161	O=P(/C(NO)=[NH+]/CCO)(N1CCOCC1)N1CCOCC1
ZINC18143161	O=P(/C(=N\O)NCCO)(N1CCOCC1)N1CCOCC1
ZINC18143161	O=P(/C(=N/O)NCCO)(N1CCOCC1)N1CCOCC1
ZINC63795898	NC1c2ccc(-c3ccncc3)nc2SC1C(=O)Nc1nncs1
ZINC64643062	C#CCNC(=O)CCNC(=O)NC1CCCc2c1cnn2C
ZINC50859137	Cc1cc(NC(=O)CSCC(=O)N2CCOC(C(N)=O)C2)no1
ZINC66332578	Cn1ncc(C(=O)Nc2ccn(CC(N)=O)n2)c1C(F)F
ZINC67050802	Cc1nc2cc(=O)[nH]n2c(C)c1CC(=O)NCCc1n[nH]c(=S)n1C
ZINC03809846	OCC1OC(O)C(F)C(O)C1O
ZINC03860327	OCC1OC(O)CC(O)C1O
ZINC03869223	OCC1OC(O)CC(O)C1O
ZINC02531049	O=CC(O)C(O)C(O)CO
ZINC04353143	O=C1OC(CO)C(O)C1O
ZINC02047525	OCC1OCC(O)C(O)C1O
ZINC04403356	OCC1OCC(O)C(O)C1O
ZINC04611596	O=C1NC2OC(CO)C(O)C(O)C2O1
ZINC04611598	O=C1NC2OC(CO)C(O)C(O)C2O1
ZINC01846431	O=CC(F)C(O)C(O)C(O)CO
ZINC05351729	COC1OC(CO)C(O)C([N+](=O)[O-])C1O
ZINC05369038	CC(O)c1nnc(C(C)O)n1N
ZINC02522198	O=C1NC2C(O1)OC(CO)C(O)C2O
ZINC04218336	NNC(=O)CC1CCS(=O)(=O)C1
ZINC08579632	OCC1OCC(O)C(O)C1O
ZINC14489408	OCC1CC(O)C(O)C(O)C1O
ZINC02042138	NS(=O)(=O)CCC1NC(=O)NC1=O
ZINC33744995	OCC1OC(O)C(O)C(Cl)C1O
ZINC34546344	Cc1cnnn1C1OCC(O)(CO)C1O
ZINC04529880	O=[N+]([O-])NC1=NC(O)C(O)N1
ZINC36948185	CC(C)N(C)C(=O)C(=O)NN
ZINC37080332	CCN(C(=O)C(=O)NN)C1CC1
ZINC37175667	CN(C(=O)C(=O)NN)C1CCSC1
ZINC37244668	CCN(C)C(=O)C(=O)NCC(N)=S
ZINC37638563	N#C/C(=C\C(C#N)C(N)=O)C(N)=O
ZINC37638564	N#C/C(=C\C(C#N)C(N)=O)C(N)=O
ZINC39059099	OCC1=CC(O)OC1(O)CO
ZINC39059111	OCC1NNCC(O)C1O
ZINC39059147	OCC1C(O)C(O)CN1O
ZINC39064563	CC1(C(=O)NN)OCCO1
ZINC39098539	CC(=O)OC1OC(CO)C(O)C(O)C1O
ZINC39214554	CC1=C2C(=O)N=NN=C2C(C(=O)NN)S1
ZINC39777787	NC1=NC(NCCO)=NC2N=CN=C12
ZINC41760376	NC(=O)C[NH2+]C1(C(=O)[O-])CCCCC1
ZINC42467020	CN(CC1CCCCO1)C(=O)C(=O)NN
ZINC44019244	OCC1OCC(O)C(O)C1O
ZINC44019447	O=C1OC2C(O)OC(CO)C(O)C2O1
ZINC44608304	OCC1OC(O)C(O)C(Cl)C1O
ZINC44699249	OCC1OC(O)CC(O)C1O
ZINC49691834	N/C(CN1CCS(=O)CC1)=N\O
ZINC49725057	NNC(=O)C(=O)N1CC2CCC1C2
ZINC52298223	CC1CC1NC(=O)C(=O)NN
ZINC55169441	CNC(=O)C(C)NC(=O)c1n[nH]c(N)n1
ZINC34132565	O=CC(F)C(O)C(O)C(O)CO
ZINC04353142	O=C1OC(CO)C(O)C1O
ZINC18140548	O=C1CNC(=O)C1/C=[NH+]/CCO
ZINC62314432	OCc1cn(CC(O)CO)nn1
ZINC08552145	O=C(CO)C(O)C(O)CO
ZINC08552145	O=CC(O)C(O)C(O)CO
ZINC62715619	N#C/C(N)=C(C#N)/N=C/[N-][NH3+]
ZINC62963473	NC(=O)C1(O)CCS(=O)(=O)C1
ZINC09348785	CCC(=O)NNC(=O)C=CC(=O)[O-]
ZINC19952534	Nc1ccc(N2CSCC2C(=O)[O-])nc1
ZINC20316664	CC(C(=O)[O-])n1ccc(C(=O)NCCO)n1
ZINC06452769	Nc1nonc1-c1nnnn1[O-]
ZINC21959927	CC(O)C(NC(=O)CC1CCCC1)C(=O)[O-]
ZINC17379413	Nc1nc2ncnc-2c2nn[n-]n12
ZINC34249957	[O-]c1[nH]c(=S)nnc1CO
ZINC35097203	O=C([O-])CNC(=O)CNC(=O)C1CCCC1
ZINC35207692	CC(NC(=O)c1ccc(C(=O)[O-])nc1)C(N)=O
ZINC35321460	O=C([O-])CNC(=O)NCC1CCC1
ZINC36781354	CCCNC(=O)CNC(=O)C(=O)[O-]
ZINC37457965	CC(CC(=O)[O-])NC(=O)C1CCC(=O)N1
ZINC00179220	O=c1c(CO)cc(CO)cc(CO)c1[O-]
ZINC05116778	NC1=NC(=O)C2=NC([O-])=NC2=N1
ZINC39098030	O=CCOCC(O)C1OC(=O)C(O)=C1[O-]
ZINC40528864	CCC(C)NC(=O)N1CC(O)CC1C(=O)[O-]
ZINC40529190	CC(C)CNC(=O)N1CC(O)CC1C(=O)[O-]
ZINC40532095	CC(C)N(C)C(=O)NCC(=O)NCC(=O)[O-]
ZINC40561899	CN(C(=O)NC(CO)C(=O)[O-])C1CCCC1
ZINC40580645	CC(C)C(C)N(C)C(=O)NC(CO)C(=O)[O-]
ZINC40580646	CC(C)C(C)N(C)C(=O)NC(CO)C(=O)[O-]
ZINC40603271	CCCC(C)(NC(=O)N(C)CCO)C(=O)[O-]
ZINC40604355	CCC1CCCN1C(=O)NC(CO)C(=O)[O-]
ZINC40725699	CC1CCN(C(=O)NC(C(=O)[O-])C(C)O)C1
ZINC42413859	Nc1n[nH]cc1S(=O)(=O)[N-]c1ccn[nH]1
ZINC42453602	CCCN(CCO)C(=O)NC(C)(C)C(=O)[O-]
ZINC42481613	CCC(NC(=O)N(CCO)C1CC1)C(=O)[O-]
ZINC42575613	CNC(=O)C(C)NC(=O)NC(C)CC(=O)[O-]
ZINC42696462	CC(CN(C)C(=O)C(C)NC(N)=O)C(=O)[O-]
ZINC42696464	CC(CN(C)C(=O)C(C)NC(N)=O)C(=O)[O-]
ZINC42696465	CC(CN(C)C(=O)C(C)NC(N)=O)C(=O)[O-]
ZINC43437992	COC(=O)C(NC(=O)NCC(=O)[O-])C(C)C
ZINC44884547	CC(NC(=O)c1cc(N)cn1C)c1nnn[n-]1
ZINC45014165	CNC(=O)CCNC(=O)NC(C)CC(=O)[O-]
ZINC50291848	CNC(=O)C(C)NC(=O)C1(C(=O)[O-])CCC1
ZINC50291995	CCNC(=O)C(C)NC(=O)C1(C(=O)[O-])CC1
ZINC50917725	NC(=O)C1CCC(NC(=O)CC(=O)[O-])CC1
ZINC52213061	O=C(NC1CCC1)NC1(C(=O)[O-])CCCC1
ZINC54524870	CCN(CCO)C(=O)NC(C(=O)[O-])C1CC1
ZINC54525842	CC(O)CN(C)C(=O)NC(C(=O)[O-])C1CC1
ZINC54525843	CC(O)CN(C)C(=O)NC(C(=O)[O-])C1CC1
ZINC05510611	O=[N+]([O-])/N=C1\[N-]C2NNC(=S)NC2N1
ZINC05510611	O=[N+]([O-])/N=C1/[N-]C2NNC(=S)NC2N1
ZINC03907070	N=C(NO)c1c([O-])[nH]c2ccccc2c1=O
ZINC40532330	CC(O)C(NC(=O)N1CCCCC1)C(=O)[O-]
ZINC37510677	CC(C)NC(=O)NC1(C(=O)[O-])CCCC1
ZINC61834186	CC(CC(=O)[O-])CC(=O)N(C)CC(N)=O
ZINC63074384	CC1(C)CCCN1C(=O)NC(CO)C(=O)[O-]
ZINC13522720	CC(O)C(=O)C1C=Nc2nc(N)[nH]c(=O)c2N1
ZINC64672593	NC1(C2=NC(C(=O)[O-])C=N2)CCCCC1
ZINC39121671	[NH-]S(=O)(=O)/N=C1/NCCS1
ZINC03870166	[NH3+]CCOP(=O)([O-])[O-]
ZINC04095493	O=C([O-])C1OC(O)(CO)C(O)C1O
ZINC04096868	[NH3+]CC(O)P(=O)([O-])[O-]
ZINC03170197	O=C([O-])C(=O)Nc1ncn[nH]1
ZINC04791994	O=C1NC(=O)C(O)(C(=O)[O-])N1
ZINC01676923	CC(O)C(Nc1ncnc2[nH]cnc12)C(=O)[O-]
ZINC05613610	CC(C)([NH2+]C(C)(C)C(=O)[O-])C(=O)[O-]
ZINC03877935	Nc1ncc(S(=O)(=O)[O-])s1
ZINC02486839	Nc1ncnc2[nH]c(S(=O)(=O)[O-])nc12
ZINC13348300	CC(=O)NC1C(O)OC(C(=O)[O-])C(O)C1O
ZINC19255487	CCC(C)(NC(=O)NCC(N)=O)C(=O)[O-]
ZINC19441793	CC(=O)NCC(=O)NC(CO)C(=O)[O-]
ZINC19473814	C#CCNC(=O)NCC(=O)[O-]
ZINC19477262	C/C=C/C(=O)NC(CO)C(=O)[O-]
ZINC19802745	C#CC(=O)NC(C(=O)[O-])C(C)O
ZINC19802747	C#CC(=O)NC(C(=O)[O-])C(C)O
ZINC19862903	Cc1cc(N)ncc1S(=O)(=O)[O-]
ZINC20082530	CC(O)C(NS(=O)(=O)C(F)F)C(=O)[O-]
ZINC20249809	CC(O)C(NC(=O)C1CCOCC1)C(=O)[O-]
ZINC20259248	CC(C(=O)NC(CO)C(=O)[O-])n1cccn1
ZINC21953980	Cc1occc1C(=O)NC(C(=O)[O-])C(C)O
ZINC21961089	CC(O)C(NC(=O)c1ccoc1)C(=O)[O-]
ZINC22142032	CC(O)C(NC(=O)C1CCC1)C(=O)[O-]
ZINC22171683	Cc1ccc(C(=O)NC(C(=O)[O-])C(C)O)cn1
ZINC24624478	O=CN(O)CCP(=O)([O-])O
ZINC25624855	[CH2-]C1=[NH+]/C(=N/[N+](=O)[O-])[N-]C1=N
ZINC36746658	CC(=O)NCCNC(=O)C(=O)[O-]
ZINC36778304	CC(NC(=O)c1cn[nH]c1)(C(=O)[O-])C1CC1
ZINC38528942	CC(C)(C)OC(=O)NC(C)(CO)C(=O)[O-]
ZINC39098048	O=C([O-])CC1NC(=O)C(CS)NC1=O
ZINC39132529	O=S([O-])C(O)c1ncc[nH]1
ZINC39715495	[NH2+]=C1C=CC2=NC(C(O)C(O)C(=O)[O-])[N-]C2=C1
ZINC40531878	CC(O)C(NC(=O)NCC1CC1)C(=O)[O-]
ZINC40547276	CC(O)C(NC(=O)N(C)CCC#N)C(=O)[O-]
ZINC40557441	O=C(NCC1CCCO1)NC(CO)C(=O)[O-]
ZINC42575501	CNC(=O)C(C)NC(=O)NCC(=O)[O-]
ZINC44137417	Nc1nc(S(=O)[O-])nc2[nH]ccc12
ZINC44511302	CC(NC(=O)NCCC1CCCO1)C(=O)[O-]
ZINC44585199	CC(O)C(NC(=O)c1ccon1)C(=O)[O-]
ZINC45139317	CC(O)C(NC(=O)NC1CC1(C)C)C(=O)[O-]
ZINC28247761	O=C([O-])/C=N/N=C1NCCN1
ZINC28247761	O=C([O-])/C=N\[NH+]=C1NCCN1
ZINC54071217	CC(C(=O)[O-])N(C)C(=O)c1cccc(N)c1
ZINC54500331	O=C1CCC(C(=O)NC(C(=O)[O-])C2CC2)N1
ZINC54523733	O=C(NC(C(=O)[O-])C1CC1)C1CSCN1
ZINC54965162	CN1C(=S)NNN1S(=O)(=O)[O-]
ZINC45228963	CC1CN(CCC(C)(N)C(=O)[O-])CCO1
ZINC61174042	CN(C(=O)NCCC(N)=O)C(C)(C)C(=O)[O-]
ZINC22000185	Nc1cc([N+](=O)[O-])cc(S(=O)(=O)[O-])c1O
ZINC09043642	CN1C(=O)/C(=C/NNCCO)C(=O)N=C1[O-]
ZINC09043642	CN1C(=O)N=C([O-])/C(=C\NNCCO)C1=O
ZINC65336586	NC1C(C(=O)CCl)=C([O-])Nc2ncnn21
ZINC00034283	CC1=NN(C(=O)CSc2nnc(-c3ccncc3)o2)C(C)(O)C1
ZINC00610850	O=[N+]([O-])c1ccc2c(c1)C(O)n1nc(-c3ccncc3)nc1S2
ZINC04528616	CC1=NN2C(=NCC2(O)c2cccc([N+](=O)[O-])c2)SC1=O
ZINC02910114	Cc1ccc(N2C(=O)C3C4C=CC(CO)(O4)C3C2=O)cc1[N+](=O)[O-]
ZINC04182452	CC(=O)N1CCN(c2ccc([N+](=O)[O-])c(NC(=O)CCl)c2)CC1
ZINC01100629	Cc1nn2c(nc1=O)SCC2(O)c1cccc([N+](=O)[O-])c1
ZINC05749119	O=C(N/N=C/c1cc2c(cc1[N+](=O)[O-])OCO2)C(F)(F)F
ZINC04759679	CNc1ccc(C(=O)N(C)C2(C)CCS(=O)(=O)C2)cc1[N+](=O)[O-]
ZINC02169893	Cc1cc(C)nc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)n1
ZINC06780781	C=CCN1C(=O)/C(=C\c2ccc([N+](=O)[O-])cc2)C(=O)N=C1O
ZINC11698002	CS(=O)(=O)N1CCN(c2ccc(Nc3ccncc3)nn2)CC1
ZINC11842422	Cc1nc(C(C)Nc2nc3nonc3nc2N(C)C)c(C)s1
ZINC15359388	CNC(=O)C1CN(S(=O)(=O)c2c(C)noc2C)c2ccccc2O1
ZINC17030781	CCC1=C(C(=O)OC)C(c2cnn(C)c2C)n2ncnc2N1
ZINC19430562	O=[N+]([O-])c1ccc(S(=O)(=O)N2CCC(=NO)CC2)cc1
ZINC20135628	Cc1nc(CNc2nccc(-c3ncnn3C)n2)nc2c1CCCC2
ZINC20607872	CCn1ncc(C2C(C(=O)OC)=C(C)Nc3ncnn32)c1C
ZINC21151050	Cc1ccc(-n2nnnc2CN2CCN(C(=O)NC(C)C)CC2)cc1
ZINC22019993	COc1ccc(OC)c2c1CN(c1ncnc3c1cnn3C)CC2O
ZINC22420169	C1=C(c2c[nH]c3ncccc23)CCN(c2ccc3nnnn3n2)C1
ZINC23367730	COc1cc(C(=O)N2CCc3[nH]nc(-c4c(C)noc4C)c3C2)ccn1
ZINC23882982	O=C(NC1CCCC1)C1CCN(c2ccc3nnnn3n2)CC1
ZINC29626021	c1cc2nnnn2nc1NCC1(N2CCOCC2)CCSC1
ZINC32871835	O=C1CCCN1c1ccc(Nc2ccc3nnnn3n2)cc1
ZINC33232067	CN1N=C(C(=O)Nn2cnc3sc4c(c3c2=O)CCCC4)CCC1=O
ZINC35287174	O=C(c1ccc([N+](=O)[O-])c(O)c1)N1CCN(c2nccs2)CC1
ZINC36478563	O=[N+]([O-])c1ccc(N/N=C\c2ccc3c(c2)OCCO3)nc1
ZINC38110383	Cc1noc(CNS(=O)(=O)c2c(Cl)nc3sccn23)n1
ZINC38493011	Cc1cc(C(=O)Nc2cc(C(=O)N3CCCCCC3)cn(C)c2=O)no1
ZINC38755068	Cc1cc(C(=O)NCc2cc(-c3ccc4c(c3)OCCO4)on2)no1
ZINC39370503	O=C1N=NC=C(N/N=C/c2ccc([N+](=O)[O-])cc2)C1Cl
ZINC42762175	Cc1noc(NC(=O)c2cc(C3CC3)nc3c2c(C)nn3C)n1
ZINC43529810	COC(=O)C1CN(C(=O)NC2CCS(=O)(=O)C2)c2ccccc2O1
ZINC52362215	O=C(NC1CC1)C(=O)N1CCN(c2ccccc2[N+](=O)[O-])CC1
ZINC52488366	Cc1cc(C(=O)N2CCN(c3ncnc4[nH]cnc34)CC2)c(C)o1
ZINC04820723	CC12CCC(C(=O)Nc3ncc([N+](=O)[O-])s3)(OC1=O)C2(C)C
ZINC55133135	Cc1nsc(NC(=O)N2CCCC(c3nc(C(C)C)no3)C2)n1
ZINC12599414	Cc1cnc(NC(=O)Cn2nc(C)c([N+](=O)[O-])c2C)s1
ZINC58318611	O=C(c1cccc2[nH]ncc12)N1CCN(c2cccc([N+](=O)[O-])c2)CC1
ZINC61939463	CNc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CCCOCC1
ZINC63845712	O=C1CC(C(=O)N2CCC3=NN=C(c4ccc5c(c4)OCO5)C3C2)CN1
ZINC64893799	CC(C)NC(=O)N1CCc2c(c(C(=O)N3CCOCC3)nn2C)C1
ZINC65508625	COC(=O)C1=CC2CN(C(=O)C3=CC=CC4=NC(C)=NC34)CCCN2N1
ZINC65777330	O=C(Nc1ccc(Cl)nc1)N1CCN(C(=O)N2CCOCC2)CC1
ZINC66274750	O=C(NC1CCOc2ccccc21)c1cc([N+](=O)[O-])cc2c1OCCO2
ZINC66379869	CC(=O)N1CCCC(C(=O)Nc2cc(C)nn2-c2nc(C)cc(C)n2)C1
ZINC66578657	CC(C)C1C(=O)NCCN1S(=O)(=O)c1ccc([N+](=O)[O-])s1
ZINC66809733	Cc1cccc(NC(=O)C2CCCN(c3ccncc3[N+](=O)[O-])C2)n1
ZINC67305529	Cc1cc(C)n2nc(C(=O)NC(C)c3c(C)nn(C)c3C)nc2n1
ZINC67627691	Cc1cc(CN(C)C(=O)NC2CCCN(S(C)(=O)=O)C2)no1
ZINC04349505	Cc1sc2ncnc(N/N=C/c3ccc([N+](=O)[O-])o3)c2c1C
