ZINC01615674	CC(O)C(NC(=O)c1cnc2ccccc2n1)C(=O)[O-]
ZINC52094744	COC(=O)CCCC([NH3+])c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52094745	COC(=O)CCCC([NH3+])c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC26150637	O=C(O)CC(NC(=O)c1ccc(CCC(=O)NC2=[NH+]CCCN2)s1)c1cccnc1
ZINC55037238	NC(=O)C[NH+]1CCCC(C(=O)NCCc2nc(-c3cccnc3)n[nH]2)C1
ZINC55037240	NC(=O)C[NH+]1CCCC(C(=O)NCCc2nc(-c3cccnc3)n[nH]2)C1
ZINC23379552	C[NH+]1CCN(Cc2ccc(-c3nc(=O)cc(CN)[nH]3)cc2)CC1CCO
ZINC55403239	Nc1cc(=O)[nH]c(CCNC(=O)C2CCC[NH+](Cc3ccco3)C2)n1
ZINC12463195	Cc1ccnc(N=S(=O)(O)c2ccc(NC(=O)C[NH+]3CCC(C(N)=O)CC3)cc2)n1
ZINC61808174	NC(=O)C[NH+](CCCC(=O)c1ccc(Br)cc1)CC(N)=O
ZINC62257665	CNC(=O)COc1ccc(CNC2CCC[NH+](CC(N)=O)C2)cc1OC
ZINC63187674	NC(=O)c1ccsc1NC(=O)CN1C(=O)NC(CC2=c3ccccc3=[NH+]C2)C1=O
ZINC63660402	O=C(CNc1ccccc1Cl)NNC(=O)NCCCn1cc[nH+]c1
ZINC63808269	CC1=C(NC(=O)C(=O)NCCNC(=O)C2C=c3ccccc3=[NH+]2)C(C)N(C)N1
ZINC65978650	COc1cc(C[NH2+]Cc2cc(OC)c(OCC(N)=O)c(OC)c2)ccc1O
ZINC66732129	C[NH+](C)CCNC(=O)c1cccc(CNC(=O)CCC2NC(=O)NC2=O)c1
ZINC67504178	COc1cc(C[NH2+]C2CCCc3[nH]c(=O)ccc32)cc(Cl)c1OCC(N)=O
ZINC67629859	CC1CC[NH+](CC(O)CNC(=O)NCC(=O)NCC(F)(F)F)CC1
ZINC05003933	O=C([O-])CCNC(=O)/C(=C/c1ccccc1[N+](=O)[O-])NC(=O)c1ccccc1
ZINC08013012	COCCCNC(=O)CSc1nc2sc(C(=O)[O-])c(C)c2c(=O)[nH]1
ZINC00956378	Cc1ccc(C)c(OCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)[O-])c1C
ZINC08745864	O=C(CC1(C(=O)[O-])CCCC1)Nc1ccccc1C(=O)NCc1ccco1
ZINC02107427	Cc1c(CC(=O)NCC(=O)NCC(=O)[O-])c(=O)oc2c(C)c3occ(-c4ccccc4)c3cc12
ZINC13025317	CC(C)CNC(=O)NC(=O)CSc1nc2ccccc2c(=O)n1C(C(=O)[O-])C(C)C
ZINC13055239	NC(=O)C(Sc1nc2ccccc2c(=O)n1CCC(=O)[O-])c1ccc(F)cc1
ZINC13245295	Cc1cc(C)c(C(=O)[O-])c(SCC(=O)N(CCC(N)=O)c2ccc(F)cc2)n1
ZINC13247299	O=C([O-])c1cc(S(=O)(=O)NCC(O)c2ccc([N+](=O)[O-])cc2)ccc1Cl
ZINC13270130	Cc1ccc(S(=O)(=O)NCc2ccccc2CS(=O)(=O)NC(C)C)cc1C(=O)[O-]
ZINC13404636	Cc1nc2nc(SC(C(N)=O)c3ccc(F)cc3)nn2c(C)c1CCC(=O)[O-]
ZINC15952515	O=C([O-])CC/C(=N/NC(=O)CNC(=O)/C=C/c1ccccc1)c1ccccc1
ZINC16157420	CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)[O-]
ZINC17079293	Cc1ccc(NC(=O)c2c(NC(=O)COCC(=O)[O-])sc3c2CCC3)cc1
ZINC09348792	CCCCC(=O)NN/C=C1/C(=O)N(c2ccc(OCC)cc2)C(=S)N=C1[O-]
ZINC25530323	Cc1nc(SC(F)F)nc([O-])c1CCC(=O)NNC(=O)c1ccoc1C
ZINC27608597	Cc1cc(C)n(CC(=O)NNC(=O)c2cccc(S(=O)(=O)[N-]c3ccccc3Cl)c2)n1
ZINC03310359	O=S(=O)([N-]c1ncccn1)c1ccc(NC(=S)Nc2ccc(Cl)cc2)cc1
ZINC39355963	COC(=O)COc1ccc(C(C2=C(C)N=NC2O)c2c(C)n[nH]c2[O-])cc1
ZINC39667983	Cc1nc(SCC(=O)Nc2cccc3nsnc23)[nH]c(=O)c1CCC(=O)[O-]
ZINC12950298	COCCNS(=O)(=O)c1cccc(C(=O)Nc2nc(-c3ccc(F)cc3)n[n-]2)c1
ZINC40081353	CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCOCCO)C2c2cccc(O)c2)c(C)c1
ZINC40082973	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCOCCO)C2c2cccc(O)c2)c(C)c1
ZINC40125596	CCOc1cccc(C(=O)C2=C([O-])C(=O)NC2c2ccc(O)c(OCC)c2)c1
ZINC41289553	O=C([O-])CCNC(=O)CCNc1ncnc2scc(-c3ccc(F)cc3)c12
ZINC44258028	Cc1ccc(S(=O)(=O)NC(CC(=O)[O-])c2ccc(O)c([N+](=O)[O-])c2)cc1
ZINC45919369	Cc1nc([S-])sc1CC(=O)NCc1cccc(S(=O)(=O)NC(C)C)c1
ZINC13393399	CC(C)n1c(SCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)[O-])nc2ccccc2c1=O
ZINC13399983	O=C(CSc1nnc(-c2cccc(Cl)c2)o1)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC15036771	O=C([O-])CCCNC(=O)CN1C(=O)/C(=C/c2cc(Br)ccc2O)SC1=S
ZINC44667845	CCCOc1ccc([N-]S(=O)(=O)c2cc(C(N)=O)n(C)c2)cc1OCCC
ZINC54976888	CS(=O)(=O)[N-]c1ccccc1C(=O)NCCCc1nc2ccccc2[nH]1
ZINC55376760	CS(=O)(=O)[N-]c1ccc(/C=C\C(=O)Nc2cccc(C(=O)NC3CC3)c2)cc1
ZINC55579424	C=CCNC(=O)c1cccc(S(=O)(=O)[N-]c2ccc(C(=O)NC3CC3)cc2)c1
ZINC55596682	C=CCNC(=O)c1cccc(S(=O)(=O)[N-]c2ccccc2-c2nc(C)n[nH]2)c1
ZINC04945364	COc1ccc(CNC(=O)CSc2nc3[nH]c(=O)cc([O-])c3s2)cc1OC
ZINC59730027	O=C([O-])CCNC(=O)/C(=C\c1ccccc1)NC(=O)c1cccc([N+](=O)[O-])c1
ZINC08094239	CCNC(=O)CNC(=O)c1cccc(S(=O)(=O)[N-]c2ccc(F)cc2)c1
ZINC62215889	CNC(=O)c1ccccc1NC(=O)C(C)CS(=O)(=O)[N-]c1cccc(F)c1
ZINC63069496	CC(NC(=O)NCc1cccc([N+](=O)[O-])c1)c1cccc([N-]S(C)(=O)=O)c1
ZINC09833859	CC(C)OCCCNC(=O)c1c[nH]c2ccc(S(=O)(=O)[N-]c3ccccc3F)cc2c1=O
ZINC07418489	O=C(CSc1nc([O-])c2cnn(CCO)c2n1)NCc1ccccc1Cl
ZINC63709231	CCCS(=O)(=O)[N-]c1ccc(NC(=O)CNC(=O)c2ccsc2)cc1
ZINC63763306	CCCCCN1C(=O)c2sccc2NC1SC/C([O-])=N/c1ncn[nH]1
ZINC63426784	CC/C(=N\C(CC1=c2ccccc2=[NH+]C1)C(=O)OC)c1c([O-])nc([O-])[nH]c1=O
ZINC64872897	Cc1ccccc1OCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC66250627	NC(=O)Cc1csc([N-]S(=O)(=O)c2ccc(OC(F)F)c(Cl)c2)n1
ZINC66589485	COc1ccc(/C=C/C(=O)[O-])cc1S(=O)(=O)NNC(=O)CCC(C)C
ZINC67152334	CC(C)CCC(=O)NCC(=O)NC(C)c1cccc([N-]S(C)(=O)=O)c1
ZINC67339697	CCCS(=O)(=O)[N-]c1cccc(C(=O)NCCNC(=O)OC(C)(C)C)c1
ZINC04755618	O=C([O-])CCNC(=O)/C(=C\c1ccco1)NC(=O)c1ccc(Br)cc1
ZINC00956384	Cc1cc(OCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)[O-])ccc1Cl
ZINC09268388	O=C([O-])c1ccccc1C(=O)Nc1ccc(S(=O)(=O)NCC2CCCO2)cc1
ZINC10518297	O=C([O-])/C=C/c1ccc(S(=O)(=O)Nc2cccc(S(=O)(=O)NC3CC3)c2)cc1
ZINC11238240	CCOc1ccc(OC(C)C(=O)NNC(=O)c2cccnc2[S-])cc1
ZINC11331505	COc1c(O)cccc1/C=C/C(=O)c1ccc(S(=O)(=O)NC(C)C(=O)[O-])cc1
ZINC12296891	CC1(C)CC(=O)c2c(O)cc(OCC(=O)NCCCCCC(=O)[O-])cc2O1
ZINC02130947	O=C(CCCCCn1c(=O)[nH]c2ccccc2c1=O)NC(C(=O)[O-])c1ccccc1
ZINC13245086	O=C([O-])Cc1ccc(NC(=O)CSc2nnc(NCc3ccco3)s2)cc1
ZINC13279307	Cc1ccc(S(=O)(=O)NCc2ccc(CS(=O)(=O)NC(C)C)cc2)cc1C(=O)[O-]
ZINC13308668	O=C([O-])Cc1ccc(S(=O)(=O)NCC(=O)Nc2ccc(F)c(F)c2F)s1
ZINC13336924	C/C(=N\NC(=O)c1ccc(Cl)cc1)c1ccc(S(=O)(=O)NC(C)C(=O)[O-])cc1
ZINC13393514	O=C([O-])CNS(=O)(=O)c1ccc(NC(=O)COc2c(Cl)cccc2Cl)cc1
ZINC13394222	O=C([O-])CNS(=O)(=O)c1ccc(NC(=O)c2ccc(-c3ccc(F)cc3)s2)cc1
ZINC13394367	CCc1ccc(/C=C/C(=O)Nc2ccc(S(=O)(=O)NCC(=O)[O-])cc2)cc1
ZINC15044704	O=C([O-])CCNC(=O)CCCCCN1C(=O)/C(=C/c2ccccc2O)SC1=S
ZINC17079638	O=C([O-])CCCC(=O)Nc1sc2c(c1C(=O)NCc1ccco1)CCCC2
ZINC20156094	CC[NH+](CC)C(c1cccc(OC)c1OC)c1c([O-])nc(=S)[nH]c1[O-]
ZINC20715602	O=C(Cc1csc(-c2ccccc2F)n1)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC25400843	CSCC(=O)NNC(=O)c1cccc(S(=O)(=O)[N-]c2ccccc2Cl)c1
ZINC25436597	CCCN1C(=O)/C(=C\NNC(=O)CSc2ccc(Cl)cc2)C([O-])=NC1=S
ZINC26961561	COc1ccc(C(=O)NNC(=O)Cn2c([S-])nnc2-c2cccc(C)c2)cc1OC
ZINC02106510	Cc1c(OCC(=O)NCC(=O)NCC(=O)[O-])ccc2c3c(c(=O)oc12)CCCC3
ZINC06813535	O=C(C1=C([O-])C(=O)N(CCOCCO)C1c1cccc(O)c1)c1ccc(Cl)cc1
ZINC13253150	CC(CC(=O)Nc1cccc(S(=O)(=O)/N=C2/CCCN2)c1)(C(=O)[O-])c1ccccc1
ZINC20725402	Cc1sc([N-]S(=O)(=O)c2ccccc2)nc1C(=O)NCC(O)c1ccccc1
ZINC36825274	CCOc1cc(/C=C/C(=O)[O-])cc(Br)c1OC(C)C(N)=O
ZINC05175545	O=C([O-])CC/C(=N\NC(=O)CNC(=O)c1cccc(Cl)c1)c1ccccc1
ZINC38570745	CC(C)C(NC(=O)C(Cc1c[nH]c2ccccc12)N1C(=O)N=C2C=CC=CC2C1=O)C(=O)[O-]
ZINC39232679	COc1ccc2c(CCNC(=O)C(C)SC3[N-]C(Cl)=NC4=NC=NC43)c[nH]c2c1
ZINC39680370	O=C(COc1ccc2c(c1)C1CCCCC1O2)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC13638040	Cc1ccc(NC(=S)Nc2ccc(S(=O)(=O)[N-]c3ncccn3)cc2)c(C)c1
ZINC44380071	Cc1nc(NC(=O)CCNC(=O)OC(C)(C)C)sc1-c1nnc([S-])n1C
ZINC13398159	Cc1ccc(C)c(-n2cnnc2SCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)[O-])c1
ZINC49717652	CNc1nc(CCN/C([O-])=N/S(=O)(=O)c2ccc(C)cc2)cs1
ZINC50837209	CCc1ccc(N/C([O-])=C(\C#N)C(=O)CN2C(=O)NC(CC)(CC)C2=O)cc1
ZINC55622040	O=C(NCCO)c1ccc([N-]S(=O)(=O)c2ccccc2C(F)(F)F)cc1
ZINC56979715	COCCOCc1cccc(NC(=O)c2ccc3c([O-])[nH]c(=S)nc3c2)c1
ZINC57124019	C=CCOc1cccc([N-]S(=O)(=O)c2ccc(S(N)(=O)=O)cc2F)c1
ZINC07643819	CCNC(=O)C(C)NC(=O)c1cccc(S(=O)(=O)[N-]c2ccc(F)cc2)c1
ZINC58224505	COc1ccc(-c2n[nH]c(/N=C(\[O-])CNC(=O)C3CCCC3)n2)c(OC)c1
ZINC58532542	CCS(=O)(=O)[N-]c1ccc(NC(=O)/C=C/c2ccc(C(=O)NC)cc2)cc1
ZINC23144634	Cc1cnc2c(S(=O)(=O)[N-]c3cc([N+](=O)[O-])ccc3NCCO)cccc2c1
ZINC62097464	COC(=O)c1sc2ncnc(NC(Cc3c[nH]c4ccccc34)C(=O)[O-])c2c1C
ZINC63426783	CC/C(=N\C(CC1=c2ccccc2=[NH+]C1)C(=O)OC)c1c([O-])nc([O-])[nH]c1=O
ZINC64202430	CC1C(C(=O)NCCSCc2ccccc2F)=CNN1c1ccc([O-])nn1
ZINC64492112	COc1ccc([N-]S(=O)(=O)C2=CN=C(C3NNC(c4ccccc4)O3)C2)c(OC)c1
ZINC64872977	Cc1ccc(C)c(OCCCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)[O-])c1
ZINC06989615	O=C(CNC(=O)c1cccc(S(=O)(=O)[N-]c2ccc(F)cc2)c1)NC1CC1
ZINC67124439	CCNC(=O)Nc1cccc([N-]S(=O)(=O)c2ccsc2C(=O)OC)c1
ZINC04222469	COCCNC(=O)CC1c2nc(NC(=O)COC)sc2CC2C(C)(CO)C(O)CCC12C
ZINC05410559	COc1cc(C2c3c(cc(OC)c(O)c3OC)CC(CO)C2CO)cc(OC)c1O
ZINC04758045	NS(=O)(=O)c1ccc(CCNC(=O)CCCNS(=O)(=O)c2cccs2)cc1
ZINC06984507	COc1ccc(S(N)(=O)=O)cc1C(=O)NNC(=O)C(C)Oc1ccccc1F
ZINC09144728	CC(C)C(NC(=O)c1ccccc1F)C(=O)OCC(=O)Nc1sccc1C(N)=O
ZINC09627806	NS(=O)(=O)c1ccc(CCNC(=O)Cc2csc(NC(=O)c3ccccc3)n2)cc1
ZINC09677989	COc1ccc(Cl)cc1NC(=O)Cn1nnc(C(=O)NCc2ccc(F)cc2)c1N
ZINC09884604	N#Cc1c(CCCNC(=O)c2cn(Cc3ccccc3)nc2-c2cccnc2)n[nH]c1N
ZINC09913514	Cc1ccc(S(=O)(=O)NCCC(=O)NNC(=O)Cc2c[nH]c3ccccc23)cc1
ZINC10891617	O=C(NNC(=O)c1cc2ccccc2[nH]c1=O)c1cccc(S(=O)(=O)NCc2ccccc2)c1
ZINC11239750	CC(C)CNC(=O)c1ccccc1NC(=O)CSc1nnc(C(F)(F)F)n1N
ZINC11939625	Cc1cc(C(=O)COC(=O)CC(NC(N)=O)c2ccccc2)c(C)n1NC(=O)c1ccccc1
ZINC13145775	CC1(c2ccc(OCC(N)=O)cc2)NC(=O)N(CC(=O)NCc2ccc(F)cc2)C1=O
ZINC03051908	COCCn1c(=S)[nH]c2cc(C(=O)NCCc3ccc(S(N)(=O)=O)cc3)ccc2c1=O
ZINC13486977	CCNC(=O)COc1ccc(Cl)cc1CNC(=O)Cn1c(C)cc(C(F)(F)F)c(N)c1=O
ZINC15898691	Cc1ccc(C)c(S(=O)(=O)NCCC(=O)NNC(=S)NCC2CCCO2)c1
ZINC15899218	O=C(CCCNS(=O)(=O)c1ccc(F)cc1)NNC(=S)NCC1CCCO1
ZINC16371185	Nn1c(COc2ccc(F)cc2)nnc1SCC(=O)NNC(=O)c1ccccc1
ZINC16554024	CNc1snc(C)c1C(=O)OCC(=O)Nc1sc2c(c1C(N)=O)CCCC2
ZINC08775438	Cc1ccc(N2C(=O)NC(=O)/C(=C(\NCCc3cnc[nH]3)Nc3ccccc3)C2=O)cc1
ZINC17086976	NC(=O)Cn1c(CCSc2nc3ccccc3n2CC(N)=O)nc2ccccc21
ZINC17153270	NS(=O)(=O)c1ccc(CCC(=O)OCC(=O)NC(=O)NCCc2cccs2)cc1
ZINC17213890	Cc1cc(N(CCC#N)CCC#N)ccc1/C=C(/NC(=O)/C=C/c1ccccc1)C(=O)NN
ZINC19681201	NC(=O)NCCCCCC(=O)NCCN1C(=O)S/C(=C\c2ccc(F)cc2)C1=O
ZINC20835128	O=C(CSc1n[nH]c(N/N=C/c2cccc(Cl)c2)n1)NNC(=O)C(F)(F)F
ZINC21537690	NC(=O)c1c(NC(=O)COC(=O)CCNC(=O)c2cccs2)sc2c1CCCC2
ZINC22441950	NC(=O)c1c(NC(=O)COC(=O)CCNC(=O)c2ccc(F)cc2F)sc2c1CCCC2
ZINC24440680	Cn1ccnc1C(NC(=O)CC(NC(N)=O)c1ccccc1Cl)c1ccccc1F
ZINC24704744	O=C(CNC(=O)c1cccc(OC(F)F)c1)NNC(=O)Cc1c[nH]c2ccccc12
ZINC26800901	COc1cc(OC)cc(C(=O)NC(C(=O)NNC(=S)NCC2CCCO2)C(C)C)c1
ZINC26959567	CCCS(=O)(=O)Nc1ccc(C)n(CC(=O)NCC2CCc3nc(N)sc3C2)c1=O
ZINC28563641	Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NC/C=C/c1cnc(N)s1
ZINC28563644	Cc1nc(N)sc1CNC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O
ZINC35271758	C=CC1(C)CC(OC(=O)C(=C)C(O)CO)C(C(=C)C(=O)OC)C(O)C1C(=C)CO
ZINC36532126	Cc1ccc(S(=O)(=O)CNC(=O)C(c2c(O)cc(O)cc2O)N(C)C(=O)CCS)cc1
ZINC09119331	NS(=O)(=O)c1ccc(NC(=O)CSc2n[nH]c(=O)n2Cc2ccccc2)cc1
ZINC03062219	O=S(=O)(NCCCO)c1ccc2c(c1)Cc1cc(S(=O)(=O)NCCCO)ccc1-2
ZINC04004864	NS(=O)(=O)c1ccc(CCNc2cc(=O)n(Cc3ccc(F)cc3)c(=O)[nH]2)cc1
ZINC03441196	CSCCC(NS(=O)(=O)c1ccc(F)cc1)C(=O)NCc1ccc(S(N)(=O)=O)cc1
ZINC03441198	CSCCC(NS(=O)(=O)c1ccc(F)cc1)C(=O)NCc1ccc(S(N)(=O)=O)cc1
ZINC39734181	CNC1=C(C(=O)OCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)OC)C(C)NS1
ZINC39776981	CC1NNC(=O)C2=C1C(C)OC2NC(=O)CSC1NN=C(Cc2cccs2)N1C1CC1
ZINC40056938	O=C(CNC(=O)c1ccc(OCC2CCCO2)cc1)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC46711154	Cc1nn(-c2ccccc2)c(Cl)c1/C=C/C(=O)Nc1cccc(C(=O)NCC(N)=O)c1
ZINC46919901	NC(=O)CNC(=O)c1ccc(CNC(=O)CSCc2nc3ccccc3s2)cc1
ZINC20365784	N/C(=C\Oc1cccc(C(F)(F)F)c1)NNC(=O)COc1ncn(-c2ccccc2)n1
ZINC02782016	COCCNC(=S)NNC(=O)c1cc2n(n1)C(C(F)(F)C(F)(F)F)CC(C)N2
ZINC02782014	COCCNC(=S)NNC(=O)c1cc2n(n1)C(C(F)(F)C(F)(F)F)CC(C)N2
ZINC58165232	COCCOC(=O)c1c(NC(=O)CNCc2ccc(C)cc2)sc(C(N)=O)c1C
ZINC16283474	Cc1cc(C)nc(/N=C(/NCCSCc2nc[nH]c2C)NC(=S)NC2CC2)n1
ZINC02125950	Cc1c(CC(=O)NC(CCCCNC(N)=O)C(=O)[O-])c(=O)oc2cc(O)ccc12
ZINC02123398	COc1ccc2c(C)c(CC(=O)NC(CCCNC(N)=O)C(=O)[O-])c(=O)oc2c1OC
ZINC09423611	O=C([O-])CNC(=O)c1ccc2c(c1NCCO)C(=O)c1ccccc1C2=O
ZINC11691482	O=C([O-])C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1
ZINC11867571	Cc1c(CC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)[O-])c(=O)oc2cc(O)ccc12
ZINC12664446	CC(C)C(NC(=O)N1CCn2c1nc1ccccc12)C(=O)NC(C(=O)[O-])C(C)O
ZINC13034296	Cc1nc2nc(SC(C)C(=O)NC(N)=O)nn2c(C)c1CCC(=O)[O-]
ZINC13235678	O=C(CNC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-])Nc1ccc(F)c(F)c1
ZINC13235828	O=C(CNC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-])Nc1ccc(F)cc1
ZINC13236095	O=C(CNC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-])Nc1cccc([N+](=O)[O-])c1
ZINC13236619	CCNC(=O)c1cccc(NC(=O)CNC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)[O-])c1
ZINC13237273	CCCCNC(=O)CNC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC13548225	CC(C)C(NC(=O)C(NC(=O)N1CC(O)=Nc2ccccc21)C(C)C)C(=O)[O-]
ZINC19848396	COC([O-])=C1C(=O)NC(SCC(N)=O)=C(C#N)[C@@H]1c1ccccc1[N+](=O)[O-]
ZINC21785025	COc1cc(C2CC(=O)Nc3nc(SC)[nH]c(=O)c32)ccc1OCC(N)=O
ZINC03649853	O=C(/C=C/c1ccc(O)c(O)c1)NC(Cc1ccc(O)c(O)c1)C(=O)[O-]
ZINC26153920	NS(=O)(=O)c1ccc([N-]S(=O)(=O)c2cccc(S(=O)(=O)NC3CC3)c2)cc1
ZINC26577785	O=C([O-])COc1cnc(C(=O)CNC(=O)c2cc3c(s2)CC[NH2+]C3)cc1OCC(=O)[O-]
ZINC27093652	Cc1csc(CC(=O)c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2[O-])n1
ZINC28395052	NC(=O)NCCCC(NS(=O)(=O)c1ccc(Br)cc1)C(=O)[O-]
ZINC31163413	CON1C(=O)C2=C(OC(CCCC(C)O)C(C)(O)C2O)C1CSCC(O)C(=O)[O-]
ZINC32088901	NC(=O)NCCCC(NC(=O)Cn1c(-c2ccccc2)cc2ccccc21)C(=O)[O-]
ZINC32102263	O=C([O-])/C=C/C(=O)Nc1ccc2c(C(C(=O)[O-])[NH+]3CCCC3)c[nH]c2c1
ZINC32105756	COc1ccc(-c2nc(CC(=O)NC(CCCNC(N)=O)C(=O)[O-])cs2)cc1
ZINC33330728	O=C(NCC1CCCO1)c1ccccc1[N-]S(=O)(=O)c1c[nH]c(=O)[nH]c1=O
ZINC33330782	CCC(C)NC(=O)c1ccccc1[N-]S(=O)(=O)c1c(C)[nH]c(=O)[nH]c1=O
ZINC35271742	C=CC1(C)CC(OC(=O)C(=C)C(O)CO)C(C(=C)C(=O)[O-])C(O)C1C(=C)CO
ZINC35456519	O=C([O-])c1cccc(C(=O)CCC2OC(n3cnc4c(=O)[nH]cnc43)C(O)C2O)c1
ZINC35655979	Cc1ccc(/C=C2\SC(=S)N(CCC(=O)NC(CCC(N)=O)C(=O)[O-])C2=O)cc1
ZINC36366776	NC(=O)NCCCC(NC(=O)Cn1ccc2c(Cl)cccc21)C(=O)[O-]
ZINC37538901	Cc1cc(OC2OC(COC(=O)CC(=O)[O-])C(O)C(O)C2O)c(C(C)C)cc1O
ZINC02129978	CC(Oc1ccc2ccc(=O)oc2c1)C(=O)NC(Cc1c[nH]c2ccc(O)cc12)C(=O)[O-]
ZINC38570779	CC(O)C(NC(=O)C(Cc1c[nH]c2ccccc12)N1C(=O)N=C2C=CC=CC2C1=O)C(=O)[O-]
ZINC38571036	CC(C)C(NC(=O)N1CCn2c1nc1ccccc12)C(=O)NC(C(=O)[O-])C(C)O
ZINC38793992	CS(=O)(=O)C1NNC(CCNS(=O)(=O)c2ccc3nc([O-])oc3c2)O1
ZINC38794012	CS(=O)(=O)C1NNC(CCCNS(=O)(=O)c2ccc3nc([O-])oc3c2)O1
ZINC38798746	C=CCn1c(CC2=CSC(NC(=O)CN3C(=O)NC(C)(C4CC4)C3=O)[N-]2)n[nH]c1=S
ZINC39024531	CC(C)C(NC(=O)C(Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2NC1O)C(=O)[O-]
ZINC39679869	N#CC1=C(N)N=NC1CCCNS(=O)(=O)c1ccc(/C=C/C(=O)[O-])cc1
ZINC39690339	O=C(CSC1NN=NN1c1ccccc1)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC39691618	O=C(CSC1NN=C2C=CC=CN21)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC39692058	Cc1occc1C1NNC(SCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)[O-])O1
ZINC39692853	O=C(CSC1NNC(C2CC2)N1C1CC1)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC39693138	O=C(CSC1NN=NN1Cc1cccs1)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC38571099	CC(C)C(NC(=O)N1c2ccccc2N=C(O)C1C(C)C)C(=O)NC(C(=O)[O-])C(C)O
ZINC38571099	CC(C)C(NC(=O)N1c2ccccc2NC(=O)C1C(C)C)C(=O)NC(C(=O)[O-])C(C)O
ZINC31668359	CNC(=O)c1cc(S(=O)(=O)[N-]c2cc([N+](=O)[O-])ccc2NCCO)cn1C
ZINC09042232	COCCCN1C(=O)/C(=C2/CC(c3ccc(O)c(OC)c3)NN2)C(=O)N=C1[O-]
ZINC09042232	COCCCN1C(=O)N=C([O-])/C(=C2\CC(c3ccc(O)c(OC)c3)NN2)C1=O
ZINC64623827	C#CCNC(=O)CCNC(=O)Nc1ccc([N-]S(=O)(=O)CC)c(OC)c1
ZINC65055369	NS(=O)(=O)c1ccc(NC(=O)C2=CN=NC2S(=O)(=O)[N-]c2ccccc2)cc1
ZINC65787378	CCS(=O)(=O)[N-]c1ccc(NC(=O)NCCNS(C)(=O)=O)cc1OC
ZINC04810924	COC(=O)C1=C(C)NC(=O)NC1c1cc(Cl)c(OCC(=O)[O-])c(OC)c1
ZINC05027786	COC(=O)C1=C(C)NC(=O)NC1c1cc(Cl)cc(OC)c1OCC(=O)[O-]
ZINC02120334	CCc1cc(=O)oc2cc(OCC(=O)NCC(=O)NC(C(=O)[O-])C(C)C)ccc12
ZINC06239327	COc1cc(C2C(C(=O)/C=C/c3ccccc3)=C(O)C(=O)N2CCCC(=O)[O-])ccc1O
ZINC08844956	O=C([O-])CCC1(c2ccccc2)NC(=O)N(CC(=O)Nc2cccc(F)c2)C1=O
ZINC12641476	Cc1cc(C(=O)NNC(=O)CC(C)(C)CC(=O)[O-])c(C)n1-c1ccc(F)cc1
ZINC13020500	Cc1ccc(-c2nnc(SCC(=O)NC(=O)NCC(F)(F)F)n2CC(=O)[O-])cc1
ZINC13025118	C=CCNC(=O)NC(=O)CSc1nc2ccccc2c(=O)n1C(C(=O)[O-])C(C)C
ZINC13025120	C=CCNC(=O)NC(=O)CSc1nc2ccccc2c(=O)n1C(C(=O)[O-])C(C)C
ZINC13192376	CC(C)(C)NC(=O)NC(=O)CSc1nnc(-c2cccs2)n1CCC(=O)[O-]
ZINC13237671	O=C([O-])CCn1c(SCC(=O)NC(=O)NCc2cccs2)nc2ccccc2c1=O
ZINC13239042	O=C([O-])CCn1c(SCC(=O)NC(=O)NCc2cccs2)nnc1-c1cccs1
