ZINC13547300	N#Cc1sc(=S)n(-c2ccc(F)cc2)c1N
ZINC42135617	O=C1Nc2cccc(Cl)c2C1Nc1ccccc1
ZINC60392693	CC1CCN(c2ccc(N)c3ncccc23)C(C)C1
ZINC62156685	Cc1cc(Br)cc(NC(=O)NC2CC2)c1
ZINC62183815	CC1CC(C)CN(c2nc3ccc(N)cc3s2)C1
ZINC62365486	CC1CCCC(Sc2ncnc(Cl)c2N)C1
ZINC63055275	Cc1cc(C(=O)N2CCCc3ccc(N)cc32)ccc1F
ZINC63103423	CN(c1nc2ccc(N)cc2s1)C1CCCC1
ZINC63106226	Cc1cc2ccccc2nc1Oc1cccc(N)c1C
ZINC63158454	Nc1nc(C2CCCc3ccccc32)nc2sccc12
ZINC01443873	Cc1cc(C)cc(Cc2c(C)[nH]c(=S)[nH]c2=O)c1
ZINC19737233	N=C1SC2CCCC2=C1C(=O)NC1CCCCC1
ZINC20007948	OC1CCC(Nc2ncc(Cl)cc2Cl)CC1
ZINC20278380	CC1CCCN(c2cc(C(F)(F)F)cnc2N)C1
ZINC20278404	CC1CCCCN1c1cc(C(F)(F)F)cnc1N
ZINC36179102	O=C(Nc1cccc(Br)c1)NC1CC1
ZINC36735994	Cc1n[nH]c(C)c1NC1CCSc2ccccc21
ZINC37641568	CCC1CCCCN1C(=O)c1cc(N)c(C)c(F)c1
ZINC37806769	CC1CCCCC1N(C)C(=O)c1cc(F)ccc1N
ZINC38053538	Cc1cc(C(N)=S)ccc1-n1cc(Cl)cn1
ZINC07260310	CC(C)(C)NC(=O)C12CCC(C)(C(O)C1)C2(C)C
ZINC40262768	O=C1Cc2cc(C(O)C3CCCC3)c(Cl)cc2N1
ZINC40262769	O=C1Cc2cc(C(O)C3CCCC3)c(Cl)cc2N1
ZINC40887297	Nc1ccccc1-c1csc(-c2ccncc2)n1
ZINC42491680	CC1CCCC(N(C)C(=O)c2sccc2N)C1
ZINC42491682	CC1CCCC(N(C)C(=O)c2sccc2N)C1
ZINC42491683	CC1CCCC(N(C)C(=O)c2sccc2N)C1
ZINC43423837	CC(c1ccc(N)cc1)N1CCOC2CCCCC21
ZINC43423838	CC(c1ccc(N)cc1)N1CCOC2CCCCC21
ZINC43569407	Nc1ccnc(Oc2cccc(Br)c2)c1
ZINC43666076	Nc1c(Br)cnn1C1CCSc2ccccc21
ZINC44068996	CC(=O)C1CC2(O)C(C(C)C)CCC2(C)CC1O
ZINC49007629	Cc1cc(C(=O)N(C)C2CCCC(C)C2)ccc1N
ZINC49007654	Cc1c(N)cccc1C(=O)N(C)C1CCCC(C)C1
ZINC49007659	Cc1c(N)cccc1C(=O)N(C)C1CCCC(C)C1
ZINC49007693	Cc1cccc(C(=O)N(C)C2CCCC(C)C2)c1N
ZINC49007699	Cc1ccc(C(=O)N(C)C2CCCC(C)C2)cc1N
ZINC49007702	Cc1ccc(C(=O)N(C)C2CCCC(C)C2)cc1N
ZINC49007711	Cc1cccc(N)c1C(=O)N(C)C1CCCC(C)C1
ZINC49517539	CC(C)NC(=O)NC1CCC(C)(C)c2ccccc21
ZINC52854264	CC(c1cccc(F)c1)n1cnc2cc(N)ccc21
ZINC52854265	CC(c1cccc(F)c1)n1cnc2cc(N)ccc21
ZINC52855231	Cc1ccc(C(C)n2cnc3cc(N)ccc32)s1
ZINC52980622	Cc1ccc(F)c(C(=O)N(C)c2ccc(N)cc2)c1
ZINC53002934	Cc1ccc(N)c(C(=O)N(C)C2CCCC(C)C2)c1
ZINC54554624	CC1CN(C2CC(C(C)C)CCC2N)CC(C)O1
ZINC54555002	CC1CN(C2CC(C(C)C)CCC2N)C(C)CO1
ZINC55051843	N=C1SC2CCCC2=C1C(=O)NC1CCCCC1
ZINC58101488	O=C1Cc2cc(F)cc(C(O)C3CCCCC3)c2N1
ZINC58106719	O=C1Cc2cc(C(O)C3CCCCC3)cc(F)c2N1
ZINC40322228	Cc1c(N)cccc1C(=O)N(C)C1CCCCC1C
ZINC40453414	Cc1cccc2c1NC(=O)C2Nc1ccccc1F
ZINC42450602	CCC1COC(C)CN1C1CCCCCCC1N
ZINC20476269	O=C1Nc2ccccc2C1Nc1c(F)cccc1F
ZINC19918144	O=C1Nc2ccccc2C1Nc1ccc(F)c(F)c1
ZINC19920990	O=C1Nc2ccc(F)cc2C1Nc1cccc(F)c1
ZINC19944787	O=C1Nc2ccc(F)cc2C1Nc1ccccc1F
ZINC62664331	Cc1ccc(F)cc1C(=O)N(C)c1ccc(N)cc1
ZINC62822686	CC1CCCCC1N(C)C(=O)c1ccc(F)cc1N
ZINC19920816	Cc1ccc2c(c1)C(Nc1cccc(F)c1)C(=O)N2
ZINC04133401	S=C1NC2(CCCCC2)Nc2sc3c(c21)CCCC3
ZINC00152815	Nc1c(Br)cc(C2CCCCC2)cc1Br
ZINC03174013	c1ccc2c(c1)NC1(CCC3(CC1)Nc1ccccc1S3)S2
ZINC11884357	Nc1nc(C2(c3cccc(Cl)c3)CC2c2ccccc2)cs1
ZINC11885279	Nc1nc(C2(c3cccc4ccccc34)CC2c2ccccc2)cs1
ZINC08435781	Oc1ccccc1CNc1ccccc1I
ZINC17254555	S=C1NC2=C(CSC/C2=C\c2ccccc2)C(c2ccccc2)N1
ZINC17427031	Nc1c(Br)c(Cl)cc2c1-c1ccc(Cl)cc1C2S
ZINC19506473	Cc1nc(N)sc1SCc1ccc(Br)s1
ZINC19723644	Nc1sc(SC2CCCCC2)nc1-c1ccccc1F
ZINC19969759	Cc1ccc(C(N)c2ccc(F)cc2Br)s1
ZINC20077488	NC(=S)c1ccccc1Oc1ccccc1Br
ZINC20545027	Nc1cc(Br)ccc1Oc1cccc(Br)c1
ZINC01827329	Cc1cccc(N2NC3(CC(C)CC(C)(C)C3)[NH+]=C2[S-])c1C
ZINC01827329	Cc1cccc(N2NC3(CC(C)CC(C)(C)C3)NC2=S)c1C
ZINC35081700	NC(c1ccc(Cl)s1)c1cc2c(s1)CCCCC2
ZINC35308856	Nc1ccc(F)cc1COc1c(Cl)cc(Cl)cc1Cl
ZINC36131655	CN(Cc1ccc(F)cc1)c1ccc(Br)cc1N
ZINC36852627	Oc1cccc2c1CCC2Nc1ccc(I)cc1
ZINC36961868	NC(c1cc(Cl)ccc1Cl)c1cc(F)ccc1Br
ZINC37191848	Nc1ccc(SCc2cc(Br)ccc2F)nc1
ZINC37204658	Nc1ccc(SCc2ccc(Cl)c(Cl)c2)c(Cl)c1
ZINC37205121	Nc1c(Cl)cc(Cl)cc1-c1nc2cc(F)ccc2s1
ZINC37402117	Nc1cccc(Br)c1COc1cccc(Br)c1
ZINC37516237	Nc1ccc(CSc2ccc(F)c(F)c2)c(Br)c1
ZINC40887260	Nc1cccc(-c2csc(Cc3ccc(Br)cc3)n2)c1
ZINC41049004	Nc1ccc(-c2ccc(Br)s2)c(Br)c1
ZINC41183293	CC(C)(C)c1csc(C(N)c2ccccc2Br)n1
ZINC41183929	NC(c1ccc(C(F)(F)F)cc1)c1nc2c(s1)CCCC2
ZINC41184374	CCc1nc(C(N)c2ccc(Cl)cc2Cl)sc1C
ZINC42143288	Nc1cc(F)c(SCc2ccc(F)cc2Br)c(F)c1
ZINC42411667	Oc1c(Br)cccc1CNc1ccccc1Br
ZINC42437724	CN(Cc1ccc(Cl)cc1)c1ccc(Br)cc1N
ZINC43597125	CN(Cc1ccc(Cl)cc1)c1ccc(N)cc1Br
ZINC43597304	CC(c1cccs1)N(C)c1ccc(N)cc1Br
ZINC45886210	CC1CCCCN1c1c(N)cc(Cl)cc1Br
ZINC50266536	Nc1nc(C2CC2)c(Cc2ccc(I)cc2)s1
ZINC50266539	CC(C)c1nc(N)sc1Cc1cccc(I)c1
ZINC50266561	CCc1nc(N)sc1Cc1ccccc1Br
ZINC50443720	Nc1cc(Cl)ccc1CSc1nc2ccccc2s1
ZINC53165989	CN(Cc1ccc(Br)cc1)c1c(N)ccc(F)c1F
ZINC54185133	Nc1cccc(Br)c1CSc1cccc(Cl)c1
ZINC54349094	Cc1ccc(OCc2ccc(N)cc2Br)c(Cl)c1
ZINC55309072	NCC#Cc1ccc(CSc2cccc(Br)c2)s1
ZINC55335719	Nc1ccccc1-c1csc(Cc2ccccc2Br)n1
ZINC17299491	Cc1ccc(C23CC4CC(C2)CC(c2csc(N)n2)(C4)C3)cc1
ZINC61850446	NC(=S)c1ccc(Oc2ccc(F)cc2Br)cc1Cl
ZINC61850570	Cc1ccc(Cl)c(Oc2ccc(C(N)=S)c(Cl)c2)c1
ZINC63022819	CSc1cc(N)cc2c1ccn2Cc1ccc(Cl)cc1
ZINC63022863	CSc1cc(N)cc2c1ccn2Cc1ccc(Br)s1
ZINC05225396	Cc1cccc(N/C([S-])=[NH+]/C2CCSc3ccccc32)c1
ZINC05225396	Cc1cccc(NC(=S)NC2CCSc3ccccc32)c1
ZINC00499581	Cc1ccc(NC2CC(C)Nc3cc(C)ccc32)cc1
ZINC03624076	CC(C)(O)C#CC1(O)CCCCCCCCCCC1
ZINC02650768	Cc1cc(Cl)cc(C)c1Oc1ccc(Cl)cc1N
ZINC01433217	Cc1cccc(C)c1Sc1ccccc1N
ZINC11632221	Cc1c(N)cccc1-c1nc(C(C)C)cs1
ZINC14629874	Nc1cc(F)ccc1Oc1ccccc1Cl
ZINC14629972	Nc1cc(F)ccc1Oc1ccc(Cl)c2ccccc12
ZINC19754150	Nc1cccnc1OC1CCCCCCCCCCC1
ZINC19841798	NC(c1cccs1)c1cc(Cl)ccc1Cl
ZINC19842074	NC(c1cccs1)c1ccc(Cl)cc1Cl
ZINC19845638	Cc1ccc(Sc2ccccc2N)cc1C
ZINC19845833	Nc1ccc(OC2CCCc3ccccc32)c(Cl)c1
ZINC19869098	Nc1cc(F)ccc1Oc1cccc(Br)c1
ZINC20078049	Nc1cc(Br)ccc1Sc1cccs1
ZINC20081244	CN(c1ccc(Cl)cc1N)C1CCCCC1
ZINC20081248	CN(c1c(N)cccc1Cl)C1CCCCC1
ZINC20507231	CC1CCCC(Oc2c(N)cccc2Cl)C1
ZINC20545981	CC1CC(Nc2ccc3[nH]ccc3c2)CC(C)(C)C1
ZINC20593993	Cc1cccc(-c2[nH]c(=S)[nH]c2-c2cccc(C)c2)c1
ZINC21019136	CC1CCCC(Nc2ccc3[nH]ccc3c2)C1
ZINC21987773	COc1ccc(C#Cc2cc(Cl)cc(Cl)c2N)cc1
ZINC18141732	Cc1ccc(C23CC4CC(CC(Cl)(C4)C2)C3)cc1N
ZINC35382421	Cc1ccsc1C(N)c1cc(Cl)ccc1Cl
ZINC36813647	c1cc2cc(NC3C4CC5CC(C4)CC3C5)ccc2[nH]1
ZINC37205139	Nc1cc2ccccc2cc1-c1nc2cc(F)ccc2s1
ZINC37205199	Nc1cc(Cl)ccc1-c1nc2cc(F)ccc2s1
ZINC37401612	Cc1ccc(OC2CC(C)CC(C)(C)C2)c(N)c1
ZINC39218492	OC1(C2(O)CCCCCCC2)CCCCCCC1
ZINC40695802	Cc1cccc(Sc2ccc(C)cc2N)c1
ZINC40695818	Cc1cccc(Sc2ccc(N)c3ncccc23)c1
ZINC40887296	Nc1ccccc1-c1csc(-c2ccccc2F)n1
ZINC41092820	Cc1ccc(NC2CC3CCC2C3)c(C)c1O
ZINC42728738	Cc1ccsc1C(N)c1cc2c(s1)CCCC2
ZINC12384485	CC(C)(O)CC1C(C)(O)CCC2C(C)(C)CCCC21C
ZINC44273734	CCc1c(-c2cccc(C)c2)sc(C#N)c1N
ZINC44273855	CCc1c(-c2c(F)cccc2F)sc(C#N)c1N
ZINC44273872	CCc1c(-c2ccc3c(c2)CCC3)sc(C#N)c1N
ZINC45920759	Nc1ccc(Cl)cc1-c1nc2c(Cl)cccc2s1
ZINC45958968	CC1CCCCN1c1c(N)cc(Cl)cc1Cl
ZINC49257381	Cc1ccc(C)c(CN2CCCc3c(N)cccc32)c1
ZINC49979493	Cc1ccc(N(C)c2ccccc2N)c(C)c1
ZINC52122355	Cc1ccc(Sc2cc(F)ccc2N)cc1
ZINC53168531	Cc1ccccc1Sc1c(N)ccc(F)c1F
ZINC54688996	Cc1ccc(SC2CCCC(C)C2)c(N)c1
ZINC49979388	Cc1cc(C)cc(N(C)c2ccccc2N)c1
ZINC61702102	Cc1ccc(Sc2ccccc2C)cc1N
ZINC61819160	Nc1ccc(N2CCC3(CCCCC3)CC2)c(Cl)c1
ZINC62725298	Cc1ccccc1N(C)c1cccc(N)c1C
ZINC62725622	Cc1c(N)cccc1SC1CCCC(C)C1
ZINC62796055	CC1CCCN(c2ccc(C(N)=S)cc2Cl)C1C
ZINC01886611	N#Cc1c(Nc2nc3ccccc3nc2N2CC[NH+](C(c3ccccc3)c3ccccc3)CC2)sc2c1CCCC2
ZINC08742595	COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc(OC)c(COc3cc(C)c(Cl)cc3C(C)C)c2)[NH2+]1
ZINC08867503	Cc1cccc(C)c1-n1nnnc1C([NH2+]CCc1c(C)[nH]c2ccccc12)c1ccc(Cl)cc1Cl
ZINC15672488	Cc1nc(-c2ccc(N(C)C)cc2)cc(C2C[NH+]3CCC2CC3COC(=O)NC2CCCCC2)n1
ZINC15946682	CCC1CCCC[NH+]1CC(=O)Nc1sc2c(c1C(=O)Nc1cccc(Cl)c1)CCC(C(C)(C)C)C2
ZINC16688420	CCOc1cc(C[NH2+]C(C)C23CC4CC(CC(C4)C2)C3)cc(Br)c1OCc1ccc(Cl)cc1
ZINC12419333	CCCC/[NH+]=C(\c1ccccc1)c1sc2nc(C)cc(C)c2c1NC(=O)c1ccc([N+](=O)[O-])cc1
ZINC09056915	Cc1ccc(-c2csc(-c3cc4cc(Cl)ccc4o/c3=[NH+]\Nc3ccc([N+](=O)[O-])cc3)n2)cc1
ZINC22076312	CCOc1cc(C[NH2+]C2CCCCCCC2)cc(Br)c1OCc1ccc(Cl)cc1Cl
ZINC22203805	CCC1(C)C(NC(/C=C/c2ccc(Cl)cc2Cl)C(C)(C)C)=[NH+]C(=S)N1c1ccccc1
ZINC22203811	CC(C)(C)C(/C=C/c1ccc(Cl)cc1Cl)NC1=[NH+]C(=S)N(c2ccccc2)C12CCCC2
ZINC22825035	CC1(C)CC(N(Cc2ccccc2F)C(=S)Nc2cc(C(F)(F)F)ccc2Cl)CC(C)(C)[NH2+]1
ZINC28104210	O=C(NCC(CC[NH2+]C1CCCC1)c1ccc(-c2ccncc2)cc1)Nc1cc(Cl)cc(Cl)c1
ZINC28825257	CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)c(OCC2CCCC[NH2+]2)c1
ZINC30977330	CC(C)(C)c1ccc(-c2noc(C[NH+]3CCC(C(=O)Nc4ccccc4Sc4ccccc4)CC3)n2)cc1
ZINC30978119	Cc1ccccc1C(NC(=O)C1CC[NH+](Cc2nc(-c3ccc(C(C)(C)C)cc3)no2)CC1)C(C)C
ZINC30984227	O=C(Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)C1CC[NH+](Cc2nc(-c3ccccc3Cl)no2)CC1
ZINC31056026	Cc1ccc(C(NC(=O)C2CCC[NH+](Cc3nc(-c4ccc(Cl)cc4Cl)no3)C2)C(C)C)c(C)c1
ZINC34771285	Cc1ccn2c(NC(C)(C)CC(C)(C)C)c(-c3ccc(OC(=O)c4cccc(C(F)(F)F)c4)cc3)[nH+]c2c1
ZINC35065907	Cc1cccc(-n2c(C(C)N(CC[NH+](C)C)C(=O)NC34CC5CC(CC(C5)C3)C4)nc3ccccc3c2=O)c1
ZINC35084939	Cc1cccn2c(NC(C)(C)CC(C)(C)C)c(-c3cccc(OS(=O)(=O)c4ccc(Cl)cc4)c3)[nH+]c12
ZINC35174005	Cc1ccn2c(NC(C)(C)C)c(-c3cccc(OC(=O)c4ccc(-c5ccccc5)cc4)c3)[nH+]c2c1
ZINC35175058	COc1cc(OC)cc(C(=O)Oc2cccc(-c3[nH+]c4cc(C)ccn4c3NC3CCCCC3)c2)c1
ZINC35175147	COc1cc(-c2[nH+]c3cc(C)ccn3c2NC2CCCCC2)ccc1OS(=O)(=O)c1ccc(Cl)cc1
ZINC35703263	Cc1ccn2c(NC(C)(C)CC(C)(C)C)c(-c3ccc(OS(=O)(=O)c4ccccc4)cc3)[nH+]c2c1
ZINC38173511	CC1(C)CC2CC(C)(C[NH+]2CN2C(=O)/C(=N\NC(=O)c3ccc(C(C)(C)C)cc3)c3ccccc32)C1
ZINC38903035	CC(NC(=O)C1CCC[NH+](Cc2nc(-c3ccc(C(C)(C)C)cc3)no2)C1)c1ccc(C(C)(C)C)cc1
ZINC39422027	CC1(C)CC(N(Cc2ccccc2F)C(=S)Nc2cc(Cl)ccc2C(F)(F)F)CC(C)(C)[NH2+]1
ZINC39422091	CC1(C)CC(N(Cc2ccccc2F)C(=S)Nc2ccc(Cl)cc2C(F)(F)F)CC(C)(C)[NH2+]1
ZINC39968061	COc1ccc2c(c1)=[NH+]C(/C(C#N)=C\c1cc(Cl)c(OCc3ccc(C(=O)[O-])cc3)c(Cl)c1)[NH+]=2
ZINC40161488	Cc1cc(Br)c(NC(=O)C[NH2+]C(C)C23CC4CC(CC(C4)C2)C3)c(Br)c1
ZINC40688713	Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1Nc1[nH+]cnc(N2CCCc3ccccc32)c1N
ZINC40733873	COc1cc(C[NH2+]CCc2c[nH]c3ccccc23)cc(Br)c1OCc1ccc(F)cc1Cl
ZINC40739697	Fc1cccc(Cl)c1COc1ccc(Br)cc1C[NH2+]CCc1c[nH]c2ccccc12
ZINC40741960	CCOc1cc(C[NH2+]C23CC4CC(C)(CC(C)(C4)C2)C3)cc(Cl)c1OCc1c(Cl)cccc1Cl
ZINC44168247	CCc1cc2c(cc1C1CSCC(C(=O)NCCc3ccc(C)cc3)[NH2+]1)C(C)(C)CCC2(C)C
ZINC44939002	CC(C)(C)c1ccc(C(=O)Nc2cccc(NC(=O)C3CCC[NH+](Cc4cccc(Cl)c4)C3)c2)cc1
ZINC45335011	CCOc1ccc(Nc2c(C)c(NC3CCC([NH2+]CC4CCCCC4)CC3)c(C#N)c3ccnn23)cc1
ZINC45369113	Cc1ccn2c(NC(C)(C)CC(C)(C)C)c(-c3ccccc3OC(=O)C34CC5CC(CC(C5)C3)C4)[nH+]c2c1
ZINC04157611	Cc1ccn2c(NC3CCCCC3)c(-c3ccccc3OS(=O)(=O)c3ccc4ccccc4c3)[nH+]c2c1
ZINC59121549	c1ccc(N/[NH+]=C(\c2ccccc2)N2CCSC23SC(c2ccccc2)=NN3c2ccccc2)cc1
ZINC39976435	CC(C)(C)c1cc(NC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2ccccc2)cc(C(C)(C)C)c1O
ZINC39984084	O=S(=O)(/N=C1\N=c2ccccc2=[NH+]C1Nc1ccccc1SC(F)(F)F)c1ccccc1
ZINC63339755	CC(C)(C)OC(=O)NC(CC1=c2ccccc2=[NH+]C1)C1N=NC(SCc2cccc(Cl)c2)O1
ZINC63339756	Cc1ccc(C)c(CSC2N=NC(C(CC3=c4ccccc4=[NH+]C3)NC(=O)OC(C)(C)C)O2)c1
ZINC63339758	Cc1ccc(C)c(CSC2N=NC(C(CC3=c4ccccc4=[NH+]C3)NC(=O)OC(C)(C)C)O2)c1
ZINC63426714	CC(C)(C)OC(=O)NC(CC1=c2ccccc2=[NH+]C1)C1N=NC(SCc2ccccc2Cl)O1
ZINC63426816	CC(C)(C)OC(=O)NC(CC1=c2ccccc2=[NH+]C1)C1N=NC(SCc2ccc(Cl)cc2)O1
ZINC63503231	Cc1ccc2c(c1)SC(c1ccc(NC(=O)C(CC3=c4ccccc4=[NH+]C3)NC(=O)OCC(C)C)cc1)N2
ZINC38979880	CC(C)c1ccc(NC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2cc(Cl)ccc2Cl)cc1
ZINC04290538	Br/C(=N\Nc1ccc(Br)cc1Br)c1ccccc1
ZINC02061311	O=C1C(Nc2ccc(Cl)cc2)=CC(c2ccccc2F)N1c1ccc(Cl)cc1
ZINC04324167	CC(C)(C)c1ccc(-c2cc3ncnc(Nc4cccc(Cl)c4)c3s2)cc1
ZINC04548748	CCC(C)(C)C1CCc2c(sc(NC(=O)c3cccc4ccccc34)c2C#N)C1
ZINC04548750	CCC(C)(C)C1CCc2c(sc(NC(=O)c3cccc4ccccc34)c2C#N)C1
ZINC02080872	Cc1ccc2c(c1)-c1c(sn(-c3ccc(C)c(Cl)c3)c1=S)C(C)(C)N2
ZINC02083500	Cc1ccc(-c2csc3ncnc(Nc4ccc(C(C)(C)C)cc4)c23)cc1C
ZINC02837491	CCOc1ccc2c(c1)-c1c(c3c(sc1=S)-c1cccc4cccc-3c14)C(C)(C)N2
ZINC02479520	Cc1ccc(F)cc1Nc1nc(Cc2ccccc2)nc2sc(C)c(C)c12
ZINC04746701	Cc1cc(C)c(C)c(-c2csc(NC(=O)c3ccc(C(C)(C)C)cc3)n2)c1C
ZINC04854535	O=C1C(Nc2ccc(Cl)cc2)=CC(c2ccccc2)N1c1ccc(Cl)cc1
ZINC03108485	CCc1sc(Nc2c(Cl)cccc2Cl)nc1-c1ccc(Cl)cc1
ZINC02742394	CCC(C)(C)C1CCc2c(sc(NC(=O)c3ccc(Cl)cc3)c2C#N)C1
ZINC05551610	CCc1ccc(/C=C2\S/C(=N\c3cccc(C(F)(F)F)c3)NC2=O)cc1
ZINC03185455	O=P1(Nc2ccc(F)c(F)c2F)C=C(c2ccccc2)OC(c2ccccc2)=C1
ZINC02754965	CCc1cc(Br)ccc1NC(=O)c1csc2c1CCC(C(C)(C)C)C2
ZINC05726800	CC(C)(C)c1ccc(C2CC2C(=O)NN=C2CCC(C(C)(C)C)CC2)cc1
ZINC01045955	CC(C)(C)c1ccc(NS(=O)(=O)c2cc(Cl)c(Cl)cc2Cl)cc1
ZINC02672416	Cc1ccc(-c2csc(NC(=O)/C=C/c3ccc(C(C)(C)C)cc3)n2)cc1
ZINC06323477	CC(C)(C)c1ccc(C(=O)Nc2ccc(-c3nc4ccccc4s3)c(Cl)c2)cc1
ZINC06190303	S=C(Nc1ccccc1)C1=C(N2CCCCC2)C(=Cc2cccc3ccccc23)CC1
ZINC02888983	Cc1ccc(-c2csc3ncnc(Nc4ccc(Cl)c(C(F)(F)F)c4)c23)cc1
ZINC02270445	CC(=O)C1=C(c2ccccc2)S/C(=C2/C(=S)C(C)(C)Nc3ccc(C)cc32)S1
ZINC02290709	Cc1ccc2c(c1)-c1c(ssc1=S)C(C)(C)N2C(=O)Nc1ccc(Cl)cc1
ZINC08452381	CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)Nc1ccc(Cl)c(Cl)c1
ZINC08590140	Cc1cccc(NC2=CC(c3cccc(Br)c3)N(c3cccc(C)c3)C2=O)c1
ZINC03165797	Cc1ccc(NP(=O)(/C=C2/N(C)c3ccccc3C2(C)C)c2ccccc2)cc1C
ZINC08897480	CC1CCc2c(sc3nc(SCc4ccc(Br)cc4)[nH]c(=O)c23)C1
ZINC08766446	Clc1ccc(-c2csc3ncnc(Nc4ccc(Br)cc4)c23)cc1
ZINC03661170	O=C(Nc1ccc(Cl)c(Cl)c1)c1ccc(CSc2ccc(Cl)cc2)cc1
ZINC04382161	Cc1ccccc1-c1nc2ccc(Cl)cn2c1NC(C)(C)CC(C)(C)C
ZINC20286075	Cc1ccc(NC(=O)c2cc3c(Cl)nc4ccccc4c3s2)c(Br)c1
ZINC22672990	CC1CCc2c(sc(NC(=O)Cc3cccs3)c2-c2nc3ccccc3s2)C1
ZINC23322594	CC(NC(=O)c1ccc(-c2cccc(Cl)c2)s1)c1ccc(Br)cc1
ZINC32529442	Cc1ccc(NC(=O)CCSc2cc(C)c3cc(C)cc(C)c3n2)c(C)c1
ZINC06252299	O=C(NN(c1ccccc1)c1ccccc1)C1CC2CCCC(C1)C21SCCS1
ZINC33809671	CC(NC(=O)c1ccc(-c2ccc(Cl)cc2Cl)o1)c1ccc(Cl)cc1
ZINC04427955	Cc1ccc(C2C3CC4CC(C3)CC2(CNC(=O)c2cc(Cl)cc(Cl)c2)C4)cc1
ZINC37296911	Cc1ccc(NC(c2ccco2)c2ccc(Cl)s2)cc1I
ZINC39853790	S=C(Nc1ccccc1)N1CCC2(Cl)CCCCC2C1c1ccccc1Cl
ZINC39870229	CCc1ccc(NC2=NC(=O)/C(=C/c3c(Cl)cccc3Cl)S2)cc1
ZINC40218568	O=C(Nc1ccccc1SC(F)(F)F)c1ccc(Br)s1
ZINC46538423	O=C(Nc1cccc(C#Cc2ccccn2)c1)c1ccc(SC(F)(F)F)cc1
ZINC05550993	CCCCc1ccc(/N=C2/NC(=O)/C(=C/c3ccc(Cl)cc3)S2)cc1
ZINC02616084	Cc1ccc(C2=CC(C)(c3ccc(C)cc3)Nc3c2c(C)nn3-c2ccc(C)cc2)cc1
ZINC08411330	Cc1ccc(/N=C(\Nc2ccc(Br)cc2)c2ccc(Cl)cc2)cc1
ZINC17098366	CC(C)(C)C1CCc2c(sc(NC(=O)/C=C/c3ccc(Cl)cc3Cl)c2C#N)C1
ZINC62039930	Cc1nc(Nc2cc(Cl)ccc2Cl)c2c(-c3ccc(F)cc3)c(C)sc2n1
ZINC62041370	Cc1ccc(-c2csc3ncnc(Nc4ccc(Br)cc4C)c23)c(C)c1
ZINC20161906	CCc1cccc(C)c1Nc1ncnc2scc(-c3ccc(C)cc3C)c12
ZINC04012581	CC(C)(C)C(/C=C/c1ccc(Cl)cc1Cl)n1nnnc1C(c1ccc(Cl)cc1)[NH+]1CCOCC1
ZINC04016702	C=CC1C[NH+]2CCC1CC2C(OC(=O)C(C)c1ccc(CC(C)C)cc1)c1ccnc2ccccc12
ZINC08918643	CCc1ccccc1NC(=O)c1c(NC(=O)C[NH+]2CCCCC2CC)sc2c1CCC(C(C)(C)C)C2
ZINC10435928	CCCC([NH2+]Cc1cc(Br)ccc1OCc1ccc(Cl)cc1)c1ccccc1
ZINC10436400	CCCC([NH2+]Cc1ccc(OCc2ccc(Cl)cc2)c(Br)c1)c1ccccc1
ZINC10436401	CCCC([NH2+]Cc1ccc(OCc2ccc(Cl)cc2)c(Br)c1)c1ccccc1
ZINC10315487	CC12CC3CC(C)(C1)CC([NH2+]Cc1cn(Cc4ccc(Cl)cc4Cl)c4ccccc14)(C3)C2
ZINC12445133	Cc1cc(C[NH+](Cc2cc(C)cc(C3(C)CCCCC3)c2O)CC(C)C)c(O)c(C2(C)CCCCC2)c1
ZINC13915037	CCCC[NH2+]CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C\c1ccc(Cl)cc1
ZINC16576108	CC([NH2+]Cc1c(OCc2ccc(Cl)cc2Cl)ccc2ccccc12)C12CC3CC(CC(C3)C1)C2
ZINC16576136	CC([NH2+]Cc1cc(Cl)cc(Cl)c1OCc1ccccc1Cl)C12CC3CC(CC(C3)C1)C2
ZINC20608542	CCCn1c(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)cs/c1=[NH+]\c1ccc(Cl)cc1
ZINC02963902	CCOc1cccc2cc(-c3nc(-c4ccc(C)cc4)cs3)/c(=[NH+]/c3ccc(Cl)cc3)oc12
ZINC02963924	CCOc1cccc2cc(-c3nc(-c4ccc(C)cc4)cs3)/c(=[NH+]/c3ccc(OC)cc3)oc12
ZINC20686328	Cc1ccccc1CN1C(=O)C2(c3ccccc31)C(C(=O)c1ccc(C(C)C)cc1)C(c1ccco1)C[NH+]2C
ZINC20929592	CCCOc1c(Br)cc(Br)cc1C[NH2+]C12CC3CC(C)(CC(C)(C3)C1)C2
