ZINC04026895	O=CNC1C2CCCC1C1=C(CCCC1)C2
ZINC48361839	CC(=O)Nc1cc(NC(=O)NC(C)c2ccc(Cl)c(Cl)c2)ccc1C
ZINC49143597	CCCCNC(=O)NNC(=O)c1ccc(Cl)cc1I
ZINC51644501	C#CCNC(=O)CNC(=O)Nc1ccc(Sc2ccccc2Cl)cc1
ZINC57364103	CCN(CC(=O)Nc1sc2c(c1C(N)=O)CCCC2)c1ccccc1C
ZINC57382047	Cc1ccc(NCC(=O)NNC(=O)c2ccc(Cl)cc2Cl)c(C)c1
ZINC15699496	CC(Sc1nnc(N)s1)C(=O)Nc1ccccc1Sc1ccccc1
ZINC55553585	CCc1sc(C(=O)Nc2cc(C(N)=O)ccc2N2CCCCC2)cc1C
ZINC63161846	CC(C)C(CNC(=O)Nc1cc(C(F)(F)F)c[nH]c1=O)c1ccccc1
ZINC63162356	CC(NC(=O)Nc1cc(C(F)(F)F)c[nH]c1=O)c1ccc2c(c1)CCCC2
ZINC32088142	Nc1nc2c(s1)C(c1ccccc1OCCc1ccccc1)CC(O)=N2
ZINC32088142	Nc1nc2c(s1)C(c1ccccc1OCCc1ccccc1)CC(=O)N2
ZINC66684701	Cc1ccc(NC(=O)NCc2ccc(Cl)s2)cc1C(=O)NC(C)C
ZINC66926658	CC(NC(=O)NCC1(O)CCCc2ccccc21)c1nc(C(C)(C)C)cs1
ZINC66930640	CC(CC(=O)NCC1(O)CCCc2ccccc21)NC(=O)C1CCCCC1
ZINC66977861	O=C(Cc1ccccc1F)NNC(=O)NCC1(c2cccs2)CCCC1
ZINC66978375	CC(C)(Cc1ccccc1Cl)NC(=O)NNC(=O)Cc1ccccc1F
ZINC67005715	CCc1ccc(/N=C/c2cc(Cl)cc(Cl)c2O)cc1S(N)(=O)=O
ZINC67028717	CCc1nc(C2NC(=S)NC(C)=C2C(=O)Nc2ccccc2CC)cs1
ZINC67029028	CCc1nc(C2NC(=S)NC(C)=C2C(=O)Nc2ccc(C)cc2C)cs1
ZINC67042670	O=C(CCC1CCCCC1)NNC(=O)NC1CCCC(C(F)(F)F)C1
ZINC67349352	CSCc1ccc(NC(=O)NCC(=O)Nc2ccc(Cl)cc2)cc1
ZINC67354486	CCC(C)NC(=O)C(C)NC(=O)Nc1cccc(-c2sccc2C)c1
ZINC67612222	O=C(NNC(=O)c1cc2c(s1)CCCCC2)NC1CC1c1ccccc1
ZINC05576780	C[NH+](C)CCCN1C(=O)C(=O)/C(=C(/O)c2ccc(F)cc2)C1c1cccs1
ZINC07499531	CC([NH2+]CC(=O)N(c1ccccc1)C1CCS(=O)(=O)C1)c1ccccc1Cl
ZINC08900018	COc1c(C)cc(S(=O)(=O)NCC(c2ccsc2)[NH+]2CCCC2)cc1C
ZINC08798791	CN1CCCc2cc(C(CNS(=O)(=O)c3cc(F)ccc3F)[NH+](C)C)ccc21
ZINC08798870	CN1CCCc2cc(C(CNS(=O)(=O)c3ccc(F)cc3F)[NH+](C)C)ccc21
ZINC08798882	Cc1ccc(S(=O)(=O)NCC(c2ccc3c(c2)CCCN3C)[NH+](C)C)s1
ZINC08800501	CN1CCc2cc(C(CNS(=O)(=O)c3ccccc3Cl)[NH+](C)C)ccc21
ZINC08800710	Cc1ccc(C)c(S(=O)(=O)NCC(c2ccc3c(c2)CCN3C)[NH+](C)C)c1
ZINC10698112	CC[NH+]1CCc2c(sc(NC(=O)Cc3cc(C)ccc3C)c2C(=O)OC)C1
ZINC10698887	CCOC(=O)c1c(NC(=O)Cc2ccc(C)c(C)c2)sc2c1CC[NH+](C)C2
ZINC12364324	COc1ccc(C[NH+]2CCC(O)(c3ccccc3)C2)cc1Cc1c(C)noc1C
ZINC12573577	CC(C)c1ccc(CN2CCCC3(CC[NH+](Cc4ccc(CO)o4)C3)C2=O)cc1
ZINC14023607	COc1ccc(-c2nnc(C[NH2+]C(C)c3ccccc3Br)o2)cc1
ZINC14540922	CCn1nc(C(=O)N2CCSCC2)c2c1CCC([NH2+]CCc1cccs1)C2
ZINC14975611	COc1cc(C[NH+]2CCCC(CCC(=O)N3CCCC3)C2)cc(Cl)c1O
ZINC15733312	CC[NH+](CCNC(=O)c1noc2c1CCc1sccc1-2)Cc1ccccc1
ZINC19523815	CCn1nc(C)c(CN(Cc2ccc(C)o2)C2CC(C)(C)[NH2+]C(C)(C)C2)c1C
ZINC20351434	c1ccc2c(c1)CCN(c1ncccc1C[NH2+]Cc1cccn1-c1nccs1)C2
ZINC20503838	Cc1ccc(S(=O)(=O)NCC2CC3CCN2CC3C[NH+]2CCC(C)CC2)cc1
ZINC22459983	CCOc1ccc(C(=O)NC(C)C(c2cccs2)N2CC[NH+](C)CC2)cc1
ZINC25449395	CCN(CC)C(=O)C(c1ccccc1)[NH+]1CCC(C(=O)c2ccc(O)cc2)CC1
ZINC32869470	CC(C)C([NH2+]Cc1ccc(C(=O)N2CCCC2)cc1)c1ccc2c(c1)OCCO2
ZINC36100145	CN(C)c1ccc(C(CNS(=O)(=O)c2ccccc2)[NH+]2CCCCC2)cc1
ZINC36385662	Cc1cccc(-c2ncc(CN3CC[NH+](C4CCCC4)C(CCO)C3)cn2)c1
ZINC36089984	Cc1ccc(S(=O)(=O)NCC(c2cccs2)N2CC[NH+](C)CC2)cc1C
ZINC38670169	COc1cccc(CC(=O)NCC(c2ccc3c(c2)CCCN3C)[NH+](C)C)c1
ZINC38672280	CCc1ccc(C(=O)NCC(c2ccc3c(c2)CCN3C)N2CC[NH+](C)CC2)cc1
ZINC39485684	C1=CC2N=CC(C[NH2+]CC3C=NN=C3c3ccc(-c4ccccc4)cc3)N2C=C1
ZINC43525911	Cn1nc(C2CCCCC2)cc1C1CN2CCC1CC2C[NH2+]Cc1ccccn1
ZINC44900151	Cc1[nH+]ccn1-c1ccccc1CNC(=O)C(C)Oc1ccc2ccccc2c1
ZINC47435853	Cc1ccc(-c2nc(CC(=O)Nc3ccc(C[NH+]4CCCC4)cc3)cs2)o1
ZINC49407838	Cc1ccc(C(CNC(=O)C2CC(=O)N(c3ccc(C)c(C)c3)C2)[NH+](C)C)cc1
ZINC53141996	Cc1ccc(N2CCC(C(=O)NCC(c3cccs3)[NH+]3CCCC3)C2=O)cc1
ZINC55752370	COc1ccccc1C(CNC(=O)/C=C/c1csc(C)n1)[NH+]1CCCCC1
ZINC56064659	COc1ccccc1S(=O)(=O)NCc1ccccc1C[NH+]1CCCCC1C
ZINC60217981	CC[NH+]1CCN(C(C)CNc2nc(C3CC3)nc3sc4c(c23)CCCC4)CC1
ZINC41308724	Cc1oc(-c2ccccc2F)nc1CC(=O)NCC(c1cccs1)[NH+](C)C
ZINC63731114	O=C(COC(=O)CC1=c2ccccc2=[NH+]C1)Nc1ccccc1Br
ZINC64074614	Cc1cccc(C2C3[NH+]=c4ccccc4=C3CCN2Cc2cccc(OCCO)c2)n1
ZINC66972876	CC1CN(c2ccc(CNCc3cnc(-c4ccccc4)s3)c[nH+]2)CCO1
ZINC66995660	CCn1nc(C)c(C[NH2+]Cc2c(C)nn(-c3cccc(Cl)c3)c2Cl)c1C
ZINC67010581	CC([NH2+]Cc1csc(C(C)(C)C)n1)c1cccc(S(=O)(=O)N(C)C)c1
ZINC67021473	CN(C)C(=O)Sc1ccccc1NC(=O)c1ccc(C[NH+]2CCCC2)cc1
ZINC67023737	CN(C)C(=O)Sc1cccc(NC(=O)C(c2ccccc2)[NH+]2CCCC2)c1
ZINC67181878	O=C(/C=C/c1ccc(-n2ccnc2)cc1)NCC(c1cccs1)[NH+]1CCCC1
ZINC67249547	COc1cc2c(cc1C[NH2+]Cc1cccc(N3CCCCC3=O)c1)OC(C)C2
ZINC67251764	CCOc1ccc(C2(C[NH2+]Cc3ccc4c(c3)OCCO4)CCOCC2)cc1
ZINC67252018	COc1ccc2cc(C[NH2+]Cc3ccc(S(=O)(=O)N(C)C)s3)ccc2c1
ZINC67400488	OC(c1ccc(Cl)cc1)C1CC[NH+](Cc2nnc(Cc3ccccc3)o2)CC1
ZINC67532848	CCC[NH+]1Cc2cccc(NC(=O)C(=O)N(CC3CCCCC3)C3CC3)c2C1
ZINC01109831	Cc1ccc2nc(NC(=[NH2+])NC(=S)Nc3ccc(C)c(Cl)c3)nc(C)c2c1
ZINC05758592	COc1cc(C(c2[nH]c3ccccc3c2CC[NH3+])c2c[nH]c3ccccc23)ccc1O
ZINC07092838	Cc1cccc(C)c1NC(=O)CNC(=O)C(C)[NH2+]C(C)c1ccc(Cl)cc1Cl
ZINC07744530	Cc1cccc(C)c1NC(=O)CNC(=O)C(C)[NH2+]C(C)c1ccc2c(c1)CCCC2
ZINC08790265	Cc1cc(C)c2c(c1)C1([NH2+]C(Cc3ccc(O)cc3)C3C(=O)N(CCc4ccccc4)C(=O)C31)C(=O)N2
ZINC00809838	[NH2+]=C(Nc1ccc2c(c1)OCCO2)Nc1nc(-c2cccs2)cc(C(F)(F)F)n1
ZINC09303905	CC1(C)CC(NC(=O)C(Cc2ccccc2)NC(=O)N2CC(=O)Nc3ccccc32)CC(C)(C)[NH2+]1
ZINC12378182	CC1(C)Cc2c(sc(NC(=O)c3cc(Cl)ccc3Cl)c2C(N)=O)C(C)(C)[NH2+]1
ZINC12655066	CCc1[nH+]c(C)cc(NCC(=O)C2(O)CCC3C4CCC5=CC(=O)CCC5(C)C4CCC32C)c1O
ZINC16026657	CCOC(=O)c1ccc(NC(=O)C2CC(CC(C)C)[NH2+]C23C(=O)Nc2ccc(C)cc23)cc1
ZINC19374124	Oc1ccc2c(c1)C(O)CC1(CC[NH+](CC(O)c3ccc(-c4ccccc4)cc3)CC1)O2
ZINC24808734	CCC1(c2ccccc2)NC(=O)N(NC(=O)C[NH2+]C(C)c2ccc(Cl)cc2Cl)C1=O
ZINC32579244	Cc1cc(O)oc2cc(=[NH+]C(=S)NNC(=O)[C@@H](C)Oc3ccc(F)cc3)ccc1-2
ZINC36382821	[NH3+]C1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
ZINC39000320	O=C(N/N=C/C1=c2ccccc2=[NH+]C1)C1C=C(c2cccc(OCc3ccccc3Cl)c2)NN1
ZINC39387785	COc1ccc(N2NC=C(C(C)[NH2+]Cc3[nH]c4ccc(OC)cc4c3C)C2C)cc1
ZINC39448829	Cc1ccc(C2NC(SCC(=O)N3c4ccccc4CCc4ccccc43)=NC(N)=[NH+]2)cc1
ZINC39448829	Cc1ccc(C2NC(=N)NC(SCC(=O)N3c4ccccc4CCc4ccccc43)=[NH+]2)cc1
ZINC39462576	O=c1[nH]c(CSC2NNC([NH+]3CCCC3)N2c2cccc(Cl)c2)nc2ccccc12
ZINC39750322	CC[NH+]1C(SCc2nc3ccccc3c(=O)[nH]2)NNC1c1ccc(C(C)(C)C)cc1
ZINC39751586	CC[NH+]1C(SCc2nc3ccccc3c(=O)[nH]2)NNC1c1ccccc1Br
ZINC39916085	CC1(C)CC(=O)C2=C(C1)NC1NC(SC(c3ccccc3)c3ccccc3)NN1C2C1=CC=[NH+]C1
ZINC40645192	CC1(C)CC(Nc2ncnc(Nc3ccc(Cl)cc3)c2[N+](=O)[O-])CC(C)(C)[NH2+]1
ZINC40680252	CCCCc1ccc(Nc2ncnc(N3CCN(c4cccc[nH+]4)CC3)c2N)cc1
ZINC40700973	CC1(C)CC(Nc2ncnc(Nc3cc(Cl)cc(Cl)c3)c2N)CC(C)(C)[NH2+]1
ZINC40701689	CCN(c1nc[nH+]c(Nc2ccccc2C(F)(F)F)c1N)c1cccc2ccccc12
ZINC40705061	Cc1ccc(Cl)cc1Nc1ncnc(N2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)c1N
ZINC40758570	Cc1ccc2cccc(Nc3[nH+]cnc(NN(c4ccccc4)c4ccccc4)c3N)c2n1
ZINC40760784	CC1(C)CC(Nc2ncnc(NC(c3ccccc3)c3ccccc3)c2N)CC(C)(C)[NH2+]1
ZINC40760898	CC1(C)CC(Nc2ncnc(Nc3ccc(C(F)(F)F)cc3)c2N)CC(C)(C)[NH2+]1
ZINC40777989	Nc1c(NCc2ccc(F)cc2)nc[nH+]c1NN(c1ccccc1)c1ccccc1
ZINC40783322	Nc1c(Nc2ccc(Cl)cc2Cl)ncnc1N1CC[NH+](Cc2ccc3c(c2)OCO3)CC1
ZINC43548217	C=CCNc1[nH+]c2c(s1)CC1(C)CCC(C(C)C(=O)NC3CC3)C(O)C1C2C
ZINC43548586	CCCCNc1[nH+]c2c(s1)CC1(C)CCC(C(C)C(=O)NC3CC3)C(O)C1C2C
ZINC44169158	CC(C)(C)c1cc(C2CSCC(C(=O)NCc3ccco3)[NH2+]2)cc(C(C)(C)C)c1O
ZINC45896306	CCC/[NH+]=c1\c(NC(=O)Nc2ccc(Br)c(C)c2)c(O)oc2ccccc12
ZINC45896384	O=C(Nc1ccc(F)c(Cl)c1)Nc1c(O)oc2ccccc2/c1=[NH+]/Cc1ccccc1
ZINC01875471	Nc1c(S(=O)(=O)c2cccs2)c2[nH+]c3ccccc3nc2n1/N=C/c1ccccc1O
ZINC52094535	C[NH2+]C(c1ccc(I)cc1)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC58885561	CC1CC[NH+](C(CNC(=O)Nc2cccc(NC(=O)c3cccs3)c2)C(C)C)CC1
ZINC60347665	CC(C)(C)C1CCc2sc(C(=O)Nc3ccc(CC[NH+]4CCC(C(N)=O)CC4)cc3)cc2C1
ZINC22874288	CCc1cc(-c2[nH]nc(C)c2-c2nc3ccccc3n2C)c(O)c(CN2CC[NH+](C)CC2)c1O
ZINC22874288	CCc1cc(-c2n[nH]c(C)c2-c2nc3ccccc3n2C)c(O)c(CN2CC[NH+](C)CC2)c1O
ZINC15947406	CCOc1cc(Cl)c(Cl)c(C2N=C(O)c3c(sc4c3CC[NH+](CC)C4)N2)c1O
ZINC63213119	[NH3+]C1CCCCCC1NS(=O)(=O)c1c(Cl)cc(Br)cc1Cl
ZINC63279482	O=C(CNC(=O)c1ccc2c(c1)C(c1ccccc1)ON2)NCCC1=c2ccccc2=[NH+]C1
ZINC39979859	Nc1ccc(Oc2ccc(NC3[NH+]=c4ccccc4=N/C3=N\S(=O)(=O)c3ccccc3)cc2)cc1
ZINC63633448	COc1ccccc1C1N=C(NCCC2=c3ccccc3=[NH+]C2)NC2NC(C)CC(=O)N21
ZINC63794388	NC1NN=C(SCC(=O)NCC(C2=c3ccccc3=[NH+]C2)c2ccc(Cl)cc2Cl)S1
ZINC63820519	O=C(CCC1=c2ccccc2=[NH+]C1)Nc1cc(S(=O)(=O)Nc2ccc(Cl)cc2)ccc1O
ZINC64066638	O=C(CCC1NNC(C2(c3ccc(Cl)cc3)CCC2)O1)NCC1C=c2ccccc2=[NH+]1
ZINC64349217	Cc1ccc(NC(=O)C(CC2=c3ccccc3=[NH+]C2)NC(=O)C2Cc3ccccc3CN2)c(C)c1
ZINC04144333	O=C1NC(c2cccc(Oc3ccccc3)c2)C(C(=O)c2ccc(F)cc2)C(O)(C(F)(F)F)N1
ZINC01771577	CCCCCOc1ccc(/C=C/C(=O)Nc2sc3c(c2C(N)=O)CCC(C)C3)cc1OC
ZINC05104250	NC(=O)/C(=C\c1ccc(OCc2ccccc2)c(OCc2ccccc2)c1)NC(=O)c1ccccc1
ZINC02865199	CSc1nc(NNC(=S)NC(=O)c2ccccc2)c2c3c(sc2n1)COC(C)(C)C3
ZINC02851786	Cc1cc(=O)oc2cc(NC(=S)NNC(=O)C(Sc3ccccc3)c3ccccc3)ccc12
ZINC08741785	O=C1NC(c2ccc(OCc3ccccc3)cc2)C(C(=O)c2cccs2)C(O)(C(F)(F)F)N1
ZINC08832987	COc1c(Cl)cc(Cl)cc1C(=O)NC(=S)Nc1cccc(NC(=O)c2cccs2)c1
ZINC08835235	O=C(/C=C/c1ccc(-c2ccc(Cl)cc2Cl)o1)NC(=S)Nc1ccc(-c2ccc(CO)o2)cc1
ZINC02299343	O=C(NC(=S)NNc1nc2c(c(=O)n1-c1ccccc1)C1(CCCC1)Cc1ccccc1-2)c1ccccc1
ZINC10042125	CC(C)C(NC(=O)c1ccc(Cl)cc1Cl)C(=O)N/N=C/c1cc(Br)ccc1O
ZINC10153926	Cc1ccc(OC(C)C(=O)NNC(=S)NC(=O)c2ccc(C)c(Br)c2)cc1C
ZINC11859251	CCN(Cc1ccccc1)c1ccc(C2NC(=O)NC(O)(C(F)(F)F)C2C(=O)c2ccccc2)cc1
ZINC03144886	Cc1cc(Br)cc(/C=N/NC(=O)CNC(=O)C(c2ccccc2)c2ccccc2)c1O
ZINC12503501	CC(Oc1ccc(Cl)cc1Cl)C(=O)NNC(=S)NC(=O)/C=C/c1cccc2ccccc12
ZINC02663198	Nn1c(SCC(=O)Nc2nc(-c3ccc(F)cc3)cs2)nnc1-c1cc(Cl)ccc1Cl
ZINC10122923	CCC(C)Oc1cccc(C(=O)NC(=S)Nc2ccccc2C(=O)NC(C)c2ccccc2)c1
ZINC13983574	CCC(C)c1ccc(OCC(=O)NNC(=S)NC(=O)/C=C/c2cccc3ccccc23)cc1
ZINC14002105	Cc1cccc(C)c1NS(=O)(=O)c1ccc(NC(=S)NC(=O)Cc2ccc(Cl)cc2)cc1
ZINC14041735	CC(C)(C)NC(=O)c1ccccc1NC(=S)NC(=O)c1ccc(OCCc2ccccc2)cc1
ZINC14562733	Cc1ccc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)Cc3ccccc3C)cc2)c(C)c1
ZINC14644969	CC(C)CCOc1cccc(C(=O)NC(=S)NNC(=O)c2ccccc2Br)c1
ZINC14645970	Cc1cccc(C(=O)NNC(=S)NC(=O)c2ccc(OCCC(C)C)c(Br)c2)c1
ZINC14836494	CCC(C)NC(=O)c1cccc(NC(=S)NC(=O)c2cc(Br)ccc2OC(C)C)c1
ZINC14836991	CCCCOc1ccc(Br)cc1C(=O)NC(=S)Nc1ccc(C(=O)NC(C)(C)C)cc1
ZINC14843274	CC(C)C(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)NNC(=O)C12CC3CC(CC(C3)C1)C2
ZINC15777639	C/C(=N/NS(=O)(=O)c1ccc(C)cc1)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1
ZINC16734225	O=C1NC(c2ccc(-c3cccc(C(F)(F)F)c3)o2)C(C(=O)c2cccs2)C(O)(C(F)(F)F)N1
ZINC16809405	Cc1ccc(Cc2c(C)nc(Nc3nc(C)c(Cc4ccc(C)cc4C)c(=O)[nH]3)[nH]c2=O)cc1
ZINC09598316	COc1ccc(C2CC(=O)C3=C(C2)NC(C)=C(C(=O)Nc2ccccc2C)C3c2ccc(O)cc2)cc1OC
ZINC20117166	Cc1ccc(C2NC(SCCC(C)C)=[NH+]C(c3ccc(C)cc3)C23C(=O)NC(=O)N=C3[O-])cc1
ZINC20117172	Cc1ccc(C2NC(SCCC(C)C)=[NH+]C(c3ccc(C)cc3)C23C(=O)NC(=O)N=C3[O-])cc1
ZINC20693751	COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cccc(OC)c2O)N3)cc1
ZINC20898827	CCC(C)(C)C1CCC2(CC1)NC(=O)N(CC(=O)NNc1c(Cl)cc(Cl)cc1Cl)C2=O
ZINC21238969	COc1cc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccc(OC(C)C)c(OC)c2)C3)ccc1O
ZINC25957218	Cc1cc(Br)ccc1NC(=O)CNC(=O)c1sc(NC(=O)C(C)(C)C)cc1C
ZINC32115436	Cc1cc(NC(=S)NC(=O)c2cc(Cl)ccc2Cl)ccc1NC(=O)c1cc2ccccc2o1
ZINC35241175	CCCOc1ccc(C2NC(=S)NC(O)(C(F)(F)F)C2C(=O)c2cccs2)c(OCCC)c1
ZINC35361899	CC12C=C/C(=N\OCC(=O)NCCc3ccc(O)cc3)C=C1CCC1C2CCC2(C)C1CCC2(C)O
ZINC35450292	CCOc1cc(C2C3=C(CC(C)(C)CC3=O)Nc3nc(SC(C)CC)[nH]c(=O)c32)ccc1O
ZINC35451130	CCCCSc1nc2c(c(=O)[nH]1)C(c1ccc(OC)c(O)c1)C1=C(CC(C)(C)CC1=O)N2
ZINC36092917	COc1ccc2[nH]c3c(=O)n(CCCCC(=O)NC4CCCC(C)C4C)c(=S)[nH]c3c2c1
ZINC36571229	CCCN(C(=O)c1cccc(O)c1O)C(C(=O)NC(C)(C)CC(C)(C)C)c1ccc(C)cc1C
ZINC39211849	Cc1[nH]c2ccccc2c1CCN/C=C1\C(=O)N(C2Nc3ccccc3S2)N=C1C(F)(F)F
ZINC39850297	CC(C)Oc1ccc(C2NC(=O)NC(O)(C(F)(F)F)C2C(=O)c2ccc(Cl)cc2)cc1
ZINC39850298	CC(C)Oc1ccc(C2NC(=O)NC(O)(C(F)(F)F)C2C(=O)c2ccc(Cl)cc2)cc1
ZINC43221523	CCc1cccc(CC)c1N1C(=O)C2C(c3ccccc3O)[NH2+]C(C(=O)[O-])(c3ccccc3)C2C1=O
ZINC36610066	CCCCNC(=O)C(c1ccc(C(F)(F)F)cc1)N(C(=O)c1c(O)cccc1O)c1ccccc1
ZINC12580972	O=C(CCC(=O)Nc1ccc(Cl)cc1Cl)N/N=C/c1cc(Br)ccc1O
ZINC59384844	COC(=O)c1ccc(/C=N/NC(=O)C2=C(C)NC(=S)NC2c2ccc(Br)cc2)cc1
ZINC62038745	Cc1sc2[nH]c(SC(C)C(=O)Nc3cc(C=O)ccc3O)nc(=O)c2c1-c1ccc(F)cc1
ZINC01262829	CC(C)Cn1c2c(c(=O)[nH]c1=O)C(C(F)(F)F)(C(F)(F)F)[NH+]=C(CCC1CCCCC1)N2
ZINC06078282	CC[NH+](CC)CCN(Cc1cc2c(C)ccc(C)c2[nH]c1=O)C(=S)Nc1ccc(C)cc1C
ZINC06078383	CC[NH+](CC)CCN(Cc1cc2ccc(C)cc2[nH]c1=O)C(=S)Nc1cccc(C)c1C
ZINC01507903	CC1(C)CC(NC(=O)CN(C2CCCCC2)S(=O)(=O)c2cccs2)CC(C)(C)[NH2+]1
ZINC08754801	Cc1cc(Br)ccc1NC(=O)CNC(=O)C[NH+](C)Cc1ccc2ccccc2c1
ZINC08766491	COC(=O)Cc1c(C)c2cc(Cl)c(O)c(C[NH2+]CCc3ccc(Cl)cc3)c2oc1=O
ZINC09159389	C=CCOc1ccc(C2C3CCCCC3(O)CC[NH+]2CC(=O)Nc2ccc(OC)cc2)cc1
ZINC09165228	Cc1ccc(NC(=O)C(=O)NCC(c2ccc3c(c2)CCCN3C)[NH+]2CCCCC2)c(C)c1
ZINC09910346	O=C(C[NH2+]C(c1ccccc1)c1cccs1)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1
ZINC02713171	O=C(CSc1nc2c(c(=O)[nH]1)C[NH+](Cc1ccc(F)cc1)CC2)Nc1ccc(Cl)cc1
ZINC11563464	O=C(CC1Sc2ccc(Cl)cc2NC1=O)NCC(c1ccccc1Cl)[NH+]1CCCC1
ZINC11764785	O=C(CCNC(=O)C12CC3CC(CC(C3)C1)C2)Nc1nc2c(s1)C[NH+](Cc1ccccc1)CC2
ZINC11912261	O=S(=O)(Nc1cccc(N2CCC([NH2+]C3CCc4ccccc43)CC2)c1)c1ccc(F)cc1
ZINC12135853	COC1C(NC(=O)Cc2cccs2)c2ccccc2C12CC[NH+](Cc1cc(C)c(O)c(C)c1)CC2
ZINC12160642	CCc1ccc(C[NH+]2CCC(O)(c3ccc4oc(C(=O)NCC5CCCO5)cc4c3)CC2)cc1
ZINC12167198	Cc1[nH]c2c(C(=O)NCC(C)Oc3cccc(C[NH+](C)Cc4cccs4)c3)cccc2c1C
ZINC12456144	O=C(c1ccc(N2CCC([NH2+]CC3C4CC5CC(C4)CC3C5)CC2)cc1)N1CCCC(CO)C1
ZINC06456132	Cc1ccc2ccc(C(Nc3cccc[nH+]3)c3cccc(OCc4ccccc4)c3)c(O)c2n1
ZINC08720178	CC[NH+]1CCN(c2ccc(NC(=O)CSc3nc(Cc4ccccc4)c(C)[nH]3)cc2)CC1
ZINC15446453	Cc1ccc(C(NC(=O)C[NH+](C)CC(=O)Nc2ccccc2C(F)(F)F)c2cccs2)cc1
ZINC16390096	CCC[NH+](CC(=O)Nc1ccc(F)c(F)c1F)CC(=O)NC(C)c1ccccc1Cl
ZINC12602908	C=CCNC1CC(c2ccc(C(F)(F)F)cc2)[NH+]2C(C(=O)OC)Cc3c([nH]c4ccccc34)C2C1
ZINC20532210	CC[NH+]1CCc2c(sc(-n3cccc3)c2C(CCC(C)C)NC(=O)NCc2ccc(C)cc2)C1
ZINC20616973	CCc1cccc(/[NH+]=c2\oc3c(C)ncc(CO)c3cc2C(=O)Nc2ccccc2CC)c1
ZINC20764397	CCOc1ccc(C2=NC(c3ccc(C(F)(F)F)cc3)[NH2+]C(c3cccc(OCC)c3O)C2)cc1
ZINC21264086	COc1ccc(C(C)N(Cc2ccc(C)o2)C(=S)NC2CC(C)(C)[NH2+]C(C)(C)C2)cc1
ZINC22619332	Cc1ccc(-c2n[nH]c(=S)n2CCC(=O)NCC(c2ccccc2Cl)[NH+]2CCCC2)cc1
ZINC23133026	CC(C)CC(NC(=O)c1ccc(Cl)cc1Cl)C(=O)NCC(c1ccsc1)[NH+](C)C
ZINC35476836	COc1ccc(C(Nc2cc(C)cc[nH+]2)c2cc(C)sc2NC(=O)c2ccccc2)cc1
ZINC35746964	C=CCCC(O)C[NH+](Cc1ccccc1)Cc1nc2scc(-c3cc(C)ccc3C)c2c(=O)[nH]1
ZINC25156081	Cc1c(C(=O)NCC(c2cccs2)[NH+](C)C)sc2nc(Cc3ccccc3)[nH]c(=O)c12
ZINC36048482	CCC(NC(=O)NC(C)(C)C)C1c2cc(OC)c(OC)cc2CC[NH+]1Cc1ccc(F)cc1
ZINC02290147	CCOC(=O)C[NH+]1C(c2ccccc2O)Nc2ccc(Br)cc2C1c1ccccc1
ZINC38517837	CN1CCc2cc(C(CNC(=O)NC(c3ccccc3)c3ccccc3)[NH+]3CCCCC3)ccc21
ZINC38547026	COc1ccc(C(Nc2cc(C)cc[nH+]2)c2c(NC(=O)c3ccccc3)sc(C)c2C)cc1
ZINC38547035	COc1ccccc1C(Nc1cc(C)cc[nH+]1)c1c(NC(=O)c2ccccc2)sc(C)c1C
ZINC39355367	CC1NN(C)C=C1C[NH+](C)C(Cc1ccccc1F)C1CCN(C(=O)c2cc3ccccc3[nH]2)CC1
ZINC39696250	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3cc(Cl)c(OC)c(Cl)c3)CC23CC[NH2+]CC3)cc1
ZINC39696304	CCc1ccc(C(C)NC(=O)C2CN(C(=O)Cc3ccc(C)cc3)CC23CC[NH2+]CC3)cc1
ZINC39923405	Cc1ccc(CN2c3ccccc3NC2SCC(=O)N/N=C/C2=c3ccccc3=[NH+]C2)cc1
ZINC40151435	CCC[NH+](CC(=O)N1CCc2cc(S(N)(=O)=O)ccc21)C(C)c1ccc(Cl)c(Cl)c1
ZINC13564742	O=c1[nH+]c2n(-c3ccccc3)[n-]c(-c3cccc(F)c3)c-2cc1C[NH2+]Cc1ccc(Cl)cc1
ZINC13564742	O=c1[nH]c2c(cc1C[NH2+]Cc1ccc(Cl)cc1)c(-c1cccc(F)c1)nn2-c1ccccc1
ZINC60391018	O=C(CSc1ccccc1C(=O)NCC(c1ccccc1)[NH+]1CCCC1)NCC1CCCCC1
ZINC63110579	C/C(NCCC1=c2ccccc2=[NH+]C1)=C1\C(=O)N(C2Nc3ccccc3S2)N=C1C(F)(F)F
ZINC63182521	Cc1ccc(NC(=O)C(CC2=c3ccccc3=[NH+]C2)NC(=O)C(c2ccccc2)c2ccccc2)c(C)c1
