ZINC03458097	Cc1cc(C)cc(CN2C(=O)NC3(CCC(C)CC3)C2=O)c1
ZINC39436092	COc1ccc2c(c1)=[NH+]C(/C(C#N)=C\c1cc(Cl)c(OCc3cccc([N+](=O)[O-])c3)c(Cl)c1)[NH+]=2
ZINC39663699	COc1ccc(C(CNC(=O)C2CN(C(=O)c3ccccc3C(F)(F)F)CC23CC[NH2+]CC3)[NH+](C)C)cc1
ZINC39663700	COc1ccc(C(CNC(=O)C2CN(C(=O)c3ccccc3C(F)(F)F)CC23CC[NH2+]CC3)[NH+](C)C)cc1
ZINC39663880	COc1ccc(C(CNC(=O)C2CN(C(=O)CCCc3ccccc3)CC23CC[NH2+]CC3)[NH+](C)C)cc1
ZINC39663981	COc1ccc(C(CNC(=O)C2CN(C(=O)c3ccc(C)cc3)CC23CC[NH2+]CC3)[NH+]2CCCC2)cc1
ZINC39664050	COc1ccc(C(CNC(=O)C2CN(C(=O)c3ccc(Cl)cc3)CC23CC[NH2+]CC3)[NH+]2CCCC2)cc1
ZINC39664186	COc1ccc(C(CNC(=O)C2CN(C(=O)c3sccc3C)CC23CC[NH2+]CC3)[NH+]2CCCC2)cc1
ZINC39664641	C[NH+](C)CC(NC(=O)C1CN(C(=O)c2ccc(OC(F)(F)F)cc2)CC12CC[NH2+]CC2)c1ccccc1
ZINC39674661	CC1[NH+]=c2ccc(C#N)cc2=C1CCNC(=O)C1CN(C(=O)CCC2CCCC2)CC12CC[NH2+]CC2
ZINC39674800	CC1[NH+]=c2ccc(C#N)cc2=C1CCNC(=O)C1CN(C(=O)CCCc2ccccc2)CC12CC[NH2+]CC2
ZINC39689255	CCOc1cccc(C(=O)N2CC(C(=O)NCC3CC[NH+](C4CCCC4)CC3)C3(CC[NH2+]CC3)C2)c1
ZINC39710249	Cc1ccc2c(c1)=CC(C(C1N=NNN1C(C)(C)C)[NH+](Cc1ccccc1)Cc1ccc(Cl)cc1)C(=O)[NH+]=2
ZINC39710256	Cc1ccc2c(c1)=CC(C(C1N=NNN1C(C)(C)C)[NH+](Cc1ccccc1)Cc1ccccc1Cl)C(=O)[NH+]=2
ZINC39710291	CCC(C)(C)N1NN=NC1C(C1C=c2cc(C)ccc2=[NH+]C1=O)[NH+](Cc1ccco1)Cc1ccccc1Cl
ZINC39710291	CCC(C)(C)N1NN=NC1C(C1C=c2cc(C)ccc2=[NH+]C1=O)N(Cc1ccco1)Cc1ccccc1Cl
ZINC39710339	Cc1ccc2c(c1)=CC(C(C1N=NNN1C(C)(C)C)[NH+](CCc1ccccc1)Cc1ccc(F)cc1)C(=O)[NH+]=2
ZINC39710351	Cc1ccc2c(c1)=CC(C(C1N=NNN1C(C)(C)C)[NH+](Cc1ccccc1)Cc1ccc(F)cc1)C(=O)[NH+]=2
ZINC39710880	COCCn1nnnc1C(C1C=c2cccc(C)c2=[NH+]C1=O)[NH+](Cc1ccccc1)Cc1ccc(Cl)cc1
ZINC39710947	CCC(C)(C)N1NN=NC1C(C1C=c2cccc(C)c2=[NH+]C1=O)[NH+](Cc1ccccc1)Cc1ccc(F)cc1
ZINC39710949	Cc1cccc2c1=[NH+]C(=O)C(C(C1N=NNN1C(C)(C)C)[NH+](Cc1ccccc1)Cc1ccc(F)cc1)C=2
ZINC39711240	Cc1cc2c(cc1C)=[NH+]C(=O)C(C(C1N=NNN1C1CCCCC1)[NH+](Cc1ccccc1)Cc1ccco1)C=2
ZINC39711272	COc1ccc(C[NH+](CC2CCCO2)C(C2C=c3cc(C)c(C)cc3=[NH+]C2=O)C2N=NNN2C(C)(C)C)cc1
ZINC39711485	CCOc1ccc2c(c1)=CC(C(C1N=NNN1C(C)(C)C)[NH+]1CCN(c3ccccc3F)CC1)C(=O)[NH+]=2
ZINC39711492	CCOc1ccc2c(c1)=CC(C(C1N=NNN1C(C)(C)C)[NH+]1CCN(c3ccccc3OC)CC1)C(=O)[NH+]=2
ZINC39711536	CCOc1ccc2c(c1)=CC(C(c1nnnn1CCOC)[NH+](Cc1ccccc1)Cc1ccco1)C(=O)[NH+]=2
ZINC39711573	COCCn1nnnc1C(C1C=c2cc3c(cc2=[NH+]C1=O)OCO3)[NH+]1CCC(Cc2ccccc2)CC1
ZINC39923322	O=C(CSC1NNC(c2ccc(Cl)cc2)[NH+]1C1CCCCC1)N/N=C/C1=c2ccccc2=[NH+]C1
ZINC39935006	COc1ccc2c(c1)=[NH+]C(/C(C#N)=C/c1cc(Cl)c(OCc3cccc([N+](=O)[O-])c3)c(OC)c1)[NH+]=2
ZINC39964806	CCOc1cc(/C=C(/C#N)C2[NH+]=c3ccc(C)cc3=[NH+]2)cc(Cl)c1OCc1cccc([N+](=O)[O-])c1
ZINC39969149	COc1ccc2c(c1)=[NH+]C(/C(C#N)=C\c1cc(Br)c(OCc3ccccc3C#N)c(OC)c1)[NH+]=2
ZINC63140376	CCOc1ccccc1C1C2[NH+]=c3ccccc3=C2CC2C(=O)N(CCC[NH+](CC)CC)CC(=O)N21
ZINC63140382	CCOc1ccccc1C1C2[NH+]=c3ccccc3=C2CC2C(=O)N(CCC[NH+](CC)CC)CC(=O)N21
ZINC63281415	COc1ccc2c(c1)=C(CCNC(=O)C1CCN(C(=O)CC3[NH+]=NC(=O)c4ccccc43)CC1)C[NH+]=2
ZINC63409413	COc1cc(/C=C(\C#N)C2[NH+]=c3ccc(C)cc3=[NH+]2)ccc1Oc1ccc([N+](=O)[O-])cc1C(F)(F)F
ZINC63427032	CCOC(=O)C1c2cc(OC(C)=O)ccc2N(c2ccccc2)C1CSC1[NH+]=c2ccccc2=[NH+]1
ZINC63526436	COc1ccc(C2N(C(=O)CSC3[NH+]=c4ccccc4=[NH+]3)CCN2S(=O)(=O)c2ccc(C)cc2)cc1
ZINC63547278	COc1ccc(C2=[NH+]C3=CC(C(=O)NCCC4=c5cc(Cl)ccc5=[NH+]C4)NN3C(C(F)(F)F)=C2)cc1
ZINC63624909	O=C(COc1cc(Cl)cc(Cl)c1Cl)N/N=C/c1ccc(SC2[NH+]=c3ccccc3=[NH+]2)o1
ZINC63708337	CCC(SC1[NH+]=c2ccccc2=C2[NH+]=C(CCC3=C(C)N=NC3C)NN21)C(=O)Nc1ccccc1F
ZINC63980708	COc1cccc(CN2C(=O)N(CCC(C)C)C3(CC[NH+](CC4C=c5ccccc5=[NH+]4)CC3)C2=O)c1
ZINC63985519	CC(C)CCN1C(=O)N(CCCc2ccncc2)C(=O)C12CC[NH+](CC1C=c3ccccc3=[NH+]1)CC2
ZINC64568232	Cc1ccc(C2Nc3ccccc3-c3nnc(SCC(=O)NCCC4[NH+]=c5ccccc5=[NH+]4)n32)cc1
ZINC64604387	Cc1cc2c(cc1C)=[NH+]C(SCc1noc(CCC(=O)NC3SC4CCCCC4C3C#N)n1)[NH+]=2
ZINC64623281	CCOC(=O)c1cc(S(=O)(=O)N2CCCC2C(=O)NCCC2[NH+]=c3ccc(C)cc3=[NH+]2)cn1C
ZINC01305138	CC[NH+](CC)Cc1nc2c(c(=O)n(CCOC(=O)c3cc(OC)c(OC)c(OC)c3)c(=O)n2C)n1C
ZINC13064424	CCC(c1nnnn1CC1CCCO1)[NH+](Cc1cc2cc3c(cc2[nH]c1=O)OCCO3)C1CCCCC1
ZINC06441875	COCCn1nnnc1C(c1cc2ccc(C)c(C)c2[nH]c1=O)[NH+]1CCN(c2ccc([N+](=O)[O-])cc2)CC1
ZINC09067340	CC[NH+](CC)CCCN1C(=O)C(=O)/C(=C(/O)c2ccc(OC)c(Cl)c2)C1c1cccc([N+](=O)[O-])c1
ZINC13560663	Cc1cc(C(C)(C)C)[n+](-c2ccc(S(=O)(=O)Nc3nnc(S(N)(=O)=O)s3)cc2)c(C(C)(C)C)c1
ZINC20080000	COc1ccc2[nH]c(=O)c(C(c3nnnn3CC3CCCO3)N3CC[NH+](C4CCCCC4)CC3)cc2c1
ZINC20080009	COc1ccc2[nH]c(=O)c(C(c3nnnn3CC3CCCO3)N3CC[NH+](C4CCCCC4)CC3)cc2c1
ZINC20615228	CCOc1cccc2cc(C(=O)NCCc3ccc(OC)c(OC)c3)/c(=[NH+]/NC(=O)c3ccco3)oc12
ZINC20617060	COC(=O)c1ccc(/[NH+]=c2\oc3c(C)ncc(COC(C)=O)c3cc2C(=O)Nc2ccccc2F)cc1
ZINC23244603	CCOc1ccc(-c2ccc(=O)n(CC[NH+]3CCN(S(=O)(=O)c4ccc([N+](=O)[O-])cc4)CC3)n2)cc1
ZINC34747543	CCN(CC)C(=O)Cn1c(N2CC[NH+](CC(=O)N3CCCC3)CC2)nc2sc3c(c2c1=O)CCCC3
ZINC35173602	O=C(CCCCSc1nnc(-c2ccc([N+](=O)[O-])cc2)n1-c1ccccc1)NCC[NH+]1CCCCC1
ZINC35840092	CCN(CC)C(=O)C1CCCN(C(=O)c2coc(C[NH+]3CCN(CC(O)Cc4ccccc4)CC3)n2)C1
ZINC33937020	CCC(c1nnnn1CC1CCCO1)[NH+](Cc1cc2cc3c(cc2[nH]c1=O)OCCO3)C1CCCCC1
ZINC36637409	Cc1cccc2sc(N(CC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)N(CCC#N)CCC#N)cc3)nc12
ZINC12140885	CC[NH+](CC)CCN(C(=O)c1ccc(N2C(=O)CCC2=O)cc1)c1nc2cc3c(cc2s1)OCCO3
ZINC36645544	Cc1c(Cl)ccc2sc(N(CCC[NH+](C)C)C(=O)Cn3cnc4c3c(=O)n(C)c(=O)n4C)nc12
ZINC36660416	COc1ccc(S(=O)(=O)N2CCCC2C(=O)N(CC[NH+](C)C)c2nc3c(OC)cccc3s2)cc1
ZINC38848335	Cc1ccc(C)c2sc(N(CCCn3cc[nH+]c3)C(=O)Cn3cnc4c3c(=O)n(C)c(=O)n4C)nc12
ZINC38850169	COc1ccc(OC)c2sc(N(CC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)N(C)C4CC4)cc3)nc12
ZINC39324911	COC(=O)c1ccc(S(=O)(=O)N(Cc2cccnc2)CC2C=c3cc(OC)c(OC)cc3=[NH+]C2=O)cc1
ZINC39404344	CCOC(=O)C1SC(NC(=O)CSC2N=N/C(=[NH+]/N=C/c3ccc(Cl)cc3)N2)C(C#N)C1C
ZINC39404345	CCOC(=O)C1SC(NC(=O)CSC2N=N/C(=[NH+]/N=C/c3ccc(Cl)cc3)N2)C(C#N)C1C
ZINC39653123	COc1cc(CCNC(=O)C2CN(C(=O)C3COc4ccccc4O3)CC23CC[NH2+]CC3)cc(OC)c1
ZINC39653125	COc1cc(CCNC(=O)C2CN(C(=O)C3COc4ccccc4O3)CC23CC[NH2+]CC3)cc(OC)c1
ZINC39654508	CCc1ccc(CCNC(=O)C2CN(C(=O)c3c(C)noc3-c3cc(C)on3)CC23CC[NH2+]CC3)cc1
ZINC39665787	COc1ccc(OC(C)CNC(=O)C2CN(C(=O)C3COc4ccccc4O3)CC23CC[NH2+]CC3)cc1
ZINC39666196	Cc1ccc(OC(C)CNC(=O)C2CN(C(=O)c3c(C)noc3-c3cc(C)on3)CC23CC[NH2+]CC3)cc1
ZINC39710534	CCc1ccc2c(c1)=CC(C(c1nnnn1CCOC)N(Cc1ccccc1)Cc1cccnc1)C(=O)[NH+]=2
ZINC39711364	COCCn1nnnc1C(C1C=c2cc(OC)ccc2=[NH+]C1=O)N(Cc1ccco1)Cc1cccs1
ZINC39711365	COCCn1nnnc1C(C1C=c2cc(OC)ccc2=[NH+]C1=O)N(Cc1ccco1)Cc1cccs1
ZINC39711613	COCCn1nnnc1C(C1C=c2cc3c(cc2=[NH+]C1=O)OCO3)N1CCN(c2ccccc2F)CC1
ZINC39711670	COCCn1nnnc1C(C1C=c2cc3c(cc2=[NH+]C1=O)OCO3)N(Cc1ccco1)Cc1cccs1
ZINC40319675	COc1cc(C[NH+](CC(O)COc2ccccc2C(C)=O)C2CCS(=O)(=O)C2)cc(OC)c1OC
ZINC49508601	CN1CCCc2cc(C(CNC(=O)C(=O)Nc3ccc4c(c3)N(S(C)(=O)=O)CCC4)[NH+](C)C)ccc21
ZINC20114630	COc1cc(/C=C2/C(=N)N3C(SC)=NSC3=NC2=O)cc(OC)c1OCCOc1cccc(C)c1
ZINC20206479	CCOc1cc(/C=C2/C(=N)N3C(=NC2=O)SN=C3S(=O)(=O)CC)ccc1OC(C)c1ccccc1
ZINC20207821	CS(=O)(=O)C1=NN2C(=N)/C(=C\c3cn(CCCOc4ccccc4)c4ccccc34)C(=O)N=C2S1
ZINC20208285	CCOc1cc(/C=C2\C(=N)N3N=C(S(=O)(=O)CC)SC3=NC2=O)ccc1OCc1ccccc1F
ZINC20208297	CCOc1cc(/C=C2\C(=N)N3N=C(S(=O)(=O)CC)SC3=NC2=O)ccc1OCc1ccc(F)cc1
ZINC20208739	CC(C)CS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4cccs4)cc3)C(=O)N=C2S1
ZINC20239078	CCOc1ccc(-c2ccc(/C=C3\C(=N)N4N=C(S(=O)(=O)CC)SC4=NC3=O)o2)c([N+](=O)[O-])c1
ZINC52550531	CCC[NH+]1CCN(S(=O)(=O)c2cnc(OC(C)COC)c(C3=NC(=O)C4=NN(C)C(CC)C4=N3)c2)CC1
ZINC52550532	CCC[NH+]1CCN(S(=O)(=O)c2cnc(OC(C)COC)c(C3=NC(=O)C4=NN(C)C(CC)C4=N3)c2)CC1
ZINC63137029	COc1cc(C2C3[NH+]=c4ccccc4=C3CC3C(=O)N(CCCCCO)CC(=O)N32)cc(OC)c1OC
ZINC63180071	CCOc1ccc(-n2c(SCC(=O)N3CCN(C(C)=O)CC3)nnc2C2=c3ccccc3=[NH+]C2)cc1
ZINC63384381	CC(NC(=O)C(CC1=c2ccccc2=[NH+]C1)NC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C)c1ccccc1
ZINC63385272	CC(NC(=O)C(CC1=c2ccccc2=[NH+]C1)NC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C)c1ccccc1
ZINC63426744	COC(=O)C(CC1=c2ccccc2=[NH+]C1)N/C=C1\C(=O)NC(=O)N(c2ccc(Br)cc2)C1=O
ZINC63679651	Cc1cc(F)ccc1S(=O)(=O)N1CCCOC1CNC(=O)C(=O)NCCC1=c2ccccc2=[NH+]C1
ZINC03261473	S=c1n(C[NH+]2CCN(c3cccc[nH+]3)CC2)nc(-c2ccc(Br)o2)n1Cc1ccccc1
ZINC08837729	O=C1c2cccc3cccc(c23)C(=O)N1CC[NH+]1CC[NH+](CC(O)c2ccc([N+](=O)[O-])cc2)CC1
ZINC08837730	O=C1c2cccc3cccc(c23)C(=O)N1CC[NH+]1CC[NH+](CC(O)c2ccc([N+](=O)[O-])cc2)CC1
ZINC12098796	C[NH+](C)CCN1C(=O)CC(CC(=O)N2CC[NH+](C3CCCCC3)CC2)(c2ccccc2F)C1=O
ZINC14536198	COc1ccc(CCN2C(=O)N(CC[NH+](C)C)C(=O)C23CC[NH+](Cc2cc4ccccc4[nH]2)CC3)cc1
ZINC19770582	CC(C)C(NS(C)(=O)=O)c1nnc2n1CC[NH+](Cc1ccc(C[NH+]3CCCCC3)s1)CC2
ZINC15776483	Cc1ccc(S(=O)(=O)N/N=C(\c2ccccc2)C2(c3ccccc3)Nc3ccccc3N=[NH+]2)cc1
ZINC38573971	CCOC(=O)C1[NH+]=c2ccc(OC)cc2=C1NC(=O)C[NH+]1CCN(C2c3ccccc3-c3ccccc32)CC1
ZINC38613370	O=C(N/N=C/C1=c2ccccc2=[NH+]C1)C1CC(c2cccc(OCc3ccccc3Cl)c2)[NH+]=N1
ZINC38903559	O=C(/C=C/Nc1ccc(S(=O)(=O)/N=C2\C[NH+]=c3ccccc3=N2)cc1)c1ccc2c(c1)OCO2
ZINC38965967	COc1ccc(CCNC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2cccc(Cl)c2)cc1
ZINC38975272	COc1cc(NC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2ccc(Cl)cc2)cc(OC)c1
ZINC38980023	CCOC(=O)C1CCN(C2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2cc(Cl)ccc2Cl)CC1
ZINC38980717	COc1cc(OC)c(NC2[NH+]=c3ccccc3=[NH+]/C2=N\S(=O)(=O)c2cccs2)cc1Cl
ZINC39280453	CCOc1ccc2c(c1)=[NH+]C(SCC1(CSc3nc4ccc(OCC)cc4[nH]3)COC1)[NH+]=2
ZINC39630888	COc1ccc(C(=O)N2CC(C(=O)NCC(C)(C)C[NH+](C)C)C3(CC[NH2+]CC3)C2)cc1C(F)(F)F
ZINC39664715	CCOc1ccccc1C(=O)N1CC(C(=O)NC(C[NH+](C)C)c2ccccc2)C2(CC[NH2+]CC2)C1
ZINC39670776	Cc1cccc2[nH+]c(CNC(=O)C3CN(C(=O)CCCc4ccccc4)CC34CC[NH2+]CC4)cn12
ZINC39679078	C[NH+](C)CCCCNC(=O)C1CN(C(=O)c2ccc(-c3ccc(F)cc3)o2)CC12CC[NH2+]CC2
ZINC39689213	Cc1cc(C(=O)N2CC(C(=O)NCC3CC[NH+](C4CCCC4)CC3)C3(CC[NH2+]CC3)C2)n(C(C)(C)C)n1
ZINC39695595	CC[NH+]1CCCC1CNC(=O)C1CN(C(=O)c2cccnc2Sc2ccccc2)CC12CC[NH2+]CC2
ZINC39710442	CCc1ccc2c(c1)=CC(C(C1N=NNN1C(C)(C)C)[NH+]1CCN(c3ccccc3)CC1)C(=O)[NH+]=2
ZINC39710451	CCc1ccc2c(c1)=CC(C(C1N=NNN1C(C)(C)C)[NH+]1CCN(c3ccccc3F)CC1)C(=O)[NH+]=2
ZINC39710609	COCCn1nnnc1C(C1C=c2ccc(C)cc2=[NH+]C1=O)[NH+](Cc1ccccc1)Cc1ccc(Cl)cc1
ZINC39934715	CC(=O)c1ccc(NC(=O)CN2c3ccccc3C(/C=C(\C#N)C3[NH+]=c4ccccc4=[NH+]3)C2C)cc1
ZINC39934941	COC(=O)COc1cc(Br)c(/C=C(\C#N)C2[NH+]=c3ccc(OC)cc3=[NH+]2)cc1OC
ZINC39964811	C=CCc1cc(/C=C(/C#N)C2[NH+]=c3ccc(C)cc3=[NH+]2)cc(OC)c1OCc1cccc([N+](=O)[O-])c1
ZINC44699482	C=CC[NH+]1CC(C(=O)N(CCC[NH+](C)C)C(=O)N(C)CC)CC2c3cccc4c3c(cn4C)CC21
ZINC38739791	C[NH+](C)CCN(Cc1ccccc1)C(=O)C1CCCCC1C(=O)N1CCN(c2cccc[nH+]2)CC1
ZINC52569923	Cc1occc1-c1ncc(OCC([NH3+])CC2=c3ccccc3=[NH+]C2)cc1-c1cnc2[nH]nc(C)c2n1
ZINC63142067	COC(=O)c1ccc(C2C3[NH+]=c4ccccc4=C3CC3C(=O)N(CCC[NH+](C)C)CC(=O)N32)cc1
ZINC63142074	COC(=O)c1ccc(C2C3[NH+]=c4ccccc4=C3CC3C(=O)N(CCC[NH+](C)C)CC(=O)N32)cc1
ZINC39699840	O=C(Oc1ccc(/C=N/NC2=NC3[NH+]=c4ccccc4=C3N=[NH+]2)cc1)c1ccc(Br)cc1
ZINC63314182	COc1cc(C2C3C(N=[NH+]C3c3ccc(F)cc3)C(=O)N2CCC2=c3ccccc3=[NH+]C2)ccc1O
ZINC63490982	COc1cc(/C=C(\C#N)C2[NH+]=c3ccccc3=[NH+]2)ccc1OCC1=CC(=O)N2N=C(C)SC2N1
ZINC63666906	O=C(NCCCC1[NH+]=c2ccccc2=[NH+]1)C1CCN(C2N=NC(N3CCCCC3=O)S2)CC1
ZINC63667447	COc1ccc(C2=NN(C(=O)CSC3[NH+]=c4ccccc4=[NH+]3)C(c3ccc(OC)cc3)C2)cc1
ZINC63804818	[NH3+]C(CC1=c2ccccc2=[NH+]C1)C1N=NC(SCC(=O)Nc2ccc(Br)cc2)O1
ZINC63985889	COCCC(=O)NC1c2cc(NC(C)C(C)(C)O)c[nH+]c2N(CCC2=c3ccccc3=[NH+]C2)C1C(=O)OC
ZINC63985893	COc1ccc(CN2C(=O)N(CC(C)C)C3(CC[NH+](CC4C=c5ccccc5=[NH+]4)CC3)C2=O)cc1
ZINC63993781	COCCN1C(=O)N(Cc2cccc(OC)c2)C(=O)C12CC[NH+](CC1C=c3ccccc3=[NH+]1)CC2
ZINC63993784	COCCN1C(=O)N(Cc2cccc(OC)c2)C(=O)C12CC[NH+](CC1C=c3ccccc3=[NH+]1)CC2
ZINC63994070	CC(C)CN1C(=O)N(CCCc2cccnc2)C(=O)C12CC[NH+](CC1C=c3ccccc3=[NH+]1)CC2
ZINC64053556	CCOC(=O)N1CCC(NC(=O)C2CC23CC[NH+](C(C)CCC2=c4ccccc4=[NH+]C2)CC3)CC1
ZINC64053559	CCOC(=O)N1CCC(NC(=O)C2CC23CC[NH+](C(C)CCC2=c4ccccc4=[NH+]C2)CC3)CC1
ZINC64058328	COC(=O)C1=CN(C2CC(C(=O)NCCC3=c4ccccc4=[NH+]C3)[NH+](Cc3ccccc3OC)C2)NN1
ZINC64058420	CN(CC1[NH+]=c2ccc(F)cc2=[NH+]1)C(=O)CC1(c2ccc(-c3ccccc3)cc2)CC(=O)N(C)C1=O
ZINC64083684	COc1ccc(CC2(CCC(=O)N3CCCC3C3[NH+]=c4ccc(F)cc4=[NH+]3)CCC(=O)N2)c(F)c1
ZINC64502785	CC(=O)NC1C(c2ccccc2)C(C)NN1c1ccc(C(=O)NCC2[NH+]=c3ccc(C)cc3=[NH+]2)cc1
ZINC64604179	Cc1ccc2c(c1)=[NH+]C(SCc1noc(CCC(=O)NC3N=C(c4ccccc4)CS3)n1)[NH+]=2
ZINC06194600	CCOC(=O)C1CC[NH+](C(c2cc3c(C)cc(C)cc3[nH]c2=O)c2nnnn2CC2CCCO2)CC1
ZINC06194704	CCOC(=O)C1CC[NH+](C(c2cc3cccc(C)c3[nH]c2=O)c2nnnn2C2CCCC2)CC1
ZINC06194715	CCOC(=O)C1CC[NH+](C(c2cc3c(C)cc(C)cc3[nH]c2=O)c2nnnn2CC2CCCO2)CC1
ZINC08833959	CC[NH+](CC)CCN1C(=O)C(O)=C(C(=O)c2ccc3c(c2)OCO3)C1c1ccc(C(=O)OC)cc1
ZINC09103611	COc1ccc(NC(=O)CSc2nnc(C(C)[NH+](C)C)n2-c2ccc(Cl)cc2)c([N+](=O)[O-])c1
ZINC09103707	COc1cc([N+](=O)[O-])ccc1NC(=O)CSc1nnc(C(C)[NH+](C)C)n1-c1ccc(Cl)cc1
ZINC09666730	O=C(COC(=O)C1CCN(c2ccc(C(F)(F)F)c[nH+]2)CC1)Nc1cc(Cl)ccc1[N+](=O)[O-]
ZINC09885579	CC(C)C(Nc1ccc(S(=O)(=O)N2CC[NH+](C)CC2)cc1[N+](=O)[O-])c1ccc2c(c1)OCCO2
ZINC09860216	Cc1nc2c3ccccc3n3c(CCCC(=O)NCCC[NH+](C)Cc4ccccc4)nnc3n2n1
ZINC11785266	Cc1oc(-c2ccccc2NS(C)(=O)=O)nc1C[NH+](C)Cc1ccc(Oc2ncccn2)cc1
ZINC12156422	O=C(COc1ccc(N2CC[NH+](C3CCCCC3)CC2)nn1)NCc1nc(-c2ccccc2)no1
ZINC12183791	O=C(COc1ccc(N2CCN(c3cccc[nH+]3)CC2)nn1)NCCCN1CCc2ccccc21
ZINC12218126	CCc1ccc(C[NH+]2CC(n3cc(C(=O)OC)nn3)CC2C(=O)NCc2ccc(OC)cc2)cc1
ZINC12497340	CCOC(=O)C1(CC)[NH2+]C(c2cc(OC)c(OC)c(OC)c2)C2C(=O)N(c3ccc(C)cc3)C(=O)C21
ZINC12832965	COc1ccc(Cn2nnnc2C[NH+](Cc2ccco2)Cc2cc3ccc(C)c(C)c3[nH]c2=O)cc1
ZINC13032925	COc1ccc(C[NH+](Cc2cc3cc(C)c(C)cc3[nH]c2=O)Cc2nnnn2Cc2ccco2)cc1
ZINC06283286	COc1ccc(Cn2nnnc2C(c2cc3ccc(OC)cc3[nH]c2=O)[NH+]2CCCC(C)C2)cc1
ZINC13063904	CCOC(=O)Cn1nnnc1C(CC)[NH+](Cc1cc2ccc(C)cc2[nH]c1=O)C1CCCCC1
ZINC13064465	CCC(c1nnnn1Cc1ccco1)[NH+](Cc1cc2cc3c(cc2[nH]c1=O)OCCO3)C1CCCC1
ZINC13064494	CCC(c1nnnn1C(C)(C)CC)[NH+](Cc1cc2cc(OC)c(OC)cc2[nH]c1=O)C1CCCCC1
ZINC13064667	CCOC(=O)Cn1nnnc1C(CC)[NH+](Cc1cc2cc(C)c(C)cc2[nH]c1=O)C1CCCCC1
ZINC13065089	CCOC(=O)Cn1nnnc1C(CC)[NH+](Cc1ccco1)Cc1cc2ccc(C)c(C)c2[nH]c1=O
ZINC13065430	CCC(C)(C)n1nnnc1C[NH+](Cc1ccc(C)cc1)Cc1cc2cc3c(cc2[nH]c1=O)OCO3
ZINC13498653	COc1ccc2[nH]c(=O)c(C[NH+](C3CCCC3)C(c3nnnn3CC3CCCO3)C(C)C)cc2c1
ZINC13500655	CCOC(=O)Cn1nnnc1C(C(C)C)[NH+](Cc1cc2cc(C)ccc2[nH]c1=O)C1CCCCC1
ZINC13729559	c1ccc(-n2nnnc2Oc2cccc(C[NH2+]CCCSc3nnnn3-c3ccccc3)c2)cc1
ZINC02733006	CCOC(=O)C1=C(C[NH+]2CCN(C(=O)c3ccco3)CC2)N(CC)C(=O)NC1c1ccccc1
ZINC14328261	COc1ccc([N+](=O)[O-])cc1NC(=O)C(C)[NH+]1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1
ZINC14532626	COC(=O)CN1C(=O)N(CCc2ccccc2)C2(CC[NH+](Cc3cccc(OC)c3O)CC2)C1=O
ZINC14957184	COC(=O)c1cn(C2CC(C(=O)NCc3ccc(OC)cc3)[NH+](Cc3ccc(Cl)cc3)C2)nn1
ZINC15002091	CCC1(C2CC[NH+](Cc3ccc(COC)o3)CC2)NC(=O)N(CC2COc3ccccc3O2)C1=O
ZINC08586292	COc1ccc2nc(O)c(C[NH+](Cc3ccc(C)cc3)Cc3nnnn3CC3CCCO3)cc2c1
ZINC08582559	COc1ccc2cc(C[NH+](CCc3ccccc3)Cc3nnnn3CC3CCCO3)c(O)nc2c1
ZINC09455929	CC[NH+](CC)CCCN1C(=O)C(O)=C(C(=O)c2ccc3c(c2)CC(C)O3)C1c1ccc([N+](=O)[O-])cc1
ZINC12309608	CCCc1c[nH+]c2c(c1NOCC(=O)N1CCC(Cc3ccccc3)CC1)c(=O)n(C)c(=O)n2C
ZINC36329829	CN1CCN(S(=O)(=O)c2ccc(NCC(c3ccco3)[NH+]3CCCCC3)c([N+](=O)[O-])c2)CC1
ZINC36629504	CCOC(=O)c1c(NC(=O)c2cc(OC)c(OC)cc2[N+](=O)[O-])sc2c1CC[NH+](C(C)C)C2
ZINC38604640	O=[N+]([O-])c1ccccc1S(=O)(=O)NCC(c1ccco1)[NH+]1CCN(c2ccc(F)cc2)CC1
ZINC39022095	COC(=O)C(C)NC(=O)C1=CC2=c3ccccc3=[NH+]C2C(c2cc(OC)c(OC)c(OC)c2)=N1
ZINC39518841	CCOC(=O)C1=CNN(c2cc(=O)n(C)c3ccccc23)C1C[NH+](C)C(C)C1=C(C)N=NC1C
ZINC48340454	CCNC(=O)C[NH+](C)Cn1nc2n(Cc3ccccc3OC)c(=O)c3ccccc3n2c1=S
ZINC20236039	COc1cccc(OCCOc2c(Cl)cc(/C=C3/C(=N)N4OC(C)=CC4=NC3=O)cc2OC)c1
ZINC10166897	CCOC(=O)C1CCC[NH+](C(c2ccc(OC)c(OC)c2)c2sc3nc(CC)nn3c2O)C1
