ZINC13807919	C[NH2+]C[C@H](O)c1cc(O)c(O)cc1F
ZINC15675327	C[NH2+][C@H](C(=O)N[C@@H]1C=C(C(=O)N2Cc3ccccc3C[C@H]2C(N)=O)C[C@@H](O)[C@@H]1O)C(C)C
ZINC17299970	CC[NH+](CC)Cc1cc([C@@](O)(CC)[C@@](O)(CC)c2ccc(O)c(C[NH+](CC)CC)c2)ccc1O
ZINC19119353	COc1cc(/C=N/Nc2nc3c(=O)[nH]c(N)nc3n2[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)ccc1O
ZINC19119357	COc1cc(/C=N/Nc2nc3c(=O)[nH]c(N)nc3n2[C@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)ccc1O
ZINC20833652	NS(=O)(=O)c1ccc(NC(=O)CCSc2n[nH]c(N/N=C/c3ccc(O)cc3)n2)cc1
ZINC20834599	CC1(C)CC(NC(=O)CSc2n[nH]c(N/N=C/c3cc(Br)ccc3O)n2)CC(C)(C)[NH2+]1
ZINC22063978	CC(=O)N[C@@H]1[C@H](O)[C@@H](O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](CO)O[C@@H]1Oc1ccc2c(C)cc(=O)oc2c1
ZINC26896285	C[C@]12CN3C[C@](c4ccccc4)(C[N@@H+](C1)[C@H]3[C@](C)(O)[C@](C)(O)[C@](C)(O)[C@](C)(O)CO)C2=O
ZINC35167384	CC(=O)N[C@H]1[C@H](O)[C@H](O[C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]2O)[C@H](CO)O[C@@H]1Oc1ccc2c(C)cc(=O)oc2c1
ZINC35395211	Cc1cc(=O)oc2cc(O[C@@H]3O[C@@H](CO)[C@@H](O[C@@H]4O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@@H]3O)ccc12
ZINC35466044	OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC/C=C/c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O
ZINC35455065	CC(=O)O[C@@H]1[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@@H](CO)[C@@H](O)[C@H]1O
ZINC31155511	COC(=O)c1ccccc1O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
ZINC35271617	CC(C)(O)[C@@H](O)CC[C@@H](CO)[C@H]1CC[C@]2(C)C3=C(C[C@H](O)[C@@]12C)[C@]1(C)C[C@H](O)[C@H](O)C(C)(C)[C@@H]1CC3
ZINC38669789	COC(=O)[C@H]1[NH+]=c2cccc(OC)c2=C1NC(=O)CN1CCC(C(N)=O)([NH+]2CCCCC2)CC1
ZINC39293318	COc1ccc2c3c1O[C@@H]1C[C@@H](O)C=C[C@@]31CCN(c1nc(OCC[NH3+])nc(OCC[NH3+])n1)C2
ZINC31161734	C/C(=C\C(=O)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=O)/C=C(\C)CCO)NC1=O)CCO
ZINC31161730	C/C(=C\C(=O)NCCC[C@H]1NC(=O)[C@@H](CCCNC(=O)/C=C(\C)CCO)NC1=O)CCO
ZINC19638791	C/C(=C\C(=O)OCCOC(=O)/C=C(\C)NC1CC(C)(C)[NH2+]C(C)(C)C1)NC1CC(C)(C)[NH2+]C(C)(C)C1
ZINC39937344	CC(=O)N[C@@H]1[C@H](Oc2ccc([N+](=O)[O-])cc2)O[C@@H](CO)[C@@H](O[C@H]2O[C@@H](C)[C@@H](O)[C@H](O)[C@@H]2O)[C@H]1O
ZINC40760718	CC1(C)CC(Nc2nc[nH+]c(NN(c3ccccc3)c3ccccc3)c2N)CC(C)(C)[NH2+]1
ZINC41026439	CC[NH+]1CCN(c2nc(N)c([N+](=O)[O-])c(Nc3sc4c(c3C(N)=O)CCCC4)n2)CC1
ZINC43193677	CC(=O)N[C@@H]1[C@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@H](O)[C@@H]2O)[C@H](CO)O[C@@H]1Oc1ccc([N+](=O)[O-])cc1
ZINC43193679	CC(=O)N[C@@H]1[C@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](CO)O[C@@H]1Oc1ccc([N+](=O)[O-])cc1
ZINC43537124	O=C1NCCC[C@@H]1NC(=O)[C@@]1(O)C[C@H](NS(=O)(=O)c2cccc(C(F)(F)F)c2)[C@@H](O)[C@H](O)C1
ZINC43735785	C=C1CCC[C@@]2(C)C[C@H]3OC(=O)[C@H](C[N@H+](C)C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO)[C@H]3C[C@H]12
ZINC25586073	Cc1ccnc([N-]S(=O)(=O)c2ccc(/N=C3\CC(=O)/C(=N\NC(N)=[NH2+])c4ccccc43)cc2)n1
ZINC48564610	C=C[C@@H]1[C@@H](OC[C@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1C[C@H]1NCCc2c1[nH]c1ccccc21
ZINC22790041	O[C@H](C[NH2+]CC[NH2+]C[C@@H](O)COCc1ccccc1Cl)COCc1ccccc1Cl
ZINC49601722	O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O[C@@H]1CCCC[C@H]1O
ZINC49048969	Cc1cc([C@H](OC[C@H](O)C[NH2+]CC[NH3+])c2ccncc2)c2cc(Br)ccc2n1
ZINC52634386	CC(C)(C[C@@H]1CCC[NH2+]1)[C@@H]1C(=O)Nc2ccc(-c3cncc(OC[C@@H]([NH3+])CC4=c5ccccc5=[NH+]C4)c3)cc21
ZINC17420439	O=C(CCCC(=O)NNC(=S)NC1CCCCC1)NNC(=S)NC1CCCCC1
ZINC33819065	c1cc(C[NH+]2CCC(C3=[NH+][C@@H]4CCCC[C@@H]4N3)CC2)ccc1C[NH+]1CCC(C2=[NH+][C@@H]3CCCC[C@@H]3N2)CC1
ZINC33819066	c1cc(C[NH+]2CCC(C3=[NH+][C@@H]4CCCC[C@@H]4N3)CC2)ccc1C[NH+]1CCC(C2=[NH+][C@H]3CCCC[C@@H]3N2)CC1
ZINC28112163	c1cc(C[NH+]2CCC(C3=[NH+][C@@H]4CCCC[C@@H]4N3)CC2)ccc1C[NH+]1CCC(C2=[NH+][C@H]3CCCC[C@H]3N2)CC1
ZINC63547534	O=C(CSC1[NH+]=c2ccccc2=[NH+]1)NCCCCCNC(=O)CSC1[NH+]=c2ccccc2=[NH+]1
ZINC63648741	O=C(CS[C@@H]1N[C@H](c2ccco2)Nc2cc(=O)[nH]n21)NCC1[NH+]=c2ccccc2=[NH+]1
ZINC64097844	Cc1cccc(NC(=O)CS[C@H]2NN[C@H]([C@@H]([NH3+])CC3=c4ccccc4=[NH+]C3)O2)c1C
ZINC64164920	CCc1ccccc1N1N[NH2+]N[C@H]1SCC(=O)NCCC1=c2ccc(OC)cc2=[NH+]C1
ZINC64164923	CCc1ccccc1N1N[NH2+]N[C@@H]1SCC(=O)NCCC1=c2ccc(OC)cc2=[NH+]C1
ZINC02935315	CCOc1cccc([C@H]2CC(c3ccc(OC)cc3)=N[C@@H](c3ccc(C(F)(F)F)cc3)[NH2+]2)c1O
ZINC06078311	CC[NH+](CC)CCN(Cc1cc2cc(C)cc(C)c2[nH]c1=O)C(=S)Nc1ccc(C)cc1
ZINC06078371	CC[NH+](CC)CCN(Cc1cc2ccc(C)c(C)c2[nH]c1=O)C(=S)Nc1ccc(C)cc1
ZINC06078383	CC[NH+](CC)CCN(Cc1cc2ccc(C)cc2[nH]c1=O)C(=S)Nc1cccc(C)c1C
ZINC06135006	CCc1ccc2[nH]c(=O)c(CN(CCC[NH+](C)C)C(=S)Nc3ccc(C)cc3C)cc2c1
ZINC09464543	Cc1nn(Cc2c(Cl)cccc2Cl)c(C)c1C[NH2+]CC(=O)Nc1ccc(F)c(F)c1F
ZINC03425880	Oc1ccccc1C[N@H+](Cc1ccco1)C[C@@H](O)COc1ccc(Cl)cc1Cl
ZINC09542625	CCOc1cccc([C@@H]2CC(c3ccc(CC)cc3)=N[C@H](c3cccc(OC)c3)[NH2+]2)c1O
ZINC12051043	CCS(=O)(=O)Nc1cccc(N2CCC([NH2+][C@H](C)c3ccccc3Cl)CC2)c1
ZINC03074189	O=S(=O)(NC[C@H]([NH2+]C(c1ccccc1)c1ccccc1)c1ccccc1)c1ccc(Cl)cc1
ZINC12635452	CCc1ccccc1NC(=S)N(Cc1cc2ccc(C)cc2[nH]c1=O)C[C@@H]1CCC[N@H+]1CC
ZINC14889005	O=C(NCc1cc2ccccc2s1)c1ccc(C[N@H+]2CCC[C@@H](c3ccccc3)CC2)[nH]c1=O
ZINC14993482	O=C(NCCc1c[nH]c2ccccc12)[C@H]1CC12CC[NH+](Cc1nc(-c3ccccc3)cs1)CC2
ZINC16567597	Cc1cccc(CSc2nnc([C@@H]([NH3+])Cc3ccccc3)n2-c2cc(Cl)ccc2C)c1
ZINC09410891	Cc1[nH]nc(-c2ccc(OCC[NH+]3C[C@@H](C)O[C@H](C)C3)cc2O)c1-c1ccc(Cl)cc1
ZINC05949492	CCOc1ccccc1CN(C(=S)Nc1ccc(C)cc1C)C1CC(C)(C)[NH2+]C(C)(C)C1
ZINC20616975	CCc1ccc(/[NH+]=c2\oc3c(C)ncc(CO)c3cc2C(=O)Nc2ccccc2CC)cc1
ZINC20969523	CC[NH+]1CCN(c2c(Cl)cccc2NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)CC1
ZINC21262954	CCOc1ccc(CN(Cc2ccco2)C(=S)NC2CC(C)(C)[NH2+]C(C)(C)C2)cc1
ZINC22037829	Nc1c(-c2ccccc2)c(C[NH+]2CCN(Cc3ccccc3)CC2)nn1-c1ccc(F)cc1
ZINC23336444	Oc1cc(O)cc(CN2CC[NH+](CCO[C@@H](c3ccccc3)c3cccc(C(F)(F)F)c3)CC2)c1
ZINC26897938	O[C@@H](C[NH2+]Cc1ccccc1)COC(c1ccccc1)(c1ccccc1)c1ccccc1
ZINC35674830	CC[C@@H](NC(=S)NC(C)C)[C@@H]1c2cc(OC)c(OC)cc2CC[N@H+]1Cc1ccccc1C
ZINC38547001	Cc1cccc(N[C@H](c2ccc(C(F)(F)F)cc2)c2cc(C)sc2NC(=O)c2ccco2)[nH+]1
ZINC38547305	O=C(Nc1sc2c(c1[C@@H](Nc1cccc[nH+]1)c1ccc(Cl)cc1)CCCC2)c1ccco1
ZINC38547309	Cc1cc[nH+]c(N[C@@H](c2ccc(Cl)cc2)c2c(NC(=O)c3ccco3)sc3c2CCCC3)c1
ZINC38547497	Cc1cc[nH+]c(N[C@@H](c2cccs2)c2c(NC(=O)c3ccccc3)sc3c2CCCC3)c1
ZINC38547568	Cc1cc[nH+]c(N[C@@H](c2ccccc2Cl)c2c(NC(=O)c3ccco3)sc(C)c2C)c1
ZINC39411910	COc1ccc(CN(C(=S)Nc2cc(C(F)(F)F)ccc2Cl)C2CC(C)(C)[NH2+]C(C)(C)C2)cc1
ZINC39467712	O=C1[C@H]2C3=C(C[C@H]([NH2+]CCc4c[nH]c5ccccc45)CC3)S[C@@H]2N=CN1Cc1ccccc1F
ZINC23361363	CC(C)NC(=O)[C@@H]1C[C@H](N[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)C[N@@H+]1Cc1ccc(Cl)cc1
ZINC39531858	Cc1ccc([C@@H](C[NH2+]Cc2ccccc2)N2CCN[C@H](I)C2)cc1
ZINC40408609	CC(C)[C@@H](O)C[N@@H+](Cc1ccccc1)Cc1nc2sc3c(c2c(=O)[nH]1)CCCCC3
ZINC40735304	O[C@@H](C[NH2+]Cc1c(OCc2c(Cl)cccc2Cl)ccc2ccccc12)c1ccccc1
ZINC40743804	CCOc1cc(C[NH2+]CCCO)cc(Br)c1OCc1ccc(F)cc1Cl
ZINC40744272	COc1cc(C[NH2+]CCCCO)cc(Br)c1OCc1c(Cl)cccc1Cl
ZINC40744883	CCOc1cc(C[NH2+]CCCO)cc(Br)c1OCc1ccc(Cl)cc1
ZINC38551073	Cc1cccc(N[C@H](c2ccc(F)cc2)c2c(NC(=O)c3ccco3)sc3c2CCCC3)[nH+]1
ZINC38550636	O=C(Nc1sc2c(c1[C@H](Nc1cccc[nH+]1)c1ccc(C(F)(F)F)cc1)CCCC2)c1ccco1
ZINC38550676	O=C(Nc1sc2c(c1[C@@H](Nc1cccc[nH+]1)c1ccsc1)CCCC2)c1ccco1
ZINC59092496	CCOc1ccccc1CN(C(=S)Nc1c(C)cccc1C)C1CC(C)(C)[NH2+]C(C)(C)C1
ZINC59099573	COc1ccc(CN(C(=S)Nc2ccc(OC)cc2Cl)C2CC(C)(C)[NH2+]C(C)(C)C2)cc1
ZINC63136742	COc1ccc2c(c1)=C(CCNC(=O)CSc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)C[NH+]=2
ZINC63281539	COc1ccc2c(c1)=C(CCNC(=O)/C=C1/CS[C@@H](c3ccc(Cl)cc3)N1)C[NH+]=2
ZINC63567350	CC1=C(C(=O)NCCC2=c3ccccc3=[NH+]C2)[C@H](n2cccc2)N(c2ccc(F)cc2)N1
ZINC63567352	CC1=C(C(=O)NCCC2=c3ccccc3=[NH+]C2)[C@@H](n2cccc2)N(c2ccc(F)cc2)N1
ZINC63926004	CC1=C(CC(=O)NC[C@H](C2=c3ccccc3=[NH+]C2)c2ccccc2Cl)[C@H](C)N(C)N1
ZINC64212905	O=C(CS[C@H]1Nc2ccccc2O1)NC[C@H](C1=c2ccccc2=[NH+]C1)c1cccs1
ZINC64353858	C[C@H](NC(=O)C(C)(C)C)C(=O)NC[C@H](C1=c2ccccc2=[NH+]C1)c1ccccc1Cl
ZINC65074864	CC(C)Cc1ccc(S(=O)(=O)N2CCC3(CC2)NCC[NH+]=C3NC2CCCCC2)cc1
ZINC03839684	CCNC(=S)N[C@@H]1C=C(C(=O)NCCC(N)=O)C[C@@H](O)[C@@H]1O
ZINC03869384	Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@@H]1O
ZINC04514036	Nc1ncnc2c1ncn2[C@H]1O[C@@H](CSC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O
ZINC04514046	Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CSC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@@H]1O
ZINC05517996	OC[C@@H](O)[C@H](O)[C@@H](O)/C=N\Nc1nnc2c(n1)[nH]c1ccccc12
ZINC05338401	OC[C@@H]1O[C@](CO)(NNC(=S)Nc2ccccc2)[C@H](O)[C@@H]1O
ZINC01636135	Cc1nc(C)c(C(=O)NNC(N)=S)cc1C(=O)NNC(N)=S
ZINC01683546	Nc1ccc(S(=O)(=O)NCC(O)CNS(=O)(=O)c2ccc(N)cc2)cc1
ZINC15223561	CCCCNc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
ZINC15775230	OC[C@H](O)[C@H](O)[C@@H](O)/C=N\Nc1nnc2c(n1)[nH]c1ccccc12
ZINC21386260	CCCCn1c(N)c(N(CC)CC(=O)NC(N)=O)c(=O)[nH]c1=O
ZINC25074280	CCCCn1c(N)c(N(CCC)CCC(=O)NC(N)=O)c(=O)[nH]c1=O
ZINC25246364	NC(=O)CCn1c(SCc2nc(N)nc(N)n2)nnc1-c1ccco1
ZINC28295723	NC(=O)N/N=C/c1cn(C[C@@H](O)C[NH2+]CC(=O)[O-])c2ccccc12
ZINC31155162	COc1cc([C@@H](O)[C@@H](O)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O
ZINC31155173	COc1cc([C@@H](O)[C@H](O)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O
ZINC33611116	C=CC(=O)N[C@H](O)[C@@H](O)NC(=O)CC[NH2+]CCN1CCNC1=O
ZINC33611117	C=CC(=O)N[C@H](O)[C@H](O)NC(=O)CC[NH2+]CCN1CCNC1=O
ZINC33611119	C=CC(=O)N[C@@H](O)[C@H](O)NC(=O)CC[NH2+]CCN1CCNC1=O
ZINC17020676	C[C@@]1(CCCOc2ccc(N)cc2)NC(=[NH2+])NC(=N)N1c1ccccc1
ZINC01680846	NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)[N-][NH3+])cc2)cc1
ZINC02321652	O=C(CC(=O)N/N=C/c1ccc(O)cc1O)N/N=C/c1ccc(O)cc1O
ZINC38656131	CC[C@H](C)[C@@H]1C(=O)N(CCC(=O)NN)C(=O)N1CCC(=O)NN
ZINC38656147	CCC[C@H]1C(=O)N(C[C@H](C)C(=O)NN)C(=O)N1CCC(=O)NN
ZINC39345076	[NH3+]CCCCN[C@H]1N=C2C(=O)N=CN=C2N1[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O
ZINC39855902	COC[C@H](C)NC(=O)c1oc2c(c1C)/C(=N/NC(N)=[NH2+])CC(C)(C)C2
ZINC40756227	C[NH+]1CCN(Nc2ncnc(NCC[NH+]3CCCCC3)c2N)CC1
ZINC40784189	Cc1ccc(C(=O)NNc2ncnc(NNC(=O)c3ccco3)c2N)cc1
ZINC40784235	Cc1ccc(C(=O)NNc2ncnc(NCCCn3cc[nH+]c3)c2N)cc1
ZINC40784351	Cc1ccccc1C(=O)NNc1ncnc(NNC(C)(C)C)c1N
ZINC40784797	Nc1c(NCCCn2cc[nH+]c2)ncnc1NNC(=O)c1ccccc1F
ZINC43217252	C[C@@H](O)[C@H]([NH3+])c1nc(C(=O)NCCNc2ccc([N+](=O)[O-])cn2)co1
ZINC44280819	CS(=O)(=O)c1ccc(C(CCC[NH3+])CCC[NH3+])c([N+](=O)[O-])c1
ZINC44474158	Cc1c([C@H](N)C[NH3+])c2ccccc2n1C[C@H]([O-])[NH2+]C[C@@H]1CCCO1
ZINC20464961	CC(C)NC(=O)NC[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1N(C)CC[NH+](C)C
ZINC08425032	N#Cc1c(CCC[NH2+]C2CC[NH+](Cc3ccccc3)CC2)n[nH]c1N
ZINC13600823	C/N=C(\NC#N)NCc1cccc(-c2csc(N=C(N)N)n2)n1
ZINC20167568	CCOC(=O)CCCCC(=O)c1[nH]c(=O)[nH]c1CSC(N)=[NH2+]
ZINC57840500	CC(C)CNC(=O)C[NH+]1CCC2(CC1)NC(=O)N(CC[NH3+])C2=O
ZINC57849044	CCC[NH+]1CCC2(CC1)NC(=O)N(CCC(=O)NCC[NH3+])C2=O
ZINC22043219	O[C@@H](C[NH2+]CC[NH2+]C[C@H](O)COc1ccccc1)COc1ccccc1
ZINC22043215	O[C@H](C[NH2+]CC[NH2+]C[C@@H](O)COc1ccccc1)COc1ccccc1
ZINC63857210	Cc1c(C[NH2+]CCCc2csc(N)n2)c2ccccc2n1CC(N)=O
ZINC64137905	Nc1nc(N)nc(SCC(=O)NCCC2=c3ccccc3=[NH+]C2)n1
ZINC65407120	CCCCc1nc(C[NH+]2CCC(C[C@@H]3NN[C@H](CO)[N@H+]3C)CC2)c[nH]1
ZINC66245388	N/C(NC[C@@H](O)C[N@@H+]1CCc2ccccc2C1)=[NH+]/C[C@@H]1CCCO1
ZINC66245389	N/C(NC[C@H](O)C[N@@H+]1CCc2ccccc2C1)=[NH+]/C[C@@H]1CCCO1
ZINC66348625	CN(C)[C@@H](CCOc1ccc(N)cc1N)Oc1ccc(N)cc1N
ZINC66348628	CN(C)[C@H](CCOc1ccc(N)cc1N)Oc1ccc(N)cc1N
ZINC67481926	NC(=O)C(NC(=O)NC[C@H]1CCC[N@@H+]1CC1CCCCC1)C(N)=O
ZINC04722777	Nc1nc(SCc2ccc(Br)cc2)c2ncn([C@H]3O[C@@H](CO)[C@@H](O)[C@@H]3O)c2n1
ZINC06821983	CCc1ccc(N(C(=O)c2snc(C(N)=O)c2N)[C@H](C(=O)NC(C)(C)C)c2ccc(Cl)cc2)cc1
ZINC08382329	CCOC(=O)[C@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccccc4O)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O
ZINC12412926	CCOC(=O)[C@@H]1O[C@@H](Oc2cc(O)c3c(c2)O[C@H](c2ccccc2O)CC3=O)[C@@H](O)[C@@H](O)[C@@H]1O
ZINC12473019	Cc1ccccc1CCN(C(=O)c1snc(C(N)=O)c1N)[C@H](C(=O)NC(C)(C)C)c1ccc(F)cc1
ZINC12476919	Cc1ccc([C@H](C(=O)NC(C)(C)C)N(Cc2ccccc2Cl)C(=O)c2snc(C(N)=O)c2N)cc1
ZINC12714990	COc1ccccc1N(C(=O)c1snc(C(N)=O)c1N)[C@H](C(=O)NC[C@@H]1CCCO1)c1ccc(C)o1
ZINC03966397	CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC[C@H]4CC[C@@H](C(=O)OC)CC4)nc32)[C@H](O)[C@@H]1O
ZINC12547638	CCn1c(SCC(=O)Nc2sc3c(c2C(N)=O)CCC3)nc2cc(S(N)(=O)=O)ccc21
ZINC13487244	Nc1cc(-n2nnnc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)ccc1Cl
ZINC17195789	N#CCc1ccc([C@H](C#N)/C(CCCC(=O)Nc2cccc([N+](=O)[O-])c2)=N/NC(=O)NN)cc1
ZINC04824861	Nc1ncnc2c1ncn2[C@H](/C=N/Nc1ccccc1)O[C@H](/C=N\Nc1ccccc1)CO
ZINC04177675	NC(=O)c1c(NC(=S)N[C@H](NC(=O)c2ccco2)C(Cl)(Cl)Cl)sc2c1CCCC2
ZINC20915731	Nn1c(N/N=C/c2cccc(O)c2)nnc1SCCC(=O)Nc1nc2ccccc2s1
ZINC20915864	CC(C)Sc1nnc(NC(=O)CSc2nnc(N/N=C/c3cccc(O)c3)n2N)s1
ZINC20918179	Cc1ccc(/C=N/Nc2nnc(SCCC(=O)Nc3ccc4c(c3)C(=O)NC4=O)n2N)cc1
ZINC21325582	CCN(CC)c1ccc(/C=N/Nc2nnc(SCC(=O)Nc3ccc(C)cc3)n2N)c(O)c1
ZINC21325655	CCN(CC)c1ccc(/C=N/Nc2nnc(SCC(=O)Nc3ccccn3)n2N)c(O)c1
ZINC21325841	CCN(CC)c1ccc(/C=N/Nc2nnc(SCC(=O)Nc3nccs3)n2N)c(O)c1
ZINC23486805	N#Cc1c(N2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)nc(N)c2c(N)nc(SCC(=O)[O-])cc12
ZINC32682193	CCCCc1nnc(N2C(=O)Cc3c2nc(N)c2c(N)nc(N4CCC[C@H](O)C4)c(C#N)c32)s1
ZINC02636985	Nc1nc(SCC(=O)Nc2sc3c(c2C(=O)Nc2ccc(Cl)cc2)CCCC3)n[nH]1
ZINC36552855	CC(C)(C)CC(C)(C)NC(=O)[C@@H](c1c(O)cc(O)cc1O)N(C(=O)[C@@H]1CCC(=O)N1)c1cccc(Cl)c1
ZINC03207183	NC(N)=NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2sc3ccccc3c2Cl)cc1
ZINC38995212	Cc1cc(Cl)ccc1NC(=O)CS[C@@H]1NN[C@@H]([C@@H]2C=C(c3ccc(Cl)cc3)N=N2)N1N
ZINC39006678	COc1cc(N2C(=O)[C@@H]([C@H]3NCCc4c3[nH]c3ccccc43)[C@H](O)N[C@@H]2O)cc(OC)c1OC
ZINC39021287	Cc1ccc(C2=C[C@@H]([C@H]3NN[C@H](SCC(=O)Nc4ccccc4-c4ccccc4)N3N)N=N2)cc1
ZINC39612159	NC(=O)NC(=O)COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccccc1Cl
ZINC39767755	O=C(N[C@H](CO)[C@@H]1NN[C@H](SCc2nc3ccccc3c(=O)[nH]2)N1c1ccccc1)c1ccccc1F
ZINC40400033	COc1ccccc1Nc1nc2c(c(=O)[nH]1)[C@H](C(=O)Nc1ccc(NC(C)=O)cc1)CC(=O)N2
ZINC40400035	COc1ccccc1Nc1nc2c(c(=O)[nH]1)[C@@H](C(=O)Nc1ccc(NC(C)=O)cc1)CC(=O)N2
ZINC40686198	Nc1c(NCc2ccc3c(c2)OCO3)ncnc1NNC(=O)c1ccc(Br)cc1
ZINC40759493	CCN(CC)S(=O)(=O)c1ccc(Nc2ncnc(NNC(=O)c3ccncc3)c2N)cc1
ZINC40759497	CCN(CC)S(=O)(=O)c1ccc(Nc2ncnc(NNC(=O)c3ccccn3)c2N)cc1
ZINC40779804	Nc1c(NNC(=O)c2ccc(Br)cc2)ncnc1Nc1ccc(Br)cn1
ZINC40793477	Nc1c(NNC(=O)c2ccc(Cl)cc2Cl)ncnc1Nc1ccc(C(F)(F)F)cc1
ZINC43553727	C[C@]12CC[C@@H](O)[C@@](C)(CO)[C@H]1Cc1sc(Nc3cccc(O)c3)nc1[C@H]2CC(=O)Nc1nccs1
ZINC45747696	O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1)c1cccs1
ZINC36610054	CC(C)(C)NC(=O)[C@@H](c1c(O)cc(O)cc1O)N(C(=O)c1c(O)cccc1O)c1ccccc1
ZINC36610055	CC(C)(C)NC(=O)[C@H](c1c(O)cc(O)cc1O)N(C(=O)c1c(O)cccc1O)c1ccccc1
ZINC13302795	Nc1ccccc1C(=O)N/N=C(C(=N/NC(=O)c1ccccc1N)/c1ccccc1)\c1ccccc1
ZINC13302795	Nc1ccccc1C(=O)N/N=C(C(=N\NC(=O)c1ccccc1N)\c1ccccc1)/c1ccccc1
ZINC58247617	Cc1c(C(=O)NNC(=O)CCNc2ccc(S(N)(=O)=O)cc2[N+](=O)[O-])oc2ccccc12
ZINC20292295	Nn1c(N/N=C/c2ccc(O)cc2O)nnc1SCC(=O)c1ccc(Br)cc1
ZINC59878798	C=CCc1cccc(/C=N/Nc2nc(S[C@@H](C)C(=O)NNC(=O)C3CCC3)n[nH]2)c1O
ZINC59878801	C=CCc1cccc(/C=N/Nc2nc(S[C@H](C)C(=O)NNC(=O)C3CCC3)n[nH]2)c1O
ZINC59892512	C/C(CC(C)C)=N\Nc1nc(SCC(=O)Nc2nnc(SCC(N)=O)s2)n[nH]1
ZINC15973033	COc1ccc(Cl)cc1NC(=O)[C@@H]1C[C@@H](CC(N)=O)N[C@@]12C(=O)Nc1c(C)cc(Cl)cc12
ZINC15973034	COc1ccc(Cl)cc1NC(=O)[C@H]1C[C@@H](CC(N)=O)N[C@@]12C(=O)Nc1c(C)cc(Cl)cc12
ZINC60343477	CCN(C(=O)COC(=O)c1ccc(C)c(O)c1O)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC64197724	COc1ccc(Cl)cc1NC(=O)[C@@H]1C[C@H](CC(N)=O)N[C@@]12C(=O)Nc1c(C)cc(Cl)cc12
ZINC04221784	NC(=O)[C@H](Cc1cccs1)NC(=O)C1=C[C@@H](NC(=O)c2cnccn2)[C@@H](O)[C@H](O)C1
ZINC04221888	COc1cc(SC)ccc1C(=O)N[C@H]1C[C@@](O)(C(=O)N[C@H]2CCCNC2=O)C[C@@H](O)[C@@H]1O
ZINC01646553	C=CCC(CCC)(C(=O)Nc1ccc2[nH+]c(C)cc(N)c2c1)C(=O)Nc1ccc2[nH+]c(C)cc(N)c2c1
ZINC05386487	CCc1ccc2c(O)c3c(cc2c1C(=O)OC)C(=O)c1c(NCC[NH3+])ccc(NCC[NH3+])c1C3=O
