ZINC01637789	CCOP1(=O)CC(C)=C(Cl)C(OC)C1
ZINC40324936	CCCCCN(C(=O)c1cc(N)cn1CCC)C(C)C
ZINC40737616	CCC(C)CC(CC)Nc1ccc(CCO)cc1
ZINC40738429	CCCC(C)CNc1ccc(CCO)cc1
ZINC41749692	CCCCC[NH2+]C(C)(C(=O)[O-])c1ccc(F)c(F)c1
ZINC41809217	CCCCCCC(C)([NH2+]CCC1CCCCC1)C(=O)[O-]
ZINC42470351	CCCCCC(C)NC(=O)CNc1ccc(C#N)cc1
ZINC43375968	CCCCC(CC)c1noc(N)c1CC(C)C
ZINC43456953	CCCCC(CC)CS(=O)(=O)c1ccccc1N
ZINC44859535	CCCCN(C(=O)C(C(N)=S)C(C)C)C(C)CC
ZINC45327129	CC(N)(C#N)CCCCOc1ccccc1C(C)(C)C
ZINC45329319	CC(C)c1ccccc1OCCCCC(C)(N)C#N
ZINC45329481	CCC(C)c1ccccc1OCCCC(C)(N)C#N
ZINC48955365	CCC(C)Oc1ccc(NC(=O)NCCC(C)C)cc1
ZINC53105452	CCCCC(CC)C(=O)NC1(CO)CCCC(C)C1
ZINC53106430	CCCCCCC(=O)NC1(CO)CCCC(C)C1
ZINC53258451	COCC[NH2+]C1(C(=O)OC)CC(C)CCC1C(C)C
ZINC59942393	C=CCNC(=S)NCCSc1ccc(C)cc1
ZINC61097365	Cc1cc(NCC(O)COC(C)CC(C)C)ccc1F
ZINC61663984	CCCCCCC(C)OCc1cccnc1C(N)=S
ZINC61670506	CCCCC(CC)CNC(=O)c1ccc2cn[nH]c2c1
ZINC62365095	CCCCC(CC)COc1ncnc(Cl)c1N
ZINC63114226	CCCCC(CC)C(=O)N(CC)c1ccc(N)cc1
ZINC63804746	CCCCC1CCC(CNC(=O)CNC(=O)CC)CC1
ZINC66571789	CCCCCC(=O)NNC(=O)CC1CCCCC1
ZINC03850160	CCC(C1CCc2cc(O)ccc2C1)C(C)(C)C(=O)[O-]
ZINC04140523	COc1ccc2c(c1)C1C=CCC1C(c1ccc(C(=O)[O-])cc1)N2
ZINC04742992	O=C([O-])/C=C/C(=N/Nc1ccccc1)c1ccccc1
ZINC05444929	CCc1ccc(Nc2nc(C)c(C(=O)[O-])s2)cc1
ZINC06344677	O=C([O-])c1ccc(Cl)c2c1C1C=CCC1C(c1ccccc1)N2
ZINC06275108	COc1ccc(C2Nc3ccc(C(=O)[O-])cc3C3C=CCC32)cc1
ZINC11948725	CCCCOc1ccc2[nH]c3c(c2c1)CCCC3C(=O)[O-]
ZINC19844840	O=C([O-])c1ccnc(Nc2ccc(Br)cc2F)c1
ZINC20156532	Cc1cc(C)cc(Nc2nc(C)c(C(=O)[O-])s2)c1
ZINC20333686	CC1CCc2c(sc(NC(=O)Cc3ccccc3)c2C(=O)[O-])C1
ZINC00091670	Cc1cc(SCc2cc(O)n[nH]2)c(C)cc1Cl
ZINC06457884	COc1ccc(Cl)cc1Nc1nnc([S-])s1
ZINC32101638	O=C([O-])c1ccc(/N=C\c2ccc3ccccc3c2O)cc1
ZINC31990683	O=C([O-])c1ccc2c(-c3ccccc3Cl)[nH]nc2c1
ZINC35287884	CCCCc1nc([O-])c(Cc2cc(C)ccc2C)c(=O)[nH]1
ZINC35320753	O=C([O-])c1nc(-c2ccccc2Cl)[nH]c1-c1ccccc1
ZINC36174014	CCC(O)(CC(=O)[O-])c1cc(C(C)(C)C)ccc1C
ZINC36175492	CCCCC(O)(CC(=O)[O-])c1ccc2c(c1)CCCC2
ZINC36276441	CCc1nc(Nc2ccc(C(=O)[O-])cc2)sc1C
ZINC36890518	O=C([O-])c1ccc(NCc2ccc(F)c(Br)c2)cc1
ZINC37087529	Cc1ccc(C(=O)[O-])cc1NCc1ccc(C2CC2C)o1
ZINC37088425	CCc1ccc(CNc2ccc(F)c(C(=O)[O-])c2)cc1
ZINC37088455	CC1CCCC(C)C1Nc1ccc(F)c(C(=O)[O-])c1
ZINC37088456	CC1CCCC(C)C1Nc1ccc(F)c(C(=O)[O-])c1
ZINC37305187	COC1CCCCC1Nc1cc(C(=O)[O-])ccc1F
ZINC37305188	COC1CCCCC1Nc1cc(C(=O)[O-])ccc1F
ZINC37373270	CC1CCCCC1Nc1cc(C(=O)[O-])cc(Cl)n1
ZINC37506313	O=C([O-])c1ccc(NC2C3CC4CC(C3)CC2C4)cc1
ZINC37506733	O=C([O-])c1ccc(NC2CC(c3ccc(F)cc3)C2)cc1
ZINC04919174	O=C([O-])c1ccc(N/N=C/c2ccc(F)c(F)c2)cc1
ZINC37955873	CC(Nc1ccc(F)cc1)(C(=O)[O-])c1cccc(Cl)c1
ZINC38002203	CC(Nc1ccc(C(=O)[O-])cc1)c1ccc(Br)s1
ZINC41570652	O=C([O-])c1cccc(CNc2ccc(F)c(Cl)c2)c1
ZINC41658666	[NH-]c1nc(-c2cccc(F)c2)c(C2CCCC2)s1
ZINC41756342	Cc1ccc(NC(C)(C(=O)[O-])c2ccc(F)cc2)cc1C
ZINC41758308	Cc1ccc(C)c(NC2(C(=O)[O-])CCc3ccccc32)c1
ZINC41763294	Cc1cc(C)cc(NC(C)(C(=O)[O-])c2cccc(F)c2)c1
ZINC41763923	CCc1ccc(NC(C)(C(=O)[O-])c2ccccc2)cc1
ZINC41989353	CC(C)(C)C1CCCCC1(Sc1ccc(O)cc1)C(=O)[O-]
ZINC42802769	CC(Nc1ccc(Cl)cc1C(=O)[O-])C1CCCO1
ZINC43322974	Cc1cccc(C(C)(Nc2cccc(F)c2C)C(=O)[O-])c1
ZINC50047420	O=C([O-])C1(Sc2ccccc2O)CCCCCC1
ZINC52266797	CC(C)(C)c1ccc(C(C)(O)C(C)(C)C(=O)[O-])cc1
ZINC19943887	O=C([O-])c1ccc2nc(-c3cccc4ccccc34)[nH]c2c1
ZINC36964502	Cc1ccc(-c2nc3ccc(C(=O)[O-])cc3[nH]2)cc1F
ZINC58021109	O=C([O-])C1(Nc2ccccc2)CCCCc2ccccc21
ZINC61327416	Cc1ccc(C(=O)[O-])cc1NC1CCCc2sccc21
ZINC62136923	O=C([O-])c1cccc2nc(-c3ccc(Br)s3)[nH]c12
ZINC13572828	Cc1cc(/N=C(/[S-])Nc2cccnc2)ccc1Br
ZINC13572828	Cc1cc(NC(=S)Nc2cccnc2)ccc1Br
ZINC65343826	O=C([O-])c1cccc(-c2cc(O)cc(Br)c2)c1
ZINC04645033	O=C([O-])CCC(=O)N1N=C2/C(=C/c3ccccc3)CCCC2C1c1ccccc1
ZINC05136876	CCOc1cc2sc(N3CCC(C(=O)[O-])CC3)nc2cc1Br
ZINC12652977	CC(=O)C1CCC2C3CCC4=C/C(=N\OCC(=O)[O-])CCC4(C)C3CCC12C
ZINC13355132	Cn1c(SCc2ccc(C(=O)[O-])cc2)nc2sc3c(c2c1=O)CCC3
ZINC13450038	COCc1c(C(=O)N2CCc3cc(C(=O)[O-])ccc32)sc2cccc(F)c12
ZINC02151209	COc1ccc(C2C3=C(CCCC3=O)N=C3C2=C([O-])c2ccccc23)cc1OC
ZINC20628154	COC(=O)c1ccc(C)c([N-]S(=O)(=O)c2cc(Cl)sc2Cl)c1
ZINC23872870	[O-]c1nc2nnc(SCc3ccc(Br)cc3)n2c2c1CCC2
ZINC33573712	O=C([O-])CCC(=O)N1N=C2/C(=C\c3cccs3)CCCC2C1c1cccs1
ZINC09111271	O=S(=O)([N-]c1nc2ccccc2s1)c1cnc(Cl)c(Br)c1
ZINC38617016	Cc1c(C(=O)C2C(C=C(Cl)Cl)C2(C)C)c([O-])n(C(C)C)c(=O)c1C#N
ZINC38696640	Cc1cc(S(=O)(=O)[N-]c2cccc(N3CCCC3=O)c2)c(Cl)cc1Cl
ZINC38701768	CC1=C(c2ccccc2)C(/N=C/C2=C([O-])CC(c3ccc(F)cc3)CC2=O)N=N1
ZINC38710805	CC(=O)N1CCc2ccc([N-]S(=O)(=O)c3cc(C)c(Cl)cc3Cl)cc21
ZINC39984248	COc1cc2c(cc1OC)-c1nc(/N=C(\[O-])C(Cl)(Cl)Cl)sc1C2
ZINC39994825	CC(C)Cc1nnc(/N=C([O-])/C(C#N)=C/c2c(Cl)cccc2Cl)s1
ZINC40691437	Cc1nc([N-]S(=O)(=O)c2sc(Cl)nc2C)c(Cl)cc1Cl
ZINC44809936	Cc1ccc(C2CC(c3cccs3)=NN2/C([O-])=C/Sc2ncccn2)cc1
ZINC46707048	Cc1cc(C)cc(C(=O)C(C#N)c2nc([O-])c3c4c(sc3n2)CCCC4)c1
ZINC46707050	Cc1cc(C)cc(C(=O)C(C#N)c2nc([O-])c3c4c(sc3n2)CCCC4)c1
ZINC46707103	CCc1ccc(C(=O)C(C#N)c2nc([O-])c3c4c(sc3n2)CCCC4)cc1
ZINC46707105	CCc1ccc(C(=O)C(C#N)c2nc([O-])c3c4c(sc3n2)CCCC4)cc1
ZINC46707113	Cc1ccc(C(=O)C(C#N)c2nc([O-])c3c4c(sc3n2)CCCC4)cc1C
ZINC48501909	O=[N+]([O-])c1cc(Cl)cc(/C=N/Cc2cc(Br)cs2)c1[O-]
ZINC33861166	O=S(=O)([N-]c1cccc(-c2cnco2)c1)c1ccc(Br)s1
ZINC51329695	O=C([O-])CCC(=O)N1N=C2/C(=C\c3cccs3)CCCC2C1c1cccs1
ZINC51329697	O=C([O-])CCC(=O)N1N=C2/C(=C\c3cccs3)CCCC2C1c1cccs1
ZINC55619461	Cc1cc(Br)cc(C)c1[N-]S(=O)(=O)c1c(C)nn(C)c1Cl
ZINC57689837	O=S(=O)([N-]c1nc2c(s1)COc1ccccc1-2)c1ccc(Cl)s1
ZINC20642302	COc1ccc(/C=C/C(=O)C2=C([O-])N(C)C34CCCC3C2c2ccccc2O4)cc1
ZINC58474324	O=C([O-])c1cccc(-c2nc(-c3cc4c5c(c3)CC(=O)N5CCC4)cs2)c1
ZINC18064022	[O-]c1nc(/C(Cl)=C/c2cnn(-c3ccccc3)c2)nc2sc3c(c12)CCC3
ZINC62554586	CCc1ccc(S(=O)(=O)[N-]c2ccc(N3CC(C)OCC3C)cc2)s1
ZINC39774813	CCCCSC1=NC(=O)C2C(=N1)N=C1CCCC([O-])=C1C2c1cccs1
ZINC39774815	CCCCSC1=NC(=O)C2C(=N1)N=C1CCCC([O-])=C1C2c1cccs1
ZINC63653239	CC1=CC(c2ccc(S(=O)(=O)[N-]c3ccc(Cl)cc3F)s2)N=N1
ZINC64335280	CC(C(=O)N1CCCC2CCCCC21)n1c([S-])nnc1-c1cccs1
ZINC64335639	CC(C(=O)N1CCCC1c1ccccc1)n1c([S-])nnc1-c1cccs1
ZINC64452662	CC1=CC(c2c(C)sc(C)c2S(=O)(=O)[N-]c2cccc(Cl)c2)N=N1
ZINC19911072	CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc2c(c1)CCCN2C
ZINC64668297	Cc1nc(-c2cc(S(=O)(=O)[N-]c3cccc(Cl)c3)c(C)n2C)sc1C
ZINC64754271	CSc1cccc([N-]S(=O)(=O)c2c(C)sc(C)c2C2N=NC(C)=C2C)c1
ZINC64845331	Cc1cc(-c2c(C)sc(C)c2S(=O)(=O)[N-]c2ccc(Cl)cc2)on1
ZINC64845457	Cc1cc(-c2c(C)sc(C)c2S(=O)(=O)[N-]c2cccc(Cl)c2C)on1
ZINC65004165	O=S(=O)([N-]c1ccc(Cl)cc1F)c1ccc(-c2cnc(C3CC3)o2)s1
ZINC65004177	Cc1cc(F)ccc1[N-]S(=O)(=O)c1ccc(-c2cnc(C3CC3)o2)s1
ZINC65112518	Cc1ccc(F)c([N-]S(=O)(=O)c2cc(-c3ccnn3C(C)C)cs2)c1
ZINC65137836	CC1=C(C)C(C2CC(S(=O)(=O)[N-]c3ccc(C)c(F)c3)=C(C)S2)N=N1
ZINC66276628	CCC1CCCCN1C(=O)C(C)Sc1nc2ncc(Br)cc2[n-]1
ZINC66276693	CCN(C(=O)CSc1nc2ncc(Br)cc2[n-]1)c1ccccc1
ZINC00242521	O=C([O-])C1CCCCC1C(=O)Nc1ccc(O)cc1
ZINC06707783	CC(C)C1Nc2ccc(C(=O)[O-])cc2NC1=O
ZINC08024807	O=C([O-])Cc1csc(Nc2ccc(O)cc2)n1
ZINC08701973	Nc1cccc(-c2ccc(/C=C/C(=O)[O-])o2)c1
ZINC08701835	O=C([O-])c1ccc(CNc2ccc(O)cc2)o1
ZINC19979003	CC(C)C(NC(=O)Nc1ccc(C(C)(C)C)cc1)C(=O)[O-]
ZINC06009328	Cc1ccc(NC(=O)c2n[nH]nc2[S-])cc1
ZINC36949230	CCNC(=O)Nc1cc(C)c(C(=O)[O-])s1
ZINC37030641	[O-]c1cc(-c2ccc(NCc3cccnc3)cc2)n[nH]1
ZINC37587677	O=C([O-])c1ccc(NC(=O)C2CCC2)c(O)c1
ZINC37587713	O=C(CC(F)(F)F)Nc1ccc(C(=O)[O-])cc1O
ZINC37590940	CCCNC(=O)Nc1ccc(F)c(C(=O)[O-])c1
ZINC37907057	CC(Nc1ccc(C(=O)[O-])cc1)c1ccn[nH]1
ZINC37930108	Nc1ccc(N2CCSCC2)cc1C(=O)[O-]
ZINC37930856	CCCN(c1ccc(C(=O)[O-])cc1N)C(C)C
ZINC37931058	CC(C1CC1)N(C)c1ccc(C(=O)[O-])cc1N
ZINC40519181	O=C(NCC1CC1)Nc1cccc(C(=O)[O-])c1
ZINC40521457	C=CCNC(=O)NCCc1ccc(C(=O)[O-])cc1
ZINC40547836	CC1CCC(NC(=O)Nc2ccc(F)c(C(=O)[O-])c2)CC1
ZINC40575746	CC(NC(=O)Nc1ccc(/C=C/C(=O)[O-])cc1)C1CC1
ZINC40602690	O=C([O-])CCNC(=O)NCCC1CCCCC1
ZINC40602775	CC(CC(=O)[O-])NC(=O)NCCC1CCCCC1
ZINC40602777	CC(CC(=O)[O-])NC(=O)NCCC1CCCCC1
ZINC42462338	CC(C#N)CN(C)c1ccc(N)c(C(=O)[O-])c1
ZINC42582766	CCC1CCCCC1NC(=O)NCCCC(=O)[O-]
ZINC42870219	CC1CCCCC1CNC(=O)NCCCC(=O)[O-]
ZINC42870223	CC1CCCCC1CNC(=O)NCCCC(=O)[O-]
ZINC44603998	Nc1c([O-])c2ccc(OCc3ccccc3)cc2oc1=O
ZINC45022228	COCCC(C)Nc1ccc(-c2cc(O)n[nH]2)cc1
ZINC45108478	CC(C)(C(N)=O)n1c([S-])nnc1-c1ccccc1
ZINC50031305	CCN(CCOC)c1cc(C(=O)[O-])c(N)cc1F
ZINC50032946	CCN(c1cc(C(=O)[O-])c(N)cc1F)C(C)COC
ZINC50035447	Nc1cc(F)c(OC2CCOCC2)cc1C(=O)[O-]
ZINC50196888	CC(C)(C)CNC(=O)NC(C)(C)CCC(=O)[O-]
ZINC51329672	Nc1ccccc1SCc1cc(C(=O)[O-])co1
ZINC51788828	O=C([O-])c1ccc(F)c(NCc2ccc[nH]2)c1
ZINC52296843	CC1CC1NC(=O)Nc1ccc(C(=O)[O-])cc1
ZINC53735696	Cc1ccc(N)cc1Sc1nccc([O-])n1
ZINC54503517	O=C([O-])c1ccc2c(c1)NC(=O)C(C1CC1)N2
ZINC42326212	Nc1ccc(N2CC3CCC2C3)cc1C(=O)[O-]
ZINC42429538	NC(=O)CC1CCN(c2ccc(C(=O)[O-])cc2)CC1
ZINC06272719	Cc1ccc(/C=N/Nc2nnc([S-])[nH]2)cc1
ZINC59367473	CCCCc1c(C#N)c(N)nc([S-])c1C#N
ZINC59518505	[O-]c1ccccc1/N=C/c1cccc(O)c1O
ZINC62032036	COCCCN(C)c1cc(C(=O)[O-])c(N)cc1F
ZINC62725585	Cc1c(N)cccc1Sc1nccc([O-])n1
ZINC62832103	CCC(C#N)N(C)c1ccc(N)cc1C(=O)[O-]
ZINC62835228	CCCCC(=O)N(CC)c1ccc(C(=O)[O-])cc1N
ZINC62835351	CCN(CC1CC1)c1ccc(C(=O)[O-])cc1N
ZINC63059808	CCCNC(=O)C(C)Nc1ccc(C(=O)[O-])cc1C
ZINC00614420	Cc1cc(C)c2c(N)c(C(=O)NC(C)C)sc2n1
ZINC08341175	CC1CCc2c(sc(NC(=O)C3CCC3)c2C(N)=O)C1
ZINC20516478	CC1CCCC(OCc2cccc(/C(N)=N/O)c2)C1
ZINC35342388	Cc1nc2cc(N3CCCCC3CCO)c(N)cc2s1
ZINC36852313	CNC(=O)c1cccc(NC2CCc3c(O)cccc32)c1
ZINC36861394	CCn1cc(N)cc1C(=O)Nc1ccc(C)c(F)c1
ZINC37254545	Cc1c(N)cccc1S(=O)(=O)NC1CCCC(C)C1
ZINC37551916	Cc1cc(C#CCCO)ccc1NC(=O)NC(C)(C)C
ZINC38119085	OCC1(Nc2cccc(F)c2)COc2cc(O)ccc21
ZINC40308880	C#Cc1cccc(NC(=O)c2ccc(N(C)C)c(N)c2)c1
ZINC40316315	C#Cc1cccc(NS(=O)(=O)c2cc(N)cc(C)c2C)c1
ZINC40316362	C#Cc1cccc(NS(=O)(=O)c2c(C)cccc2N)c1
ZINC40336791	Nc1ccc2sc(C(=O)NCC3CCCOC3)cc2c1
ZINC41161559	Nc1cc(-c2n[nH]c(C3CCCC3)n2)c(F)cc1F
ZINC42142083	N#Cc1ccc(F)c(CSc2nc3ccc(N)cc3[nH]2)c1
ZINC42813801	Nc1c(NCC2CCCCO2)ccc2scnc12
ZINC45074137	N/C(=N/O)c1ccc(N2CCCC2C2CCCC2)c(F)c1
ZINC45628739	Nc1ccccc1S(=O)(=O)NCC1CC=CCC1
ZINC47057614	Nc1c(Cl)cc(NC(=O)CC2CCCO2)cc1Cl
ZINC49979120	Cc1cccc(N(C)Cc2nc3ccc(N)cc3[nH]2)c1
ZINC50017726	Cc1ccc(C(C)NC(=O)c2cc(F)c(F)cc2N)o1
ZINC51119284	CC1CCCCC1N(C)C(=O)c1ccc(NN)cc1
ZINC51119288	CC1CCCCC1N(C)C(=O)c1ccc(NN)cc1
ZINC51151288	CC1CCCC(c2nc(NN)c3ccsc3n2)C1
ZINC51168373	Cc1cc(NN)nc(-c2cc(Br)cs2)n1
ZINC51580554	Cc1ccc(/C(N)=N/O)c(OC2CCCCC2C)c1
ZINC52060979	N#Cc1cc(N)cnc1NCc1cccc2ccccc12
ZINC53006968	Cc1ccc(NN)c(C(=O)N(C)C2CCCC(C)C2)c1
ZINC53735826	Cc1ccc(-n2c(C(C)O)nc3cc(N)ccc32)cc1F
ZINC53735849	Cc1cccc(-n2c(C(C)O)nc3cc(N)ccc32)c1C
ZINC53736003	CC(O)c1nc2cc(N)ccc2n1-c1c(F)cccc1F
ZINC54600186	Nc1cc(-c2ccccc2F)nn1C1CCCCC1O
ZINC54600632	Nc1cc(-c2cccs2)nn1C1CCCCCC1O
ZINC55171870	Cc1cc(C(C)NC(=O)c2sc(N)nc2C)c(C)s1
ZINC58057374	Nc1ccc(-c2cc(=O)[nH]c(Cc3ccccc3)n2)cc1
ZINC58118237	O=c1[nH]c2cc(Cl)c(C(O)c3ccccc3F)cc2[nH]1
ZINC42135919	O=C1Nc2cccc(Cl)c2C1Nc1cccc(CO)c1
ZINC42135950	O=C1Nc2cccc(Cl)c2C1Nc1ccc(O)cc1
ZINC59041182	CC1=NC(N2CCC(Cc3ccccc3)CC2)C(N)=[NH+]1
ZINC61122688	Cc1cc(-n2c(C(C)O)nc3cc(N)ccc32)ccc1F
ZINC61855761	CCC1CCCCN1c1ccc(/C(N)=N/O)c(Cl)c1
ZINC62013961	CC1=NC(N(C)C(C)c2ccccc2Cl)C(N)=[NH+]1
ZINC62236576	Nc1[nH]nc(C2CCCOC2)c1-c1ccccc1F
ZINC62789452	CC1CCCC(N(C)c2cc(Cl)ccc2/C(N)=N/O)C1
ZINC62794584	CC1CCCC(N(C)c2ccc(/C(N)=N/O)cc2Cl)C1
ZINC62794936	CC1CCCC(Oc2ccc(/C(N)=N/O)cc2Cl)C1
ZINC63007514	NNc1c(F)cc(C(=O)N2CCCCCCC2)cc1F
ZINC63058819	Cc1cc(C(=O)N2CCCC3CCCCC32)ccc1NN
ZINC63059145	Cc1cc(C(=O)N2CC(C)CC(C)C2)ccc1NN
ZINC63103924	Cc1ccc(C(C)Nc2nc3ccc(N)cc3s2)o1
ZINC04097440	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl
ZINC00720257	CCc1ccc(C2C(C#N)=C(N)N(c3c(F)cccc3F)C3=C2C(=O)CCC3)s1
ZINC00705631	N#CC1=C(N)N(c2ccccc2C(F)(F)F)C2=C(C(=O)CCC2)C1c1ccsc1
ZINC00713922	N#CC1=C(N)N(c2ccc(Br)cn2)C2=C(C(=O)CCC2)C1c1cccs1
ZINC01440699	CN(C)N1C(N)=C(C#N)C(c2ccccc2F)C2=C1CC(c1ccccc1)CC2=O
ZINC01444431	Cc1cc(C2C(C#N)=C(N)N(N(C)C)C3=C2C(=O)CC(c2ccccc2)C3)c(C)s1
ZINC00713296	N#CC1=C(N)N(c2ccc(Br)cc2)C2=C(C(=O)CCC2)C1c1ccsc1
ZINC00716437	N#CC1=C(N)N(c2cccc(Br)c2)C2=C(C(=O)CCC2)C1c1cccs1
ZINC00720215	N#CC1=C(N)N(c2c(F)cccc2F)C2=C(C(=O)CCC2)C1c1cccc(Cl)c1
ZINC02858688	S=C(Nc1ccc(I)cc1)Nc1ccc2c(c1)OCO2
ZINC05177417	Oc1ccc(Br)cc1C1N=C(c2ccccc2)N=C(c2ccccc2)N1
ZINC05552844	O=C(NN1C(=O)/C(=C/c2ccc[nH]2)SC1=S)c1ccc(Br)cc1
ZINC06284853	O=C1CSc2ccc(C(=O)Nc3cccc(I)c3)cc2N1
ZINC00705421	CC1(C)CC(=O)C2=C(C1)N(c1ccc(Br)cc1)C(N)=C(C#N)C2c1ccsc1
ZINC09981791	Cc1cc(C2C(C#N)=C(N)N(c3cc(Cl)cc(Cl)c3)C3=C2C(=O)CCC3)c(C)s1
ZINC12661306	C=CC1(O)CCC2C3CC(F)C4(O)CC(OC(C)=O)CCC4(C)C3CCC21C
ZINC06017112	Cn1c(CO)nc2cc(/N=C/c3cc(Br)cc(Br)c3O)ccc21
ZINC02363436	O=C1CSC(c2ccc(Br)cc2)c2c(O)nn(C3CCCCC3)c2N1
ZINC13637467	CN(Cc1ccccc1)C(=O)c1cccc2c1NC(c1ccc(O)cc1)C1CC=CC21
ZINC14456218	Cc1ccsc1C1Nc2ccc(C(=O)NCC3CCCO3)cc2C2C=CCC21
ZINC14467940	O=C(c1ccc2c(c1)C1C=CCC1C(c1cc(Cl)cc(Cl)c1O)N2)N1CCOCC1
ZINC14474295	CN(Cc1ccccc1)C(=O)c1cccc2c1NC(c1ccccc1O)C1CC=CC21
ZINC14547458	Cc1ccc(NC(=O)c2cccc3c2NC(c2cccnc2)C2CC=CC32)cc1C
ZINC14548286	O=C(c1ccc2c(c1)C1C=CCC1C(c1c(O)ccc3ccccc13)N2)N1CCOCC1
ZINC13512376	CN1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3cccc(I)c3)C2C1
ZINC20690551	COc1ccc(C2Nc3c(C(=O)N4CCC(C)CC4)cccc3C3C=CCC32)cc1O
ZINC20720319	O=C(c1cccc2c1NC(c1c[nH]c3ccccc13)C1CC=CC21)N1CCCCC1
ZINC20881501	COc1cc(C2CC(=O)NC3=C2C(=O)CC(c2ccccc2)C3)cc(Br)c1O
ZINC28422944	CC1=C(C(=O)N2CCOCC2)C(c2cccc(Br)c2)NC(=S)N1
ZINC33376591	CC12CCC3C(C(=O)CC4(C)C3CCC4(O)C(=O)CBr)C1(C)CCC(O)C2
ZINC17097686	O=C(Nn1c(=S)[nH]c2sc3c(c2c1=O)CCCCC3)c1csc2c1CCCC2
ZINC35895356	CN1C2C=C3C(C#N)=C(N)C(C#N)(C#N)C(c4ccccc4Br)C3C1CC2
ZINC36006154	CN1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3ccc(F)c(Br)c3)C2C1
ZINC37082885	CCC1CCCCN1S(=O)(=O)c1c(Br)cc(N)cc1Br
ZINC37174275	CN(C1CCSC1)S(=O)(=O)c1c(N)cc(Br)cc1Br
ZINC06624488	CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1=CCC2c1ccc(=O)oc1
ZINC39227936	O=C(NC1Cc2ccccc2C1)C1CC=CCC1C(=O)N1CCc2c([nH]c3ccccc23)C1
ZINC39467395	O=P1(c2ccccc2O)NN2CC3C=C(Br)C(Cl)=CC3CC2CO1
ZINC39495701	O=CCC(NC=O)c1ccc(Br)c(Br)c1-c1ccccc1O
ZINC39545181	CSN(C(=O)C1CC(I)=C2Nc3ccccc3C[NH+]21)c1ccccc1
ZINC40269941	O=c1[nH]c2ccc(C(Cl)c3cccc(I)c3)cc2[nH]c1=O
ZINC45630829	CC1CCCC(NC(=O)CC2Sc3ccc(C(F)(F)F)cc3NC2=O)C1C
ZINC45666101	CC1CN(S(=O)(=O)c2c(Br)cc(N)cc2Br)CC(C)(C)O1
ZINC49099027	CC1CCC(C(N)=O)CN1C(=O)c1cc(Br)c(Br)s1
ZINC49642661	O=S(=O)(CC1CCC[NH2+]C1)[N-]c1c(Cl)cc(Br)cc1Cl
ZINC49716070	Nc1cc(Br)c(S(=O)(=O)N2CC3CCC2C3)c(Br)c1
ZINC59364049	CC(NC(=O)c1ccc(Br)s1)C(=O)NC1CCSc2c(F)cccc21
ZINC61871038	O=c1[nH]c2cc(Br)c(C(Cl)c3ccc(Br)cn3)cc2[nH]1
ZINC63354406	Cn1c2ccccc2c2cc(C3NC(C(=O)[O-])CC4=c5ccccc5=[NH+]C43)ccc21
ZINC06815505	Cc1ccc(C2C(C#N)=C(N)N(c3cccnc3Cl)C3=C2C(=O)CCC3)s1
ZINC01613644	COC12C=CC(CC1)c1c(O)ccc(O)c12
ZINC04205569	Cc1c(C#N)c(N)n(C2CCCCC2)c1C
ZINC01427382	CCOc1sc2c(c(=O)c1N)CCCC2
ZINC13480146	C/C=C/C=C\C1Cc2cc(O)cc(O)c2O1
ZINC14630025	Nc1ccc(OCC2CCCCO2)c(Cl)c1
ZINC15417017	Nc1nc(SCc2ccccc2F)ns1
ZINC20254118	Nc1ncc(SCc2cscn2)s1
ZINC20266305	CN(Cc1cccc(F)c1)c1ncccc1N
ZINC34605825	O=Cc1c(O)ccc(O)c1Br
ZINC35699228	Cc1ccc(CN(C)c2cccc(N)c2)o1
ZINC35783747	Cc1cc(N)ccc1N1CC(C)OCC1C
ZINC36742601	CC1CC1C(=O)N1c2ccc(N)cc2CC1C
ZINC36749619	Cc1ccc(Sc2c(N)c(C)nn2C)cc1
ZINC36783295	CC(C1CC1)N(C)c1ccc(C#N)cc1N
ZINC36867291	Nc1ccc2cnn(Cc3cccc(F)c3)c2c1
ZINC36990697	CC(C)CNc1cc2c(cc1Cl)NC(=O)C2
ZINC37238235	Cc1ncsc1C(C)Nc1cccc(O)c1
ZINC37316922	Cc1ncsc1C(C)Nc1ccc(O)cc1
ZINC37371626	N#Cc1ccccc1Cn1ccc2cc(N)ccc21
ZINC37733844	Cc1cnn(-c2ccc(C(N)=S)cc2C)c1
ZINC04162885	CNC(=O)NCC12CC3CC(CC(C3)C1)C2
ZINC37906097	Nc1cccc2c1CCCN2Cc1ccco1
ZINC37906613	CC(Nc1cc(F)cc(F)c1)c1cc[nH]n1
ZINC37912987	CCC1CCCN1c1ccc2cc(N)ccc2n1
ZINC37915148	CCC1CCCN1c1cc(C(N)=S)ccn1
ZINC38040293	N#Cc1ccccc1Oc1c(F)cc(N)cc1F
ZINC39124780	CSC1CCC2CCCCC2N1C(N)=O
ZINC39528782	CCc1cc(O)ccc1N1CCNC(Cl)C1
