ZINC19433863	CC([NH3+])C(=O)Nc1ccccc1C(=O)NC1CC1
ZINC18122077	NNC(=O)CN1C(=S)N/C(=N\c2ccc(Br)cc2)C12CCCCC2
ZINC20345362	Cc1cc(C)cc(NC(=O)NNC(=O)c2cc3ccccc3cc2O)c1
ZINC20622433	CCC(C)n1c(=S)[nH]c([O-])c(C2[NH2+]CCc3c2[nH]c2ccc(Cl)cc32)c1=O
ZINC20622436	CCC(C)n1c(=S)[nH]c([O-])c(C2[NH2+]CCc3c2[nH]c2ccc(Cl)cc32)c1=O
ZINC24122082	CC1CCc2[nH]c3ccc(C(=O)NNC(=O)c4cc(Br)c[nH]4)cc3c2C1
ZINC24122086	CC1CCc2[nH]c3ccc(C(=O)NNC(=O)c4cc(Br)c[nH]4)cc3c2C1
ZINC35345337	Nc1cc2c(cc1Nc1cc(Cl)c(Cl)cc1Cl)NC(=O)C2
ZINC18122579	CC1(C)C=C(NNC(=O)c2cc3ccccc3cc2O)C=C(O)C1
ZINC37558709	Cc1cc(Br)c([N-]S(=O)(=O)c2c[nH+][nH]c2N)c(Br)c1
ZINC37558723	Nc1[nH][nH+]cc1S(=O)(=O)[N-]c1c(Cl)cc(Br)cc1Cl
ZINC15934082	Cc1ccc(NC(=O)NNC(=O)c2cc3ccccc3cc2O)cc1C
ZINC15933780	O=C(NNC(=O)c1cc2ccccc2cc1O)Nc1ccc(Br)cc1
ZINC15934083	O=C(NNC(=O)c1cc2ccccc2cc1O)Nc1ccc(F)cc1F
ZINC40378662	NS(=O)(=O)c1ccc(NC(=O)c2ccccc2O)c(Br)c1
ZINC41644349	CC1CCc2c(sc(NC(=O)C3(C)Sc4ccccc4NC3=O)c2C(N)=O)C1
ZINC43043372	CC1CCCC(NC(=O)NNC(=O)c2cc(Br)c[nH]2)C1C
ZINC43737286	C/C(=N\NC(N)=S)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
ZINC43761276	C/C(=N\N=c1\[nH]c(-c2ccccc2)cs1)c1c(O)cc(O)cc1O
ZINC44861211	CC(C)C(C(=O)Nc1c(Cl)cc(Br)cc1Cl)/C(N)=N/O
ZINC48383381	Cc1[nH]c2ccc(C(=O)Nc3cccc(S(N)(=O)=O)c3C)cc2c1C
ZINC49446783	O=C(NNC(=O)c1ccc(Br)cc1O)c1cc(Br)c[nH]1
ZINC19597715	Cc1n[nH]c(O)c1C(c1ccc(Cl)cc1Cl)c1c(O)n[nH]c1C
ZINC51113286	NNc1ncc(Br)cc1C(=O)Nc1nc2c(s1)CCCC2
ZINC51122276	NNc1ccc(Cl)c(C(=O)Nc2ccc(Br)cn2)n1
ZINC51122842	Cc1cc(Br)c(NC(=O)c2ccc(NN)nn2)c(Br)c1
ZINC04663864	Cc1n[nH]c(O)c1C(c1cccc(I)c1)c1c(O)n[nH]c1C
ZINC54094875	CC1CCCCC1NC(=O)NNC(=O)c1cc(Br)c[nH]1
ZINC56346876	CNC(=O)Nc1cccc(NC(=O)c2[nH]c3ccc(Cl)cc3c2Cl)c1
ZINC58385925	CC(NC(=O)c1cccc2c3c([nH]c12)CCCC3)c1ccc2[nH]c(=O)[nH]c2c1
ZINC24122934	O=C(NNC(=O)c1cc2ccccc2cc1O)c1cc(Br)c[nH]1
ZINC59153034	Oc1cc(O)c(/C=N/Nc2c(F)c(F)c(F)c(F)c2F)c(O)c1
ZINC65617449	Cc1cccc(NC(=S)NNC(=O)c2cc3c(cc2O)CCCC3)c1C
ZINC65919484	O=C(NNC(=O)c1[nH]c2ccccc2c1Br)NC1CCCC1
ZINC66951912	O=C1CSc2ccc(NC(=O)NCC3(O)CCCc4ccccc43)cc2N1
ZINC66953019	O=C1CCCc2cc(NC(=O)NCC3(O)CCCc4ccccc43)ccc2N1
ZINC66953020	O=C1CCCc2cc(NC(=O)NCC3(O)CCCc4ccccc43)ccc2N1
ZINC01573790	O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2O)C1O
ZINC06682015	CC(=O)C1=C(C)Nc2sc(C(N)=O)c(N)c2C1c1ccco1
ZINC16292188	Cc1ccc(C2=NNC(C(C)(O)C(C)(O)C(C)(O)CO)S2)cc1
ZINC16292194	Cc1ccc(C2=NNC(C(C)(O)C(C)(O)C(C)(O)CO)S2)cc1
ZINC19757226	NC(=O)c1ccccc1NC(=O)CN1CCOc2cc(N)ccc21
ZINC22157046	NNC(=O)c1cc(S(=O)(=O)NC2CCCCCC2)c[nH]1
ZINC22159604	Cc1cccc(NS(=O)(=O)c2c[nH]c(C(=O)NN)c2)c1C
ZINC22160581	CC1CCCC(NS(=O)(=O)c2c[nH]c(C(=O)NN)c2)C1C
ZINC06863987	NNC(=O)/C(=C/c1ccccc1O)NC(=O)c1ccccc1
ZINC27329966	CC1CCc2sc(C(=O)NNC(=O)C(C)NC(N)=O)cc2C1
ZINC27329969	CC1CCc2sc(C(=O)NNC(=O)C(C)NC(N)=O)cc2C1
ZINC27329972	CC1CCc2sc(C(=O)NNC(=O)C(C)NC(N)=O)cc2C1
ZINC27835875	NC(N)=NS(=O)(=O)c1ccc(/N=C/c2ccc(O)cc2)cc1
ZINC32727499	NC(=O)c1cc(-c2cn3cc(S(N)(=O)=O)ccc3n2)ccc1O
ZINC35599523	Nc1cc(S(=O)(=O)NCC(O)c2ccccc2)ccc1O
ZINC06607221	CC1CCCCC1NC(=O)NC(=O)CSc1n[nH]c(N)n1
ZINC06607216	CC1CCCCC1NC(=O)NC(=O)CSc1n[nH]c(N)n1
ZINC36284514	NNC(=O)Cn1c(-c2ccc(F)cc2)nc2c(N)cccc21
ZINC36337314	Nc1cccc(NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)c1
ZINC37288704	CC(Oc1c(N)cc(F)cc1Br)C(=O)NC(N)=O
ZINC39006702	CC1=CC(C2NNC(SCC(=O)Nc3ccccc3C)N2N)N=N1
ZINC10716116	CC1CCCC(NC(=O)NC(=O)CSc2n[nH]c(N)n2)C1C
ZINC40348782	Cc1ccc(S(=O)(=O)NC2CCC(C(N)=O)CC2)cc1N
ZINC40377978	Nc1ccc(Cl)c(C(=O)Nc2ccccc2S(N)(=O)=O)c1
ZINC40673908	Cc1c(N)cc(S(=O)(=O)NC(C)(C)C(N)=O)cc1Cl
ZINC40680625	Cc1ccccc1C(=O)NNc1ncnc(NC(C)(C)C)c1N
ZINC40708662	Nc1c(NNC(=O)c2ccco2)ncnc1NC1CCCCC1
ZINC42502212	Nc1cc(S(N)(=O)=O)ccc1N(CCO)C1CCCC1
ZINC44990282	CC(Sc1nc(N)nc2[nH]cnc12)C(=O)NCC1CCCCC1O
ZINC45708966	NC(=O)NNC(=O)NC1CCN(c2ccc(C(F)(F)F)cn2)CC1
ZINC46907969	O=C(CNC(=O)NCC(F)(F)F)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC48547820	NC(=S)N/N=C(/CC1OC(=O)C(Cl)=C1Cl)c1cccc(N)c1
ZINC48843561	[NH3+]C1CCCCC1NC(=O)Nc1ccc(C(=O)[O-])c(Cl)c1
ZINC17123097	Cc1csc(NC(=O)c2sc3nc(N)c(C#N)cc3c2N)n1
ZINC06828397	Nn1cnnc1N/N=C/c1cc(Br)c(O)cc1O
ZINC56645018	NC(=O)Cc1ccccc1NC(=O)NC1C2CCCC1C[NH+](C1CC1)C2
ZINC26753136	CC(NC(N)=O)C(=O)NNC(=O)c1cc2c(s1)CCCCC2
ZINC24440296	NC(=O)NC(CC(=O)Nc1cccc2cn[nH]c12)c1ccccc1F
ZINC58950875	Cc1cc(C)c(C2C(C(N)=O)=C(N)Oc3[nH]nc(C)c32)c(C)c1
ZINC60396608	Cc1ccc(C(=O)NNC(=O)CNC(=O)NC2CC2)c(O)c1
ZINC22089817	Cc1cc(N)nc(SCC(=O)Nc2sccc2C(N)=O)n1
ZINC61886279	N/C(=N/O)C1CCCC1NC(=O)c1ccc(O)c(Cl)c1
ZINC63244764	Cc1cc(C)c(S(N)(=O)=O)cc1C(=O)NNC(=O)NCC(C)C
ZINC63244773	Cc1cc(C)c(S(N)(=O)=O)cc1C(=O)NNC(=O)NCC1CC1
ZINC63244964	CCCNC(=O)NNC(=O)c1cc(S(N)(=O)=O)c(C)cc1C
ZINC63456376	CN1C(=O)C(/C(N)=N/OCC(=O)NC2CCCCC2)=C(N)C12CCCC2
ZINC39345080	CC1=C(C(c2ccc(O)c(O)c2)c2c(O)n[nH]c2C)C(O)N=N1
ZINC63695136	NC(=O)C(NC(=O)c1csc(-c2ccccc2F)n1)C(N)=O
ZINC65623414	Cc1cc(C(=O)NNC(=O)NCC2CC2)cc(S(N)(=O)=O)c1C
ZINC66634653	Cc1cc(C(=O)NC2CCC(C(N)=O)CC2)c(N)c([N+](=O)[O-])c1
ZINC03876674	CNC(=O)N(O)C1N(NC(=O)Nc2ccc(Cl)c(Cl)c2)C(=S)SC1(C)C
ZINC01608075	O=C(NCCNC(=O)c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O
ZINC08754528	O=C(NC1CCCCC1)NN(C(=O)Nc1ccccc1)c1nc(-c2cccc(O)c2)cs1
ZINC02392549	Nc1c(C(=O)NC2CCCC2)c2nc3ccccc3nc2n1/N=C/c1c[nH]c2ccccc12
ZINC09246495	Cc1cc2nc(NC3=NC(O)C=C(CSc4nc5ccccc5[nH]4)N3)nc(C)c2cc1C
ZINC09779154	O=c1oc2ccccc2c(O)c1C(c1ccc(O)c(O)c1)c1c(O)c2ccccc2oc1=O
ZINC10275393	CC(NC(=O)NNC(=O)c1nn(-c2ccccc2)cc1O)c1ccc(Cl)cc1Cl
ZINC12605368	Cc1cccc(NC(=O)c2ccc(NS(=O)(=O)c3ccc4[nH]c(=O)[nH]c4c3)cc2)c1C
ZINC13639657	Oc1ccc(C2Nc3ccc(Nc4ccccc4)cc3C3C=CCC32)c(O)c1
ZINC01110249	COc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccccc2C)cc(Br)c1O
ZINC15541292	Cc1ccc(C)c(S(=O)(=O)Nc2ccc(C(=O)Nc3ccc4[nH]c(=O)[nH]c4c3)cc2)c1
ZINC01126835	CC1=C(C(=O)Nc2ccc(C)c(C)c2)C(c2cc(Cl)c(O)c(Cl)c2)NC(=S)N1
ZINC08845186	O=C(Nc1c(C(=O)Nc2ccccc2)oc2ccccc12)c1cc(-c2ccccc2O)[nH]n1
ZINC08845186	O=C(Nc1c(C(=O)Nc2ccccc2)oc2ccccc12)c1cc(-c2ccccc2O)n[nH]1
ZINC20018508	NC(=O)C1=C(N)SC23CCCCC12Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O3
ZINC24977371	Cc1ccc(C)c(NC(=O)c2ccc(NS(=O)(=O)c3ccc4[nH]c(=O)[nH]c4c3)cc2)c1
ZINC31164995	CC1(C)CCc2ccc(O)c(C(=O)c3c(O)cc4c(c3O)C3(O)C=COC3O4)c2O1
ZINC32125192	NC(=O)c1c(NC(=S)NC(=O)c2cccc(Cl)c2Cl)sc2c1CCCCC2
ZINC32771512	CC(Nc1cccc(NC(=O)Nc2ccccc2)c1)C(=O)N1CC(=O)Nc2ccccc21
ZINC35352892	CC1=C(C(=O)Nc2ccc(C)c(C)c2)C(c2ccc(O)c([N+](=O)[O-])c2)NC(=S)N1
ZINC35944073	CC1CCC(C)C(NC(=O)Nc2cccc(NC(=O)NC3CC(C)CCC3C)c2)C1
ZINC36280548	Nc1c(Cl)c(Cl)nc(C(=O)N/N=C2\C(O)=Nc3c(Cl)cc(Cl)cc32)c1Cl
ZINC04732493	CNC(=O)N(O)C1N(NC(=O)Nc2cccc3ccccc23)C(=S)SC1(C)C
ZINC19898872	O=C(N/N=C1\CCC2CC1CC/C2=N\NC(=O)Nc1ccccc1)Nc1ccccc1
ZINC03083199	O=C(N/N=C/c1cc(Cl)cc(Cl)c1O)N/N=C/c1cc(Cl)cc(Cl)c1O
ZINC39771607	CC(C)(C)c1cc(/C=N/NC(=O)c2cc(O)c(O)c(O)c2)cc(C(C)(C)C)c1O
ZINC40399204	O=C1CC(C(=O)Nc2ccc(Cl)cc2)c2c(nc(Nc3ccc(Cl)cc3)[nH]c2=O)N1
ZINC40399208	O=C1CC(C(=O)Nc2ccccc2Cl)c2c(nc(Nc3ccc(Cl)cc3)[nH]c2=O)N1
ZINC40399216	O=C1CC(C(=O)Nc2cc(Cl)cc(Cl)c2)c2c(nc(Nc3ccccc3)[nH]c2=O)N1
ZINC40399260	Cc1ccc(NC(=O)C2CC(=O)Nc3nc(Nc4ccc(Cl)cc4)[nH]c(=O)c32)cc1C
ZINC40399436	O=C1CC(C(=O)Nc2ccccc2)c2c(nc(Nc3cc(Cl)cc(Cl)c3)[nH]c2=O)N1
ZINC40400377	Cc1ccc(Nc2nc3c(c(=O)[nH]2)C(C(=O)Nc2cc(C)cc(C)c2)CC(=O)N3)cc1
ZINC40400379	Cc1ccc(Nc2nc3c(c(=O)[nH]2)C(C(=O)Nc2ccc(C)cc2C)CC(=O)N3)cc1
ZINC40400393	CCc1ccccc1NC(=O)C1CC(=O)Nc2nc(Nc3ccc(C)cc3)[nH]c(=O)c21
ZINC40527340	Cc1cccc(-c2cc(C(=O)Nc3c(C(=O)Nc4ccccc4)oc4ccccc34)[nH]n2)c1O
ZINC43883815	Cc1ccccc1NC(=O)NNC(=O)NC(c1ccc2c(c1)OCCO2)C(C)C
ZINC45326718	CC1=C(C(=O)Nc2ccccc2C(F)(F)F)C(c2ccc(O)c([N+](=O)[O-])c2)NC(=S)N1
ZINC45946888	NC(=O)C1CC(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)=NN1c1ccccc1
ZINC49000219	OCC1OC(n2cnc3c(NC4CCCCCCC4)cc(Cl)nc32)C(O)C1O
ZINC06177554	Cc1n[nH]c(O)c1C(c1c(O)n[nH]c1C)c1cn(Cc2ccccc2C#N)c2ccccc12
ZINC20611031	COc1ccc2[nH]c3c(c2c1)CC[NH2+]C3c1c([O-])[nH]c(=O)n(-c2cc(Cl)ccc2C)c1=O
ZINC20611654	COc1ccc2[nH]c3c(c2c1)CC[NH2+]C3c1c([O-])[nH]c(=O)n(-c2ccc(C)c(Cl)c2)c1=O
ZINC20756722	COc1ccc2[nH]c3c(c2c1)CC[NH2+]C3c1c([O-])[nH]c(=O)n(C2CCCCCC2)c1=O
ZINC20756722	COc1ccc2[nH]c3c(c2c1)CC[NH2+]C3c1c([O-])n(C2CCCCCC2)c(=O)[nH]c1=O
ZINC39326459	CC1=CC(=O)N2C(N1)NC(NCCc1c[nH]c3ccccc13)=NC2c1ccc(Cl)cc1
ZINC40975768	O=C(Nc1ccc(F)c(F)c1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)c2ccccc12
ZINC56604071	CC(C)(C)OC(=O)NC1CCCN(C(=O)Nc2ccc(F)c(C(N)=O)c2)C1
ZINC57142620	COc1ccc(Cl)cc1NC(=O)C1CC(C(C)O)NC12C(=O)Nc1ccc(Cl)cc12
ZINC59385188	CC1=C(C(=O)N/N=C/c2ccc3c(c2)OCO3)C(c2ccccc2O)NC(=S)N1
ZINC59474595	O=C(Nc1ccc(C(=O)CC2(O)C(=O)Nc3ccccc32)cc1)Nc1cccc(Cl)c1
ZINC13523677	COc1ccc(C2(c3ccc(O)cc3O)CC(c3ccccc3Cl)[NH+]=C([S-])N2)cc1
ZINC13523677	COc1ccc(C2(c3ccc(O)cc3O)CC(c3ccccc3Cl)NC(=S)N2)cc1
ZINC65315473	CC(C)NC(=O)C1CCCN(C(=O)Nc2ccc(NC(=O)Nc3ccccc3F)cc2)C1
ZINC02255194	NC(=O)c1sc2nc(-c3cccs3)cc(-c3ccc(F)cc3)c2c1N
ZINC00236009	[NH3+]CCc1c(C(=O)[O-])[nH]c2ccc(Br)cc12
ZINC13639812	Cc1ccc(O)c2c1C1C=CCC1C(c1ccc(O)cc1O)N2
ZINC14467016	NC(=O)c1ccc2c(c1)C1C=CCC1C(c1cc(Cl)cc(Cl)c1O)N2
ZINC17222927	CC1=C/C(=N/NC(N)=S)C(C(O)(C(F)(F)F)C(F)(F)F)C(C)(C)C1
ZINC20095126	Cc1ccc(C(C)Nc2ccc3[nH]c(=O)[nH]c3c2)c(O)c1
ZINC22017745	CC(C)(C)c1cc(Br)cc(/C=N/NC(N)=S)c1O
ZINC35341365	Nc1cc2c(cc1Nc1ccccc1I)CCC(=O)N2
ZINC35355932	Nc1cc2c(cc1Nc1ccccc1I)NC(=O)CC2
ZINC35367014	Nc1ccc(C(O)CNC(=O)c2cc(Br)ccc2F)cc1
ZINC35628739	Cc1ccc(O)c(C(C)Nc2ccc3[nH]c(=O)[nH]c3c2)c1
ZINC36737927	CCCSc1ccc(N)c(NC(=O)c2ccccc2O)c1
ZINC37046182	CC(Nc1ccc(Cl)c(C(N)=O)c1)c1ccccc1O
ZINC37671179	Nc1ccc(C(O)CNc2nc3ccccc3s2)cc1
ZINC13638666	Cc1cccc(C(=O)NNC2=CC(C)(C)CC(O)=C2)c1O
ZINC37945395	NC(=O)C1(Nc2ccccc2F)COc2cc(O)ccc21
ZINC19909388	CC1(C)CC(=O)C(CC2=C(N)CC(C)(C)CC2=O)=C(N)C1
ZINC40333942	C=CCN(Cc1ccc(Cl)s1)C(=O)c1cc(N)cc(N)c1
ZINC40368970	N/C(=N/O)c1ccccc1NC(=O)c1cc2c(s1)CCC2
ZINC40372497	CC1CCC(NC(=O)c2cccs2)(/C(N)=N/O)CC1
ZINC42153572	N#Cc1c(N)cc(N)nc1SCc1csc(Br)c1
ZINC42603274	CC1CCCCC1N(C)c1cc(N)cc(S(N)(=O)=O)c1
ZINC43722191	CC(O)C1(O)CCC2C3CCC4(C)CC(O)CCC4(C)C3C(O)CC21C
ZINC44460403	CC12CCC(O)CC1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
ZINC44784398	CC1CCCCC1NC(=O)C1(/C(N)=N/O)CCCCCC1
ZINC44785614	N/C(=N/O)C1(C(=O)Nc2cccc(F)c2F)CCCC1
ZINC49010266	CC1CCCC(N(C)c2cc(N)cc(S(N)(=O)=O)c2)C1
ZINC49234194	Nc1ccc2c(C(=O)Nc3nc(C4CC4)cs3)c[nH]c2c1
ZINC49542567	CCCC1CCC(Nc2cc3c(cc2N)CC(=O)N3)CC1
ZINC51127638	CC1CCCC(NC(=O)c2cnc(NN)c(Cl)c2)C1
ZINC51993334	Cc1cc(N)c(S(=O)(=O)NC2CCCCC2O)cc1C
ZINC52857993	NC(=O)C1CCCN1c1ccc(Cl)cc1C(N)=S
ZINC53006393	Cc1ccc(NN)c(C(=O)Nc2ccc(C(C)C)cc2)c1
ZINC53111842	Nc1ccc(Br)c(C(=O)NC2(CO)CCCCC2)c1
ZINC53114874	CC1CCCC(CO)(Nc2ccc3scnc3c2N)C1
ZINC54216133	NNc1c(F)cccc1C(=O)Nc1cccc(F)c1F
ZINC57866477	NC(=S)Cn1c(-c2cccc(N)c2)nc2cc(F)c(F)cc21
ZINC40674106	CC(C)(NC(c1ccccc1)c1ccc(O)cc1)C(N)=O
ZINC48846653	CSc1ccc(C(C)(NC2CCCCC2[NH3+])C(=O)[O-])cc1
ZINC37045934	NC(=O)c1cc(NC2C(=O)Nc3ccccc32)ccc1Cl
ZINC61089379	CC1CCCC(CO)(NC(=O)c2cc(N)c(F)cc2Br)C1
ZINC61884838	NC(=S)C1CCCC1NC(=O)c1ccc(Br)cc1O
ZINC61886421	N/C(=N/O)C1CCCC1NC(=O)c1cc(F)ccc1F
ZINC61887598	N/C(=N/O)C1CCCC1NC(=O)c1cc(F)cc(F)c1
ZINC62777594	NC(=S)C1(NC(=O)c2cc[nH]n2)CCCCCCC1
ZINC62788336	NC(=O)C1CCCCN1c1cc(Cl)ccc1C(N)=S
ZINC62960726	NC(=O)c1cc(N2CCC3(CCCC3)CC2)c(F)cc1N
ZINC63003982	Nc1ccc(O)c(CNC(=O)c2cc(F)c(F)c(F)c2)c1
ZINC63008572	N/C(=N/O)C1CCCC1NC(=O)c1cc(F)c(F)c(F)c1
ZINC63059634	Cc1cc(C(=O)NC2CCCc3sccc32)ccc1NN
ZINC19368128	C[NH+](CC[NH3+])C1CCC2C3CCC4CC(O)CCC4(C)C3CCC21C
ZINC36226786	CC(C)(C)C1CCC(C[NH3+])C([NH+]2CCCC(CO)C2)C1
ZINC37159026	CCC(C)(C)C1CCC(C[NH3+])C([NH+]2CCC(CO)CC2)C1
ZINC37159032	CC(C)(C)C1CCC(C[NH3+])C([NH+]2CCC(CO)CC2)C1
ZINC37159034	CC(C)(C)C1CCC(C[NH3+])C([NH+]2CCC(CO)CC2)C1
ZINC37648645	CCC([NH3+])C(=O)NCC1CC[NH+](CC(F)(F)F)C1
ZINC37648646	CCC([NH3+])C(=O)NCC1CC[NH+](CC(F)(F)F)C1
ZINC40461998	CC(C[NH+]1CCCCC1)NC(=O)C([NH3+])C(C)(C)C
ZINC40810434	CC(C)[NH2+]CCC(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1
ZINC40831093	CC(C)C([NH3+])C(=O)NCC(C(C)C)[NH+]1CCCC1
ZINC42901464	CNC(=O)C1CC[NH+](C(c2ccccc2)C(C)[NH3+])CC1
ZINC43262441	CCC([NH3+])C(c1ccc(Br)s1)[NH+]1CCCCC1C(=O)NC
ZINC43291642	CCC([NH3+])C([NH+]1CCCCC1CCO)C(C)(C)C
ZINC43735898	C[NH+](CC[NH3+])C1CCC2C3CCC4CC(O)CCC4(C)C3CCC21C
ZINC45271989	C[NH2+]C(C)(CC[NH+](C)C1CCCCCC1)C(N)=O
ZINC48857393	CC(C)(C)C1CCC(C[NH3+])C([NH+]2CCCCC2CO)C1
ZINC48857418	CCC(C)(C)C1CCC(C[NH3+])C([NH+]2CCCCC2CO)C1
ZINC49538844	CCCC(C)([NH3+])C[NH2+]C(C)c1sc(C)nc1C
ZINC49538847	Cc1nc(C)c(C(C)[NH2+]CC2CCC([NH3+])CC2)s1
ZINC43253146	[NH3+]CC(c1ccc(Cl)s1)[NH+]1CCCC1CO
ZINC43253903	[NH3+]CC(c1ccc(Cl)s1)[NH+](CCO)C1CC1
ZINC50270289	CC[NH2+]C(C[NH3+])c1cc(Br)c2c(c1)OCCCO2
ZINC51818571	CCC(C)(C)C1CCC(C[NH3+])C([NH+](C)CC(C)O)C1
ZINC53860121	CC(C)(C)C1CCC([NH3+])C(C[NH+]2CCC(CO)CC2)C1
ZINC53863783	CCC1CCC([NH3+])C(C[NH+]2CCCCC2CCO)C1
ZINC53875228	CCC1CCC([NH3+])C(C[NH+](CCO)C2CCCC2)C1
ZINC53875277	CC(C)(C)C1CCC([NH3+])C(C[NH+](CCO)C2CCCC2)C1
ZINC53875411	[NH3+]C1CCCCCC1C[NH+](CCO)C1CCCCC1
ZINC54559399	CC(C)C1CCC([NH3+])C(C[NH+]2CCC(CO)CC2)C1
ZINC54560296	CC(C)C1CCC([NH3+])C(C[NH+](CCO)C2CCCCC2)C1
ZINC54560370	CC(C)C1CCC([NH3+])C(C[NH+]2CCCCC2CO)C1
ZINC54560667	CC(C)C1CCC([NH3+])C(C[NH+]2CCCC2CCCO)C1
ZINC55131881	CC1CC(C(=O)NCC[NH+](C)C(C)C)CCC1[NH3+]
ZINC55131927	CC1CCC([NH3+])CC1C(=O)NCC[NH+](C)C(C)C
ZINC55136683	CC1CC[NH+](CCNC(=O)CC2CCCC([NH3+])C2)CC1
ZINC55138961	CC1CCCC(C(=O)NCCCC[NH+](C)C)C1[NH3+]
ZINC55139276	CC1CCCC([NH3+])C1C(=O)NC1CC[NH+]2CCCC12
ZINC55140042	CC[NH+]1CCC(CNC(=O)C2CCCC([NH3+])C2C)CC1
ZINC55140052	CC[NH+]1CCC(CNC(=O)C2CCCC(C)C2[NH3+])CC1
ZINC55140715	CC(C[NH+]1CCCC1)NC(=O)C1CC([NH3+])CCC1C
ZINC55140728	CC(C[NH+]1CCCC1)NC(=O)C1C(C)CCCC1[NH3+]
ZINC55141536	CCC[NH+]1CCC(NC(=O)C2CCCC(C)C2[NH3+])CC1
ZINC55141886	CC(C[NH+]1CCCCC1)NC(=O)CC1CCCCC1[NH3+]
ZINC55141921	CC(C[NH+]1CCCCC1)NC(=O)CC1CCCC([NH3+])C1
ZINC55146961	C[NH+]1CCC(NC(=O)C2CCCC(CC[NH3+])C2)CC1
ZINC55148062	C[NH+]1CCC(CNC(=O)C2CCCC(CC[NH3+])C2)C1
ZINC55161921	C[NH+]1CCCC(NC(=O)C2CCCC(CC[NH3+])C2)C1
ZINC55163023	CC(CC[NH+](C)C)NC(=O)C1CCCC(C[NH3+])C1
ZINC62073329	CC1CCC(C(=O)NCCC[NH+]2CCCC2)CC1[NH3+]
ZINC63178270	CC(C1CCCC1)[NH+]1CCCC(C(=O)NCC[NH3+])C1
ZINC11955234	CC1CC[NH+](C2(CNC(=O)CCC[NH3+])CCCCC2)CC1
ZINC36128227	CC1CCC(C[NH3+])C([NH+]2CCN(CCO)CC2)C1
ZINC37005011	CCCC[NH+]1CCC(NC(=O)C([NH3+])C(C)C)CC1
ZINC37152158	CC([NH2+]C1CCC(C(N)=O)CC1)C1CCC[NH+](C)C1
ZINC37157534	CCC(C)(C)C1CCC(C[NH3+])C([NH+]2CCNC(=O)C2)C1
ZINC38042252	CC(CNC(=O)C1([NH3+])CCCC1)C[NH+]1CCCCC1
ZINC37649695	[NH3+]C1CCC(C(=O)NCC2CC[NH+](C3CC3)C2)CC1
ZINC40624375	CC(C)CC([NH3+])C(=O)NCC1CC[NH+](C(C)C)C1
ZINC40670564	CC1CCCC(CNC(=O)C([NH3+])C(C)C)([NH+](C)C)C1
ZINC42391800	CCC1CCC(C[NH3+])C([NH+]2CCCC2C(=O)NC)C1
ZINC42429065	NC(=O)C[NH+](CCC1CCCC[NH2+]1)C1CCCC1
ZINC42602141	CCC1CCC(C[NH3+])C([NH+](C)CC(=O)NC(C)C)C1
ZINC43364614	CCC([NH3+])C(c1ccc(C)o1)[NH+]1CCCC1CO
ZINC43559887	CC1CCC(C)[NH+]1C(C)C(=O)NC1CCCCC1[NH3+]
ZINC43617068	CC1CCC[NH+](CC(=O)NC2CCCCC2)C1C[NH3+]
ZINC44564473	C[NH+]1CCCCC1CNC(=O)C1([NH3+])CCCCC1
ZINC44806443	CCC[NH+]1CCC(NC(=O)C(C[NH3+])C(C)C)CC1
ZINC44995407	CC(C)C(C[NH3+])C(=O)NCC(C)[NH+]1CCCCC1
ZINC44995411	CC(C)C(C[NH3+])C(=O)NCC(C)[NH+]1CCCCC1
ZINC50090190	C[NH+](CC(=O)NCC(F)(F)F)C1(C[NH3+])CCCC1
ZINC52047920	CC1CCCC(CNC(=[NH2+])NC2CCCCC2)([NH+](C)C)C1
ZINC52048798	CC(C[NH+]1CCCCC1)NC(=[NH2+])NC1CCCCC1
ZINC55089021	CC(CNC(=O)C1CCCCC1[NH3+])[NH+]1CCCCC1
ZINC55089282	[NH3+]C1CCCCC1C(=O)NCC[NH+]1CCCCCC1
ZINC55089893	[NH3+]C1CCCCC1C(=O)NCC[NH+]1CCCCC1
ZINC55122999	CC[NH+](CC)CCNC(=O)C1CC([NH3+])CCC1C
ZINC55123543	[NH3+]C1CCC(CC(=O)NC2C[NH+]3CCC2CC3)CC1
ZINC55123550	CC1C([NH3+])CCCC1C(=O)NC1C[NH+]2CCC1CC2
ZINC55123567	CC1CCCC([NH3+])C1C(=O)NC1C[NH+]2CCC1CC2
ZINC55123570	[NH3+]C1CCCC(CC(=O)NC2C[NH+]3CCC2CC3)C1
ZINC55125029	CC1CCCC(C(=O)NCC[NH+](C(C)C)C(C)C)C1[NH3+]
ZINC55136260	[NH3+]C1CCCC(CC(=O)NCC[NH+]2CCCCCC2)C1
