ZINC02004002	CC(C)([NH3+])Cc1ccc(Br)cc1
ZINC07487160	CCc1cccc(C)c1NC(=O)C[NH+](CC)Cc1nc2ccccc2c(=O)[nH]1
ZINC12891571	Cc1sc2nc(C[NH+]3CCCC3)nc(NCC(=O)NC(C)(C)C)c2c1C
ZINC08963999	Cc1ccc(NC(=O)C(=O)NCC(c2ccc3c(c2)CCN3C)[NH+](C)C)c(C)c1
ZINC12433667	Cc1cc(C[NH+]2CCCC(C(=O)Nc3ccc(-c4ccn[nH]4)cc3)C2)oc1C
ZINC13782311	O=C(NCC[NH2+]Cc1cccc(-n2cccn2)n1)C12CC3CC(CC(C3)C1)C2
ZINC14976829	Cc1ccc(C[NH+]2CCNC(=O)C2CC(=O)NCCc2cscn2)cc1
ZINC19227781	Cc1ccc(SC(C)C(=O)N2CCC(n3cc(C(C)(C)[NH3+])nn3)CC2)cc1
ZINC22913264	O=C(CN1CC[NH+](CC(=O)NC2CC2)CC1)Nc1ccc(Cl)c(Cl)c1
ZINC24250449	CCOC(=O)C1=C(C[NH+](C)C(C)c2ccc(F)c(F)c2)NC(=O)NC1C
ZINC25315327	OCCNc1[nH+]c2ccccc2n1CN1CCN(c2ccccc2F)CC1
ZINC28833028	Cc1ccc(-c2cc(C(=O)NCC(c3ccco3)[NH+]3CCCC3)n[nH]2)s1
ZINC35597184	CN1CCCc2cc(C(CNC(=O)NC(C)(C)C)N3CC[NH+](C)CC3)ccc21
ZINC36273615	COc1ccc(-c2nc3ccc(N)cn3c2C[NH+]2CCCCC2)cc1OC
ZINC39510629	Cc1cc(CNC(=O)CC2C3C(=O)CC(C)(C)CC3[NH+](CC(C)C)C2C)n[nH]1
ZINC41328704	CC(C)C(CNC(=O)C(=O)Nc1ccc(C#N)c(Cl)c1)[NH+]1CCCCCC1
ZINC44348829	O=C(NCCCn1cc[nH+]c1)Nc1ccccc1N1CCc2ccccc21
ZINC46530382	Cc1ccc(NC(=O)NC(=O)C(C)[NH+](C)Cc2ccc(C#N)cc2)c(C)c1
ZINC47845976	Cc1c(NC(=O)NCC(C)[NH+]2CCCCC2C)cccc1N1CCCC1=O
ZINC48356921	CC(=O)NCC1CC[NH+](Cc2ccccc2-c2nc(C(C)C)cc(=O)[nH]2)CC1
ZINC50080821	CC1CN(c2ccc(NC(=O)NCC[NH+]3CCCCC3C)cc2)CC(C)O1
ZINC51097212	Cc1ccc(C)c(NC(=O)C(C)[NH+]2CCC(NC(=O)c3ccc(C)o3)CC2)c1
ZINC51676964	C[NH+](C)C(CNC(=O)N1CCCC(C(=O)NC2CC2)C1)c1ccccc1Cl
ZINC55935905	CC(C(=O)NC(=O)NC1CCCCC1)N1CC[NH+](CCC(C)(C)C)CC1
ZINC56692115	CC(=O)Nc1ccc(Cl)c(NC(=O)N2CC[NH+](CCC(C)C)CC2)c1
ZINC56790017	CC1CC(C)C[NH+](CC(C)NC(=O)Nc2ccc(C(=O)N(C)C)c(Cl)c2)C1
ZINC58033333	CC1CCC[NH+](CCCNC(=O)Nc2cc(N3CCCC3=O)ccc2Cl)C1
ZINC43878941	O=C(NCc1ccc(N2CCCC2)[nH+]c1)Nc1ccccc1OC(F)(F)F
ZINC62411251	O=C(Nc1nnc(C(F)F)s1)NC1CC[NH+](CC2CCCCC2)CC1
ZINC63376095	CC1c2ccc(O)cc2OC(=O)C1CC(=O)NCCC1=c2ccccc2=[NH+]C1
ZINC63386143	CC(CC1=c2ccccc2=[NH+]C1)NC(=O)CC1C(=O)Oc2cc(O)ccc2C1C
ZINC63404056	CC(C)[NH+]1CCC(NC(=O)N2CCC(C(=O)NCCc3cccs3)CC2)C1
ZINC63798914	Cc1cc(C)c(CNC(=O)NCc2ccc(N3CCOC(C)C3)[nH+]c2)c(C)c1
ZINC63845754	CCCN1NC=C(c2cc[nH+]c(NC(C)C3=CC4=CC=NC4C=C3)n2)C1C
ZINC64103150	O=C(NCC1C=c2ccccc2=[NH+]1)C1C=C(COc2ccc(F)cc2F)ON1
ZINC65149247	CCC1=NNC(c2cc(NC(=O)CC3=c4ccccc4=[NH+]C3)c(C)s2)O1
ZINC65375800	Cc1cc(-n2cccn2)ccc1C1C(c2ccccc2)NCN1Cc1[nH]cc[nH+]1
ZINC65386754	Cc1cccc(N2CCC([NH2+]CCc3n[nH]c(-c4cccnc4)n3)CC2)c1C
ZINC65413572	Cc1c(NC(=O)NCC(C)[NH+]2CCC(C)CC2)cccc1N1CCCC1=O
ZINC66160688	Cc1csc(CCCCNC(=O)Nc2ccc[nH+]c2N2CCCCC2)n1
ZINC66351294	C[NH+]1CCN(c2ccc(NC(=O)CCCNC(=O)C(C)(C)C)cc2)CC1
ZINC67202666	Cc1ccccc1C[NH+]1CCC(NC(=O)CNC(=O)OC(C)(C)C)CC1
ZINC67247966	CNS(=O)(=O)c1ccc(C(C)[NH2+]Cc2cc(Cl)c3c(c2)OCCO3)cc1
ZINC67381798	Cc1ccc(C(=O)N2CCC(NC(=O)NCC3([NH+](C)C)CCCC3)CC2)cc1
ZINC67392735	CC1CCC[NH+](C(C)(C)CNC(=O)C(=O)Nc2ccc(N3CCCC3)cc2)C1
ZINC67392738	CC1CCC[NH+](C(C)(C)CNC(=O)C(=O)Nc2ccccc2N2CCCC2)C1
ZINC67407815	COc1nc(C)cc(C)c1CNC(=O)NCC(c1ccc(F)cc1)[NH+](C)C
ZINC67454507	CCC(NC(=O)C(=O)Nc1ccc(N2CC[NH+](CC)CC2)cc1C)C(C)C
ZINC67539943	C[NH+](C)CCN(Cc1cccc(O)c1)C(=O)Nc1cccc2cnccc12
ZINC67610920	O=C(NCc1cn2ccsc2n1)NCC1CCC[NH+]1CC1CCCCC1
ZINC19363656	Fc1ccc(C(c2ccc(F)cc2)N2CC[NH2+]CC2)cc1
ZINC34823985	CC1CC(C)CN(c2ccc(C[NH2+]C3CC3)cc2F)C1
ZINC35538770	CC[NH2+]C(c1ccc(Br)cc1)c1ccco1
ZINC35558263	CC[NH2+]C(c1ccc(Cl)c(Cl)c1)C1CCCO1
ZINC35655188	CCC[NH2+]C1COc2c(Br)cc(F)cc21
ZINC36993157	CC(Cc1cccs1)NC1CC(C)[NH+](C)CC1C
ZINC37118545	Cc1cc2c(o1)CC(C)(C)CC2[NH2+]C(C)c1cccs1
ZINC37123103	Cc1cc(C(C)NC2CC(C)[NH+](C)CC2C)c(C)s1
ZINC37186654	CCC(C)[NH2+]C1CCOc2c(Cl)cc(Cl)cc21
ZINC37239464	C[NH2+]C(Cc1ccsc1)c1nc2ccccc2s1
ZINC37252803	CC1CCCC([NH2+]Cc2ccc(Br)o2)C1
ZINC37269653	CC([NH2+]C1CCOCC1)c1ccc(F)c(Br)c1
ZINC37269726	CC([NH2+]C1CCOCC1)c1sccc1Br
ZINC37322298	Fc1ccc(C([NH2+]C2CCN3CCCC23)C2CC2)cc1
ZINC37786278	CC(NC1CC[NH+](C(C)(C)C)CC1)c1cccs1
ZINC38044510	CC([NH2+]CC1CCCOC1)c1ccc(F)c(Cl)c1
ZINC38044513	CC([NH2+]CC1CCCOC1)c1ccc(F)c(Cl)c1
ZINC39559840	CC([NH2+]C1=CC2=CC=NC2C=C1)c1ccc2c(c1)CCC2
ZINC40289080	BrC(Cc1[nH]cc[nH+]1)c1cccc2ccccc12
ZINC40445762	CCC1CCC([NH2+]C(C)c2sc(C)nc2C)CC1
ZINC40517624	Cc1nc(C)c(C(C)[NH2+]C(C)c2ccccc2F)s1
ZINC40626198	CC1C[NH+](C)C(C)CC1NCc1cc2c(s1)CCC2
ZINC41191326	CC[NH2+]C1(c2nc(C(C)(C)C)cs2)CCSC1
ZINC42544037	CC(NC1CC[NH+](C)C1)c1ccc(Br)cc1
ZINC42545862	CC(NC1CC[NH+](C)C1)c1cc(F)c(Cl)cc1Cl
ZINC43679196	CC1CC(C)C[NH+](Cc2sccc2C#CCCO)C1
ZINC43698769	CC([NH+](C)Cc1cc(C#CCO)cs1)C(C)(C)C
ZINC44983951	CC[NH2+]C(C)c1sc(C2CCC(C)CC2)nc1C
ZINC45086859	OCC#Cc1ccc(C[NH+]2CCCC2C2CCCC2)s1
ZINC45628686	Brc1ccc(C[NH2+]CC2CC=CCC2)o1
ZINC49510479	CCC1CSC(NC(C)c2cc(C)sc2C)=[NH+]1
ZINC49526579	CC1CSC(NC(C)c2ccc(Br)cc2)=[NH+]1
ZINC49613021	CCC1CCC[NH+](Cc2ccc(C#CCCO)cc2)C1
ZINC49617052	OCCC#Cc1ccccc1C[NH+]1CCCCCCC1
ZINC49713199	C[NH2+]C1CCN(c2ccc(F)c(C(F)(F)F)c2)C(C)C1
ZINC43642099	CCC[NH2+]C1c2cc(C(C)(C)C)ccc2S(=O)C1C
ZINC49913680	OC(C[NH+]1CCCCCC1)c1ccc(Br)s1
ZINC50566727	CC1CCC[NH+](Cc2ccc(C#CCCO)s2)C1C
ZINC51294139	CC1c2ccsc2CC[NH+]1CC1(CO)CCCCC1
ZINC51746974	CC1CC[NH+](Cc2ccc(F)c(C#CCCO)c2)C(C)C1
ZINC53738341	Clc1ccc(C2(C[NH2+]C3CC3)CCOCC2)cc1
ZINC55223172	CC[NH2+]C(c1ccncc1)c1cccc(Cl)c1Cl
ZINC43967001	CCNC1CCC(C)CC1[NH+](C)C1CCC(C)CC1
ZINC43967002	CCNC1CCC(C)CC1[NH+](C)C1CCC(C)CC1
ZINC51357640	CC(c1ccc(Cl)s1)N1CCCC1C1CCC[NH2+]1
ZINC61590771	CC(C)[NH2+]C1(c2nc3c(s2)CCCC3)CCCSC1
ZINC61862819	Brc1ccc(C[NH2+]C2CCCCC2)nc1
ZINC62606463	Fc1c(Cl)cccc1-c1ncc(C[NH2+]C2CC2)s1
ZINC62950521	CC[NH2+]C(c1ccc(C)nc1)c1ccc(F)c(Cl)c1
ZINC65967511	OC(C[NH+]1CC2CC3CC(C2)CC1C3)c1ccccc1F
ZINC00188451	CCSC1=C(C#N)C(c2cccc3ccccc23)CC(=O)N1
ZINC04369310	Cc1ccc(S(=O)(=O)NC(C)(C)C)cc1Br
ZINC06701221	CCNS(=O)(=O)c1cc(C)c(C)cc1Br
ZINC08923400	Brc1ccc(C2=NN=C(NC3CC3)SC2)cc1
ZINC10120804	CC(C)c1ccccc1NC=C1C(=O)CC(C)(C)CC1=O
ZINC20750671	CCOc1ccc2c(c1)C1C=CCC1C(c1cccnc1)N2
ZINC23128417	Cc1cn[nH]c1C1CCCN(Cc2c(F)ccc(F)c2F)C1
ZINC23426254	OCC1CCCN(c2ncc(C(F)(F)F)cc2Cl)C1
ZINC35223018	Cc1ccc2c(c1)CCCN2CC(=O)c1cc(C)[nH]c1C
ZINC35678714	O=C(CC1C=CCC1)Nc1cccc(Br)n1
ZINC35698042	O=c1c2ccsc2[nH]c(=S)n1CCc1ccccc1F
ZINC36275529	CCc1c(C)sc2nc(CCBr)[nH]c(=O)c12
ZINC36820481	Cc1cn2c(CNc3cc(F)ccc3F)c(C)nc2s1
ZINC36901872	Fc1cc(Br)ccc1NCc1csnn1
ZINC36902194	Fc1cc(F)c(NCc2csnn2)c(Br)c1
ZINC36905668	FC(F)Oc1ccc(-n2c(=S)[nH]c3ccccc32)cc1
ZINC37185623	COc1ccc(NC2CCSc3c(F)cccc32)cn1
ZINC37797211	Cc1ncc(CNc2c(Cl)ccc3scnc23)s1
ZINC13331187	CC1CCc2sc(C(=O)NCC3CCCO3)cc2C1
ZINC38078885	O=C(CSc1ccc(O)cc1)N1CCCC2CCCCC21
ZINC38097862	Cc1ccc(C(C)Nc2ccc(Br)cn2)o1
ZINC39370770	N#C/C(=C\C1C=CC=N1)SC1Nc2ccccc2S1
ZINC39503437	COC1CN(c2ccccc2O)C2(CCC(SC)C2)C1
ZINC41707114	CC1(C)CC(=O)c2ccn(-c3ccc(CCO)cc3)c2C1
ZINC43682218	O=C1Cc2ccccc2N1Cc1ccc(C#CCCO)s1
ZINC44177688	Cc1ccc(C(O)CN2CCOC3CCCCC32)c(C)c1
ZINC44494480	CC(Nc1ccc(Br)cc1F)c1cnn(C)c1
ZINC45169243	Cc1nn(C)c(C)c1C(C)Nc1ccc(F)cc1Cl
ZINC48622787	CC(C)CCc1nc2sc3c(c2c(=O)[nH]1)CCSC3
ZINC49618793	O=C1CCCCCCN1Cc1ccc(C#CCCO)cc1
ZINC49716301	O=C([O-])c1sc2ccccc2c1C[NH+]1CC2CCC1C2
ZINC50046504	N#Cc1c(CSc2ccccc2O)cn2ccccc12
ZINC51289024	CC1c2ccsc2CC[NH+]1CC1(C(=O)[O-])CCCC1
ZINC51608077	Cc1cc(C)nc(SCc2sccc2C#CCO)n1
ZINC52299815	CC1CC1NS(=O)(=O)c1sccc1Br
ZINC54107983	Cc1nc(C(C)Nc2ccc3ncccc3c2)c(C)s1
ZINC55334751	CCc1cc(=O)[nH]c(Cc2ccccc2Br)n1
ZINC42135591	CCCNC1C(=O)N(C)c2cc(F)c(Br)cc21
ZINC60205625	O=C(CNc1ccc(Cl)cc1)N1CCc2sccc2C1
ZINC51172484	O=C(Nc1nc(CCl)cs1)c1ccc(Cl)s1
ZINC61099977	Cc1nc2scc(C)n2c1CNc1cc(F)c(F)c(F)c1
ZINC61445895	COc1ncccc1C(O)c1ccc(Br)s1
ZINC61695966	CCC1COC(C)CN1c1ccc(C(C)O)cc1Cl
ZINC61888798	N#CC1CCCC1NC(=O)Cc1c(F)cccc1Cl
ZINC62028060	CC(c1ccccc1F)N(C)c1nc2c(s1)C(O)CCC2
ZINC62702938	O=Cc1ccc(OC2CCCCC2O)c(Br)c1
ZINC37861297	CC1CCc2c(C(=O)N3CCCCC3CCO)csc2C1
ZINC66466014	FC(F)c1nc(NC2CCSCC2)c2ccccc2n1
ZINC67008963	Cc1cccc(SCc2nc3ccsc3c(=O)[nH]2)c1
ZINC67372137	Fc1ccccc1C1CC1Nc1ncc(Br)cn1
ZINC04495788	CSc1nnc(C)c(=O)n1COC(=O)c1ccc(F)c(F)c1
ZINC00410372	CCCn1c(SCC(=O)N2CCCC2)nnc1-c1ccco1
ZINC01432325	CCN(CC)S(=O)(=O)c1ccc2c(c1)CCCN2C(=O)OC
ZINC03312071	CCn1c(SCC(=O)N2CCCCCC2)nnc1-c1ccncc1
ZINC06700459	COC(=O)CSc1nnc(-c2ccc(Br)o2)n1C
ZINC08072379	O=C(C(Sc1nnnn1C1CC1)c1ccccc1)N1CCCCC1
ZINC08709981	Cc1cc(C)n(-c2ccc(SCc3nccn3C(F)F)nn2)n1
ZINC10828512	Cc1nc(/C=C/C(=O)OCc2cc(-c3ccco3)on2)cs1
ZINC11374308	COc1cc(OC)c(C(=O)n2cccc/c2=N\C(C)C)cc1OC
ZINC11875385	CC1Cc2ccccc2N1C(=O)COC(=O)CN1CCCCCC1=O
ZINC12602616	O=C(Cc1cn2ccsc2n1)OCC(=O)N1CCc2ccccc21
ZINC05988227	CC1CC(C)CN(C(=O)COC(=O)Cc2cn3ccsc3n2)C1
ZINC03445684	C=CCn1c(=O)c2ccccc2n2c(SC(C)C(C)=O)nnc12
ZINC14902721	Cc1noc(C)c1C(=O)OCc1nc2ccccc2n1C(F)F
ZINC15728057	CCN(CC)C(=O)C1CCCN(c2nnc(-n3cccc3)s2)C1
ZINC17155584	CCN(C(=O)CSc1nncn1C)c1nc2ccccc2s1
ZINC19144210	Cn1ccnc1-c1cccc(-c2ccn(CCn3cccn3)n2)c1
ZINC20907629	COC(=O)c1ccc(CN2CCc3nnc(C(C)C)n3CC2)cc1
ZINC25802370	CCOC(=O)c1c(C)oc2ncn(Cc3cccc(F)c3F)c(=O)c12
ZINC28058126	CCOC(=O)c1ccc(S(=O)(=O)N2CC(C)OCC2C)cc1
ZINC28058128	CCOC(=O)c1ccc(S(=O)(=O)N2CC(C)OCC2C)cc1
ZINC34919117	CCOC(=O)C1CCCN(C(=O)C2CC(=O)N(C3CCCCC3)C2)C1
ZINC00323910	CCN1CCN(C(=O)CSc2nc(Cl)cc(N(C)C)n2)CC1
ZINC35328652	O=c1c2cc([N+](=O)[O-])ccc2ncn1CCCCBr
ZINC35453793	O=C1COc2ccc([N+](=O)[O-])cc2N1CCCCBr
ZINC37627735	COc1cc(C(C[N+](=O)[O-])OC)c(OC)cc1Br
ZINC39265317	CC#CCN1CCN(c2nc(C)c(C#N)cc2C(=O)OCC)CC1
ZINC39388085	CCC1CCCCN1C(=O)CCc1nnc(-c2cc(C)oc2C)o1
ZINC39515215	CC1=CC(CN(C)C(=O)C2CCC(=O)N(CC3CCCCC3)C2)N=N1
ZINC19960772	CC(=O)c1ccc2c(c1)N(C(C)C(=O)OCC(C)C)C(=O)CO2
ZINC40523322	CCCCc1nc(C)c(C(=O)N2CCN(c3ncccn3)CC2)s1
ZINC41335532	CCn1c(SCC(=O)C(C)(C)C)nnc1-c1cc(C)n(C)n1
ZINC48766151	O=C(Cc1nc2ncccn2n1)OCc1ccc(Br)s1
ZINC52227791	O=[N+]([O-])c1ccc(CCn2cc(CCBr)nn2)cc1
ZINC54056669	Cc1nc(N(C)Cc2ccccc2OC(F)(F)F)c2cnn(C)c2n1
ZINC47533958	CCN(CC(C)C#N)C(=O)c1cc(C(C)C)nc2c1c(C)nn2C
ZINC59291333	CCOC(=O)C1CCN(C(=O)C2CC(=O)N(C3CCCCC3)C2)CC1
ZINC60390479	CCN(CC)C(=O)c1cc([N+](=O)[O-])ccc1N1CCC(C)CC1
ZINC61194017	COC1CCCC(OC(=O)C2CCN(C(=O)c3ccco3)CC2)C1
ZINC63023717	COCC(=O)Cc1c([N+](=O)[O-])cnc2ccc(Br)cc12
ZINC63818282	CC(C)CCN1CC(C(=O)/N=C2/N=NC(C(C)C)S2)CC1=O
ZINC63818284	CC(C)CCN1CC(C(=O)/N=C2/N=NC(C(C)C)S2)CC1=O
ZINC64232587	COC(=O)C1=C(CC(=O)N2CCCCCCC2)N=C(C(C)=O)C1C
ZINC65365069	COc1ccc(C)cc1N(C(C)C(=O)N1CCCCC1)S(C)(=O)=O
ZINC65405348	CCC(c1nc(C2CC2)nn1-c1cccc2cccnc12)n1cccn1
ZINC65549513	Cc1nc(N2CCOCC2)sc1/C=C(/C#N)C(=O)OC(C)C
ZINC66424596	CCC(OC)C(=O)N1CCC(C)(N(C)C(=O)OC(C)(C)C)CC1
ZINC66425547	CCOC(C)C(=O)N1CCC(C)(N(C)C(=O)OC(C)(C)C)CC1
ZINC66607602	CC(=O)N(c1nnc(SCc2cn3ccccc3n2)s1)C1CC1
ZINC66884767	Cc1noc(C)c1CC(=O)OC(C)c1ccc2c(c1)OCCO2
ZINC04230742	COCCn1nnnc1C(C(C)C)N1CCc2ccccc21
ZINC03275930	FC(F)Oc1ccc(/C=N/n2cnnc2)c(OC(F)F)c1
ZINC05410333	CCOc1ccc(/C=N/n2c(S)nnc2CC)cc1OC
ZINC08343676	CCCCC(=O)N1CCN(S(=O)(=O)c2ccccc2C#N)CC1
ZINC08883348	CCn1c(SCC(=O)c2ccc3c(c2)OCO3)nnc1C1CC1
ZINC04386137	CCc1nc(C)cn1S(=O)(=O)c1cc(OC)c(C)cc1OC
ZINC13362271	C=CCSc1nnc(C2CCCN2C(=O)OC(C)(C)C)o1
ZINC17333726	CN(Cc1ccsc1)S(=O)(=O)c1ccccc1[N+](=O)[O-]
ZINC19496479	COCCn1nnnc1C(c1cccs1)N1CCCC(C)C1
ZINC26118982	CCCc1nc(Cn2nnn(-c3cccs3)c2=O)cs1
ZINC32497759	CN(Cc1nnc(-c2ccc(C(C)(C)C)cc2)o1)S(C)(=O)=O
ZINC34926755	COc1ccc(/C=C2/C(=O)ON=C2CCl)c(OC)c1OC
ZINC35835897	CCCN(CCC)C(=O)c1cnn2c(-c3ccc(C)o3)ccnc12
ZINC36784885	O=C(CC1CCS(=O)(=O)C1)OCc1coc(-c2ccccc2)n1
ZINC37371121	O=C1C(=O)N(CCCCBr)c2ccc([N+](=O)[O-])cc21
ZINC37628508	CCOC(OCC)C1OC(C)(C)OC1C1COC(C)(C)O1
ZINC37628510	CCOC(OCC)C1OC(C)(C)OC1C1COC(C)(C)O1
ZINC02339082	C=CCOC(=O)C(C#N)c1nc2ccccc2nc1N1CCCC1
ZINC38581567	CCCCS(=O)(=O)C1N=N/C(=N\C(=O)CC(C)C)S1
ZINC39200813	COc1c(C(=O)N(CC(C)C)CC(C)C)cnc2c1c(C)nn2C
ZINC39313709	COC(=O)C1C(=O)C2=C(CC1C)N=C(C(=O)OC(C)C)C2C
ZINC39313710	COC(=O)C1C(=O)C2=C(CC1C)N=C(C(=O)OC(C)C)C2C
ZINC41122880	CCC(C)c1noc(C2CCCCN2S(=O)(=O)CC)n1
ZINC41542219	Cc1noc(C)c1CCC(=O)C(C#N)c1nc2ccccc2o1
ZINC45953351	COC(=O)c1ccc(N2CC(C(=O)OC)CC2=O)c(Cl)c1
ZINC46084370	COC(=O)c1ccc(C(C)Sc2nnc(C3CC3)n2C)o1
ZINC17180218	CCCc1ccc(C(=O)Cn2cnc3c(cnn3C)c2=O)cc1
ZINC47137115	CCOC(=O)Cn1ncc(N2CCCC(C)C2)c(Cl)c1=O
ZINC48165117	Cc1noc(C)c1CN(C)C(=O)CSc1nc2ccccc2o1
ZINC49102740	CCCCc1noc(C(C)S(=O)(=O)c2nccs2)n1
ZINC49422762	CC(C)Oc1nnc(SCC(=O)N(C)C(C)(C)C#N)s1
ZINC20058114	CCOC(=O)/C(C#N)=C/C1=C(N2CCOCC2)C(C)(C)OCC1
ZINC19313070	CCOC(=O)/C(C#N)=C\C1=C(N2CCOCC2)CC(C)(C)OC1
ZINC54801844	COCC(C)OC(=O)/C(C#N)=C/c1cccc2c1OCCO2
ZINC57918998	CCCOc1cc(C=O)cc2c1OC(CC)C(=O)N2CC#N
ZINC58591211	CC1CCN(CN2C(=O)C(=O)N(CCC3=CCCCC3)C2=O)CC1
ZINC60429499	Cc1cc2nnc(SCCC(=O)OC(C)(C)C)n2c(C)n1
ZINC61577151	COC(=O)C1CCN(C(=O)CSc2nc(C)cc(C)n2)CC1
ZINC63548373	COC(=O)C1=CC(S(=O)(=O)N(C)c2ccc(C)cc2)C=N1
ZINC63736673	COC(=O)C1=C(C)N=C(C(=O)C(C)Sc2ncccn2)C1C
ZINC40005083	Cc1cccc(C)c1-n1nnnc1SCC(=O)C1=NC=CC1
ZINC65369879	CC(C)Cc1nc(C(C)Cn2cncn2)n(-c2ccc(F)cc2)n1
ZINC65396126	CCOc1ccnc(N2CCCC(OCc3cccnc3)C2)n1
ZINC65849585	CC(C)N(CC(F)(F)F)C(=O)Cn1nnnc1C(C)(C)C
ZINC66276433	O=C(Cn1ccc(C(F)(F)F)n1)OCC(=O)N1CCCCCC1
ZINC66519083	Cc1noc(C)c1CC(=O)OCCn1c(C)nc2ccccc21
ZINC66717677	COc1ccc(CS(=O)(=O)c2nnc(N(C)C)s2)cc1F
ZINC66883445	CC(OC(=O)/C=C/c1cnn(C)c1)c1ccc2c(c1)OCCO2
ZINC67521073	CCOC1CCCN(C(=O)CCc2nc(-c3ccsc3)no2)C1
ZINC67654244	Cc1nc(CN(C)Cc2nc(-c3sccc3C)oc2C)no1
ZINC00523556	COC(=O)c1ccc(C2C(C(=O)c3ccccc3)C2(C#N)C#N)cc1
ZINC03308642	Cc1noc(C)c1COC(=O)Cc1coc2cc3c(cc12)CCC3
ZINC00920250	CCOC(=O)c1cccc(-n2c(C)cc(C=C(C#N)C#N)c2C)c1
ZINC05485748	CCc1cc2c(=O)n(Cc3ccc(C(=O)OC)cc3)cnc2s1
ZINC05538852	O=C(CN1CCCCCC1=O)OCc1nc2ccccc2s1
ZINC07375843	CCOC(=O)C1CCCN(S(=O)(=O)c2ccc3c(c2)CCC3)C1
ZINC07398348	O=C(COC(=O)c1ccccc1F)c1ccc2c(c1)OCCCO2
ZINC07813986	N#Cc1ccccc1CO/N=C/c1ccc(N2CCOCC2)cc1
ZINC11481027	Cc1cnc(C(=O)OC(C)C(=O)C23CC4CC(CC(C4)C2)C3)cn1
ZINC11749604	O=C(Cn1cnc2ccccc21)OCc1nc2ccccc2s1
ZINC11849523	COc1cc(C=O)ccc1Oc1cc(-c2ccccc2)nc(C)n1
ZINC12919602	Cc1cc2nc(C)c(CCC(=O)N(C)C(C)C(C)(C)C)c(C)n2n1
ZINC14034095	CCN(CC)C(=O)CC1CSc2nc(C(C)(C)C)cc(=O)n21
ZINC16648362	CCCOc1cc(C)c(C)cc1S(=O)(=O)n1nc(C)cc1C
ZINC20820396	c1ccc(C(Cc2noc(-c3ccnnc3)n2)c2ccccc2)cc1
ZINC22246407	CC1CC1c1ccc(CN(C)S(=O)(=O)c2ccc(C#N)cc2)o1
ZINC24602584	CCOC(=O)C1CCCN(C(=O)/C(C#N)=C/c2ccc(C)cc2)C1
ZINC31865628	CCCCN(CC)C(=O)c1sc2nc(C)n(C)c(=O)c2c1C
ZINC32625365	CCN(CC)S(=O)(=O)N1CCN(c2ccc(C)cc2C)CC1
ZINC35123647	CCCOC(=O)C1CSC(C2CCCCC2)N1C(=O)N(C)C
ZINC37520240	CCOC(=O)CN1CCN(c2ccc(C)c(Cl)c2)C(=O)C1C
ZINC00096190	COC(=O)c1scc(S(=O)(=O)C(C)(C)C)c1-n1cccc1
ZINC01966714	CC(C)COC(=O)C(C)n1cnc2sc3c(c2c1=O)CCC3
ZINC09248816	CC(=O)C(C)OC(=O)c1ccc(-n2nc(C)c(Cl)c2C)cc1
ZINC39412092	CCOC(=O)C1SC2=NC(/C=C/c3ccsc3)=NC(=O)C2=C1C
ZINC39412093	CCOC(=O)C1SC2=NC(/C=C/c3ccsc3)=NC(=O)C2=C1C
ZINC39580855	COC(=O)c1ccc(CSc2ccc3c(c2)OCCCO3)o1
ZINC39927266	CCOC(=O)CSC1=NC(=O)C2=C3CCCCC3SC2=N1
ZINC45717398	CCN(C(=O)C(C)Sc1nncn1C)c1cc(C)ccc1C
ZINC45958252	CCOC(=O)C1CC(=O)N(c2ccc(N3CCCC3)c(Cl)c2)C1
ZINC55347745	CCCc1noc(C(C)S(=O)(=O)c2c(F)cc(F)cc2F)n1
ZINC56412344	CCN(CC(C)C#N)C(=O)C1CC(c2ccc(Cl)s2)=NO1
ZINC56485354	CCCN(CC#N)C(=O)c1nn(-c2ccccc2F)c2c1CCC2
ZINC44583862	CCCc1noc(C(C)N2CCN(c3ccc(F)cc3)CC2)n1
ZINC58377898	O=S(=O)(CCN1CCOc2ccccc21)Oc1ccccc1
ZINC58413554	Cc1nc(SCCCN2CCOC2=O)c2c(C)c(C)sc2n1
ZINC11680249	CCc1ccc(C(=O)C(C)Sc2ncnc3c2cnn3C)cc1
ZINC55963263	COc1cc(C#N)ccc1OS(=O)(=O)/C=C/c1ccc(C)cc1
ZINC59933135	CC1CC(C)CN(C(=O)CSc2nnc(OC(C)C)s2)C1
ZINC61432849	CCN(Cc1cnn(C)c1)C(=O)/C=C/c1ccc2c(c1)CCCN2C
ZINC58427318	COC(=O)C1CC2CCCCC2N1Cc1nnc(SC)s1
ZINC64833144	Cc1ccc(CN(C(=O)c2csc(-c3ccco3)n2)C(C)C)o1
ZINC65270237	CCc1ccc(-c2cc3n(n2)CCCN(C(=O)CCOC)C3)cc1
ZINC51510728	CC1Cc2ccccc2N1C(=O)COC(=O)/C=C/c1cscn1
ZINC65387372	CCSc1nc(Cc2nc(C)nn2-c2ccccn2)cs1
ZINC66256117	CCn1c(CSc2nncn2C(C)C)nc2cc(F)ccc21
ZINC66845015	CCCc1noc(CN2CCOC(c3ccc(F)c(Cl)c3)C2)n1
ZINC66896945	COC(=O)c1ccoc1CN1CC(c2ccccc2)OCC1(C)C
ZINC67462426	CCCn1nnnc1CN(C)c1ccc(Br)cc1F
