ZINC00519932	O=C1NN(c2ccccc2)C(=O)C2C1C1C=CC2C12CC2
ZINC63557712	O=C(NC1Nc2ccccc2S1)C1CC(=O)N(CCC2=c3cc(F)ccc3=[NH+]C2)C1
ZINC63681112	Cc1ccc(N2CC(NC(=O)NCCC3=c4ccccc4=[NH+]C3)CC2=O)cc1
ZINC63800202	CCN1CC(C(=O)NCCC2=c3ccccc3=[NH+]C2)=C([O-])c2ccc(C)[nH+]c21
ZINC64439071	Cc1cc2c(cc1C)N1C(=O)C=C(C(=O)NCCC3=c4ccccc4=[NH+]C3)SC1N2
ZINC65074642	O=S(=O)(c1ccc(F)cc1)N1CCC2(CC1)NCC[NH+]=C2NCc1ccccc1
ZINC65074775	O=S(=O)(c1cccs1)N1CCC2(CC1)NCC[NH+]=C2NCc1ccccc1F
ZINC65170511	O=C1NC2(CCCCCCC2)C(=O)N1CC(O)C[NH+]1CCc2ccccc2C1
ZINC65265795	COCC/[NH+]=C1\Nc2ccccc2CNC12CCN(C(=O)c1cccc(Cl)c1)C2
ZINC65298185	COc1cccc(C2CC(c3ccc(Cl)cc3)=NC3(CCN(C(C)=O)CC3)[NH2+]2)c1O
ZINC65556605	O=C(NCc1ccc(N2CCCCCC2)[nH+]c1)C(=O)Nc1cccc(F)c1F
ZINC66191276	CNC(=O)C1CCC(NC(=O)N(C)C2CC[NH+](C3CCC(C)CC3)CC2)CC1
ZINC66218408	COc1ccc(NC(=O)C(=O)NCC(C)(C)[NH+]2CC(C)CC(C)C2)c(C)c1
ZINC66346427	Cc1ccc2[nH+]c(CNC(=O)NCC3CCN(c4ccc(F)cc4)C3)cn2c1
ZINC66347575	O=C(NCC1CCN(c2ccc(F)cc2)C1)Nc1ccc[nH+]c1N1CCCCC1
ZINC66885838	N#CC1(NC(=O)C[NH+]2CCC(NC(=O)CC3CCCCC3)CC2)CCCC1
ZINC66976173	CC[NH+]1CCC(NC(=O)N2CCC(NC(=O)CC3CCCCC3)CC2)CC1
ZINC66978083	CC[NH+]1CCC(CNC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)CC1
ZINC67619992	CC1CN(c2ccc(CNC(=O)NC3CC3c3ccccc3)c[nH+]2)CC(C)O1
ZINC00806451	CCOc1cc(C2C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)ccc1OC(C)=O
ZINC04992455	CC12CC(NC(=O)N1c1ccc(C(=O)NCc3ccco3)cc1)c1ccccc1O2
ZINC05202062	COc1ccc(N2CC(NC(=O)NC3CC(C)CC(C)(C)C3)CC2=O)cc1OC
ZINC03519399	O=C(CN1C(=O)NC2(CCOc3ccccc32)C1=O)NCc1cccc(Cl)c1
ZINC12821810	CNC(=O)NC(=O)CSc1nc2sc(C)c(C)c2c(=O)n1C1CCCC1
ZINC13138290	COCCn1c2c(c(=O)[nH]c1=O)C(c1ccccc1Cl)C1=C(CC(C)(C)CC1=O)N2
ZINC13217017	O=C(CSc1ccc2ccccc2n1)Nc1cc(=O)[nH]c(=O)n1-c1ccccc1
ZINC13693677	NC(=O)Cn1c(=O)n2nc(Cc3ccccc3)nc2c2c3c(sc21)CCCC3
ZINC07131893	O=C(NNS(=O)(=O)c1ccc2c(c1)CCCC2)c1cncn1-c1ccccc1
ZINC15678607	Cc1ccc(NC(=O)CN(C)S(=O)(=O)c2ccc3[nH]c(=O)ccc3c2)c(C)c1
ZINC15728499	O=C1CCCc2cc(S(=O)(=O)N3CCCC(C(=O)NC4CCCC4)C3)ccc2N1
ZINC16255526	CC1(c2ccc(Cl)c(Cl)c2)NC(=O)N(CC(=O)NCC2CCCO2)C1=O
ZINC18023505	CC1CCC2(CC1)NC(=O)N(NC(=O)c1ccc(Oc3ccccc3)cc1)C2=O
ZINC21933049	Cc1c(C(=O)NC(C)c2ccc(-n3cncn3)cc2)[nH]c2c1C(=O)CC(C)(C)C2
ZINC22990473	O=C(NNC(=O)C1Cc2ccccc2CN1C(=O)c1ccco1)c1ccccc1Cl
ZINC32863338	CC1CCCCC1NC(=O)NCc1ccc(S(=O)(=O)N2CCOCC2)cc1
ZINC32863344	CC1CCCCC1NC(=O)NCc1ccc(S(=O)(=O)N2CCOCC2)cc1
ZINC33113056	CCCNC(=O)N1CCCC(c2nnc(C(=O)Nc3ccc(F)cc3)s2)C1
ZINC04482907	CC1CCc2c(sc3ncn(C(C)C(=O)NN/C=C4\C=CC=CC4=O)c(=O)c23)C1
ZINC32986301	CC(OC(=O)C12CC3CC(CC(O)(C3)C1)C2)C(=O)c1ccc2c(c1)NC(=O)CO2
ZINC35056579	CC(=O)NC1C(Oc2ccc(C)cc2C)OC2COC(c3ccccc3)OC2C1O
ZINC00989019	COc1ccc(OC)c(C2C3CN(C(C)C)CC=C3C(C#N)=C(N)C2(C#N)C#N)c1
ZINC01036357	CC(=O)Nc1cc2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc2oc1=O
ZINC08567894	COc1ccc(-c2n[nH]c3c2C(c2ccccc2F)C(C#N)=C(N)O3)cc1OC
ZINC39359152	COc1ccc(OC)c(C2C3=C(CC(c4cccs4)CC3=O)NC3N=NC(O)=C32)c1
ZINC40567963	CN(C)C(=O)C1CC=CCC1C(=O)Nc1ccc2nc(=O)[nH]c(-c3ccccc3)c2c1
ZINC40569668	COC(=O)C1=C(N)Oc2cc(C)n(Cc3ccccc3)c(=O)c2C1c1ccco1
ZINC41907742	Cc1nc2c(C(N)=O)ncn2c(C)c1CCC(=O)N1CCC(C)C2CCCCC21
ZINC42097977	COC(=O)c1cc(S(N)(=O)=O)ccc1N1CCOC(c2ccc(F)cc2)C1
ZINC44441207	Cc1[nH]c(=O)[nH]c(=O)c1Cc1nnc(SCc2ccc(Cl)c(Cl)c2)o1
ZINC46582680	O=C(CC12CC3CC(CC(C3)C1)C2)NNC(=O)C1CCCN(c2cnccn2)C1
ZINC46864517	CC1CCC2(CC1)NC(=O)N(CC(=O)NCC(C)N1CCc3ccccc31)C2=O
ZINC02209727	N#C/C(C(=O)NCc1ccco1)=C1/N=C(NC(=O)c2cccs2)c2ccccc21
ZINC16720979	CC(C)N(C)S(=O)(=O)c1ccc(N/C=C2/C(=O)NC(=O)c3ccccc32)cc1
ZINC12293543	Cc1ccc(S(=O)(=O)/N=C2\C=C3N(CCO)CCOC3(O)c3ccccc32)c(C)c1
ZINC12293543	Cc1ccc(S(=O)(=O)/N=C2/C=C3N(CCO)CCOC3(O)c3ccccc32)c(C)c1
ZINC58580121	Cc1c(C(=O)NNC(=O)C2CCCN2C(=O)c2cccs2)oc2ccccc12
ZINC58887892	COc1ccc(S(=O)(=O)NC2CC2)cc1NC(=O)N1CCc2ccccc2C1
ZINC59474529	O=C(CC1(O)C(=O)Nc2ccccc21)c1cccc(N2C(=O)C3CCCCC3C2=O)c1
ZINC61428875	O=C(NC1C2CCCC1C[NH+](C1CC1)C2)c1cccc(-n2nc([O-])ccc2=O)c1
ZINC62005121	Cc1c(C(C)NC(=O)NCc2cn3ccsc3n2)cnn1-c1ccc(F)cc1
ZINC62268839	CC(C)N(C)c1ccc(NC(=O)c2ccc(N3NC(=O)CCC3=O)cc2)cc1F
ZINC13149259	Cc1ccc(C)c(S(=O)(=O)/N=C2\C=C3N(CCO)CCOC3(O)c3ccccc32)c1
ZINC13149259	Cc1ccc(C)c(S(=O)(=O)/N=C2/C=C3N(CCO)CCOC3(O)c3ccccc32)c1
ZINC64345916	CSc1sc(NC(=O)CCc2c(C)c3c(C)nn(C)c3[nH]c2=O)nc1C
ZINC64348877	COc1cc(/C=N/N=C2/N=C(c3ccc(C)cc3)C(NC(C)=O)S2)ccc1O
ZINC35537226	Cc1ccc(CNC(=O)CN2CCN(C(=O)Nc3ccc(F)cc3)CC2=O)cc1
ZINC35323973	CCOC(=O)Cc1[nH]nc2c1C(c1c(Cl)cccc1Cl)C(C#N)=C(N)O2
ZINC24473774	O=C(CN1C(=O)C2CCCCC2C1=O)NNC(=O)c1cc2c(s1)CCCCC2
ZINC67328248	COc1c(Cl)cccc1NC(=O)C(=O)NCc1cn2cc(Cl)ccc2n1
ZINC67430707	CC(C)n1ncc2cc(NC(=O)C(=O)NC3CCc4cc(Cl)ccc43)cnc21
ZINC67535798	Cc1nn(C)c(C)c1C(C)NC(=O)NCCc1cc(Cl)c2c(c1)OCCO2
ZINC04096280	O=C1CC(c2ccccc2)Oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc21
ZINC05956201	CC(=O)c1c(-c2cccc3ccccc23)c(C#N)c(=S)n(C2OC(CO)C(O)C(O)C2O)c1C
ZINC05497525	Nc1cc(S(=O)(=O)Nc2ccc(S(=O)(=O)CCO)cc2)ccc1Cl
ZINC03082819	NC(=O)CNC(=O)CNS(=O)(=O)c1ccc(I)cc1
ZINC08295630	NC(=O)C1CC(O)C(O)C2C1S/C(=N\c1ccccc1)N2Cc1ccc(F)cc1
ZINC08295824	NC(=O)C1CC(O)C(O)C2C1S/C(=N\c1ccccc1)N2Cc1ccccc1
ZINC09074509	NC(=O)c1ccsc1NC(=O)COC(=O)c1ccc2c(c1)NC(=O)CS2
ZINC08253578	CCN(CC)C(=O)CC1c2nc(N)sc2CC2C(C)(CO)C(O)CCC12C
ZINC10377466	C=CCn1c(=S)[nH]c2cc(C(=O)Nc3nc(CC(N)=O)cs3)ccc2c1=O
ZINC15657775	O=C(OC1C(Oc2ccccc2CO)OC(CO)C(O)C1O)c1ccccc1
ZINC19933283	O=C(C1=C([O-])C(=O)N(CC[NH2+]CCO)C1c1ccc(O)cc1)c1ccc(F)cc1
ZINC20573546	CC1(C)Cc2c(sc(NC(=O)NCCCN3CCOCC3)c2C(N)=O)CO1
ZINC28717895	CC(=O)N/C(=C/c1ccccc1)C(=O)NNC(=O)c1cc(Br)c[nH]1
ZINC29007468	C=COCCCNC(=C1C(=O)NC(=S)NC1=O)c1cc2ccccc2c(=O)[nH]1
ZINC37224587	CNC(=O)CNS(=O)(=O)c1c(N)cc(Br)cc1Br
ZINC06898078	COc1cccc(C(=O)OCC(=O)Nc2sc3c(c2C(N)=O)CCC3)c1O
ZINC39040845	CC(Cc1c[nH]c2ccccc12)NC(=O)CCN1C(=O)c2ccccc2NC1O
ZINC39040847	CC(Cc1c[nH]c2ccccc12)NC(=O)CCN1C(=O)c2ccccc2NC1O
ZINC39560056	CC(CCC1=CCC2C(CC1C)OC(=O)C2C)OC1OC(CO)C(O)C(O)C1O
ZINC40347269	Cc1n[nH]cc1CNS(=O)(=O)c1c(N)cc(Br)cc1Br
ZINC41378558	CC(CO)NC(=O)C(=O)Nc1ccc(NC(=O)c2ccco2)cc1C(F)(F)F
ZINC41851915	CC(C)(C)CC(NC(=O)C(=O)Nc1ccccc1CC(N)=O)c1ccc(F)cc1
ZINC41851921	CC(C)(C)CC(NC(=O)C(=O)Nc1ccc(CC(N)=O)cc1)c1ccc(F)cc1
ZINC41851924	CC(C)(C)CC(NC(=O)C(=O)Nc1ccc(CC(N)=O)cc1)c1ccc(F)cc1
ZINC43757374	CC(=O)OCC(O)C1(O)CCC2C3CCC4CC(O)CCC4(C)C3C(O)CC21C
ZINC44883527	Cc1ccc(NC(=S)NNC(=O)Cc2csc(N3CCNC3=O)n2)cc1
ZINC49095764	CNC(=O)C(C)NS(=O)(=O)c1c(Br)cc(N)cc1Br
ZINC49095766	CNC(=O)C(C)NS(=O)(=O)c1c(Br)cc(N)cc1Br
ZINC49095768	CNC(=O)C(C)NS(=O)(=O)c1c(N)cc(Br)cc1Br
ZINC50165658	CNC(=O)c1cc(NC(=O)C(=O)NCC(O)c2ccc(F)c(F)c2)ccc1F
ZINC16022199	CC(C)(C)N1C(=O)C2C(CCC(N)=O)NC3(C(=O)Nc4ccc(Br)cc43)C2C1=O
ZINC35375534	CCC(C)N1C(=O)C2C(CCC(N)=O)NC3(C(=O)Nc4ccc(F)cc43)C2C1=O
ZINC16025143	CCC(C)N1C(=O)C2C(CCC(N)=O)NC3(C(=O)Nc4ccc(F)cc43)C2C1=O
ZINC51667783	N/C(=N/O)c1ccc(CNS(=O)(=O)c2sccc2Br)cc1
ZINC51842483	CCCC(C)NC(=O)C1CCCN(C(=O)C(=O)Nc2sccc2C(N)=O)C1
ZINC57173254	CC(C)C(NC(=O)Cc1ccc2ccccc2c1)C(=O)NCCS(N)(=O)=O
ZINC31354653	Cc1cc(C(=O)CSc2nc(N)cc(N)n2)c(C)n1C1CCS(=O)(=O)C1
ZINC60881325	CC(=O)NC(CC(=O)NNC(=S)NC1CCCCC1C)c1ccc(C)cc1
ZINC61126852	CC(C)CC1(C)NC(=O)N(CC(=O)Nc2ccccc2SCC(N)=O)C1=O
ZINC61551938	Cc1cc(C)c(CNC(=O)NCCNS(=O)(=O)Cc2ccccc2)c(=O)[nH]1
ZINC64080851	CC1CCC2(CC1)NC(=O)N(CC(=O)NNC(=S)NCC(F)(F)F)C2=O
ZINC64287766	NC(=O)c1ccsc1NC(=O)C(=O)NCCc1ccccc1Br
ZINC64683350	CC1CCCCC1NC(=O)CNC(=O)NC(CC1=c2ccccc2=[NH+]C1)C(=O)[O-]
ZINC64684373	O=C(CSC1NNC2C(Cl)=CC(Cl)=CN12)NC(CC1=c2ccccc2=[NH+]C1)C(=O)[O-]
ZINC65011691	Cc1[nH]c2ccc(CNS(=O)(=O)c3ccc4[nH]c(=O)c(=O)[nH]c4c3)cc2c1C
ZINC65181882	CC(C)CNC(=O)NNC(=O)c1cc(S(=O)(=O)NC(C)C)ccc1Cl
ZINC66222213	CNC(=O)c1ccc(Cl)c(NC(=O)C(=O)N2CCCC(CCC(N)=O)C2)c1
ZINC67426458	CC(COc1ccc(F)cc1F)NC(=O)C(=O)Nc1ccccc1CC(N)=O
ZINC67469143	CNS(=O)(=O)c1cccc(C(C)NC(=O)NC(CO)Cc2ccccc2)c1
ZINC67571581	NC(=O)C1CCCCN1C(=O)C1CCCC(C(=O)N2CCCCC2C(N)=O)C1
ZINC02332144	Cc1cc2c(c(=O)n1CCc1ccc(O)c(O)c1)C(c1ccc(F)cc1)C(C#N)=C(N)O2
ZINC04236588	C=CCNC(=O)OC1CCC2(C)C(CC(=O)N3CCCC3CO)C(O)CCC2C1(C)CO
ZINC02701432	CC1=C(C(=O)OCc2ccccc2)C(c2ccc(O)cc2)c2c([nH]c(=O)[nH]c2=O)N1
ZINC05460407	CCOC(=O)C1(C#N)C(c2ccc(Cl)cc2)C(C(N)=O)N2C=C(C(N)=O)C=CC21
ZINC05993295	Cc1cc(C)c(NC(=O)CNC(=O)CSc2nnc(C(F)(F)F)n2N)c(C)c1
ZINC06002714	CNC(=O)C1CCCCNC(=O)CCC(NC(=O)OCc2ccccc2)C(=O)N1
ZINC07186575	CC(NC(=O)c1ccc(Cl)cc1)C(=O)OCC(=O)Nc1sccc1C(N)=O
ZINC07654335	Nc1c(N(CCCO)C(=O)c2ccccc2F)c(=O)[nH]c(=O)n1Cc1ccccc1
ZINC07253482	CNC(=O)C1CN(CC(=O)Nc2sc3c(c2C(N)=O)CCC3)c2ccccc2O1
ZINC08535466	CC1CCc2c(sc(NC(=O)C(NC(=O)c3ccco3)C(C)C)c2C(N)=O)C1
ZINC08643529	C#CCNC(=O)CC1OC(CNS(=O)(=O)c2ccc(Cl)cc2)C(O)C1O
ZINC08780897	CC(C)OC(=O)C1(C#N)C(c2ccc(Cl)c(Cl)c2)C(C(N)=O)N2C=C(C(N)=O)C=CC21
ZINC09051592	COc1ccc(C2(C)NC(=O)N(CC(=O)Nc3sc4c(c3C(N)=O)CCC4)C2=O)cc1
ZINC09905227	NC(=O)c1ccc(N2CCCC2)c(NC(=O)c2ccc3c(c2)NC(=O)CCS3)c1
ZINC09995247	NS(=O)(=O)c1ccc(CCNC(=O)C(=O)Nc2ccccc2C(F)(F)F)cc1
ZINC10430818	CCN(CC(=O)NC1CCCc2ccccc21)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC10708611	NS(=O)(=O)c1ccc(CCN2CC3=C(C2=O)C(c2ccccc2)NC(=O)N3)cc1
ZINC02573217	COc1cc(C2Oc3cc(C4CC(=O)c5c(O)cc(O)cc5O4)ccc3OC2CO)ccc1O
ZINC14128971	Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)C(C)Sc1nc(N)cc(=O)[nH]1
ZINC14898991	CC1CCC2(CC1)NC(=O)N(NC(=O)CCCNC(=O)NC1CCCCC1)C2=O
ZINC15932362	COc1ccc(C2C(C#N)=C(N)Oc3c2c(C)nn3-c2cccc(C)c2)cc1OCC(N)=O
ZINC16665937	CC1(c2ccc3c(c2)CCC3)NC(=O)N(CC(=O)Nc2sccc2C(N)=O)C1=O
ZINC18199274	COc1ccc(C2CC(=O)C3=C(C2)Nc2nc(N)nn2C3c2ccc(O)cc2)cc1OC
ZINC19597327	CC(C)OC(=O)C1(C#N)C(c2ccccc2C(F)(F)F)C(C(N)=O)N2C=C(C(N)=O)C=CC21
ZINC16996144	CCCCn1c(=S)[nH]c([O-])c(C2[NH2+]CCc3c2[nH]c2ccc(OC)cc32)c1=O
ZINC21327824	N#Cc1c(NC(=O)CSc2nnc(NN=C3CCCC3)n2N)sc2c1CCCC2
ZINC23588421	Cc1occc1-c1nnc(SCC(=O)NC(=O)NC2CCCC(C)C2C)n1N
ZINC23588427	Cc1occc1-c1nnc(SCC(=O)NC(=O)NC2CCCC(C)C2C)n1N
ZINC26691144	CCCC(NC(=O)NCc1ccc(F)cc1)C(=O)NNC(=O)c1ccccc1F
ZINC33699331	O=C1C2C(c3ccccc3O)[NH2+]C(Cc3ccc(O)cc3)(C(=O)[O-])C2C(=O)N1C1CCCCC1
ZINC34779656	Cc1ccc(NC(=O)Cn2c(=O)n(CC(C)C)c(=O)c3c(C)c(C(=O)NN)sc32)cc1
ZINC35000102	CCNC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N1CCN(C(=O)NC(C)C)C(C)C1
ZINC35878027	O=c1c(-c2ccc(Cl)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12
ZINC35878029	O=c1c(-c2ccc(Cl)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12
ZINC36531220	CCCCNC(=O)C(c1ccc(O)c(OC)c1)N(C)C(=O)c1c(O)cccc1O
ZINC36543609	O=C(NC(Cc1c[nH]c2ccccc12)C(=O)NCc1ccco1)C1Cc2ccccc2CN1
ZINC03378202	NC(=O)c1c(NC(=O)CN2C(=O)NC(Cc3ccccc3)C2=O)sc2c1CCC2
ZINC38964786	CCOc1ccccc1N1C(=O)C(C2NCCc3c2[nH]c2ccccc32)C(O)=NC1O
ZINC39480690	O=S(=O)([O-])Nc1ccc(Cc2ccccc2)cc1N1CC[NH2+]C(c2ccccc2O)C1
ZINC39969615	CC(NC(=O)c1ccccc1F)C1NNC(SCc2nc3ccccc3c(=O)[nH]2)N1C
ZINC41548728	CC(C)c1cc(C(N)=O)c(NC(=O)C2(C)Oc3ccc(Cl)cc3NC2=O)s1
ZINC45740141	CC(C)CN(C(=O)C1CC(=O)Nc2ccccc21)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC15959799	Cc1ccc2c(c1)C1(NC(CCC(N)=O)C3C(=O)N(CCc4ccccc4)C(=O)C31)C(=O)N2
ZINC16012639	NC(=O)CC1NC2(C(=O)Nc3ccc(F)cc32)C2C(=O)N(Cc3ccccc3Cl)C(=O)C12
ZINC16024900	COCCN1C(=O)C2C(Cc3ccc(O)c(O)c3)NC3(C(=O)Nc4c(C)cc(C)cc43)C2C1=O
ZINC10402992	Cc1ccc(CNC(=O)NCC(=O)NNC(=O)C(C)Oc2ccc(F)cc2)cc1
ZINC31743932	CC1(c2cc(F)ccc2F)NC(=O)N(CC(=O)Nc2sc3c(c2C(N)=O)CCC3)C1=O
ZINC04795484	Cc1c/c(=N/N2C(=[NH2+])CSC2=S)nc(NC(O)C(Cl)(Cl)Cl)[n-]1
ZINC05817895	COc1cc(C2C(C#N)=C(N)Oc3[nH]nc(-c4ccccc4)c32)ccc1OCC(N)=O
ZINC64181833	NC(=O)C1C2=C(CCCC2)SC1NC(=O)CSc1nc(C2CCCC2)n[nH]1
ZINC00658633	COc1cc(C2C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)ccc1OCC(N)=O
ZINC04614353	CCOC(=O)C1(C#N)C(c2cccc(Cl)c2)C(C(N)=O)N2C=C(C(N)=O)C=CC21
ZINC05315906	CCOC(=O)C1(C#N)C(c2ccc(Cl)cc2)C(C(N)=O)N2C=C(C(N)=O)C=CC21
ZINC05630426	NC(=O)NC(CC(=O)OCC(=O)Nc1ccc(Cl)cc1)c1ccccc1Cl
ZINC01622945	OCC(O)C(O)C(O)c1nn(-c2ccc(F)cc2)c2nc3cc(Cl)c(Cl)cc3nc12
ZINC09705825	Cc1ccccc1NC(=O)c1oc2ccccc2c1NC(=O)C(=O)NCC(C)O
ZINC15626021	Cc1ccc(S(=O)(=O)NC(C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)C(C)C)cc1
ZINC16034482	CCOC(=O)C1(C#N)C(c2cccc(Cl)c2)C(C(N)=O)N2C=C(C(N)=O)C=CC21
ZINC27243817	Cc1c(NC(=O)C(C)NS(=O)(=O)c2ccc(Cl)cc2)cccc1C(N)=O
ZINC27604164	CCC(=O)Nc1ccc(C(C)NC(=O)CNC(=O)NCc2ccc(F)cc2)cc1
ZINC27753996	CCOc1cc(C2NC(=O)NC(O)(c3ccc(C)cc3)C2C(=O)C(F)(F)F)ccc1O
ZINC31169636	COc1cc(O)c(C(OC)C(O)C(C)(C)O)cc1C(=O)/C=C/c1ccc(O)cc1
ZINC31799529	Cc1sc2nc(Cn3c(C(F)(F)F)ccc(C(N)=O)c3=O)nc(N)c2c1C
ZINC35099347	CCOc1cc(C2NC(=O)NC(O)(c3ccc(C)cc3)C2C(=O)C(F)(F)F)ccc1O
ZINC35455532	C=C1CCC(C(C)C)C(OC2OC(COC(C)=O)C(O)C(O)C2O)/C=C(\C)CCC1O
ZINC00679475	COc1cc(C2NC(=O)NC(C)=C2C(=O)NCc2ccccc2)c(Cl)cc1O
ZINC04177283	COC(=O)C(NC(C)=O)(Nc1sc2c(c1C(N)=O)CCCC2)C(F)(F)F
ZINC08685636	CCOC(=O)C1C(c2ccc(O)c(OC)c2)NC(=S)NC1(O)C(F)(F)F
ZINC38782267	CC1c2c(O)cc(O)cc2OC(=O)C1CC(=O)NCCc1c[nH]c2ccc(F)cc12
ZINC39537358	CC1c2c(NCCc3c[nH]c4ccccc34)ncnc2SC1C(=O)NCC(C)(C)CO
ZINC39558923	O=C(CNC(=O)c1cc(F)ccc1Br)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC40801574	Cc1ccc2c(c1)NC(=O)C(CC(=O)Nc1sc3c(c1C(N)=O)CCCC3)O2
ZINC42896126	CC(NC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)c1ccccc1Cl
ZINC42896129	CC(NC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)c1ccccc1Cl
ZINC46772247	Cc1ccccc1NC(=S)NNC(=O)c1ccc(F)c(S(=O)(=O)NC(C)(C)C)c1
ZINC46773421	C#CCNS(=O)(=O)c1ccc(C(=O)NNC(=S)Nc2ccc(Cl)cc2Cl)cc1
ZINC46983358	Cc1c(C(C)NC(=O)NNC(=O)Nc2ccccc2)cnn1-c1ccc(F)cc1
ZINC47872040	CNS(=O)(=O)c1cccc(C(=O)NNC(=S)NC2CCCC(C)C2C)c1
ZINC49302925	Cc1cc(Cl)ccc1NC(=O)C(=O)NC(C)c1cccc(S(N)(=O)=O)c1
ZINC49303133	CC(NC(=O)C(=O)Nc1ccc(F)cc1Cl)c1cccc(S(N)(=O)=O)c1
ZINC15967850	Cc1cccc2c1NC(=O)C21NC(CC(N)=O)C2C(=O)N(CCc3ccccc3)C(=O)C21
ZINC50577822	CNC(=O)c1ccc(NC(=O)C(=O)NNc2ccc(Cl)cc2Cl)c(C)c1
ZINC16021007	NC(=O)CC1NC2(C(=O)Nc3ccc(F)cc32)C2C(=O)N(CCc3ccccc3)C(=O)C12
ZINC55135685	CCOC(=O)C1(C(F)(F)F)c2c(n[nH]c2-c2ccc(OC)cc2)NC(=[NH2+])C1C#N
ZINC56381164	NC(=O)C(NC(=O)C1CCCN(C(=O)Nc2ccccc2F)C1)c1ccccc1
ZINC56860729	Cc1ccccc1OCC(C)NC(=O)NNC(=O)c1cc(Br)c[nH]1
ZINC06985081	NS(=O)(=O)c1cc(C(=O)NNC(=O)c2ccc(Cl)s2)ccc1Cl
ZINC31743929	CC1(c2cc(F)ccc2F)NC(=O)N(CC(=O)Nc2sc3c(c2C(N)=O)CCC3)C1=O
ZINC58236270	Cc1nc(SCC(=O)NC(C)c2ccc(NC(N)=O)cc2)c(C#N)c(C)c1C
ZINC60373825	CC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N1CCCC(CCC(N)=O)C1
ZINC61625037	Cc1nn(C)c2[nH]c(=O)c(CCC(=O)NC(Cc3ccccc3)C(N)=O)c(C)c12
ZINC39441243	CC(SC1NC(=O)C=C(N)N1c1ccccc1)c1nc2ccccc2c(=O)[nH]1
ZINC63162048	CCC(=O)Nc1ccc(C(C)NC(=O)Nc2cc(C(F)(F)F)c[nH]c2=O)cc1
ZINC04899128	COc1ccc(C(=O)C2C(c3ccc(O)cc3)NC(=O)NC2(O)C(F)(F)F)cc1
ZINC04899128	COc1ccc(C(=O)C2C(c3ccc(O)cc3)NC(O)=[NH+]C2([O-])C(F)(F)F)cc1
ZINC63344383	CNS(=O)(=O)c1cccc(C(=O)NNC(=S)Nc2cc(C)ccc2F)c1
ZINC65842211	N#Cc1ccc(NC(=O)C(=O)Nc2ccc(NC(=O)NC3CC3)cc2)cc1Cl
ZINC66241361	CC(=O)Nc1ccc(Cl)cc1NC(=O)c1ccc(-n2ncc(C#N)c2N)cc1
ZINC67425059	CC(COc1ccccc1F)NC(=O)C(=O)Nc1ccc(Cl)c(C(N)=O)c1
ZINC67469678	CNS(=O)(=O)c1cccc(C(C)NC(=O)NCC(O)c2ccccc2F)c1
ZINC67470432	CNS(=O)(=O)c1cccc(C(C)NC(=O)NCC(O)c2cccc(F)c2)c1
ZINC04085426	CCCn1c(O)c(C2[NH2+]CCc3c2[nH]c2ccccc32)c(=O)n(CCC)c1=O
ZINC04087149	CC[NH+]1CCc2c(sc(NC(=O)c3ccc(OC(C)C)cc3)c2C(N)=O)C1
ZINC06622647	O=C1C(=O)N(CC[NH2+]CCO)C(c2ccc(F)cc2)/C1=C(/O)c1ccccc1
ZINC12786550	NC(=O)C1CN(C(=O)C[NH+]2CCC(c3ccc(O)cc3)CC2)c2ccccc2O1
ZINC12885759	Cc1cc(Cl)c2c(c1)C1([NH2+]C(C(C)O)C3C(=O)N(CCc4ccccc4)C(=O)C31)C(=O)N2
ZINC20464833	OCC1OC(C[NH2+]Cc2ccccc2)C(N2CCN(c3ccccc3)CC2)C1O
ZINC26603500	O=C(C[NH+]1CCCC1C(=O)Nc1cc(Cl)ccc1Cl)NC(=O)NC1CC1
ZINC36628961	CC(C)[NH+]1CCc2c(sc(NC(=O)COc3ccc(F)cc3)c2C(N)=O)C1
ZINC39470451	O=C(CSC1NN(c2ccccc2)C=[NH+]1)NCCc1c[nH]c2ccccc12
ZINC39549600	[NH3+]CCCCCC(=O)OC1N=C(c2ccccc2Cl)c2ccccc2NC1=O
ZINC39597553	CC(C)C(=O)N1CC(C(=O)NCCc2c[nH]c3ccccc23)C2(CC[NH2+]CC2)C1
ZINC39631271	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2c(F)cccc2F)CC12CC[NH2+]CC2
