ZINC02574883	NS(=O)(=O)c1cc(F)c(Br)cc1F
ZINC23038452	CC(C(=O)Nc1cccc([N+](=O)[O-])c1)[NH+](C)CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1
ZINC23125521	COc1ccc(NC(=O)Cn2[nH+]c(NC(C)C)c(-c3nc(-c4ccc(Cl)cc4)no3)c2N)cc1
ZINC28855029	CCOC(=O)[NH+]=c1ccc2c(COC(=O)c3cc([N+](=O)[O-])ccc3NCCO)cc(O)oc-2c1
ZINC29155122	CCOC(=O)C1=C(C[NH+](C)Cc2ccccc2N2CCCCC2)NC(=O)NC1c1ccco1
ZINC29155128	CCOC(=O)C1=C(C[NH+](C)Cc2ccccc2N2CCCCC2)NC(=O)NC1c1ccco1
ZINC30985488	O=C(NCC1CCCO1)c1ccccc1NC(=O)C1CC[NH+](Cc2nc(-c3cccc(Cl)c3)no2)CC1
ZINC31049191	CCCNC(=O)c1ccccc1NC(=O)C1CCC[NH+](Cc2nc(-c3ccccc3Cl)no2)C1
ZINC33434057	[NH2+]=C(N/N=C\c1cccc([N+](=O)[O-])c1)SCc1cs/c(=N\N=C\c2cccc([N+](=O)[O-])c2)[nH]1
ZINC33638400	C/C(=N/NC(=O)c1nnn(-c2nonc2N)c1C[NH+]1CCCCC1C)c1ccc(CC(C)C)cc1
ZINC34831616	C[NH+](C)CCNC(=O)CN1CCN(C(=O)c2csc(Nc3ccc(Cl)c(Cl)c3)n2)CC1
ZINC35636770	C=CCN1C(=O)NC(c2cccc(Oc3ccccc3)c2)C2=C1CN(CCC(=O)NCC[NH+](C)C)C2=O
ZINC36093439	CC(C)C(NS(=O)(=O)c1c[nH+]ccc1NC(CO)Cc1ccccc1)C(=O)N1CCC(CCF)CC1
ZINC36206672	CCOC(=O)c1sc2nc(C[NH+](CC(O)COC(C)C)C3CCCCC3)[nH]c(=O)c2c1C
ZINC36206966	COC(=O)c1sc2nc(C[NH+](CC(O)COCC(C)C)C3CCCCC3)[nH]c(=O)c2c1C
ZINC36206969	COC(=O)c1sc2nc(C[NH+](CC(O)COC(C)(C)C)C3CCCCC3)[nH]c(=O)c2c1C
ZINC36207196	CCOC(=O)c1sc2nc(C[NH+](Cc3ccco3)CC(O)COc3ccccc3C)[nH]c(=O)c2c1C
ZINC36207473	C=CC[NH+](Cc1nc2sc(C(=O)OC(C)C)c(C)c2c(=O)[nH]1)CC(O)COc1ccccc1
ZINC13521312	O=C(NC1CC[NH+](Cc2ccccc2)CC1)C(NS(=O)(=O)c1cccc2nsnc12)c1ccccc1
ZINC09777243	Cc1cc(C)cc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(CCC[NH+](C)C)C4C(=O)NC2CCCC(C)C2C)c1
ZINC18190797	O=[N+]([O-])c1ccc(N/[NH+]=C(\Nc2ccccc2)P(=O)(N2CCOCC2)N2CCOCC2)cc1
ZINC38886816	C=CCNC(=O)c1ccccc1NC(=O)C1CCC[NH+](Cc2nc(-c3ccccc3C)no2)C1
ZINC39267247	CC1=C(CCC(=O)N2CC(O)CC2C(=O)OCc2ccccc2)C(C)C(/C=C2/C(=O)Nc3ccccc32)=[NH+]1
ZINC39267248	CC1=C(CCC(=O)N2CC(O)CC2C(=O)OCc2ccccc2)C(C)C(/C=C2/C(=O)Nc3ccccc32)=[NH+]1
ZINC39344507	COC(=O)C1C(NC(=O)C2CCOC2)c2cc(NC(C)C(C)(C)O)c[nH+]c2N1CCc1c[nH]c2ccccc12
ZINC39422744	Cc1ccc(NC(=O)C(C)OC(=O)c2ccccc2[N-]S(=O)(=O)c2ccc3c(c2)=[NH+]C(=O)[NH+]=3)cc1
ZINC39574523	COc1cc(NC(=O)C(C)C)c(C(=O)OCc2cc(O)oc3c/c(=[NH+]\C(C)=O)ccc2-3)cc1OC
ZINC39672954	CC(C)C(Oc1ccccc1)C(=O)N1CC(C(=O)NCC2(N3CCOCC3)CCCCC2)C2(CC[NH2+]CC2)C1
ZINC41026190	CC1CCc2noc(Nc3nc(NCCCn4cc[nH+]c4)nc4c3cnn4-c3ccccc3)c2C1
ZINC45351364	Cc1c(Nc2c(C#N)cncc2/C=C/CC[NH+]2CCC(NS(C)(=O)=O)C(C)C2)ccc2[nH]ccc12
ZINC36029784	CCCNC(=O)N1CCC2(CC1)[NH2+]C(CC(C)C)C(=O)N2CCc1ccc(OC)c(OC)c1
ZINC59489380	COc1ccc(CCN2C(=O)CC(SC(=[NH2+])N/N=C(\C)c3ccc4ccccc4c3)C2=O)cc1OC
ZINC13477563	CCOc1cc(/C=N/[NH+]=C(\N)c2nonc2N)cc(Br)c1OCc1cccc2ccccc12
ZINC63112099	CCOc1ccc(C(CNC(=O)CC(NC(N)=O)c2cccc(C)c2)C2=c3ccccc3=[NH+]C2)cc1OC
ZINC63117432	CCOc1ccc(C(CNC(=O)CC(NC(N)=O)c2ccccc2C)C2=c3ccccc3=[NH+]C2)cc1OC
ZINC63433656	COc1ccc(C2=NC3C(C(=O)NCCC4=c5ccccc5=[NH+]C4)=CNN3C(C(F)(F)F)=C2)cc1OC
ZINC63541288	CCc1ccc(NC(=O)CSC2Nc3nccnc3C(=O)N2CCC2=c3ccccc3=[NH+]C2)cc1
ZINC63744041	Cc1cc(C)nc(N/C(=N/C(=O)Nc2cccc([N+](=O)[O-])c2)NCCC2=c3ccccc3=[NH+]C2)n1
ZINC63827926	COc1ccc(C(CNC(=O)CN2C(=O)NC(C)(C3CC3)C2=O)C2=c3ccccc3=[NH+]C2)cc1
ZINC63830702	CCC1(C)NC(=O)N(CC(=O)NCC(C2=c3ccccc3=[NH+]C2)c2ccc(OC)cc2)C1=O
ZINC64179072	COc1cc(CCC2CCN(C(=O)C(CC3=c4ccccc4=[NH+]C3)NC(N)=O)CC2)cc(OC)c1
ZINC06511219	CC[NH+](CC)CCCN(C(=O)c1ccc(-c2ccccc2)[nH]1)C(C(=O)NC1CCCCC1)c1cccs1
ZINC06511233	CC[NH+](CC)CCCN(C(=O)c1ccc(-c2ccccc2)[nH]1)C(C(=O)NC1CCCCC1)c1ccc(F)cc1
ZINC12705328	O=C(NC1CCCCC1)C(c1ccc(F)cc1)N(Cc1ccccc1)C(=O)c1ccc(C[NH+]2CCCCC2)o1
ZINC12705332	O=C(NC1CCCCC1)C(c1ccc(F)cc1)N(Cc1ccccc1)C(=O)c1ccc(C[NH+]2CCCCC2)o1
ZINC13651281	CCN(CC)c1ccc(N2CCN(C(=O)C3(C)CCc4c(C)c(O)c(C)c(C)c4O3)CC2)[nH+]c1N(CC)CC
ZINC15675871	CCCC[NH+](CCCC)CCCN1C(=O)c2cc3occc3n2CC1(C)C(=O)NC1CCCCCC1
ZINC15675873	CCCC[NH+](CCCC)CCCN1C(=O)c2cc3occc3n2CC1(C)C(=O)NC1CCCCCC1
ZINC16570436	CCN(CC)c1cc(Cl)nc(SCc2ccc(C(=O)NC(C)CCC[NH+](CC)CC)cc2)n1
ZINC16570437	CCN(CC)c1cc(Cl)nc(SCc2ccc(C(=O)NC(C)CCC[NH+](CC)CC)cc2)n1
ZINC16689073	CCOc1cc(C[NH2+]CCNc2ccc([N+](=O)[O-])cc2Cl)ccc1OCc1ccc(Cl)cc1
ZINC16689262	CCOc1cc(C[NH2+]CCNc2ccc([N+](=O)[O-])cc2Cl)ccc1OCc1ccccc1Cl
ZINC02955338	CCOc1ccccc1NC(=O)c1cc2c(CO)cnc(C)c2o/c1=[NH+]\c1ccc(Oc2ccccc2)cc1
ZINC20617673	CCC(=O)OCc1cnc(C)c2o/c(=[NH+]\c3ccc(CC)cc3)c(C(=O)Nc3ccc(OC)cc3OC)cc12
ZINC03586701	Cc1ccc(CN2C(=O)/C(=C\c3ccc(C(=O)NCC[NH+](C)Cc4ccccc4)cc3)Oc3ccccc32)cc1
ZINC20874933	CCOc1cc(C[NH2+]CCCSc2nnnn2-c2ccccc2)cc(Cl)c1OCc1ccc(C)cc1
ZINC20876231	COc1cccc(C[NH2+]CCNc2ccc([N+](=O)[O-])cc2Cl)c1OCc1ccc(F)cc1Cl
ZINC30977401	COc1cc(NC(=O)C2CC[NH+](Cc3nc(-c4ccc(C(C)(C)C)cc4)no3)CC2)c(OC)cc1Cl
ZINC35006943	CC[NH+](CC)C(CCCCNC(=O)c1ccccc1)C(=O)N/N=C/c1ccc(-c2ccc(Cl)cc2)o1
ZINC35103491	COc1cc(-c2[nH+]c3cc(C)ccn3c2NC2CCCCC2)ccc1OC(=O)c1ccc(C)c([N+](=O)[O-])c1
ZINC35723193	CC[NH+](CC)CCNC(=O)c1cc(NC(=O)Nc2ccc(C(C)C)cc2)ccc1N1CCC(C)CC1
ZINC35745064	COCCC[NH+](Cc1ccc(OC)cc1)Cc1ccc(C(O)(c2ccc(OC)cc2)c2ccc(OC)cc2)o1
ZINC35760472	CCN(CC)c1onc(-c2ccc(F)cc2)c1C[NH+](CCC(C)C)CC(O)COc1ccccc1C
ZINC35760476	CCN(CC)c1onc(-c2ccc(F)cc2)c1C[NH+](CCC(C)C)CC(O)COc1ccccc1C
ZINC35778378	Cn1nc(-c2ccccc2)c(C[NH+](CC(O)COCc2ccccc2)CC2CC2)c1Oc1ccc(F)cc1
ZINC35843668	CCOC(=O)C[NH+](CC(=O)N(CCc1c[nH]c2ccccc12)Cc1ccc(Cl)c(Cl)c1)CC(C)C
ZINC35945017	CC(C)CN(Cc1cc(NC(=O)CC(C)(C)C)ccc1N(C)C1CC[NH+](C)CC1)C(=O)c1ccccc1Cl
ZINC36154590	COCCC[NH+](Cc1ccc(C(O)(c2ccc(OC)cc2)c2ccc(OC)cc2)o1)Cc1ccc(C)s1
ZINC36302067	CCC(C)[NH+](Cc1c(C)nn(-c2ccccc2)c1Oc1ccccc1OC)CC(O)Cc1ccccc1
ZINC36302219	C=CCCC(O)C[NH+](Cc1ccc(F)cc1)Cc1c(C)nn(-c2ccccc2)c1Oc1ccccc1OC
ZINC36303434	CCc1nn(-c2ccc(F)cc2)c(Oc2ccccc2)c1C[NH+](CC(O)COCc1ccccc1)C(C)C
ZINC36304854	CCC[NH+](Cc1c(C)nn(-c2ccccc2)c1Oc1cccc(C)c1)CC(O)COCc1ccccc1
ZINC36305219	CC(C)COCC(O)C[NH+](Cc1c(-c2ccccc2)nn(C)c1Oc1ccc(Cl)cc1)CC1CC1
ZINC36305236	Cn1nc(-c2ccccc2)c(C[NH+](CC(O)COC(C)(C)C)CC2CC2)c1Oc1ccc(Cl)cc1
ZINC36305239	Cn1nc(-c2ccccc2)c(C[NH+](CC(O)COC(C)(C)C)CC2CC2)c1Oc1ccc(Cl)cc1
ZINC36313709	CCCCC(O)C[NH+](Cc1c(C)nn(-c2ccccc2)c1Oc1ccccc1Cl)CC1CCCO1
ZINC36313711	CCCCC(O)C[NH+](Cc1c(C)nn(-c2ccccc2)c1Oc1ccccc1Cl)CC1CCCO1
ZINC36313859	CCCCOCC(O)C[NH+](Cc1c(C)nn(-c2ccc(Cl)cc2)c1Oc1ccccc1)CC1CC1
ZINC36346536	CCc1nn(-c2ccccc2)c(Oc2ccc(C)cc2)c1C[NH+](CC(O)COCC(C)C)CC1CC1
ZINC38903019	CCOc1ccc(C(C)NC(=O)C2CCC[NH+](Cc3nc(-c4ccc(C(C)(C)C)cc4)no3)C2)cc1OCC
ZINC39699465	CC[NH+](CC)CCCN(C(=O)C1C=CC(c2ccccc2)=N1)C(C(=O)NC1CCCCC1)c1ccc(C)cc1
ZINC40741864	CCOc1cc(C[NH2+]CCCSc2nnnn2-c2ccccc2)cc(Cl)c1OCc1cccc(C)c1
ZINC40985376	COc1ccc(Br)cc1-c1nc(C[NH+]2CCC(C(=O)NCC(C)c3ccccc3)CC2)c(C)o1
ZINC52634372	c1ccc2c(c1)=[NH+]CC=2CC(COc1cncc(-c2ccc3c(c2)NON3)c1)Nc1ccc2nonc2c1
ZINC05085298	CCCCC(=O)N(c1ccc(Nc2c3ccccc3[nH+]c3cc([N+](=O)[O-])ccc23)cc1)S(C)(=O)=O
ZINC59157927	O=C(C[NH+](Cc1ccccc1)Cc1ccccc1)N/N=C1/C(=O)N(Cc2ccccc2Cl)c2ccccc21
ZINC63339766	CCc1ccccc1NC(=O)CSC1N=NC(C(CC2=c3ccccc3=[NH+]C2)NC(=O)OC(C)(C)C)O1
ZINC63361930	CCCCCC(CC)NC(=O)c1ccccc1N1C(=O)N2CCC3=c4ccccc4=[NH+]C3C2(C)C1=O
ZINC63684125	CCOC(=O)c1ccc(NC(=O)C(CC2=c3ccccc3=[NH+]C2)NC(=O)C23CC4CC(CC(C4)C2)C3)cc1
ZINC38970883	CCCOC(=O)c1ccc(NC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2ccc(C)c(C)c2)cc1
ZINC38970884	CCCOC(=O)c1ccc(NC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2ccc(C)c(C)c2)cc1
ZINC09747135	CC[NH+](CC)CCn1c2c(c(SCC(=O)Nc3ccc(Cl)c(Cl)c3)nc1=O)CCCC2
ZINC11062593	COc1cc(OC)c(C2=CC[NH+](CC(=O)NC(C)c3ccc(Br)cc3)CC2)c(OC)c1
ZINC11911093	COC(=O)C1CC(NC(=O)c2cc(C3CC3)nc3ccccc23)C[NH+]1Cc1cccc(C(F)(F)F)c1
ZINC12244619	CC(=O)Nc1ccc(C[NH+]2CCC(C(Cc3ccccc3F)N(C)C(=O)c3cccs3)CC2)cc1
ZINC12451228	COC(=O)c1sc2nc(C[NH+](C)Cc3ccccc3)ccc2c1NC(=O)C1(c2ccccc2)CC1
ZINC11789835	COc1ccc(SC2CC(C(=O)NCc3cn4ccccc4n3)[NH+](Cc3cccc(C)c3)C2)cc1
ZINC11912104	CN(C(=O)c1ccsc1)C(Cc1ccccc1)C1CC[NH+](Cc2c[nH]nc2-c2ccccc2)CC1
ZINC12042998	CCOC(=O)C1CC[NH+](C(c2ccncc2)c2c(NC(=O)c3ccccc3)sc(C)c2C)CC1
ZINC14085340	Cc1cc(Br)ccc1NC(=O)C[NH+](C)CC(=O)N(CC1=CCSC1)c1ccccc1
ZINC14971671	C=CCn1c(SCc2cccc(Cl)c2)nnc1C1CC[NH+](Cc2cccc(OC)c2O)CC1
ZINC14971853	COc1ccc(CC[NH2+]C2CCc3c(sc4ncn(Cc5ccccc5)c(=O)c34)C2)cc1OC
ZINC16395807	COCC[NH+](CC(=O)Nc1cccc(C)c1C)CC(=O)N(C)C(c1ccccc1)c1ccccc1
ZINC19635796	Cc1ccc2nc(OCc3ccccc3C)c(C[NH2+]CC(c3cccnc3)N3CCOCC3)cc2c1
ZINC20242276	CC[NH+](CC)CCNC(=O)c1ccc2c(c1)N(Cc1ccc(Cl)cc1)C(=O)c1ccccc1S2=O
ZINC21603958	Cc1ccc(CNC(=O)C(C)Sc2nc3sc4c(c3c(=O)n2CCC[NH+](C)C)CCCC4)cc1
ZINC21604915	CC[NH+](CC)CCCn1c(SC(C)C(=O)Nc2ccccc2C(C)C)nc2ccccc2c1=O
ZINC21810092	CCc1cc2c(cc3n2CC(C)(C(=O)NC2CCC(C)CC2)N(CCC[NH+](CC)CC)C3=O)s1
ZINC22619849	C[NH+](C)C(CNC(=O)CCc1ccc(S(=O)(=O)N2CCCCCC2)cc1)c1ccccc1Cl
ZINC22619851	C[NH+](C)C(CNC(=O)CCc1ccc(S(=O)(=O)N2CCCCCC2)cc1)c1ccccc1Cl
ZINC23042816	Cc1ccc(Cn2c(SCC(=O)NC3CC[NH+](Cc4ccccc4)C3)nc3ccccc3c2=O)cc1
ZINC23483085	CC(c1nnc(SCC(=O)NC(C)C23CC4CC(CC(C4)C2)C3)n1-c1ccc(F)cc1)[NH+](C)C
ZINC23483464	CC(NC(=O)CSc1nnc(C(C)[NH+](C)C)n1-c1ccc(Cl)cc1)c1cccc(Cl)c1
ZINC24141301	CC(c1ccccc1)n1c(SCC(=O)NC2CC[NH+](Cc3ccccc3)C2)nc2ccccc2c1=O
ZINC30594830	O=C(C[NH+]1CCN(S(=O)(=O)/C=C/c2ccccc2)CC1)NC(c1ccc(F)cc1)c1cccs1
ZINC29617867	CCCCCn1c(SCC(=O)NC2CC[NH+](CC)CC2)nc2sc3c(c2c1=O)CCCC3
ZINC30982366	O=C(NCCSCc1cccc(Cl)c1)C1CC[NH+](Cc2nc(-c3ccc(F)cc3)no2)CC1
ZINC30984872	O=C(NCCSCc1ccc(F)cc1)C1CC[NH+](Cc2nc(-c3ccccc3Cl)no2)CC1
ZINC31051158	O=C(NCCSCc1ccc(F)cc1)C1CCC[NH+](Cc2nc(-c3ccccc3Cl)no2)C1
ZINC31051162	O=C(NCCSCc1ccc(F)cc1)C1CCC[NH+](Cc2nc(-c3ccccc3Cl)no2)C1
ZINC35415925	Cc1ccc(C[NH+](CCc2c[nH]c3ccccc23)Cc2nc(C(=O)N3CC(C)OC(C)C3)cs2)cc1
ZINC35777794	Cc1nn(-c2ccccc2)c(Oc2ccc(F)cc2F)c1C[NH+](CC(O)COC(C)(C)C)C1CC1
ZINC35777832	Cc1nn(-c2ccccc2)c(Oc2ccc(F)cc2F)c1C[NH+](CC1CCCO1)CC(O)C(C)C
ZINC35777835	Cc1nn(-c2ccccc2)c(Oc2ccc(F)cc2F)c1C[NH+](CC1CCCO1)CC(O)C(C)C
ZINC36083102	CC(c1ccccc1)[NH+](Cc1ccc(Cl)c(Cl)c1)Cc1nc(C(=O)NCC2CCCO2)co1
ZINC36146390	CC(C)COCC(O)C[NH+](Cc1cccc(F)c1)CC1CC(c2ccc(Cl)c(Cl)c2)=NO1
ZINC36202608	COc1ccc(C(O)(c2ccc(OC)cc2)c2ccc(C[NH+](Cc3ccc(C)o3)C3CC3)o2)cc1
ZINC38546796	CC[NH+]1CCN(C(c2ccc(OC)c(OC)c2)c2c(NC(=O)c3cccs3)sc(C)c2C)CC1
ZINC38546797	CC[NH+]1CCN(C(c2ccc(OC)c(OC)c2)c2c(NC(=O)c3cccs3)sc(C)c2C)CC1
ZINC38884798	O=C(NCCSCc1c(F)cccc1Cl)C1CCC[NH+](Cc2nc(-c3ccccc3)no2)C1
ZINC38885758	O=C(NCCCSCc1cccc(Cl)c1)C1CCC[NH+](Cc2nc(-c3ccccc3)no2)C1
ZINC38901583	Cc1ccccc1CSCCCNC(=O)C1CCC[NH+](Cc2nc(-c3ccc(F)cc3)no2)C1
ZINC39844299	Cc1cccc(-c2nc(S(=O)(=O)c3ccc(Br)cc3)c(NCCC[NH+](C)C)o2)c1
ZINC40315389	Cc1cccc(OCC(O)C[NH+](Cc2ccc(-c3ccc(F)cc3)o2)C2CCS(=O)(=O)C2)c1C
ZINC40323023	CC[NH+](CC)C(CNC(=O)c1ccc(S(=O)(=O)c2ccc(Br)cc2)o1)c1ccccc1
ZINC40985347	COc1ccc(Br)cc1-c1nc(C[NH+]2CCC(C(=O)NCCC(C)C)CC2)c(C)o1
ZINC60155881	Cc1ccc(C(CNC(=O)c2ccccc2SCC(=O)N2CCc3ccccc32)[NH+](C)C)cc1
ZINC39945419	O=C(CNC(=O)c1ccc(Cl)c(Cl)c1)OC(C(=O)C1=c2ccccc2=[NH+]C1)c1ccccc1
ZINC63515595	Cc1cc(C)c(C#N)c(SCC(=O)NCCC2=c3cc(OC(F)(F)Cl)ccc3=[NH+]C2C)n1
ZINC63864637	O=C(COC(=O)C(CC1=c2ccccc2=[NH+]C1)NC(=O)c1ccccc1Cl)c1ccccc1F
ZINC35451507	Cc1noc(C)c1CCNC(=O)C1CC[NH+](Cc2cc3ccccc3n2Cc2ccc(F)cc2)CC1
ZINC02147227	CCc1cc(=O)oc2c(C)c(OC(=O)C(Cc3c[nH]c4ccccc34)NC(=O)OCc3ccccc3)ccc12
ZINC09494982	CCCCCCOc1ccc(/C=C(\C#N)C(=O)Nc2ncc(Cc3ccc(C)c(Cl)c3)s2)cc1OC
ZINC09720389	CCC(C)(C(=O)NC1CCCCC1)N(CC1CCCO1)C(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
ZINC13570934	CCc1c/c(=N\NC(=O)CCCCCNC(=O)OC(C)(C)C)oc2cc3c(cc12)CCC1(CCCCC1)O3
ZINC13940641	CCOc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCC(C(C)(C)C)C4)ccc1OCCCOc1ccccc1
ZINC16434677	CCCN(CC(=O)Nc1cc(C(C)(C)C)nn1-c1ccc(OC)cc1)C(=O)Nc1cccc(C(F)(F)F)c1
ZINC16436753	CCCCCN(CC(=O)Nc1cc(C(C)(C)C)nn1-c1ccc(C)cc1C)C(=O)Nc1ccc(OCC)cc1
ZINC16604452	CCOC(=O)C1=C(C)N(CC(=O)NC(Cc2ccccc2)c2ccccc2)C(=O)CC1c1cccc(Cl)c1
ZINC06197656	CCSCCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(OC)c(OC)c3)C2)C1c1ccc(CC)cc1
ZINC22861228	CCCCc1ccc(-n2nc3cc(C)c(NC(=S)NC(=O)COc4cc(C)ccc4C(C)C)cc3n2)cc1
ZINC32944570	Cc1ccc(Cn2c(SCC(=O)c3ccc(C)cc3)nc3cc(C(=O)NCCC(C)C)ccc3c2=O)cc1
ZINC33826506	Cc1ccccc1OC(C)C(=O)Nc1ccc(Cc2ccc(NC(=O)C(C)Oc3ccccc3C)cc2)cc1
ZINC35003062	COc1cc(NC(C)CCCN(Cc2ccc(F)cc2)C(=O)Nc2ccc(F)cc2F)c2ncccc2c1
ZINC35094258	CCc1ccc(NC(=O)N(CCC(C)C)C(CC)c2nc3ccccc3c(=O)n2-c2ccccc2OC)cc1
ZINC35143747	CCOC(=O)c1ccc(NC(=O)N(CC(=O)Nc2cc(C(C)(C)C)nn2-c2cccc(C)c2)CC(C)C)cc1
ZINC35349678	CCC(C)N(CC(=O)N(Cc1cccn1Cc1ccccc1)C1CCCCC1)C(=O)Nc1c(C)cccc1C
ZINC35761452	Cc1ccc(CN(CCc2c[nH]c3ccccc23)C(=O)CN(C(=O)Nc2ccc(C(C)C)cc2)C2CC2)cc1
ZINC35777643	CCC(C(=O)Nc1ccc(-n2nc(OCC(C)C)nc2-c2ccc(C(F)(F)F)cc2)cc1)c1ccccc1
ZINC36482126	CCCCC/C=C/C(=O)N(c1cccc(Cl)c1)C(C(=O)NC(C)(C)CC(C)(C)C)c1ccc2c(c1)OCO2
ZINC36485368	COc1ccc(CCC(=O)N(c2cccc(Cl)c2)C(C(=O)NC(C)(C)CC(C)(C)C)c2ccco2)cc1
ZINC36486684	CCC/C=C/C(C(=O)NC(C)(C)CC(C)(C)C)N(C(=O)Cc1ccc2c(c1)OCO2)c1cccc(Cl)c1
ZINC36493962	CCCCNC(=O)C(c1ccc(N(C)C)cc1)N(Cc1ccco1)C(=O)/C(=C/c1ccccc1)c1ccccc1
ZINC36495622	COc1ccc2ccccc2c1C(C(=O)NC1CCCCC1)N(Cc1ccco1)C(=O)CCC1CCCCC1
ZINC36497259	CCC(C(=O)N(Cc1ccco1)C(C(=O)NC(C)(C)CC(C)(C)C)c1ccc(N(C)C)cc1)c1ccccc1
ZINC36497260	CCC(C(=O)N(Cc1ccco1)C(C(=O)NC(C)(C)CC(C)(C)C)c1ccc(N(C)C)cc1)c1ccccc1
ZINC36498342	CC(C)(C)CC(C)(C)NC(=O)C(C(c1ccccc1)c1ccccc1)N(Cc1ccco1)C(=O)c1ccco1
ZINC36501103	COc1ccc(CCC(=O)N(Cc2ccco2)C(C(=O)NC(C)(C)CC(C)(C)C)c2ccc(C)cc2C)cc1
ZINC36501941	CC(CC(=O)N(Cc1ccco1)C(C(=O)NC(C)(C)CC(C)(C)C)c1ccc(N(C)C)cc1)c1ccccc1
ZINC36508034	CCCCCCN(C(=O)C1CCCN1C(=O)OCc1ccccc1)C(C(=O)NC(C)(C)C)c1ccc(C)cc1
ZINC36514121	CCCCCCN(C(=O)C#Cc1ccccc1)C(C(=O)NC(C)(C)CC(C)(C)C)c1ccc(OC)c(OC)c1
ZINC36519775	CCCCCCN(C(=O)c1cccc([N+](=O)[O-])c1)C(C(=O)NC(C)(C)CC(C)(C)C)c1ccc(C)cc1C
ZINC36556980	COc1cccc(C(C(=O)NC(C)(C)CC(C)(C)C)N(Cc2ccc(C)o2)C(=O)CCC2CCCCC2)c1
ZINC36557206	Cc1ccc(CN(C(=O)CCC2CCCCC2)C(C(=O)NC(C)(C)CC(C)(C)C)c2ccc3c(c2)OCO3)o1
ZINC36597930	Cc1ccc(CN(C(=O)Cc2cccc(Cl)c2Cl)C(C(=O)NC(C)(C)CC(C)(C)C)c2ccco2)o1
ZINC36597931	Cc1ccc(CN(C(=O)Cc2cccc(Cl)c2Cl)C(C(=O)NC(C)(C)CC(C)(C)C)c2ccco2)o1
ZINC36598507	COc1cccc(C(C(=O)NC(C)(C)CC(C)(C)C)N(Cc2ccc(C)o2)C(=O)CC(C)c2ccccc2)c1
ZINC36598747	COc1ccc(C(C(=O)NC(C)(C)CC(C)(C)C)N(Cc2ccc(C)o2)C(=O)CC(C)c2ccccc2)cc1
ZINC36598781	Cc1ccc(CN(C(=O)CC(C)c2ccccc2)C(C(=O)NC(C)(C)CC(C)(C)C)c2ccc(N(C)C)cc2)o1
ZINC33813737	CC[NH+](CC)CCCN1C(=O)C([O-])=C(C(=O)c2sc(-c3ccccc3)nc2C)C1c1ccc(C(C)C)cc1
ZINC09428290	COc1ccc(C(O)P(=O)(OC2CC(C)CCC2C(C)C)OC2CC(C)CCC2C(C)C)cc1OC
ZINC40341581	CCCCOc1ccc(C2c3c(-c4ccc(C)cc4)n[nH]c3C(=O)N2Cc2ccc(Cl)cc2)cc1OCC
ZINC40341582	CCCCOc1ccc(C2c3c(-c4ccc(C)cc4)n[nH]c3C(=O)N2Cc2ccc(Cl)cc2)cc1OCC
ZINC40981346	CCCCOc1ccc(C2C(C(=O)OCc3ccccc3)=C(C)Nc3nc(SCCC)nn32)cc1OC
ZINC40982754	C=CCOC(=O)C1=C(C)Nc2nc(SCCC)nn2C1c1ccccc1OCc1ccc(C(C)(C)C)cc1
ZINC40982885	CCCCOC(=O)C1=C(C)Nc2nc(SCCC)nn2C1c1ccc(OCc2ccccc2)c(OC)c1
ZINC41001677	CCCCSc1nc2n(n1)C(c1ccccc1OCc1ccccc1Cl)C(C(=O)OC(C)C)=C(C)N2
ZINC41003869	CCCCOC(=O)C1=C(C)Nc2nc(SCC)nn2C1c1ccccc1OCc1ccc(C(C)(C)C)cc1
ZINC01864351	CCOC(=O)C1=C(c2ccccc2)NC(SCC(=O)Nc2cccc(C(F)(F)F)c2)=C(C#N)C1c1ccc(Cl)cc1
ZINC01900704	COc1cc(/C=N/NC(=O)CSc2nnc(-c3ccc(C(C)(C)C)cc3)n2-c2ccc(C)cc2)cc(OC)c1OC
ZINC59152417	CCCN(CCC)c1ccc(C(=O)N/N=C2/C(=O)N(C(c3ccccc3)c3ccccc3)c3ccccc32)cc1
ZINC03811823	CC[NH+](CC)CCCN(CC(=O)N(C1CCCCC1)C1CCCCC1)C(=O)c1ccc([N+](=O)[O-])cc1
ZINC03034066	CC[NH+](CC)CCn1c(=S)sc2c(=O)n(-c3ccccc3)c(SCc3ccc(Cl)cc3)nc21
ZINC12055900	COc1cccc(C[NH+](C)Cc2nnc(SCc3cccc(Cl)c3)n2-c2cccc(OC)c2)c1
ZINC12122239	Cc1ccc(C(=O)N2CCCCC2CCOc2cccc(C[NH+](C)Cc3cccc4cccnc34)c2)s1
ZINC12163883	COc1ccc(CN(Cc2cc3c(OC)ccc(OC)c3[nH+]c2N(C)C)C(=O)c2sccc2C)cc1
ZINC12218397	COc1ccc(C[NH+](C)Cc2nnc(SCc3cccc(Cl)c3)n2-c2cccc(OC)c2)cc1
