ZINC00227558	CC1=C(C(=O)OC(C)C)C(c2ccccc2F)CC(=O)N1
ZINC00754334	Cc1cc([O-])c(C2=Nc3ccccc3SC(c3ccccn3)C2)c(=O)o1
ZINC35678946	O=S(=O)([N-]c1cccc(Br)n1)c1ccc(F)c(F)c1
ZINC35698459	[O-]c1c2sccc2nc(=S)n1-c1ccccc1Br
ZINC36139246	O=S(=O)([N-]c1c(F)cccc1F)c1cnc(Cl)c(Cl)c1
ZINC36752569	N#Cc1ccccc1S(=O)(=O)[N-]c1cc(Br)ccc1F
ZINC36752572	N#Cc1ccc(S(=O)(=O)[N-]c2cc(Br)ccc2F)cc1
ZINC37387555	N#Cc1ccc(S(=O)(=O)[N-]c2c(F)cc(F)cc2Br)cc1
ZINC37408665	N#Cc1cccc([N-]S(=O)(=O)c2ccc(F)cc2Br)c1
ZINC37437356	O=S(=O)([N-]c1ncc(Br)s1)c1ccccc1Cl
ZINC37575423	N#Cc1c(F)cccc1[N-]S(=O)(=O)c1ccc(F)cc1Br
ZINC37982056	N#Cc1ccc([N-]S(=O)(=O)c2ccccc2F)c(Br)c1
ZINC38008519	O=S(=O)([N-]c1ccc(Br)cc1F)c1ccnc(Cl)c1
ZINC38609962	CC1=NC(C)C(/C=C2/C(=O)N(c3cc(Cl)cc(Cl)c3)C(=S)N=C2[O-])=C1
ZINC38610347	CC1=NC(C)C(/C=C2/C(=O)N(c3cccc(Cl)c3Cl)C(=S)N=C2[O-])=C1
ZINC39463463	[O-]c1cnc2cc(I)cc(I)n12
ZINC39959943	CC1=NC(C)C(/C=C2\C(=O)N(c3cccc(Cl)c3Cl)C(=S)N=C2[O-])=C1
ZINC41896966	CC1CC(C)(C)CC(C(=O)[O-])(n2cc(Br)ccc2=O)C1
ZINC42350459	O=S(=O)([N-]c1ccccc1F)c1sccc1Br
ZINC43531925	Cc1cccc(C)c1[N-]S(=O)(=O)c1cncc(Br)c1
ZINC44602520	O=c1c([O-])c(-c2ccc3c(c2)OCCO3)oc2ccc(Br)cc12
ZINC48440873	O=S(=O)([N-]c1cccc2cccnc12)c1sccc1Br
ZINC48461360	O=S(=O)(/N=C(\[O-])c1csc(Br)c1)c1ccc(Cl)s1
ZINC48623036	Cn1cc(-c2nc([O-])c3cc(Br)cc(Br)c3n2)cn1
ZINC50358888	O=C([O-])c1cnc(-c2cc(Br)c(Br)o2)s1
ZINC50594148	Cc1nn(C2(C(=O)[O-])CC(C)CC(C)(C)C2)c(C)c1Br
ZINC55554935	N#Cc1cc(S(=O)(=O)[N-]c2ccc(F)c(F)c2F)ccc1Cl
ZINC58426916	Cc1cc(C)cc(N(C)C(=O)c2ccc3c([O-])n(C)c(=S)nc3c2)c1
ZINC34132147	Cc1cc2c(c([S-])n1)C(=O)O/C2=C\c1ccc(Br)o1
ZINC59860470	Cc1ccc(N2C(=O)N=C([O-])/C(=C\c3ccc(C)s3)C2=O)c(C)c1
ZINC59860482	Cc1ccc(/C=C2\C(=O)N(c3cccc(C)c3C)C(=O)N=C2[O-])s1
ZINC60353912	O=S(=O)([N-]c1ccc2scnc2c1)c1ccc(F)c(F)c1F
ZINC60417587	N#Cc1cccc(S(=O)(=O)[N-]c2ccc(F)c(C(F)(F)F)c2)c1
ZINC60442087	N#Cc1cc([N-]S(=O)(=O)c2c(F)cc(F)cc2F)ccc1Cl
ZINC62844748	CCC1(C(=O)[O-])CCN(C(=O)/C=C/c2ccc(Br)s2)CC1
ZINC66574996	CC(C)CS(=O)(=O)[N-]c1ccccc1I
ZINC67635046	O=S(=O)(/N=C(\[O-])C1CC=CCC1)c1cccc(I)c1
ZINC01223118	CC(C)(C)C1CCc2c(sc3ncnc(SCC(=O)[O-])c23)C1
ZINC09232308	O=C([O-])c1ccc(/C=C2/SC(=S)N(c3ccc(F)c(Cl)c3)C2=O)cc1
ZINC05982091	Cc1ccsc1/C=N/n1c([S-])nnc1-c1ccccc1Cl
ZINC06192648	[S-]c1nnc(-c2ccccc2Cl)n1/N=C/C(Cl)=C/c1ccccc1
ZINC06190502	[S-]c1nnc(-c2sc3ccccc3c2Cl)n1-c1ccccc1
ZINC20374869	CCC(Sc1nc(C)nc2sc3c(c12)CCC(C)C3)C(=O)[O-]
ZINC20374871	CCC(Sc1nc(C)nc2sc3c(c12)CCC(C)C3)C(=O)[O-]
ZINC20377043	CC1CCc2c(sc3ncnc(SCC(C)(C)C(=O)[O-])c23)C1
ZINC05177918	Cc1nnc(SCc2cc(Br)cc(Br)c2)nc1[O-]
ZINC20589833	CCCc1nnc([S-])n1-c1ccccc1I
ZINC20589902	Cc1cc(Br)c(-n2c(C)nnc2[S-])c(Br)c1
ZINC20591193	CC(c1ccc(Cl)cc1Cl)n1c([S-])nnc1-c1cccs1
ZINC21657593	O=S(=O)(c1ccc(F)cc1)c1cnc2c(F)ccc(Cl)c2c1[O-]
ZINC21657597	O=S(=O)(c1ccc(F)cc1)c1cnc2c(F)c(Cl)ccc2c1[O-]
ZINC26257518	Cc1ccnc2c1nc(C1CC1)n2Cc1cc(Cl)c([O-])c(Cl)c1
ZINC01249247	Cc1ccsc1/C=N/n1c([S-])nnc1-c1ccc(Cl)cc1
ZINC32926333	O=S(=O)([N-]c1cc(F)ccc1F)c1ccc(F)cc1Br
ZINC02284373	[S-]c1nnc(-c2ccc(Cl)cc2)n1/N=C\C=C\c1ccccc1
ZINC01047814	[S-]c1nccc(-c2csc(COc3cc(Cl)cc(Cl)c3)n2)n1
ZINC35099258	O=S(=O)([N-]c1ccc(Br)cc1Cl)c1cccnc1Cl
ZINC35551156	O=S(=O)([N-]c1ccccc1Cl)c1cnc(Cl)c(Br)c1
ZINC06204557	Cc1ccc(CSc2nc3nc(C)c(Br)cc3[n-]2)cc1
ZINC37368725	Cc1ccc(Br)cc1-n1c([S-])nnc1-c1ccncc1
ZINC37415471	Cc1ccc(Br)cc1[N-]S(=O)(=O)c1ccccc1F
ZINC37437446	O=S(=O)([N-]c1ncc(Br)s1)c1cc(Cl)sc1Cl
ZINC00369507	O=S(=O)([N-]/N=C/c1c(F)cccc1Cl)c1ccc(Cl)cc1
ZINC06779983	CC(CCC(=O)[O-])C1CCC2C3CCC4CC(=O)CCC4(C)C3CC(=O)C12C
ZINC39942671	CC(CCC(=O)[O-])C1CCC2C3CCC4CC(=O)CCC4(C)C3CC(=O)C12C
ZINC40139798	Cc1cccc2c([O-])nc(/C(Cl)=C/c3ccc(OC(C)C)cc3)nc12
ZINC40285831	[O-]c1nc2ccc(C(Br)C(F)(F)C(F)(F)F)cc2o1
ZINC40285833	[O-]c1nc2ccc(C(Br)C(F)(F)C(F)(F)F)cc2o1
ZINC41231893	O=S(=O)([N-]c1cc(Cl)cc(Cl)c1)c1ccc2c(c1)CCO2
ZINC41231897	O=S(=O)([N-]c1cccc(Cl)c1Cl)c1ccc2c(c1)CCO2
ZINC41906848	CC(C(=O)[O-])(c1ccccc1Br)n1ccc2ccccc21
ZINC41948029	O=C([O-])C1(Oc2ccc3cc(Br)ccc3c2)CCSC1
ZINC42350490	Cc1ccc(F)cc1[N-]S(=O)(=O)c1sccc1Br
ZINC44223424	C/C(=C\c1cccn1-c1ccc(I)cc1)C(=O)[O-]
ZINC44244496	O=S(=O)([N-]c1c(Cl)cccc1Cl)c1cncc(Br)c1
ZINC44711388	Cc1nc([S-])sc1CC(=O)N1CCN(C(C)c2ccccc2Cl)CC1
ZINC45951722	O=C([O-])C1c2ccccc2C(=O)N(c2ccccc2)C12CCCCC2
ZINC48606407	[O-]c1nc(Cc2ccccn2)nc2c(Br)cc(Br)cc12
ZINC48652164	N#Cc1cc(S(=O)(=O)[N-]c2cccc(Br)c2)ccc1Cl
ZINC17072210	[O-]c1c2ccccc2nc(=S)n1Cc1cccc(Br)c1
ZINC23371096	Cc1cnc2c(S(=O)(=O)[N-]c3ccccc3Br)cccc2c1
ZINC23371264	Cc1cnc2c(S(=O)(=O)[N-]c3ccc(F)c(Cl)c3)cccc2c1
ZINC59136001	CC(C)(C)c1ccc(/C=C2/C(=O)N(c3ccccc3F)C(=S)N=C2[O-])cc1
ZINC60441829	O=S(=O)([N-]c1cccc(C2SCCS2)c1)c1c(F)cc(F)cc1F
ZINC04648336	CC1(C)CC2=NC3=C(C(=O)c4ccccc43)C(c3cccnc3)C2=C([O-])C1
ZINC04648336	CC1(C)CC(=O)C2=C(C1)NC1=C(C(=O)c3ccccc31)C2c1cccnc1
ZINC04648336	CC1(C)CC(=O)C2=C(C1)N=C1C(=C([O-])c3ccccc31)C2c1cccnc1
ZINC00459038	CCOc1ccc(C2C(C#N)=C(SC)NC3=C2C(=O)CCC3)cc1
ZINC66575124	O=S(=O)(/C=C/c1ccccc1Cl)[N-]c1ccc(F)c(F)c1F
ZINC03849753	CC12CCC3C(CCC4CC(CC(=O)[O-])=CCC43C)C1CCC2O
ZINC04044847	O=C([O-])c1ccc2c(c1)C1C=CCC1C(c1ccccc1Cl)N2
ZINC04044851	O=C([O-])c1ccc2c(c1)C1C=CCC1C(c1ccccc1Cl)N2
ZINC04044853	O=C([O-])c1ccc2c(c1)C1C=CCC1C(c1ccccc1Cl)N2
ZINC02488517	O=C([O-])c1ccc2c(c1)C1C=CCC1C(c1cccc(Cl)c1)N2
ZINC05332639	O=C([O-])c1ccc(Nc2ncnc3sc4c(c23)CCCC4)cc1
ZINC00518470	O=C([O-])c1ccccc1C(=O)c1cc2c3c(c1O)CCCN3CCC2
ZINC06217826	CC1=CCC(C(=O)[O-])C(C(=O)Nc2nc3c(C)cccc3s2)C1
ZINC00316455	O=C([O-])C1CC=CCC1C(=O)Nc1ccc2c(c1)oc1ccccc12
ZINC06715055	Cc1ccc(C(=O)[O-])c2c1NC(c1ccc(Cl)cc1)C1CC=CC21
ZINC13255266	Cc1ccc(NC(=O)/C=C/c2ccc(C(=O)[O-])cc2)c(Br)c1
ZINC01305816	Oc1ccc(/C=N\n2c([S-])nnc2-c2ccc(Cl)cc2)cc1
ZINC00495438	CC1=C(C(=O)OC(C)(C)C)C(c2cccs2)C(C#N)=C([S-])N1
ZINC05818174	Cc1cc(-c2ccc(Cl)cc2)c2c(n1)sc1c([O-])cc(=O)[nH]c12
ZINC21512935	COc1ccc(Cl)cc1NCc1cc(Cl)cc(Cl)c1[O-]
ZINC24600767	Cn1c([O-])c2ccc(C(=O)NC3CCCCCCC3)cc2nc1=S
ZINC32121167	O=C([O-])c1cc(Cl)c2c(c1)C1C=CCC1C(c1ccccc1)N2
ZINC32121317	Cc1cccc(C2Nc3c(Cl)cc(C(=O)[O-])cc3C3C=CCC32)c1
ZINC33507675	O=C([O-])Cc1csc(Nc2cc(Cl)c(Cl)cc2Cl)n1
ZINC16488003	O=C(Nc1nnc([S-])s1)N(c1ccccc1)c1ccccc1
ZINC35534031	O=C([O-])c1ccc(C2Nc3ccc(Cl)cc3C3C=CCC32)cc1
ZINC35634385	CC(O)c1cccc(S(=O)(=O)[N-]c2ccc(Cl)c(Cl)c2)c1
ZINC08783606	O=c1cc([O-])c2sc3nc(-c4ccccc4Cl)ccc3c2[nH]1
ZINC37716651	O=C(/C=C/c1ccc(Br)s1)NCc1cccc(C(=O)[O-])c1
ZINC00818320	N#CC1=C([S-])N(c2ccc(Cl)cc2)C2(CCCCC2)NC1=O
ZINC06000053	Fc1ccccc1-c1nnc([S-])n1/N=C/c1c[nH]c2ccccc12
ZINC13142207	O=S(=O)(Nc1cccc(Cl)c1)c1ccc2oc([S-])nc2c1
ZINC38107929	O=S(=O)([N-]c1cccc2c(O)cccc12)c1cnc(Cl)s1
ZINC08419264	O=c1cc([O-])c2sc3nc(-c4ccc(Cl)cc4)ccc3c2[nH]1
ZINC12384537	CC1(C)Cc2nc(-c3ccccc3)n([O-])c2-c2[nH]c3ccccc3c21
ZINC39463378	[O-]c1cnc2cc(I)cc(-c3ccccc3O)n12
ZINC39887781	CCc1ccc(N2C([S-])=C(C#N)C(=O)NC23CCCCC3)cc1
ZINC40114075	Cc1ccc(C)c([N-]C2=NC(=O)/C(=C/c3c(C)n[nH]c3C)S2)c1
ZINC40475833	COC(=O)C1CSc2nc([S-])sc2C1c1ccc(O)cc1
ZINC40940954	O=C([O-])CC1(CC(O)c2ccc(Cl)cc2Cl)CCCCC1
ZINC41676200	Cc1ccc(C(Nc2cccc(Br)c2)C(=O)[O-])s1
ZINC43726289	CC(CCC1C(C)(O)CCC2C(C)(C)CCCC21C)CC(=O)[O-]
ZINC43769678	O=C([O-])c1cc(Cl)c2c(c1)C1C=CCC1C(c1ccccc1)N2
ZINC54131094	Cc1nc([S-])sc1CC(=O)Nc1nc2c(s1)CC(C)CC2
ZINC57352346	Cc1cccc(-n2c([O-])c3[nH]cc(-c4ccccc4)c3nc2=S)c1
ZINC57931070	Cc1cc2c(cc1C)N(Cc1ccc(C(=O)[O-])cc1)C(=O)C(C)N2
ZINC58004206	Cc1cc(C)c(Nc2nc(C)c(CCC(=O)[O-])s2)c(Cl)c1
ZINC58836836	Cc1cs/c(=N\NC(=O)c2ccccc2)n1-c1cccc([O-])c1
ZINC59267140	O=C([O-])c1ccc(C2Nc3c(F)cc(F)cc3C3C=CCC32)cc1
ZINC13572510	COc1ccc2c(c1)C1=C(CC2)C(c2ccc(C)cc2)N=C([S-])N1
ZINC30823693	O=C1C=C/C(=C2/NN=C(c3ccccc3Br)O2)C([O-])=C1
ZINC62159018	Cc1ccc(S(=O)(=O)/N=c2/ccc3cc(C)c([O-])[nH]c-3c2)s1
ZINC12600465	COc1cccc(N/C([S-])=C(\C#N)c2nc3ccccc3s2)c1
ZINC12600465	COc1cccc(N/C([S-])=C(/C#N)c2nc3ccccc3s2)c1
ZINC18029534	O=C1Nc2ccc(Br)cc2/C1=N/c1cccc(C(=O)[O-])c1
ZINC67006376	Cc1c(C(=O)[O-])oc2c1C(=O)/C(=C\c1ccc(O)c(Cl)c1)CC2
ZINC01075794	O=C([O-])CCc1ccc(-c2cccs2)n1-c1ccc(Cl)c(Cl)c1
ZINC04953409	CN1/C(=C\C=N\c2cccc(C(=O)[O-])c2)C(C)(C)c2ccccc21
ZINC11804341	Cc1ccccc1COc1ccc2ccccc2c1/C=C/C(=O)[O-]
ZINC11828412	Cc1cc(OC(C(=O)[O-])C(C)C)c(C(C)C)cc1Br
ZINC11884408	Cc1ccccc1COc1ccc(Br)cc1/C=C/C(=O)[O-]
ZINC11892861	CC(Sc1ccc(Cl)cc1Cl)c1ccc(C(=O)[O-])o1
ZINC11961289	CCc1cc(Br)c(OC(C)(C)C(=O)[O-])c(C(C)(C)C)c1
ZINC00094836	Cc1ccc(-c2ccc(CCC(=O)[O-])n2-c2ccc(C)cc2C)cc1
ZINC14410655	CC(C)c1ccc2c(c1)C(=O)CC1C(C)(C(=O)[O-])CCCC21C
ZINC03876906	O=C1C(c2nc3c(oc4ccccc43)s2)=C([O-])c2ccccc21
ZINC05687728	Cc1ccc(-c2nnc([S-])n2-c2ccccc2)c(Cl)c1
ZINC06533565	CCc1c(-c2nnc([S-])n2-c2cccc(C)c2)csc1C
ZINC18202690	Cc1ccccc1Cc1c([O-])nc2nc3ccccc3n2c1C
ZINC17128855	CC(=O)c1ccc(Cl)c(/N=C/c2cc(Cl)cc(Cl)c2[O-])c1
ZINC20589624	CCCc1nnc([S-])n1-c1c(Cl)ccc(C)c1Cl
ZINC21800002	O=C([O-])c1ccc(SCc2ccc(F)c(Br)c2)cc1
ZINC05427143	[S-]c1nnc(SCc2ccc(Cl)cc2Cl)s1
ZINC32180720	Cc1cc(C)c(Oc2ccc(CC(C)C(=O)[O-])cc2)c(C)c1
ZINC00442860	CC(C)(C)C1CCc2c(sc3ncn4c([S-])nnc4c23)C1
ZINC36724593	Cc1ccc(-n2c([S-])nnc2-c2cccc(Cl)c2)cc1
ZINC37364892	O=C([O-])CC1(CCc2c(F)cc(F)cc2F)CCCCC1
ZINC05427677	O=c1c2cc(Cl)ccc2nc(-c2ccc(Cl)c(Cl)c2)n1[O-]
ZINC04023707	CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)[O-])CCCC21C
ZINC03947549	C=CC1(C)C=C2CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1
ZINC33413600	Cc1ccc(O)c(-c2cc(C(F)(F)F)nn2-c2ccccc2)c1
ZINC06686824	Cc1ccccc1-c1nnc([S-])n1/N=C/C1CCCCC1
ZINC39567637	CC(/N=C1\C=CC2=NC([O-])=NC2=C1)c1ccc(Cl)cc1Cl
ZINC40161162	Cc1sc2nc(/C(C#N)=C\c3ccc4ccccc4c3)nc([O-])c2c1C
ZINC40285466	[O-]c1nc2ccc(C(Br)c3ccc(Cl)cc3)cc2o1
ZINC41027384	CC1CCc2c(c(C(=O)[O-])nn2-c2cc(Cl)ccc2Cl)C1
ZINC41141804	CC1=NN(c2cc(C)ccc2C)C(c2ccc(C)cc2)C1C(=O)[O-]
ZINC41937640	CCCC(C)(Oc1c(Cl)cc(Cl)cc1Cl)C(=O)[O-]
ZINC41949160	CCC(C)(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)[O-]
ZINC41958079	O=C([O-])C1(Oc2ccc(Cl)c(Cl)c2)CCc2ccccc21
ZINC41986889	Cc1ccccc1SC1(C(=O)[O-])CCCc2ccccc21
ZINC43409574	C=CC1(C)CCC2C(=CCC3C(C)(C(=O)[O-])CCCC23C)C1
ZINC44222895	C/C(=C\c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)C(=O)[O-]
ZINC48580446	Clc1cccc(-c2nc3ncc(Br)cc3[n-]2)c1Cl
ZINC49454545	CC(C)c1cc(C(=O)[O-])sc1N1CCSc2ccccc21
ZINC49904275	COc1ccc(-c2ccc(C#N)c([S-])n2)cc1C(C)(C)C
ZINC51629054	CCC(c1ccccc1)n1c([S-])nnc1-c1cccs1
ZINC54964496	Cc1ccc(C(C)(SCc2ccccc2C)C(=O)[O-])cc1
ZINC57905123	CC(C)c1ccc(CC(C)(C)c2nc(C(=O)[O-])cs2)cc1
ZINC12652855	Cc1nc(SCc2ccccc2)nc([O-])c1Cc1ccc(Cl)cc1
ZINC33293986	Cc1ccc(/C=C2\S/C(=N\c3ccccc3)NC2=O)c(C)c1
ZINC62151930	Cc1cc(Br)c(C)c2c(C(=O)[O-])cc(C(C)C)nc12
ZINC62190694	CCc1ccc(C)c([N-]S(=O)(=O)c2ccc(Cl)s2)c1
ZINC63062234	Cc1cc(Br)ccc1OC1(C(=O)[O-])CCCCC1
ZINC04663900	COc1ccc(C2C3=C(CCCC3=O)N=C3C2=C([O-])c2ccccc23)cc1
ZINC04663900	COc1ccc(C2C3=C(CCCC3=O)NC3=C2C(=O)c2ccccc23)cc1
ZINC66606452	Cc1ccc(-c2c(C)sc3nc(C(F)(F)F)nc([O-])c23)cc1
ZINC00476475	CC(C)c1ccccc1NC(=O)C1CC=CCC1C(=O)[O-]
ZINC00476474	CC(C)c1ccccc1NC(=O)C1CC=CCC1C(=O)[O-]
ZINC13153689	CC(NC(=O)C1C2C=CC(C2)C1C(=O)[O-])c1ccccc1
ZINC13223997	CC(C)c1ccc(C(=O)NC(CC(=O)[O-])c2ccccc2)cc1
ZINC13388080	O=C([O-])CC(NC(=O)/C=C/c1ccccc1F)c1cccs1
ZINC13388606	Cc1ccccc1/C=C/C(=O)NC(CC(=O)[O-])c1cccs1
ZINC13389096	O=C([O-])CC(NC(=O)Cc1ccc(Cl)cc1)c1cccs1
ZINC20434896	CC(C)Oc1ccc(C(O)C2CC=CCC2C(=O)[O-])cc1
ZINC20434897	CC(C)Oc1ccc(C(O)C2CC=CCC2C(=O)[O-])cc1
ZINC20434902	CC(C)Oc1ccc(C(O)C2CCCCC2C(=O)[O-])cc1
ZINC20624346	O=P([O-])(O)c1ccccc1OCc1ccc(Cl)cc1
ZINC22238865	CCC(C(=O)NC(C(=O)[O-])c1ccccc1)c1ccccc1
ZINC35135277	Cc1ccccc1C(C)NC(=O)C1CCCCC1C(=O)[O-]
ZINC35188838	CC(O)c1ccc([N-]S(=O)(=O)c2ccc(Cl)s2)cc1
ZINC35206661	Cc1cc(C)c(NC(=O)CC(C)(C(=O)[O-])C(C)C)c(C)c1
ZINC35647511	CC(O)c1cccc([N-]S(=O)(=O)c2ccc(Cl)s2)c1
ZINC36177170	COc1ccc(Cl)cc1C(O)(CC(=O)[O-])CC(C)C
ZINC37411782	O=C([O-])CCNC(=O)c1sc2cc(F)ccc2c1Cl
ZINC37497284	CC(NC(=O)CCCC(=O)[O-])c1ccc2c(c1)CCCC2
ZINC37500810	CC(NC(=O)C1CC=CCC1C(=O)[O-])c1ccc(Cl)s1
ZINC37792009	O=C(CC1(C(=O)[O-])CCCCCC1)NC(C1CC1)C1CC1
ZINC05020818	O=C([O-])C1C2C=CC(C2)C1C(=O)NCCC1=CCCCC1
ZINC35148632	CC(NC(=O)CC(C)(C(=O)[O-])C(C)C)c1ccccc1F
ZINC37496590	CC(NC(=O)CC(C)(C(=O)[O-])C(C)C)c1ccc(F)cc1
ZINC37794008	CC(NC(=O)CC(C)(C(=O)[O-])C(C)C)c1ccc(Cl)s1
ZINC37412344	CC(CC(=O)[O-])NC(=O)C(c1ccc(Cl)cc1)C(C)C
ZINC40124482	O=C1NC(/C=C/c2ccccc2)C(C(=O)c2ccc(F)cc2)=C1[O-]
ZINC40124483	O=C1NC(/C=C/c2ccccc2)C(C(=O)c2ccc(F)cc2)=C1[O-]
ZINC40224134	CCC1CCCCC1NC(=O)CC1(CC(=O)[O-])CCCC1
ZINC40224136	CCC1CCCCC1NC(=O)CC1(CC(=O)[O-])CCCC1
ZINC40224510	O=C([O-])CC1(CCc2ccc3c(c2)CC(=O)N3)CCCC1
ZINC41460900	O=C([O-])c1ccc(-c2ccc3c(c2)CCCC3)n1CCO
ZINC43413068	Cc1ccccc1C(=O)NCC1(CC(=O)[O-])CCCCC1
ZINC43413083	Cc1cccc(C(=O)NCC2(CC(=O)[O-])CCCCC2)c1
ZINC49514217	COCc1ccccc1NC(C)(C(=O)[O-])c1ccccc1
ZINC03903542	CCc1ccc(C2C(C(C)=O)=C([O-])CC(C)(O)C2C(C)=O)cc1
ZINC49591697	CC(NC(=O)CC(C)(C)C)c1ccc(/C=C/C(=O)[O-])cc1
ZINC49592262	CC(NC(=O)CC(C)(C)C)c1cccc(/C=C/C(=O)[O-])c1
ZINC49593792	CC1CCCCC1NC(=O)c1cccc(/C=C/C(=O)[O-])c1
ZINC49623198	[O-]c1ccnc(SCc2cccc(C#CCCO)c2)n1
ZINC50047634	COC(C)(C)CC(C)(Sc1ccccc1O)C(=O)[O-]
ZINC50047636	COC(C)(C)CC(C)(Sc1ccccc1O)C(=O)[O-]
ZINC51173415	O=C([O-])/C=C/c1ccc(CNC(=O)c2ccc(Cl)s2)cc1
ZINC52200666	CCc1ccccc1CNc1cccc([N-]S(C)(=O)=O)c1
ZINC54529605	Cc1nc(C)c(C(C)Nc2ccc(C(=O)[O-])cc2C)s1
ZINC04638189	O=C1N/C(=C\c2ccccc2)C([O-])=C1/C=N\Cc1ccccc1
ZINC57601440	Cc1ccccc1CCNC(=O)C1CCCCC1C(=O)[O-]
ZINC58115081	Cc1ccc(C(C)NC(=O)CC(C)(C)CC(=O)[O-])c(C)c1
ZINC61835267	CC(CC(=O)[O-])CC(=O)NC(C)c1ccc(Cl)c(Cl)c1
ZINC61839392	CC(C)(C)CCNc1ccc(F)c([N-]S(C)(=O)=O)c1
ZINC03864919	O=[N+]([O-])c1ccc([O-])c(/C=N/c2ccc(/N=N/c3ccccc3)cc2)c1
ZINC04064700	CC(C)(C)c1cc(/C=N/Nc2ccc(C(=O)[O-])cc2)cc(C(C)(C)C)c1O
ZINC00711602	Cc1ccc(-c2nc3cc(/N=C/c4cc([N+](=O)[O-])ccc4[O-])ccc3o2)cc1
ZINC03115302	COc1ccc(/N=C/c2c(C)c(Cl)c(C)c([N+](=O)[O-])c2[O-])cc1Cl
ZINC04737651	O=[N+]([O-])c1ccc([O-])c(/C=N/c2cccc(-c3nc4ccccc4s3)c2)c1
ZINC04754983	Cc1cc(C)cc(-c2nc3cc(/N=C/c4cc([N+](=O)[O-])ccc4[O-])ccc3o2)c1
ZINC05592474	CC(C)c1ccc(OCc2ccc(-c3nc(CC(=O)[O-])cs3)cc2)cc1
ZINC01496900	CC(C)(C)c1cc(Cl)c(O)c(/N=C/c2cc(Cl)cc([N+](=O)[O-])c2[O-])c1
ZINC08062877	CCC1CN/C(=N\c2ccc(/C(C)=N/Nc3ccc(C(=O)[O-])cc3)cc2)S1
ZINC00903017	Cc1cc(C)c2c(c1)c(C)cc1nnc(SCc3ccc(C(=O)[O-])cc3)n12
ZINC11800301	Cc1cc(Br)cc(C(C)(C)C)c1OC(C)c1ccc(C(=O)[O-])o1
ZINC11803053	CC(C)(C)c1ccc(Oc2ccc(CC(C(=O)[O-])c3cccs3)cc2)cc1
ZINC11804220	Cc1ccc(Oc2ccc(CC(C(=O)[O-])c3cccs3)cc2)cc1C
ZINC11890830	CC(C)(C)c1ccccc1Oc1ccc(CC(C(=O)[O-])c2cccs2)cc1
ZINC11893995	CCc1ccc(Oc2ccc(CC(C(=O)[O-])c3cccs3)cc2)cc1
ZINC11946130	Cc1ccc(C(C)(C)C)c(OCCOc2ccc(C(=O)[O-])cc2)c1
ZINC11958560	CCC(C)(C)c1ccc(Oc2ccc(/C=C\C(=O)[O-])cc2)cc1
ZINC13179994	O=C([O-])c1cc([N+](=O)[O-])ccc1Oc1ccc2ccccc2c1Br
ZINC13279929	Cc1ccc(CCC2CCN(c3ccc([N+](=O)[O-])c(C(=O)[O-])c3)CC2)cc1
ZINC13458593	C/C(=N\Nc1c(Cl)c(Cl)nc(C(=O)[O-])c1Cl)C1CC2C=CC1C2
ZINC16929166	C=CCN1C(=O)/C(=C/c2ccc(F)cc2)S/C1=N\c1ccc(C(=O)[O-])cc1
ZINC16932114	CCN1C(=O)/C(=C/c2ccccc2Cl)S/C1=N\c1ccc(C(=O)[O-])cc1
ZINC16934151	CN1C(=O)/C(=C/c2cccc3ccccc23)S/C1=N\c1ccccc1C(=O)[O-]
ZINC03832533	Cc1cc(C)c([N-]S(=O)(=O)C(F)(F)F)c([N+](=O)[O-])c1
ZINC04884422	Cc1nc(SCc2ccccc2)nc([O-])c1Cc1ccc(OC(C)C)cc1
ZINC20188597	CC(/C=N/n1c([S-])nnc1-c1ccccc1Cl)=C\c1ccccc1
ZINC05176493	Cc1nc(SCc2c(Cl)cccc2Cl)[nH]c(=O)c1CCC(C)C
ZINC16777288	Cc1cccc(CSc2nnc(Cc3ccc(Cl)cc3)c([O-])n2)c1
ZINC26947219	CC(=O)n1cc(/C=C/c2cc(C(=O)[O-])c3ccccc3c2)c2ccccc21
ZINC32099080	O=C(NC1CCCCCC1C(=O)[O-])OCC1c2ccccc2-c2ccccc21
ZINC00477885	Cc1ccc(C)c(CSc2nc(C)c(CCC(C)C)c(=O)[nH]2)c1
ZINC03028816	Cc1cccc(CN2C(=O)c3ccccc3Sc3ccc(C(=O)[O-])cc32)c1
ZINC38627172	CCCCCCn1c([O-])c(C(=O)c2cccc3ccccc23)c(C)c(C#N)c1=O
ZINC39372696	CCCOC(=O)C1C(c2ccccc2)C=CC(c2ccccc2)C1C(=O)[O-]
ZINC39667836	Cc1cc(C)c(C(=O)[O-])c(SCC(=O)OC2CC(C)CCC2C(C)C)n1
ZINC39870724	CCC(C)n1c([O-])c(/N=N/c2ccc(-c3ccccc3)cc2)c(C)c(C#N)c1=O
ZINC39870915	CCCCCn1c([O-])c(/N=N/c2ccc3ccccc3c2)c(C)c(C#N)c1=O
ZINC39871533	CCc1ccc(/N=N/c2c(C)c(C#N)c(=O)n(C3CCCCC3)c2[O-])cc1
