ZINC01406388	O=[N+]([O-])c1ccc(Sc2ccc(Br)cc2)c(Br)c1
ZINC32932615	Cc1cccc(-n2c(-c3ccccc3)nn(C[NH+]3CCCC3c3cc(C)no3)c2=S)c1
ZINC32932616	Cc1cccc(-n2c(-c3ccccc3)nn(C[NH+]3CCCC3c3cc(C)no3)c2=S)c1
ZINC34761093	CCCSc1nc(N2CC[NH+](CC(=O)N3CCCC3)CC2)c2c(CC)c(C)sc2n1
ZINC34762431	CCC[NH+]1CCN(c2nc(SCC(=O)N3CCCC3)nc3sc(C)c(CC)c23)CC1
ZINC38508958	Cc1c(Cl)ccc2sc(N(CCC[NH+](C)C)C(=O)c3cc(C)n(C(C)C)n3)nc12
ZINC38726242	CCOc1ccc2c(=O)c3c(oc2c1)C(=O)N(CC[NH+](C)C)C3c1ccc(Cl)c(Cl)c1
ZINC36641338	Cc1cc(C)c2nc(N(CC[NH+](C)C)C(=O)C3CC(=O)N(c4ccc(F)cc4)C3)sc2c1
ZINC36642927	Cc1nc2ccccn2c1C(=O)N(CC[NH+](C)C)c1nc2c(C)ccc(Cl)c2s1
ZINC36642950	CC[NH+](CC)CCN(C(=O)c1snnc1C)c1nc2c(C)ccc(Cl)c2s1
ZINC36643043	Cc1c(Cl)ccc2sc(N(CC[NH+](C)C)C(=O)c3ccc4nccnc4c3)nc12
ZINC36645191	Cc1nc2ccccn2c1C(=O)N(CCC[NH+](C)C)c1nc2ccc(Cl)cc2s1
ZINC38994565	COc1ccc(N(CC2C=c3ccccc3=[NH+]C2=O)S(=O)(=O)c2ccc(C)cc2)cc1
ZINC39324948	COc1ccc2c(c1)=CC(CN(Cc1cccs1)S(=O)(=O)c1ccccc1F)C(=O)[NH+]=2
ZINC39478492	COc1ccc(C2=NN=CC2C[NH+]2CCC(C3=NN=CC3c3cccc(F)c3)CC2)cc1
ZINC39478494	COc1ccc(C2=NN=CC2C[NH+]2CCC(C3=NN=CC3c3cccc(F)c3)CC2)cc1
ZINC40005452	CC(=O)c1ccc(-n2c(SCC(=O)C3=c4ccccc4=[NH+]C3)nc3ccccc3c2=O)cc1
ZINC20407882	Cc1ccc2c(C[NH+]3CCN(Cc4nc(-c5ccccc5C)oc4C)CC3)cc(=O)oc2c1
ZINC24070272	Cc1sc2nc(C[NH+]3CCCC3)nc(SCc3cc(=O)n4c(C)csc4n3)c2c1C
ZINC58158685	C=CCn1c(=O)c2ccccc2n2c(=S)n(C[NH+]3CCCCC3Cc3ccccc3)nc12
ZINC63140109	CCCCCCN1CC(=O)N2C(CC3=c4ccccc4=[NH+]C3C2c2ccc(OC)cc2)C1=O
ZINC63140114	CCCCCCN1CC(=O)N2C(CC3=c4ccccc4=[NH+]C3C2c2ccc(OC)cc2)C1=O
ZINC63140362	CCCCN1CC(=O)N2C(CC3=c4ccccc4=[NH+]C3C2c2ccccc2OCC)C1=O
ZINC39944626	Cc1cccc(-n2nnnc2SCC(=O)C2=c3ccccc3=[NH+]C2c2ccccc2)c1
ZINC64131279	COCC(=O)N1N=C(C2C(=O)[NH+]=c3ccccc3=C2c2ccccc2)CC1c1ccc(C)cc1
ZINC04064806	COc1ccc(-c2coc3c(C[NH+]4CCCC(C)C4)c(O)ccc3c2=O)cc1OC
ZINC04064809	COc1ccc(-c2coc3c(C[NH+]4CCCC(C)C4)c(O)ccc3c2=O)cc1OC
ZINC02296154	CC[NH+](CC)CCNc1ncnc2c1sc1nc(C)c3c(c12)CC(C)(C)OC3
ZINC00779512	CC[NH+](CC)CCNc1nc(C)nc2c1sc1nc3c(cc12)COC(C)(C)C3
ZINC05219756	CC[NH+](CC)CCCNc1ncnc2c1sc1nc(C)c3c(c12)CC(C)(C)OC3
ZINC05561707	CC[NH+](CC)CCNc1nc(-n2nc(C)cc2C)nc2sc3c(c12)CCCC3
ZINC05703626	COc1ccc(-c2coc3c(C[NH+]4CCCCC4)c(=O)ccc-3c2O)cc1OC
ZINC05923381	CCC1C[NH+]2CCc3c([nH]c4cccc(OC)c34)C2CC1/C(=C/OC)C(=O)OC
ZINC05967667	CCOc1ccccc1Oc1c(C)oc2c(C[NH+]3CCCC3)c(=O)ccc-2c1O
ZINC06580521	CCC[NH+](CC(=O)Nc1ccc(F)c(F)c1F)Cc1cc(=O)n2cc(C)ccc2n1
ZINC06294608	CC[NH+](CC)CCN1C(=O)C(=O)/C(=C(/O)c2ccc(Cl)cc2)C1c1ccc(C)o1
ZINC06781950	CC(C)Oc1ccc(C2/C(=C(\O)c3cccs3)C(=O)C(=O)N2CC[NH+](C)C)cc1
ZINC06881468	CCC(CC)NC(=O)C[NH+]1CCN(S(=O)(=O)c2ccc3c(c2)CCCC3)CC1
ZINC08151275	COc1ccc(C2CCC[NH+]2Cn2nc(-c3ccccc3)[nH]c2=S)c(OC)c1
ZINC08756655	O=C(NCC1([NH+]2CCOCC2)CCCCC1)c1ccc(COc2ccccc2)o1
ZINC08764637	Cc1cc2oc(=O)c(CC(=O)NCC[NH+](C)C)c(C)c2c2occ(-c3ccccc3)c12
ZINC08863179	O=C(NCC(c1ccsc1)[NH+]1CCCCCC1)c1ccc(Cl)c([N+](=O)[O-])c1
ZINC05892150	CC[NH+](CC)CCC/N=c1/nc[nH]c2c1sc1nc3c(cc12)COC(C)(C)C3
ZINC11663047	CC(=O)NCCC1CCCC[NH+]1Cc1nc(C2(c3ccc(C)cc3)CCCC2)no1
ZINC14994629	O=c1c(C[NH2+]CC2CCCO2)cc2cc3c(cc2n1CC1CCCCC1)OCO3
ZINC15674602	COc1ccc(C[NH+]2CC(O)CC2c2nc(Cc3ccccc3)no2)c2ccccc12
ZINC19335803	O=C1NCC[NH+](C2CCCC2)C1CC(=O)N1CCCC(COc2ccc(F)cc2)C1
ZINC21630508	COc1ccc(-c2noc(NCC3CC[NH+](Cc4ccccc4F)CC3)n2)cc1
ZINC22780141	COc1cc(OC)c(/C=N/NC(=O)C[NH+]2CCCCCC2)cc1Br
ZINC22786795	CC1CCCCC12NC(=O)N(CN1CC[NH+](C/C=C/c3ccccc3)CC1)C2=O
ZINC23178501	COc1ccccc1C(CNC(=O)c1nn(-c2ccc(F)cc2)c2c1CCC2)[NH+](C)C
ZINC26299823	CC(NC(=O)C[NH+](C)C(C)c1ccc(-n2cncn2)cc1)c1ccc2c(c1)CCCC2
ZINC27780055	CC(C)c1ccc(-c2noc(C[NH+]3CCC(C(=O)NCC(F)(F)F)CC3)n2)cc1
ZINC36834424	CCOC(=O)C1CCC[NH+](C(C)c2nc3sc4c(c3c(=O)[nH]2)CCC(C)C4)C1
ZINC34668053	CC1C[NH2+]CCN1C(=O)CCc1c(-c2ccccc2)nn(C)c1Oc1ccccc1F
ZINC38872686	Cc1cc(C)cc(NC(=O)C2CC[NH+](Cc3nc(-c4cccs4)no3)CC2)c1
ZINC39357940	Clc1ccc(C2=NN=CC2C[NH2+]C2CCCC3C2C=NN3c2ccccn2)cc1
ZINC39466926	CCOC1=CC2CC3COP(=O)(Cc4ccccc4)N[NH+]3CC2C=C1OCC
ZINC39957649	CC(OC1=CC2[NH+]=c3ccccc3=C2C=C1)C(=O)Nc1ccc(N2CCOCC2)cc1
ZINC40151268	O=C(Nc1ccc(OC(=O)C2CCCN(c3cccc[nH+]3)C2)cc1)c1cccs1
ZINC40930987	CC1CCCCC1NC(=O)C1CC[NH+](Cc2nc(-c3ccc(F)cc3)no2)CC1
ZINC40958566	O=C(NC1CC[NH+](Cc2nc(-c3ccc(F)cc3)no2)CC1)C1(c2ccccc2)CC1
ZINC44813206	CC(C)C(NC(=O)C1CCC[NH+](Cc2nc(-c3ccc(F)cc3)no2)C1)C(C)C
ZINC49366258	Cc1cc(C)cc(NC(=O)C[NH+]2CCC(c3nnc(-c4ccco4)s3)CC2)c1
ZINC56078799	Cc1ccc(N2CCC(C(=O)Nc3ccc(OCC[NH+](C)C)cc3)C2=O)cc1C
ZINC45491386	CCOc1ccc(C2CCCN2C(=O)NCc2cc[nH+]c(N3CCCC3)c2)cc1
ZINC47905253	Cc1nc(-c2ccco2)nc2sc(C(=O)NCC(C)C[NH+]3CCCC3)c(C)c12
ZINC41510418	CCn1cc(/C=C2\Oc3c(C[NH+](C)C)c(O)cc(C)c3C2=O)c2cc(OC)ccc21
ZINC63143340	O=C1NC(CC2=c3ccccc3=[NH+]C2)C(=O)N1CCCOc1ccc(Cl)cc1
ZINC63349980	COc1ccc2c(c1)=C1CCNC(c3ccc(OC)c(Cn4nc(C)cc4C)c3)C1[NH+]=2
ZINC63375893	Cc1c(OCC(=O)NCCC2=c3ccccc3=[NH+]C2)ccc2c3c(c(=O)oc12)CCC3
ZINC63849940	Cc1noc(C)c1CC(=O)NCC(C1=c2ccccc2=[NH+]C1)c1ccc(N(C)C)cc1
ZINC64600316	O=C(CCc1nc(-c2ccc(Cl)cc2)no1)NCCC1=c2ccccc2=[NH+]C1
ZINC65181401	CN(CCC1=NOC(C2C=c3ccccc3=[NH+]2)N1)C(=O)c1ccc(C(C)(C)C)cc1
ZINC65963915	COc1ccc2c(C[NH+]3CCC(NC(=O)C4CCCCC4)CC3)cc(=O)oc2c1
ZINC00707939	COC(=O)C1C(C)=NC2=C(C(=O)CC(c3ccc(OC)cc3)C2)C1c1ccc(O)cc1
ZINC00711592	COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)NC4CCCCC4)cc3n2)cc1
ZINC03449505	CSc1nc2ccc(NC(=O)COc3ccc4c(C)cc(=O)oc4c3)cc2s1
ZINC04905325	CCOC(=O)c1ccc(N2C(=S)NC3c4cccc(OC)c4OC2(C)C3C)cc1
ZINC04980086	COc1cccc2cc(-c3csc(N/N=C/c4ccccc4Cl)n3)c(=O)oc12
ZINC04980089	COc1ccccc1/C=N/Nc1nc(-c2cc3cc(Cl)ccc3oc2=O)cs1
ZINC05168064	Cc1ccc(NC(=O)CSc2nnc3ccc(-c4ccc(F)cc4)nn23)cc1F
ZINC05099603	CCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCCN3C(=O)c2ccco2)s1
ZINC03344012	Cc1ccc(C2=CC(c3ccco3)N(C(=O)CSc3nc4ccccc4o3)N2)cc1
ZINC07005298	COc1ccc(-c2onc(C)c2C)cc1S(=O)(=O)Nc1ccc(F)cc1Cl
ZINC01090790	CCOC(=O)C1=C(C)N=c2s/c(=C\c3cccc(O)c3)c(=O)n2C1c1cccs1
ZINC09129498	O=C(Nc1ccc(OC(F)F)c(Cl)c1)c1ccc(Br)c([N+](=O)[O-])c1
ZINC09166945	C=CCN1C(=O)C(C)(C)COc2cc(NS(=O)(=O)c3ccc(C)cc3C)ccc21
ZINC09167103	C=CCN1C(=O)C(C)(C)COc2cc(NS(=O)(=O)c3cc(F)ccc3C)ccc21
ZINC09465084	O=[N+]([O-])c1ccc(NS(=O)(=O)c2c(Cl)cccc2Cl)cc1C(F)(F)F
ZINC09698444	CC1=Nc2ccccc2N=C(NC(=O)CSc2nccc(C)n2)C1c1ccccc1
ZINC10071219	COc1cc(Cl)c(C)cc1NC(=O)COc1cc2oc(=O)cc(C)c2cc1Cl
ZINC12369943	Oc1nnc(Sc2nc(-c3cccs3)ns2)n1-c1cccc(C(F)(F)F)c1
ZINC12567487	CCC1(c2ccc(F)cc2)NC(=O)N(Cc2cc(=O)oc3cc(C)c(C(C)C)cc23)C1=O
ZINC12533295	CN(C)S(=O)(=O)c1cccc(Nc2ncnc3scc(-c4ccc(F)cc4)c23)c1
ZINC15220320	COc1cc(/C=N/N2C(=O)/C(=C\c3ccc(Cl)cc3)N=C2c2ccccc2)ccc1O
ZINC15865476	Cc1ccn2c(=O)cc(COc3ccc(NC(=O)c4ccc(Cl)cc4)cc3)nc2c1
ZINC18946343	COc1ccc(-c2nc(C(=O)Nc3nc4ccc(Cl)cc4s3)cs2)cc1OC
ZINC21686630	Cc1cc(C)c2nc(-n3nc(C)cc3NC(=O)COc3ccccc3F)sc2c1
ZINC22491222	COc1ccc(-c2ccc(N3CCC(C(=O)NC4CCCCC4C)CC3)nn2)cc1
ZINC22764431	O=C(Nc1ccc(F)c(-c2nnc3n2CCCCC3)c1)c1ccc(OC(F)F)cc1
ZINC22854549	CCc1nc2sc(C(c3cccc(C)c3)N3CCN(c4ccccc4)CC3)c(O)n2n1
ZINC23645154	CC(Oc1ccc(Br)cc1F)C(=O)Nc1ccc([N+](=O)[O-])cc1Cl
ZINC25039039	O=Cc1cc(Br)ccc1OCC(=O)Nc1ccc2c(c1)OC1(CCCC1)O2
ZINC26480427	O=C(CSc1nccc(C(F)(F)F)n1)Nc1ccc2c(c1)OC1(CCCC1)O2
ZINC28682349	COc1ccc(Cl)cc1NC(=O)C(C)Sc1nnc2sc3ccccc3n12
ZINC31640080	Cc1cc(C)c(-c2csc(NC(=O)COc3ccc4ccc(=O)oc4c3)n2)c(C)c1
ZINC09421262	Cc1cc(C)nc(SCc2nc3cc(NC(=O)C4CCCCC4)ccc3n2C)n1
ZINC33250502	COc1ccc(Nc2ccc3cc(S(=O)(=O)N4CCCCC4C)ccc3n2)cc1
ZINC33307118	O=S(=O)(Nc1ccc(F)cc1)c1ccccc1-c1nc(-c2ccc(F)cc2)no1
ZINC02878734	CCc1nn(-c2ccccc2)c2nc(-c3ccc(O)cc3)c3cc(OC)c(OC)cc3c12
ZINC06673166	Cc1c(C)c2ccc(OCC(=O)Nc3ccc(N4CCC(C)CC4)cc3)cc2oc1=O
ZINC08612269	CCOC(=O)c1c(NC(=O)c2cc(=O)c3c(C)cc(C)cc3o2)sc2c1CCC2
ZINC08609949	O=S(=O)(Nc1cccc(-c2ccc(N3CCCCCC3)nn2)c1)c1cccc(F)c1
ZINC08609839	Cc1ccc(S(=O)(=O)Nc2cccc(-c3ccc(N4CCCCC4)nn3)c2)s1
ZINC38736705	Cc1cc(S(=O)(=O)Nc2ccc(-c3ccc(N4CCCCC4)nn3)cc2)ccc1F
ZINC40340394	COc1ccc(C2c3c(-c4ccc(C)cc4)n[nH]c3C(=O)N2C2CCCC2)cc1OC
ZINC40883205	CCc1nc(-c2ccc(N3CCCC(C(=O)NC4CCC(C)CC4)C3)c(F)c2)no1
ZINC09070690	N#C/C(=C/Nc1cc(Cl)cc(Cl)c1)c1nc(-c2ccc([N+](=O)[O-])cc2)cs1
ZINC02318480	O=C(/C=C/c1ccc(F)cc1)Nc1nc2n(n1)C(c1ccccc1)CC(c1ccccc1)=N2
ZINC04623280	CCOc1ccc(N2C(=O)c3[nH]nc(-c4ccc(C)cc4)c3C2c2ccccn2)cc1
ZINC03647866	CCCC(=O)Nc1nc2n(n1)C(c1ccc(F)cc1)CC(c1ccc(Cl)cc1)=N2
ZINC10593155	Cc1ccc(NC(=O)CSc2nc3ccc([N+](=O)[O-])cc3s2)c(Br)c1
ZINC04000195	COc1cc(/C=C/C23N=C(O)CCN2c2ccc(C)cc2C3(C)C)cc(OC)c1OC
ZINC04000195	COc1cc(/C=C/C23NC(=O)CCN2c2ccc(C)cc2C3(C)C)cc(OC)c1OC
ZINC64927294	CCc1ccc(-n2nc(N3CCC(C(=O)Nc4cc(C)ccc4C)CC3)ccc2=O)cc1
ZINC02501765	CCSc1ccsc1C1C(C#N)=C(N)N(c2cccc([N+](=O)[O-])c2)C2=C1C(=O)CCC2
ZINC04143546	CCSc1sccc1C1C(C#N)=C(N)N(c2ccccc2[N+](=O)[O-])C2=C1C(=O)CCC2
ZINC01917497	CC(C)NS(=O)(=O)c1ccc2nc(NS(=O)(=O)c3ccc(Br)cc3)sc2c1
ZINC08629278	O=C(COC(=O)c1c2c(nc3ccccc13)/C(=C/c1ccc(O)cc1)CC2)NCC1CCCO1
ZINC08707996	O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccc(NC(=O)c2cccs2)cc1
ZINC08733770	O=C(CC1Sc2ccccc2NC1=O)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1
ZINC08924368	C=CCn1c(SCC(=O)NC(=O)Nc2ccccc2F)nc2sc3c(c2c1=O)CCC3
ZINC10670983	Cc1ccc(-c2cc(C(=O)Nc3cccc(C(=O)NC4CC4)c3)c3cnn(C(C)C)c3n2)s1
ZINC11738201	CC(=O)NCc1ccc(-c2csc(NC(=O)c3nn(-c4ccc(F)cc4)c4c3CCCC4)n2)cc1
ZINC12374507	O=C1NC(NS(=O)(=O)c2ccc(Cl)cc2)(C(F)(F)F)C(=O)N1c1ccc(F)cc1
ZINC12708423	CCOc1ccc2[nH]c(=O)c(CN(CC3CCCO3)C(=O)Nc3ccc(Cl)cc3)cc2c1
ZINC12761003	O=C1COc2ccc(S(=O)(=O)NCc3ccc(-c4ccc(Br)cc4)o3)cc2N1
ZINC12797150	Cc1ccc(S(=O)(=O)N2CCCC(C(=O)NNC(=O)c3cc4c(s3)CCC(C)C4)C2)s1
ZINC12552157	CC(Oc1cccc(Cl)c1)C(=O)Nc1nc(-c2ccc(NS(C)(=O)=O)cc2)cs1
ZINC13005714	CC(=O)Nc1ccc(-c2csc(NC(=O)c3ccc(OCC4CCCO4)cc3)n2)c(F)c1
ZINC13641047	COc1cc(C2Nc3ccc(S(=O)(=O)NC(C)C)cc3C3C=CCC32)cc(OC)c1OC
ZINC15639043	O=C(NCC1CCCO1)c1ccccc1NC(=O)C1CCN(C(=O)/C=C/c2ccccc2)CC1
ZINC18261483	CCc1c(C)sc2nc(SCC(=O)Nc3ccc(O)cc3)n(CC3CCCO3)c(=O)c12
ZINC20310587	CC(=O)Oc1ccc2c(c1OC(C)=O)OC1(CC2c2ccccc2)CC(C)(C)NC(=S)N1
ZINC20414262	CC1(C)CC(=O)C2=C(C1)Nc1ccccc1N(CC(=O)NCc1ccco1)C2c1ccncc1
ZINC20607034	Cc1nn(-c2ccc(NC(=O)c3cnn4c3NC(C3CC3)CC4C(F)F)cc2)c(C)c1Cl
ZINC21882514	CC(NC(=O)CCc1nc2sc3c(c2c(=O)[nH]1)CCCCC3)c1ccc2c(c1)OCCO2
ZINC22064711	CS(=O)(=O)Nc1ccc(-c2csc(NC(=O)COc3ccc(F)cc3Cl)n2)cc1
ZINC23073656	O=C(CN1c2cccc3cccc(c23)S1(=O)=O)Nc1ccc(C(=O)NCC(F)(F)F)cc1
ZINC13026664	CC(=O)NC12CC3CC(C1)CC(C(=O)Nc1cc(S(=O)(=O)N4CCCCC4)ccc1C)(C3)C2
ZINC35361313	CCOC(=O)C1(C(N)=O)OC12CCC1C3CC=C4CC(OC(C)=O)CCC4(C)C3CCC12C
ZINC35968595	C=CCN1C(=O)NC(c2ccc(F)cc2)C2=C1CN(C(C(=O)NC1CC1)c1ccccc1)C2=O
ZINC01027036	Cc1ccc(S(=O)(=O)NNC(=O)c2cnn(-c3ccc(Cl)cc3)c2C(F)(F)F)cc1
ZINC35421679	O=C(Cc1csc(-c2ccc(F)cc2)n1)Nc1cccc(S(=O)(=O)/N=C2/CCCN2)c1
ZINC08618986	CC(=O)N1c2ccc(S(=O)(=O)NCC3CCC(C(=O)Nc4cccc(F)c4)CC3)cc2CC1C
ZINC38669016	O=C(NCCc1csc2nc(-c3ccccc3F)nn12)C(=O)NCc1ccccc1Cl
ZINC39405602	O=C(NCC1Cc2cc(Cl)cc(C3=CC4=CC=NC4C=C3)c2O1)c1cccc(N2CCNC2=O)c1
ZINC40162035	Cc1c(C(=O)NCCN2C(=O)S/C(=C/c3ccccc3F)C2=O)[nH]c2c1C(=O)CC(C)(C)C2
ZINC40944610	O=C(Cn1nc(C(=O)Nc2ccc(Cl)cc2)ccc1=O)Nc1ccc(Br)cc1
ZINC44441955	O=C(CC1CSc2nc3c(c(=O)n21)CCC3)NCC1CCC(c2nc3ccccc3[nH]2)CC1
ZINC45442549	Cc1c(C(=O)OCCOc2ccc(S(N)(=O)=O)cc2)oc2ccc(Br)cc12
ZINC29088679	O=C(CSCc1nc2sc3c(c2c(=O)[nH]1)CCC3)Nc1nnc(C2CCCCC2)s1
ZINC46680278	Cc1c(C)c(C)c(S(=O)(=O)NCCC(=O)NC2CCN(C(=O)C(C)C)CC2)c(C)c1C
ZINC46768874	CC(NC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1)c1cc(F)ccc1F
ZINC49171940	Cc1cc(Cn2cc3c4c(cccc42)C(CC(C)C)NC(C(=O)NCc2ccc(C)o2)C3)no1
ZINC33959289	Cc1ccc2c(c1)/C(=N\NC(=O)CCNC(=O)c1ccccc1Br)C(=O)N2C(C)C
ZINC00884678	Cc1nn(C)cc1CNC(=O)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc(Cl)cc1)N2
ZINC00884676	Cc1nn(C)cc1CNC(=O)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc(Cl)cc1)N2
ZINC00674881	COc1ccc(NC(=O)c2cnn3c2NC(c2cccs2)CC3C(F)(F)F)cc1OC
ZINC58031288	CCC(C)N(C(=O)CN1C(=O)COc2cc(Br)ccc21)c1ccc(C(N)=O)cc1
ZINC09353743	CC(C)Oc1ccc(C(=O)NC2(C(F)(F)F)N=C(O)N(C3CCCC(C)C3C)C2=O)cc1
ZINC09353743	CC(C)Oc1ccc(C(=O)NC2(C(F)(F)F)NC(=O)N(C3CCCC(C)C3C)C2=O)cc1
ZINC64740571	O=C1CC(C(=O)Nc2ccc(F)c(Cl)c2)C2C(=O)N=C(SCCc3ccccc3)N=C2N1
ZINC64742072	Cc1ccc(NC(=O)C2CC(=O)NC3=NC(SCc4ccc(Cl)cc4)=NC(=O)C32)cc1
ZINC64798495	COc1cc(C2CC(=O)Nc3c(S(=O)(=O)c4ccc(C)cc4)csc32)cc(OC)c1O
ZINC65021617	CCc1cccc(NS(=O)(=O)c2ccc3c(c2)NC(=O)C(C(=O)N2CCC(C)CC2)S3)c1
ZINC04073657	CCOC(=O)N1CC[NH+](CC2C(=O)OC3CC4(C)CCCC5(CO5)C4CC32)CC1
ZINC05025930	COC(=O)C1C2C(=O)N(c3ccccc3Cl)C(=O)C2C2c3ccccc3C=C[NH+]12
ZINC05252182	Cc1c(C)n2c3c(=O)n(CC[NH+]4CCCCC4)c(=O)n(C)c3nc2n1C1CCCC1
ZINC04029253	CC1=C2CC3C(CC2(C)CCC1)OC(=O)C3C[NH+]1CCN(C(=O)c2ccco2)CC1
ZINC08326006	Cc1ccc(S(=O)(=O)N2CCC[NH+](CN3C(=O)C4CC=CCC4C3=O)CC2)cc1
ZINC04334023	Cc1noc(C)c1S(=O)(=O)N1CC[NH+](C2c3ccccc3-c3ccccc32)CC1
ZINC04108226	Cc1ccc(N2C(=O)CC([NH+]3CCN(S(=O)(=O)c4ccccc4)CC3)C2=O)c(C)c1
ZINC09813984	O=C(/C=C/c1cc(Cl)c2c(c1)OCCCO2)N1CC[NH+](C2CCS(=O)(=O)C2)CC1
ZINC10157303	COc1ccccc1C1CC(=O)c2cnc(N3CCN(c4cccc[nH+]4)CC3)nc2C1
ZINC11998926	COc1ccc(N2C(=O)C[NH+](C3CCCCC3)C3CS(=O)(=O)CC32)cc1Cl
ZINC11999945	COc1ccc(N2C(=O)C[NH+](C3CCCCC3)C3CS(=O)(=O)CC32)cc1Cl
ZINC14241308	Cc1ccc(-c2nn(C[NH+]3CCC(c4nnc5ccccn45)CC3)c(=S)o2)cc1
ZINC09045237	O=C(c1ccccc1)C1C2C(=O)N(c3ccc([N+](=O)[O-])cc3)C(=O)C2C2CCC[NH+]21
ZINC08694537	Cc1cccc(N2C(=O)CC([NH+]3CCC(n4nnc(-c5cccs5)n4)CC3)C2=O)c1
ZINC01293619	COc1ccc2[nH+]c(N3CCCCC3)c(/C=C3\C(=O)N=C(S)N3C(C)=O)cc2c1
ZINC19376718	O=S(=O)(c1ccccc1F)N1CC2CCC[NH+]2CC1Cn1nnc2ccccc21
ZINC19577081	Cc1c(C[NH+]2C3CCC(C3)C2c2nc(-c3ccccc3)no2)c(=O)n(C)c(=O)n1C
ZINC20614358	Cc1nn(CC(=O)N2CC[NH+]3CCCC3C2)c2nc(C3CC3)cc(C(F)(F)F)c12
ZINC20614360	Cc1nn(CC(=O)N2CC[NH+]3CCCC3C2)c2nc(C3CC3)cc(C(F)(F)F)c12
ZINC20980757	O=C(c1cccn1-c1nnc(N2CCCC2)s1)N1CC[NH+](C2CCCCC2)CC1
ZINC22009289	O=c1c(Cl)c(Cl)cnn1C[NH+]1CCN(S(=O)(=O)N2CCCCCC2)CC1
ZINC26933892	Cc1ccc(C2=NN(C(=O)C[NH+]3CCC4(CC3)OCCO4)C(c3ccco3)C2)cc1
ZINC13540212	Cc1cn2c3c(=O)n(CC[NH+]4CCCCC4)c(=O)n(C)c3nc2n1-c1ccccc1
ZINC04587963	Cc1nc(N2CCCCC2)c2c([nH+]1)CCN(C(=O)/C=C/c1ccc([N+](=O)[O-])cc1)C2
ZINC16038490	O=C(c1ccccc1)C1C2C(=O)N(c3ccc([N+](=O)[O-])cc3)C(=O)C2C2CCCN21
ZINC39356460	CCOC(=O)N1CC[NH+](C2CCCN(C(=O)C3=CC4=C(C)C(C)=NC4C=C3)C2)CC1
ZINC39379027	CCOC(=O)C1=C(C)C2C(=O)N3CCC4=c5cc(OC)ccc5=[NH+]C4C3=NC2S1
ZINC39981142	O=C(CSC1=NC2[NH+]=c3ccc(Br)cc3=C2N=N1)N1CCCCC1
ZINC40158205	Cn1ncc2c(N3CC[NH+](Cn4cc(-c5ccccc5)oc4=S)CC3)ncnc21
ZINC40841641	CC1C=C/C(=[NH+]\c2nc3ccccc3n(Cc3nc(-c4ccccn4)no3)c2=O)CC1
ZINC47190832	O=C(Cn1cnc2c(oc3ccccc32)c1=O)N1CC2CCC[NH+]2Cc2ccccc21
ZINC39771862	CN(C)S(=O)(=O)c1cccc(C(=O)N2CC=C(C3=c4ccccc4=[NH+]C3)CC2)c1
ZINC63102594	COc1ccc(S(=O)(=O)N2CCN(C(=O)C3=c4ccccc4=[NH+]C3C)CC2)cc1
ZINC39776364	O=S(=O)(c1ccc(OC2=CC3[NH+]=c4ccccc4=C3C=C2)nc1)N1CCOCC1
ZINC39779178	CC1=C2C(=O)N=C(CN3CCN(c4cc(C)[nH+]c(C(C)C)n4)CC3)N=C2SC1C
ZINC63138944	O=C1C2CC3=c4ccccc4=[NH+]C3C(c3ccccc3)N2C(=O)CN1CC1CCCO1
ZINC63139443	CCCN1CC(=O)N2C(CC3=c4ccccc4=[NH+]C3C2c2cccc([N+](=O)[O-])c2)C1=O
ZINC63339987	COc1ccc2c(c1)=C1CCN(C3CC(=O)N(c4ccc(C(C)=O)cc4)C3=O)CC1[NH+]=2
ZINC63340000	COc1ccc2c(c1)=C1CCN(C3CC(=O)N(c4ccccc4OC)C3=O)CC1[NH+]=2
ZINC63350739	COc1ccc(/C=N/N2CC(=O)N3CC4[NH+]=c5ccccc5=C4CC3C2=O)c(OC)c1
ZINC63350740	COc1ccc(/C=N/N2CC(=O)N3CC4[NH+]=c5ccccc5=C4CC3C2=O)c(OC)c1
ZINC63350742	COc1ccc(OC)c(/C=N/N2CC(=O)N3CC4[NH+]=c5ccccc5=C4CC3C2=O)c1
ZINC63350857	COc1ccc(/C=N/N2CC(=O)N3CCC4=c5ccccc5=[NH+]C4C3(C)C2=O)cc1OC
ZINC63775627	O=C1OCCC1Sc1nnc(C2=c3ccccc3=[NH+]C2)n1-c1ccc(Cl)cc1
ZINC39997290	O=C1CC(C(=O)N2CCCN(S(=O)(=O)c3ccc(F)cc3)CC2)=c2ccccc2=[NH+]1
ZINC63855623	O=C(c1cc(-c2cncnc2)nc2cc(F)ccc12)N1CCCC1C[NH+]1CCCC1
ZINC64201952	CN(C)S(=O)(=O)c1ccc(Cl)c(C(=O)N2CC=C(C3=c4cccnc4=[NH+]C3)CC2)c1
