ZINC01208863	CN1C(=O)N(C)C2C1N(CO)C(=O)N2CO
ZINC13211305	O=C([O-])C1CCN(S(=O)(=O)c2cc([N+](=O)[O-])ccc2Oc2cccnc2[N+](=O)[O-])CC1
ZINC13222189	Cc1cc(-n2c(C)cc(C(=O)CSc3nc4nc(C)c(CC(=O)[O-])c(C)n4n3)c2C)no1
ZINC13230709	C=CCn1c(SCC(=O)N(CCC)C2CCS(=O)(=O)C2)nc2cc(C(=O)[O-])ccc2c1=O
ZINC13264346	C/C(=N\NC(=O)c1ccc(OC(C)C)cc1)c1ccc(S(=O)(=O)N2CCCCC2C(=O)[O-])cc1
ZINC13394116	O=C([O-])C1CCN(C(=O)CSc2nnc(-c3cccnc3)n2Cc2ccco2)CC1
ZINC13398062	O=C(CSc1ccc2c(c1)OCCO2)Nc1ccc(S(=O)(=O)N2CCCC(C(=O)[O-])C2)cc1
ZINC13401427	O=C([O-])c1csc(S(=O)(=O)N2CCN(C(=O)c3ccc(OCc4cscn4)cc3)CC2)c1
ZINC13414647	O=C([O-])Cc1csc(SCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)n1
ZINC02508689	Cc1ccc2nc(NCc3ccco3)c(/C=C3\SC(=S)N(CCCC(=O)[O-])C3=O)c(=O)n2c1
ZINC19938433	CCOc1cc(C2C(C(=O)c3cc4ccccc4o3)=C([O-])C(=O)N2CCN2CCOCC2)ccc1O
ZINC09270485	COC(=O)c1ccc(C2C(C(=O)c3sc(C)nc3C)=C([O-])C(=O)N2CCN2CCOCC2)cc1
ZINC09046424	COc1ccc(OC)c(C2C(C(=O)c3sc(C)nc3C)=C([O-])C(=O)N2CCCN2CCOCC2)c1
ZINC09008183	COc1ccc(C2C(C(=O)c3c(C)nc4ccccn34)=C([O-])C(=O)N2CCN2CCOCC2)cc1
ZINC08836209	COc1ccc(C2C(C(=O)c3c(C)nc4c(C)cccn34)=C([O-])C(=O)N2CCN2CCOCC2)cc1
ZINC09436525	COCCCN1C(=O)C([O-])=C(C(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)C1c1ccccc1F
ZINC22054609	CC(=O)OCC1OC(n2cnc3c(Cl)nc([O-])nc32)C(OC(C)=O)C1OC(C)=O
ZINC24239755	O=C(Cc1csc(-c2ccco2)n1)Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1
ZINC31773022	COC(=O)c1ccccc1[N-]S(=O)(=O)c1cccc(S(=O)(=O)C2CCS(=O)(=O)C2)c1
ZINC32797563	CC(OC(=O)c1cccs1)C(=O)Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1
ZINC35003010	COCCN1C(=O)C([O-])=C(C(=O)c2ccc3c(c2)CC(C)O3)C1c1cc(OC)c(OC)c(OC)c1
ZINC35003012	COCCN1C(=O)C([O-])=C(C(=O)c2ccc3c(c2)CC(C)O3)C1c1cc(OC)c(OC)c(OC)c1
ZINC35003375	COCCCN1C(=O)C([O-])=C(C(=O)c2ccc3c(c2)OCCO3)C1c1cccc([N+](=O)[O-])c1
ZINC35056988	CC(=O)NC1C(Oc2ccccc2)OC2COC(c3ccccc3)OC2C1OC(C)C(=O)[O-]
ZINC35057086	CC(=O)NC1C(Oc2ccccc2Cl)OC2COC(c3ccccc3)OC2C1OC(C)C(=O)[O-]
ZINC35057608	CC(=O)NC1C(Oc2ccccc2)OC2COC(c3ccccc3)OC2C1OCC(=O)[O-]
ZINC35057749	CC(=O)NC1C(Oc2ccc(Cl)cc2)OC2COC(c3ccccc3)OC2C1OCC(=O)[O-]
ZINC15952862	COc1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2CCCN2CCOCC2)cc1OC
ZINC06576959	CCOC(=O)C1CN(c2cc3c(cc2F)c(=O)c(C(=O)[O-])cn3CC)OC1C(=O)OCC
ZINC33813874	COc1cc(C2C(C(=O)c3c(C)nc4ccccn34)=C([O-])C(=O)N2c2nccs2)cc(OC)c1OC
ZINC20102907	COc1ccc(-n2c([S-])nc3cc(C(=O)NCCCN4CCOCC4)ccc3c2=O)cc1OC
ZINC38277924	COc1ccc(C(=O)C2=C([O-])C(=O)N(CC3CCCO3)C2c2cc(OC)c(OC)c(OC)c2)cc1
ZINC13234938	CC(Sc1nnc(-c2cccs2)n1C(C(=O)[O-])C(C)C)C(=O)NC1CCS(=O)(=O)C1
ZINC39769710	CCCn1c(N2CCOCC2)c(/C=C2/SC(=S)N(CCCC(=O)[O-])C2=O)c(C)c(C#N)c1=O
ZINC39849649	O=C(/C=C/c1ccco1)C1=C([O-])C(=O)N(Cc2cccnc2)C1c1ccc([N+](=O)[O-])cc1
ZINC40053021	COc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C([O-])C(=O)N2CCCO)c(OC)c1
ZINC58013927	CN(C)S(=O)(=O)Nc1ccc(N2CCC(CCN3CCOCC3)CC2)c(C(=O)[O-])c1
ZINC59503240	Cc1ccc(S(=O)(=O)N([N-]C2=NS(=O)(=O)c3ccccc32)C(=O)COc2ccccc2)cc1
ZINC08818031	COC(=O)c1[nH]c(C)c(C(=O)C2=C([O-])C(=O)N(Cc3cccnc3)C2c2ccncc2)c1C
ZINC20357368	COC(=O)c1[nH]c(C)c(C(=O)C2=C([O-])C(=O)N(CCCN3CCOCC3)C2c2ccc(C)cc2)c1C
ZINC09043079	COC(=O)c1[nH]c(C)c(C(=O)C2=C([O-])C(=O)N(CCN3CCOCC3)C2c2cccc(F)c2)c1C
ZINC65008635	O=[N+]([O-])c1ccc(-c2csc(CCN/C([O-])=N/S(=O)(=O)c3ccccc3)n2)cc1
ZINC02080897	O=C(N/N=C/c1cc([N+](=O)[O-])ccc1[O-])c1cnccn1
ZINC04839116	COc1cc(/N=N/n2cnnc2)cc([N+](=O)[O-])c1[O-]
ZINC09344274	COC(=O)C1(C(=O)[O-])Cc2cc([N+](=O)[O-])ccc2N(C)C1
ZINC04290784	Cc1c([N+](=O)[O-])cc(C=O)c([O-])c1[N+](=O)[O-]
ZINC05478132	NN(/N=N/c1nnn[n-]1)c1ccccc1
ZINC19723881	[O-]c1ncnc2c1nnn2-c1ccc2c(c1)OCCO2
ZINC22130404	O=C([O-])c1nnsc1NC(=O)N1CCN(CCO)CC1
ZINC25492928	O=[N+]([O-])c1c([O-])ncnc1N1CCOCC1
ZINC30861421	N#Cc1nc(NC(=O)CNC(=O)C2CCCC2)[n-]c1C#N
ZINC17105039	Cc1ccc(S(=O)(=O)[N-]n2nnnc2N)cc1
ZINC35337201	CS(=O)(=O)[N-]/N=C/c1cc([N+](=O)[O-])ccc1O
ZINC23140970	O=C(Nc1ncn[n-]1)C1CCCN(C(=O)c2ccco2)C1
ZINC18192863	O=[N+]([O-])c1cnc2nc(-c3ccncc3)nn2c1[O-]
ZINC38025838	Cn1cc([N+](=O)[O-])cc1C(=O)N1CCCCC1CC(=O)[O-]
ZINC39576898	O=C([O-])C1C=NN=C1c1cccc(-n2cnnn2)c1
ZINC39576899	O=C([O-])C1C=NN=C1c1cccc(-n2cnnn2)c1
ZINC40657476	Cc1ccc(C(=O)NNc2ncnc([O-])c2[N+](=O)[O-])cc1
ZINC40861232	O=S(=O)(Nc1ccc2oc([O-])nc2c1)N1CCNCC1
ZINC41032912	O=C([O-])C1(Nc2ccc([N+](=O)[O-])c3nonc23)CCCC1
ZINC41035113	CC1CCCC(Nc2c[nH]nc2[N+](=O)[O-])(C(=O)[O-])C1
ZINC41077916	O=[N+]([O-])c1ncn(Cc2cc([O-])n3ncnc3n2)n1
ZINC42161983	O=C([O-])CC1CCCN1c1c[nH]nc1[N+](=O)[O-]
ZINC43299485	O=C([O-])c1cnn(-c2c[nH]nc2[N+](=O)[O-])c1
ZINC43428202	O=C([O-])COCC(=O)NC(=O)N1CCOC2CCCCC21
ZINC43474562	O=C([O-])C1CCCN1C(=O)Nc1ccc([N+](=O)[O-])cc1F
ZINC44886578	Cc1cc2ncc(C(=O)NC(C)c3nnn[n-]3)c(C)n2n1
ZINC44931445	CC(Nc1nnnn1-c1ccccc1)c1nnn[n-]1
ZINC47475600	CC(C)N1CC(C(=O)Nc2nc(C#N)c(C#N)[n-]2)CC1=O
ZINC48869027	Cc1c(/C([O-])=N/S(=O)(=O)N(C)C)cccc1[N+](=O)[O-]
ZINC49593440	O=C([O-])/C=C/c1ccc/c(=N/S(=O)(=O)c2cn[nH]c2)[nH]1
ZINC23142784	O=C(Nc1nc[nH]n1)c1ccccc1[N+](=O)[O-]
ZINC23143289	O=C1C2CC=CCC2C(=O)N1C/C([O-])=N/c1ncn[nH]1
ZINC49864847	O=C([O-])C1CN(C(=O)c2ccc(F)c([N+](=O)[O-])c2)CCO1
ZINC50693509	Nc1c(Cl)cc(/C([O-])=N/c2nncs2)cc1[N+](=O)[O-]
ZINC54067564	CC(C(=O)[O-])N(C)C(=O)Nc1ccc([N+](=O)[O-])cc1F
ZINC06322678	O=c1oc2ccc([N+](=O)[O-])cc2c([O-])c1[N+](=O)[O-]
ZINC55189402	Nc1nc(-c2nnc3c4[n-]cnc4ncn23)cs1
ZINC02121482	CCCNC(=O)C12[N-]C=NN=C1N(C)C(=O)N2C
ZINC50222311	O=C(/N=C1/N=C([O-])CN1)c1ccc([N+](=O)[O-])cc1Cl
ZINC48545354	O=[N+]([O-])C1CC1/C([O-])=N/c1nc(C(F)(F)F)n[nH]1
ZINC23142060	Cc1[nH]c(=O)c(C#N)c(C)c1CC/C([O-])=N/c1ncn[nH]1
ZINC40454193	O=C([O-])C1CCCN(c2ncc([N+](=O)[O-])cn2)C1
ZINC00514940	CCn1nnnc1/N=C(\[O-])c1ccc([N+](=O)[O-])c(C)c1
ZINC13881369	O=C(CSc1nc([O-])cc(=O)[nH]1)Nc1nncs1
ZINC50659433	Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)[N-]c1cnccn1
ZINC50659439	Nc1ccc([N+](=O)[O-])c(S(=O)(=O)[N-]c2cnccn2)c1
ZINC61514909	COc1nc(Cl)nc(-n2nc(C)c(CC(=O)[O-])c2C)n1
ZINC61842115	Cc1c(-n2cnc(C#N)n2)cc(C(=O)[O-])cc1[N+](=O)[O-]
ZINC61844806	O=[N+]([O-])c1cc(F)ccc1S(=O)(=O)[N-]c1nnc[nH]1
ZINC52767509	CN(C)S(=O)(=O)/N=C(\[O-])c1ccc([N+](=O)[O-])cc1F
ZINC04899264	O=C(N/N=C\c1cc([O-])ccc1[N+](=O)[O-])C1COc2ccccc2O1
ZINC07734760	O=C(Cn1cnc2ccccc21)N/N=C/c1cc([N+](=O)[O-])ccc1[O-]
ZINC13028281	Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CC(O)CC1C(=O)[O-]
ZINC13028615	Cc1ccc(S(=O)(=O)N2CC(O)CC2C(=O)[O-])cc1[N+](=O)[O-]
ZINC09359010	O=[N+]([O-])c1cccc(/C=N/n2c([S-])nnc2-c2[nH]nc3c2CCC3)c1
ZINC20215016	Cn1c(C(=O)N2CC(O)CC2C(=O)[O-])ccc1[N+](=O)[O-]
ZINC22307206	N#Cc1ccccc1S(=O)(=O)[N-]NC(=O)c1cccc([N+](=O)[O-])c1
ZINC26268489	Cc1noc2nc(-c3ccccc3)cc(C(=O)Nc3nc(C#N)c(C#N)[n-]3)c12
ZINC26271261	Cc1cc2nc(C)c(CCC(=O)Nc3nc(C#N)c(C#N)[n-]3)c(C)n2n1
ZINC26276023	N#Cc1nc(NC(=O)COc2ccc3ccc(=O)oc3c2)[n-]c1C#N
ZINC29433020	O=[N+]([O-])c1cc(S(=O)(=O)[N-]c2ccc(-n3cncn3)cc2)ccc1Cl
ZINC29433121	COc1ccc([N+](=O)[O-])cc1S(=O)(=O)[N-]c1ccc(-n2cncn2)cc1
ZINC33512431	CC(C)(C(=O)NCCC(=O)[O-])n1cc([N+](=O)[O-])ccc1=O
ZINC05025627	Cc1ccn(CC(=O)N/N=C/c2cc([N+](=O)[O-])ccc2[O-])n1
ZINC38598442	COc1cc(OC)c2c(c1)OC(=O)C(CC(=O)/N=c1/[nH]cn[nH]1)C2C
ZINC39024474	CC1=CC(C(=O)N/N=C/c2cc(Cl)cc([N+](=O)[O-])c2[O-])N=N1
ZINC36022856	O=C1C2C3C=CC(CC3)C2C(=O)N1/N=C/c1cc([N+](=O)[O-])c(O)cc1[O-]
ZINC39462618	Cc1ccc(C(=O)OC(C)C(=O)/N=C2\[N-]C=NC3=NC=NC32)cc1O
ZINC40124495	O=C1NC(c2ccc([N+](=O)[O-])cc2)C(C(=O)c2ccc3c(c2)OCCO3)=C1[O-]
ZINC40544170	COc1ccc(-c2nc(NCc3nncn3C)nc([O-])c2C#N)cc1
ZINC40597827	CC(C)Nc1ncnc(N2CCC(C(=O)[O-])CC2)c1[N+](=O)[O-]
ZINC41701666	Cc1nnnn1-c1cccc(/N=C/c2cc(Cl)cc([N+](=O)[O-])c2[O-])c1
ZINC26258525	CSc1nc2nc(C)c(C/C([O-])=N/c3ncn[nH]3)c(C)n2n1
ZINC46861316	C=CCn1c(SCc2cc([O-])n3ncc(C#N)c3n2)nnc1-c1ccco1
ZINC48440452	O=C(Cn1ccc([N+](=O)[O-])n1)NC1(C(=O)[O-])CCCC1
ZINC50632443	CNc1ccc([N+](=O)[O-])c(S(=O)(=O)[N-]c2cc(C)no2)c1
ZINC50853592	C=CCNC(=O)/C(C#N)=C(\[O-])Cn1nc(C)c([N+](=O)[O-])c1C
ZINC54453012	N#C/C(C(=O)NC1CCCCC1)=C(/[O-])Cn1ccc([N+](=O)[O-])n1
ZINC55597816	Cc1ccc(S(=O)(=O)[N-]c2cccc(N3CCNC3=O)c2)cc1[N+](=O)[O-]
ZINC55597822	Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)[N-]c1cccc(N2CCNC2=O)c1
ZINC60060200	CC(=O)Nc1ccc([N-]S(=O)(=O)c2cccc(-n3cnnn3)c2)cc1
ZINC60165920	Cn1cnnc1-c1ccccc1[N-]S(=O)(=O)c1cccc(-n2cnnn2)c1
ZINC57784024	Cc1nnnn1-c1ccc(F)c([N-]S(=O)(=O)c2ccc([N+](=O)[O-])cc2)c1
ZINC60441571	Cc1cc([N+](=O)[O-])c(S(=O)(=O)[N-]c2ccc(-n3cnnn3)cc2)cc1C
ZINC31818344	COC(=O)c1ccc(C2CC(O)=Nc3c2c(C)nn3-c2ccc([O-])nn2)cc1
ZINC31818344	COC(=O)c1ccc(C2CC(=O)Nc3c2c(C)nn3-c2ccc([O-])nn2)cc1
ZINC62675881	Cc1nc([N+](=O)[O-])cn1C/C([O-])=C(/C#N)C(=O)NC1CCCCC1
ZINC62676425	Cc1nc([N+](=O)[O-])cn1C/C([O-])=C(\C#N)C(=O)NC1CCCC1
ZINC39781273	C=CCN1C(SCC(=O)/N=C2\OC(C)c3c(C)nnc([O-])c32)=NNC1C
ZINC63215615	CC(C(=O)Nc1nccnc1C(=O)[O-])n1cncn1
ZINC31818348	COC(=O)c1ccc(C2CC(O)=Nc3c2c(C)nn3-c2ccc([O-])nn2)cc1
ZINC31818348	COC(=O)c1ccc(C2CC(=O)Nc3c2c(C)nn3-c2ccc([O-])nn2)cc1
ZINC36367313	Cc1nn(-c2ccc([O-])nn2)c2c1C(c1ccc3c(c1)OCCO3)CC(O)=N2
ZINC36367313	Cc1nn(-c2ccc([O-])nn2)c2c1C(c1ccc3c(c1)OCCO3)CC(=O)N2
ZINC63952340	CC1=C(S(=O)(=O)N2CCCC2)CC(/C([O-])=N/c2ncn[nH]2)O1
ZINC48249715	COC(=O)c1nc(NC(=O)c2ccc(S(C)(=O)=O)cc2)n[nH]1
ZINC25003248	Cc1c(C(C)NC(=O)c2cnn(-c3ccc([O-])nn3)c2C)cnn1C
ZINC52767526	CN(C)S(=O)(=O)/N=C(\[O-])c1cc2cc([N+](=O)[O-])ccc2[nH]1
ZINC65508522	O=c1ccc([O-])nn1CCNc1ncc(F)c(N2CCOCC2)n1
ZINC65763081	CC(=O)Nc1ccc(F)c(/C([O-])=N/S(=O)(=O)c2cccc([N+](=O)[O-])c2)c1
ZINC66253110	O=S(=O)([N-]c1nc(-c2ccco2)cs1)c1cccc(-n2cnnn2)c1
ZINC66254284	Cn1ncc(-c2nc(C3CC3)no2)c1[N-]S(=O)(=O)c1ccc(Cl)nc1
ZINC66814675	Cc1cnc(-c2cccc([N-]S(=O)(=O)c3cccc(-n4cnnn4)c3)c2)o1
ZINC04787378	CC1(C)OC2C(CO)OC(n3cnc4c([S-])ncnc43)C2O1
ZINC13027855	Cc1ccc(S(=O)(=O)N2CCCC2C(=O)[O-])cc1[N+](=O)[O-]
ZINC15443314	CS(=O)(=O)c1ccc(N2CCC(C(=O)[O-])CC2)c([N+](=O)[O-])c1
ZINC16125109	CS(=O)(=O)c1cc([N+](=O)[O-])ccc1N1CCCCC1C(=O)[O-]
ZINC20272665	COC(=O)C1Sc2nnc(CCC(=O)[O-])c(=O)n2N=C1C
ZINC20593384	O=C([O-])c1ccc(S(=O)(=O)NC2CCS(=O)(=O)C2)o1
ZINC09911592	C=CCNC(=O)/C([O-])=N/c1ncc([N+](=O)[O-])s1
ZINC26274659	CS(=O)(=O)c1cccc(C(=O)Nc2nc(C#N)c(C#N)[n-]2)c1
ZINC32958500	Cc1n[nH]c(-n2cnnc2)c1[N-]S(=O)(=O)c1cccs1
ZINC35426361	O=C(Cn1cnnn1)Nc1ccc(C(=O)[O-])s1
ZINC35658827	Cc1nn(CC(=O)[O-])c(C)c1S(=O)(=O)N1CCOC(C)C1
ZINC23141657	Cc1nn(-c2ccccc2)c(C)c1C(=O)/C([O-])=N/c1ncn[nH]1
ZINC36828969	O=c1ccc(S(=O)(=O)[N-]c2ccc([N+](=O)[O-])cc2)c[nH]1
ZINC36829131	O=c1ccc(S(=O)(=O)[N-]c2ccc(F)c([N+](=O)[O-])c2)c[nH]1
ZINC36965363	N#C/C(=C\c1cc2c(cc1[N+](=O)[O-])OCO2)C(=O)[O-]
ZINC37791414	O=S(=O)([N-]c1ccc(-n2cncn2)c(F)c1)c1cn[nH]c1
ZINC37838927	CNC(=O)C1CCCN1S(=O)(=O)c1cc(C(=O)[O-])n(C)c1
ZINC06671693	COC(=O)C1(C(=O)[O-])Cc2cc([N+](=O)[O-])ccc2N2CCCC21
ZINC38799053	O=C(NC1CCN(C(=O)C2CC=CO2)CC1)c1ccc([O-])nn1
ZINC30113598	O=C(Nc1nc[nH]n1)C1CCCN(c2cnccn2)C1
ZINC40546108	Cc1ccc([N+](=O)[O-])cc1NC(=O)N1CCCC1C(=O)[O-]
ZINC40574465	O=C([O-])C1CSCN1C(=O)Nc1cc([N+](=O)[O-])ccc1F
ZINC40691311	O=[N+]([O-])c1cnc([N-]S(=O)(=O)c2ccnc(Cl)c2)s1
ZINC40825956	O=[N+]([O-])c1ccc([N-]S(=O)(=O)c2cn[nH]c2)c(Cl)c1
ZINC42280638	CNc1ccc(/C([O-])=N/S(C)(=O)=O)cc1[N+](=O)[O-]
ZINC43428187	O=C([O-])COCC(=O)NC(=O)N1CCOC2CCCC21
ZINC44610877	Cc1nn(-c2cncc3nnnn23)c(C)c1C(=O)[O-]
ZINC47826546	N#CCCNS(=O)(=O)c1ccc([O-])c([N+](=O)[O-])c1
ZINC47992169	Cn1cc(S(=O)(=O)[N-]c2ccc(Cl)c([N+](=O)[O-])c2)cn1
ZINC48480602	CS(=O)(=O)/N=C(\[O-])c1nc(N2CCOCC2)ncc1Cl
ZINC48619376	Cc1cc(/C([O-])=N/S(=O)(=O)c2c(C)nn(C)c2C)[nH]n1
ZINC48869461	CC(=O)Nc1nc(/C([O-])=N/S(=O)(=O)N2CCCC2)cs1
ZINC49871676	Cn1ncc2c(N3CCOC(C(=O)[O-])C3)ncnc21
ZINC49871775	O=C([O-])C1CN(C(=O)NC2CCS(=O)(=O)CC2)CCO1
ZINC19957404	COC(=O)CC1CN/C(=N/c2nc(C)c3ccccc3n2)N=C1[O-]
ZINC50534971	Cc1nc(-c2ccc([N-]S(=O)(=O)c3cnn(C)c3)cc2)n[nH]1
ZINC50923803	Cc1nn(C)c(N2CCCCC2CCC(=O)[O-])c1[N+](=O)[O-]
ZINC56214103	CN(CC(=O)/N=C1/N=C([O-])CN1)S(=O)(=O)c1cccs1
ZINC56291266	CCCC(=O)N1CCCC(C(=O)Nc2nc(C#N)c(C#N)[n-]2)C1
ZINC15924518	O=[N+]([O-])c1ccc(S(=O)(=O)[N-]/N=C\c2ccco2)cc1
ZINC58021368	O=C([O-])Cc1nnc2scc(-c3cccc([N+](=O)[O-])c3)n12
ZINC35186753	COC(=O)C1CCCN1S(=O)(=O)c1cc(C(=O)[O-])n(C)c1
ZINC13127774	O=C1CC(c2ccccc2)n2nc(N3C(=O)CCC3=O)nc2N1
ZINC62132664	COC(=O)C1CCN(S(=O)(=O)N2CCC(C(=O)[O-])C2)CC1
ZINC62133153	O=C([O-])C1CCN(c2cc3c(cc2[N+](=O)[O-])OCCO3)C1
ZINC62426781	CC(C)c1nnc(-n2nnc(C(=O)[O-])c2C2CCCO2)s1
ZINC62842622	CC1(C(=O)[O-])CCN(C(=O)Cn2ccc([N+](=O)[O-])n2)CC1
ZINC62924502	CC1(C(=O)[O-])CCN(S(=O)(=O)c2cccc([N+](=O)[O-])c2)C1
ZINC42280682	CS(=O)(=O)/N=C(\[O-])C1CC(=O)N(c2ccc3c(c2)OCO3)C1
ZINC66247798	Cc1cc([N-]S(=O)(=O)c2ccc3c(c2)oc(=O)n3C)n(C)n1
ZINC04065348	CC1=C(C(=O)OC2CCCC(C)C2)C(c2ccc([O-])c([N+](=O)[O-])c2)NC(=O)N1
ZINC03113056	O=C(N/N=C/c1cc([N+](=O)[O-])ccc1[O-])c1nc(-c2ccccc2)n(-c2ccccc2)n1
ZINC04718527	O=C([O-])c1ccc([N+](=O)[O-])c2c1NC(c1ccc([N+](=O)[O-])cc1)C1CC=CC21
ZINC04905301	COc1cc(/C=C2/C(=O)N(c3nc4ccccc4s3)N=C2C)cc([N+](=O)[O-])c1[O-]
ZINC03050514	O=[N+]([O-])c1cc(/C=N/c2ccc(N3CCOCC3)cc2)c([O-])c([N+](=O)[O-])c1
ZINC03123749	O=[N+]([O-])c1ccc([O-])c(/C=N/c2ccccc2/N=C/c2ccc([N+](=O)[O-])o2)c1
ZINC05739736	Cc1cc(/C=N/NC(=O)c2ccc([N+](=O)[O-])cn2)c(C)n1-c1cccc(C(=O)[O-])c1
ZINC13053991	CC(Oc1ccc(C(=O)[O-])cc1[N+](=O)[O-])C(=O)Nc1ccc([N+](=O)[O-])cc1Cl
ZINC13190910	CC1CCC(Nc2ccc(S(=O)(=O)N3CCC(C(=O)[O-])CC3)cc2[N+](=O)[O-])CC1
ZINC09437101	Cc1ccc(C(=O)C2=C([O-])C(=O)N(c3cc(C)on3)C2c2cccc([N+](=O)[O-])c2)cc1
ZINC21886706	O=S(=O)(c1ccc2nc([O-])oc2c1)N1CCc2nc(N3CCCCC3)ncc2C1
ZINC09637375	CC(C)(C)c1nn2c([S-])nnc2n(/N=C/c2ccc([N+](=O)[O-])cc2)c1=O
ZINC06585783	COc1ccc(Nc2nn3c([O-])cc(-c4ccc([N+](=O)[O-])cc4)nc3c2C#N)cc1
ZINC10295336	COc1ccc(-c2nnc([O-])c3c2C(c2ccc([N+](=O)[O-])cc2)n2nnnc2N3)cc1
ZINC10296167	O=[N+]([O-])c1ccc(-c2nnc([O-])c3c2C(c2ccc(Cl)cc2)n2nnnc2N3)cc1
ZINC32637833	O=c1c2ccccc2nc(N/N=C/c2cc([N+](=O)[O-])ccc2[O-])n1-c1ccccc1
ZINC00823558	CC1=C(C(=O)OC2CCCC(C)C2)C(c2ccc([O-])c([N+](=O)[O-])c2)NC(=O)N1
ZINC35302385	Cc1ccc(C)c(N2C(=O)/C(=C\c3ccc(N(C)C)c([N+](=O)[O-])c3)C(=O)N=C2[O-])c1
ZINC13142813	Cc1cc(-c2nnc([S-])n2/N=C/c2cc([N+](=O)[O-])ccc2Cl)[nH]n1
ZINC38971378	COc1cc(OC)c(/C=N/N2C([S-])=NNC2C2N=NC3=C2CCC3)c(OC)c1
ZINC39961040	Cc1n[nH]c([O-])c1C(C1=C(O)N=NC1C)c1ccc(-c2ccc(Cl)cc2[N+](=O)[O-])o1
ZINC40593053	Cc1ccc(Cl)cc1Nc1ncnc(N2CCC(C(=O)[O-])CC2)c1[N+](=O)[O-]
ZINC40613820	CC1(C)CC2CC(C)(CN2c2ncnc(Nc3ccc(C(=O)[O-])cc3)c2[N+](=O)[O-])C1
ZINC40660040	O=C([O-])C1CCN(c2ncnc(Nc3cccc4ncccc34)c2[N+](=O)[O-])CC1
ZINC40945808	O=[N+]([O-])c1ccc(-c2csc([N-]S(=O)(=O)c3cccc([N+](=O)[O-])c3)n2)cc1
ZINC46849648	N#Cc1cnn2c([O-])cc(CSc3nnc(-c4ccco4)n3C3CCCCC3)nc12
ZINC55668580	CCS(=O)(=O)[N-]c1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1C
ZINC16123892	O=[N+]([O-])c1ccc(S(=O)(=O)[N-]c2cccc(S(=O)(=O)N3CCCCC3)c2)cc1
ZINC57530846	N#Cc1cccc(NC(=O)c2ccccc2[N-]S(=O)(=O)c2cccc([N+](=O)[O-])c2)c1
ZINC57720085	CC(=O)Nc1ccc(S(=O)(=O)[N-]c2nc(-c3cccc([N+](=O)[O-])c3)cs2)cc1
ZINC06315997	O=C(Cn1c(C(F)(F)F)nc2ccccc21)N/N=C/c1cccc([N+](=O)[O-])c1[O-]
ZINC59304736	O=C(N/N=C/c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-])c1cc2ccccc2o1
ZINC20594879	CCCCSc1nnc2n(/N=C/c3cc([N+](=O)[O-])ccc3[O-])cnn12
ZINC20142677	Cc1ccc(C(=O)[O-])cc1NC(=O)c1ccc(N2CCOCC2)c([N+](=O)[O-])c1
ZINC62006729	COc1ccc(OC)c(S(=O)(=O)[N-]c2ccc3nnc(-c4ccccc4)n3n2)c1
ZINC62022662	O=C(c1ccco1)N1CCN(c2nc(Nc3ccc(F)cc3)c3n[n-]nc3n2)CC1
ZINC10232514	COc1ccccc1C1c2c(-c3ccccc3)nnc([O-])c2Nc2nnnn21
ZINC36358115	Cc1nn(-c2ccc([O-])nn2)c2c1C(c1ccc(OCc3ccccn3)cc1)CC(O)=N2
ZINC36358115	Cc1nn(-c2ccc([O-])nn2)c2c1C(c1ccc(OCc3ccccn3)cc1)CC(=O)N2
ZINC17147319	C/C([O-])=C1/C(=O)c2c(cccc2[N+](=O)[O-])/C1=N\c1ccc([N+](=O)[O-])cc1O
ZINC17147319	C/C([O-])=C1\C(=O)c2c(cccc2[N+](=O)[O-])\C1=N\c1ccc([N+](=O)[O-])cc1O
ZINC17163092	O=C1/C(=N\c2cccc([N+](=O)[O-])c2)C(n2nnc3ccccc32)=C([O-])c2ccccc21
ZINC17163092	O=C1C(Nc2cccc([N+](=O)[O-])c2)=C(n2nnc3ccccc32)C(=O)c2ccccc21
ZINC63821994	C#CCOc1ccc(C2CC(=O)NC3C2=C(C)NN3c2ccc([O-])nn2)cc1OCC
ZINC63824412	CC(=O)c1ccc(-c2ccc(C3CC(=O)NC4C3=C(C)NN4c3ccc([O-])nn3)o2)cc1
ZINC64475570	CCc1ccc([N-]S(=O)(=O)c2cccc(S(=O)(=O)NC)c2)cc1[N+](=O)[O-]
ZINC10296281	CC(C)c1ccc(C2c3c(-c4ccc([N+](=O)[O-])cc4)nnc([O-])c3Nc3nnnn32)cc1
ZINC65642815	Cc1ccc([N+](=O)[O-])cc1/C([O-])=N/S(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl
