ZINC04018031	NC(=S)N/N=C/C(O)C(O)C(O)CO
ZINC47921112	CC1CC[NH+](C(CNC(=O)NC(C)Cn2cc[nH+]c2)c2cccs2)CC1
ZINC47927283	CC[NH+](CC)C(CNC(=O)NC(C)Cn1cc[nH+]c1)c1ccccc1Cl
ZINC48230026	O=C(NCC(c1ccco1)[NH+]1CCCC1)NCC(c1ccco1)[NH+]1CCCC1
ZINC04729704	OC(CC[NH+]1CCCCCC1)c1ccc(C(O)CC[NH+]2CCCCCC2)cc1
ZINC52627765	[NH3+]C(COc1cncc(-c2ccccc2-c2ccncc2)c1)CC1=c2ccccc2=[NH+]C1
ZINC52627770	N#Cc1ccc(-c2cncc(OCC([NH3+])CC3=c4ccccc4=[NH+]C3)c2)cc1
ZINC50806626	COc1ccc(C2[NH2+]CCC3[NH+]=CNC32)cc1CSc1nc2ccccc2[nH]1
ZINC56932202	COc1ccccc1C(CNC(=O)NC(C)Cn1cc[nH+]c1)[NH+]1CCCCC1
ZINC47950795	CN(C)c1[nH+]cccc1CNC(=O)NCC(c1cccs1)[NH+]1CCCC1
ZINC63303361	CC(=O)Nc1ccc(NC(=O)CSC2[NH+]=c3ccc(Cl)cc3=[NH+]2)cc1
ZINC63426887	CC(CC1=c2ccccc2=[NH+]C1)[NH2+]CC(O)COc1ccc([N+](=O)[O-])cc1
ZINC63446524	COc1ccc2c(c1)=[NH+]C(SCC(=O)NC1Nc3ccccc3S1)[NH+]=2
ZINC63448354	CCN1C(SCC2[NH+]=c3ccccc3=[NH+]2)NNC1c1ccccc1OC
ZINC63494664	CC1=C(CCC2=[NH+]C3=c4ccccc4=[NH+]C(NCCC(C)C)N3N2)C(C)N=N1
ZINC63526366	O=C(NCC1[NH+]=c2ccccc2=[NH+]1)C1NC(c2ccc(C(F)(F)F)cc2)=NO1
ZINC64137364	COc1ccc2c(c1)=[NH+]C(CCNC(=O)c1ccc3c(c1)NC(C(C)C)O3)[NH+]=2
ZINC64237199	Cc1ccc(C(CNC(=O)NCc2ccc[nH+]c2N(C)C)[NH+]2CCCC2)cc1
ZINC64254987	CC(CNC(=O)NC1CC[NH+](CC(F)F)CC1)[NH+]1CCc2ccccc2C1
ZINC64255292	CC1CC[NH+](C(CNC(=O)NC2CC[NH+](CC(F)F)CC2)C(C)C)CC1
ZINC64697163	CC[NH+]1CCN(c2cc(CNC(=O)Nc3ccc4nc(C)oc4c3)cc[nH+]2)CC1
ZINC65305768	CCOc1ccc(CC(=O)NC(C)C(=O)NC2[NH+]=c3ccccc3=[NH+]2)cc1OCC
ZINC65371746	c1ccc(C2NCN(CC(c3ccco3)[NH+]3CCCC3)C2c2[nH]cc[nH+]2)cc1
ZINC65550472	C=CCN1C(SCC2[NH+]=c3ccccc3=[NH+]2)NNC1c1ccc(OC)cc1
ZINC66836230	C[NH+](CC(=O)Nc1cc(F)cc(F)c1)CC(=O)NC1CC[NH+](C2CC2)CC1
ZINC67122087	CC1CC[NH+](CC(O)C[NH2+]Cc2cn(-c3ccccc3)nc2C(C)C)CC1
ZINC67122239	Cc1nn(-c2ccc(F)cc2)c(C)c1C[NH2+]CC(O)C[NH+]1CCC(C)CC1
ZINC67122345	Cc1nn(-c2ccccc2)c(Cl)c1C[NH2+]CC(O)C[NH+]1CCC(C)CC1
ZINC67122458	Cc1nn(-c2ccc(F)cc2F)c(C)c1C[NH2+]CC(O)C[NH+]1CCC(C)CC1
ZINC04063080	O=c1[nH]c(=O)n(-c2ccccc2F)c(O)c1C1[NH2+]CCc2c1[nH]c1ccccc21
ZINC04724948	COc1cc(C2[NH2+]CCc3cc(O)c(O)cc32)cc(I)c1O
ZINC06344856	O=c1[nH]c(=O)n(-c2ccccc2)c(O)c1C1[NH2+]CCc2c1[nH]c1ccccc21
ZINC07985400	Cc1ccc2c(c1)/C(=N/NC(=O)c1[nH+]c(Cl)c(Cl)c(N)c1Cl)C(O)=N2
ZINC08574787	COc1cc(C2NC(=[NH2+])Nc3nc4ccccc4n32)cc(Br)c1O
ZINC08768471	Cc1ccc(-n2c(O)nc(O)c(C3[NH2+]CCc4c3[nH]c3ccccc43)c2=O)c(C)c1
ZINC09331098	CC(C)n1c(O)nc(O)c(C2[NH2+]CCc3c2[nH]c2ccccc32)c1=O
ZINC05625954	Cc1ccc(-n2c(O)c(C3[NH2+]CCc4c3[nH]c3ccccc43)c(=O)[nH]c2=S)c(C)c1
ZINC05807421	O=c1[nH]c(=S)n(-c2ccccc2F)c(O)c1C1[NH2+]CCc2c1[nH]c1ccccc21
ZINC13628531	CC1CCN(c2[nH+]c3sc(C(N)=O)c(N)c3c3c2CCCC3)CC1
ZINC09109279	CCCn1c(O)nc(O)c(C2[NH2+]CCc3c2[nH]c2ccccc32)c1=O
ZINC09357434	Cc1ccccc1-n1c(O)nc(O)c(C2[NH2+]CCc3c2[nH]c2ccccc32)c1=O
ZINC09357429	Cc1ccccc1-n1c(O)nc(O)c(C2[NH2+]CCc3c2[nH]c2ccccc32)c1=O
ZINC09087674	Cc1cc(C)c(-n2c(O)nc(O)c(C3[NH2+]CCc4c3[nH]c3ccccc43)c2=O)c(C)c1
ZINC09087673	Cc1cc(C)c(-n2c(O)nc(O)c(C3[NH2+]CCc4c3[nH]c3ccccc43)c2=O)c(C)c1
ZINC20480597	[NH3+]C(c1cccc(I)c1)c1ccc2[nH]c(=O)[nH]c2c1
ZINC15830200	Oc1ccc(Cl)cc1C1=NC2(CC[NH2+]CC2)NC(c2ccccc2O)C1
ZINC35932573	CC(C)(C)c1[nH+]n(C(C)(C)C)c(N)c1NC(=O)NCC1CCCO1
ZINC00521607	Cc1ccc(-c2[nH+]c3sc(C(N)=O)c(N)c3c3c2CCCC3)cc1
ZINC39467107	O=P1(c2ccccc2O)N[NH+]2CC3C=C(O)C(c4ccccc4O)=CC3CC2CO1
ZINC40680935	Cc1cc(Nc2[nH+]cnc(NC34CC5CC(CC(C5)C3)C4)c2N)no1
ZINC40681914	Cc1cc(C)cc(Nc2ncnc(NCC[NH+]3CCCCC3)c2N)c1
ZINC40687567	Cc1ccc2cccc(Nc3ncnc(Nc4cc[nH+]cc4)c3N)c2n1
ZINC40687582	Nc1c(Nc2cc[nH+]cc2)ncnc1Nc1cc(Cl)ccc1Cl
ZINC40687610	Nc1c(Nc2cc[nH+]cc2)ncnc1Nc1ccc(Cl)cc1Cl
ZINC40687670	Nc1c(Nc2cc[nH+]cc2)ncnc1Nc1ccc(C(F)(F)F)cc1
ZINC40706083	CC(C)c1ccc(Nc2ncnc(NN3CC[NH+](C)CC3)c2N)cc1
ZINC40708798	Cc1ccc2c(Nc3ncnc(NC4CCCCC4)c3N)cccc2[nH+]1
ZINC40759364	Cc1ccc2c(Nc3ncnc(Nc4ccccc4F)c3N)cccc2[nH+]1
ZINC40760848	CC1(C)CC(Nc2ncnc(Oc3ccccc3)c2N)CC(C)(C)[NH2+]1
ZINC40760951	CC1(C)CC(Nc2ncnc(OC3CCCCC3)c2N)CC(C)(C)[NH2+]1
ZINC40760972	Cc1cc(C)n(-c2ncnc(NC3CC(C)(C)[NH2+]C(C)(C)C3)c2N)n1
ZINC40778002	Nc1c(NC2CCCC2)nc[nH+]c1NN(c1ccccc1)c1ccccc1
ZINC40781148	Cc1ccc2c(Nc3ncnc(Nc4ccccc4)c3N)cccc2[nH+]1
ZINC40782543	Cc1ccc2c(Nc3ncnc(Nc4ccc(F)cc4)c3N)cccc2[nH+]1
ZINC42873112	Cc1[nH]c(Nc2ccc(Br)cc2Br)c(N)[nH+]1
ZINC42909054	Cc1c(Cl)cccc1NNC(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1
ZINC52094242	Cc1cc(Br)ccc1C([NH3+])c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52094279	Cc1ccc(C([NH3+])c2cc3[nH]c(=O)[nH]c3cc2Br)cc1C
ZINC52094328	CCCCC(CC)C([NH3+])c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52094379	Cc1cccc(C([NH3+])c2cc3[nH]c(=O)[nH]c3cc2Br)c1C
ZINC52094435	[NH3+]C(c1ccc(F)c(F)c1)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52839529	Nc1c(-c2ccc(F)c(Br)c2)[nH+]c(C2CCCC2)n1N
ZINC52839565	Nc1c(-c2cc(Br)ccc2F)[nH+]c(C2CCCC2)n1N
ZINC52839583	Nc1c(-c2ccc(Br)cc2F)[nH+]c(C2CCCC2)n1N
ZINC53714469	[NH3+]C(c1cc2[nH]c(=O)[nH]c2cc1Br)C1CCCCCC1
ZINC61862778	[NH3+]C(c1ccc(Br)cn1)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC18126771	NC1=Nc2nc3ccccc3n2C(c2c[nH]nc2-c2cccc(F)c2)N1
ZINC18099607	NC1=Nc2nc3ccccc3n2C(c2c[nH]nc2-c2cccc(F)c2)N1
ZINC63056041	Cc1cc(C([NH3+])c2cc3[nH]c(=O)[nH]c3cc2Br)ccc1F
ZINC04200755	CCC(NC(=O)C1=CC(N(NC(=O)OC(C)C)C(=O)OC(C)C)C(O)C(O)C1)C(N)=O
ZINC04221841	COc1cc(SC)ccc1C(=O)NC1CC(O)(C(=O)NC(Cc2cccs2)C(N)=O)CC(O)C1O
ZINC04222264	COc1ccc(C(=O)Nc2nc3c(s2)CC2C(C)(CO)C(O)CCC2(C)C3CC(=O)NCCNC(C)=O)cc1
ZINC06134982	CC(C)CC(C(=O)NC(C)(C)C)N(Cc1ccco1)C(=O)c1snc(C(N)=O)c1N
ZINC06461993	CCC(C)(C)NC(=O)C(c1c[nH]c2ccccc12)N(Cc1ccco1)C(=O)c1snc(C(N)=O)c1N
ZINC06462150	CCC(C)(C)NC(=O)C(c1c[nH]c2ccccc12)N(Cc1ccco1)C(=O)c1snc(C(N)=O)c1N
ZINC06481375	CCCCC(C(=O)NCCC(C)C)N(CC1CCCO1)C(=O)c1snc(C(N)=O)c1N
ZINC06501016	CCCC(C(=O)NC1CCCC1)N(CCCOCC)C(=O)c1snc(C(N)=O)c1N
ZINC06546561	CCOC(=O)CNC(=O)C(C)N(C(=O)c1snc(C(N)=O)c1N)c1cc(C)ccc1OC
ZINC06546751	CCOC(=O)CNC(=O)C(c1ccc(O)cc1)N(C(=O)c1snc(C(N)=O)c1N)c1ccc(C)cc1
ZINC06547073	CCOC(=O)CNC(=O)C(c1ccc(O)cc1)N(C(=O)c1snc(C(N)=O)c1N)c1ccc(C)cc1
ZINC06632205	CCOc1ccccc1N(C(=O)c1snc(C(N)=O)c1N)C(CC)C(=O)NC(C)(C)C
ZINC06905062	COCCNC(=O)C(c1ccc(F)cc1)N(C(=O)c1snc(C(N)=O)c1N)c1ccc(F)cc1
ZINC02062020	Cc1sc(NC(=O)CCCCC(=O)Nc2sc(C)c(C)c2C(N)=O)c(C(N)=O)c1C
ZINC11350893	CCCCn1c(N)c(N(CCC)CC(=O)NC(=O)Nc2ccc3c(c2)OCO3)c(=O)[nH]c1=O
ZINC06190444	CC(C)CC(C(=O)NC(C)(C)C)N(Cc1ccco1)C(=O)c1snc(C(N)=O)c1N
ZINC12866964	COCCN(C(=O)CSc1nnc(-c2cccc(Cl)c2)n1N)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC13109681	O=C(NNC(=S)Nc1ccc(F)c(Cl)c1)C(=O)NNC(=S)Nc1ccc(F)c(Cl)c1
ZINC20527514	C=CCc1cccc(/C=N/Nc2nnc(SCC(=O)Nc3cccc(NC(C)=O)c3)n2N)c1O
ZINC20832979	NC(=O)CSc1nnc(NC(=O)CSc2n[nH]c(N/N=C/c3ccco3)n2)s1
ZINC20837855	NC(=O)CSc1nnc(NC(=O)CSc2n[nH]c(NN=C3CCCCCC3)n2)s1
ZINC20915320	Nn1c(N/N=C/c2cccc(O)c2)nnc1SCCC(=O)Nc1cccc([N+](=O)[O-])c1
ZINC20921744	CC(C)n1cc(/C=N/Nc2nnc(SCC(=O)NNC(=O)C(F)(F)F)n2N)cn1
ZINC14157926	CCNC(=S)/N=C(/NCCc1ccc(S(N)(=O)=O)cc1)Nc1nc(C)cc(C)n1
ZINC22066087	CC(C)[NH2+]CC(COc1cccc2ccccc12)OC1OC(C(=O)[O-])C(O)C(O)C1O
ZINC22408311	NC(=O)CCn1c(SCC(=O)Nc2sccc2C(N)=O)nnc1-c1cccs1
ZINC25181073	COc1cc(SC)ccc1C(=O)NC1CC(O)(C(=O)NC(Cc2cccs2)C(N)=O)CC(O)C1O
ZINC25585266	CC(=O)NNc1nc(C)c(C(/C=C/c2ccc(NC(C)=O)cc2)NNC(N)=S)s1
ZINC25667529	Cc1cc(O)oc2cc(=[NH+]C(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)CCC(=O)[O-])ccc1-2
ZINC29565643	O=C([O-])CC(NC(=O)NNC(=O)CCCCNc1cccc[nH+]1)c1ccc(Cl)cc1
ZINC29565647	O=C([O-])CC(NC(=O)NNC(=O)CCCCNc1cccc[nH+]1)c1ccc(Cl)cc1
ZINC31167157	CC(COC1OC(COC(=O)/C=C/c2ccc(O)cc2)C(O)C(O)C1O)C1(O)COC(=O)C1
ZINC34898303	CC(O)C(O)C(O)C(OCCO)Oc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1
ZINC35653059	CC(C)[NH2+]CC(COc1cccc2ccccc12)OC1OC(C(=O)[O-])C(O)C(O)C1O
ZINC15940571	COCCN(C(=O)CSc1nnc(-c2cccc(F)c2)n1N)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC06501268	CCCC(C(=O)NC(C)(C)C)N(Cc1ccc(F)cc1)C(=O)c1snc(C(N)=O)c1N
ZINC19327760	CC(C)N(C(C)C)C(C(=O)OCC(O)C(O)C(O)C(O)C(=O)[O-])[NH+](C(C)C)C(C)C
ZINC19327766	CC(C)N(C(C)C)C(C(=O)OCC(O)C(O)C(O)C(O)C(=O)[O-])[NH+](C(C)C)C(C)C
ZINC06481295	CCCCC(C(=O)NC(C)(C)C)N(Cc1ccco1)C(=O)c1snc(C(N)=O)c1N
ZINC06481462	CCCCC(C(=O)NC(C)(C)C)N(Cc1ccco1)C(=O)c1snc(C(N)=O)c1N
ZINC41026397	NC(=O)c1c(Nc2nc(NCCOCCO)nc(N)c2[N+](=O)[O-])sc2c1CCCC2
ZINC41302012	CCOC(Nc1nc(N)c([N+](=O)[O-])c(Nc2sc3c(c2C(N)=O)CCC3)n1)OCC
ZINC33874532	CCCCN1C(=O)C2C(c3ccc(OCCC)cc3)[NH2+]C(CCCNC(N)=O)(C(=O)[O-])C2C1=O
ZINC27656499	CCO/C([O-])=C1\C(COCCNC(=O)NCC[NH3+])=NC(C)=C(C(=O)OC)C1c1ccccc1Cl
ZINC59883939	Cc1nn(CCO)c(C)c1/C=N/Nc1nc(SCC(=O)NNC(=O)C2CCC2)n[nH]1
ZINC59883947	Cc1nn(CCO)c(C)c1/C=N/Nc1nc(SC(C)C(=O)NNC(=O)C(C)C)n[nH]1
ZINC59883948	Cc1nn(CCO)c(C)c1/C=N/Nc1nc(SC(C)C(=O)NNC(=O)C(C)C)n[nH]1
ZINC59888340	Cc1nn(CCO)c(C)c1/C=N/Nc1nc(SCC(=O)NNC(=O)C(C)(C)C)n[nH]1
ZINC59914548	Cc1nn(CCO)c(C)c1/C=N/Nc1nnc(SCC(=O)Nc2nccs2)n1N
ZINC01560989	Cc1cc(NCCCCCCCCNc2cc(C)[nH+]c3cc(N)ccc23)c2ccc(N)cc2[nH+]1
ZINC04686163	OC(CCOc1ccccc1)C[NH2+]CCCCCC[NH2+]CC(O)COc1ccccc1
ZINC04686164	OC(CCOc1ccccc1)C[NH2+]CCCCCC[NH2+]CC(O)COc1ccccc1
ZINC04686166	OC(CCOc1ccccc1)C[NH2+]CCCCCC[NH2+]CC(O)COc1ccccc1
ZINC04686167	OC(CCOc1ccccc1)C[NH2+]CCCCCC[NH2+]CC(O)COc1ccccc1
ZINC01727083	Cc1cc(NCCCCCCNc2cc(C)[nH+]c3ccc(N)cc23)c2cc(N)ccc2[nH+]1
ZINC01561345	Cc1cc(NCCCCCCCNc2cc(C)[nH+]c3cc(N)ccc23)c2ccc(N)cc2[nH+]1
ZINC01562688	Cc1cc(NCCCCCCNc2cc(C)[nH+]c3cc(N)ccc23)c2ccc(N)cc2[nH+]1
ZINC06074421	COc1cc(C(C(=O)NC(C)(C)C)N(Cc2cccs2)C(=O)c2snc(C(N)=O)c2N)ccc1O
ZINC06631471	CCOc1ccccc1N(C(=O)c1snc(C(N)=O)c1N)C(C(=O)NCCOC)c1ccc(O)cc1
ZINC12467187	COCCNC(=O)C(c1ccc(O)cc1)N(C(=O)c1snc(C(N)=O)c1N)c1cccc(C)c1C
ZINC13548744	OCC(O)C(O)C(O)C(O)/C=N/Nc1nc(N2CCCCC2)nc(N2CCCCC2)n1
ZINC14948177	C=CCC(O)(CC=C)C[NH2+]Cc1ccc(OCC(O)C[NH+]2CCC(O)CC2)c(OC)c1
ZINC14948180	C=CCC(O)(CC=C)C[NH2+]Cc1ccc(OCC(O)C[NH+]2CCC(O)CC2)c(OC)c1
ZINC15637084	S=C(NNC(=S)Nc1ccc(Cl)cc1)NNC(=S)Nc1ccc(Cl)cc1
ZINC16225868	CCC(C)[NH2+]CC(=O)Nc1cc(C(F)(F)F)cc(NC(=O)C[NH2+]C(C)CC)c1Cl
ZINC16225870	CCC(C)[NH2+]CC(=O)Nc1cc(C(F)(F)F)cc(NC(=O)C[NH2+]C(C)CC)c1Cl
ZINC16450442	S=C(NNC(=S)Nc1ccccc1Cl)NNC(=S)Nc1ccccc1Cl
ZINC05572757	CCC(=N\NC(=S)NCC[NH+](CC)CC)/C(C)=N/NC(=S)NCC[NH+](CC)CC
ZINC21981345	CC(C)[NH2+]CC(O)COc1ccc(OC2OC(C(=O)[O-])C(O)C(O)C2O)c2ccccc12
ZINC16225872	CCC(C)[NH2+]CC(=O)Nc1cc(C(F)(F)F)cc(NC(=O)C[NH2+]C(C)CC)c1Cl
ZINC16694823	CC([NH2+]CC(=O)NCCNC(=O)C[NH2+]C(C)c1ccc(F)c(F)c1)c1ccc(F)c(F)c1
ZINC26897822	OC(C[NH2+]Cc1ccccc1)COCC1CCC(COCC(O)C[NH2+]Cc2ccccc2)CC1
ZINC26897825	OC(C[NH2+]Cc1ccccc1)COCC1CCC(COCC(O)C[NH2+]Cc2ccccc2)CC1
ZINC26897830	OC(C[NH2+]Cc1ccccc1)COCC1CCC(COCC(O)C[NH2+]Cc2ccccc2)CC1
ZINC35083462	CC1CCCCC1[NH2+]CC(O)COc1ccc(OCC(O)C[NH2+]C2CCCCC2C)cc1
ZINC35083467	CC1CCCCC1[NH2+]CC(O)COc1ccc(OCC(O)C[NH2+]C2CCCCC2C)cc1
ZINC36500505	CCCCNC(=O)C(c1c(O)cc(O)cc1O)N(Cc1ccco1)C(=O)c1c(O)cccc1O
ZINC36500742	CCCCNC(=O)C(c1c(O)cc(O)cc1O)N(Cc1ccco1)C(=O)c1cccc(O)c1O
ZINC12540241	Cc1ccccc1OCC(O)C[NH2+]C1CCC([NH2+]CC(O)COc2ccccc2C)CC1
ZINC12540243	Cc1ccccc1OCC(O)C[NH2+]C1CCC([NH2+]CC(O)COc2ccccc2C)CC1
ZINC06601380	CCOc1ccc(C(C(=O)NCCC(C)C)N(CCO)C(=O)c2snc(C(N)=O)c2N)cc1
ZINC35455341	O=C(/C=C/c1ccc(O)cc1)OCC1OC(OC(=O)/C=C/c2ccc(O)c(O)c2)C(O)C(O)C1O
ZINC09509785	Cc1ccccc1OCC(O)C[NH2+]C1CCC([NH2+]CC(O)COc2ccccc2C)CC1
ZINC17107960	CCC(=N/NC(=S)NCC[NH+](CC)CC)/C(C)=N/NC(=S)NCC[NH+](CC)CC
ZINC35083465	CC1CCCCC1[NH2+]CC(O)COc1ccc(OCC(O)C[NH2+]C2CCCCC2C)cc1
ZINC39559843	COc1c(C)c(OC/C=C(\C)C(=O)OCC(O)C(O)C(O)CO)cc(CO)c1CO
ZINC39692869	O=C(CSC1NNC([NH2+]Cc2ccco2)S1)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC43146945	C[NH+](CCCOCC(O)C[NH3+])CC(O)COc1ccc(Br)cc1Br
ZINC43146948	C[NH+](CCCOCC(O)C[NH3+])CC(O)COc1ccc(Br)cc1Br
ZINC49048969	Cc1cc(C(OCC(O)C[NH2+]CC[NH3+])c2ccncc2)c2cc(Br)ccc2n1
ZINC49048973	Cc1cc(C(OCC(O)C[NH2+]CC[NH3+])c2ccncc2)c2cc(Br)ccc2n1
ZINC49048977	Cc1cc(C(OCC(O)C[NH2+]CC[NH3+])c2ccncc2)c2cc(Br)ccc2n1
ZINC49048981	Cc1cc(C(OCC(O)C[NH2+]CC[NH3+])c2ccncc2)c2cc(Br)ccc2n1
ZINC52627508	[NH3+]C(COc1cncc(/C=C/c2cc[nH+]c(NCc3ccccc3)c2)c1)CC1=c2ccccc2=[NH+]C1
ZINC27529388	CC1CCCCC1[NH2+]CC(O)COc1ccc(OCC(O)C[NH2+]C2CCCCC2C)cc1
ZINC27529519	OC(C[NH2+]Cc1ccccc1Cl)COc1ccc(OCC(O)C[NH2+]Cc2ccccc2Cl)cc1
ZINC65747774	CC[NH+](CC)CCNC(=O)c1cc(Cl)c(NC2OC(C(=O)[O-])C(O)C(O)C2O)cc1OC
ZINC01666709	C=C(C)C(CCc1nc(N)nc(N)n1)(CCc1nc(N)nc(N)n1)C(C)=O
ZINC01603584	CC(=O)C(CCC#N)(CCc1nc(N)nc(N)n1)CCc1nc(N)nc(N)n1
ZINC04775230	CC(O)C[NH+](Cc1cc(O)c(C[NH+](CC(C)O)CC(C)O)cc1O)CC(C)O
ZINC01603753	Nc1nc(N(CCO)CCO)nc2c(N)nc(N(CCO)CCO)nc12
ZINC05543696	OCCNc1nc(NCCO)c2nc(NCCO)nc(NCCO)c2n1
ZINC05552028	COc1ccc2[nH+]c(NCC[NH2+]CCO)cc(NCC[NH2+]CCO)c2c1
ZINC04749843	Cc1n[nH]c(=O)nc1NCCCCCCCC[NH2+]CCCCCCCC[NH3+]
ZINC09915729	CC1(CO)OC(C)(OC(C(O)CO)C(O)CC=O)C(C)(O)C(C)(O)C1(C)O
ZINC05479324	CCc1nc(N)nc(N)c1-c1ccc(NCCCCCC[NH3+])c([N+](=O)[O-])c1
ZINC14694397	COc1cc(CC(CO)C(COC2OC(CO)C(O)C(O)C2O)Cc2ccc(O)c(OC)c2)ccc1O
ZINC15169011	COc1cc(C2Oc3c(O)cc(CCCO)cc3C2CO)ccc1OC1OC(CO)C(O)C(O)C1O
ZINC15224530	CCOc1ccc(NCC(=O)N/N=C/C(O)C(O)C(O)C(O)CO)cc1
ZINC15224532	CCOc1ccc(NCC(=O)N/N=C/C(O)C(O)C(O)C(O)CO)cc1
ZINC15224534	CCOc1ccc(NCC(=O)N/N=C/C(O)C(O)C(O)C(O)CO)cc1
ZINC15224535	CCOc1ccc(NCC(=O)N/N=C/C(O)C(O)C(O)C(O)CO)cc1
ZINC04377411	Cc1c(CSC(N)=[NH2+])c(C)c(CSC(N)=[NH2+])c(C)c1CSC(N)=[NH2+]
ZINC22576466	CC(O)CN(CC[NH+](CC(C)O)CC(C)O)CC[NH+](CC(C)O)CC(C)O
ZINC22576472	CC(O)CN(CC[NH+](CC(C)O)CC(C)O)CC[NH+](CC(C)O)CC(C)O
ZINC31163788	CCCCCCC(=O)CCCCCC/C=C/C(O)C(O)C(O)C([NH3+])(CO)C(=O)[O-]
ZINC35169069	OCC1OC(OC2C(CO)OC(OCCCCCCC3CCCCC3)C(O)C2O)C(O)C(O)C1O
ZINC33957539	CCOc1ccc(NCC(=O)N/N=C/C(O)C(O)C(O)C(O)CO)cc1
ZINC33957540	CCOc1ccc(NCC(=O)N/N=C/C(O)C(O)C(O)C(O)CO)cc1
ZINC33957541	CCOc1ccc(NCC(=O)N/N=C/C(O)C(O)C(O)C(O)CO)cc1
ZINC33957542	CCOc1ccc(NCC(=O)N/N=C/C(O)C(O)C(O)C(O)CO)cc1
ZINC35464802	COc1cc(CC(COC2OC(CO)C(O)C(O)C2O)c2cc(/C=C/CO)cc(OC)c2O)ccc1O
ZINC37263622	CSC(=S)N/N=C(/CNNC(=S)SC)C(O)C(O)C(O)CO
ZINC38637380	CC(O)CC(CC(C)O)[NH2+]CCCCCC[NH2+]C(CC(C)O)CC(C)O
ZINC38637383	CC(O)CC(CC(C)O)[NH2+]CCCCCC[NH2+]C(CC(C)O)CC(C)O
ZINC38637387	CC(O)CC(CC(C)O)[NH2+]CCCCCC[NH2+]C(CC(C)O)CC(C)O
ZINC38653928	C=CCOCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
ZINC38653932	C=CCOCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
ZINC38653935	C=CCOCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
ZINC38653940	C=CCOCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
ZINC38655062	OCC(CO)OCC(CO)OCC(CO)OCC(CO)OC(CO)CO
ZINC38655066	OCC(CO)OCC(CO)OCC(CO)OCC(CO)OC(CO)CO
ZINC38655070	OCC(CO)OCC(CO)OCC(CO)OCC(CO)OC(CO)CO
ZINC38655073	OCC(CO)OCC(CO)OCC(CO)OCC(CO)OC(CO)CO
ZINC22576478	CC(O)CN(CC[NH+](CC(C)O)CC(C)O)CC[NH+](CC(C)O)CC(C)O
ZINC22576485	CC(O)CN(CC[NH+](CC(C)O)CC(C)O)CC[NH+](CC(C)O)CC(C)O
ZINC39345362	[NH3+]CCCCCCNC1N=C2C(=O)N=CN=C2N1C1OC(CO)C(O)C1O
ZINC39345363	[NH3+]CCCCCCNC1N=C2C(=O)N=CN=C2N1C1OC(CO)C(O)C1O
ZINC44075222	NC(=O)C([NH3+])CCCCNC(=O)CCCCC1SCC2NC(=O)NC21
ZINC44467014	COc1cc(CC([NH3+])CO)cc(-c2cc(CC([NH3+])CO)cc(OC)c2O)c1O
ZINC44467017	COc1cc(CC([NH3+])CO)cc(-c2cc(CC([NH3+])CO)cc(OC)c2O)c1O
ZINC44467019	COc1cc(CC([NH3+])CO)cc(-c2cc(CC([NH3+])CO)cc(OC)c2O)c1O
ZINC59922981	O=c1[nH]c(NCCCO)c(Cc2c(NCCCO)[nH]c(=O)[nH]c2=O)c(=O)[nH]1
ZINC17328547	CC(O)C[NH+](Cc1cc(O)c(C[NH+](CC(C)O)CC(C)O)cc1O)CC(C)O
ZINC64067023	Cc1cccc2c1=[NH+]C(CCNC(=O)CN1N[NH2+]NC1C[NH+](C)C(C)C)[NH+]=2
ZINC64067024	Cc1cccc2c1=[NH+]C(CCNC(=O)CN1N[NH2+]NC1C[NH+](C)C(C)C)[NH+]=2
ZINC08749375	COc1ccc(NC(=O)C2(N(Cc3ccccc3)C(=O)CC3C(c4c(C)[nH]c5ccccc45)C3(C)C)CC[NH+](C)CC2)c(OC)c1
ZINC08696049	Cc1[nH]c2ccccc2c1C1C(CC(=O)N(C2CC2)C2(C(=O)Nc3ccc(N4CCOCC4)cc3)CC[NH+](C)CC2)C1(C)C
ZINC09158552	CCN(CC)c1ccc(C2C3CCCCC3(O)CC[NH+]2CC(=O)Nc2sc(C)c(C)c2C(=O)OC)cc1
ZINC09391496	CCCCN(CC)S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(=O)OC)CC(C)(C)[NH2+]C3(C)C)cc1
ZINC09060259	COc1ccc(-c2c[nH]nc2-c2ccc(OCC[NH+]3CCN(c4ccccc4F)CC3)cc2O)cc1
