ZINC03839681	CC(=O)NC1C=C(C(=O)NC(C)C(N)=O)CC(O)C1O
ZINC35526877	Cc1ccc(CNC(=O)C2(C)CCCN(C(=O)NC(C)C)C2)cc1
ZINC65820036	O=C(CNC(=O)C1=Cc2ccccc2OC1)Nc1ccc(Cl)cc1
ZINC67012863	CN(CC(=O)Nc1cc(F)cc(F)c1)C(=O)Nc1ccccc1F
ZINC05094790	COc1ccc(NC(=O)C2C3CCC(C3=C(C)C)C2C(=O)[O-])cc1
ZINC06428790	CCc1ccc(/C=C(\C#N)C(=O)Nc2ccc(C(=O)[O-])cc2)cc1
ZINC00274357	Cc1cc(C)c(S(=O)(=O)Nc2ccc(C(=O)[O-])cc2)c(C)c1
ZINC09190578	Cc1ccc(C(=O)N/N=C/c2ccc(C(=O)[O-])cc2)c(Cl)c1
ZINC10776579	Cc1cc(OCC(=O)Nc2ccc(C(=O)[O-])cc2)ccc1Cl
ZINC11798494	Cc1ccc(C)c(NC(=O)c2ccc(OC(C(=O)[O-])C(C)C)cc2)c1
ZINC13084737	Cc1ccc(C(=O)[O-])c(OCC(=O)Nc2cc(F)ccc2C)c1
ZINC13084802	Cc1ccc(NC(=O)COc2ccc(C(=O)[O-])cc2Cl)cc1
ZINC13084891	Cc1ccc(NC(=O)COc2ccc(C(=O)[O-])cc2Cl)c(C)c1
ZINC13086124	O=C(COc1c(C(=O)[O-])ccc2ccccc12)Nc1ccccc1F
ZINC13147310	COc1ccc(C(C)(C)C)cc1NC(=O)C1C2C=CC(C2)C1C(=O)[O-]
ZINC13166034	O=C(Nc1ccccc1C(=O)[O-])c1ccc(OC(F)(F)F)cc1
ZINC13166502	COc1cc(SC)ccc1C(=O)Nc1ccc(C(=O)[O-])cc1
ZINC13167777	Cc1cc(C)cc(OCC(=O)Nc2cc(C(=O)[O-])ccc2Cl)c1
ZINC13167876	Cc1ccc(OCC(=O)Nc2cc(C(=O)[O-])ccc2Cl)cc1
ZINC13168113	CCOc1ccccc1/C=C/C(=O)Nc1cc(C(=O)[O-])ccc1Cl
ZINC13248517	CCc1ccc(NC(=O)COc2cc(C(=O)[O-])ccc2C)cc1
ZINC13248529	Cc1ccc(NC(=O)COc2cc(C(=O)[O-])ccc2C)c(C)c1
ZINC13254972	Cc1oc(/C=C/C(=O)Nc2ccccc2C(C)(C)C)cc1C(=O)[O-]
ZINC13255195	CCc1cc(SC#N)ccc1NC(=O)CC1(C(=O)[O-])CCCCC1
ZINC13261387	COc1ccc(C(=O)Nc2ccccc2C(=O)[O-])c2ccccc12
ZINC13261603	CC1Oc2c(C(=O)NCc3ccc(C(=O)[O-])cc3)cccc2C1C
ZINC13303729	Cc1ccc(OCC(=O)Nc2cc(F)ccc2C(=O)[O-])cc1C
ZINC13316043	Cc1ccc(OC(C)C(=O)Nc2ccc(C)c(F)c2)c(C(=O)[O-])c1
ZINC13404363	COc1ccc(C(=O)Nc2ccc(/C=C/C(=O)[O-])cc2)c2ccccc12
ZINC13443696	CC1Oc2c(C(=O)NCCc3ccc(C(=O)[O-])cc3)cccc2C1C
ZINC13710903	Cc1ccc(C)c(OC(C)C(=O)Nc2ccc(C(=O)[O-])cc2)c1
ZINC21003400	Cc1cc(C)c(OCC(=O)Nc2cc(C(=O)[O-])ccc2C)cc1C
ZINC36961280	Cc1ccc(NS(=O)(=O)c2ccc(Cl)s2)c(C(=O)[O-])c1
ZINC37555244	Cc1ccc(CN(C(=O)NC(C)C)c2ccc(CC(=O)[O-])cc2)cc1
ZINC00105820	O=C(Nc1c(C(=O)[O-])oc2ccccc12)c1ccc(C(F)(F)F)cc1
ZINC00581958	Cc1ccc(NS(=O)(=O)c2cc(C(=O)[O-])ccc2Cl)c(C)c1
ZINC32625325	Cc1ccc2sc(-c3ccc(NC(=O)/C=C\C(=O)[O-])cc3)nc2c1
ZINC13349008	Cc1ccc(S(=O)(=O)Nc2cccc3c2CCCC3)cc1C(=O)[O-]
ZINC03554635	CC1CCc2sc(C(=O)N/N=C/c3ccccc3C(=O)[O-])cc2C1
ZINC43079691	N#C/C(=C/C=C/c1ccccc1)C(=O)Nc1ccc(C(=O)[O-])cc1
ZINC18152290	Cc1ccc(-c2nnc(/N=C(\[O-])Nc3ccc(F)cc3)s2)cc1
ZINC50208836	CCCC(C)N(C)C(=O)Nc1ccc(Br)cc1C(=O)[O-]
ZINC50951662	COc1ccc(NC(=O)/C(C#N)=C(/[O-])CC(C)(C)C)cc1Cl
ZINC50987307	Cc1ccc(C(C)C)cc1OC(C)/C([O-])=C(/C#N)C(=O)NC(C)C
ZINC51031976	COc1ccc(NC(=O)/C(C#N)=C([O-])/C=C/c2ccc(C)cc2C)cc1
ZINC51653005	N#C/C(C(=O)NC1CCCC1)=C(/[O-])c1cccc(-n2cccc2)c1
ZINC55616581	CCC(=O)Nc1ccc([N-]S(=O)(=O)/C=C\c2ccc(C)cc2)cc1
ZINC20144066	Cc1cc(C)cc(OCC(=O)Nc2ccc(Cl)c(C(=O)[O-])c2)c1
ZINC62469450	Cc1ccc(C(=O)Nc2nc(C(C)(C)C)c(C(=O)[O-])s2)cc1
ZINC62469605	CCCCC(=O)Nc1nc(-c2ccc(C)cc2)c(C(=O)[O-])s1
ZINC62827062	C=C(C)CN(CC)C(=O)Nc1c(Br)cccc1C(=O)[O-]
ZINC65355463	Cc1cc(C(=O)[O-])ccc1-c1cccc(S(=O)(=O)NC(C)(C)C)c1
ZINC66290376	Cc1cc(NS(=O)(=O)c2ccc3ccccc3c2)ccc1C(=O)[O-]
ZINC66507818	C=CCn1cc(/C([O-])=C(\C#N)C(=O)Nc2ccccc2)c2ccccc21
ZINC06661584	C[NH+](C)CCCNC(=O)Nc1sc2c(c1C(N)=O)CCC2
ZINC08718876	Cc1cc(Br)ccc1NC(=O)C[NH+](C)C(C)C(=O)NC(N)=O
ZINC15417295	CC1c2cccn2CC[NH+]1CC(=O)Nc1cc(C(N)=O)cc(C(N)=O)c1
ZINC20590008	CC1(C)Cc2c(sc3[nH]c(=O)n(CC(=O)NCCCC[NH3+])c(=O)c23)CO1
ZINC17054249	CCN(CC)c1ccc(/C=N/[NH+]=C(\N)c2nonc2N)c(O)c1
ZINC08553026	CNc1ccccc1C(=O)N/[NH+]=C(\N)c1cc2ccccc2oc1=O
ZINC30499716	CCC(=O)Nc1ccc(C(C)[NH2+]C(C)C(=O)NC(=O)NC)cc1
ZINC31946717	CCc1cc(C(=O)NCC[NH3+])c(NC(=O)C(F)(F)F)s1
ZINC31965028	COc1ccc(NC(=O)c2ccc(F)cc2)cc1NC(=O)C[NH3+]
ZINC33521797	COc1ccc(NC(=O)c2ccc(F)cc2)cc1NC(=O)CC[NH3+]
ZINC37017594	Cc1cc(S(N)(=O)=O)cc(NC(=O)C2CCC[NH2+]C2)c1C
ZINC37034044	O=C(Nc1cc2[nH]c(=O)[nH]c2cc1Br)C1CSC[NH2+]1
ZINC37041188	CC(C)C([NH3+])C(=O)Nc1ccc(NS(C)(=O)=O)c(Cl)c1
ZINC37041590	NS(=O)(=O)c1ccc(NC(=O)C2CC[NH2+]CC2)c(Br)c1
ZINC37041593	NS(=O)(=O)c1ccc(NC(=O)C2CCC[NH2+]C2)c(Br)c1
ZINC39661768	O=C(NCCc1ccc(O)c(O)c1)C1CN(C(=O)C2CCC2)CC12CC[NH2+]CC2
ZINC40726704	CC[NH+]1CCN(c2ncnc(NNC(=O)c3ccc(C)cc3)c2N)CC1
ZINC41098067	NS(=O)(=O)c1ccc(Nc2c(=[NH2+])oc(O)c3ccccc23)cc1
ZINC43712638	CC(C)C(CNC(=O)Nc1ccc(C(N)=O)cc1)N1CC[NH+](C)CC1
ZINC44689339	CNS(=O)(=O)c1ccc(NC2CC[NH+](C3CC3)C2)c(N)c1
ZINC45724241	NC(=O)Cc1ccccc1NC(=O)NCc1ccc(N2CCCC2)[nH+]c1
ZINC46578705	CCC(CNC(=O)C(C)NC(N)=O)[NH+]1CCc2ccccc2C1
ZINC47619507	CN(C)c1[nH+]cccc1CNC(=O)NCc1ccc(S(N)(=O)=O)cc1
ZINC48605163	COc1ccc(NC(C)=O)cc1NC(=O)C(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1
ZINC16518540	CC([NH2+]C(C)C(C)C)C(=O)Nc1ccc(S(N)(=O)=O)cc1
ZINC49087007	C[NH+]1CCC(NS(=O)(=O)c2cc(NN)ccc2[N+](=O)[O-])C1
ZINC49186552	CC(C[NH+]1CCCC1)NS(=O)(=O)c1cc(Br)cnc1NN
ZINC50939687	NS(=O)(=O)c1cccc(NC(=O)CCC2CC[NH2+]CC2)c1
ZINC51047192	NS(=O)(=O)c1cccc(NC(=O)C[NH+]2CCCC(C(=O)NC3CC3)C2)c1
ZINC51116236	NNc1ncc(Br)cc1C(=O)NC1CC[NH+](C2CC2)C1
ZINC51117723	C[NH+]1CCC(NC(=O)c2cc(Cl)c(NN)c([N+](=O)[O-])c2)C1
ZINC51694116	NS(=O)(=O)c1ccc(NC2CCC([NH3+])CC2)c([N+](=O)[O-])c1
ZINC52635863	CC(C(=O)Nc1sc2c(c1C(N)=O)CCC2)[NH+]1CCCC(O)C1
ZINC55915464	NC(=O)c1c(NC(=O)C[NH+]2CCC(C(=O)NC3CC3)CC2)sc2c1CCC2
ZINC56132914	CC(NC(N)=O)C(=O)Nc1cccc(-c2cn3c([nH+]2)CCCC3)c1
ZINC22758868	C[NH+]1CCN(c2ccc(CNC(=O)Nc3ccc(S(N)(=O)=O)cc3)cn2)CC1
ZINC49086973	C[NH+]1CCC(NS(=O)(=O)c2cc([N+](=O)[O-])ccc2NN)C1
ZINC60403616	CC(NC(N)=O)C(=O)Nc1ccc(N(C)C2CC[NH+](C)CC2)cc1
ZINC62242483	COc1ccc(C2(C[NH2+]C(C)C(=O)NC(N)=O)CCOCC2)cc1
ZINC62893327	CCC1(C(=O)Nc2ccc(S(N)(=O)=O)cc2Br)CC[NH2+]C1
ZINC62893330	CC1(C(=O)Nc2cc(S(N)(=O)=O)ccc2Cl)CC[NH2+]C1
ZINC62899453	CCC1(C(=O)Nc2ccc(C)c(S(N)(=O)=O)c2)CC[NH2+]C1
ZINC63177618	CNS(=O)(=O)c1ccc(NC2CCCC2[NH3+])c([N+](=O)[O-])c1
ZINC63350824	COc1ccccc1NC(=O)NC(CC1=c2ccccc2=[NH+]C1)C(=O)NN
ZINC63399164	CC(Cn1cc[nH+]c1)NC(=O)NNC(=O)Nc1cc(F)cc(F)c1
ZINC63856206	CC(C)([NH3+])C1=CN(C2CCN(C3=NC=NC4=NC=NC43)CC2)NN1
ZINC67438850	Cc1c(NC(=O)C(=O)NC(C)C[NH+]2CC(C)CC(C)C2)cccc1C(N)=O
ZINC67473683	CC(NC(=O)CNC(N)=O)c1ccc(N2CC[NH+](C)CC2)c(F)c1
ZINC67539500	CC(=O)Nc1ccc(F)c(NC(=O)NCC(O)C[NH+]2CCC(C)CC2)c1
ZINC67562696	CN1CC([NH3+])CC1C(=O)NC1CCN(C(=O)NC2CCCCC2)CC1
ZINC01635781	Cc1cc(N)c(S(N)(=O)=O)c([N+](=O)[O-])c1
ZINC15156370	CNC(=O)NC(=O)C(C)Sc1nnc(N)s1
ZINC16265071	C/C(=N\NC(=O)NN)c1nc2ccccc2nc1C
ZINC20422379	CNC(=O)NC(=O)C(C)Sc1cnc(N)s1
ZINC24718272	N#Cc1ccc(NC(=N)N)c([N+](=O)[O-])c1
ZINC00141821	CC1=C(O)C(=O)C(/C=N/NC(N)=O)C1
ZINC27013020	Cc1nc2cc(NC(=O)C(C)NC(N)=O)ccc2o1
ZINC05830704	CC(=O)N1[N-]C(=N)/C(=N\Nc2ccccc2F)C1=N
ZINC05830704	CC(=O)N1N=C([NH-])/C(=N\Nc2ccccc2F)C1=N
ZINC35341190	NNc1cc2c(cc1[N+](=O)[O-])NC(=O)CC2
ZINC35345157	NNc1cc2c(cc1[N+](=O)[O-])CC(=O)N2
ZINC35678092	CNC(=O)NC(=O)C(C)Oc1cc(N)ccc1C
ZINC35678093	CNC(=O)NC(=O)C(C)Oc1cc(N)ccc1C
ZINC36888055	N/C(=N\O)c1ccc(Sc2ncn[nH]2)c(F)c1
ZINC37734171	Cc1cc(/C(N)=N/O)ccc1Sc1ncn[nH]1
ZINC37744369	Nc1cc/c(=N/S(=O)(=O)c2cn[nH]c2)[nH]c1
ZINC38743830	CC(C)C1=CC(C2NNC3SC(N)=NN32)N=N1
ZINC38867146	COC(=O)c1nc(C(C)=O)c(N)nc1N
ZINC39194550	NNC(=O)Nc1ccccc1[N+](=O)[O-]
ZINC39279701	CC1NNC(SCc2cc(=O)[nH]c(=O)[nH]2)S1
ZINC39334529	CC1=C(C2NNC3SC(N)=NN32)C(C)N=N1
ZINC39334537	CC1=C(C2NNC3SC(N)=NN32)C(C)N=N1
ZINC39930435	CC1(C)N(N)C(O)=Cc2cc(=O)[nH]n21
ZINC40369138	Cc1ccc(C(=O)Nc2cccc(/C(N)=N/O)c2)o1
ZINC40383591	CCNC(=O)Nc1ccccc1S(N)(=O)=O
ZINC40383928	CCNC(=O)Nc1cc(F)cc(S(N)(=O)=O)c1
ZINC40421693	Nc1cc(N)nc(SCc2ncon2)n1
ZINC40516308	NC(=O)c1ccc(-n2cc(N)cn2)nc1
ZINC41023879	Cn1ccnc1CSc1nc(N)cc(N)n1
ZINC41632772	Cc1n[nH]c(Sc2ccc(/C(N)=N/O)cc2)n1
ZINC43674060	Cc1cc(C)c(C(N)=O)c(S(N)(=O)=O)n1
ZINC44785396	N/C(=N/O)C1(C(=O)NC2CCOCC2)CCCC1
ZINC44861043	CC(C(=O)Nc1ccc2c(c1)OCO2)/C(N)=N/O
ZINC44873366	CC(C)C(C(=O)N1CCCC(O)C1)/C(N)=N/O
ZINC44877842	CNC(=O)C1CCCCN1C(=O)C(C)/C(N)=N/O
ZINC45050306	CN(C/C(N)=N/O)C(=O)c1ccc(O)c(Cl)c1
ZINC48786154	CNC(=O)NC(=O)C(C)Oc1ccc(C#N)cc1N
ZINC48832142	NC(=O)NCC(=O)Nc1cccc2c1OCCO2
ZINC49345833	Cc1cc(C(N)=O)ccc1NC(=O)c1cn[nH]n1
ZINC49524627	Cc1ccc(C#N)cc1NC(=O)C(C)NC(N)=O
ZINC50014899	CNC(=O)NC(=O)C(C)N(C)c1ccccc1N
ZINC51092668	NNc1cccc(C(=O)Nc2ncccn2)n1
ZINC51092926	Cc1ccc(NC(=O)c2ccc(NN)nn2)nc1
ZINC51095664	CNC(=O)c1cc(Cl)c(NN)c([N+](=O)[O-])c1
ZINC51152486	CCc1c(C)nc(-c2nc[nH]n2)nc1NN
ZINC52064869	CNC(=O)NC(=O)C(C)Oc1ccc(F)cc1N
ZINC44924754	CC(Nc1ccc(N)[nH+]c1)c1nnn[n-]1
ZINC54215990	NNc1c(F)cccc1C(=O)Nc1ncccn1
ZINC04753678	NC(=S)N/N=C1C(=N/O)/CCc2nonc2/1
ZINC57340273	CCC(=O)Nc1ccc(O)c(S(N)(=O)=O)c1
ZINC61712737	NNc1ccccc1S(=O)(=O)N1CCC(O)C1
ZINC03876667	CNC(=O)N(O)C1N(N)C(=S)SC1(C)C
ZINC09915757	CC1(C)OC(O)C(C)(O)C(C)(O)C1(C)O
ZINC19812136	Cn1cc([O-])[nH]/c1=N\C(=O)c1ccc(C[NH3+])cc1
ZINC19837488	Cc1ccc(C(=O)NCC(N)=O)cc1O
ZINC20275553	CC1(C)Oc2ccc(N)cc2N(CC(N)=O)C1=O
ZINC21952354	NC(=O)c1c(NC(=O)CO)sc2c1CCC2
ZINC25262885	CC(NC(N)=O)C(=O)Nc1ccc2c(c1)CCC2
ZINC19874849	Nc1ccc2c(c1)CCN2S(N)(=O)=O
ZINC36948071	NNC(=O)Nc1ccc2c(c1)OC(F)(F)O2
ZINC37269189	CN(CC(N)=O)c1ccc(C(N)=S)cn1
ZINC39093343	C[C@@H]([C@H](O)CO)[N@@H+](C([O-])=[OH+])C(C)(C)C
ZINC40304337	CC(C)NC(=O)CNC(=O)c1cc(N)c(F)cc1F
ZINC40371926	CCc1ccc(C(=O)NC/C(N)=N/O)cc1
ZINC40373006	CCC(C)(NC(=O)C1CC1C)/C(N)=N/O
ZINC40373011	CCC(C)(NC(=O)C1CC1C)/C(N)=N/O
ZINC40516670	NC(=O)c1ccc(-n2ncc3ccc(N)cc32)nc1
ZINC42427739	Cc1nn(C)c(N2CC(C(N)=O)CCC2C)c1N
ZINC42573399	CNC(=O)C(C)Nc1cc(C(N)=S)ccn1
ZINC42673733	CC(NC(N)=O)C(=O)NC(C)c1ccc(F)c(F)c1
ZINC43423419	Nc1ccc(C(=O)N2CCOC3CCCC32)c(N)c1
ZINC44781312	CC(C)(C(=O)N1CCCCC1C(N)=O)C(N)=S
ZINC44858539	CCC(C(=O)N1CCCCC1C(N)=O)C(N)=S
ZINC45136700	CC1(C)CC1n1nnnc1-c1ccc(N)cc1N
ZINC45136702	CC1(C)CC1n1nnnc1-c1cc(N)cc(N)c1
ZINC48421572	Cc1cc(CNC(=O)CNC(N)=O)ccc1F
ZINC48877750	CC(O)CNC(=O)NC1CCC(O)CC1
ZINC49519213	CC1(C)CCC(NC(=O)CNC(N)=O)c2ccccc21
ZINC49776615	CC[NH+]1CCN(C2N=C(C)[NH+]=C2N)CC1
ZINC50030128	CC1CN(c2cc(C(N)=O)c(N)cc2F)C(C)CO1
ZINC50244642	[NH3+]C1CCN(C(=O)Nc2cccc(C(=O)[O-])c2)C1
ZINC50649832	Nc1ncc(Br)cc1S(N)(=O)=O
ZINC50726597	CNc1ccc(C(=O)NCC(N)=O)cc1
ZINC50977465	COc1cc(C(C)(O)C(N)=O)ccc1O
ZINC51093964	COC1CCCC1NC(=O)c1ccc(NN)cc1
ZINC51580843	Cc1ccc(/C(N)=N/O)c(OCCO)c1
ZINC51844060	CC(O)CN(C)C(=O)c1ccccc1NN
ZINC52295646	CC1CC1NS(=O)(=O)c1ccc(NN)cc1
ZINC52298019	CC1CC1NC(=O)c1cccc(/C(N)=N/O)c1
ZINC52833966	N/C(=N\O)NC1CCOc2ccccc21
ZINC53043915	Cc1ccc(CNC(=O)c2ccc(NN)cc2)o1
ZINC54342826	CC(C[NH3+])C(=O)Nc1ccc(C(=O)[O-])cc1
ZINC34927010	Cn1cccc1C1NC(=N)NC(=S)N1
ZINC54339757	Cc1ccc(C(=O)[O-])cc1NC(=O)C(C)C[NH3+]
ZINC61887416	CCCC(=O)NC1CCCC1/C(N)=N/O
ZINC61887743	N/C(=N/O)C1CCCC1NC(=O)CC1CC1
ZINC62775316	N#Cc1cc(N)ccc1NC(=O)c1cc[nH]n1
ZINC62789547	CC(O)CN(C)c1cc(Cl)ccc1/C(N)=N/O
ZINC63006966	CNc1c(F)cc(C(=O)NC(C)(C)C(N)=O)cc1F
ZINC63059631	Cc1cc(C(=O)NCC2CCOC2)ccc1NN
ZINC63063522	CC(=O)NCC(=O)Nc1ccc(N)cc1
ZINC00351838	CC(=O)NC(NC(C)=O)c1ccc2c(c1)OCO2
ZINC00099232	O=C([O-])C1CSC(c2ccc([N+](=O)[O-])s2)[NH2+]1
ZINC11736779	CC(=O)N1CCc2cc(S(=O)(=O)N(C)C)cc(N)c21
ZINC05519076	CC(=O)N/N=C1\C=C2C/C(=N\NC(C)=O)C=C2C1
ZINC24988388	CNC(=O)NC(=O)Cn1cccc(C(F)(F)F)c1=O
ZINC29259819	CN(Cc1ccc(C(N)=O)cc1)C(=O)C1=COCCO1
ZINC33780427	CCC(C)C(NC(=O)N1CC[NH+](C)CC1)C(=O)[O-]
ZINC35347811	C[NH+]1CCC(NC(=O)c2ccc(C(=O)[O-])cn2)CC1
ZINC35609285	CC(O)CNC(=O)C1CCN(C(=O)N(C)C)CC1
ZINC36165450	Cc1n[nH]c(C)c1C(=O)NC1CCS(=O)(=O)C1
ZINC36861292	CCn1cc(N)cc1C(=O)N1CCN(C(C)=O)CC1
ZINC36870821	Cc1n[nH]c(C)c1NC(=O)CC1CCS(=O)(=O)C1
ZINC37640578	Cn1c(=O)c2c3c(sc2n(CC(N)=O)c1=O)CCC3
ZINC40414157	CC(=O)NNS(=O)(=O)c1ccc(Cl)nc1
ZINC40431602	Cc1[nH]c(=O)sc1S(=O)(=O)NCCC#N
ZINC40582229	CC(C)[NH+]1CCN(C(=O)NC(C)(C(=O)[O-])C2CC2)CC1
ZINC40809582	Cc1n[nH]c(C)c1C(=O)NCCC(=O)N1CCCC1
ZINC42933213	CN1CCN(C(=O)CCNC(=O)NC2CC2)CC1
ZINC44374898	Cc1n[nH]c(C)c1C(=O)NC1(C)CCS(=O)(=O)C1
ZINC44717138	Cc1nc(C)c(C(=O)NNc2ncccn2)s1
ZINC44882514	CC(Cl)C(=O)NC(=O)NC1(C)CCS(=O)(=O)C1
ZINC45856451	CC(=O)c1c(C)[nH]c(C(=O)NC(C)C(=O)N(C)C)c1C
ZINC23202577	CNC(=O)c1ccc(NC(=O)c2cc[n+]([O-])cc2)cc1
ZINC48522229	CCNC(=O)NC1CCN(C(=O)c2ccoc2)CC1
ZINC48721657	CNC(=O)C(=O)Nc1ccc(N2CCCC2)nc1
ZINC48731640	O=C(NCC1CCCOC1)NC1CCS(=O)(=O)C1
ZINC48731649	O=C(NCC1CCCOC1)NC1CCS(=O)(=O)C1
ZINC48748278	CNC(=O)C(C)NC(=O)C1CC(=O)N(C(C)C)C1
ZINC48941573	CCC(=O)N1CCCC(C(=O)NC(C)C(=O)NC)C1
ZINC49153868	CC(CN1CCCC1=O)NC(=O)N1CCC(O)CC1
ZINC49466118	CNC(=O)C1CCC(NC(=O)C2COCCO2)CC1
ZINC49475473	CNC(=O)C1CCC(NC(=O)C(C)n2ccnc2)CC1
ZINC49629193	C[NH+]1CCC(NC(=O)c2cncc(/C=C/C(=O)[O-])c2)C1
ZINC51359231	CC(C(=O)[O-])S(=O)(=O)N1CCCC1C1CCC[NH2+]1
ZINC51661099	CC(C(=O)[O-])[NH+]1CCN(C(=O)NCC(F)(F)F)CC1
ZINC51662091	CC(C(=O)[O-])[NH+]1CCN(C(=O)NC2CC2(C)C)CC1
ZINC54067665	CC(C(=O)[O-])N(C)C(=O)NCC1CCC[NH+](C)C1
ZINC45744696	CN(CC(N)=O)S(=O)(=O)c1ccc2c(c1)CCO2
ZINC22618472	CC(=O)NC(C)C(=O)Nc1ccc2c(c1)OCCO2
ZINC46980360	CC(C)C(=O)N1CCCC(C(=O)N(C)CC(N)=O)C1
ZINC61685733	O=S(=O)(CC1CC[NH2+]CC1)[N-]c1cnoc1
ZINC41126048	CN1CC(C(=O)N2CCC(CC(N)=O)CC2)CC1=O
ZINC62051865	CC(NC(=O)N1CCC(C[NH+]2CCCC2)CC1)C(=O)[O-]
ZINC62101154	O=C1CCN(C(=O)NC(=O)CCCl)CCN1
ZINC62161687	O=C(CNC(=O)C1CC1)NC1CCS(=O)(=O)C1
ZINC62870746	CCC1(C(=O)[O-])CCCN(C(=O)C2C[NH2+]CCO2)C1
ZINC62870747	CCC1(C(=O)[O-])CCCN(C(=O)C2C[NH2+]CCO2)C1
ZINC62917780	CCC1(C(=O)[O-])CCN(C(=O)C2CC(OC)C[NH2+]2)C1
ZINC65263401	CCC1CCCCN1C(=O)CN1CCOC(C(N)=O)C1
ZINC67307631	Cc1nn(C)c(C)c1C(C)NC(=O)C1CCC(=O)N1
ZINC03814480	CCCNC(=O)c1cc(O)c(O)c(O)c1
ZINC00339523	Cc1nc2nc(SN)nc(N)c2nc1C
ZINC20046961	CNC(=O)CNc1ccc(C(N)=O)cc1
ZINC25381698	CC(NC(N)=O)C(=O)Nc1ccc(F)c(F)c1
ZINC27649803	CC([NH3+])C(=O)Nc1ccc(C(=O)[O-])cc1
ZINC37043205	CCC([NH3+])C(=O)Nc1cc(C(=O)[O-])ccc1C
ZINC37046911	CC([NH3+])C(=O)Nc1ccc(Cl)c(C(=O)[O-])c1
ZINC37194090	CNC(=O)NC(=O)CCSc1ccc(N)cc1F
ZINC37821156	NC(=O)CC1CCN(C(=O)c2ccc(N)cc2)CC1
ZINC37971384	NC(=O)C1(NCC(F)(F)F)COc2cc(O)ccc21
ZINC39093311	CC(C)(C)[N@@H+](C([O-])=[OH+])C(C)(CO)CO
ZINC39334429	CC1=C(CC2NNC(S)N2N)C(C)N=N1
ZINC40303969	CC1CN(C(=O)c2ccc(N)cc2N)C(C)CO1
ZINC40332821	Nc1ccc(C(=O)N(CC2CCOC2)C2CC2)c(N)c1
ZINC40373009	CCC(C)(NC(=O)C1CC1C)/C(N)=N/O
ZINC40383773	CN(C(N)=O)c1ccc(S(N)(=O)=O)cc1
ZINC40713260	NNC(=O)C(=O)Nc1ccc(F)c(C(F)(F)F)c1
ZINC41050721	CC1=C(c2n[nH]c(N)n2)C(=N)SC1C
ZINC42015999	Nc1cc(N)cc(-c2nnnn2C2CC2)c1
ZINC42428010	N#Cc1cc(N)ccc1N1CCC(CC(N)=O)CC1
ZINC42573396	CNC(=O)C(C)Nc1cc(C(N)=S)ccn1
ZINC42671636	CC(NC(N)=O)C(=O)NC(C)c1ccc(F)cc1F
ZINC43423422	Nc1ccc(C(=O)N2CCOC3CCCC32)c(N)c1
ZINC44833084	CC(=O)Nc1ccc(NC(=O)C(C)C(N)=S)cc1
ZINC44858555	CC(C)C(C(=O)N1CCCCC1C(N)=O)C(N)=S
ZINC45117911	CNS(=O)(=O)c1ccc(NC2CC2(C)C)c(N)c1
ZINC45279447	CCC1COC(C)CN1CC(C)(N)C(N)=O
ZINC48934730	Cc1cc(C(C)NC(=O)C(C)NC(N)=O)c(C)s1
ZINC49357112	NC(=O)NCCC(=O)NC1CCc2cc(F)ccc21
ZINC50891545	CCCNc1n[nH+]c(C)c(C)c1C(=N)N
ZINC51093766	CCCNC(=O)c1cc(Br)cnc1NN
ZINC51094339	CC(C)(C)CNC(=O)c1cc(NN)ccn1
ZINC51095375	CC(C)(C)NC(=O)c1ccnc(NN)c1
ZINC51694321	[NH3+]C1CCC(NC(=O)C2CCCCC2C(=O)[O-])CC1
ZINC52091860	CN1C(=O)c2ccc(N=C(N)N)cc2C1=O
ZINC52271657	CC1CC1NS(=O)(=O)c1ccc(O)c(N)c1
ZINC52855846	Cc1ccn(-c2ncc(N)cc2C(N)=O)n1
ZINC54207721	CNc1c(F)cccc1C(=O)NC(C)C(N)=O
ZINC41079887	CC1CN(c2ccc(N)cc2C(N)=O)CC(C)O1
ZINC50394055	O=C1NCCCC1NCc1ccc(O)c(O)c1
ZINC15987005	CN1C(=O)C(/C(N)=N\O)C(=N)C12CCCC2
ZINC61148856	Cc1ccc(NN)c(C(=O)NCC2CCOC2)c1
ZINC61887422	CC(C)C(=O)NC1CCCC1/C(N)=N/O
ZINC61957710	CN(C(=O)c1ccc(N)cc1N)c1cccc(C#N)c1
ZINC62794391	N/C(=N/O)c1ccc(N2CCC(O)CC2)c(Cl)c1
ZINC63008120	NNc1c(F)cc(C(=O)N2CCC(O)C2)cc1F
ZINC63058625	Cc1cc(C(=O)NCC/C(N)=N/O)ccc1F
ZINC63059596	Cc1cc(C(=O)N(C)CC(C)O)ccc1NN
ZINC38595201	N=C1NC(=S)NC(C2=CC3N=CC=C3C=C2)N1
ZINC66345835	Cc1ccc(N2C(=O)N(C)C(=O)C(N)C2N)cc1
ZINC15144897	CNc1nc(C/C(C)=N/NC(N)=O)ns1
ZINC00333090	COc1ccc(N/N=C(\C#N)C(=O)NN)cc1
ZINC00807770	CCC(C)NC(=O)CN1C(=O)NC2NC(=O)NC21
ZINC05430997	CCC(C)NC(=O)CN1C(=O)NC2NC(=O)NC21
ZINC20307297	CC(Nc1ccc2c(c1)OCCO2)C(=O)NC(N)=O
