ZINC02741019	CCOc1cc(C[NH2+]CCO)cc(I)c1OCc1ccccc1
ZINC04136156	CC(C)c1ccc(C2C3=C(CCCC3=O)N=C(SCC(N)=O)C2C#N)cc1
ZINC04843003	O=C1N(CCOc2ccccc2)c2ccccc2C1(O)c1c[nH]c2ccccc12
ZINC05370767	O=C(CN1C(=O)/C(=C/C=C/c2ccccc2)SC1=S)Nc1ccccc1O
ZINC05254956	Cc1sc2nc(CSC(C)C(=O)Nc3ccccc3F)[nH]c(=O)c2c1C
ZINC06436527	Cc1cc(C(=O)NNC(=O)CSc2cccc3cccc(Cl)c23)c(C)o1
ZINC06601753	CNS(=O)(=O)c1cccc(C(=O)NC(C)c2ccc(Cl)cc2Cl)c1
ZINC06601754	CNS(=O)(=O)c1cccc(C(=O)NC(C)c2ccc(Cl)cc2Cl)c1
ZINC06646400	COc1cc(C(=O)/C=C/c2cc(Br)c(O)c(OC)c2)ccc1O
ZINC07652850	O=C(COc1ccc2c(c1)CCC2)NNC(=O)c1ccc(Br)s1
ZINC04027793	O=C(NC12CCC(OC(=O)c3ccccc3)C(SC1)C2O)c1ccccc1
ZINC09094834	Cc1cc(C)c(NC(=O)C(C)NS(=O)(=O)c2ccc3ccccc3c2)c(C)c1
ZINC09686770	CSc1cccc(NS(=O)(=O)c2ccc(-c3[nH]nc(C)c3C)s2)c1
ZINC12161252	O=C(Nc1ccc(S(=O)(=O)NC2CC2)cc1)c1cc2c(s1)CCCC2
ZINC12390630	O=C(CCSC1CCc2ccccc2NC1=O)Nc1cccc2ncccc12
ZINC12459256	CNS(=O)(=O)c1ccc(/C=C/C(=O)Nc2ccc(Br)cc2)cc1
ZINC12459314	CNS(=O)(=O)c1ccc(/C=C/C(=O)Nc2cccc(Br)c2)cc1
ZINC12567721	CC(NC(=O)NCC12CC3CC(CC(C3)C1)C2)c1ccc(S(C)(=O)=O)cc1
ZINC12592833	CCc1ccc(C2c3[nH]c4ccccc4c3CCN2C(=O)CCNC(C)=O)cc1
ZINC12519981	O=C(NC(c1ccccc1)c1ccc2nc(C(F)(F)F)[nH]c2c1)C1CCCO1
ZINC13719209	O=C(Cc1ccc(NC(=O)c2ccc(Br)o2)cc1)NC1CCCC1
ZINC15730871	Cc1ccsc1CCNS(=O)(=O)c1ccc2c(c1)NC(=O)C(C)CS2
ZINC19213102	Cc1ccccc1NC(=O)CSCc1nc2sc3c(c2c(=O)[nH]1)CCC3
ZINC20343809	COc1ccc(Cl)cc1N/C(=N\c1ccc(F)cc1)n1sc(C)cc1=N
ZINC21131976	CCC(C)/N=C1\NC(=O)C(CC(=O)Nc2cc(Cl)cc(Cl)c2)S1
ZINC21897407	O=C(NC(Cc1c[nH]c2ccccc12)C(=O)N1CCCCC1)c1cccs1
ZINC24795061	CC1Cc2cc(S(N)(=O)=O)ccc2N1Cc1ccc(OC(F)(F)F)cc1
ZINC24953892	CC(NC(=O)CCc1nc2sc3c(c2c(=O)[nH]1)CCC3)c1ccccc1F
ZINC24953948	CC(NC(=O)CCc1nc2sc3c(c2c(=O)[nH]1)CCC3)c1cccc(F)c1
ZINC27042746	CCN(Cc1cccc(NC(=O)c2cccc3c4c([nH]c23)CCCC4)c1)C(C)=O
ZINC34933642	Cc1cccc(C)c1NC(=O)NC(Cc1ccccc1)C(=O)N1CCC(C)CC1
ZINC36892688	Cc1sc2nc(CSC(C)C(=O)NC3CCCCC3C)[nH]c(=O)c2c1C
ZINC07990825	CC(NC(=O)c1ccco1)C(=O)NC(C)c1cc(F)c(Cl)cc1Cl
ZINC39395760	N#CC1=C2CCCCC2SC1NC(=O)CCSc1nc2ccccc2[nH]1
ZINC39542703	CCOC1=C2Nc3ccccc3C[NH+]2C(C(=O)N(Cl)Cc2ccccc2)C1
ZINC41315905	CCC(CC(=O)N1CCc2ccc(S(N)(=O)=O)cc2C1)c1ccc(F)cc1
ZINC43233900	O=C(NCC(c1cccs1)N1CCOCC1)Nc1ccc(F)c(F)c1F
ZINC20219021	COc1cc2nc(=S)n(Cc3cccc(C(F)(F)F)c3)c(N)c2cc1OC
ZINC52528062	COc1ccc(CN(C)C(=O)NCc2cc(Br)ccc2F)cc1O
ZINC27386846	CC(c1ccc(S(N)(=O)=O)cc1)N(C)C(=O)/C=C/c1cccc(Cl)c1
ZINC58474786	CC1CCc2nc3ccccc3c(C(=O)NCC(=O)NCC(F)(F)F)c2C1
ZINC59466240	COc1cc(OC)c(/C=N/c2sc(C)c(C)c2C(N)=O)cc1Br
ZINC60167008	CC(NC(=O)c1c(-n2cccc2)sc2c1CCCC2)C(=O)NC(C)(C)C
ZINC50784013	CNC(=O)c1ccc(Cl)cc1NCC(=O)N(C)C1CCCc2ccccc21
ZINC64951215	Cc1nc(C)c(CCC(=O)NC(C)(C)c2ccc(Cl)c(Cl)c2)c(=O)[nH]1
ZINC66049611	O=C(NCc1ccccc1CO)c1ccc(-c2ccc3c(c2)OCCO3)s1
ZINC67043115	O=C(NCC1CCS(=O)(=O)C1)NCC1(c2ccccc2)CCCCCC1
ZINC67352903	CCC(NC(=O)Nc1cc(F)c(S(C)(=O)=O)c(F)c1)c1cccs1
ZINC67390523	Cc1ccc(C(=O)N2CCC(NC(=O)NC(C)Cc3cccs3)CC2)cc1
ZINC67511797	O=C(CCc1nc2sc3c(c2c(=O)[nH]1)CCCC3)NC1CC1c1ccccc1
ZINC67535233	Cc1nn(C)c(C)c1C(C)NC(=O)NC(C)Cc1ccc(Br)cc1
ZINC04324505	OC(C[NH2+]Cc1ccc2c(c1)OCO2)COc1ccc(Br)cc1
ZINC04857275	COc1cccc(NC(=S)NC2CC3CCCC(C2)[NH+]3Cc2ccco2)c1
ZINC05126897	O=C(CCC1CCCCC1)NC1(C(F)(F)F)[NH+]=C(c2ccccc2)NC1=O
ZINC05429349	CC(C)c1ccc(N2C(=O)CC([NH2+]CCc3c[nH]c4ccccc34)C2=O)cc1
ZINC10333773	C[NH+](C)C(CNC(=O)C(=O)NCc1ccccc1Cl)c1cccc2ccccc12
ZINC11663376	COc1ccc2cc(-c3n[nH]cc3C[NH+]3CCCC(CCCO)C3)ccc2c1
ZINC11982108	O=C1NC(=O)C(Cc2ccccc2F)(C2CC[NH+](CC3CC=CCC3)CC2)N1
ZINC12093961	O=C(CC1C(=O)NCC[NH+]1Cc1cccc(F)c1)NCCc1cccc(Cl)c1
ZINC14962549	O=C(NC1CCC[NH+](Cc2ccccc2F)C1)c1ccc(-c2ccccc2)[nH]c1=O
ZINC15076731	CCOc1cc(C[NH2+]C2CCCc3c2cnn3-c2cccc(C)c2C)ccc1O
ZINC20202419	CC(=O)c1[nH]c(C)c(C(=O)NC2CCC[NH+](Cc3ccc(CC(C)C)cc3)C2)c1C
ZINC21262846	CC1(C)CC(NC(=S)N(Cc2cccnc2)Cc2ccco2)CC(C)(C)[NH2+]1
ZINC24625417	CC(c1ccc(S(N)(=O)=O)cc1)[NH+](C)Cc1ccc(OC(F)(F)F)cc1
ZINC26295200	C[NH+](CC(=O)NC(=O)NCCc1cccs1)Cc1ccc(Br)cc1
ZINC30513976	COc1ccccc1NC(=O)C(C)[NH2+]CC1(N2CCSCC2)CCCC1
ZINC35597219	CN1CCc2cc(C(CNC(=O)NCc3ccc(F)cc3)[NH+]3CCCC3)ccc21
ZINC35746358	C=CC[NH+](Cc1nc2scc(-c3cccc(Cl)c3)c2c(=O)[nH]1)CC(C)(C)O
ZINC36321654	COc1ccc(OC)c(-c2nc3cccc(Br)n3c2CC[NH3+])c1
ZINC39601256	CCC(C(=O)N1CC(C(=O)NCCC(C)C)C2(CC[NH2+]CC2)C1)c1ccccc1
ZINC39623391	CCCCCNC(=O)C1CN(C(=O)Cc2ccc(Cl)cc2)CC12CC[NH2+]CC2
ZINC39660343	CCCCCCNC(=O)C1CN(C(=O)c2ccc(F)c(C)c2)CC12CC[NH2+]CC2
ZINC41648504	C[NH+](C)C(CNC(=O)C(=O)Nc1ccccc1-c1ccccc1)c1ccsc1
ZINC46055911	CC(c1ccc(S(N)(=O)=O)cc1)[NH+](C)Cc1csc(C2CCCCC2)n1
ZINC47550014	O=C(C[NH+](CC(=O)Nc1cc(F)cc(F)c1)C1CC1)Nc1cc(F)cc(F)c1
ZINC48024955	CCOC(=O)c1sc2cccc(F)c2c1C[NH+]1CCC(CC(N)=O)CC1
ZINC49587869	O=C(NCC1CC2CC[NH+]1CC2CN1CCc2ccccc2C1)Nc1ccccc1
ZINC36024346	CC(C)NC(=S)N1CCC2(CC1)[NH2+]C(C(C)C)C(=O)N2Cc1ccccc1
ZINC36032751	CC(C)CC1[NH2+]C2(CCN(C(=S)Nc3ccccc3F)CC2)N(C2CC2)C1=O
ZINC54949730	Cc1ccc(C(C)NC(=O)C(=O)Nc2ccc(C[NH+]3CCC(C)CC3)cc2)s1
ZINC55911850	CC(C)(C)C(NC(=O)C[NH+]1CCC(C(=O)NC2CC2)CC1)c1cccs1
ZINC55913213	CC(NC(=O)C(C)[NH+]1CCC(C(=O)NC2CC2)CC1)c1cccc2ccccc12
ZINC46714833	Cc1ccc(C(=O)NCC(=O)NCc2ccccc2C[NH+]2CCCC(C)C2)s1
ZINC57586957	CC1CC(C)C[NH+](Cc2ccc(CNC(=O)C3CC(=O)Nc4ccccc43)cc2)C1
ZINC48310415	CC(=O)NC(C(=O)NCc1ccc(C[NH+]2CC(C)CC(C)C2)cc1)C1CCCC1
ZINC12601849	CN(Cc1ccccc1)CC1C[NH+]2CCC1CC2CNC(=O)Nc1ccsc1
ZINC62175139	CC1CCC[NH+](Cc2ccc(NC(=O)C(=O)NC(C)Cc3cccs3)cc2)C1
ZINC62581249	O=C(NCc1ccc(C[NH+]2CCCCCC2)cc1)c1cc2ccccc2c(=O)[nH]1
ZINC63577746	CC(c1ccc2ccccc2c1)[NH+](CC(=O)NC1CCCCNC1=O)C1CC1
ZINC64066179	CC1CC=C(C(O)(CCNC(=O)CC2=c3ccccc3=[NH+]C2)C(F)(F)F)O1
ZINC64166201	Cc1ccc(N2C=C(CN(C)Cc3[nH]cc[nH+]3)C(c3ccc(F)cc3)N2)cc1
ZINC64369773	CCCC1NC(n2cccc2)SC1C(=O)NCCC1=c2ccccc2=[NH+]C1
ZINC64704955	CCNC(=O)CNC(=O)CCC1=c2cc(F)ccc2=[NH+]C1c1ccc(F)cc1
ZINC66954989	CC(C)=CC[NH+]1CCC(NC(=O)Nc2ccccc2SC(C)CC#N)CC1
ZINC66971035	C=CCOc1ccc(C[NH2+]C(C)c2ccc3c(c2)NC(=O)CO3)cc1Cl
ZINC67089414	CC(C)(C)SCCNC(=O)NCc1ccc(N2CCc3ccccc3C2)[nH+]c1
ZINC67392742	CC1CCC[NH+](C(C)(C)CNC(=O)C(=O)Nc2ccccc2SC(F)F)C1
ZINC67412943	CC(=O)NCC1CCC[NH+](CC(=O)NC(c2ccccc2)C2CCCC2)C1
ZINC67438353	CC1CC(C)C[NH+](CC(C)NC(=O)C(=O)Nc2ccc3sccc3c2)C1
ZINC67439584	CC([NH2+]Cc1ccc(OCC(F)(F)F)cc1)c1ccc2c(c1)NC(=O)CO2
ZINC67462088	COc1ccc2c(c1)C[NH+](C(C)C(=O)NCCc1c[nH]c3ccccc13)CC2
ZINC07988487	Cc1ccsc1C[NH+](C)CC(=O)NCC(=O)Nc1ccc(F)c(F)c1F
ZINC08893036	O=C(NCC(c1ccsc1)[NH+]1CCCCCC1)C(=O)NC1CCCCC1
ZINC12454237	Cc1ccc(CNC(=O)CC2C(=O)NCC[NH+]2Cc2cccc(F)c2F)s1
ZINC12772520	O=C(C[NH+]1CCC(NC(=O)C2Cc3ccccc3S2)CC1)Nc1ccccc1
ZINC12772524	O=C(C[NH+]1CCC(NC(=O)C2Cc3ccccc3S2)CC1)Nc1ccccc1
ZINC14977152	CC(C)(C)c1ccc(-n2ncc3c2CCCC3[NH2+]Cc2ccc(CO)o2)cc1
ZINC14989146	OCc1ccc(C[NH+]2CCOc3ccc(C(O)CCc4ccccc4)cc3C2)o1
ZINC20513911	Cc1ccc(CNC(=O)CC2C(=O)NCC[NH+]2Cc2c(F)cccc2Cl)s1
ZINC23095258	COc1ccc(-c2n[nH]cc2C[NH2+]CC2Cc3ccccc3CN2C)c(F)c1
ZINC24598199	CCCCNC(=O)NC(=O)C(C)[NH+](C)Cc1ccc(Br)s1
ZINC30514225	COc1ccc(NC(=O)C(C)[NH2+]CC2(N3CCSCC3)CCCC2)cc1
ZINC22913896	OCCC1CN(Cc2c[nH]nc2C2CCCCC2)CC[NH+]1C1CCCCC1
ZINC39596660	CCCC(C)C(=O)N1CC(C(=O)NC(C)c2ccccc2)C2(CC[NH2+]CC2)C1
ZINC39606072	CCC(C)CNC(=O)C1CN(C(=O)C2(C)CCCCC2)CC12CC[NH2+]CC2
ZINC39623149	CCC(CC)C(=O)N1CC(C(=O)NCc2ccccc2Cl)C2(CC[NH2+]CC2)C1
ZINC39623541	CCCCCNC(=O)C1CN(C(=O)Cc2cccc(C)c2)CC12CC[NH2+]CC2
ZINC39635455	CCCC(C)C(=O)N1CC(C(=O)NCc2cccc(Cl)c2)C2(CC[NH2+]CC2)C1
ZINC39636467	CCCCC(=O)N1CC(C(=O)NCc2cc(C)ccc2C)C2(CC[NH2+]CC2)C1
ZINC39637495	CCC(C)CC(=O)N1CC(C(=O)NC2CCCC(C)C2C)C2(CC[NH2+]CC2)C1
ZINC39639221	CCCCC(=O)N1CC(C(=O)NC(C)c2ccc(C)cc2)C2(CC[NH2+]CC2)C1
ZINC39660423	CCCCCCNC(=O)C1CN(C(=O)C2CC=CCC2)CC12CC[NH2+]CC2
ZINC39673622	CCCC(C)NC(=O)C1CN(C(=O)Cc2ccc(Cl)cc2)CC12CC[NH2+]CC2
ZINC39684721	Cc1ccccc1CC(=O)N1CC(C(=O)NC(C)C(C)(C)C)C2(CC[NH2+]CC2)C1
ZINC39689497	CCC(C)CC(=O)N1CC(C(=O)NCCc2cccc(C)c2)C2(CC[NH2+]CC2)C1
ZINC40408510	CC(O)C[NH+](Cc1ccccc1)Cc1nc2sc(C(C)C)cc2c(=O)[nH]1
ZINC41321889	Cc1ccc(NC(=O)C(=O)NCC(CC(C)C)[NH+](C)C)c(Br)c1
ZINC41592044	O=C(NCC(c1cccc(Cl)c1)[NH+]1CCCC1)C(=O)Nc1cccc(F)c1
ZINC42159616	CC(=O)NC12CC3CC(C1)CC(C(=O)NCC(C)(C)[NH+]1CCCCC1)(C3)C2
ZINC44163331	COc1ccc(CCNC(=O)C2CSCC(c3ccc(OC)cc3)[NH2+]2)cc1
ZINC49131591	CC1CCCC[NH+]1CCCNC(=O)C(=O)Nc1cc(Cl)cc(Cl)c1
ZINC50994206	CCCNC(=O)C1CCC[NH+](CC(=O)NCC2CCCc3ccccc32)C1
ZINC51213887	CC(NC(=O)C[NH2+]C(c1ccccc1)c1ccccc1)C(=O)N1CCCCC1
ZINC54390029	CCC(C)c1ccccc1NC(=O)C(C)[NH+]1CCc2c(cccc2NC(C)=O)C1
ZINC56162844	O=C(NC1CC1)C(NCc1ccc(N2CCCCCC2)[nH+]c1)c1ccccc1
ZINC15298733	Cc1ccc(C[NH+](C)C(C)C(=O)NCC(=O)Nc2ccc(F)c(F)c2F)cc1
ZINC36303052	CC1CN(Cc2cccc(-c3nc4ccccc4n3CCC[NH3+])c2)CC(C)O1
ZINC58131986	CC(NC(=O)C1CCCCC1)C(=O)NCC1([NH+]2CCSCC2)CCCC1
ZINC27537061	Cc1ccc(NC(=O)C(C)[NH+](C)CC(=O)Nc2c(C)cc(C)cc2C)c(C)c1
ZINC43171148	CC(C)c1cccc(C(C)C)c1NC(=O)NCc1ccc(N2CCCC2)[nH+]c1
ZINC52530126	CCc1c(C(=O)NCC(C)(C)[NH+]2CCc3ccccc3C2)[nH]c(C)c1C(C)=O
ZINC60556068	CC1CCC[NH+](C(C)CNC(=O)C(NC(=O)c2c(F)cccc2F)C(C)C)C1
ZINC64337738	O=C(C[NH2+]C1(c2ccccc2)CCC1)Nc1ccccc1S(=O)(=O)C(F)F
ZINC65601312	Cc1ccc(C(CNC(=O)C(=O)Nc2ccc(Cl)cc2C)[NH+](C)C)cc1
ZINC65638091	CCc1ccccc1NC(=O)C(=O)NCC1CCC[NH+](Cc2ccccc2)C1
ZINC65964468	CC1CCC(NC(=O)C(C)[NH+]2CCC(C(=O)NC3CCCCC3)CC2)CC1
ZINC66904850	CC1CC[NH+](CC(O)CN2CCC(NC(=O)CC3CCCCC3)CC2)CC1
ZINC67116627	O=C1NC(=O)c2ccccc2/C1=C\NCC1CCC[NH+](Cc2ccccc2)C1
ZINC67222153	Clc1ccc(-c2n[nH]cc2C[NH2+]Cc2ccc(N3CCOCC3)cc2)cc1
ZINC67247816	CNS(=O)(=O)c1ccc(C(C)[NH2+]Cc2csc(-c3ccsc3)n2)cc1
ZINC67564096	O=C(NCc1ccc(N2CCCCCC2)[nH+]c1)NC1CC1c1cccc(F)c1
ZINC06914535	Cc1ccc(C)c(COC(=O)c2cc(S(N)(=O)=O)ccc2Br)c1
ZINC07809515	O=C(CSCc1nc2sc3c(c2c(=O)[nH]1)CCCC3)NC1CCCC1
ZINC07884585	COc1ccc(C2Nc3ccccc3C(=O)N2CCc2ccccc2)cc1O
ZINC01186720	CCc1ccc(/C=C2\SC(=S)N(CC(=O)Nc3ccccc3O)C2=O)cc1
ZINC13785672	Cc1ccc(/C=C2\SC(=S)N(CCC(=O)Nc3ccccc3O)C2=O)cc1
ZINC15056147	Cc1cccc(NC(=O)COc2ccccc2/C=C2\SC(=S)NC2=O)c1
ZINC15529851	O=C(/C=C/c1ccc(Br)o1)NNC(=O)Cc1ccc(Cl)cc1
ZINC17908303	CC(NC(=O)Cn1c([S-])nnc1-c1cccs1)c1ccccc1Cl
ZINC08971531	N#CC1=C(SCC(=O)Nc2ccccc2)NC(=O)CC1c1ccccc1Cl
ZINC20721856	Cc1ccc2[nH]cc(C(C(=O)[O-])[NH+]3CCN(Cc4cccc(Cl)c4)CC3)c2c1
ZINC24704639	O=C(NNC(=O)c1cccnc1SC(F)F)c1cc2c(s1)CCCC2
ZINC28912908	O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CC(O)c1ccccc1F
ZINC36137477	COc1cc2c(cc1OC)C(O)(CNC(=O)C13CC4CC(CC(C4)C1)C3)CC2
ZINC04325945	CSc1nc(N)nc(SCC(=O)C23CC4CC(CC(C4)C2)C3)c1C#N
ZINC07990823	CC(NC(=O)c1ccco1)C(=O)NC(C)c1cc(F)c(Cl)cc1Cl
ZINC04316974	O=C(CSc1nc(=O)[nH]c2c1CCCC2)Nc1ccccc1C(F)(F)F
ZINC36667650	Cc1occc1C(=O)NNC(=O)/C=C/c1cc(C(F)(F)F)ccc1Cl
ZINC39992074	CCNC(=O)c1c(NC(=O)/C(C#N)=C/c2ccccc2F)sc2c1CCCC2
ZINC41159568	Cc1ccc2cc(CNS(=O)(=O)Cc3ccc(Cl)cc3)c(=O)[nH]c2c1C
ZINC41169149	Cc1ccc(S(=O)(=O)NCc2cc3cc(C(C)C)ccc3[nH]c2=O)s1
ZINC41169637	Cc1cccc2cc(CCNS(=O)(=O)c3ccc(Cl)s3)c(=O)[nH]c12
ZINC41169993	Cc1ccc2[nH]c(=O)c(CCNS(=O)(=O)c3ccc(C)c(Cl)c3)cc2c1
ZINC41271882	O=C(Nc1ccc(N2CCCCC2)cc1)C(=O)NC1CCCC(C(F)(F)F)C1
ZINC41271885	O=C(Nc1ccc(N2CCCCC2)cc1)C(=O)NC1CCCC(C(F)(F)F)C1
ZINC45593788	CC(C(=O)NCC(=O)Nc1ccc(F)c(F)c1F)N1CCCc2ccccc21
ZINC46739840	O=C(Cc1ccc(Cl)cc1)NNC(=O)c1csc(-c2ccsc2)n1
ZINC05047259	O=C1NC(=S)N(CCC2=CCCCC2)C(=O)/C1=C/Nc1ccccc1F
ZINC51845252	CCOc1cccc(Oc2ccc(S(N)(=O)=O)cc2Br)c1
ZINC51968277	COc1ccc(C(O)CNc2ncnc3c(Br)cccc23)cc1
ZINC16481169	CSc1ccccc1NC(=O)C(C)N1CCN(c2ccccc2O)CC1
ZINC36350889	CC(C)NS(=O)(=O)c1ccc(Cl)c(C(=O)NC2CCCCC2C)c1
ZINC05297205	O=C(CSC1=Nc2ccccc2CS1)NNC(=O)c1ccc(Cl)cc1
ZINC52837378	N#Cc1ccccc1-c1ccccc1C(=O)NNC(=O)Cc1ccc(F)cc1
ZINC22874702	CCC12CN3CCN(CC(C3)/C1=N\NC(=S)Nc1cc(C)cc(C)c1)C2
ZINC33286158	COc1cc(/C=C2/SC(=N)NC2=O)ccc1OCc1ccc(Cl)cc1
ZINC60167010	CC(NC(=O)c1c(-n2cccc2)sc2c1CCCC2)C(=O)NC(C)(C)C
ZINC60212584	CC(=O)Nc1ccc(Cl)cc1NCC(=O)N(C)C1CCCc2ccccc21
ZINC61693458	CCNc1[nH+]cccc1S(=O)(=O)[N-]c1cc(Br)ccc1Cl
ZINC61717423	O=c1[nH]c(CNc2ccc(Br)cc2)nn1Cc1ccc(F)cc1
ZINC61785054	O=C(NCCC12CC3CC(CC(C3)C1)C2)C(=O)Nc1ccc2ncccc2c1
ZINC62160138	Cc1ccc2cc(CCC(=O)NCc3ccc4c(c3)cc(C)n4C)c(=O)[nH]c2c1
ZINC62437360	O=C(NCc1ccccc1)C1CCCN1C(=O)Cc1c[nH]c2ccc(Cl)cc12
ZINC63293512	Cc1sc2[nH]c(CCC(=O)NCc3csc4ccccc34)nc(=O)c2c1C
ZINC63310900	CNC(=O)C1CCC(NS(=O)(=O)c2ccc(C3CCCCC3)cc2)CC1
ZINC64342699	Cc1cc(=O)[nH]c(-c2ccc(NC(=O)CSc3ccc4c(c3)CCC4)cc2)n1
ZINC65771510	NC(=O)c1ccc(OC(=O)C2(c3ccc(Cl)cc3Cl)CCOCC2)cc1
ZINC65869587	CN(C(=O)COc1cccc(C(N)=O)c1)c1ccc(Br)cc1Cl
ZINC66320815	CCC1(c2ccc(NC(=O)C3CC3c3ccccc3)cc2)CCC(=O)NC1=O
ZINC66380967	O=C(Nc1cnn(CCO)c1)c1ccc(-c2cc(Cl)cc(Cl)c2)s1
ZINC66623367	O=C(NNc1ccc(F)c(F)c1F)C(c1ccccc1)N1CCCCC1=O
ZINC00754201	CCOC(=O)c1c(NC(=O)C[NH2+]C2CCCCC2)sc2c1CCCC2
ZINC04062675	CCCNC(=O)C[NH+]1CCC2(O)CCCCC2C1c1ccc(OC)cc1
ZINC06746990	CCCOc1ccc(S(=O)(=O)NC2CC(C)(C)[NH2+]C(C)(C)C2)cc1C
ZINC10818272	CCOc1ccc(OC(C)(C)C(=O)NC2CC(C)(C)[NH2+]C(C)(C)C2)cc1
ZINC12302885	COc1ccc2cc(-c3n[nH]cc3C[NH+]3CCCCC3CCCO)ccc2c1
ZINC16378491	CSc1ccc(C[NH+](C)CC(=O)NC(=O)NC2CCCCC2C)cc1
ZINC22057806	CC(C)C(NC(=O)C[NH+]1CCN(c2ccccc2O)CC1)c1ccccc1
ZINC22418346	CN(C)c1ccc(C(CNC(=O)NCc2cccc3ccccc23)[NH+](C)C)cc1
ZINC23153254	CC(C)(C)C[NH+]1CCNC(=O)C1CC(=O)NCc1cccc2ccccc12
ZINC25450781	Cc1ccc(C(O)(CCNc2[nH+]nc(C)c3ccccc23)C(F)(F)F)o1
ZINC32733942	CCc1ccc(C(CNC(=O)c2cc3ccccc3c(=O)[nH]2)[NH+](C)C)cc1
ZINC32902985	Cc1cc(NCc2ccccc2CS(=O)(=O)NC(C)C)c2ccccc2[nH+]1
ZINC36039459	C=CC[NH2+]CC(=O)/N=c1\[nH]c(-c2ccc(C)cc2)cn1-c1ccc(C)cc1
ZINC36273849	COc1ccc(-c2cn3cccc(OCc4ccccc4F)c3[nH+]2)cc1N
ZINC38558048	CC(C)c1ccc(C2=NC(C(=O)NCCO)=CC3=c4ccccc4=[NH+]C23)cc1
ZINC39684624	CCCCC(C)C(=O)N1CC(C(=O)NC(C)C(C)(C)C)C2(CC[NH2+]CC2)C1
ZINC40002621	CC([NH2+]C(c1ccc2c(c1)OCCO2)C(C)C)C(=O)Nc1c(F)cccc1F
ZINC41602665	O=c1[nH]c(NCCC2=CCCCC2)nc2c1C[NH+](Cc1ccccc1)CC2
ZINC43167492	CC(C)C(NC(=O)NCC(c1ccco1)[NH+]1CCCC1)c1cccs1
ZINC36207570	Cc1ccc(-c2csc3nc(C[NH+](CC(C)C)CC(C)O)[nH]c(=O)c23)cc1C
ZINC36207634	Cc1ccc(-c2csc3nc(C[NH+](CC(C)C)CC(C)O)[nH]c(=O)c23)cc1
ZINC45570039	CSc1ccc(C[NH+](C)CC(=O)NC(=O)NC2CCCCC2C)cc1
ZINC46031225	COCc1ccccc1NC(=O)NCc1ccccc1C[NH+]1CCCC(C)C1
ZINC48556336	CC1CCC[NH+](Cc2ccc(NC(=O)NCc3ccc(C#N)cc3)cc2)C1
ZINC51184569	Cc1ccccc1CC(C)NC(=O)C[NH+]1CCN(c2ccccc2O)CC1
ZINC52823646	CC(C)C(C)(C#N)NC(=O)C[NH+]1CC=C(c2c[nH]c3cc(F)ccc23)CC1
ZINC54846985	Cc1cc(O)c(C[NH+]2CCC(NS(=O)(=O)c3ccccc3)CC2)cc1C
ZINC23128958	CCc1[nH]c(CN2CCOc3ccc(C(O)C4CCCCC4)cc3C2)c(C)[nH+]1
ZINC42685477	CCCNC(=O)C1CC[NH+](C(C)C(=O)Nc2cc(Cl)cc(Cl)c2)CC1
ZINC58761377	CC(NC(=O)NCc1cc[nH+]c(N(C)C)c1)c1ccc(Cl)cc1Cl
ZINC60324369	CCN(Cc1ccc(O)cc1)C(=O)NCC(C)(C)[NH+]1CC(C)CC(C)C1
ZINC60373619	COc1ccc(Cl)cc1NCC(=O)NCC(C)(C)[NH+]1CCCC(C)C1
ZINC63221864	O=C(/C=C/c1cccc(C(F)(F)F)c1)NNC(=O)CC1=c2ccccc2=[NH+]C1
ZINC63301809	CC1CCCCC1NC(=O)C[NH+]1CCC(C(=O)NCCc2cccs2)CC1
ZINC63407724	O=C(NC1CC[NH+](CC2CCCC2)CC1)N(Cc1cccc(O)c1)C1CC1
ZINC63964131	CC(=O)NC(CC1=c2ccccc2=[NH+]C1)C(=O)Nc1cccc(C(C)C)c1
ZINC64409181	O=C(NCCC1=c2ccccc2=[NH+]C1)c1csc(Nc2ccccc2)n1
ZINC64715672	Cc1cccc(NC(=O)CNC(=O)CCCC2=c3ccccc3=[NH+]C2)c1C
ZINC65252433	CCCC(C)NC(=O)C1CCC[NH+](C(C)C(=O)Nc2ccc(C)cc2F)C1
ZINC65430236	CCCCc1[nH]cc(C2CC(NC(C)=O)CC(c3ccc(Cl)cc3)O2)[nH+]1
ZINC54720394	CC(c1ccccc1)[NH+]1CCC(NC(=O)NCC2CCN(c3ccccc3)C2)C1
ZINC65517252	CN(Cc1ccc(O)cc1)C(=O)NCC1CCCC[NH+]1Cc1ccccc1
ZINC66214456	O=C(C[NH2+]CCC1=CCCCC1)Nc1ccc(C(=O)N2CCCCCC2)cc1
ZINC66233892	Cn1cc[nH+]c1CCNC(=O)NC(Cc1ccccc1Cl)c1ccccc1
ZINC66875152	O=C(CC1CCCC1)NC1CC[NH+](CC(=O)NC2CCCCCC2)CC1
ZINC66967187	CCCC[NH+]1Cc2cccc(NC(C)C(=O)Nc3nc(C)c(C)s3)c2C1
ZINC42484218	COc1ccc(-c2n[nH]cc2CNCC2([NH+](C)C)CCCCC2)c(F)c1
ZINC67564085	O=C(NCc1ccc(N2CCCCCC2)[nH+]c1)NC1CC1c1cccc(F)c1
