ZINC06244154	N#CCCSc1nncc2ccccc12
ZINC40476503	CC(C)CSc1nc2c(c(=O)[nH]1)C(c1ccc(O)cc1)C1=C(CC(C)(C)CC1=O)N2
ZINC40799422	NC(=O)c1c(NC(=O)c2cc3sccc3n2CCc2ccccc2)sc2c1CCCC2
ZINC40852770	Cc1cc(OCC(=O)Nc2sc3c(c2C(N)=O)CCC(C)C3)ccc1Br
ZINC40943062	Cc1cc(OCC(=O)Nc2sc3c(c2C(N)=O)CCC3)c(C(C)C)cc1Br
ZINC01984259	CCc1cc(Br)ccc1OCC(=O)Nc1sc2c(c1C(N)=O)CCC(C)C2
ZINC43769390	CC1=C(C)C(=O)OC(C(C)(O)C2(O)CCC3(O)C4CC=C5CC=CC(=O)C5(C)C4CCC32C)C1
ZINC44004598	O=C(NCC1CCN(C(=O)Nc2cccs2)CC1)Nc1ccc(Cl)c(Cl)c1
ZINC48750933	O=C(Nc1cc(-c2ccc(Br)s2)n[nH]1)c1cc(Br)c[nH]1
ZINC49430710	O=C(NNC(=O)c1cc(Br)c(Br)s1)NC1CCCC1
ZINC05163980	COc1cccc(-c2[nH]nc3c2C(c2cccc(Cl)c2Cl)C(C#N)=C(N)O3)c1
ZINC05163980	COc1cccc(-c2n[nH]c3c2C(c2cccc(Cl)c2Cl)C(C#N)=C(N)O3)c1
ZINC31800039	Cc1nc(NC(=O)c2cc3c(s2)CCC(C(C)(C)C)C3)sc1SCC(N)=O
ZINC59384904	CC1=C(C(=O)N/N=C/c2ccc(N(C)C)cc2)C(c2ccccc2Cl)NC(=S)N1
ZINC59385686	CC1=C(C(=O)N/N=C/c2ccccc2Cl)C(c2ccc(Br)cc2)NC(=O)N1
ZINC03165690	N#CSC(C[NH+]1CCCC1)C(F)(F)F
ZINC04124544	C1=CCC(C2OCC(C[NH+]3CCCC3)O2)CC1
ZINC04712844	C#CC1(OC(C)=O)C(C)C[NH+](C)CC1C
ZINC20514369	CCN1CC[NH+](Cc2csc(C)c2C)CC1
ZINC22893597	CC(C)C[NH+]1CCCC(N2CCCC2)C1
ZINC32537115	CC(C)[NH+]1CCC(N2CCCC(C#N)C2)CC1
ZINC32668099	O=C(C[NH+]1CCCCCC1)N1CCCCC1
ZINC35120295	CC(C)[NH+](CCn1cccc1)C(C)C
ZINC36171018	CC(C)[NH+]1CCN(C2CCCC2C#N)CC1
ZINC37145596	CC1CCC(C#N)C([NH+]2CCCC2)C1
ZINC37146439	CCC[NH+]1CCN(C2CCCC2C#N)CC1
ZINC37146687	CC1CCC(C#N)C([NH+]2CCSCC2)C1
ZINC37355734	CC(C)[NH+]1CCC(C#N)(N2CCCCC2)CC1
ZINC37654124	CC(C)[NH+]1CCC(N(C)C(=O)CCl)CC1
ZINC37832431	C=CC(=O)N1CC[NH+](CC2CC2)CC1
ZINC04935275	C=CC[NH+]1C=CC(=CC=C(C#N)C#N)C=C1
ZINC38100658	CC(Cl)C(=O)N1CCC([NH+]2CCCC2)CC1
ZINC39055737	O=C(CBr)C1C[NH+]2CCC1C2
ZINC39104987	CC1CSCC(C)(C[NH+](C)C)C1=O
ZINC39404618	CC(C)[NH+]1CCN(CC2=C3CC=CC=C3N=C2)CC1
ZINC39795001	CCc1cccc2c1=[NH+]C(=O)C(C#N)C=2
ZINC39947928	CC1=NC(C)C(C[NH+](C)C)=C1CN(C)C
ZINC39951502	C[NH+]1CC2(C)CCN(CC#N)CC(C)(C1)C2
ZINC41207398	O=CN1CC[NH+](CC2CCCC2)CC1
ZINC42337993	CC1CCCC([NH+](C)CCCC#N)C1
ZINC42372917	CCC[NH+]1CCN(CCBr)CC1
ZINC42443910	N#CC1CCCC1[NH+]1CCCSCC1
ZINC42459250	COCC[NH+](C)C1CC(C)CCC1C#N
ZINC42465447	C[NH+](CCBr)CC1CCCCO1
ZINC43556796	CCC(C#N)N(C)C1CC[NH+](CC)CC1
ZINC47988348	CC1CC(C)CN(C(=O)C[NH+]2CCSCC2)C1
ZINC48335083	N#CCCCN1CC[NH+](C2CCCC2)CC1
ZINC48946106	CC(C)(C)[NH+]1CCN(CCCl)CC1
ZINC49579429	N#CCCCC[NH+]1CCCSCC1
ZINC50155351	O=C1CCCCC1[NH+]1CCCSCC1
ZINC51176193	O=CC1(C[NH+]2CCSCC2)CCCC1
ZINC51176200	CCC(C=O)(CC)C[NH+]1CCSCC1
ZINC53924575	CC1CCC(=O)C(C[NH+]2CCCC2C)C1
ZINC54238055	O=CC1CCCCN1CC[NH+]1CCCCC1
ZINC42465441	C[NH+](CCCCl)CC1CCCCO1
ZINC42614797	CC[NH+]1CCC(N(C)C2CCCCCC2=O)CC1
ZINC59386454	C=C(C)CN1CCCC([NH+]2CCCC2)C1
ZINC61559667	N#CCCCCN1CCC[NH+]2CCCC2C1
ZINC61934057	CCC1CCC(=O)C(C[NH+]2CCCOCC2)C1
ZINC62940823	N#CC1CCCC1N1CCC[NH+]2CCCC2C1
ZINC62967658	C[NH+](C)C1CCN(CCBr)C1
ZINC62967684	ClCCCN1CCC([NH+]2CCCC2)C1
ZINC62979960	N#CCCCN1CCC([NH+]2CCCCC2)C1
ZINC63046048	CC(Br)C(C)c1[nH+]ccn1C
ZINC63393732	CC(=O)CSC1=c2ccccc2=[NH+]C1
ZINC00632640	CCOC(=O)C1=C(N)OC2=C(C(=O)CCC2)C1c1cccc(Br)c1
ZINC04073884	CC1(C)SC2c3ccccc3C(=O)N2C1C(=O)NCCc1c[nH]c2ccccc12
ZINC01118518	O=C(CC1(O)C(=O)Nc2ccc(Br)cc21)c1cccc(-n2cccc2)c1
ZINC04903682	CC12CCC3C(CCC4CC(O)CCC43C)C1CC/C2=N\NC(=O)c1ccncc1
ZINC04973567	COc1ccccc1C1CC(=O)C2=C(C1)Nc1ccccc1NC2c1ccncc1
ZINC04973569	COc1ccccc1C1CC(=O)C2=C(C1)Nc1ccccc1NC2c1ccncc1
ZINC05102344	O=C1NC(=S)NC(=O)C1=Cc1cn(Cc2cccc3ccccc23)c2ccccc12
ZINC06593980	CCN(CC)C(=O)C1C2NC(=S)NC1(C)Oc1ccc(Br)cc12
ZINC01214701	O=C(N/N=C/c1cc(O)c(Br)cc1Br)c1ccccn1
ZINC01426972	COC(=O)c1c(C)sc2c1OC(N)=C(C#N)C2c1cc(Br)cs1
ZINC12946255	Cc1sc2nc(C3SC(c4ccccc4)(C(F)(F)F)NC3=O)[nH]c(=O)c2c1C
ZINC02789004	Cc1cc(C=C2C(=O)NC(=S)NC2=O)c(C)n1-c1cc(Cl)cc(Cl)c1
ZINC13637057	O=S(=O)(c1ccc2c(c1)C1C=CCC1C(c1ccc(O)cc1)N2)N1CCCC1
ZINC14457281	COc1ccc(C2Nc3c(C(=O)N4CCCCCC4)cccc3C3C=CCC32)cc1O
ZINC15730755	CSc1cccc(NS(=O)(=O)c2ccc3c(c2)NC(=O)C(C)CS3)c1
ZINC01137814	CCC(C)N1C(=O)/C(=C/c2c(C)[nH]c3ccc(Br)cc23)C(=O)NC1=S
ZINC19947468	CCN1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3cc(Br)ccc3F)C2C1
ZINC20522450	N#CC1=C(N)C(C#N)(C#N)C(c2ccc(F)cc2F)C2CN(Cc3ccccc3)CC=C12
ZINC20690539	COc1ccc(C2Nc3c(C(=O)N4CCCCCC4)cccc3C3C=CCC32)cc1O
ZINC21250285	COc1ccccc1C1CC(=O)C2=C(C1)Nc1ccccc1NC2c1ccccn1
ZINC05532377	Cc1cc(C)c(NC(=O)CC2S/C(=N\c3ccc(C)c(C)c3)NC2=O)c(C)c1
ZINC32931468	O=C(NCc1cccc(C(=O)N2CCCC2)c1)c1cc(Br)ccc1O
ZINC33228041	Cc1cccc(C(=O)Nc2ccc3c(c2)NC(=O)C(C)O3)c1I
ZINC34914868	CCN1CC=C2C(C1)C(c1cc(Br)ccc1F)C(C#N)=C(N)C2(C#N)C#N
ZINC35126452	CC(C)N1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3ccccc3C(F)(F)F)C2C1
ZINC17091195	CC1CCc2c(C(=O)Nn3c(=S)[nH]c4sc5c(c4c3=O)CCC5)csc2C1
ZINC39464893	CSc1cc2c(cc1-c1ccccc1O)CCN1NP(=O)(SC)OCC21
ZINC39468770	O=P1([O-])N[NH+]2CC3C=C(Br)C(Cc4ccccc4)=CC3CC2CO1
ZINC39948158	O=C(NC1=NC2C=CC=CC2=N1)c1cc(Br)cc(Br)c1O
ZINC40556539	CC12CCC3c4ccc(O)cc4CCC3C1CC(CC(=O)NCc1ccccn1)C2=O
ZINC40569145	CCCc1cc2c(c(=O)n1C)C(c1ccccc1Br)C(C#N)=C(N)O2
ZINC43575822	Nc1ccc(-c2nnnn2-c2ccc(Br)cc2Br)c(F)c1
ZINC43667085	Nc1c(I)cnn1Cc1cc(Cl)c2c(c1)OCCO2
ZINC43979444	O=C(Nc1cc(Cl)cc(Br)c1OC(F)F)N1CCCC(O)C1
ZINC44774832	Cc1ccccc1C(=O)NNC(=O)C1CC=CCC1c1nc2ccccc2s1
ZINC49003252	Cc1cc(NC(=O)CN2CCc3[nH]c4c(F)ccc(F)c4c(=O)c3C2)ccc1F
ZINC17096277	Cc1cc(C)c2c(c1)/C(=N/NC(=O)C1(C)CC1(Br)Br)C(=O)N2
ZINC02372559	CC(N/C=C1/C(=O)NC(=S)N(c2cccc3ccccc23)C1=O)c1ccccc1
ZINC50727474	CCCNC(=O)C1CCCN(C(=O)c2cc3ccc(Br)cc3[nH]2)C1
ZINC54390169	CC(=O)Nc1cccc2c1CCN(C(C)C(=O)NC13CC4CC(CC(C4)C1)C3)C2
ZINC07850530	O=C(CC1S/C(=N\C2CCCC2)NC1=O)Nc1ccccc1Br
ZINC04944250	C=CCSc1nc2c(c(=O)[nH]1)C(c1ccc(Br)cc1)CC(=O)N2
ZINC58452368	CN(Cc1nc(N)c2c3c(sc2n1)CCCC3)Cc1nc2ccccc2s1
ZINC00756571	N#CC1=C(N)OC2=C(C(=O)c3ccccc3C2=O)C1c1ccc(C(F)(F)F)cc1
ZINC01110892	N#CC1=C(N)Oc2[nH]nc(-c3ccc(Br)cc3)c2C1c1ccsc1
ZINC16293231	Cc1cc(-c2n[nH]c3c2C(c2ccccc2C(F)(F)F)C(C#N)=C(N)O3)c(C)s1
ZINC65302650	Cc1nn(C)c(C)c1C(C)NC(=O)Nc1ccccc1I
ZINC66157729	Cc1cc(NC(=O)N2CCC(NC(=O)C3CCC3)CC2)ccc1Br
ZINC66783394	Cc1ccsc1C(=O)NNC(=O)C1CC=CCC1c1nc2ccccc2s1
ZINC67538145	CC(NC(=O)Nc1cccc(C2SCCS2)c1)C(=O)N1CCCCC1C
ZINC00501706	CC(=O)c1c(C)oc2c(Cl)c(Cl)c(O)cc12
ZINC04204907	Fc1ccc2c(c1)C1OCCC1C(c1ccco1)N2
ZINC00386319	CCC(=O)Nc1nc2cc(Cl)c(C)cc2s1
ZINC05005787	CCN1C(=S)NC2c3cc(C)ccc3OC13CCCC23
ZINC08737550	CC1CCCCC1n1c2c(c(=S)[nH]c1=O)CCC2
ZINC11592728	CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O
ZINC16702949	CC1NC(=S)N(C2CCSc3ccc(Cl)cc32)C1=O
ZINC05342917	O=C1CC(c2ccccc2)CC2=NC3CCCCC3NC=C12
ZINC13783268	CC12CCC3C(CCC4=C(O)C(=O)CCC43C)C1CCC2=O
ZINC31866917	O=C1Nc2cc(Cl)c(Br)c(Cl)c2C1=O
ZINC34972935	CC(Cl)c1nc2sc3c(c2c(=O)[nH]1)-c1ccccc1C3
ZINC35427077	CC(C)n1c(C2C=CC(=N)S2)nc2ccccc21
ZINC20594280	O=c1[nH]c(CCl)nc2sc3c(c12)-c1ccccc1C3
ZINC39313358	O=C1N=CC=CC1C1Nc2cc(Cl)c(Cl)cc2S1
ZINC39522986	COC1CCCC2(CCCC(Br)C2)N1O
ZINC40461905	O=C(C1Cc2ccccc2N1)N1CCC2CCCCC2C1
ZINC41070965	O=C(c1cc2c(s1)CCC2)N1CCc2ccc(O)cc2C1
ZINC41669491	CCC1CCCCN1c1ccc2cccc(O)c2n1
ZINC41669615	Oc1cccc2ccc(N3CCc4ccccc4C3)nc12
ZINC43554389	CCC(Cl)c1nc2sc(C)c(C)c2c(=O)[nH]1
ZINC43756814	CC12CCC(=O)CC1CCC1C2C(=O)CC2(C)C1CCC2(C)O
ZINC43828354	Clc1ncc2[nH]cc(I)c2n1
ZINC44136562	CC12C=CC(=O)C=C1C1(CO1)CC1C2CCC2(C)C(O)CCC12
ZINC46703470	CC(C)c1nc2sc3c(c2c(=O)[nH]1)CCCS3
ZINC48382099	O=C(c1cc(Cl)c[nH]1)N1CCCC2CCCCC21
ZINC48382105	O=C(c1cc(Cl)c[nH]1)N1CCCC2CCCCC21
ZINC48444973	O=C(c1cc2ccccc2cc1O)N1CC2CCC1C2
ZINC48622819	CC1CCCC(c2nc3sc4c(c3c(=O)[nH]2)CCC4)C1
ZINC49082576	CC1CCCN(C(=O)c2c(O)cccc2Cl)C1
ZINC14718228	CCc1cncc2c1CC1NC2Cc2c1n(C)c1ccccc21
ZINC51638059	N#Cc1ccc(Nc2ccc(F)c(C#N)c2)c(F)c1
ZINC52122492	N#Cc1ccccc1-n1c(=S)[nH]c2ccc(F)cc21
ZINC53099337	CC1CCCC2(CS/C(=N\c3ccc(C#N)cc3)N2)C1
ZINC53168779	N#Cc1cccc(-n2c(=S)[nH]c3ccc(F)c(F)c32)c1
ZINC54830408	Cc1cc(CO)nc(-c2cc(F)c(F)c(F)c2)n1
ZINC54910239	CC1(C)Cc2nc(N3CCc4ccccc43)sc2C(O)C1
ZINC00817742	Cc1ccc2c(c1)-c1cc(C)nn1C(c1cccs1)N2
ZINC57933573	C=CCN1C(=O)CNc2cc(Cl)c(Cl)cc21
ZINC37746475	Cc1ccc2oc(C3=C4CCCCC4SC3=N)nc2c1
ZINC61411462	O=C(c1cccc2c1CCCN2)N1CCCCCC1
ZINC61412919	CC1CCCN(C(=O)c2cccc3c2CCCN3)C1C
ZINC61888413	N#CC1CCCC1NC(=O)c1ccc(Cl)s1
ZINC62541100	Cc1c(Br)cc2c(c1C)OC(C)C(=O)N2
ZINC62541123	Cc1cc(C)c2c(c1Br)OC(C)C(=O)N2
ZINC62558784	Cc1cc2c(cc1Br)OC(C(C)C)C(=O)N2
ZINC62752993	CC1CC[NH+](C2CC(C)CCC2C(=O)[O-])C(C)C1
ZINC62960674	O=C(c1ccc(C#CCO)s1)N1CCC2(CCCC2)CC1
ZINC63001139	c1ccc(C2CS/C(=N\c3cccnc3)N2)cc1
ZINC01322397	CC1(C)c2cc(Br)ccc2N2CCC(O)=NC21C
ZINC01322397	CC1(C)c2cc(Br)ccc2N2CCC(=O)NC21C
ZINC63760713	O=C(c1cc(Br)ccc1O)N1CCCSCC1
ZINC04321803	CC1(C)C(C=C(Cl)Cl)C1C(=O)NC(O)C(Cl)(Cl)Cl
ZINC04321805	CC1(C)C(C=C(Cl)Cl)C1C(=O)NC(O)C(Cl)(Cl)Cl
ZINC05190328	CC1(C)CC(=O)C(I)=C(Nc2ccccc2O)C1
ZINC05275214	CC(CCCO)C1CCC2C3C(=O)C=C4CC(O)CCC4(C)C3CCC12C
ZINC13681731	CC12CCC3c4ccc(O)cc4CCC3C1CC(Cc1ccccn1)C2O
ZINC14475462	CNC(=O)c1cccc2c1NC(c1ccc3ccccc3c1)C1CC=CC21
ZINC14475463	CNC(=O)c1cccc2c1NC(c1ccc3ccccc3c1)C1CC=CC21
ZINC14478808	Cc1ccccc1C1Nc2c(C(=O)NC(C)(C)C)cccc2C2C=CCC21
ZINC14551409	CC(C)(C)NC(=O)c1cccc2c1NC(c1ccccc1)C1CC=CC21
ZINC20688120	Cc1ccsc1C1Nc2c(C(=O)NC(C)(C)C)cccc2C2C=CCC21
ZINC20689688	CCC(C)NC(=O)c1cccc2c1NC(c1ccc(C)s1)C1CC=CC21
ZINC20699052	CNC(=O)c1cccc2c1NC(c1cccc3ccccc13)C1CC=CC21
ZINC24629252	CC(NC(=O)CC12CC3CC(CC(O)(C3)C1)C2)c1ccc(F)cc1F
ZINC24629246	CC(NC(=O)CC12CC3CC(CC(O)(C3)C1)C2)c1ccc(F)cc1F
ZINC36901715	Cc1cc(Br)c(NCc2c[nH]nc2C)c(Br)c1
ZINC37104755	Fc1cc(Br)ccc1CNc1ccc(-c2cc[nH]n2)cc1
ZINC37193738	Cc1cc(N)ccc1SCc1cc2c(cc1Br)OCCO2
ZINC40282630	O=c1[nH]c2ccc(C(Br)c3c(F)cccc3Cl)cc2[nH]1
ZINC42362077	CN(Cc1csc(Br)c1)c1ccc2ncccc2c1N
ZINC43149986	Cc1cc(C)c(NC(=O)NCc2csc(Br)c2)c(C)c1
ZINC43231600	O=C(NCc1csc(Br)c1)Nc1ccc(F)c(F)c1F
ZINC43596655	Nc1ccc(N2CCN(c3ccccc3Cl)CC2)c(Br)c1
ZINC43666770	CC(c1ccccc1Cl)n1ncc(I)c1N
ZINC43668383	Cc1nn(C(C)c2cccc(Br)c2)c(N)c1Br
ZINC43668739	Cc1nn(C(C)c2ccc(Br)s2)c(N)c1Br
ZINC43669083	Cc1nn(C(C)CCc2ccccc2)c(N)c1I
ZINC43669085	Cc1nn(C(C)CCc2ccccc2)c(N)c1I
ZINC43669332	Cc1nn(Cc2cc(Cl)cc(Cl)c2)c(N)c1I
ZINC49028230	O=C(NCC(F)(F)F)NC1(c2ccc(Br)cc2)CCC1
ZINC49477279	O=C(NCc1csc(Br)c1)Nc1ccc2c(c1)CCC2
ZINC49596462	Nc1ccc2c(c1)CCCN2CCOc1ccc(Br)cc1
ZINC49853185	CC(C)C(c1cccs1)n1ncc(I)c1N
ZINC51296912	Nc1ccc2c(c1)N(CCOc1ccc(Br)cc1)CCC2
ZINC52095078	O=c1[nH]c2cc(Br)c(C(Cl)Cc3ccccc3F)cc2[nH]1
ZINC52095117	O=c1[nH]c2cc(Br)c(C(Cl)C(F)(F)C(F)(F)F)cc2[nH]1
ZINC52754995	Nc1ncccc1COc1c(Br)cccc1Br
ZINC52842860	Nc1ccc2c(c1)nc(C1CC1)n2-c1cccc(I)c1
ZINC53103506	CC1CCC(CO)(NC(=O)/C=C/c2ccc(Br)cc2)CC1
ZINC53105461	CC1CCCC(CO)(NC(=O)c2ccc(I)cc2)C1
ZINC42077929	Cc1ccc(F)cc1NC1C(=O)Nc2c(Br)cc(F)cc21
ZINC42118588	O=C1Nc2c(F)ccc(Cl)c2C1Nc1ccc(Br)cc1F
ZINC42135267	O=C1Nc2cc(F)c(Br)cc2C1Nc1ccc(Cl)c(F)c1
ZINC21007634	CC(NC1C(=O)Nc2cccc(Br)c21)c1cccc(Cl)c1
ZINC22153109	CC(NC1C(=O)Nc2ccc(Br)cc21)c1cccc(Cl)c1
ZINC20477390	O=C1Nc2cc(F)ccc2C1Nc1ccc(I)cc1
ZINC43681507	Cc1nn(C(C)c2ccccc2Br)c(N)c1Br
ZINC43668803	Cc1nn(Cc2ccc3ccccc3c2)c(N)c1I
ZINC61443195	COc1ncccc1C(N)c1cc(Br)ccc1Br
ZINC63008516	O=c1[nH]c2ccc(C(Br)c3cc(F)c(F)c(F)c3)cc2[nH]1
ZINC66929587	O=C(NCC1(O)CCCc2ccccc21)c1cc(Br)ccc1F
ZINC04180410	CCn1ncc(/C=C2/CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C2=O)c1C
ZINC02471935	Cc1ccc(C2CC(c3cccc(Br)c3)n3ncnc3N2)cc1
ZINC04477040	O=C1Oc2ccccc2C2c3c(ccc4ccccc34)NC(c3ccccn3)C12
ZINC03241476	CSc1ccc(C2c3c(C)nn(C(C)(C)C)c3NC3=CCCC(=O)C32)cc1
ZINC04903683	CC12CCC3C(CCC4CC=CCC43C)C1CC/C2=N\NC(=O)c1ccncc1
ZINC01214492	O=C1NN(c2ccc(Br)cc2)C(=O)/C1=C\C=C\c1ccccc1Cl
ZINC05328232	O=C1OC(/C=C\c2ccccc2)=N/C1=C\c1cc(Br)ccc1O
ZINC05336304	CC1C(/C=C/C23NC(=O)CCN2c2ccccc2C3(C)C)c2ccccc2N1C
ZINC06174183	Cc1cccc(-c2n[nH]c(=S)n2/N=C/c2cc(Br)ccc2F)c1
ZINC03226346	Cc1nn(C(C)(C)C)c2c1C(c1ccc(Cl)cc1)C1C(=O)CCC=C1N2
ZINC04532158	N#CC1C(=N)C(C#N)(C#N)C(c2ccc(Cl)cc2Cl)C2CCCC=C12
ZINC08729749	CC(C)(C)OC(=O)N1CC=C(c2c[nH]c3ccc(Br)cc23)CC1
ZINC09668232	O=C(Nc1ccc2ccccc2c1)c1cc2c(cc1Br)OCCO2
ZINC10235506	Cc1ccc(O)c(C(=O)N2CCC(c3nc4cc(Cl)ccc4s3)CC2)c1
ZINC12326567	CCC1CN(C(=O)c2cccc(C#CC(C)(C)O)c2)Cc2ccc(Cl)cc2O1
ZINC12815747	O=C(NC1CCCCCC1)C1CCCN1C(=O)C12CC3CC(CC(C3)C1)C2
ZINC12818757	O=C(Nc1cc(F)cc(F)c1)C1CCCN1C(=O)C12CC3CC(CC(C3)C1)C2
ZINC06045485	N#Cc1ccn(-c2ccccc2Br)c1C(=O)NC1CCCCC1
ZINC14458133	Cc1cc(C)c(C2Nc3ccc(C(=O)N4CCOCC4)cc3C3C=CCC32)c(C)c1
ZINC14546410	COc1ccccc1C1Nc2ccc(C(=O)N3CCCCCC3)cc2C2C=CCC21
ZINC14548569	O=S(=O)(c1ccc2c(c1)C1C=CCC1C(c1cccs1)N2)N1CCCCC1
ZINC11681655	C#CC1(OC(C)=O)CCC2C3CCC4=C/C(=N/O)CCC4C3CCC21CC
ZINC15449305	C#CC1(OC(C)=O)CCC2C3CCC4=C/C(=N/O)CCC4C3CCC21CC
ZINC15667835	CSc1nc2ccc(NC(=O)c3nc(Cl)ccc3Cl)cc2s1
ZINC16343419	CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@H]4[C@H](C(=O)C[C@@]4(C)O)C(C=O)=CC[C@@H]23)O1
ZINC16608273	CC1C(/C=C/C23NC(=O)CCN2c2ccccc2C3(C)C)c2ccccc2N1C
ZINC18232855	CCn1c(NC(=O)c2ccccc2I)nc2ccccc21
ZINC04702773	CCOc1ccccc1C1C2=C(CCCC2=O)NC2=C1C(=O)c1ccccc12
ZINC20034152	CC1CCC2=NN(C(=O)c3ccc(Br)cc3)C(O)(C(F)(F)F)C2C1
ZINC20679048	COc1ccc(C2Nc3ccc(C(=O)N4CCC(C)CC4)cc3C3C=CCC32)cc1
ZINC20794872	O=C1NC2(CCCCc3ccccc32)C(=O)N1Cc1ccc(Br)cc1
ZINC26524965	O=C(c1cc2c(s1)CCCCCC2)N1CCN(c2ccccc2O)CC1
ZINC26894603	Cc1ccc(C2CC(c3cccc(Br)c3)Nc3ncnn32)cc1
ZINC37843926	Cc1nc(NC(=O)c2cc(Br)cn2C(C)C)c(Cl)cc1Cl
ZINC38773729	COc1cc(C2Nc3ccc(F)cc3C3OCCC23)cc(Br)c1OC
ZINC39521634	CC(C)S(=O)(=O)C1CCCC2(CCCC(F)C2)N1c1ccccc1O
ZINC40366945	N#CC1(NS(=O)(=O)c2cccc(Br)c2)CCCCCCC1
ZINC41013161	CC1CCc2c(C#N)c(NC(=O)/C(C#N)=C/c3ccccc3)sc(=S)c2C1
ZINC43266198	O=C(Nc1ccc(F)c(F)c1)N1CCCCC1c1nc2ccccc2s1
ZINC43735636	CC(=O)NC1C(C)CC2C3CC=C4CC(OC(C)=O)CCC4(C)C3CCC21C
ZINC43867101	CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C3CC(C)C2(O)C(C)=O)C1
ZINC44670775	C#CC1(OC(C)=O)CCC2C3CCC4=C/C(=N/O)CCC4C3CCC21CC
ZINC46894400	O=C(NCc1nc2ccccc2s1)c1cc2ccccc2c2cccnc12
ZINC01513194	O=C1OC(c2ccccc2F)=N/C1=C\Nc1ccccc1I
ZINC59168523	Brc1ccc(C2Nn3c(Cc4ccccc4)nnc3S2)cc1
ZINC13036263	O=C1C=CC(Cl)=C/C1=C1\CC2c3ccccc3OC(c3cccs3)N2N1
ZINC38654213	C#CC1(OC(C)=O)CCC2C3CCC4=C/C(=N\O)CCC4C3CCC21CC
ZINC64858701	O=C(Cc1cccc(F)c1)N1CCC2(CC1)Nc1cc(F)ccc1-n1cccc12
ZINC67042636	O=C(NCC#Cc1ccccc1)N1CCOC(c2ccc(F)c(Cl)c2)C1
ZINC67045587	CC(NC(=O)N1CCOC(c2ccccc2F)C1)c1ccc(Cl)s1
ZINC04164293	Cc1ccc2nc(NC(=O)C3C4C=CC(C4)C3C(=O)[O-])sc2c1
ZINC04123722	COc1cccc(C2Nc3c(ccc(C(=O)[O-])c3C)C3C=CCC32)c1
ZINC04697166	COc1ccccc1NC(=O)C1C2C=CC(C2=C(C)C)C1C(=O)[O-]
ZINC04833449	O=C([O-])/C(=C\c1ccccc1)NC(=O)c1ccc(Br)o1
ZINC05007682	O=C([O-])/C(=C/c1ccc(Br)cc1)NC(=O)c1ccco1
ZINC05919983	CC1CCc2c(sc(NC(=O)C3CC=CCC3C(=O)[O-])c2C#N)C1
ZINC00367175	CC(C)(C)C1CCc2c(sc(NC(=O)/C=C/C(=O)[O-])c2C#N)C1
ZINC12821854	O=C([O-])c1sccc1S(=O)(=O)NC1CCC2CCCCC2C1
ZINC12821856	O=C([O-])c1sccc1S(=O)(=O)NC1CCC2CCCCC2C1
ZINC13303394	CC(C)C1(O)C=C2C(=O)CC3C(C)(C(=O)[O-])CCCC3(C)C2CC1
ZINC13315664	O=C([O-])c1csc(S(=O)(=O)NC2CCC3CCCCC3C2)c1
ZINC13466034	O=C([O-])C1C2C=CC(C2)C1C(=O)Nc1ccccc1Br
ZINC14163185	Cc1sc(NC(=O)CC2(C(=O)[O-])CCCCCC2)c(C#N)c1C
ZINC14411500	CC(C)C1(O)C=C2C(=O)CC3C(C)(C(=O)[O-])CCCC3(C)C2CC1
ZINC14411503	CC(C)C1(O)C=C2C(=O)CC3C(C)(C(=O)[O-])CCCC3(C)C2CC1
ZINC15836974	CC(=O)Oc1ccc(C2Nc3c(C(=O)[O-])cccc3C3C=CCC32)cc1
ZINC06813489	O=C(CSc1nccc(=O)[nH]1)Nc1ccc(Cl)c(Cl)c1
ZINC09289494	CC(C)c1ccc(N2C(=O)C(=Cc3ccc[nH]3)C([O-])=NC2=S)cc1
ZINC21981381	CC1(C)CC2COC3(COS([NH-])(=O)=O)CC(C)(C)CC3C2C1
ZINC21981382	CC1(C)CC2COC3(COS([NH-])(=O)=O)CC(C)(C)CC3C2C1
ZINC36857843	O=C([O-])c1cccc(NC(=O)c2cc(Br)cn2C2CC2)c1
ZINC37451922	O=C(Nc1ccsc1C(=O)[O-])c1csc(-c2cccs2)n1
ZINC37552627	O=S(=O)([N-]c1ccccc1C#CCCO)c1ccc(Cl)s1
ZINC37552655	O=S(=O)([N-]c1cccc(C#CCCO)c1)c1ccc(Cl)s1
ZINC04628720	O=C([O-])C1C2C=CC(C2)C1C(=O)NCc1ccc(Cl)c(Cl)c1
ZINC17723237	CSc1ccc(C2CC(=O)Nc3nc(SC)[nH]c(=O)c32)cc1
ZINC03996065	O=C([O-])C1C2C=CC(C2)C1C(=O)Nc1ccccc1Br
ZINC33929197	O=C1Nc2ccc(Br)cc2/C1=C1\SC(=S)N=C1[O-]
ZINC39443353	[O-]c1nc2ccc(C3=NC(Nc4ccc(F)cc4)SC3)cc2o1
ZINC40475927	COc1cc(C2c3sc([S-])nc3SCC2C=O)ccc1O
