ZINC04717953	CC1(C(=O)[O-])CCC(C(=O)N2CCCC2)C1(C)C
ZINC40737135	NC(=S)c1ccc(NCCc2ccc(O)cc2)c(F)c1
ZINC41015718	CC(C)[NH+]1CC2CCCC(C1)C2[NH2+]Cc1cc[nH]n1
ZINC42358943	Cc1n[nH]cc1CNc1ccc(N)cc1C(F)(F)F
ZINC42746737	CC(C)N(CC(F)(F)F)C1(C[NH3+])CC2CCC(C1)[NH+]2C
ZINC43320311	Cc1c(F)cccc1Nc1cc2c(cc1N)CC(=O)N2
ZINC43473709	Cc1cccc(C(=O)Nc2ccc(N)cc2F)c1O
ZINC48837773	Cc1cc(C)c(C(C)(C(=O)[O-])[NH+]2CCCC([NH3+])C2)c(C)c1
ZINC49116767	CCC1CCCCC1NC(=O)c1c[nH]c2cc(N)ccc12
ZINC49505983	CC(Nc1cc2c(cc1N)CC(=O)N2)c1ccc(F)cc1
ZINC50030416	CCCC(C)N(C)c1cc(C(N)=O)c(N)cc1F
ZINC50033483	CN(CC(C)(C)C)c1cc(C(N)=O)c(N)cc1F
ZINC50182717	Cc1[nH]ncc1CCCNc1ccc(Cl)cc1N
ZINC51095376	CC(C)(C)NC(=O)c1ccc(NN)c(C(F)(F)F)c1
ZINC51999315	Nc1ccc(NC2CCCCC2O)c2cccnc12
ZINC51999464	Nc1ccc2nc(NC3CCCCC3O)ccc2c1
ZINC52838055	Nc1c(-c2c(Cl)cccc2Cl)ncn1N
ZINC52881810	CC(NC(=O)C(C)(N)c1ccccc1)c1cccc(O)c1
ZINC53164963	Nc1ccc(F)c(F)c1NCC(O)c1ccccc1
ZINC53859411	CCC[NH2+]C1CCCCC1C[NH+]1CCCC(O)C1
ZINC41670208	NC(=O)c1cc(Sc2ccccc2F)ccc1N
ZINC48846621	Cc1ccc(C(C)(NC2CCCCC2[NH3+])C(=O)[O-])cc1C
ZINC59971847	CC1CCCC(NC(=O)c2cc3cc(N)ccc3[nH]2)C1
ZINC60117739	CC1CCCN(c2ccc(N)c(C(N)=O)c2)C1C
ZINC61361004	Nc1cc2c(cc1NC1CCCc3sccc31)NC(=O)C2
ZINC61642000	Cc1ccc(C(C(C)[NH3+])N2CCCC2C[NH+](C)C)s1
ZINC61885944	Cc1ccc(C(=O)NC2CCCC2C(N)=S)cc1O
ZINC62714667	CC(C)(C)c1ccc(/C=C/C(=O)NNC(N)=S)cc1
ZINC62833776	Nc1cccc2cc(C(=O)Nc3cccc(F)c3F)[nH]c12
ZINC63000861	Nc1ccc(NC(CO)c2ccccc2)c(Br)c1
ZINC63000881	Nc1ccc(NC(CO)c2ccccc2)c(F)c1
ZINC63059525	Cc1cc(C(=O)NC2CCCC(C)C2)ccc1NN
ZINC63144299	CC1CCC(CNC(=O)c2cc3cc(N)ccc3[nH]2)CC1
ZINC00404063	CC(C)COC(=O)c1cc(N)c(Cl)c(N)c1
ZINC14726791	CC1Cc2cc(O)c(O)cc2C(c2ccc(O)c(O)c2)C1C
ZINC00390569	CC1(C)CC(O)C(CCC(=O)c2ccccc2N)C(O)C1
ZINC20295152	NC(=O)C1CCCN1c1ccc(C(N)=S)cc1
ZINC22142496	Nc1ccc(NC(=O)NC2CCCCC2)c(Cl)c1
ZINC35330521	CC1Cc2ccccc2N1c1ccc(C(N)=O)cc1N
ZINC36744123	Nc1ccc(Cl)c(NC(=O)Nc2ccc(F)cc2F)c1
ZINC36744334	Nc1cc(NC(=O)NC2CCCCC2)c(F)cc1F
ZINC37177793	CC(NC(=O)c1ccccc1O)c1cccc(N)c1
ZINC37181845	Nc1ccc(SCc2nc(N)c3ccccc3n2)cc1
ZINC37275271	Cc1cc(OCc2ccc(C(N)=O)cc2N)ccc1Cl
ZINC37439179	Nc1ccc(-c2nc3cc(F)ccc3[nH]2)c(O)c1
ZINC37934333	Nc1cc(Sc2ccccc2)cc(S(N)(=O)=O)c1
ZINC13600703	CC1C(NC(=S)Nc2ccc(N)nc2)CC2CC1C2(C)C
ZINC40292302	Nc1ccc2c(C(=O)NC3CCCC3)c[nH]c2c1
ZINC40295324	CC1CCCC(NC(=O)c2c[nH]c3cc(N)ccc23)C1C
ZINC40302123	Cc1ccc(NC(=O)c2c[nH]c3cc(N)ccc23)c(Cl)c1
ZINC40302372	CC(C)C(C)NC(=O)c1c[nH]c2cc(N)ccc12
ZINC40637977	CC(NC(=O)c1ccccc1N)c1cccc(O)c1
ZINC40774315	Cc1nc2cc(NC(CO)CC(C)C)c(N)cc2s1
ZINC40907128	Nc1cc(N)n(-c2ccc(Br)cc2)n1
ZINC41087769	CC1CC(OC(=O)c2cc(N)cc(N)c2)CC(C)(C)C1
ZINC41088107	CC1CCCC(OC(=O)c2ccc(N)cc2N)C1
ZINC42140067	NC(=O)c1cc(N)cnc1Sc1ccc(F)cc1
ZINC42406558	NC(=O)C1CCCCN1c1ccc(C(N)=S)cc1F
ZINC42427835	CC1CCC(C(N)=O)CN1c1c(N)cccc1Cl
ZINC42583091	NNC(=O)Nc1cc(Br)ccc1Br
ZINC42692852	CC1CC(C)(C)CC(C[NH3+])([NH+](Cc2ccco2)C2CC2)C1
ZINC43596897	Nc1ccc(NCC(O)c2ccccc2)c(Br)c1
ZINC44271938	Nc1ccc(C(O)CNc2cccc(C(F)(F)F)n2)cc1
ZINC45891345	Nc1cc(Cl)c(N)c(Br)c1N1CCOCC1
ZINC49542043	CC(O)c1ccccc1NCc1ccc(O)c(O)c1
ZINC49564141	CC(Nc1c[nH]nc1N)c1cccc(Br)c1
ZINC49964955	CN(c1ccc(F)cc1)c1ccc(C(N)=O)cc1N
ZINC50019816	CCN(CC(C)C)c1cc(C(N)=O)c(N)cc1F
ZINC50034104	NC(=O)c1cc(OC2CCCCC2)c(F)cc1N
ZINC50345465	CC(C)(C)C1CCN(C(=O)c2ccc(N)cc2N)CC1
ZINC51128180	CC(NC(=O)c1ccc(NN)c(C(F)(F)F)c1)C1CC1
ZINC51581791	Cc1ccc(C(N)=O)c(N(C)Cc2cc(N)ccc2Cl)c1
ZINC51788669	NC(=O)c1cc(NCc2ccc[nH]2)ccc1Cl
ZINC52010550	NC(=S)c1ccc(NC2CCCCC2O)c(F)c1
ZINC53167840	CCC(CC)(CO)Nc1c(N)ccc(F)c1F
ZINC54217029	Cc1ccccc1C(C)NC(=O)c1cccc(F)c1NN
ZINC41080540	NC(=O)c1cc(N)ccc1Sc1ccc(F)cc1F
ZINC59972695	CC(C)C(C)NC(=O)c1cc2cccc(N)c2[nH]1
ZINC50564101	CC1CCCN(c2ccc(C(N)=O)cc2N)C1C
ZINC62795979	CNC(=O)CCNc1ccc(C(N)=S)cc1Cl
ZINC62834484	CC1(C)CC1NC(=O)c1cc2cc(N)ccc2[nH]1
ZINC63000862	Nc1ccc(NC(CO)c2ccccc2)cc1C(F)(F)F
ZINC63007720	CCC(C)C(C)NC(=O)c1cc(F)c(NN)c(F)c1
ZINC20122481	Oc1ccc(C[NH2+]CCc2c[nH]c3ccccc23)c(O)c1
ZINC20268449	[NH3+]CC(Cc1ccc(O)cc1)c1c[nH]c2ccccc12
ZINC35341253	Nc1cc2c(cc1NC1C[NH+]3CCC1CC3)CCC(=O)N2
ZINC35661169	CC(C)(C)NC(=O)CNC(=O)C1([NH3+])CCCCC1
ZINC36263559	Cc1ccc(NC(=O)NC2CC([NH3+])C2)cc1Cl
ZINC36292886	COc1ccc(C(=O)NC2CC(C)(C)[NH2+]C(C)(C)C2)cc1N
ZINC37151504	CC([NH2+]C(C)c1ccc(O)cc1O)c1cccc(O)c1
ZINC37334202	NC(=O)C1CCCN(c2ccc(C(F)(F)F)cc2C[NH3+])C1
ZINC37552734	[NH3+]CC#Cc1cnc(NC(=O)Nc2ccc(F)cc2)s1
ZINC37552844	[NH3+]CC#Cc1cc(F)ccc1NC(=O)NC1CCCCC1
ZINC37599539	Cc1ccc2nc(-c3c[nH]c(C4([NH3+])CCC4)n3)[nH]c2c1
ZINC37622767	CC(NC(=O)CNC(=O)C[NH3+])C12CC3CC(CC(C3)C1)C2
ZINC37969654	COc1ccc(C([NH2+]C2CCCCC2)C(N)=O)cc1O
ZINC38048656	Cc1[nH]c2ccc(C(=O)NC3CCCCC3[NH3+])cc2c1C
ZINC40667947	CC1CCCC(CNC(=O)c2cc(N)c[nH]2)([NH+](C)C)C1
ZINC42166588	NC(=O)c1ccc(Cl)c(NC(=O)CC2CCC[NH2+]2)c1
ZINC42406078	NC(=O)C1CCCCN1c1ccc(N)c2c[nH+]ccc12
ZINC42429288	CC([NH2+]CC[NH3+])(C(=O)[O-])c1cc(F)c(Cl)cc1Cl
ZINC43245257	Cc1ccc(C(Oc2ccc(C(N)=O)cc2)C(C)[NH3+])s1
ZINC43489252	NC(=O)C([NH2+]C1CCCCC1)c1ccc(O)c(Cl)c1
ZINC44689365	Nc1cc2c(cc1NC1CC[NH+](C3CC3)C1)CCC(=O)N2
ZINC45118674	CC(C)[NH+]1CCC(CNc2cc3c(cc2N)CC(=O)N3)C1
ZINC45508911	Cc1ccc(OCC(C)([NH3+])C(N)=O)c(C(C)(C)C)c1
ZINC48840167	[NH3+]C1CCCCC1Nc1cc(C(=O)[O-])c2ccccc2[nH+]1
ZINC48857242	Cc1ccc(NC(=O)C[NH+]2CCCCC2CO)c(N)c1
ZINC49193247	CC[NH+]1CCCC(Nc2cc3c(cc2N)CCC(=O)N3)C1
ZINC49500845	CC(C[NH+]1CCCCC1)Nc1cc2c(cc1N)CC(=O)N2
ZINC50163889	CC(Nc1ccccc1S(N)(=O)=O)C1CCC[NH2+]C1
ZINC52098035	CC(O)(C[NH2+]C1CCC(C(N)=O)CC1)c1ccccc1
ZINC52839983	CC(C)c1[nH+]c(-c2ccc(F)c(F)c2)c(N)n1N
ZINC53096168	OCC1([NH2+]Cc2ccc(O)cc2O)CCCCC1
ZINC53127788	CC1CCCC(CO)(NC(=O)C2([NH3+])CCCCC2)C1
ZINC54685635	Cc1cc(C(O)C([NH3+])Cc2ccccc2)cc(C)c1O
ZINC20143201	CC1(C)CC(NCc2ccc(O)cc2O)CC(C)(C)[NH2+]1
ZINC57218461	Nc1ccccc1NC(=O)C1CCC2CCCCC2[NH2+]1
ZINC57830767	Cc1ccc(-c2nc3cc(F)c(F)cc3n2CC[NH3+])cc1N
ZINC58118020	Cc1ccc(C([NH3+])c2cc3[nH]c(=O)[nH]c3cc2Cl)cc1
ZINC61692067	[NH3+]CC#Cc1ccc(Cl)c(NC(=O)NC2CCCCC2)c1
ZINC61825144	Cc1c(C)c(C)c(C([NH3+])CC(C)(C)CC(N)=O)c(C)c1C
ZINC17313931	NC(=S)/[NH+]=N/c1c(O)[nH]c2c(Cl)cc(Cl)cc12
ZINC62833949	Nc1cccc2cc(C(=O)NC3CC[NH+](C4CC4)C3)[nH]c12
ZINC63020515	CC(C)(C[NH3+])NC(=O)NC12CC3CC(CC(C3)C1)C2
ZINC63055521	Cc1cc(C([NH3+])c2ccc3[nH]c(=O)[nH]c3c2)ccc1F
ZINC63174494	[NH3+]C1CCCC1NC(=O)Nc1ccc(Cl)c(Cl)c1
ZINC63196476	CC([NH3+])C1CCCCN1c1ccc(C(N)=O)c(Cl)c1
ZINC63211033	[NH3+]C1CCCCCC1NC(=O)c1ccc(O)c(Cl)c1
ZINC63211955	[NH3+]C1CCCCCC1NC(=O)c1ccccc1O
ZINC63212707	[NH3+]C1CCCCCC1NC(=O)Nc1ccc(F)cc1
ZINC04323571	Cc1c(C)c(C)c(CS/C(N)=[NH+]/N)c(C)c1C
ZINC67122065	Oc1ccc(C[NH2+]CC(O)c2ccc3ccccc3c2)c(O)c1
ZINC07927328	NC(=O)c1c(NC(=O)C[NH+](Cc2cccs2)CC2CCCO2)sc2c1CCC2
ZINC09595751	CC(C(=O)Nc1sc2c(c1C#N)CCCCC2)[NH+]1CCC(C(=O)Nc2ccccc2O)CC1
ZINC02700714	OCC[NH+](CCO)CC(O)COc1c(Br)cc(Br)cc1Br
ZINC15071920	CC1(C)CC(NC(=O)c2ccc(C[NH+]3CCC(O)(c4ccc(Cl)cc4)CC3)[nH]c2=O)CCO1
ZINC19219242	CC(=O)NC(C)c1ccc(C(O)C[NH+]2CCC3(CC2)CC(O)c2cc(C)ccc2O3)cc1
ZINC19790938	O=C(CC1C(=O)NCC[NH+]1CC(c1ccccc1)c1ccccc1)NCc1ncc[nH]1
ZINC15030664	CC(C(=O)Nc1sc2c(c1C(N)=O)CCC2)[NH+]1CCCN(c2ccc(C(F)(F)F)cn2)CC1
ZINC24808727	CCC1(c2ccccc2)NC(=O)N(NC(=O)C[NH2+]C(C)c2ccc(Cl)cc2Cl)C1=O
ZINC31036954	CSc1ccccc1NC(=O)C[NH+](C)CC(=O)NC(=O)NC1CCCCC1C
ZINC33033770	Cc1ccc(C)c(S(=O)(=O)Nc2cc(C(=O)NC(C)C)ccc2N2CC[NH2+]CC2)c1
ZINC24985612	CSCCC(NC(=O)c1cc(C)cc(C)c1)C(=O)N1CCC2(CC1)NCCc1[nH+]c[nH]c12
ZINC37063220	CC[NH+]1CCCC1CNS(=O)(=O)c1c(N)cc(Br)cc1Br
ZINC39021243	CCCCCOc1ccc(C2=CC(C(=O)N/N=C/C3=c4ccccc4=[NH+]C3)NN2)cc1
ZINC39230130	O=C(NNc1cccc(Br)c1)c1ccc(N2CC[NH2+]C(c3ccccc3)C2)nc1
ZINC39532688	CC1OC(c2ccccc2NS(C)(=O)=O)NC1C[NH+](C)Cc1c[nH]c2ccccc12
ZINC39597576	O=C(NCCc1c[nH]c2ccccc12)C1CN(C(=O)c2c(Cl)cccc2Cl)CC12CC[NH2+]CC2
ZINC39597689	O=C(NCCc1c[nH]c2ccccc12)C1CN(C(=O)C2CCC2)CC12CC[NH2+]CC2
ZINC39597742	Cc1ccc(Cl)c(C(=O)N2CC(C(=O)NCCc3c[nH]c4ccccc34)C3(CC[NH2+]CC3)C2)c1F
ZINC39598955	CCCC(C)C(=O)N1CC(C(=O)NCCc2c[nH]c3ccc(OC)cc23)C2(CC[NH2+]CC2)C1
ZINC39599472	COc1ccc2[nH]cc(CCNC(=O)C3CN(C(=O)Cc4ccccc4C)CC34CC[NH2+]CC4)c2c1
ZINC39631151	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2ccccc2F)CC12CC[NH2+]CC2
ZINC39631649	Cc1ccc(Cl)c(C(=O)N2CC(C(=O)NC(C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)c1F
ZINC39631858	COc1c(C(=O)N2CC(C(=O)NC(C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)csc1Cl
ZINC39631948	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2csc3ccccc23)CC12CC[NH2+]CC2
ZINC39655388	CC(Oc1ccccc1)C(=O)N1CC(C(=O)NCCNc2ccccc2)C2(CC[NH2+]CC2)C1
ZINC39655928	Cc1ccc2[nH]cc(CCNC(=O)C3CN(C(=O)C4CCC4)CC34CC[NH2+]CC4)c2c1
ZINC39656140	Cc1ccc2[nH]cc(CCNC(=O)C3CN(C(=O)C4CC=CCC4)CC34CC[NH2+]CC4)c2c1
ZINC39656149	Cc1ccc(C(=O)N2CC(C(=O)NCCc3c[nH]c4ccc(C)cc34)C3(CC[NH2+]CC3)C2)c(C)c1
ZINC39671421	CCc1ccc(C(=O)N2CC(C(=O)NCc3cc4ccccc4[nH]3)C3(CC[NH2+]CC3)C2)cc1
ZINC39671497	CN(C)c1cccc(C(=O)N2CC(C(=O)NCc3cc4ccccc4[nH]3)C3(CC[NH2+]CC3)C2)c1
ZINC39685882	CCC(C)CC(=O)N1CC(C(=O)NC(C(=O)NC(C)(C)C)C(C)C)C2(CC[NH2+]CC2)C1
ZINC39732859	CC(OC1=CC2[NH+]=c3ccccc3=C2C=C1)C(=O)Nc1ccc(S(N)(=O)=O)cc1
ZINC40682780	Nc1c(Nc2cc(C(F)(F)F)ccc2Cl)ncnc1N1CCN(c2cccc[nH+]2)CC1
ZINC43736567	CCCC/[NH+]=C/C12CCC(O)CC1(O)CCC1C2CCC2(C)C(C3C=CC(=O)O3)CCC12O
ZINC45351253	C[NH+](CCC(=O)NC(N)=O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1
ZINC46865171	NC(=O)c1c(NC(=O)C[NH+]2CCn3cccc3C2c2ccccc2)sc2c1CCCC2
ZINC50441550	NC(=O)C(COc1c(Br)cc([N+](=O)[O-])cc1Br)[NH2+]C1CC1
ZINC52627699	CS(=O)(=O)[N-]c1ccc(-c2cncc(OCC([NH3+])CC3=c4ccccc4=[NH+]C3)c2)cc1
ZINC10166991	CCc1nc2sc(C(c3ccc(Br)cc3)[NH+]3CCC(C(N)=O)CC3)c(O)n2n1
ZINC58299601	NC(=O)C1CCCN(c2ccc(C(=O)NCC(c3ccco3)[NH+]3CCCCC3)cc2)C1
ZINC62595569	CC[NH2+]C(CCOc1c(Br)cc([N+](=O)[O-])cc1Br)C(N)=O
ZINC63279467	CC1=CC(=O)N2C(N=C(NCCC3=c4ccccc4=[NH+]C3)NC2c2ccc(C)cc2)N1
ZINC63295256	O=C(CNC(=O)N1CCC2=c3cc(Cl)ccc3=[NH+]C2C1)NCC(O)c1ccccc1
ZINC63295261	O=C(CNC(=O)N1CCC2=c3cc(Cl)ccc3=[NH+]C2C1)NCC(O)c1ccccc1
ZINC63386204	CC1c2ccc(O)c(O)c2OC(=O)C1CC(=O)NCCC1=c2cc(Cl)ccc2=[NH+]C1
ZINC63529239	COc1ccc(C2=NC(NC(=O)CSc3[nH]c(Cc4ccc(O)cc4)c(C)[nH+]3)SC2)cc1
ZINC63557058	O=C(NC1NNC(C2CCCCC2)S1)C1CC(=O)N(CCC2=c3cc(Cl)ccc3=[NH+]C2)C1
ZINC63557090	CCC(CC)C1NNC(NC(=O)C2CC(=O)N(CCC3=c4cc(Cl)ccc4=[NH+]C3)C2)S1
ZINC64480175	C=C1C=C([O-])N2C(=NC(NCCC3=c4ccccc4=[NH+]C3)=[NH+]C2c2ccc(C)cc2)N1
ZINC64518869	CCC[NH+]1c2ccccc2NC1CCc1cccc([N-]S(=O)(=O)c2c[nH+]c[nH]2)c1
ZINC03665914	CCc1ccc(N2C(=O)Nc3ccccc3C2(O)C(=O)NCC[NH+](CC)CC)cc1
ZINC03451256	CCC[NH+](CC(=O)NC(=O)NC(C)(C)C)CC(=O)Nc1ccc(F)c(F)c1F
ZINC08793185	CC(C)[NH+]1CCc2c(sc(NC(=O)/C=C\c3ccc([N+](=O)[O-])cc3)c2C(N)=O)C1
ZINC09312007	COc1ccc(CCn2c(O)nc(O)c(C3[NH2+]CCc4ccccc43)c2=O)cc1OC
ZINC03670339	O=C1Nc2ccccc2C(O)(C(=O)NCCC[NH+]2CCCCCC2)N1c1ccc(Cl)cc1
ZINC11815110	CCOc1ccccc1C[NH+]1CCNC(=O)C1CC(=O)NCc1cc2cc(F)ccc2[nH]1
ZINC09117952	Cc1ccccc1Nc1nc(N)nc(C[NH+](Cc2cccs2)Cc2cccs2)n1
ZINC14961777	Cc1n[nH]c2ccc(-c3cncc(OCC([NH3+])Cc4ccc5c(c4)OC(F)(F)C(F)(F)O5)c3)cc12
ZINC15477126	O=C(CCNC(=O)NC12CC3CC(CC(C3)C1)C2)NCC(c1ccco1)[NH+]1CCCCC1
ZINC18251003	COc1cc(NC(=S)N2CCC(C(N)=O)([NH+]3CCCCC3)CC2)c(OC)cc1Cl
ZINC20877009	CCC(CO)[NH2+]Cc1cc(Br)c(OCC(O)c2ccc3c(c2)OCO3)c(OC)c1
ZINC15030666	CC(C(=O)Nc1sc2c(c1C(N)=O)CCC2)[NH+]1CCCN(c2ccc(C(F)(F)F)cn2)CC1
ZINC33033976	CCC(C)NC(=O)c1ccc(N2CC[NH2+]CC2)c(NS(=O)(=O)c2ccc3c(c2)CCCC3)c1
ZINC33275414	CCCNC(=O)c1cc(NS(=O)(=O)c2cc(C)ccc2C)ccc1N1CC[NH2+]CC1
ZINC35048276	OCC[NH+](CC(O)Cn1ccc2ccccc21)CC(O)Cn1c2c(c3ccccc31)CCCC2
ZINC12603195	COC(=O)C1Cc2c([nH]c3ccccc23)C2CC([NH2+]CCO)CC(c3ccc(Cl)c(F)c3)N12
ZINC39372006	COc1ccc(N2CC(C[NH2+]CCSc3nc[nH]n3)C(c3ccccc3Cl)N2)cc1
ZINC39442914	CC1OC(c2ccccc2NS(C)(=O)=O)NC1C[NH+](C)C(C)CCc1c[nH]c2ccccc12
ZINC39599253	CCCCCCC(=O)N1CC(C(=O)NCCc2c[nH]c3ccc(OC)cc23)C2(CC[NH2+]CC2)C1
ZINC39631375	CCOc1ccc(C(=O)N2CC(C(=O)NC(C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)cc1
ZINC39631439	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2ccc(F)c(C(F)(F)F)c2)CC12CC[NH2+]CC2
ZINC39631566	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)C(C)Oc2ccccc2)CC12CC[NH2+]CC2
ZINC39631682	Cc1ccc(C(=O)N2CC(C(=O)NC(C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)c(F)c1F
ZINC39631923	Cc1cc(C(=O)N2CC(C(=O)NC(C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)c(C(F)(F)F)o1
ZINC39631949	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2csc3ccccc23)CC12CC[NH2+]CC2
ZINC39631977	Cc1ccc(C(=O)N2CC(C(=O)NC(C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)c(C)c1
ZINC39632029	COc1ccc(CCC(=O)N2CC(C(=O)NC(C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)cc1
ZINC39632037	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)C(Oc2ccccc2)C(C)C)CC12CC[NH2+]CC2
ZINC39671503	CCSc1ncccc1C(=O)N1CC(C(=O)NCc2cc3ccccc3[nH]2)C2(CC[NH2+]CC2)C1
ZINC39685903	Cc1ccccc1CC(=O)N1CC(C(=O)NC(C(=O)NC(C)(C)C)C(C)C)C2(CC[NH2+]CC2)C1
ZINC35442598	COCCNC(=O)CCC12CCC(C)(O)CC1C(C)(C)CC2[NH2+]Cc1cccn1C
ZINC40459101	OC(C[NH2+]CC(c1ccccc1Cl)c1c[nH]c2ccccc12)COCC1CCCO1
ZINC44681601	COCCNC(=O)CCC12CCC(C)(O)CC1C(C)(C)CC2[NH2+]Cc1cccn1C
ZINC08740287	C#CC1(O)CCC2C3CCC4=C/C(=N\OCC(=O)NCCc5c[nH]c[nH+]5)CCC4(C)C3CCC21C
ZINC57312269	COc1ccc(Oc2c(C(F)(F)F)oc3c(C[NH2+]CCO)c(O)ccc3c2=O)cc1
ZINC59402944	N#Cc1c(NC(=O)C[NH+]2CCCCC2CNC(=O)Nc2ccccc2)sc2c1CCCC2
ZINC59876074	CCc1ccc(C(CNC(=O)CCCCC2SCC3NC(=O)NC32)[NH+](C)C)cc1
ZINC60354995	Cc1ccc(C(CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C)C)[NH+]2CCCC2)o1
ZINC53633291	C/C(NCCc1c[nH]c[nH+]1)=C1/C(=O)N(C2Nc3ccccc3S2)N=C1c1ccc(Cl)cc1
ZINC63133515	O=C(CCC1NC(=O)NC1=O)NCC(C1=c2ccccc2=[NH+]C1)c1ccccc1Cl
ZINC39796077	CC(SC1NN=C(C2=c3ccccc3=[NH+]C2)N1C1CC1)C(=O)NC(=O)NC(C)(C)C
ZINC39939485	CC(C)CN1C(SCC(=O)C2=c3ccccc3=[NH+]C2c2ccccc2)=NNC1CCC(N)=O
ZINC63386722	O=C(CCC1NC(=O)c2ccccc2N=C1O)NCCC1=c2cc(Cl)ccc2=[NH+]C1
ZINC63557255	CC(C)C1NNC(NC(=O)C2CC(=O)N(CCC3=c4cc(F)ccc4=[NH+]C3)C2)S1
ZINC63908577	O=C(CN1NNc2ccccc2C1=O)NCC(C1=c2ccccc2=[NH+]C1)c1ccccc1
ZINC63941183	Cc1ccc2c(c1)=C(CCN1CC(C(=O)NC3NNC(CC(C)C)S3)CC1=O)C[NH+]=2
ZINC63941240	CCCCCC1NNC(NC(=O)C2CC(=O)N(CCC3=c4cc(C)ccc4=[NH+]C3)C2)S1
ZINC64354258	CC1=C(COc2ccccc2C(=O)NNC(=O)C2=c3ccccc3=[NH+]C2)C(C)ON1
ZINC25077069	CSCCC(NC(=O)c1ccc(C)cc1)C(=O)N1CCC2(CC1)NCCc1[nH+]c[nH]c12
ZINC65479322	C[NH+](C)CC(CNC(=O)Nc1cc2c(cc1Cl)OCCO2)C(O)c1ccccc1
ZINC04836735	CCCn1c(N)c(C(=O)CSc2ccc(Br)cc2)c(=O)[nH]c1=O
ZINC04811269	CC(NS(=O)(=O)c1ccc(OCC(N)=O)c(Cl)c1)c1ccccc1
ZINC06825940	Cc1cc(OCC(=O)NNC(=S)NC(=O)C2CC2)ccc1Br
ZINC08558041	COc1ccc(C(=O)NNC(=S)NC(=O)C(C)C)cc1Br
ZINC01203263	CCOc1cc(/C=N/NC(=O)C(O)c2ccccc2)cc(Br)c1O
ZINC12406112	Cc1sc(NC(=O)c2ccc(OCC3CCCO3)cc2)c(C(N)=O)c1C
ZINC12788095	CC(NC(=O)/C=C/c1ccc(C2CC2C)o1)c1cccc(S(N)(=O)=O)c1
ZINC15531210	Cc1ccc(S(C)(=O)=O)cc1C(=O)NNC(=S)NC1CCCC(C)C1C
ZINC32988851	CCc1ccc2c(CC(=O)NCc3ccc(S(N)(=O)=O)s3)coc2c1
ZINC10039564	C/C(=C/C(=O)Nc1cc(C(F)(F)F)ccc1Cl)NNC(=O)c1cccnc1
ZINC13056656	CC1CCCCC1NC(=S)Nc1cccc(S(=O)(=O)/N=C2/CCCN2)c1
ZINC39380891	CCNC(=O)C1Sc2ncnc(NCCc3c[nH]c4ccccc34)c2C1C
ZINC41853657	O=C(NCCNc1ncc(Cl)cc1Cl)C(=O)Nc1cc(F)ccc1F
ZINC42085888	Cc1ccccc1C(=O)NCC(=O)NNC(=O)CC12CC3CC(CC(C3)C1)C2
ZINC42446473	CCN(CC(C)/C(N)=N/O)S(=O)(=O)c1ccc(Br)cc1Cl
ZINC44744478	CC1CCCC(NC(=S)NNC(=O)CN(C)C(=O)c2ccccc2)C1C
ZINC46640661	CC(NC(=O)c1csc(S(N)(=O)=O)c1)c1cccc(OC(F)F)c1
ZINC50663350	C#CCNC(=O)CNC(=O)c1cc(Cl)cc(Cl)c1NC(=O)CCC
ZINC53208083	Nn1c(SCC(=O)NCc2ccc(Cl)s2)nnc1-c1cccs1
ZINC55186207	Cc1cccc(NC(=S)NNC(=O)C2=NOC(c3ccccc3)C2)c1C
ZINC55414511	CC(=O)NC(C(=O)Nc1ccc(NC(=O)C(C)(C)C)c(Cl)c1)C(C)C
ZINC56157744	Cc1cc(S(N)(=O)=O)cc(NC(=O)CCOc2ccc(F)cc2F)c1C
ZINC57941446	CCOc1ccc(Cl)cc1NC(=O)C(=O)NCC(O)c1ccc(F)cc1
ZINC59810595	CCNC(=O)CCSc1nnc(-c2ccc(Br)cc2)n1N
ZINC60409676	NS(=O)(=O)c1cc(F)cc(NC(=O)CCCOc2ccc(Cl)cc2)c1
ZINC61774539	CCNC(=O)c1ccc(NC(=O)NC2CCN(CC(F)(F)F)C2)c(C)c1
ZINC61881754	COC(=O)C(NS(=O)(=O)c1cc(Cl)cc(N)c1Br)C(C)C
ZINC61964172	COc1ccc(OC)c(C(O)CNC(=O)NCc2csc3ccccc23)c1
ZINC63949643	Cc1ccc(C(N)=O)cc1NC(=O)c1cnc(OCC(F)(F)F)c(Cl)c1
